Date,Adj Close_CENTUM.NS,Close_CENTUM.NS,High_CENTUM.NS,Low_CENTUM.NS,Open_CENTUM.NS,Volume_CENTUM.NS,Date
2022-03-14,419.03509521484375,424.20001220703125,430.6000061035156,397.8999938964844,430.6000061035156,35283,2022-03-14
2022-03-21,434.1487731933594,439.5,498.0,415.1000061035156,426.0,156458,2022-03-21
2022-03-28,458.94317626953125,464.6000061035156,488.8999938964844,410.0,445.0,174752,2022-03-28
2022-04-04,513.4216918945312,519.75,535.0,460.0,460.0,145630,2022-04-04
2022-04-11,483.7375793457031,489.70001220703125,524.0,483.6499938964844,524.0,47357,2022-04-11
2022-04-18,476.4770812988281,482.3500061035156,511.5,478.0,495.0,64647,2022-04-18
2022-04-25,474.25445556640625,480.1000061035156,500.0,471.3500061035156,471.3500061035156,50910,2022-04-25
2022-05-02,462.4993591308594,468.20001220703125,483.04998779296875,448.0,470.1000061035156,44533,2022-05-02
2022-05-09,423.3321228027344,428.54998779296875,475.0,392.0,475.0,57503,2022-05-09
2022-05-16,432.61767578125,437.95001220703125,440.0,407.04998779296875,429.0,21779,2022-05-16
2022-05-23,461.36334228515625,467.04998779296875,480.04998779296875,428.79998779296875,444.45001220703125,69326,2022-05-23
2022-05-30,453.1643981933594,458.75,474.95001220703125,444.75,474.04998779296875,22673,2022-05-30
2022-06-06,432.0743713378906,437.3999938964844,466.0,436.0,455.8500061035156,39926,2022-06-06
2022-06-13,411.823974609375,416.8999938964844,436.25,395.04998779296875,436.25,32419,2022-06-13
2022-06-20,412.3672790527344,417.45001220703125,426.54998779296875,396.04998779296875,421.1499938964844,41153,2022-06-20
2022-06-27,404.1189270019531,409.1000061035156,419.8999938964844,395.95001220703125,418.0,24630,2022-06-27
2022-07-04,404.8103942871094,409.79998779296875,416.0,393.54998779296875,410.5,27587,2022-07-04
2022-07-11,409.3543701171875,414.3999938964844,426.5,401.3500061035156,415.8500061035156,22468,2022-07-11
2022-07-18,424.418701171875,429.6499938964844,440.1000061035156,408.1000061035156,415.8999938964844,28875,2022-07-18
2022-07-25,416.5655212402344,421.70001220703125,432.70001220703125,414.04998779296875,429.6499938964844,31697,2022-07-25
2022-08-01,414.0959777832031,419.20001220703125,440.0,415.54998779296875,424.0,22697,2022-08-01
2022-08-08,458.8822937011719,461.79998779296875,477.5,422.0,425.45001220703125,66540,2022-08-08
2022-08-15,416.20367431640625,418.8500061035156,469.8999938964844,414.04998779296875,461.79998779296875,35431,2022-08-15
2022-08-22,430.0158386230469,432.75,448.0,406.1000061035156,425.04998779296875,38419,2022-08-22
2022-08-29,468.322265625,471.29998779296875,509.0,423.20001220703125,428.0,221112,2022-08-29
2022-09-05,476.0233154296875,479.04998779296875,496.0,462.0,462.0,51561,2022-09-05
2022-09-12,487.251953125,490.3500061035156,525.5,450.5,490.0,131551,2022-09-12
2022-09-19,521.5836181640625,524.9000244140625,559.0,486.95001220703125,495.0,146436,2022-09-19
2022-09-26,483.1778564453125,486.25,520.8499755859375,470.20001220703125,520.8499755859375,40244,2022-09-26
2022-10-03,519.9937133789062,523.2999877929688,552.2999877929688,472.29998779296875,480.8999938964844,87464,2022-10-03
2022-10-10,540.4138793945312,543.8499755859375,550.0,509.5,527.5,68399,2022-10-10
2022-10-17,569.92626953125,573.5499877929688,584.75,528.5,551.9000244140625,199300,2022-10-17
2022-10-24,589.5017700195312,593.25,614.7999877929688,581.5499877929688,595.2000122070312,116280,2022-10-24
2022-10-31,636.850830078125,640.9000244140625,671.4000244140625,602.0,609.7999877929688,319197,2022-10-31
2022-11-07,608.3817749023438,612.25,692.7999877929688,607.0499877929688,648.5,217022,2022-11-07
2022-11-14,540.264892578125,543.7000122070312,618.9000244140625,541.1500244140625,612.0,120999,2022-11-14
2022-11-21,547.8665161132812,551.3499755859375,580.0,523.9500122070312,538.9000244140625,129146,2022-11-21
2022-11-28,561.9271240234375,565.5,570.0,545.5499877929688,551.3499755859375,131726,2022-11-28
2022-12-05,557.2071533203125,560.75,584.2999877929688,558.25,572.0,83382,2022-12-05
2022-12-12,616.18212890625,620.0999755859375,638.9500122070312,560.0,563.2999877929688,216482,2022-12-12
2022-12-19,608.7792358398438,612.6500244140625,686.0,603.75,618.0999755859375,275485,2022-12-19
2022-12-26,711.9730834960938,716.5,791.0999755859375,603.4500122070312,603.4500122070312,1013188,2022-12-26
2023-01-02,717.6868286132812,722.25,747.4500122070312,682.0499877929688,718.5,340525,2023-01-02
2023-01-09,669.29443359375,673.5499877929688,725.0,648.0,724.0,151304,2023-01-09
2023-01-16,652.00439453125,656.1500244140625,703.2999877929688,651.0,673.8499755859375,61106,2023-01-16
2023-01-23,633.8199462890625,637.8499755859375,667.4000244140625,620.2999877929688,661.4000244140625,44042,2023-01-23
2023-01-30,654.83642578125,659.0,669.0,611.0,625.0499877929688,49089,2023-01-30
2023-02-06,581.80078125,585.5,669.7999877929688,562.0,651.0499877929688,154089,2023-02-06
2023-02-13,608.8786010742188,612.75,618.5999755859375,569.0,580.25,52418,2023-02-13
2023-02-20,566.29931640625,569.9000244140625,618.9000244140625,562.2000122070312,618.9000244140625,37141,2023-02-20
2023-02-27,546.8231811523438,550.2999877929688,579.7999877929688,530.0,570.5,86994,2023-02-27
2023-03-06,540.5629272460938,544.0,598.5,533.0,550.2999877929688,82678,2023-03-06
2023-03-13,553.2821044921875,556.7999877929688,570.0,496.8500061035156,544.7000122070312,195734,2023-03-13
2023-03-20,615.38720703125,619.2999877929688,655.0,545.5499877929688,559.5,285853,2023-03-20
2023-03-27,700.794189453125,705.25,729.7000122070312,619.5499877929688,625.5,454879,2023-03-27
2023-04-03,746.7023315429688,751.4500122070312,774.7999877929688,701.0,701.0,164886,2023-04-03
2023-04-10,720.81689453125,725.4000244140625,774.0,708.9500122070312,744.0499877929688,41536,2023-04-10
2023-04-17,772.3392944335938,777.25,810.0,720.1500244140625,729.9500122070312,147135,2023-04-17
2023-04-24,754.5523681640625,759.3499755859375,783.9500122070312,717.7000122070312,770.0499877929688,80744,2023-04-24
2023-05-01,794.2499389648438,799.2999877929688,825.0,732.0,759.3499755859375,217419,2023-05-01
2023-05-08,785.8036499023438,790.7999877929688,829.0,770.2000122070312,785.5,116732,2023-05-08
2023-05-15,828.8797607421875,834.1500244140625,849.7000122070312,761.4000244140625,794.0,183041,2023-05-15
2023-05-22,805.9257202148438,811.0499877929688,847.0,775.0,775.0,194379,2023-05-22
2023-05-29,1099.6083984375,1106.5999755859375,1204.949951171875,905.0,905.0,954828,2023-05-29
2023-06-05,1158.5833740234375,1165.949951171875,1220.0,1060.5,1139.0,282142,2023-06-05
2023-06-12,1207.67138671875,1215.3499755859375,1312.0999755859375,1155.199951171875,1165.0,237284,2023-06-12
2023-06-19,1224.2657470703125,1232.050048828125,1363.5,1201.0,1237.25,263268,2023-06-19
2023-06-26,1374.311767578125,1383.050048828125,1411.8499755859375,1242.050048828125,1249.25,181319,2023-06-26
2023-07-03,1310.1695556640625,1318.5,1420.0,1284.300048828125,1400.0,102209,2023-07-03
2023-07-10,1391.8006591796875,1400.6500244140625,1471.449951171875,1256.6500244140625,1310.0,187179,2023-07-10
2023-07-17,1393.7879638671875,1402.6500244140625,1520.0,1363.0999755859375,1414.8499755859375,124927,2023-07-17
2023-07-24,1439.9443359375,1449.0999755859375,1460.0,1375.0,1429.25,81183,2023-07-24
2023-07-31,1514.22216796875,1523.8499755859375,1555.0,1416.0999755859375,1473.25,171815,2023-07-31
2023-08-07,1469.1876220703125,1474.5,1696.5,1459.0,1569.949951171875,140867,2023-08-07
2023-08-14,1396.0023193359375,1401.050048828125,1520.0,1244.199951171875,1371.0999755859375,237584,2023-08-14
2023-08-21,1728.0018310546875,1734.25,1948.6500244140625,1372.0,1418.75,961399,2023-08-21
2023-08-28,1646.3968505859375,1652.3499755859375,1767.050048828125,1540.0,1745.0,164265,2023-08-28
2023-09-04,1615.10986328125,1620.949951171875,1697.8499755859375,1600.0,1684.0,59779,2023-09-04
2023-09-11,1513.9757080078125,1519.449951171875,1625.0,1446.550048828125,1615.0,46987,2023-09-11
2023-09-18,1413.140380859375,1418.25,1550.0,1410.25,1519.449951171875,27508,2023-09-18
2023-09-25,1441.2386474609375,1446.449951171875,1446.449951171875,1350.0,1418.25,55398,2023-09-25
2023-10-02,1465.1024169921875,1470.4000244140625,1494.0,1389.0,1446.449951171875,45258,2023-10-02
2023-10-09,1439.395263671875,1444.5999755859375,1504.9000244140625,1411.0999755859375,1413.0999755859375,26315,2023-10-09
2023-10-16,1395.2052001953125,1400.25,1457.800048828125,1390.0,1443.9000244140625,41485,2023-10-16
2023-10-23,1377.1204833984375,1382.0999755859375,1424.9000244140625,1273.0,1400.25,30083,2023-10-23
2023-10-30,1379.661376953125,1384.6500244140625,1410.4000244140625,1323.300048828125,1379.949951171875,26503,2023-10-30
2023-11-06,1393.0628662109375,1398.0999755859375,1429.0,1324.6500244140625,1385.0,66061,2023-11-06
2023-11-13,1466.0489501953125,1471.3499755859375,1475.25,1381.1500244140625,1431.949951171875,47398,2023-11-13
2023-11-20,1456.4835205078125,1461.75,1484.0,1405.0,1469.3499755859375,29877,2023-11-20
2023-11-27,1449.95703125,1455.199951171875,1484.0,1410.0999755859375,1461.75,18515,2023-11-27
2023-12-04,1397.0982666015625,1402.1500244140625,1474.0,1359.0,1406.1500244140625,55680,2023-12-04
2023-12-11,1379.860595703125,1384.8499755859375,1439.0,1350.0999755859375,1439.0,49046,2023-12-11
2023-12-18,1368.800537109375,1373.75,1437.0,1361.0,1398.949951171875,51431,2023-12-18
2023-12-25,1343.990234375,1348.8499755859375,1401.0,1341.1500244140625,1373.75,32714,2023-12-25
2024-01-01,1539.732666015625,1545.300048828125,1605.0,1348.8499755859375,1348.8499755859375,166973,2024-01-01
2024-01-08,1482.0909423828125,1487.449951171875,1565.0,1450.050048828125,1557.5999755859375,58971,2024-01-08
2024-01-15,1455.088623046875,1460.3499755859375,1529.9000244140625,1368.0,1500.0,77397,2024-01-15
2024-01-22,1547.20556640625,1552.800048828125,1560.9000244140625,1390.0,1460.3499755859375,102291,2024-01-22
2024-01-29,1656.8092041015625,1662.800048828125,1679.4000244140625,1503.800048828125,1552.800048828125,131018,2024-01-29
2024-02-05,1591.6448974609375,1597.4000244140625,1909.9000244140625,1575.9000244140625,1662.800048828125,405314,2024-02-05
2024-02-12,1645.7491455078125,1651.699951171875,1679.0,1435.050048828125,1600.0,207992,2024-02-12
2024-02-19,1910.242919921875,1917.1500244140625,1945.0,1605.5,1674.949951171875,356637,2024-02-19
2024-02-26,1840.2032470703125,1843.5,2011.050048828125,1781.050048828125,1924.550048828125,207308,2024-02-26
2024-03-04,1778.26416015625,1781.449951171875,1985.0,1770.050048828125,1876.0999755859375,243462,2024-03-04
2024-03-11,1650.3433837890625,1653.300048828125,1819.8499755859375,1412.050048828125,1790.199951171875,305023,2024-03-11
2024-03-18,1626.9852294921875,1629.9000244140625,1729.6500244140625,1570.0,1671.449951171875,117221,2024-03-18
2024-03-25,1680.7388916015625,1683.75,1724.9000244140625,1605.449951171875,1629.9000244140625,54930,2024-03-25
2024-04-01,1744.3748779296875,1747.5,1810.5,1681.0,1697.8499755859375,123095,2024-04-01
2024-04-08,1717.2236328125,1720.300048828125,1799.0,1668.0,1770.0,88945,2024-04-08
2024-04-15,1824.8807373046875,1828.1500244140625,1869.9000244140625,1606.5,1685.8499755859375,188967,2024-04-15
2024-04-22,2052.07373046875,2055.75,2085.0,1828.1500244140625,1855.550048828125,371775,2024-04-22
2024-04-29,2065.94873046875,2069.64990234375,2099.0,1945.0,2076.39990234375,130359,2024-04-29
2024-05-06,1903.989013671875,1907.4000244140625,2089.64990234375,1833.25,2078.800048828125,157220,2024-05-06
2024-05-13,1893.30810546875,1896.699951171875,1947.800048828125,1788.0,1907.0,159275,2024-05-13
2024-05-20,1681.7371826171875,1684.75,1964.0999755859375,1612.550048828125,1896.699951171875,586645,2024-05-20
2024-05-27,1746.07177734375,1749.199951171875,1760.8499755859375,1553.050048828125,1700.0,363115,2024-05-27
2024-06-03,1612.3614501953125,1615.25,1814.949951171875,1451.3499755859375,1799.5,202319,2024-06-03
2024-06-10,1712.681640625,1715.75,1749.0,1615.1500244140625,1615.1500244140625,173414,2024-06-10
2024-06-17,1674.1507568359375,1677.1500244140625,1760.699951171875,1660.0,1715.75,74747,2024-06-17
2024-06-24,1642.2578125,1645.199951171875,1691.199951171875,1620.0,1679.5,58790,2024-06-24
2024-07-01,1663.22021484375,1666.199951171875,1699.0,1611.0,1637.0,108008,2024-07-01
2024-07-08,1644.30419921875,1647.25,1719.0,1623.75,1682.699951171875,110208,2024-07-08
2024-07-15,1629.0814208984375,1632.0,1665.0,1595.0,1655.4000244140625,54315,2024-07-15
2024-07-22,1637.666015625,1640.5999755859375,1659.949951171875,1550.0,1590.0,83309,2024-07-22
2024-07-29,1688.9241943359375,1691.949951171875,1754.0,1641.050048828125,1662.949951171875,103863,2024-07-29
2024-08-05,1600.1500244140625,1600.1500244140625,1687.550048828125,1551.0,1658.0999755859375,58359,2024-08-05
2024-08-12,1560.8499755859375,1560.8499755859375,1615.5999755859375,1487.050048828125,1569.0,132908,2024-08-12
2024-08-19,1561.449951171875,1561.449951171875,1580.0,1506.699951171875,1566.1500244140625,53687,2024-08-19
2024-08-26,1704.9000244140625,1704.9000244140625,1735.0,1519.0,1570.0,107291,2024-08-26
2024-09-02,1812.3499755859375,1812.3499755859375,1930.0,1690.0999755859375,1713.550048828125,282712,2024-09-02
2024-09-09,1752.199951171875,1752.199951171875,1820.0,1705.25,1818.0,80257,2024-09-09
2024-09-16,1749.300048828125,1749.300048828125,1858.050048828125,1704.050048828125,1762.449951171875,91268,2024-09-16
2024-09-23,1852.9000244140625,1852.9000244140625,1949.0,1720.5999755859375,1759.300048828125,185072,2024-09-23
2024-09-30,1858.699951171875,1858.699951171875,1929.0,1763.949951171875,1859.050048828125,60473,2024-09-30
2024-10-07,1774.4000244140625,1774.4000244140625,1879.0,1720.199951171875,1855.0,54208,2024-10-07
2024-10-14,1863.75,1863.75,1925.0,1732.25,1785.0999755859375,69362,2024-10-14
2024-10-21,1669.4000244140625,1669.4000244140625,1881.0,1651.5,1870.199951171875,53248,2024-10-21
2024-10-28,1829.199951171875,1829.199951171875,1859.9000244140625,1606.300048828125,1669.4000244140625,52216,2024-10-28
2024-11-04,1789.050048828125,1789.050048828125,1849.0,1761.3499755859375,1801.75,52205,2024-11-04
2024-11-11,1636.0999755859375,1636.0999755859375,1792.449951171875,1607.699951171875,1787.699951171875,46280,2024-11-11
2024-11-18,1620.5999755859375,1620.5999755859375,1693.3499755859375,1560.0,1640.800048828125,60750,2024-11-18
2024-11-25,1569.699951171875,1569.699951171875,1668.0,1424.199951171875,1642.949951171875,318511,2024-11-25
2024-12-02,1667.5999755859375,1667.5999755859375,1739.449951171875,1565.0,1565.0,106262,2024-12-02
2024-12-09,2271.85009765625,2271.85009765625,2384.0,1645.8499755859375,1690.800048828125,764816,2024-12-09
2024-12-16,2131.35009765625,2131.35009765625,2390.050048828125,2064.050048828125,2160.10009765625,416439,2024-12-16
2024-12-23,2136.300048828125,2136.300048828125,2281.5,2080.0,2168.64990234375,103362,2024-12-23
2024-12-30,2119.75,2119.75,2219.949951171875,2011.199951171875,2147.449951171875,99835,2024-12-30
2025-01-06,1893.25,1893.25,2239.449951171875,1870.4000244140625,2130.89990234375,142272,2025-01-06
2025-01-13,1841.300048828125,1841.300048828125,1904.949951171875,1755.0,1850.0,48425,2025-01-13
2025-01-20,1768.5,1768.5,1980.0,1751.0,1882.949951171875,56002,2025-01-20
2025-01-27,1796.9000244140625,1796.9000244140625,1890.0,1632.0,1730.0,68876,2025-01-27
2025-02-03,1820.8499755859375,1820.8499755859375,1861.3499755859375,1685.5999755859375,1749.5999755859375,70901,2025-02-03
2025-02-10,1554.949951171875,1554.949951171875,1849.0,1464.699951171875,1801.0,120705,2025-02-10
2025-02-17,1292.3499755859375,1292.3499755859375,1448.5,1238.550048828125,1381.0,162218,2025-02-17
2025-02-24,1203.5999755859375,1203.5999755859375,1314.949951171875,1188.6500244140625,1288.800048828125,44384,2025-02-24
2025-03-03,1170.699951171875,1170.699951171875,1271.4000244140625,1140.300048828125,1189.0,93192,2025-03-03
2025-03-10,1282.550048828125,1282.550048828125,1358.0,1145.0,1175.0,532564,2025-03-10
2025-03-17,1482.9000244140625,1482.9000244140625,1524.9000244140625,1275.0,1284.0,298056,2025-03-17
2025-03-24,1594.75,1594.75,1725.0,1486.949951171875,1486.949951171875,177442,2025-03-24
2025-03-31,1569.1500244140625,1569.1500244140625,1690.0,1552.5,1594.75,77841,2025-03-31
2025-04-07,1625.1500244140625,1625.1500244140625,1707.949951171875,1368.5999755859375,1433.949951171875,107824,2025-04-07
2025-04-14,1761.800048828125,1761.800048828125,1778.800048828125,1649.9000244140625,1695.0,99587,2025-04-14
2025-04-21,1621.199951171875,1621.199951171875,1797.0,1586.9000244140625,1762.0,110630,2025-04-21
2025-04-28,1681.300048828125,1681.300048828125,1725.0,1605.0999755859375,1605.0999755859375,70729,2025-04-28
2025-05-05,1629.300048828125,1629.300048828125,1723.9000244140625,1551.0,1673.0,84595,2025-05-05
2025-05-12,2004.4000244140625,2004.4000244140625,2075.0,1680.0,1680.0,498220,2025-05-12
2025-05-19,2320.0,2320.0,2465.0,1962.0999755859375,2025.0,647599,2025-05-19
2025-05-26,2495.5,2495.5,2690.0,2230.0,2300.0,593762,2025-05-26
2025-06-02,2355.800048828125,2355.800048828125,2610.0,2330.0,2562.199951171875,184043,2025-06-02
2025-06-09,2241.199951171875,2241.199951171875,2386.39990234375,2121.60009765625,2360.0,145534,2025-06-09
2025-06-16,2270.10009765625,2270.10009765625,2460.0,2202.0,2220.0,199827,2025-06-16
2025-06-23,2500.39990234375,2500.39990234375,2580.0,2153.0,2277.89990234375,252911,2025-06-23
2025-06-30,2360.699951171875,2360.699951171875,2519.0,2274.0,2518.0,111468,2025-06-30
2025-07-07,2313.800048828125,2313.800048828125,2410.800048828125,2224.0,2399.0,61253,2025-07-07
2025-07-14,2365.89990234375,2365.89990234375,2419.0,2294.0,2324.0,24826,2025-07-14
