Date,Adj Close_RAYMOND.NS,Close_RAYMOND.NS,High_RAYMOND.NS,Low_RAYMOND.NS,Open_RAYMOND.NS,Volume_RAYMOND.NS,Date
2022-05-30,1134.05322265625,1144.3499755859375,1278.75,915.25,933.8499755859375,20084610,2022-05-30
2022-06-06,960.0332641601562,968.75,1128.0,965.0,1086.8499755859375,5877361,2022-06-06
2022-06-13,889.2757568359375,897.3499755859375,951.9000244140625,874.3499755859375,944.9500122070312,1892168,2022-06-13
2022-06-20,845.4238891601562,853.0999755859375,895.1500244140625,796.5499877929688,880.5,1810814,2022-06-20
2022-06-27,871.9827880859375,879.9000244140625,927.1500244140625,855.0,868.0,1264224,2022-06-27
2022-07-04,964.3602905273438,969.9000244140625,978.0,852.9500122070312,882.0,1760689,2022-07-04
2022-07-11,956.1574096679688,961.6500244140625,995.0,922.0,965.0,829423,2022-07-11
2022-07-18,958.4442749023438,963.9500122070312,1027.949951171875,942.2999877929688,963.0,1533186,2022-07-18
2022-07-25,952.3790283203125,957.8499755859375,976.0,917.2000122070312,955.0,669600,2022-07-25
2022-08-01,964.6585083007812,970.2000122070312,998.9000244140625,945.0499877929688,960.0,792375,2022-08-01
2022-08-08,931.0515747070312,936.4000244140625,983.0,921.0,974.0,726247,2022-08-08
2022-08-15,968.3374633789062,973.9000244140625,1019.0,935.0499877929688,936.4000244140625,991515,2022-08-15
2022-08-22,959.6870727539062,965.2000122070312,981.2999877929688,935.0,973.0,492914,2022-08-22
2022-08-29,970.7236938476562,976.2999877929688,999.7000122070312,941.0999755859375,942.0,505196,2022-08-29
2022-09-05,1029.5357666015625,1035.449951171875,1070.0,965.0999755859375,976.2999877929688,1280179,2022-09-05
2022-09-12,1141.1943359375,1147.75,1148.1500244140625,1001.0,1055.0,2084463,2022-09-12
2022-09-19,1062.99365234375,1069.0999755859375,1184.25,1068.699951171875,1166.25,1363304,2022-09-19
2022-09-26,1020.636962890625,1026.5,1050.300048828125,984.2000122070312,1050.0,1102876,2022-09-26
2022-10-03,1156.208251953125,1162.8499755859375,1175.949951171875,1018.4500122070312,1024.0,1504853,2022-10-03
2022-10-10,1148.99951171875,1155.5999755859375,1287.699951171875,1091.0,1152.9000244140625,4990381,2022-10-10
2022-10-17,1127.920654296875,1134.4000244140625,1196.9000244140625,1123.6500244140625,1155.5999755859375,2017436,2022-10-17
2022-10-24,1153.623046875,1160.25,1169.0,1072.0,1141.699951171875,903810,2022-10-24
2022-10-31,1289.0948486328125,1296.5,1329.9000244140625,1154.0,1169.4000244140625,4112273,2022-10-31
2022-11-07,1200.0562744140625,1206.949951171875,1302.949951171875,1192.5999755859375,1302.949951171875,1046619,2022-11-07
2022-11-14,1345.3218994140625,1353.050048828125,1363.0,1200.0999755859375,1207.0,3782823,2022-11-14
2022-11-21,1315.24462890625,1322.800048828125,1353.050048828125,1255.0,1341.0,1491838,2022-11-21
2022-11-28,1599.71044921875,1608.9000244140625,1630.0,1315.4000244140625,1317.9000244140625,10590848,2022-11-28
2022-12-05,1463.2940673828125,1471.699951171875,1609.0,1460.0,1578.0,4846582,2022-12-05
2022-12-12,1576.7921142578125,1585.8499755859375,1644.0,1398.050048828125,1470.0,7724353,2022-12-12
2022-12-19,1347.9566650390625,1355.699951171875,1624.5,1340.0,1584.0,3767061,2022-12-19
2022-12-26,1462.2998046875,1470.699951171875,1503.9000244140625,1305.300048828125,1350.0,3578025,2022-12-26
2023-01-02,1437.29345703125,1445.550048828125,1524.0999755859375,1440.0,1475.0,1928483,2023-01-02
2023-01-09,1468.9117431640625,1477.3499755859375,1496.199951171875,1415.550048828125,1469.9000244140625,1262796,2023-01-09
2023-01-16,1498.83984375,1507.449951171875,1553.0,1450.0,1476.0,1736212,2023-01-16
2023-01-23,1453.550048828125,1461.9000244140625,1560.8499755859375,1427.0,1515.0,1197371,2023-01-23
2023-01-30,1379.127685546875,1387.050048828125,1555.550048828125,1313.6500244140625,1465.0,2071177,2023-01-30
2023-02-06,1305.3017578125,1312.800048828125,1432.199951171875,1302.0,1387.0,1317918,2023-02-06
2023-02-13,1345.1727294921875,1352.9000244140625,1359.9000244140625,1268.0,1313.0999755859375,1154820,2023-02-13
2023-02-20,1288.4981689453125,1295.9000244140625,1364.6500244140625,1220.4000244140625,1357.050048828125,1693402,2023-02-20
2023-02-27,1299.7337646484375,1307.199951171875,1332.0,1233.0,1292.9000244140625,1073192,2023-02-27
2023-03-06,1278.1575927734375,1285.5,1328.5,1265.449951171875,1306.0,514228,2023-03-06
2023-03-13,1267.3697509765625,1274.6500244140625,1307.300048828125,1226.449951171875,1289.6500244140625,782636,2023-03-13
2023-03-20,1223.7701416015625,1230.800048828125,1289.5999755859375,1222.0,1281.949951171875,528339,2023-03-20
2023-03-27,1215.070068359375,1222.050048828125,1245.9000244140625,1101.0,1234.949951171875,2290329,2023-03-27
2023-04-03,1236.248291015625,1243.3499755859375,1256.0,1181.0,1222.0,731247,2023-04-03
2023-04-10,1300.7777099609375,1308.25,1340.0,1241.550048828125,1241.550048828125,1380026,2023-04-10
2023-04-17,1484.67138671875,1493.199951171875,1509.6500244140625,1304.199951171875,1309.050048828125,3194904,2023-04-17
2023-04-24,1583.1556396484375,1592.25,1756.0,1501.0,1501.0,9356331,2023-04-24
2023-05-01,1590.712158203125,1599.8499755859375,1624.0,1555.550048828125,1592.25,928367,2023-05-01
2023-05-08,1605.278564453125,1614.5,1629.5,1528.050048828125,1607.0999755859375,1223530,2023-05-08
2023-05-15,1537.1199951171875,1545.949951171875,1619.0,1514.5999755859375,1616.949951171875,447528,2023-05-15
2023-05-22,1557.055419921875,1566.0,1613.0999755859375,1492.050048828125,1492.050048828125,448373,2023-05-22
2023-05-29,1566.6005859375,1575.5999755859375,1599.9000244140625,1550.0999755859375,1599.0,421679,2023-05-29
2023-06-05,1630.235107421875,1639.5999755859375,1650.0,1570.0,1576.0,1205999,2023-06-05
2023-06-12,1715.94287109375,1725.800048828125,1747.0,1642.4000244140625,1655.0,1602767,2023-06-12
2023-06-19,1660.113525390625,1669.6500244140625,1786.5999755859375,1651.199951171875,1729.9000244140625,1012670,2023-06-19
2023-06-26,1687.3995361328125,1694.050048828125,1720.0,1661.0999755859375,1669.9000244140625,501949,2023-06-26
2023-07-03,1740.7890625,1747.6500244140625,1789.949951171875,1687.050048828125,1695.0,1075981,2023-07-03
2023-07-10,1823.263916015625,1830.449951171875,1853.949951171875,1751.0,1751.0,1422369,2023-07-10
2023-07-17,1793.6307373046875,1800.699951171875,1876.5999755859375,1795.0,1830.0,681797,2023-07-17
2023-07-24,1892.9891357421875,1900.449951171875,1952.0,1722.800048828125,1800.0,1795870,2023-07-24
2023-07-31,1899.9119873046875,1907.4000244140625,1944.0,1825.0999755859375,1900.449951171875,709831,2023-07-31
2023-08-07,1966.10107421875,1973.8499755859375,2022.0,1895.050048828125,1908.0,1554054,2023-08-07
2023-08-14,1939.9541015625,1947.5999755859375,1994.0,1883.050048828125,1993.5999755859375,666861,2023-08-14
2023-08-21,1944.2869873046875,1951.949951171875,2021.5999755859375,1933.0,1950.050048828125,415554,2023-08-21
2023-08-28,2017.34912109375,2025.300048828125,2069.0,1921.199951171875,1952.050048828125,962072,2023-08-28
2023-09-04,2067.65087890625,2075.800048828125,2240.0,1971.050048828125,2032.949951171875,4048449,2023-09-04
2023-09-11,1999.3699951171875,2007.25,2129.89990234375,1883.25,2112.949951171875,1074525,2023-09-11
2023-09-18,1830.834228515625,1838.050048828125,2005.0,1831.0,2005.0,1253413,2023-09-18
2023-09-25,1801.151123046875,1808.25,1849.0,1770.5999755859375,1840.0,971126,2023-09-25
2023-10-02,1773.6097412109375,1780.5999755859375,1820.0,1775.3499755859375,1808.25,766757,2023-10-02
2023-10-09,1787.4052734375,1794.449951171875,1844.0,1725.0,1774.0,1599614,2023-10-09
2023-10-16,1766.43798828125,1773.4000244140625,1832.800048828125,1753.800048828125,1795.4000244140625,919297,2023-10-16
2023-10-23,1734.5635986328125,1741.4000244140625,1780.0,1602.0,1774.6500244140625,686866,2023-10-23
2023-10-30,1865.09912109375,1872.449951171875,1903.949951171875,1705.0,1759.550048828125,1629131,2023-10-30
2023-11-06,1881.883056640625,1889.300048828125,1922.800048828125,1838.050048828125,1900.6500244140625,992902,2023-11-06
2023-11-13,1775.452392578125,1782.449951171875,1905.449951171875,1780.0,1905.0,753627,2023-11-13
2023-11-20,1641.978515625,1648.449951171875,1808.0999755859375,1641.0,1799.949951171875,1536684,2023-11-20
2023-11-27,1556.614990234375,1562.75,1655.0,1487.5999755859375,1648.449951171875,5726327,2023-11-27
2023-12-04,1704.083740234375,1710.800048828125,1735.75,1576.0,1600.0,4295034,2023-12-04
2023-12-11,1762.3043212890625,1769.25,1794.0,1723.0,1725.0,1980236,2023-12-11
2023-12-18,1716.13623046875,1722.9000244140625,1774.0,1657.6500244140625,1774.0,1100000,2023-12-18
2023-12-25,1716.38525390625,1723.1500244140625,1754.800048828125,1690.0,1722.9000244140625,571842,2023-12-25
2024-01-01,1732.720947265625,1739.550048828125,1774.3499755859375,1705.0,1729.0,1058663,2024-01-01
2024-01-08,1734.3643798828125,1741.199951171875,1780.0,1711.050048828125,1750.0,1063748,2024-01-08
2024-01-15,1788.0030517578125,1795.050048828125,1868.0,1730.0,1744.0,2353713,2024-01-15
2024-01-22,1745.4208984375,1752.300048828125,1834.3499755859375,1735.0,1795.050048828125,642081,2024-01-22
2024-01-29,1772.6634521484375,1779.6500244140625,1825.0,1705.0,1751.5,1641777,2024-01-29
2024-02-05,1709.1636962890625,1715.9000244140625,1799.0,1679.75,1799.0,643222,2024-02-05
2024-02-12,1763.5992431640625,1770.550048828125,1789.0,1669.9000244140625,1717.0,619353,2024-02-12
2024-02-19,1848.0164794921875,1855.300048828125,1943.9000244140625,1741.800048828125,1770.550048828125,4527946,2024-02-19
2024-02-26,1847.7674560546875,1855.050048828125,1904.0,1762.1500244140625,1865.0,1278636,2024-02-26
2024-03-04,1754.186279296875,1761.0999755859375,1856.0,1751.75,1837.800048828125,459084,2024-03-04
2024-03-11,1736.0577392578125,1742.9000244140625,1780.0,1590.0,1761.0999755859375,1044996,2024-03-11
2024-03-18,1777.2952880859375,1784.300048828125,1798.0,1694.75,1740.0,689941,2024-03-18
2024-03-25,1801.2010498046875,1808.300048828125,1851.5,1745.0,1784.300048828125,525599,2024-03-25
2024-04-01,1906.0875244140625,1913.5999755859375,1964.949951171875,1810.050048828125,1824.699951171875,1265974,2024-04-01
2024-04-08,1898.0194091796875,1905.5,1965.0,1895.0,1914.050048828125,629635,2024-04-08
2024-04-15,2004.0513916015625,2011.949951171875,2030.0,1835.300048828125,1858.0,1585505,2024-04-15
2024-04-22,2099.475341796875,2107.75,2135.0,2015.3499755859375,2039.9000244140625,1418169,2024-04-22
2024-04-29,2218.85498046875,2227.60009765625,2333.0,1974.0,2118.85009765625,4817260,2024-04-29
2024-05-06,2141.509765625,2149.949951171875,2227.0,2053.0,2220.0,1612109,2024-05-06
2024-05-13,2226.923095703125,2235.699951171875,2274.0,2082.0,2150.0,1040483,2024-05-13
2024-05-20,2217.70947265625,2226.449951171875,2278.0,2205.0,2253.85009765625,528128,2024-05-20
2024-05-27,2201.523193359375,2210.199951171875,2241.85009765625,2140.550048828125,2226.449951171875,733043,2024-05-27
2024-06-03,2461.94677734375,2471.64990234375,2498.64990234375,1889.8499755859375,2280.0,1826103,2024-06-03
2024-06-10,2477.734619140625,2487.5,2685.0,2472.300048828125,2520.0,1968782,2024-06-10
2024-06-17,2527.89990234375,2527.89990234375,2695.0,2400.050048828125,2487.5,2086415,2024-06-17
2024-06-24,2922.800048828125,2922.800048828125,3030.0,2501.10009765625,2533.199951171875,6546978,2024-06-24
2024-07-01,3229.5,3229.5,3484.0,2908.14990234375,2925.0,8160486,2024-07-01
2024-07-08,2101.35009765625,2101.35009765625,3496.0,1810.699951171875,3290.25,5050350,2024-07-08
2024-07-15,2090.800048828125,2090.800048828125,2380.0,2030.050048828125,2169.89990234375,1024810,2024-07-15
2024-07-22,2052.550048828125,2052.550048828125,2200.0,1887.0,2005.0,1278081,2024-07-22
2024-07-29,1979.9000244140625,1979.9000244140625,2095.0,1945.5999755859375,2093.0,1172717,2024-07-29
2024-08-05,1919.5,1919.5,1988.75,1871.449951171875,1900.0,2092621,2024-08-05
2024-08-12,1849.8499755859375,1849.8499755859375,1923.0,1819.449951171875,1913.449951171875,652932,2024-08-12
2024-08-19,2062.39990234375,2062.39990234375,2150.0,1838.1500244140625,1849.8499755859375,4224230,2024-08-19
2024-08-26,1985.5,1985.5,2079.699951171875,1947.0,2079.699951171875,1280787,2024-08-26
2024-09-02,1998.800048828125,1998.800048828125,2182.0,1985.5,2024.0,6516623,2024-09-02
2024-09-09,1845.5,1845.5,1998.5,1842.0,1998.5,2180192,2024-09-09
2024-09-16,1849.3499755859375,1849.3499755859375,1870.949951171875,1805.0,1870.949951171875,888109,2024-09-16
2024-09-23,1793.300048828125,1793.300048828125,1875.0,1788.0,1853.0,809567,2024-09-23
2024-09-30,1654.1500244140625,1654.1500244140625,1800.0,1644.25,1790.0,1068324,2024-09-30
2024-10-07,1603.449951171875,1603.449951171875,1683.0,1567.6500244140625,1660.0,1395982,2024-10-07
2024-10-14,1701.8499755859375,1701.8499755859375,1829.0,1605.050048828125,1605.050048828125,3359084,2024-10-14
2024-10-21,1560.6500244140625,1560.6500244140625,1720.0,1536.25,1718.699951171875,1053206,2024-10-21
2024-10-28,1655.949951171875,1655.949951171875,1659.9000244140625,1535.0,1562.949951171875,626235,2024-10-28
2024-11-04,1594.550048828125,1594.550048828125,1763.0,1325.0,1325.0,2200893,2024-11-04
2024-11-11,1504.699951171875,1504.699951171875,1600.75,1488.050048828125,1599.0,475240,2024-11-11
2024-11-18,1652.300048828125,1652.300048828125,1712.25,1412.050048828125,1507.0,3131193,2024-11-18
2024-11-25,1641.75,1641.75,1771.8499755859375,1608.0,1700.0,2687607,2024-11-25
2024-12-02,1624.4000244140625,1624.4000244140625,1674.9000244140625,1601.0999755859375,1653.800048828125,1086668,2024-12-02
2024-12-09,1810.550048828125,1810.550048828125,1908.0,1605.0999755859375,1630.0,21555763,2024-12-09
2024-12-16,1727.300048828125,1727.300048828125,1837.8499755859375,1651.199951171875,1819.5999755859375,2601327,2024-12-16
2024-12-23,1731.050048828125,1731.050048828125,1822.050048828125,1698.0,1761.800048828125,1365444,2024-12-23
2024-12-30,1786.199951171875,1786.199951171875,1838.5,1666.949951171875,1733.75,2983902,2024-12-30
2025-01-06,1601.050048828125,1601.050048828125,1780.050048828125,1591.0,1776.199951171875,1466051,2025-01-06
2025-01-13,1598.1500244140625,1598.1500244140625,1639.949951171875,1505.300048828125,1594.050048828125,4151478,2025-01-13
2025-01-20,1539.6500244140625,1539.6500244140625,1630.6500244140625,1444.800048828125,1613.699951171875,4433065,2025-01-20
2025-01-27,1519.6500244140625,1519.6500244140625,1566.449951171875,1421.1500244140625,1523.3499755859375,1838622,2025-01-27
2025-02-03,1526.4000244140625,1526.4000244140625,1548.0,1480.050048828125,1519.949951171875,861545,2025-02-03
2025-02-10,1383.199951171875,1383.199951171875,1535.949951171875,1362.4000244140625,1527.699951171875,796089,2025-02-10
2025-02-17,1381.0999755859375,1381.0999755859375,1439.9000244140625,1321.449951171875,1369.8499755859375,885783,2025-02-17
2025-02-24,1293.3499755859375,1293.3499755859375,1417.4000244140625,1285.050048828125,1360.5999755859375,614746,2025-02-24
2025-03-03,1330.050048828125,1330.050048828125,1375.0,1239.0,1305.0,1283481,2025-03-03
2025-03-10,1224.0999755859375,1224.0999755859375,1342.0,1221.0,1329.050048828125,1205378,2025-03-10
2025-03-17,1481.9000244140625,1481.9000244140625,1564.199951171875,1216.0999755859375,1224.0999755859375,5163929,2025-03-17
2025-03-24,1402.949951171875,1402.949951171875,1521.5999755859375,1390.0,1482.0,1747032,2025-03-24
2025-03-31,1484.550048828125,1484.550048828125,1542.0,1357.199951171875,1402.949951171875,3080270,2025-03-31
2025-04-07,1493.1500244140625,1493.1500244140625,1528.25,1297.050048828125,1300.0,1599352,2025-04-07
2025-04-14,1524.0,1524.0,1547.800048828125,1493.1500244140625,1493.1500244140625,1165748,2025-04-14
2025-04-21,1500.5999755859375,1500.5999755859375,1658.0,1487.0,1529.699951171875,4081225,2025-04-21
2025-04-28,1533.699951171875,1533.699951171875,1583.9000244140625,1470.0,1492.0,1805429,2025-04-28
2025-05-05,1456.199951171875,1456.199951171875,1603.800048828125,1451.0999755859375,1598.0,1801215,2025-05-05
2025-05-12,607.5999755859375,607.5999755859375,1595.5,523.0999755859375,1520.0,2189746,2025-05-12
2025-05-19,634.7000122070312,634.7000122070312,703.0999755859375,631.0999755859375,637.9000244140625,2252701,2025-05-19
2025-05-26,629.9000244140625,629.9000244140625,648.0,608.5,634.7999877929688,1367097,2025-05-26
2025-06-02,617.1500244140625,617.1500244140625,633.9000244140625,606.0499877929688,633.5,1126073,2025-06-02
2025-06-09,591.4500122070312,591.4500122070312,626.9500122070312,587.2999877929688,622.9500122070312,1182942,2025-06-09
2025-06-16,587.5,587.5,617.5999755859375,575.0,587.7999877929688,1434066,2025-06-16
2025-06-23,624.3499755859375,624.3499755859375,635.0,578.0,587.5,2624638,2025-06-23
2025-06-30,712.9000244140625,712.9000244140625,783.9000244140625,627.4500122070312,629.75,58704098,2025-06-30
