Date,Adj Close_KRISHANA.NS,Close_KRISHANA.NS,High_KRISHANA.NS,Low_KRISHANA.NS,Open_KRISHANA.NS,Volume_KRISHANA.NS,Date
2020-07-13,22.639387130737305,23.0,23.0,21.75,22.049999237060547,2774,2020-07-13
2020-07-20,23.377628326416016,23.75,25.0,22.5,23.0,7984,2020-07-20
2020-07-27,23.623706817626953,24.0,24.924999237060547,23.75,24.924999237060547,3062,2020-07-27
2020-08-03,24.558813095092773,24.950000762939453,25.049999237060547,22.600000381469727,24.0,13182,2020-08-03
2020-08-10,25.198623657226562,25.600000381469727,26.299999237060547,24.75,24.950000762939453,28604,2020-08-10
2020-08-17,28.29923439025879,28.75,31.075000762939453,25.600000381469727,25.600000381469727,68032,2020-08-17
2020-08-24,28.05315399169922,28.5,28.75,27.125,28.75,28468,2020-08-24
2020-08-31,29.52963638305664,30.0,30.0,29.0,29.0,7600,2020-08-31
2020-09-07,28.545316696166992,29.0,30.5,27.549999237060547,30.0,17494,2020-09-07
2020-09-14,30.150005340576172,30.375,30.674999237060547,27.774999618530273,29.024999618530273,13060,2020-09-14
2020-09-21,28.661117553710938,28.875,30.375,28.875,30.375,742,2020-09-21
2020-09-28,28.288894653320312,28.5,30.5,27.350000381469727,28.700000762939453,3278,2020-09-28
2020-10-05,30.745561599731445,30.975000381469727,31.0,27.100000381469727,27.100000381469727,45456,2020-10-05
2020-10-12,32.18482208251953,32.42499923706055,33.150001525878906,28.600000381469727,31.524999618530273,34044,2020-10-12
2020-10-19,32.2592658996582,32.5,33.25,31.450000762939453,32.0,17970,2020-10-19
2020-10-26,32.43296432495117,32.67499923706055,33.95000076293945,32.0,32.0,31760,2020-10-26
2020-11-02,35.01371383666992,35.275001525878906,35.400001525878906,32.625,32.625,26350,2020-11-02
2020-11-09,37.395931243896484,37.67499923706055,38.974998474121094,35.0,35.275001525878906,69856,2020-11-09
2020-11-16,38.0659294128418,38.349998474121094,39.04999923706055,36.17499923706055,37.025001525878906,86084,2020-11-16
2020-11-23,35.73333740234375,36.0,41.5,35.025001525878906,38.349998474121094,50202,2020-11-23
2020-11-30,37.644081115722656,37.92499923706055,38.17499923706055,33.5,36.0,15530,2020-11-30
2020-12-07,37.22222900390625,37.5,40.349998474121094,36.0,39.70000076293945,14342,2020-12-07
2020-12-14,37.619266510009766,37.900001525878906,39.5,35.0,36.724998474121094,6268,2020-12-14
2020-12-21,36.974082946777344,37.25,39.0,35.625,37.900001525878906,11068,2020-12-21
2020-12-28,38.214820861816406,38.5,39.0,35.45000076293945,37.29999923706055,10010,2020-12-28
2021-01-04,35.18741226196289,35.45000076293945,38.5,35.0,38.5,17086,2021-01-04
2021-01-11,34.988895416259766,35.25,37.099998474121094,35.0,35.45000076293945,26230,2021-01-11
2021-01-18,33.599266052246094,33.849998474121094,36.900001525878906,33.025001525878906,35.25,3640,2021-01-18
2021-01-25,34.59185791015625,34.849998474121094,36.224998474121094,32.5,35.525001525878906,12372,2021-01-25
2021-02-01,34.74074935913086,35.0,36.5,32.5,34.849998474121094,7238,2021-02-01
2021-02-08,34.74074935913086,35.0,36.5,32.650001525878906,35.67499923706055,16136,2021-02-08
2021-02-15,35.23704528808594,35.5,36.474998474121094,33.974998474121094,34.025001525878906,5448,2021-02-15
2021-02-22,34.12037658691406,34.375,37.0,30.75,35.5,30760,2021-02-22
2021-03-01,34.74074935913086,35.0,37.5,33.54999923706055,35.5,24988,2021-03-01
2021-03-08,39.45556640625,39.75,41.474998474121094,34.275001525878906,35.29999923706055,31086,2021-03-08
2021-03-15,40.02630615234375,40.32500076293945,41.0,35.0,39.025001525878906,19588,2021-03-15
2021-03-22,46.006675720214844,46.349998474121094,48.5,40.5,42.5,173098,2021-03-22
2021-03-29,45.78334426879883,46.125,50.0,44.75,46.349998474121094,59470,2021-03-29
2021-04-05,44.319271087646484,44.650001525878906,47.5,43.75,45.07500076293945,39674,2021-04-05
2021-04-12,44.91482162475586,45.25,46.17499923706055,42.75,44.625,49504,2021-04-12
2021-04-19,43.624454498291016,43.95000076293945,47.5,39.974998474121094,45.25,25894,2021-04-19
2021-04-26,44.29445266723633,44.625,47.5,42.17499923706055,45.224998474121094,56558,2021-04-26
2021-05-03,41.564823150634766,41.875,50.974998474121094,40.0,47.5,213364,2021-05-03
2021-05-10,42.18519592285156,42.5,45.0,40.57500076293945,45.0,53420,2021-05-10
2021-05-17,41.018898010253906,41.32500076293945,43.5,40.04999923706055,43.0,62874,2021-05-17
2021-05-24,42.681488037109375,43.0,48.5,40.75,41.75,555306,2021-05-24
2021-05-31,43.20260238647461,43.525001525878906,44.5,42.349998474121094,44.275001525878906,192042,2021-05-31
2021-06-07,55.312232971191406,55.724998474121094,56.04999923706055,42.525001525878906,44.57500076293945,993766,2021-06-07
2021-06-14,55.53556442260742,55.95000076293945,65.4749984741211,50.625,55.95000076293945,1065462,2021-06-14
2021-06-21,53.62482833862305,54.025001525878906,57.45000076293945,53.5,57.45000076293945,75906,2021-06-21
2021-06-28,55.833343505859375,56.25,61.70000076293945,52.67499923706055,55.974998474121094,159328,2021-06-28
2021-07-05,54.09630584716797,54.5,58.474998474121094,54.25,58.474998474121094,56172,2021-07-05
2021-07-12,55.3370475769043,55.75,59.95000076293945,52.525001525878906,55.474998474121094,98946,2021-07-12
2021-07-19,63.00482940673828,63.474998474121094,64.0,52.5,57.25,273728,2021-07-19
2021-07-26,70.97038269042969,71.5,75.5,63.474998474121094,67.5,723634,2021-07-26
2021-08-02,70.35001373291016,70.875,74.7249984741211,67.625,74.7249984741211,156680,2021-08-02
2021-08-09,70.27557373046875,70.80000305175781,73.0250015258789,66.7249984741211,72.4749984741211,255986,2021-08-09
2021-08-16,70.7470474243164,71.2750015258789,72.5,68.05000305175781,68.05000305175781,279606,2021-08-16
2021-08-23,72.93074798583984,73.4749984741211,73.5,68.125,69.5250015258789,198782,2021-08-23
2021-08-30,84.171875,84.80000305175781,92.4749984741211,75.25,77.0,467066,2021-08-30
2021-09-06,87.19927215576172,87.8499984741211,89.9000015258789,80.57499694824219,80.57499694824219,195810,2021-09-06
2021-09-13,85.18927001953125,85.82499694824219,88.69999694824219,84.2750015258789,88.4749984741211,101786,2021-09-13
2021-09-20,90.78548431396484,91.19999694824219,91.19999694824219,84.0,85.80000305175781,155320,2021-09-20
2021-09-27,95.43924713134766,95.875,99.8499984741211,93.0,95.7249984741211,306128,2021-09-27
2021-10-04,92.2289047241211,92.6500015258789,98.4749984741211,91.44999694824219,97.0,104902,2021-10-04
2021-10-11,92.17912292480469,92.5999984741211,97.94999694824219,92.0,93.4000015258789,114962,2021-10-11
2021-10-18,86.10684967041016,86.5,94.1500015258789,85.07499694824219,92.5,70008,2021-10-18
2021-10-25,81.75173950195312,82.125,88.4749984741211,80.05000305175781,86.5,87386,2021-10-25
2021-11-01,83.319580078125,83.69999694824219,85.05000305175781,77.625,80.5250015258789,77620,2021-11-01
2021-11-08,81.70196533203125,82.07499694824219,84.9000015258789,78.07499694824219,83.9749984741211,46786,2021-11-08
2021-11-15,82.34901428222656,82.7249984741211,84.94999694824219,81.0250015258789,84.8499984741211,22118,2021-11-15
2021-11-22,80.70650482177734,81.07499694824219,84.4749984741211,79.4000015258789,80.05000305175781,38688,2021-11-22
2021-11-29,81.8263931274414,82.19999694824219,83.9000015258789,77.57499694824219,80.5250015258789,56364,2021-11-29
2021-12-06,83.66798400878906,84.05000305175781,86.4000015258789,81.0,82.44999694824219,65974,2021-12-06
