Date,Adj Close_RAMCOIND.NS,Close_RAMCOIND.NS,High_RAMCOIND.NS,Low_RAMCOIND.NS,Open_RAMCOIND.NS,Volume_RAMCOIND.NS,Date
2020-07-13,173.6908721923828,176.8000030517578,188.64999389648438,176.0,187.5,266113,2020-07-13
2020-07-20,176.0486602783203,179.1999969482422,196.0,172.5,175.8000030517578,1340487,2020-07-20
2020-07-27,167.25607299804688,170.25,180.0,169.60000610351562,180.0,484599,2020-07-27
2020-08-03,182.97470092773438,186.25,189.60000610351562,167.25,170.89999389648438,380137,2020-08-03
2020-08-10,176.49075317382812,179.64999389648438,193.25,177.25,192.0,442812,2020-08-10
2020-08-17,184.15359497070312,187.4499969482422,192.5,179.64999389648438,181.0,290085,2020-08-17
2020-08-24,188.08323669433594,191.4499969482422,204.3000030517578,185.0,188.0500030517578,469699,2020-08-24
2020-08-31,181.8449249267578,185.10000610351562,193.5,166.60000610351562,192.4499969482422,364007,2020-08-31
2020-09-07,173.6908721923828,176.8000030517578,192.0,174.25,188.39999389648438,173559,2020-09-07
2020-09-14,185.03775024414062,188.35000610351562,196.0,178.0,178.0,459186,2020-09-14
2020-09-21,176.1469268798828,179.3000030517578,192.8000030517578,171.0,189.3000030517578,197398,2020-09-21
2020-09-28,174.62417602539062,177.75,184.89999389648438,174.85000610351562,180.0,165011,2020-09-28
2020-10-05,179.8800811767578,183.10000610351562,191.8000030517578,177.1999969482422,178.64999389648438,445276,2020-10-05
2020-10-12,174.62417602539062,177.75,187.8000030517578,177.1999969482422,187.8000030517578,129539,2020-10-12
2020-10-19,185.03775024414062,188.35000610351562,193.0,180.0500030517578,185.0,572765,2020-10-19
2020-10-26,185.82369995117188,189.14999389648438,192.0,182.6999969482422,191.60000610351562,242153,2020-10-26
2020-11-02,192.0128936767578,195.4499969482422,199.0,185.0,189.9499969482422,961651,2020-11-02
2020-11-09,202.0335235595703,205.64999389648438,208.64999389648438,193.14999389648438,199.0,517595,2020-11-09
2020-11-16,208.86131286621094,212.60000610351562,217.85000610351562,201.75,201.75,297849,2020-11-16
2020-11-23,205.4228515625,209.10000610351562,214.5,207.25,213.0,221393,2020-11-23
2020-11-30,213.331298828125,217.14999389648438,227.0,205.6999969482422,209.10000610351562,370394,2020-11-30
2020-12-07,217.89952087402344,221.8000030517578,224.75,214.39999389648438,218.1999969482422,273584,2020-12-07
2020-12-14,222.27125549316406,226.25,230.0,220.85000610351562,221.9499969482422,298522,2020-12-14
2020-12-21,216.2294158935547,220.10000610351562,229.39999389648438,207.0,218.89999389648438,243060,2020-12-21
2020-12-28,224.08872985839844,228.10000610351562,234.0,221.10000610351562,221.10000610351562,643774,2020-12-28
2021-01-04,228.55870056152344,232.64999389648438,238.0,227.10000610351562,230.0,741854,2021-01-04
2021-01-11,228.50961303710938,232.60000610351562,239.0,226.9499969482422,233.8000030517578,365495,2021-01-11
2021-01-18,212.594482421875,216.39999389648438,234.9499969482422,207.9499969482422,233.6999969482422,413094,2021-01-18
2021-01-25,224.57994079589844,228.60000610351562,231.0,213.4499969482422,217.5,316422,2021-01-25
2021-02-01,232.93045043945312,237.10000610351562,253.0,222.0,231.0,769242,2021-02-01
2021-02-08,250.8595428466797,255.35000610351562,272.8999938964844,233.60000610351562,238.3000030517578,1262228,2021-02-08
2021-02-15,245.75096130371094,250.14999389648438,260.95001220703125,248.64999389648438,252.6999969482422,395447,2021-02-15
2021-02-22,247.66668701171875,252.10000610351562,264.45001220703125,248.25,251.4499969482422,220633,2021-02-22
2021-03-01,251.7928009033203,256.29998779296875,258.0,250.5,256.6000061035156,559906,2021-03-01
2021-03-08,260.6345520019531,265.29998779296875,274.29998779296875,256.0,256.54998779296875,1609142,2021-03-08
2021-03-15,251.89105224609375,256.3999938964844,269.54998779296875,227.10000610351562,267.8999938964844,800924,2021-03-15
2021-03-22,251.30160522460938,255.8000030517578,262.25,246.85000610351562,260.0,441085,2021-03-22
2021-03-29,254.4060516357422,257.95001220703125,269.25,255.8000030517578,255.8000030517578,88074,2021-03-29
2021-04-05,261.16192626953125,264.79998779296875,271.8999938964844,240.0,259.29998779296875,348463,2021-04-05
2021-04-12,252.72940063476562,256.25,269.8999938964844,249.64999389648438,262.3999938964844,432721,2021-04-12
2021-04-19,248.2912139892578,251.75,256.1499938964844,246.85000610351562,254.9499969482422,266814,2021-04-19
2021-04-26,278.6187438964844,282.5,286.0,250.4499969482422,251.75,880879,2021-04-26
2021-05-03,276.6462097167969,280.5,294.8999938964844,275.1000061035156,286.45001220703125,1060629,2021-05-03
2021-05-10,269.5944519042969,273.3500061035156,285.0,265.3500061035156,280.0,354962,2021-05-10
2021-05-17,292.9195251464844,297.0,305.0,275.0,279.0,1613968,2021-05-17
2021-05-24,268.26300048828125,272.0,305.0,270.8500061035156,300.70001220703125,1175265,2021-05-24
2021-05-31,266.5370178222656,270.25,279.0,268.0,274.79998779296875,369252,2021-05-31
2021-06-07,262.000244140625,265.6499938964844,275.3500061035156,264.6000061035156,272.5,532162,2021-06-07
2021-06-14,258.44970703125,262.04998779296875,273.0,253.0500030517578,266.04998779296875,599861,2021-06-14
2021-06-21,276.498291015625,280.3500061035156,283.0,264.8999938964844,264.8999938964844,1425862,2021-06-21
2021-06-28,276.94207763671875,280.79998779296875,287.6000061035156,268.1000061035156,283.95001220703125,1079443,2021-06-28
2021-07-05,274.2792053222656,278.1000061035156,283.0,264.0,282.25,506498,2021-07-05
2021-07-12,285.3746032714844,289.3500061035156,295.0,280.1499938964844,286.0,1135371,2021-07-12
2021-07-19,342.1832580566406,346.95001220703125,350.95001220703125,283.0,286.0,9501942,2021-07-19
2021-07-26,330.2987976074219,334.8999938964844,366.6499938964844,325.0,350.0,3080911,2021-07-26
2021-08-02,317.3788146972656,321.79998779296875,342.95001220703125,316.25,340.0,871596,2021-08-02
