Date,Adj Close_ASTRAL.NS,Close_ASTRAL.NS,High_ASTRAL.NS,Low_ASTRAL.NS,Open_ASTRAL.NS,Volume_ASTRAL.NS,Date
2020-07-13,541.1810302734375,545.2032470703125,555.2720336914062,513.5626220703125,519.1876220703125,649904,2020-07-13
2020-07-20,517.2557983398438,521.1001586914062,555.1876220703125,516.4595336914062,547.8751220703125,747753,2020-07-20
2020-07-27,538.52880859375,542.5313720703125,544.7813720703125,514.6876220703125,523.1251220703125,524367,2020-07-27
2020-08-03,585.6815185546875,590.0345458984375,615.3751831054688,523.1251220703125,534.3751220703125,2677073,2020-08-03
2020-08-10,584.5369262695312,588.8814086914062,623.7564086914062,574.931396484375,590.6251220703125,1869678,2020-08-10
2020-08-17,691.684326171875,696.8251953125,702.0001831054688,582.5814208984375,599.0626220703125,2697350,2020-08-17
2020-08-24,656.8991088867188,661.7814331054688,710.2407836914062,640.5470581054688,703.0126953125,1304890,2020-08-24
2020-08-31,680.26611328125,685.322021484375,722.7564086914062,605.2501220703125,663.7501831054688,1309509,2020-08-31
2020-09-07,662.4547729492188,667.3782958984375,739.5189208984375,660.4595336914062,675.0001831054688,1308284,2020-09-07
2020-09-14,628.8978881835938,633.572021484375,716.6251831054688,628.3407592773438,678.290771484375,2068136,2020-09-14
2020-09-21,614.26904296875,618.8345336914062,646.7345581054688,599.3720092773438,637.3126831054688,1142810,2020-09-21
2020-09-28,674.4872436523438,679.5001831054688,703.0689086914062,619.509521484375,620.2970581054688,893844,2020-09-28
2020-10-05,625.6035766601562,630.2532958984375,682.8189086914062,618.806396484375,680.6251831054688,1194268,2020-10-05
2020-10-12,641.3770141601562,646.1439208984375,671.6251831054688,635.5970458984375,635.5970458984375,813638,2020-10-12
2020-10-19,639.72998046875,644.4845581054688,655.2564086914062,623.306396484375,646.8751831054688,681515,2020-10-19
2020-10-26,627.5020141601562,632.165771484375,654.7220458984375,605.7845458984375,646.8751831054688,494490,2020-10-26
2020-11-02,651.036376953125,655.8751831054688,662.6251831054688,613.8563842773438,634.5001831054688,570012,2020-11-02
2020-11-09,720.3555297851562,725.7095336914062,733.8095703125,648.0001831054688,672.103271484375,3984570,2020-11-09
2020-11-16,787.4148559570312,792.6189575195312,896.2314453125,719.5783081054688,719.5783081054688,4458133,2020-11-16
2020-11-23,821.1388549804688,826.5658569335938,854.0158081054688,771.1876831054688,790.3126831054688,1440846,2020-11-23
2020-11-30,846.7880859375,852.3845825195312,860.625244140625,796.5001831054688,826.5658569335938,1141768,2020-11-30
2020-12-07,820.5521850585938,825.9752197265625,854.8314819335938,783.5626831054688,843.6376953125,3341400,2020-12-07
2020-12-14,841.00439453125,846.5626831054688,849.3751831054688,815.6251831054688,832.1627197265625,1183756,2020-12-14
2020-12-21,886.4913330078125,892.3502197265625,919.4346313476562,821.4189453125,843.7501831054688,2460231,2020-12-21
2020-12-28,975.8724365234375,982.3221435546875,1029.375244140625,893.9814453125,899.4658203125,2326319,2020-12-28
2021-01-04,985.0089111328125,991.5189819335938,1014.2158813476562,957.4033813476562,990.000244140625,1775114,2021-01-04
2021-01-11,946.92626953125,953.1846313476562,1028.250244140625,939.9096069335938,998.437744140625,3085248,2021-01-11
2021-01-18,928.1783447265625,934.312744140625,971.4658813476562,904.500244140625,939.375244140625,2196403,2021-01-18
2021-01-25,959.3597412109375,965.7002563476562,981.4502563476562,914.062744140625,946.4627075195312,813036,2021-01-25
2021-02-01,1118.619873046875,1126.0128173828125,1212.187744140625,959.062744140625,966.6846313476562,4549571,2021-02-01
2021-02-08,1128.0076904296875,1135.4627685546875,1175.062744140625,1124.1846923828125,1148.5408935546875,1379450,2021-02-08
2021-02-15,1134.9649658203125,1142.4659423828125,1174.19091796875,1130.062744140625,1139.062744140625,1020221,2021-02-15
2021-02-22,1188.973388671875,1196.83154296875,1212.187744140625,1145.475341796875,1151.718994140625,1924299,2021-02-22
2021-03-01,1237.3382568359375,1245.5159912109375,1262.2503662109375,1205.240966796875,1209.8533935546875,985387,2021-03-01
2021-03-08,1398.8333740234375,1408.0784912109375,1479.3753662109375,1252.6878662109375,1254.3753662109375,2765615,2021-03-08
2021-03-15,1245.207763671875,1253.4375,1459.1253662109375,1233.375,1432.6878662109375,4914985,2021-03-15
2021-03-22,1200.98779296875,1208.925048828125,1297.5,1109.25,1254.0,1944770,2021-03-22
2021-03-29,1255.713134765625,1264.012451171875,1271.25,1159.387451171875,1208.925048828125,1796724,2021-03-29
2021-04-05,1189.6624755859375,1197.5250244140625,1260.0,1163.625,1252.5,1846338,2021-04-05
2021-04-12,1250.2744140625,1258.5374755859375,1271.25,1058.4000244140625,1173.637451171875,4594520,2021-04-12
2021-04-19,1261.487548828125,1269.824951171875,1311.75,1162.5,1214.625,2052579,2021-04-19
2021-04-26,1176.5863037109375,1184.362548828125,1295.4749755859375,1175.0625,1278.75,1636243,2021-04-26
2021-05-03,1176.176513671875,1183.949951171875,1234.425048828125,1168.2750244140625,1184.362548828125,1094651,2021-05-03
2021-05-10,1252.1370849609375,1260.4124755859375,1289.550048828125,1167.75,1187.324951171875,1540152,2021-05-10
2021-05-17,1306.1177978515625,1314.75,1485.0,1267.5,1273.875,4234432,2021-05-17
2021-05-24,1403.12646484375,1412.4000244140625,1439.699951171875,1315.949951171875,1315.949951171875,2039203,2021-05-24
2021-05-31,1414.0047607421875,1423.3499755859375,1443.75,1382.9625244140625,1420.425048828125,1130689,2021-05-31
2021-06-07,1441.6097412109375,1451.137451171875,1522.5,1412.8499755859375,1425.75,2505199,2021-06-07
2021-06-14,1475.585205078125,1485.3375244140625,1492.3499755859375,1417.5,1459.875,2098584,2021-06-14
2021-06-21,1430.5826416015625,1440.0374755859375,1517.324951171875,1414.574951171875,1473.75,1496442,2021-06-21
2021-06-28,1520.550537109375,1530.5999755859375,1540.6500244140625,1437.824951171875,1443.75,1977787,2021-06-28
2021-07-05,1515.2232666015625,1525.237548828125,1563.9000244140625,1508.4749755859375,1537.3499755859375,918331,2021-07-05
2021-07-12,1553.2593994140625,1563.5250244140625,1600.5,1509.0,1528.5,1657585,2021-07-12
2021-07-19,1499.427490234375,1509.3375244140625,1582.012451171875,1481.25,1567.5,983928,2021-07-19
2021-07-26,1551.0615234375,1561.3125,1589.550048828125,1474.7249755859375,1515.0,1938413,2021-07-26
2021-08-02,1672.8814697265625,1683.9375,1720.800048828125,1554.375,1564.125,3494063,2021-08-02
2021-08-09,1516.8623046875,1526.887451171875,1667.175048828125,1462.5,1664.25,2849961,2021-08-09
2021-08-16,1535.9364013671875,1546.0875244140625,1560.0,1525.5,1538.2874755859375,1262697,2021-08-16
2021-08-23,1476.77734375,1486.5374755859375,1563.7125244140625,1460.699951171875,1555.6875,2347386,2021-08-23
2021-08-30,1565.64208984375,1575.2249755859375,1620.0,1480.5,1484.137451171875,2909604,2021-08-30
2021-09-06,1527.7740478515625,1537.125,1615.199951171875,1534.5374755859375,1590.300048828125,1324624,2021-09-06
2021-09-13,1580.88623046875,1590.5625,1617.75,1518.75,1545.75,2296539,2021-09-13
2021-09-20,1583.79345703125,1593.487548828125,1633.5,1434.75,1579.800048828125,3140802,2021-09-20
2021-09-27,1639.813232421875,1649.8499755859375,1671.0,1525.8375244140625,1602.75,3711337,2021-09-27
2021-10-04,1676.7493896484375,1687.012451171875,1825.3499755859375,1648.425048828125,1662.112548828125,5038084,2021-10-04
2021-10-11,1743.05615234375,1753.7249755859375,1822.5,1681.3499755859375,1693.5,1999066,2021-10-11
2021-10-18,1634.40869140625,1644.4124755859375,1822.425048828125,1557.637451171875,1777.425048828125,4014700,2021-10-18
2021-10-25,1628.5196533203125,1638.487548828125,1671.074951171875,1563.75,1648.5,1841687,2021-10-25
2021-11-01,1683.160400390625,1693.4625244140625,1701.675048828125,1638.75,1638.75,1835993,2021-11-01
2021-11-08,1710.9649658203125,1721.4375,1762.5,1615.612548828125,1704.0,3608097,2021-11-08
2021-11-15,1718.1212158203125,1728.637451171875,1772.925048828125,1689.0,1725.75,1950826,2021-11-15
2021-11-22,1597.1343994140625,1606.050048828125,1732.5,1579.5,1728.0,3076998,2021-11-22
2021-11-29,1662.8426513671875,1672.125,1695.0,1545.0374755859375,1574.362548828125,1535693,2021-11-29
2021-12-06,1698.12060546875,1707.5999755859375,1720.8375244140625,1643.25,1680.0,1233302,2021-12-06
2021-12-13,1671.4942626953125,1680.824951171875,1752.7125244140625,1644.7125244140625,1724.25,1891447,2021-12-13
2021-12-20,1580.092041015625,1588.9124755859375,1676.25,1545.0,1676.25,1771249,2021-12-20
2021-12-27,1701.849853515625,1711.3499755859375,1735.5,1569.7125244140625,1581.75,2644841,2021-12-27
2022-01-03,1817.230712890625,1827.375,1851.0,1715.737548828125,1725.0,3472061,2022-01-03
2022-01-10,1840.6500244140625,1850.925048828125,1893.7125244140625,1824.75,1827.375,2828574,2022-01-10
2022-01-17,1772.816162109375,1782.7125244140625,1893.7125244140625,1767.7874755859375,1859.0999755859375,2052731,2022-01-17
2022-01-24,1566.48046875,1575.2249755859375,1783.5,1531.9124755859375,1783.5,3396888,2022-01-24
2022-01-31,1626.3712158203125,1635.449951171875,1679.4749755859375,1593.300048828125,1609.800048828125,2288197,2022-01-31
2022-02-07,1546.753173828125,1555.387451171875,1633.7249755859375,1545.0,1620.0,2374379,2022-02-07
2022-02-14,1353.1341552734375,1360.6875,1528.762451171875,1353.7874755859375,1523.25,4166323,2022-02-14
2022-02-21,1424.9952392578125,1432.949951171875,1447.5,1315.1624755859375,1350.0,3981878,2022-02-21
2022-02-28,1378.902587890625,1386.5999755859375,1461.824951171875,1371.0,1425.0,2031836,2022-02-28
2022-03-07,1458.632568359375,1466.7750244140625,1476.75,1338.7874755859375,1361.0999755859375,2712681,2022-03-07
2022-03-14,1514.0111083984375,1522.4625244140625,1574.0999755859375,1434.675048828125,1466.7750244140625,2018663,2022-03-14
2022-03-21,1459.6766357421875,1467.824951171875,1545.074951171875,1440.0374755859375,1522.4625244140625,2182731,2022-03-21
2022-03-28,1477.2784423828125,1485.5250244140625,1575.0,1455.824951171875,1466.25,2246258,2022-03-28
2022-04-04,1536.7215576171875,1545.300048828125,1586.2125244140625,1481.737548828125,1505.175048828125,2649600,2022-04-04
2022-04-11,1591.3916015625,1600.2750244140625,1612.987548828125,1531.237548828125,1556.9625244140625,1535192,2022-04-11
2022-04-18,1610.932373046875,1619.925048828125,1650.75,1536.0374755859375,1595.25,2612252,2022-04-18
2022-04-25,1606.08447265625,1615.050048828125,1661.25,1587.75,1608.75,1912057,2022-04-25
2022-05-02,1436.25732421875,1444.2750244140625,1615.5,1395.0,1607.25,2187188,2022-05-02
2022-05-09,1289.5140380859375,1296.7125244140625,1441.574951171875,1285.3125,1434.0,3364127,2022-05-09
2022-05-16,1255.7650146484375,1262.7750244140625,1334.25,1239.4124755859375,1311.75,2257322,2022-05-16
2022-05-23,1259.9415283203125,1266.9749755859375,1301.25,1207.3125,1263.75,1734768,2022-05-23
2022-05-30,1302.2679443359375,1309.5374755859375,1372.7249755859375,1262.6624755859375,1290.0,2563562,2022-05-30
2022-06-06,1229.1014404296875,1235.9625244140625,1315.3125,1220.625,1315.3125,1559792,2022-06-06
2022-06-13,1217.5782470703125,1224.375,1270.5,1201.1624755859375,1216.5,1473905,2022-06-13
2022-06-20,1244.055419921875,1251.0,1270.8375244140625,1186.1624755859375,1224.375,1316480,2022-06-20
2022-06-27,1236.3360595703125,1243.237548828125,1284.75,1203.9000244140625,1265.25,2485219,2022-06-27
2022-07-04,1268.4442138671875,1275.5250244140625,1302.5999755859375,1243.574951171875,1245.0,1607190,2022-07-04
2022-07-11,1333.2200927734375,1340.6624755859375,1344.7874755859375,1262.25,1279.6500244140625,1545997,2022-07-11
2022-07-18,1307.2279052734375,1314.5250244140625,1353.75,1310.625,1350.0,1815090,2022-07-18
2022-07-25,1354.066162109375,1361.625,1376.9625244140625,1284.862548828125,1322.25,1620004,2022-07-25
2022-08-01,1487.3472900390625,1495.6500244140625,1501.4625244140625,1353.7874755859375,1372.1624755859375,2507625,2022-08-01
2022-08-08,1480.8958740234375,1489.1624755859375,1521.75,1449.0,1499.9625244140625,1390079,2022-08-08
