Date,Adj Close_SRD.NS,Close_SRD.NS,High_SRD.NS,Low_SRD.NS,Open_SRD.NS,Volume_SRD.NS,Date
2024-10-07,108.5,108.5,115.0,105.0,112.0,508595,2024-10-07
2024-10-14,101.4800033569336,101.4800033569336,109.5,100.01000213623047,109.44999694824219,739796,2024-10-14
2024-10-21,97.69000244140625,97.69000244140625,103.08000183105469,95.12000274658203,102.01000213623047,1336064,2024-10-21
2024-10-28,68.22000122070312,68.22000122070312,99.80999755859375,63.70000076293945,99.80999755859375,2176738,2024-10-28
2024-11-04,65.75,65.75,68.5,63.29999923706055,67.3499984741211,172775,2024-11-04
2024-11-11,60.13999938964844,60.13999938964844,66.54000091552734,58.5,66.54000091552734,152038,2024-11-11
2024-11-18,59.560001373291016,59.560001373291016,61.900001525878906,58.0,61.900001525878906,104259,2024-11-18
2024-11-25,72.0,72.0,73.29000091552734,60.0,61.9900016784668,358949,2024-11-25
2024-12-02,79.45999908447266,79.45999908447266,79.45999908447266,70.55999755859375,70.55999755859375,25072,2024-12-02
2024-12-09,87.69999694824219,87.69999694824219,87.69999694824219,81.04000091552734,81.04000091552734,32233,2024-12-09
2024-12-16,96.80000305175781,96.80000305175781,96.80000305175781,89.44999694824219,89.44999694824219,39268,2024-12-16
2024-12-23,89.2699966430664,89.2699966430664,94.86000061035156,89.2699966430664,94.86000061035156,1925,2024-12-23
2024-12-30,80.66999816894531,80.66999816894531,87.4800033569336,80.66999816894531,87.4800033569336,5347,2024-12-30
2025-01-06,72.9000015258789,72.9000015258789,79.05000305175781,72.9000015258789,79.05000305175781,42210,2025-01-06
2025-01-13,65.30999755859375,65.30999755859375,69.30000305175781,62.4900016784668,69.30000305175781,291479,2025-01-13
2025-01-20,66.95999908447266,66.95999908447266,69.80000305175781,65.0,65.5,73067,2025-01-20
2025-01-27,64.7300033569336,64.7300033569336,66.94999694824219,62.220001220703125,66.19999694824219,93387,2025-01-27
2025-02-03,69.08000183105469,69.08000183105469,71.79000091552734,63.5099983215332,64.69999694824219,202970,2025-02-03
2025-02-10,70.55000305175781,70.55000305175781,72.88999938964844,64.0,70.9800033569336,201944,2025-02-10
2025-02-17,65.04000091552734,65.04000091552734,71.0,62.45000076293945,70.55000305175781,224966,2025-02-17
2025-02-24,62.91999816894531,62.91999816894531,66.2300033569336,60.0,65.98999786376953,234343,2025-02-24
2025-03-03,62.33000183105469,62.33000183105469,64.55000305175781,60.5,63.95000076293945,141806,2025-03-03
2025-03-10,59.97999954223633,59.97999954223633,68.0,59.36000061035156,62.40999984741211,240291,2025-03-10
2025-03-17,58.130001068115234,58.130001068115234,62.5,57.5,61.9900016784668,357516,2025-03-17
2025-03-24,55.36000061035156,55.36000061035156,61.0,52.0,61.0,994270,2025-03-24
2025-03-31,57.93000030517578,57.93000030517578,58.5,53.5,55.29999923706055,564680,2025-03-31
2025-04-07,62.720001220703125,62.720001220703125,63.45000076293945,53.5,56.0,593616,2025-04-07
2025-04-14,70.2699966430664,70.2699966430664,72.0,63.04999923706055,63.11000061035156,729422,2025-04-14
2025-04-21,65.62999725341797,65.62999725341797,75.19999694824219,64.51000213623047,70.26000213623047,711419,2025-04-21
2025-04-28,64.37000274658203,64.37000274658203,69.87999725341797,63.0,65.9000015258789,342554,2025-04-28
2025-05-05,61.45000076293945,61.45000076293945,67.51000213623047,60.220001220703125,64.37000274658203,1001613,2025-05-05
2025-05-12,63.58000183105469,63.58000183105469,64.4800033569336,58.5099983215332,62.70000076293945,1391902,2025-05-12
2025-05-19,63.36000061035156,63.36000061035156,66.5,62.0,63.58000183105469,938542,2025-05-19
2025-05-26,59.689998626708984,59.689998626708984,65.30000305175781,58.0,64.62999725341797,868653,2025-05-26
2025-06-02,59.09000015258789,59.09000015258789,62.540000915527344,56.939998626708984,59.0099983215332,730085,2025-06-02
2025-06-09,65.48999786376953,65.48999786376953,69.68000030517578,58.0,60.220001220703125,966455,2025-06-09
2025-06-16,71.11000061035156,71.11000061035156,71.87999725341797,63.7599983215332,64.05000305175781,1065594,2025-06-16
2025-06-23,80.16999816894531,80.16999816894531,84.0,68.80999755859375,70.0,1855957,2025-06-23
2025-06-30,80.0199966430664,80.0199966430664,89.58999633789062,78.02999877929688,79.3499984741211,3307213,2025-06-30
2025-07-07,78.58999633789062,78.58999633789062,81.18000030517578,75.20999908447266,81.18000030517578,2238694,2025-07-07
2025-07-14,79.2699966430664,79.2699966430664,80.31999969482422,76.76000213623047,78.98999786376953,793940,2025-07-14
