Date,Adj Close_FORCEMOT.NS,Close_FORCEMOT.NS,High_FORCEMOT.NS,Low_FORCEMOT.NS,Open_FORCEMOT.NS,Volume_FORCEMOT.NS,Date
2020-07-13,910.0661010742188,932.5,968.75,925.0,959.25,125856,2020-07-13
2020-07-20,885.5699462890625,907.4000244140625,945.7999877929688,901.0,938.9000244140625,96914,2020-07-20
2020-07-27,866.2950439453125,887.6500244140625,925.0,884.0,908.9500122070312,74490,2020-07-27
2020-08-03,929.096923828125,952.0,969.0,880.0,899.9000244140625,189989,2020-08-03
2020-08-10,928.0722045898438,950.9500122070312,996.3499755859375,905.0,959.9000244140625,427818,2020-08-10
2020-08-17,1063.92333984375,1090.1500244140625,1124.0,941.0,952.9000244140625,820027,2020-08-17
2020-08-24,1135.5576171875,1163.550048828125,1174.0,1053.0,1100.0,635731,2020-08-24
2020-08-31,1091.49365234375,1118.4000244140625,1184.800048828125,1060.050048828125,1154.9000244140625,635671,2020-08-31
2020-09-07,1068.900634765625,1095.25,1140.0,1071.0999755859375,1127.300048828125,199523,2020-09-07
2020-09-14,1136.3870849609375,1164.4000244140625,1231.0,1100.0,1100.0,743548,2020-09-14
2020-09-21,1025.2271728515625,1050.5,1175.0,1001.0,1166.9000244140625,185619,2020-09-21
2020-09-28,1052.5657958984375,1069.25,1109.6500244140625,1052.0,1058.9000244140625,103139,2020-09-28
2020-10-05,1035.9786376953125,1052.4000244140625,1088.800048828125,1045.0,1079.9000244140625,93946,2020-10-05
2020-10-12,996.99658203125,1012.7999877929688,1057.449951171875,1005.0,1053.550048828125,75637,2020-10-12
2020-10-19,1041.9342041015625,1058.449951171875,1075.0,1011.9000244140625,1029.0,96886,2020-10-19
2020-10-26,1011.7132568359375,1027.75,1076.0,1020.0,1058.449951171875,60861,2020-10-26
2020-11-02,1032.1395263671875,1048.5,1059.0,1016.0499877929688,1027.75,75335,2020-11-02
2020-11-09,1049.26806640625,1065.9000244140625,1085.0,1029.0,1067.5,105699,2020-11-09
2020-11-16,1158.0928955078125,1176.449951171875,1195.0,1054.300048828125,1054.300048828125,420135,2020-11-16
2020-11-23,1143.6717529296875,1161.800048828125,1214.0,1145.0,1183.0,197875,2020-11-23
2020-11-30,1241.81591796875,1261.5,1275.0,1148.0,1161.800048828125,545447,2020-11-30
2020-12-07,1404.3397216796875,1426.5999755859375,1559.949951171875,1278.0,1279.699951171875,2973080,2020-12-07
2020-12-14,1374.118896484375,1395.9000244140625,1444.5,1357.0999755859375,1430.0,395805,2020-12-14
2020-12-21,1344.2423095703125,1365.550048828125,1396.0,1232.9000244140625,1388.0,300986,2020-12-21
2020-12-28,1348.5736083984375,1369.949951171875,1392.0,1345.0,1369.0,160534,2020-12-28
2021-01-04,1344.980712890625,1366.300048828125,1420.0,1362.5999755859375,1381.0,301956,2021-01-04
2021-01-11,1375.64453125,1397.449951171875,1468.0,1353.0,1371.0,650433,2021-01-11
2021-01-18,1390.755126953125,1412.800048828125,1505.0,1361.0,1398.949951171875,615836,2021-01-18
2021-01-25,1335.727294921875,1356.9000244140625,1427.699951171875,1330.0,1422.0,146069,2021-01-25
2021-02-01,1386.0792236328125,1408.050048828125,1478.0,1336.8499755859375,1363.550048828125,331262,2021-02-01
2021-02-08,1382.19091796875,1404.0999755859375,1446.0,1394.0999755859375,1419.300048828125,152680,2021-02-08
2021-02-15,1317.5159912109375,1338.4000244140625,1408.949951171875,1330.25,1350.0,253904,2021-02-15
2021-02-22,1283.111328125,1303.449951171875,1368.9000244140625,1292.1500244140625,1345.4000244140625,74969,2021-02-22
2021-03-01,1303.0946044921875,1323.75,1364.800048828125,1292.4000244140625,1309.949951171875,146667,2021-03-01
2021-03-08,1276.072998046875,1296.300048828125,1360.0,1292.0,1335.199951171875,91592,2021-03-08
2021-03-15,1208.641845703125,1227.800048828125,1316.1500244140625,1180.25,1303.0999755859375,89154,2021-03-15
2021-03-22,1166.6573486328125,1185.1500244140625,1260.0,1168.25,1233.800048828125,89976,2021-03-22
2021-03-29,1178.9622802734375,1197.6500244140625,1220.0,1160.0,1185.1500244140625,51784,2021-03-29
2021-04-05,1166.4111328125,1184.9000244140625,1237.1500244140625,1149.800048828125,1209.9000244140625,126464,2021-04-05
2021-04-12,1116.89599609375,1134.5999755859375,1170.0,1110.0,1168.0,58003,2021-04-12
2021-04-19,1047.49609375,1064.0999755859375,1119.0,1060.0,1112.0,58567,2021-04-19
2021-04-26,1096.371337890625,1113.75,1154.0,1060.0,1074.0,108373,2021-04-26
2021-05-03,1134.0738525390625,1152.050048828125,1214.0,1105.0,1112.0,228656,2021-05-03
2021-05-10,1147.4615478515625,1165.6500244140625,1239.800048828125,1141.0999755859375,1165.0,223864,2021-05-10
2021-05-17,1232.021240234375,1251.550048828125,1290.5,1165.800048828125,1166.550048828125,404105,2021-05-17
2021-05-24,1227.5914306640625,1247.050048828125,1285.050048828125,1242.0999755859375,1256.0,157863,2021-05-24
2021-05-31,1170.7425537109375,1189.300048828125,1221.949951171875,1180.300048828125,1210.0,176522,2021-05-31
2021-06-07,1214.20361328125,1233.449951171875,1257.0,1191.300048828125,1201.0,195311,2021-06-07
2021-06-14,1172.85888671875,1191.449951171875,1275.0,1175.0,1275.0,165916,2021-06-14
2021-06-21,1181.472412109375,1200.199951171875,1242.550048828125,1172.300048828125,1177.0,147356,2021-06-21
2021-06-28,1191.9072265625,1210.800048828125,1256.9000244140625,1195.300048828125,1210.0,137938,2021-06-28
2021-07-05,1354.677001953125,1376.1500244140625,1457.550048828125,1211.0,1211.0,5673925,2021-07-05
2021-07-12,1517.5946044921875,1541.6500244140625,1707.0,1384.1500244140625,1387.699951171875,8314099,2021-07-12
2021-07-19,1443.764892578125,1466.6500244140625,1588.8499755859375,1455.0,1525.0,858223,2021-07-19
2021-07-26,1476.20068359375,1499.5999755859375,1588.0,1444.75,1472.0,1118856,2021-07-26
2021-08-02,1471.623291015625,1494.949951171875,1577.0,1470.0999755859375,1510.0,741291,2021-08-02
2021-08-09,1372.9375,1394.699951171875,1513.3499755859375,1309.550048828125,1504.0,701876,2021-08-09
2021-08-16,1296.253173828125,1316.800048828125,1400.75,1310.0,1390.0,192321,2021-08-16
2021-08-23,1303.39013671875,1324.050048828125,1378.0,1240.1500244140625,1329.699951171875,567488,2021-08-23
2021-08-30,1347.4908447265625,1368.8499755859375,1407.550048828125,1329.5999755859375,1331.699951171875,353095,2021-08-30
2021-09-06,1382.4862060546875,1404.4000244140625,1444.699951171875,1357.0,1374.4000244140625,230611,2021-09-06
2021-09-13,1462.911376953125,1486.0999755859375,1615.0,1387.5,1414.3499755859375,1203081,2021-09-13
2021-09-20,1458.826171875,1481.949951171875,1524.800048828125,1432.25,1484.9000244140625,318152,2021-09-20
2021-09-27,1437.87255859375,1455.75,1564.0,1445.0,1489.699951171875,412168,2021-09-27
2021-10-04,1499.9013671875,1518.550048828125,1559.4000244140625,1455.0,1463.699951171875,528172,2021-10-04
2021-10-11,1484.492919921875,1502.949951171875,1595.0,1499.0,1525.0,439925,2021-10-11
2021-10-18,1444.7371826171875,1462.699951171875,1611.9000244140625,1456.0,1514.0,729850,2021-10-18
2021-10-25,1392.4869384765625,1409.800048828125,1528.75,1400.1500244140625,1465.0,242491,2021-10-25
2021-11-01,1426.0694580078125,1443.800048828125,1487.0,1402.300048828125,1423.4000244140625,96113,2021-11-01
2021-11-08,1586.4256591796875,1606.1500244140625,1684.0,1441.0,1446.0,1131200,2021-11-08
2021-11-15,1536.2001953125,1555.300048828125,1740.0,1533.449951171875,1650.0,905257,2021-11-15
2021-11-22,1366.7073974609375,1383.699951171875,1564.9000244140625,1374.050048828125,1564.9000244140625,351641,2021-11-22
2021-11-29,1263.1944580078125,1278.9000244140625,1387.800048828125,1180.5,1385.0,308223,2021-11-29
2021-12-06,1313.568115234375,1329.9000244140625,1341.0,1260.0,1278.0,322988,2021-12-06
2021-12-13,1245.76123046875,1261.25,1358.25,1250.0,1341.0,219088,2021-12-13
2021-12-20,1238.353271484375,1253.75,1270.0,1188.5,1241.0,221483,2021-12-20
2021-12-27,1235.587646484375,1250.949951171875,1272.0,1225.199951171875,1260.300048828125,81187,2021-12-27
2022-01-03,1241.464599609375,1256.9000244140625,1300.0,1239.949951171875,1254.800048828125,325249,2022-01-03
2022-01-10,1310.30859375,1326.5999755859375,1355.300048828125,1250.050048828125,1263.0,360757,2022-01-10
2022-01-17,1289.8134765625,1305.8499755859375,1374.4000244140625,1292.0,1333.25,238538,2022-01-17
2022-01-24,1166.546142578125,1181.050048828125,1316.050048828125,1110.8499755859375,1305.0,164857,2022-01-24
2022-01-31,1178.052978515625,1192.699951171875,1224.4000244140625,1188.0,1190.0,159466,2022-01-31
2022-02-07,1149.952392578125,1164.25,1202.449951171875,1155.75,1194.6500244140625,95359,2022-02-07
2022-02-14,1078.3922119140625,1091.800048828125,1148.0,1072.3499755859375,1148.0,142420,2022-02-14
2022-02-21,1015.0792846679688,1027.699951171875,1090.0,975.0,1076.5999755859375,143255,2022-02-21
2022-02-28,1008.6097412109375,1021.1500244140625,1044.0,1000.0,1030.0,82370,2022-02-28
2022-03-07,1030.8826904296875,1043.699951171875,1061.25,970.0999755859375,1020.0,138135,2022-03-07
2022-03-14,1059.7735595703125,1072.949951171875,1094.3499755859375,1007.9000244140625,1048.0,112961,2022-03-14
2022-03-21,1059.6748046875,1072.8499755859375,1092.449951171875,1057.300048828125,1082.25,127692,2022-03-21
2022-03-28,1077.6513671875,1091.050048828125,1112.9000244140625,1008.0,1077.0,256533,2022-03-28
2022-04-04,1142.5938720703125,1156.800048828125,1249.0,1093.0,1093.0,404500,2022-04-04
2022-04-11,1116.0736083984375,1129.949951171875,1193.0,1120.550048828125,1148.0,56120,2022-04-11
2022-04-18,1115.2340087890625,1129.0999755859375,1166.699951171875,1075.699951171875,1120.0999755859375,80628,2022-04-18
2022-04-25,1185.16455078125,1199.9000244140625,1239.0,1099.0,1120.800048828125,347995,2022-04-25
2022-05-02,1056.069580078125,1069.199951171875,1191.25,1065.0,1170.050048828125,96684,2022-05-02
2022-05-09,1000.0659790039062,1012.5,1144.800048828125,991.2999877929688,1064.0,105971,2022-05-09
2022-05-16,1033.4014892578125,1046.25,1065.800048828125,1005.0,1021.0,56465,2022-05-16
2022-05-23,1023.8206787109375,1036.550048828125,1070.550048828125,990.0,1054.0,53780,2022-05-23
2022-05-30,1061.5020751953125,1074.699951171875,1120.9000244140625,1025.0,1039.0,201087,2022-05-30
2022-06-06,1017.7462158203125,1030.4000244140625,1080.0,1013.7000122070312,1080.0,47847,2022-06-06
2022-06-13,964.6067504882812,976.5999755859375,1039.0,967.2999877929688,1005.0,54676,2022-06-13
2022-06-20,926.4808959960938,938.0,988.0,911.2999877929688,988.0,74235,2022-06-20
2022-06-27,994.5347900390625,1006.9000244140625,1078.0,932.1500244140625,947.6500244140625,987845,2022-06-27
2022-07-04,1007.4244995117188,1019.9500122070312,1055.0,990.5499877929688,1016.0,291522,2022-07-04
2022-07-11,981.9412841796875,994.1500244140625,1023.4000244140625,981.0999755859375,1023.4000244140625,118949,2022-07-11
2022-07-18,1004.3131713867188,1016.7999877929688,1047.0,997.3499755859375,1001.0,341092,2022-07-18
2022-07-25,1026.43798828125,1039.199951171875,1062.0,1012.5499877929688,1024.0,266462,2022-07-25
2022-08-01,1034.38916015625,1047.25,1093.9000244140625,1028.0,1046.6500244140625,320769,2022-08-01
2022-08-08,1101.5047607421875,1115.199951171875,1130.0,1049.050048828125,1063.0,435086,2022-08-08
2022-08-15,1216.6234130859375,1231.75,1287.5999755859375,1092.5,1115.199951171875,1085094,2022-08-15
2022-08-22,1210.697265625,1225.75,1253.0,1185.0,1232.0,289282,2022-08-22
2022-08-29,1277.219970703125,1293.0999755859375,1329.0,1186.300048828125,1186.300048828125,661587,2022-08-29
2022-09-05,1298.1103515625,1314.25,1368.4000244140625,1296.4000244140625,1300.9000244140625,523356,2022-09-05
2022-09-12,1353.1260986328125,1369.949951171875,1418.0,1302.800048828125,1316.4000244140625,633915,2022-09-12
2022-09-19,1295.245849609375,1311.3499755859375,1441.0,1299.0,1369.0,383783,2022-09-19
2022-09-26,1238.674560546875,1245.0,1299.75,1202.0,1292.0,241782,2022-09-26
2022-10-03,1278.1728515625,1284.699951171875,1308.449951171875,1208.0,1248.3499755859375,186336,2022-10-03
2022-10-10,1342.842529296875,1349.699951171875,1368.5,1253.0,1265.449951171875,357738,2022-10-10
2022-10-17,1236.9334716796875,1243.25,1387.3499755859375,1230.5,1340.0,252586,2022-10-17
2022-10-24,1301.9515380859375,1308.5999755859375,1325.4000244140625,1253.0,1259.949951171875,107051,2022-10-24
2022-10-31,1365.52685546875,1372.5,1407.550048828125,1308.550048828125,1308.5999755859375,237953,2022-10-31
2022-11-07,1359.70654296875,1366.6500244140625,1394.0,1311.949951171875,1379.8499755859375,128358,2022-11-07
2022-11-14,1521.82861328125,1529.5999755859375,1585.0,1405.6500244140625,1440.0,991806,2022-11-14
2022-11-21,1452.980224609375,1460.4000244140625,1551.0999755859375,1454.9000244140625,1529.5999755859375,284328,2022-11-21
2022-11-28,1538.5433349609375,1546.4000244140625,1603.9000244140625,1462.0,1465.449951171875,442364,2022-11-28
2022-12-05,1489.2449951171875,1496.8499755859375,1580.0,1483.1500244140625,1561.25,181046,2022-12-05
2022-12-12,1464.2227783203125,1471.699951171875,1535.0,1441.050048828125,1480.550048828125,203214,2022-12-12
2022-12-19,1322.9940185546875,1329.75,1503.75,1316.0,1479.4000244140625,163238,2022-12-19
2022-12-26,1378.958251953125,1386.0,1425.0,1320.050048828125,1320.050048828125,112838,2022-12-26
2023-01-02,1494.9161376953125,1502.550048828125,1585.0,1386.0,1386.0999755859375,581151,2023-01-02
2023-01-09,1543.567626953125,1551.449951171875,1574.300048828125,1505.1500244140625,1505.1500244140625,249800,2023-01-09
2023-01-16,1492.0308837890625,1499.6500244140625,1577.199951171875,1490.0,1550.25,168087,2023-01-16
2023-01-23,1461.53662109375,1469.0,1531.9000244140625,1410.199951171875,1507.5,113445,2023-01-23
2023-01-30,1449.0501708984375,1456.449951171875,1495.449951171875,1386.050048828125,1467.0,141983,2023-01-30
2023-02-06,1336.773681640625,1343.5999755859375,1488.0,1335.0999755859375,1457.1500244140625,187279,2023-02-06
2023-02-13,1276.332275390625,1282.8499755859375,1355.8499755859375,1260.0999755859375,1350.0,180624,2023-02-13
2023-02-20,1231.41162109375,1237.699951171875,1309.699951171875,1233.800048828125,1276.0,66475,2023-02-20
2023-02-27,1246.634033203125,1253.0,1261.75,1198.0,1237.699951171875,87548,2023-02-27
2023-03-06,1279.51611328125,1286.050048828125,1299.0,1252.0,1260.050048828125,101209,2023-03-06
2023-03-13,1200.81787109375,1206.949951171875,1295.949951171875,1198.449951171875,1272.0,118778,2023-03-13
2023-03-20,1134.456787109375,1140.25,1218.0,1123.550048828125,1189.0,121319,2023-03-20
2023-03-27,1159.42919921875,1165.3499755859375,1196.0,1085.199951171875,1153.25,143828,2023-03-27
2023-04-03,1280.6104736328125,1287.1500244140625,1310.0,1166.0,1166.0,192956,2023-04-03
2023-04-10,1247.62890625,1254.0,1334.0,1241.5,1287.1500244140625,117934,2023-04-10
2023-04-17,1327.9686279296875,1334.75,1345.0,1241.0999755859375,1266.25,181408,2023-04-17
2023-04-24,1336.0772705078125,1342.9000244140625,1349.949951171875,1290.0,1338.800048828125,200538,2023-04-24
2023-05-01,1301.3048095703125,1307.949951171875,1368.0,1299.0,1342.9000244140625,129433,2023-05-01
2023-05-08,1362.4923095703125,1369.449951171875,1377.0,1307.949951171875,1327.550048828125,125684,2023-05-08
2023-05-15,1356.9705810546875,1363.9000244140625,1440.0,1356.8499755859375,1379.25,210057,2023-05-15
2023-05-22,1394.47900390625,1401.5999755859375,1410.0,1358.25,1368.0,106621,2023-05-22
2023-05-29,1910.543701171875,1920.300048828125,1929.9000244140625,1405.0,1410.0,3384578,2023-05-29
2023-06-05,2161.21337890625,2172.25,2265.0,1851.0,1951.0,1765671,2023-06-05
2023-06-12,2199.41845703125,2210.64990234375,2349.0,2100.550048828125,2183.699951171875,624844,2023-06-12
2023-06-19,2310.7001953125,2322.5,2351.0,2160.10009765625,2228.0,441032,2023-06-19
2023-06-26,2719.96044921875,2733.85009765625,2776.949951171875,2300.0,2357.89990234375,1079681,2023-06-26
2023-07-03,2565.598388671875,2578.699951171875,2796.60009765625,2460.0,2710.0,522575,2023-07-03
2023-07-10,2735.182373046875,2749.14990234375,2762.0,2521.050048828125,2590.0,294241,2023-07-10
2023-07-17,2562.962158203125,2576.050048828125,2849.0,2560.0,2774.0,212782,2023-07-17
2023-07-24,2470.931884765625,2483.550048828125,2665.0,2450.050048828125,2570.300048828125,129212,2023-07-24
2023-07-31,2661.409423828125,2675.0,2699.0,2400.10009765625,2508.39990234375,232848,2023-07-31
2023-08-07,3325.368896484375,3342.35009765625,3344.10009765625,2660.5,2705.0,760282,2023-08-07
2023-08-14,3360.5390625,3377.699951171875,3663.0,3171.14990234375,3341.949951171875,423195,2023-08-14
2023-08-21,3412.37451171875,3429.800048828125,3648.0,3325.050048828125,3400.050048828125,239646,2023-08-21
2023-08-28,3478.785400390625,3496.550048828125,3550.0,3351.25,3500.0,136280,2023-08-28
