Date,Adj Close_HPIL.NS,Close_HPIL.NS,High_HPIL.NS,Low_HPIL.NS,Open_HPIL.NS,Volume_HPIL.NS,Date
2020-07-13,39.97931671142578,42.5,42.5,42.5,42.5,0,2020-07-13
2020-07-20,41.39034652709961,44.0,44.0,43.04999923706055,43.04999923706055,6000,2020-07-20
2020-07-27,41.39034652709961,44.0,44.0,44.0,44.0,0,2020-07-27
2020-08-03,41.39034652709961,44.0,44.0,44.0,44.0,0,2020-08-03
2020-08-10,41.39034652709961,44.0,44.0,44.0,44.0,0,2020-08-10
2020-08-17,41.39034652709961,44.0,44.0,44.0,44.0,0,2020-08-17
2020-08-24,41.39034652709961,44.0,44.0,44.0,44.0,0,2020-08-24
2020-08-31,41.39034652709961,44.0,44.0,44.0,44.0,6000,2020-08-31
2020-09-07,41.48441696166992,44.099998474121094,44.099998474121094,44.0,44.0,3000,2020-09-07
2020-09-14,41.48441696166992,44.099998474121094,44.099998474121094,44.099998474121094,44.099998474121094,0,2020-09-14
2020-09-21,42.44693374633789,44.099998474121094,44.099998474121094,44.099998474121094,44.099998474121094,0,2020-09-21
2020-09-28,42.44693374633789,44.099998474121094,44.099998474121094,44.099998474121094,44.099998474121094,0,2020-09-28
2020-10-05,42.44693374633789,44.099998474121094,44.099998474121094,44.099998474121094,44.099998474121094,0,2020-10-05
2020-10-12,44.27571487426758,46.0,46.0,44.099998474121094,44.099998474121094,3000,2020-10-12
2020-10-19,44.27571487426758,46.0,46.0,46.0,46.0,0,2020-10-19
2020-10-26,44.3238410949707,46.04999923706055,46.04999923706055,46.0,46.0,6000,2020-10-26
2020-11-02,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,6000,2020-11-02
2020-11-09,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2020-11-09
2020-11-16,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2020-11-16
2020-11-23,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2020-11-23
2020-11-30,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,3000,2020-11-30
2020-12-07,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2020-12-07
2020-12-14,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2020-12-14
2020-12-21,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2020-12-21
2020-12-28,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2020-12-28
2021-01-04,44.3238410949707,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0,2021-01-04
2021-01-11,45.23823165893555,47.0,47.0,46.04999923706055,46.04999923706055,3000,2021-01-11
2021-01-18,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-01-18
2021-01-25,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-01-25
2021-02-01,45.23823165893555,47.0,47.0,47.0,47.0,3000,2021-02-01
2021-02-08,45.23823165893555,47.0,47.0,47.0,47.0,15000,2021-02-08
2021-02-15,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-02-15
2021-02-22,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-02-22
2021-03-01,45.23823165893555,47.0,47.0,47.0,47.0,105000,2021-03-01
2021-03-08,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-03-08
2021-03-15,45.23823165893555,47.0,47.0,47.0,47.0,3000,2021-03-15
2021-03-22,45.23823165893555,47.0,47.0,47.0,47.0,3000,2021-03-22
2021-03-29,45.23823165893555,47.0,47.0,47.0,47.0,3000,2021-03-29
2021-04-05,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-04-05
2021-04-12,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-04-12
2021-04-19,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-04-19
2021-04-26,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-04-26
2021-05-03,45.23823165893555,47.0,47.0,47.0,47.0,0,2021-05-03
2021-05-10,45.478858947753906,47.25,47.25,47.0,47.0,6000,2021-05-10
2021-05-17,45.71949005126953,47.5,47.5,47.25,47.25,45000,2021-05-17
2021-05-24,46.2969970703125,48.099998474121094,48.099998474121094,46.900001525878906,47.0,90000,2021-05-24
2021-05-31,46.20074462890625,48.0,48.099998474121094,48.0,48.099998474121094,27000,2021-05-31
2021-06-07,46.345123291015625,48.150001525878906,48.150001525878906,48.0,48.0,24000,2021-06-07
2021-06-14,46.345123291015625,48.150001525878906,48.150001525878906,48.150001525878906,48.150001525878906,0,2021-06-14
2021-06-21,50.050804138183594,52.0,52.0,45.400001525878906,45.5,21000,2021-06-21
2021-06-28,50.050804138183594,52.0,52.0,52.0,52.0,3000,2021-06-28
2021-07-05,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-07-05
2021-07-12,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-07-12
2021-07-19,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-07-19
2021-07-26,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-07-26
2021-08-02,50.050804138183594,52.0,52.0,52.0,52.0,3000,2021-08-02
2021-08-09,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-08-09
2021-08-16,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-08-16
2021-08-23,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-08-23
2021-08-30,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-08-30
2021-09-06,50.050804138183594,52.0,52.0,52.0,52.0,3000,2021-09-06
2021-09-13,50.050804138183594,52.0,52.0,52.0,52.0,0,2021-09-13
2021-09-20,51.032196044921875,52.0,52.0,52.0,52.0,0,2021-09-20
2021-09-27,50.443363189697266,51.400001525878906,52.0,51.400001525878906,52.0,33000,2021-09-27
2021-10-04,52.994972229003906,54.0,55.0,45.5,51.400001525878906,27000,2021-10-04
2021-10-11,80.47384643554688,82.0,93.9000015258789,64.0,64.0,81000,2021-10-11
2021-10-18,77.67689514160156,79.1500015258789,89.25,77.19999694824219,77.4000015258789,60000,2021-10-18
2021-10-25,57.50935745239258,58.599998474121094,78.0,58.599998474121094,78.0,24000,2021-10-25
2021-11-01,61.77840042114258,62.95000076293945,62.95000076293945,61.349998474121094,61.349998474121094,6000,2021-11-01
2021-11-08,61.582122802734375,62.75,62.95000076293945,59.849998474121094,62.95000076293945,24000,2021-11-08
2021-11-15,59.030513763427734,60.150001525878906,63.20000076293945,60.150001525878906,60.25,9000,2021-11-15
2021-11-22,54.17264175415039,55.20000076293945,57.25,55.20000076293945,57.20000076293945,12000,2021-11-22
2021-11-29,51.52288818359375,52.5,55.599998474121094,52.5,54.29999923706055,147000,2021-11-29
2021-12-06,51.13033676147461,52.099998474121094,56.0,51.25,52.25,117000,2021-12-06
2021-12-13,50.05080795288086,51.0,54.70000076293945,50.5,52.099998474121094,12000,2021-12-13
2021-12-20,54.61426544189453,55.650001525878906,55.650001525878906,48.45000076293945,50.0,24000,2021-12-20
2021-12-27,60.15911102294922,61.29999923706055,61.29999923706055,55.599998474121094,55.650001525878906,60000,2021-12-27
2022-01-03,63.005130767822266,64.19999694824219,67.55000305175781,62.20000076293945,64.3499984741211,87000,2022-01-03
2022-01-10,66.14558410644531,67.4000015258789,67.4000015258789,64.19999694824219,64.19999694824219,3000,2022-01-10
2022-01-17,67.51952362060547,68.80000305175781,68.80000305175781,62.54999923706055,67.4000015258789,60000,2022-01-17
2022-01-24,65.36046600341797,66.5999984741211,72.19999694824219,66.55000305175781,72.19999694824219,72000,2022-01-24
2022-01-31,71.6904296875,73.05000305175781,75.3499984741211,70.5999984741211,73.0999984741211,30000,2022-01-31
2022-02-07,73.16250610351562,74.55000305175781,77.94999694824219,71.0999984741211,71.0999984741211,108000,2022-02-07
2022-02-14,65.80209350585938,67.05000305175781,75.0,65.4000015258789,75.0,111000,2022-02-14
2022-02-21,69.28602600097656,70.5999984741211,70.5999984741211,63.900001525878906,63.900001525878906,30000,2022-02-21
2022-02-28,69.28602600097656,70.5999984741211,70.5999984741211,70.5999984741211,70.5999984741211,0,2022-02-28
2022-03-07,68.59905242919922,69.9000015258789,70.5999984741211,69.9000015258789,70.5999984741211,3000,2022-03-07
2022-03-14,63.054203033447266,64.25,73.30000305175781,62.150001525878906,67.69999694824219,45000,2022-03-14
2022-03-21,60.01190185546875,61.150001525878906,64.25,61.150001525878906,64.25,48000,2022-03-21
2022-03-28,54.368919372558594,55.400001525878906,61.150001525878906,55.400001525878906,61.150001525878906,18000,2022-03-28
2022-04-04,54.368919372558594,55.400001525878906,55.400001525878906,55.400001525878906,55.400001525878906,0,2022-04-04
2022-04-11,54.368919372558594,55.400001525878906,55.400001525878906,55.400001525878906,55.400001525878906,0,2022-04-11
