Date,Adj Close_VARDHACRLC.NS,Close_VARDHACRLC.NS,High_VARDHACRLC.NS,Low_VARDHACRLC.NS,Open_VARDHACRLC.NS,Volume_VARDHACRLC.NS,Date
2020-07-13,18.712684631347656,30.950000762939453,31.399999618530273,30.299999237060547,31.100000381469727,51260,2020-07-13
2020-07-20,18.41037940979004,30.450000762939453,31.600000381469727,30.0,31.600000381469727,73237,2020-07-20
2020-07-27,17.080236434936523,28.25,30.799999237060547,27.399999618530273,30.100000381469727,207285,2020-07-27
2020-08-03,17.443002700805664,28.850000381469727,29.950000762939453,27.450000762939453,29.950000762939453,139182,2020-08-03
2020-08-10,17.291851043701172,28.600000381469727,30.350000381469727,28.450000762939453,29.399999618530273,187569,2020-08-10
2020-08-17,18.168535232543945,30.049999237060547,30.399999618530273,28.0,28.899999618530273,194561,2020-08-17
2020-08-24,19.347524642944336,32.0,33.099998474121094,30.25,30.350000381469727,281953,2020-08-24
2020-08-31,19.438217163085938,32.150001525878906,35.75,29.25,32.75,1222962,2020-08-31
2020-09-07,18.440610885620117,30.5,32.900001525878906,28.5,32.04999923706055,179480,2020-09-07
2020-09-14,18.984758377075195,31.399999618530273,34.849998474121094,30.149999618530273,31.399999618530273,398127,2020-09-14
2020-09-21,17.896459579467773,29.600000381469727,32.0,28.549999237060547,30.649999618530273,132803,2020-09-21
2020-09-28,17.95692253112793,29.700000762939453,30.450000762939453,29.149999618530273,29.299999237060547,46274,2020-09-28
2020-10-05,18.0476131439209,29.850000381469727,31.399999618530273,29.5,30.950000762939453,58320,2020-10-05
2020-10-12,17.624385833740234,29.149999618530273,30.799999237060547,28.149999618530273,30.799999237060547,49000,2020-10-12
2020-10-19,19.740522384643555,32.650001525878906,34.79999923706055,28.399999618530273,29.0,852368,2020-10-19
2020-10-26,18.41037940979004,30.450000762939453,33.599998474121094,29.5,32.650001525878906,158632,2020-10-26
2020-11-02,18.561532974243164,30.700000762939453,31.350000381469727,30.0,30.149999618530273,84618,2020-11-02
2020-11-09,18.86383628845215,31.200000762939453,31.450000762939453,29.25,30.549999237060547,221190,2020-11-09
2020-11-16,18.440610885620117,30.5,31.450000762939453,30.049999237060547,30.100000381469727,175410,2020-11-16
2020-11-23,18.440610885620117,30.5,31.049999237060547,30.100000381469727,30.5,144790,2020-11-23
2020-11-30,19.740522384643555,32.650001525878906,33.70000076293945,30.299999237060547,30.5,518206,2020-11-30
2020-12-07,20.01259422302246,33.099998474121094,34.5,32.04999923706055,33.349998474121094,489994,2020-12-07
2020-12-14,20.01259422302246,33.099998474121094,34.900001525878906,32.75,33.5,309676,2020-12-14
2020-12-21,19.498676300048828,32.25,34.29999923706055,30.5,32.849998474121094,139464,2020-12-21
2020-12-28,21.94734764099121,36.29999923706055,38.400001525878906,32.400001525878906,33.0,1087758,2020-12-28
2021-01-04,24.547168731689453,40.599998474121094,42.75,35.599998474121094,36.900001525878906,1276555,2021-01-04
2021-01-11,23.882099151611328,39.5,42.29999923706055,39.04999923706055,40.599998474121094,468709,2021-01-11
2021-01-18,21.76596450805664,36.0,41.75,34.75,41.75,329067,2021-01-18
2021-01-25,21.977577209472656,36.349998474121094,38.54999923706055,35.349998474121094,38.54999923706055,146563,2021-01-25
2021-02-01,22.461267471313477,37.150001525878906,37.5,35.650001525878906,36.20000076293945,159978,2021-02-01
2021-02-08,22.491497039794922,37.20000076293945,37.849998474121094,35.54999923706055,36.70000076293945,139607,2021-02-08
2021-02-15,23.03564453125,38.099998474121094,40.349998474121094,36.5,37.599998474121094,280257,2021-02-15
2021-02-22,22.068269729614258,36.5,39.900001525878906,36.0,37.349998474121094,123496,2021-02-22
2021-03-01,23.337949752807617,38.599998474121094,41.25,36.599998474121094,37.650001525878906,421744,2021-03-01
2021-03-08,23.398412704467773,38.70000076293945,41.0,38.25,39.79999923706055,239952,2021-03-08
