Date,Adj Close_VIMTALABS.NS,Close_VIMTALABS.NS,High_VIMTALABS.NS,Low_VIMTALABS.NS,Open_VIMTALABS.NS,Volume_VIMTALABS.NS,Date
2020-07-13,45.61517333984375,46.17499923706055,47.45000076293945,42.599998474121094,44.45000076293945,923554,2020-07-13
2020-07-20,44.92366027832031,45.474998474121094,48.224998474121094,44.5,46.67499923706055,1583800,2020-07-20
2020-07-27,51.493038177490234,52.125,52.95000076293945,44.04999923706055,45.525001525878906,4568730,2020-07-27
2020-08-03,64.68118286132812,65.4749984741211,69.94999694824219,50.775001525878906,51.724998474121094,15625332,2020-08-03
2020-08-10,55.098785400390625,55.775001525878906,68.25,54.57500076293945,65.0,6242674,2020-08-10
2020-08-17,53.78984832763672,54.45000076293945,58.5,52.525001525878906,55.75,942290,2020-08-17
2020-08-24,55.02469253540039,55.70000076293945,58.400001525878906,54.04999923706055,55.474998474121094,309460,2020-08-24
2020-08-31,52.357425689697266,53.0,55.5,50.5,54.599998474121094,153890,2020-08-31
2020-09-07,55.197574615478516,55.875,56.5,51.275001525878906,53.29999923706055,189800,2020-09-07
2020-09-14,57.6425666809082,58.349998474121094,58.75,54.375,56.75,251570,2020-09-14
2020-09-21,55.716209411621094,56.400001525878906,59.20000076293945,51.875,56.79999923706055,185394,2020-09-21
2020-09-28,59.42074203491211,60.150001525878906,62.25,55.349998474121094,57.349998474121094,353568,2020-09-28
2020-10-05,61.742252349853516,62.5,63.5,60.25,61.400001525878906,396238,2020-10-05
2020-10-12,69.05253601074219,69.9000015258789,69.9000015258789,60.125,61.5,727172,2020-10-12
2020-10-19,67.62010955810547,68.44999694824219,75.94999694824219,67.625,72.875,966458,2020-10-19
2020-10-26,65.594970703125,66.4000015258789,69.94999694824219,62.724998474121094,68.9000015258789,241960,2020-10-26
2020-11-02,66.55814361572266,67.375,70.5,65.0250015258789,65.0250015258789,155814,2020-11-02
2020-11-09,67.10148620605469,67.92500305175781,71.0,64.875,66.92500305175781,300558,2020-11-09
2020-11-16,64.40951538085938,65.19999694824219,69.375,63.650001525878906,67.0,193026,2020-11-16
2020-11-23,66.73102569580078,67.55000305175781,69.75,64.82499694824219,66.07499694824219,309380,2020-11-23
2020-11-30,78.63493347167969,79.5999984741211,79.5999984741211,67.55000305175781,67.55000305175781,738080,2020-11-30
2020-12-07,83.69779205322266,84.7249984741211,92.0,79.625,82.69999694824219,999798,2020-12-07
2020-12-14,86.58734130859375,87.6500015258789,97.0,84.25,86.0,843618,2020-12-14
2020-12-21,84.31521606445312,85.3499984741211,91.19999694824219,77.0999984741211,88.0,425832,2020-12-21
2020-12-28,85.89581298828125,86.94999694824219,89.5,85.0250015258789,85.75,291986,2020-12-28
2021-01-04,85.5994644165039,86.6500015258789,94.0,84.57499694824219,87.55000305175781,812324,2021-01-04
2021-01-11,85.42658233642578,86.4749984741211,88.80000305175781,81.0250015258789,87.55000305175781,495946,2021-01-11
2021-01-18,83.5249252319336,84.55000305175781,89.9000015258789,82.2249984741211,86.4749984741211,547020,2021-01-18
2021-01-25,83.0309829711914,84.05000305175781,86.05000305175781,80.5999984741211,83.5,306468,2021-01-25
2021-02-01,85.5994644165039,86.6500015258789,91.5,78.0,84.17500305175781,737560,2021-02-01
2021-02-08,84.78445434570312,85.82499694824219,89.5999984741211,85.0,87.0,277468,2021-02-08
2021-02-15,83.17916107177734,84.19999694824219,87.5,82.05000305175781,86.0,611364,2021-02-15
2021-02-22,82.19127655029297,83.19999694824219,86.82499694824219,81.625,83.2750015258789,422764,2021-02-22
2021-03-01,79.91918182373047,80.9000015258789,85.4749984741211,80.19999694824219,83.19999694824219,263626,2021-03-01
2021-03-08,86.41445922851562,87.4749984741211,92.0,79.1500015258789,80.125,1927400,2021-03-08
2021-03-15,81.22811126708984,82.2249984741211,91.0,72.5,89.9749984741211,580294,2021-03-15
2021-03-22,75.42433166503906,76.3499984741211,85.0,73.8499984741211,81.25,448028,2021-03-22
2021-03-29,80.78356170654297,81.7750015258789,85.0,76.2249984741211,76.3499984741211,331412,2021-03-29
2021-04-05,100.36820220947266,101.5999984741211,105.5,79.0,81.8499984741211,4339182,2021-04-05
2021-04-12,98.51593017578125,99.7249984741211,111.5,98.0,103.5,2675994,2021-04-12
2021-04-19,99.92366027832031,101.1500015258789,106.5,88.5,99.0,1312178,2021-04-19
2021-04-26,126.79389190673828,128.35000610351562,148.4499969482422,101.30000305175781,102.4749984741211,17148006,2021-04-26
2021-05-03,114.27256774902344,115.67500305175781,132.5,114.75,127.9749984741211,1582404,2021-05-03
2021-05-10,120.37269592285156,121.8499984741211,133.75,117.9000015258789,119.44999694824219,2310884,2021-05-10
2021-05-17,107.13514709472656,108.44999694824219,124.0250015258789,107.75,123.92500305175781,2040824,2021-05-17
2021-05-24,113.16120147705078,114.55000305175781,117.44999694824219,108.0,108.4749984741211,2372342,2021-05-24
2021-05-31,120.2245101928711,121.69999694824219,123.4749984741211,108.75,114.0,2024900,2021-05-31
2021-06-07,135.38841247558594,137.0500030517578,142.4250030517578,118.57499694824219,124.25,5759024,2021-06-07
2021-06-14,120.91603088378906,122.4000015258789,136.77499389648438,110.5,136.5,1730560,2021-06-14
2021-06-21,124.54647064208984,126.07499694824219,129.85000610351562,120.42500305175781,124.0,614640,2021-06-21
2021-06-28,131.6097869873047,133.22500610351562,141.89999389648438,123.0,126.0,2357522,2021-06-28
2021-07-05,160.01123046875,161.97500610351562,168.89999389648438,131.97500610351562,134.35000610351562,10632534,2021-07-05
2021-07-12,150.15716552734375,152.0,163.5,149.5,161.75,2598634,2021-07-12
2021-07-19,159.76425170898438,161.72500610351562,173.25,149.125,151.75,7615536,2021-07-19
2021-07-26,160.2087860107422,162.1750030517578,168.89999389648438,154.5,163.9499969482422,1947492,2021-07-26
2021-08-02,153.54063415527344,155.4250030517578,162.1750030517578,152.0,162.1750030517578,704670,2021-08-02
2021-08-09,157.19577026367188,159.125,168.10000610351562,131.25,156.0,2778228,2021-08-09
2021-08-16,142.94566345214844,144.6999969482422,164.0,142.5749969482422,164.0,514512,2021-08-16
2021-08-23,146.47731018066406,148.27499389648438,157.39999389648438,137.97500610351562,147.5,814282,2021-08-23
2021-08-30,143.9335479736328,145.6999969482422,157.5,144.14999389648438,148.0,395812,2021-08-30
2021-09-06,142.97036743164062,144.72500610351562,148.10000610351562,142.5,146.5,206814,2021-09-06
2021-09-13,141.29095458984375,143.02499389648438,154.5,142.52499389648438,145.5,1095794,2021-09-13
2021-09-20,138.59901428222656,140.3000030517578,146.60000610351562,134.8000030517578,140.97500610351562,347082,2021-09-20
2021-09-27,137.4629364013672,139.14999389648438,142.9499969482422,135.3000030517578,140.3000030517578,215914,2021-09-27
2021-10-04,148.50245666503906,150.3249969482422,152.5,139.27499389648438,140.0,541686,2021-10-04
2021-10-11,147.1688232421875,148.97500610351562,157.5,148.5,151.89999389648438,584348,2021-10-11
2021-10-18,139.1917266845703,140.89999389648438,158.39999389648438,140.25,147.5500030517578,528926,2021-10-18
2021-10-25,172.75482177734375,174.875,183.85000610351562,142.0,147.4499969482422,5216826,2021-10-25
2021-11-01,179.20071411132812,181.39999389648438,182.47500610351562,166.0,177.5,1527528,2021-11-01
2021-11-08,175.57028198242188,177.72500610351562,197.0,170.5,185.0,2492790,2021-11-08
2021-11-15,180.18858337402344,182.39999389648438,184.3000030517578,170.8249969482422,178.0,775194,2021-11-15
2021-11-22,188.88189697265625,191.1999969482422,202.5,172.75,183.5,2155156,2021-11-22
2021-11-29,185.5478057861328,187.8249969482422,194.97500610351562,177.0,193.10000610351562,950796,2021-11-29
2021-12-06,204.88548278808594,207.39999389648438,218.39999389648438,185.5,187.0,4002098,2021-12-06
2021-12-13,194.48809814453125,196.875,226.3000030517578,195.0,210.5,2247492,2021-12-13
2021-12-20,196.26626586914062,198.6750030517578,202.52499389648438,186.5,197.5,765188,2021-12-20
2021-12-27,202.0453338623047,204.52499389648438,209.0,196.52499389648438,197.1750030517578,588284,2021-12-27
2022-01-03,198.36550903320312,200.8000030517578,210.5,198.5,204.52499389648438,400652,2022-01-03
2022-01-10,209.05926513671875,211.625,216.5,201.75,204.4499969482422,641130,2022-01-10
2022-01-17,202.7368621826172,205.22500610351562,221.8000030517578,202.02499389648438,212.9499969482422,851960,2022-01-17
