Date,Adj Close_VALIANTORG.NS,Close_VALIANTORG.NS,High_VALIANTORG.NS,Low_VALIANTORG.NS,Open_VALIANTORG.NS,Volume_VALIANTORG.NS,Date
2020-10-05,1666.896728515625,1680.699951171875,1744.0,1437.5250244140625,1486.5,164528,2020-10-05
2020-10-12,1752.0911865234375,1766.5999755859375,1938.5,1650.0250244140625,1711.175048828125,199248,2020-10-12
2020-10-19,1734.189453125,1748.550048828125,1825.0,1615.0,1825.0,109846,2020-10-19
2020-10-26,1646.4656982421875,1660.0999755859375,1788.9749755859375,1612.5250244140625,1745.0,56890,2020-10-26
2020-11-02,1829.4505615234375,1844.5999755859375,1927.5,1600.0,1665.0,260738,2020-11-02
2020-11-09,1535.286376953125,1548.0,1865.0,1525.1500244140625,1862.449951171875,360636,2020-11-09
2020-11-16,1513.0208740234375,1525.550048828125,1718.949951171875,1480.574951171875,1718.949951171875,203468,2020-11-16
2020-11-23,1554.1304931640625,1567.0,1599.7249755859375,1509.9000244140625,1545.0,114714,2020-11-23
2020-11-30,1527.275146484375,1537.4000244140625,1582.5,1524.0,1567.0,90552,2020-11-30
2020-12-07,1564.701904296875,1575.074951171875,1627.5,1522.5,1550.0,133064,2020-12-07
2020-12-14,1642.6104736328125,1653.5,1670.0,1579.324951171875,1600.0,271122,2020-12-14
2020-12-21,1603.6190185546875,1614.25,1991.0,1595.0,1685.0,423688,2020-12-21
2020-12-28,1539.7921142578125,1550.0,1633.6500244140625,1530.550048828125,1611.050048828125,92306,2020-12-28
2021-01-04,1528.1195068359375,1538.25,1579.0,1518.050048828125,1570.1500244140625,84724,2021-01-04
2021-01-11,1459.6732177734375,1469.3499755859375,1549.25,1387.0,1538.25,241541,2021-01-11
2021-01-18,1395.5980224609375,1404.8499755859375,1498.0,1400.25,1475.0,56245,2021-01-18
2021-01-25,1354.9674072265625,1363.949951171875,1432.050048828125,1355.0,1411.8499755859375,52463,2021-01-25
2021-02-01,1371.3587646484375,1380.449951171875,1490.0,1349.050048828125,1365.0,86198,2021-02-01
2021-02-08,1345.331298828125,1354.25,1413.1500244140625,1324.0,1394.0999755859375,137226,2021-02-08
2021-02-15,1323.0291748046875,1331.800048828125,1384.0,1285.0,1367.6500244140625,143336,2021-02-15
2021-02-22,1249.2681884765625,1257.550048828125,1354.0999755859375,1234.699951171875,1330.449951171875,85908,2021-02-22
2021-03-01,1286.123779296875,1294.6500244140625,1325.0,1227.0,1264.0,182596,2021-03-01
2021-03-08,1234.41650390625,1242.5999755859375,1312.949951171875,1237.0,1307.0,91931,2021-03-08
2021-03-15,1263.8216552734375,1272.199951171875,1308.0,1220.0,1278.0,131130,2021-03-15
2021-03-22,1188.81884765625,1196.699951171875,1288.0,1160.0,1256.0,151117,2021-03-22
2021-03-29,1284.3853759765625,1292.9000244140625,1321.0,1121.0,1196.699951171875,358677,2021-03-29
2021-04-05,1467.96826171875,1477.699951171875,1524.949951171875,1238.6500244140625,1290.0,360180,2021-04-05
2021-04-12,1419.2413330078125,1428.6500244140625,1499.0,1375.0,1499.0,124748,2021-04-12
2021-04-19,1377.46826171875,1386.5999755859375,1450.0,1350.0,1418.0,69609,2021-04-19
2021-04-26,1537.1595458984375,1547.3499755859375,1616.0,1385.0,1400.0,308435,2021-04-26
2021-05-03,1524.3941650390625,1534.5,1660.949951171875,1509.0,1574.449951171875,298760,2021-05-03
2021-05-10,1771.5557861328125,1783.300048828125,1848.0,1540.050048828125,1554.0,1065331,2021-05-10
2021-05-17,1702.96044921875,1714.25,1817.449951171875,1705.449951171875,1798.9000244140625,267582,2021-05-17
2021-05-24,1488.7305908203125,1498.5999755859375,1745.0,1488.0,1710.0,461628,2021-05-24
2021-05-31,1549.328857421875,1559.5999755859375,1585.0,1500.0,1515.0,223226,2021-05-31
2021-06-07,1610.9703369140625,1621.6500244140625,1719.949951171875,1567.800048828125,1567.800048828125,434939,2021-06-07
2021-06-14,1491.661376953125,1501.550048828125,1646.9000244140625,1494.550048828125,1632.0,193297,2021-06-14
2021-06-21,1504.823974609375,1514.800048828125,1533.550048828125,1486.8499755859375,1497.25,209501,2021-06-21
2021-06-28,1538.699462890625,1548.9000244140625,1595.5999755859375,1477.4000244140625,1528.0,228997,2021-06-28
2021-07-05,1482.223876953125,1492.050048828125,1562.449951171875,1485.0999755859375,1550.050048828125,149377,2021-07-05
2021-07-12,1426.3939208984375,1435.8499755859375,1524.0,1414.25,1517.800048828125,225508,2021-07-12
2021-07-19,1390.780029296875,1400.0,1469.0,1390.0,1437.25,141224,2021-07-19
2021-07-26,1373.891845703125,1383.0,1480.0,1354.6500244140625,1400.050048828125,186592,2021-07-26
2021-08-02,1307.879638671875,1316.550048828125,1421.25,1300.0,1390.0,351272,2021-08-02
2021-08-09,1423.41357421875,1432.8499755859375,1488.449951171875,1325.050048828125,1339.9000244140625,903447,2021-08-09
2021-08-16,1328.343994140625,1337.1500244140625,1435.0,1328.0,1390.0,139265,2021-08-16
2021-08-23,1279.964599609375,1288.449951171875,1352.0,1281.0,1349.949951171875,174470,2021-08-23
2021-08-30,1342.35107421875,1351.25,1387.949951171875,1280.0,1318.0,299392,2021-08-30
2021-09-06,1386.6572265625,1395.8499755859375,1438.0,1332.0,1380.0,232867,2021-09-06
2021-09-13,1418.4962158203125,1427.9000244140625,1483.0,1375.6500244140625,1410.0,425319,2021-09-13
2021-09-20,1399.17431640625,1408.449951171875,1428.550048828125,1348.9000244140625,1415.0,259477,2021-09-20
2021-09-27,1366.4910888671875,1375.550048828125,1427.949951171875,1370.0,1422.25,131049,2021-09-27
2021-10-04,1598.006103515625,1608.5999755859375,1664.949951171875,1375.0,1375.0,1451631,2021-10-04
2021-10-11,1545.007568359375,1555.25,1631.25,1505.0999755859375,1622.25,274580,2021-10-11
2021-10-18,1389.8363037109375,1399.050048828125,1632.75,1394.0,1567.25,350054,2021-10-18
2021-10-25,1300.8262939453125,1309.449951171875,1468.6500244140625,1294.949951171875,1400.0,286746,2021-10-25
2021-11-01,1317.0189208984375,1325.75,1342.75,1290.0,1314.0,144457,2021-11-01
2021-11-08,1224.2838134765625,1232.4000244140625,1346.5999755859375,1221.0999755859375,1340.0,214066,2021-11-08
2021-11-15,1158.76806640625,1166.449951171875,1249.5,1148.0,1244.25,150420,2021-11-15
2021-11-22,1053.3668212890625,1060.3499755859375,1168.449951171875,1033.050048828125,1152.5,309625,2021-11-22
2021-11-29,1066.181884765625,1073.25,1100.5,1003.5,1053.0,194151,2021-11-29
2021-12-06,1076.9107666015625,1084.050048828125,1123.949951171875,1043.1500244140625,1085.0,252980,2021-12-06
2021-12-13,1007.0240478515625,1013.7000122070312,1103.9000244140625,1000.4500122070312,1094.050048828125,151012,2021-12-13
2021-12-20,1029.1771240234375,1036.0,1043.0,970.0,1013.0,246919,2021-12-20
2021-12-27,1035.932373046875,1042.800048828125,1057.699951171875,1000.2000122070312,1037.0,194126,2021-12-27
2022-01-03,1231.635009765625,1239.800048828125,1275.0,1043.550048828125,1075.0,403229,2022-01-03
2022-01-10,1248.3740234375,1256.6500244140625,1358.9000244140625,1230.0999755859375,1246.6500244140625,808181,2022-01-10
2022-01-17,1184.0008544921875,1191.8499755859375,1266.0999755859375,1178.4000244140625,1263.25,192956,2022-01-17
2022-01-24,1148.6353759765625,1156.25,1210.9000244140625,1113.800048828125,1182.0,130341,2022-01-24
2022-01-31,1154.6453857421875,1162.300048828125,1195.0,1105.3499755859375,1178.0999755859375,226670,2022-01-31
2022-02-07,1010.5010375976562,1017.2000122070312,1174.0,1012.0999755859375,1169.800048828125,209910,2022-02-07
2022-02-14,947.617919921875,953.9000244140625,1009.0,924.0499877929688,1000.0,263316,2022-02-14
2022-02-21,840.627197265625,846.2000122070312,950.0,791.0,950.0,285644,2022-02-21
2022-02-28,879.0723266601562,884.9000244140625,923.0,826.0,846.2000122070312,202900,2022-02-28
2022-03-07,872.1680908203125,877.9500122070312,904.75,832.0499877929688,866.0,295113,2022-03-07
2022-03-14,855.826416015625,861.5,899.0,851.5499877929688,892.8499755859375,292418,2022-03-14
2022-03-21,950.3994750976562,956.7000122070312,1090.0,873.0499877929688,876.5999755859375,1992126,2022-03-21
2022-03-28,995.6991577148438,1002.2999877929688,1014.4500122070312,855.0999755859375,950.0,1189162,2022-03-28
2022-04-04,1008.1664428710938,1014.8499755859375,1034.800048828125,965.4000244140625,1010.9000244140625,352234,2022-04-04
2022-04-11,986.3113403320312,992.8499755859375,1029.8499755859375,965.0,1013.0,197667,2022-04-11
2022-04-18,909.5204467773438,915.5499877929688,991.7000122070312,889.9000244140625,991.7000122070312,230909,2022-04-18
