Date,Adj Close_DCMSHRIRAM.NS,Close_DCMSHRIRAM.NS,High_DCMSHRIRAM.NS,Low_DCMSHRIRAM.NS,Open_DCMSHRIRAM.NS,Volume_DCMSHRIRAM.NS,Date
2020-11-23,350.12139892578125,370.75,392.25,349.29998779296875,353.75,1276199,2020-11-23
2020-11-30,356.07086181640625,377.04998779296875,385.54998779296875,370.75,370.75,360044,2020-11-30
2020-12-07,360.6982116699219,381.95001220703125,395.45001220703125,376.0,387.0,723738,2020-12-07
2020-12-14,402.1556396484375,425.8500061035156,441.0,381.5,383.8500061035156,2192345,2020-12-14
2020-12-21,360.2732238769531,381.5,445.1000061035156,370.1499938964844,430.0,2335363,2020-12-21
2020-12-28,374.67474365234375,396.75,399.0,383.0,383.0,420200,2020-12-28
2021-01-04,366.88372802734375,388.5,402.95001220703125,385.04998779296875,400.6000061035156,250367,2021-01-04
2021-01-11,374.7218933105469,396.79998779296875,411.0,388.29998779296875,391.45001220703125,777172,2021-01-11
2021-01-18,431.00579833984375,456.3999938964844,474.8999938964844,393.0,395.25,2126508,2021-01-18
2021-01-25,407.63287353515625,431.6499938964844,515.5499877929688,425.8500061035156,470.0,1434002,2021-01-25
2021-02-01,429.09722900390625,449.1000061035156,460.75,420.45001220703125,431.0,641820,2021-02-01
2021-02-08,451.40728759765625,472.45001220703125,480.0,449.29998779296875,451.3500061035156,670425,2021-02-08
2021-02-15,442.4259033203125,463.04998779296875,485.95001220703125,455.0,475.8999938964844,902840,2021-02-15
2021-02-22,434.7344665527344,455.0,483.45001220703125,451.0,462.0,518405,2021-02-22
2021-03-01,499.1803283691406,522.4500122070312,562.9500122070312,452.95001220703125,458.04998779296875,1668850,2021-03-01
2021-03-08,515.3753051757812,539.4000244140625,577.9500122070312,522.5,527.5,950748,2021-03-08
2021-03-15,495.07177734375,518.1500244140625,549.7000122070312,497.8999938964844,543.3499755859375,408139,2021-03-15
2021-03-22,464.2582092285156,485.8999938964844,538.0,481.3999938964844,519.0,349454,2021-03-22
2021-03-29,494.54632568359375,517.5999755859375,523.7000122070312,485.8999938964844,485.8999938964844,272703,2021-03-29
2021-04-05,542.9404296875,568.25,572.4000244140625,490.5,520.0,540284,2021-04-05
2021-04-12,629.1705932617188,658.5,666.3499755859375,507.0,563.7999877929688,4820614,2021-04-12
2021-04-19,628.3107299804688,657.5999755859375,728.5,611.2999877929688,627.5,5758429,2021-04-19
2021-04-26,671.115478515625,702.4000244140625,760.0,662.0,670.0,2753006,2021-04-26
2021-05-03,664.3316040039062,695.2999877929688,777.0,686.5,729.7999877929688,3907706,2021-05-03
2021-05-10,647.9931640625,678.2000122070312,735.0,653.25,700.0,2059814,2021-05-10
2021-05-17,652.48388671875,682.9000244140625,704.0,668.2000122070312,687.5999755859375,1293216,2021-05-17
2021-05-24,658.8377075195312,689.5499877929688,716.0,643.6500244140625,685.0,2607092,2021-05-24
2021-05-31,675.7493286132812,707.25,734.0,674.25,693.9500122070312,1334375,2021-05-31
2021-06-07,696.1006469726562,728.5499877929688,789.4000244140625,700.5499877929688,720.0,2264641,2021-06-07
2021-06-14,695.5751953125,728.0,772.7000122070312,703.0499877929688,730.0,1135614,2021-06-14
2021-06-21,788.6847534179688,825.4500122070312,868.0,717.5499877929688,717.9500122070312,3981574,2021-06-21
2021-06-28,837.365478515625,876.4000244140625,924.5999755859375,819.0499877929688,831.9500122070312,3191669,2021-06-28
2021-07-05,832.6359252929688,871.4500122070312,964.0,865.1500244140625,898.0,1415363,2021-07-05
2021-07-12,972.6071166992188,1013.5999755859375,1045.0,866.0,878.5999755859375,2090909,2021-07-12
2021-07-19,914.7937622070312,953.3499755859375,1200.0,936.5499877929688,1020.2000122070312,4926262,2021-07-19
2021-07-26,891.764404296875,929.3499755859375,987.9500122070312,893.25,954.9000244140625,933882,2021-07-26
2021-08-02,934.608642578125,974.0,994.7999877929688,905.7000122070312,938.5,682355,2021-08-02
2021-08-09,914.6018676757812,953.1500244140625,982.4500122070312,921.9500122070312,978.75,572099,2021-08-09
2021-08-16,904.6704711914062,942.7999877929688,1033.300048828125,928.0,954.0,615904,2021-08-16
2021-08-23,855.7330932617188,891.7999877929688,959.7000122070312,855.0,950.2999877929688,720199,2021-08-23
2021-08-30,862.6897583007812,899.0499877929688,916.0,868.0999755859375,886.0499877929688,437383,2021-08-30
2021-09-06,910.859619140625,949.25,960.0,902.0499877929688,908.0,370136,2021-09-06
2021-09-13,994.8687744140625,1036.800048828125,1088.0,960.0,960.8499755859375,770903,2021-09-13
2021-09-20,981.7708129882812,1023.1500244140625,1063.0,961.6500244140625,1063.0,476889,2021-09-20
2021-09-27,982.6346435546875,1024.050048828125,1055.0,980.0,1025.0,385299,2021-09-27
2021-10-04,1153.0517578125,1201.6500244140625,1248.0,1035.6500244140625,1045.0,1366300,2021-10-04
2021-10-11,1142.928466796875,1191.0999755859375,1240.0,1175.0,1220.25,325510,2021-10-11
2021-10-18,897.2818603515625,935.0999755859375,1250.0,930.0,1212.0,934457,2021-10-18
2021-10-25,947.754638671875,987.7000122070312,1003.0,911.5,945.0,384474,2021-10-25
2021-11-01,953.7772216796875,989.2000122070312,1019.0,962.0,989.7000122070312,147071,2021-11-01
2021-11-08,990.6094360351562,1027.4000244140625,1059.699951171875,980.0,989.0,220481,2021-11-08
2021-11-15,928.2261352539062,962.7000122070312,1037.0,950.0,1035.75,263010,2021-11-15
2021-11-22,926.201416015625,960.5999755859375,1000.0,950.4500122070312,951.0,172416,2021-11-22
2021-11-29,983.7634887695312,1020.2999877929688,1045.050048828125,895.0,960.5999755859375,236772,2021-11-29
2021-12-06,951.6077270507812,986.9500122070312,1044.0,979.0999755859375,1031.0,113977,2021-12-06
2021-12-13,958.501708984375,994.0999755859375,1014.5,950.5,988.0,243326,2021-12-13
2021-12-20,922.3446655273438,956.5999755859375,1008.8499755859375,950.2999877929688,997.0,156735,2021-12-20
2021-12-27,924.0801391601562,958.4000244140625,980.0,948.0499877929688,966.0,100147,2021-12-27
2022-01-03,962.5995483398438,998.3499755859375,1089.0,955.0,967.0,577394,2022-01-03
2022-01-10,980.919189453125,1017.3499755859375,1035.949951171875,990.0,1014.0,192065,2022-01-10
2022-01-17,1019.2939453125,1057.1500244140625,1174.0,999.0,1019.5,1993088,2022-01-17
2022-01-24,1087.317626953125,1127.699951171875,1170.0,988.2000122070312,1060.0,1256422,2022-01-24
2022-01-31,1154.70556640625,1191.699951171875,1200.0,1086.550048828125,1170.0,1087129,2022-01-31
2022-02-07,1071.9569091796875,1106.300048828125,1224.0999755859375,1100.050048828125,1205.199951171875,524658,2022-02-07
2022-02-14,1009.8466186523438,1042.199951171875,1109.4000244140625,1012.5,1095.0,373420,2022-02-14
2022-02-21,965.8075561523438,996.75,1034.3499755859375,922.7000122070312,1007.7999877929688,448569,2022-02-21
2022-02-28,983.248779296875,1014.75,1068.75,973.75,995.0,248894,2022-02-28
2022-03-07,1000.1569213867188,1032.199951171875,1054.9000244140625,916.0,999.0,776047,2022-03-07
2022-03-14,1032.3262939453125,1065.4000244140625,1120.0,1020.0,1031.0,927952,2022-03-14
2022-03-21,1023.6542358398438,1056.449951171875,1090.0,1051.0,1071.949951171875,324827,2022-03-21
2022-03-28,1155.0931396484375,1192.0999755859375,1241.949951171875,1035.1500244140625,1068.6500244140625,1100158,2022-03-28
2022-04-04,1131.9837646484375,1168.25,1225.050048828125,1161.0,1204.0,824227,2022-04-04
2022-04-11,1082.615478515625,1117.300048828125,1191.4000244140625,1101.0,1180.300048828125,220925,2022-04-11
2022-04-18,1116.2864990234375,1152.050048828125,1199.0,1100.0,1108.0,733824,2022-04-18
2022-04-25,1149.279541015625,1186.0999755859375,1263.8499755859375,1115.0,1140.0,1129633,2022-04-25
2022-05-02,1037.0260009765625,1070.25,1249.0,1055.0,1168.0,1484017,2022-05-02
2022-05-09,961.3018798828125,992.0999755859375,1064.4000244140625,975.0499877929688,1058.4000244140625,890891,2022-05-09
2022-05-16,978.54931640625,1009.9000244140625,1017.5499877929688,897.0499877929688,992.0999755859375,1047661,2022-05-16
2022-05-23,935.0431518554688,965.0,1014.8499755859375,920.25,1014.8499755859375,369287,2022-05-23
2022-05-30,966.6796264648438,997.6500244140625,1026.3499755859375,974.0,980.0,274817,2022-05-30
2022-06-06,940.1301879882812,970.25,1007.8499755859375,964.2000122070312,995.0,202869,2022-06-06
2022-06-13,918.861572265625,948.2999877929688,999.0,913.25,952.5999755859375,554035,2022-06-13
2022-06-20,898.5134887695312,927.2999877929688,967.5,922.0499877929688,948.5999755859375,361707,2022-06-20
2022-06-27,920.6542358398438,950.1500244140625,962.4000244140625,934.0999755859375,941.0,159344,2022-06-27
2022-07-04,923.9970703125,953.5999755859375,988.7000122070312,937.5,955.0,254448,2022-07-04
2022-07-11,991.8123168945312,1018.4500122070312,1024.9000244140625,950.0999755859375,955.0999755859375,512750,2022-07-11
2022-07-18,946.09033203125,971.5,1029.8499755859375,963.2000122070312,1015.25,767251,2022-07-18
2022-07-25,973.8934936523438,1000.0499877929688,1008.0,950.0,979.5999755859375,363124,2022-07-25
2022-08-01,1011.8734741210938,1039.050048828125,1073.5,951.0499877929688,991.1500244140625,540878,2022-08-01
2022-08-08,999.0674438476562,1025.9000244140625,1064.75,1002.5,1040.0,313042,2022-08-08
2022-08-15,1006.5658569335938,1033.5999755859375,1075.0,1025.9000244140625,1025.9000244140625,284437,2022-08-15
2022-08-22,1013.2855834960938,1040.5,1052.949951171875,996.0,1035.25,225171,2022-08-22
2022-08-29,996.2432861328125,1023.0,1060.0,1003.1500244140625,1024.949951171875,313257,2022-08-29
2022-09-05,1038.8489990234375,1066.75,1086.9000244140625,1015.0,1020.1500244140625,269877,2022-09-05
2022-09-12,1047.808349609375,1075.949951171875,1121.0,1036.0999755859375,1079.9000244140625,362153,2022-09-12
2022-09-19,1011.48388671875,1038.6500244140625,1092.0999755859375,1035.050048828125,1092.0999755859375,161009,2022-09-19
2022-09-26,972.4814453125,998.5999755859375,1043.0,976.9000244140625,1043.0,327303,2022-09-26
2022-10-03,1004.86181640625,1031.8499755859375,1036.0,997.0,999.0,192826,2022-10-03
2022-10-10,1015.8175048828125,1043.0999755859375,1078.0,1017.9500122070312,1027.0999755859375,312436,2022-10-10
2022-10-17,1047.467529296875,1075.5999755859375,1119.9000244140625,1028.0,1039.0,676549,2022-10-17
2022-10-24,1046.6400146484375,1074.75,1089.0,1036.0,1061.0,270929,2022-10-24
2022-10-31,1008.3676147460938,1035.449951171875,1074.550048828125,1021.0,1062.5,128655,2022-10-31
2022-11-07,997.3470458984375,1019.75,1063.0,1000.2999877929688,1032.699951171875,240696,2022-11-07
2022-11-14,869.5672607421875,889.0999755859375,997.5999755859375,832.8499755859375,991.3499755859375,1211623,2022-11-14
2022-11-21,820.1766967773438,838.5999755859375,889.5,835.5,889.1500244140625,274368,2022-11-21
2022-11-28,869.127197265625,888.6500244140625,892.6500244140625,843.0999755859375,845.4000244140625,395716,2022-11-28
2022-12-05,863.8947143554688,883.2999877929688,910.0,872.5,892.4500122070312,151634,2022-12-05
2022-12-12,870.203125,889.75,900.0,867.5499877929688,885.5499877929688,195382,2022-12-12
2022-12-19,840.226318359375,859.0999755859375,919.7999877929688,842.0,899.4500122070312,248181,2022-12-19
2022-12-26,879.1520385742188,898.9000244140625,902.4500122070312,831.0,859.0,153926,2022-12-26
2023-01-02,866.8776245117188,886.3499755859375,903.5,874.0,898.9000244140625,87546,2023-01-02
2023-01-09,868.00244140625,887.5,902.0,879.2000122070312,889.7999877929688,59112,2023-01-09
2023-01-16,878.41845703125,898.1500244140625,920.0,866.0,889.9000244140625,254241,2023-01-16
2023-01-23,852.8429565429688,872.0,907.5,856.9000244140625,897.0,70915,2023-01-23
2023-01-30,834.9450073242188,853.7000122070312,912.5999755859375,840.5499877929688,870.0,130756,2023-01-30
2023-02-06,823.8499755859375,836.7000122070312,874.0,833.0,853.7000122070312,98495,2023-02-06
2023-02-13,852.6998901367188,866.0,883.8499755859375,834.0499877929688,835.0499877929688,98974,2023-02-13
2023-02-20,835.8132934570312,848.8499755859375,874.3499755859375,835.0,866.0,82461,2023-02-20
2023-02-27,829.9054565429688,842.8499755859375,853.9500122070312,806.4000244140625,848.8499755859375,100743,2023-02-27
2023-03-06,840.1456909179688,853.25,876.9000244140625,837.0999755859375,842.5,84408,2023-03-06
2023-03-13,802.630859375,815.1500244140625,849.7999877929688,805.0,843.1500244140625,104652,2023-03-13
2023-03-20,776.8825073242188,789.0,828.9500122070312,784.0999755859375,819.2000122070312,100775,2023-03-20
2023-03-27,735.92138671875,747.4000244140625,795.5499877929688,730.2000122070312,789.0499877929688,221679,2023-03-27
2023-04-03,795.9845581054688,808.4000244140625,814.0,748.0,750.0,141858,2023-04-03
2023-04-10,833.4993896484375,846.5,857.7999877929688,808.1500244140625,808.4000244140625,123430,2023-04-10
2023-04-17,841.7703857421875,854.9000244140625,870.7000122070312,796.6500244140625,846.0,1120895,2023-04-17
2023-04-24,804.8463745117188,817.4000244140625,847.7999877929688,802.2999877929688,841.1500244140625,278286,2023-04-24
2023-05-01,801.7938842773438,814.2999877929688,831.0,772.0499877929688,817.4000244140625,465998,2023-05-01
2023-05-08,825.3760986328125,838.25,845.0,806.0999755859375,814.0,245365,2023-05-08
2023-05-15,821.6836547851562,834.5,853.9000244140625,817.0,838.0,182718,2023-05-15
2023-05-22,842.7057495117188,855.8499755859375,872.0,828.6500244140625,834.5,151048,2023-05-22
2023-05-29,841.1796264648438,854.2999877929688,865.0,848.0,855.9500122070312,151611,2023-05-29
2023-06-05,860.921630859375,874.3499755859375,886.0,841.2000122070312,855.4000244140625,312453,2023-06-05
2023-06-12,846.8905639648438,860.0999755859375,880.0,848.0,878.5999755859375,154469,2023-06-12
2023-06-19,903.310546875,917.4000244140625,934.5,847.6500244140625,860.0999755859375,3041995,2023-06-19
2023-06-26,888.8854370117188,902.75,944.8499755859375,894.0,915.0,767771,2023-06-26
2023-07-03,880.0237426757812,893.75,909.7999877929688,875.0499877929688,907.5,204363,2023-07-03
2023-07-10,884.1592407226562,897.9500122070312,950.0,881.0,895.9000244140625,553819,2023-07-10
2023-07-17,891.2979125976562,905.2000122070312,919.9000244140625,892.0,902.0,321263,2023-07-17
2023-07-24,832.8702392578125,842.5,915.9500122070312,833.25,907.75,556981,2023-07-24
2023-07-31,844.88134765625,854.6500244140625,859.9500122070312,826.2999877929688,846.9000244140625,232667,2023-07-31
2023-08-07,869.2495727539062,879.2999877929688,902.0,850.4500122070312,851.0,238912,2023-08-07
2023-08-14,898.7584228515625,909.1500244140625,915.8499755859375,861.0,872.0,178783,2023-08-14
2023-08-21,890.8003540039062,901.0999755859375,918.0,895.0,908.75,147392,2023-08-21
2023-08-28,1022.72509765625,1034.550048828125,1118.5,898.7000122070312,901.0999755859375,2492965,2023-08-28
2023-09-04,984.8628540039062,996.25,1069.1500244140625,965.0,1034.550048828125,878589,2023-09-04
2023-09-11,1025.4930419921875,1037.3499755859375,1091.75,960.0,995.0,631095,2023-09-11
2023-09-18,1036.614501953125,1048.5999755859375,1065.0,1025.0,1035.050048828125,447570,2023-09-18
2023-09-25,1077.096435546875,1089.550048828125,1110.0,1032.449951171875,1039.0999755859375,773044,2023-09-25
2023-10-02,1076.5032958984375,1088.949951171875,1111.0,1047.050048828125,1089.550048828125,530883,2023-10-02
2023-10-09,997.0717163085938,1008.5999755859375,1092.75,1004.0,1092.75,274385,2023-10-09
2023-10-16,989.9539794921875,1001.4000244140625,1039.300048828125,995.0,1008.5999755859375,213406,2023-10-16
2023-10-23,960.197998046875,971.2999877929688,1012.9000244140625,951.0,1006.0,251030,2023-10-23
2023-10-30,865.9873046875,876.0,981.5,851.3499755859375,969.2999877929688,670628,2023-10-30
2023-11-06,873.6981811523438,883.7999877929688,898.0,873.2000122070312,876.1500244140625,170336,2023-11-06
2023-11-13,893.9143676757812,904.25,917.7999877929688,880.0999755859375,895.0,141054,2023-11-13
2023-11-20,927.8223266601562,938.5499877929688,965.0,885.5,908.7999877929688,622570,2023-11-20
2023-11-27,958.7151489257812,969.7999877929688,978.9500122070312,928.1500244140625,938.5499877929688,251505,2023-11-27
2023-12-04,938.5977172851562,949.4500122070312,998.0,940.75,975.0,271548,2023-12-04
2023-12-11,963.7568969726562,974.9000244140625,989.0,950.0,950.0,231027,2023-12-11
2023-12-18,1048.8231201171875,1060.949951171875,1145.949951171875,975.0,975.0,4836237,2023-12-18
2023-12-25,1016.6454467773438,1028.4000244140625,1077.1500244140625,1023.0,1060.949951171875,329920,2023-12-25
2024-01-01,1065.3818359375,1077.699951171875,1175.0,1020.5999755859375,1028.4000244140625,1547115,2024-01-01
2024-01-08,1025.196533203125,1037.050048828125,1098.0,1025.0,1080.050048828125,580335,2024-01-08
2024-01-15,1019.2650756835938,1031.050048828125,1049.0,973.0499877929688,1042.199951171875,570559,2024-01-15
2024-01-22,987.630859375,999.0499877929688,1031.050048828125,965.0999755859375,1031.050048828125,285882,2024-01-22
2024-01-29,1004.2882690429688,1015.9000244140625,1052.050048828125,987.7999877929688,999.0499877929688,316077,2024-01-29
2024-02-05,986.9388427734375,998.3499755859375,1033.199951171875,976.0999755859375,1016.0,183055,2024-02-05
2024-02-12,971.2205810546875,982.4500122070312,1005.5,955.1500244140625,1005.5,155361,2024-02-12
2024-02-19,984.5169067382812,995.9000244140625,1001.0,964.2999877929688,987.0,126955,2024-02-19
2024-02-26,951.25146484375,962.25,1027.0,945.5499877929688,999.0,350369,2024-02-26
2024-03-04,935.8792114257812,946.7000122070312,976.7000122070312,936.8499755859375,975.8499755859375,103357,2024-03-04
2024-03-11,861.518798828125,867.8499755859375,960.0,855.5,960.0,218615,2024-03-11
2024-03-18,881.3232421875,887.7999877929688,937.7000122070312,860.9500122070312,872.2000122070312,837083,2024-03-18
2024-03-25,848.01806640625,854.25,892.25,832.4000244140625,887.7999877929688,175001,2024-03-25
2024-04-01,933.9862670898438,940.8499755859375,955.0,855.0999755859375,855.0999755859375,253208,2024-04-01
2024-04-08,949.0753784179688,956.0499877929688,990.0,926.0499877929688,940.8499755859375,317031,2024-04-08
2024-04-15,904.5525512695312,911.2000122070312,940.0499877929688,908.25,920.0,124147,2024-04-15
2024-04-22,949.5717163085938,956.5499877929688,987.0,900.0,915.75,428025,2024-04-22
2024-04-29,959.3499145507812,966.4000244140625,982.0,947.0499877929688,957.0499877929688,207229,2024-04-29
2024-05-06,968.1849365234375,975.2999877929688,1029.949951171875,938.2000122070312,986.6500244140625,1421242,2024-05-06
2024-05-13,995.5339965820312,1002.8499755859375,1010.0,970.0999755859375,980.2000122070312,208085,2024-05-13
2024-05-20,978.1119995117188,985.2999877929688,1015.9000244140625,974.2000122070312,997.3499755859375,161692,2024-05-20
2024-05-27,990.91796875,998.2000122070312,1003.0499877929688,976.0,985.0999755859375,295835,2024-05-27
2024-06-03,981.4872436523438,988.7000122070312,1010.5,886.3499755859375,1010.5,290293,2024-06-03
2024-06-10,1033.008544921875,1040.5999755859375,1102.0,982.4000244140625,997.0,1024420,2024-06-10
2024-06-17,1010.4244995117188,1017.8499755859375,1059.9000244140625,1007.0,1040.5999755859375,333538,2024-06-17
2024-06-24,997.966064453125,1005.2999877929688,1023.5499877929688,980.0,1023.5499877929688,199471,2024-06-24
2024-07-01,1008.9851684570312,1016.4000244140625,1039.9000244140625,986.3499755859375,1010.3499755859375,168873,2024-07-01
2024-07-08,985.6566162109375,992.9000244140625,1024.0,965.0499877929688,1020.0,256801,2024-07-08
2024-07-15,970.7352905273438,975.2999877929688,1025.0,968.0,992.9000244140625,165998,2024-07-15
2024-07-22,1027.9163818359375,1032.75,1043.0999755859375,961.0,969.9500122070312,364330,2024-07-22
2024-07-29,1053.8941650390625,1058.8499755859375,1093.0,1030.550048828125,1037.0,423237,2024-07-29
2024-08-05,1130.334716796875,1135.6500244140625,1188.0,1006.1500244140625,1050.0,2000282,2024-08-05
2024-08-12,1080.2205810546875,1085.300048828125,1178.949951171875,1073.75,1135.6500244140625,418052,2024-08-12
2024-08-19,1171.4913330078125,1177.0,1198.699951171875,1085.300048828125,1085.300048828125,703324,2024-08-19
2024-08-26,1147.2552490234375,1152.6500244140625,1195.75,1111.75,1185.0,1029382,2024-08-26
2024-09-02,1117.7938232421875,1123.050048828125,1210.0,1116.050048828125,1152.0,546208,2024-09-02
2024-09-09,1076.488037109375,1081.550048828125,1149.4000244140625,1076.6500244140625,1128.699951171875,333937,2024-09-09
2024-09-16,1074.9951171875,1080.050048828125,1102.75,1070.0999755859375,1087.0,291267,2024-09-16
2024-09-23,1029.5087890625,1034.3499755859375,1124.8499755859375,1015.4000244140625,1080.050048828125,518857,2024-09-23
2024-09-30,1009.851318359375,1014.5999755859375,1066.949951171875,1009.5499877929688,1034.3499755859375,182437,2024-09-30
2024-10-07,1013.4842529296875,1018.25,1036.300048828125,953.5499877929688,1000.0999755859375,199101,2024-10-07
2024-10-14,1096.0458984375,1101.199951171875,1154.949951171875,1002.5,1015.0,636391,2024-10-14
2024-10-21,989.745849609375,994.4000244140625,1138.0,983.2000122070312,1108.6500244140625,261479,2024-10-21
2024-10-28,1061.0107421875,1066.0,1150.0,979.0999755859375,1004.0,922242,2024-10-28
2024-11-04,1236.385986328125,1242.199951171875,1325.0,1011.0499877929688,1050.0,3304081,2024-11-04
2024-11-11,1296.155029296875,1302.25,1313.9000244140625,1168.300048828125,1242.9000244140625,1560397,2024-11-11
2024-11-18,1246.704345703125,1250.550048828125,1371.0999755859375,1246.800048828125,1308.25,1244998,2024-11-18
2024-11-25,1149.9527587890625,1153.5,1289.0,1105.050048828125,1252.0,1412487,2024-11-25
2024-12-02,1089.439453125,1092.800048828125,1169.949951171875,1085.0,1157.0,459183,2024-12-02
2024-12-09,1079.868896484375,1083.199951171875,1127.0,1077.8499755859375,1082.5,344722,2024-12-09
2024-12-16,1062.5224609375,1065.800048828125,1102.949951171875,1058.0999755859375,1083.199951171875,262133,2024-12-16
2024-12-23,1086.348876953125,1089.699951171875,1103.9000244140625,1014.9500122070312,1065.800048828125,241100,2024-12-23
2024-12-30,1133.3040771484375,1136.800048828125,1173.0,1072.699951171875,1090.0,437517,2024-12-30
2025-01-06,1065.56298828125,1068.8499755859375,1149.0,1041.949951171875,1137.0,311207,2025-01-06
2025-01-13,1096.5673828125,1099.949951171875,1111.0,1010.0,1061.8499755859375,176052,2025-01-13
2025-01-20,1147.56005859375,1151.0999755859375,1180.0,1073.5999755859375,1129.9000244140625,363323,2025-01-20
2025-01-27,1141.5,1141.5,1210.949951171875,1070.0,1133.8499755859375,430617,2025-01-27
2025-02-03,1059.8499755859375,1059.8499755859375,1144.449951171875,1032.4000244140625,1141.5,238973,2025-02-03
2025-02-10,1056.300048828125,1056.300048828125,1078.0,1002.2000122070312,1063.0,161431,2025-02-10
2025-02-17,1012.8499755859375,1012.8499755859375,1060.0,991.5499877929688,1056.300048828125,133188,2025-02-17
2025-02-24,958.0,958.0,1012.8499755859375,914.2000122070312,1012.8499755859375,204424,2025-02-24
2025-03-03,1038.5,1038.5,1078.800048828125,902.5999755859375,958.0,689246,2025-03-03
2025-03-10,986.75,986.75,1057.9000244140625,950.0,1046.1500244140625,251014,2025-03-10
2025-03-17,1131.300048828125,1131.300048828125,1149.9000244140625,970.75,970.75,271962,2025-03-17
2025-03-24,1079.1500244140625,1079.1500244140625,1233.300048828125,986.75,1145.25,1315368,2025-03-24
2025-03-31,1048.1500244140625,1048.1500244140625,1098.449951171875,1032.050048828125,1079.1500244140625,319419,2025-03-31
2025-04-07,1036.800048828125,1036.800048828125,1054.0,954.25,966.0,236553,2025-04-07
2025-04-14,1065.5999755859375,1065.5999755859375,1080.0,1036.800048828125,1036.800048828125,92228,2025-04-14
2025-04-21,1020.2999877929688,1020.2999877929688,1094.199951171875,1015.0,1065.5999755859375,197101,2025-04-21
2025-04-28,979.5,979.5,1039.5999755859375,973.0,1011.0999755859375,202808,2025-04-28
2025-05-05,993.2999877929688,993.2999877929688,1129.0999755859375,970.0,985.0,3501510,2025-05-05
2025-05-12,1040.9000244140625,1040.9000244140625,1052.0,1012.5499877929688,1021.0,247039,2025-05-12
2025-05-19,1048.6500244140625,1048.6500244140625,1074.949951171875,1040.4000244140625,1046.5,191206,2025-05-19
2025-05-26,1075.25,1075.25,1087.9000244140625,1020.5,1055.0,428399,2025-05-26
2025-06-02,1065.199951171875,1065.199951171875,1088.0,1045.5,1083.0,220751,2025-06-02
2025-06-09,1131.300048828125,1131.300048828125,1140.0,1065.0,1073.0,469238,2025-06-09
2025-06-16,1175.5,1175.5,1196.300048828125,1089.0,1140.0,665187,2025-06-16
2025-06-23,1180.699951171875,1180.699951171875,1218.699951171875,1151.0999755859375,1158.0,481329,2025-06-23
2025-06-30,1355.199951171875,1355.199951171875,1474.9000244140625,1185.0,1185.0,10981005,2025-06-30
2025-07-07,1350.199951171875,1350.199951171875,1439.9000244140625,1324.5999755859375,1355.199951171875,1807212,2025-07-07
2025-07-14,1402.4000244140625,1402.4000244140625,1437.0,1343.9000244140625,1355.300048828125,722353,2025-07-14
