Date,Adj Close_AKUMS.NS,Close_AKUMS.NS,High_AKUMS.NS,Low_AKUMS.NS,Open_AKUMS.NS,Volume_AKUMS.NS,Date
2024-08-05,803.1500244140625,803.1500244140625,824.0,725.0,725.0,27854989,2024-08-05
2024-08-12,1066.6500244140625,1066.6500244140625,1066.6500244140625,797.5499877929688,801.75,5410161,2024-08-12
2024-08-19,940.6500244140625,940.6500244140625,1175.9000244140625,925.5499877929688,1090.0,4273236,2024-08-19
2024-08-26,864.0499877929688,864.0499877929688,968.9000244140625,856.8499755859375,957.0,1703896,2024-08-26
2024-09-02,864.9500122070312,864.9500122070312,929.9000244140625,821.0,870.4500122070312,2186916,2024-09-02
2024-09-09,902.5999755859375,902.5999755859375,949.0,847.5499877929688,867.9000244140625,1105649,2024-09-09
2024-09-16,851.75,851.75,909.9000244140625,828.0499877929688,907.9500122070312,1087084,2024-09-16
2024-09-23,832.5999755859375,832.5999755859375,882.9500122070312,828.0999755859375,858.9000244140625,523702,2024-09-23
2024-09-30,836.5499877929688,836.5499877929688,880.5,832.5499877929688,832.9500122070312,569877,2024-09-30
2024-10-07,857.0999755859375,857.0999755859375,889.9000244140625,813.5499877929688,847.0,527972,2024-10-07
2024-10-14,910.0,910.0,939.9500122070312,805.0999755859375,868.8499755859375,1263873,2024-10-14
2024-10-21,848.25,848.25,927.9500122070312,843.0,920.0999755859375,515194,2024-10-21
2024-10-28,855.6500244140625,855.6500244140625,902.5999755859375,835.0,849.5,629647,2024-10-28
2024-11-04,796.2000122070312,796.2000122070312,855.6500244140625,795.0499877929688,855.6500244140625,622195,2024-11-04
2024-11-11,582.0999755859375,582.0999755859375,794.2000122070312,582.0999755859375,794.2000122070312,2293435,2024-11-11
2024-11-18,640.0999755859375,640.0999755859375,640.0999755859375,530.0499877929688,562.0,2918546,2024-11-18
2024-11-25,605.0999755859375,605.0999755859375,705.7000122070312,582.3499755859375,672.0999755859375,3891611,2024-11-25
2024-12-02,624.2999877929688,624.2999877929688,635.0,591.1500244140625,609.0,1600422,2024-12-02
2024-12-09,589.2999877929688,589.2999877929688,631.4000244140625,576.0,619.5499877929688,1088418,2024-12-09
2024-12-16,572.7999877929688,572.7999877929688,594.8499755859375,552.3499755859375,580.0,1329547,2024-12-16
2024-12-23,668.4000244140625,668.4000244140625,668.4000244140625,555.5999755859375,580.0,4610391,2024-12-23
2024-12-30,633.8499755859375,633.8499755859375,678.4000244140625,623.0,668.4000244140625,1973949,2024-12-30
2025-01-06,618.25,618.25,652.6500244140625,601.5499877929688,631.0499877929688,1760823,2025-01-06
2025-01-13,632.7000122070312,632.7000122070312,636.0,595.25,612.0,912854,2025-01-13
2025-01-20,567.7999877929688,567.7999877929688,635.4500122070312,565.0,623.5,1439944,2025-01-20
2025-01-27,572.5999755859375,572.5999755859375,604.0499877929688,526.5499877929688,567.0,1026542,2025-01-27
2025-02-03,560.9000244140625,560.9000244140625,618.4500122070312,555.0499877929688,560.0,1268552,2025-02-03
2025-02-10,523.4000244140625,523.4000244140625,579.25,518.5499877929688,563.0,1452390,2025-02-10
2025-02-17,496.70001220703125,496.70001220703125,528.25,483.0,522.5499877929688,1939814,2025-02-17
2025-02-24,455.5,455.5,502.45001220703125,445.04998779296875,494.0,1759091,2025-02-24
2025-03-03,503.6000061035156,503.6000061035156,529.5999755859375,432.6000061035156,453.0,2381816,2025-03-03
2025-03-10,510.25,510.25,527.7000122070312,475.0,502.0,1181096,2025-03-10
2025-03-17,500.45001220703125,500.45001220703125,524.4500122070312,490.8999938964844,514.9500122070312,1801424,2025-03-17
2025-03-24,473.20001220703125,473.20001220703125,510.0,445.0,499.0,2984570,2025-03-24
2025-03-31,448.8500061035156,448.8500061035156,496.6499938964844,440.54998779296875,470.54998779296875,959291,2025-03-31
2025-04-07,433.79998779296875,433.79998779296875,462.8999938964844,405.0,423.0,3958347,2025-04-07
2025-04-14,486.3500061035156,486.3500061035156,504.3999938964844,435.79998779296875,439.95001220703125,2291353,2025-04-14
2025-04-21,530.5999755859375,530.5999755859375,543.0,479.20001220703125,483.0,1703466,2025-04-21
2025-04-28,517.5999755859375,517.5999755859375,544.7000122070312,504.04998779296875,530.5,892631,2025-04-28
2025-05-05,504.45001220703125,504.45001220703125,527.9500122070312,498.0,517.0,903053,2025-05-05
2025-05-12,546.4000244140625,546.4000244140625,562.5,504.29998779296875,510.0,1359280,2025-05-12
2025-05-19,566.0499877929688,566.0499877929688,586.9500122070312,539.0999755859375,546.9500122070312,1219223,2025-05-19
2025-05-26,571.4000244140625,571.4000244140625,622.9500122070312,565.0499877929688,567.0,2605946,2025-05-26
2025-06-02,564.1500244140625,564.1500244140625,580.2000122070312,551.0499877929688,572.0,606553,2025-06-02
2025-06-09,572.2999877929688,572.2999877929688,587.0999755859375,555.0,564.0,755189,2025-06-09
2025-06-16,542.7000122070312,542.7000122070312,582.75,535.5999755859375,577.0,659828,2025-06-16
2025-06-23,594.0,594.0,597.0,532.5999755859375,536.0,2804808,2025-06-23
2025-06-30,578.5,578.5,595.5,568.5499877929688,591.0999755859375,1038433,2025-06-30
2025-07-07,557.9500122070312,557.9500122070312,592.0,544.5,580.0,2100274,2025-07-07
2025-07-14,556.8499755859375,556.8499755859375,564.4000244140625,550.0,558.9500122070312,643061,2025-07-14
