Date,Adj Close_TCPLPACK.NS,Close_TCPLPACK.NS,High_TCPLPACK.NS,Low_TCPLPACK.NS,Open_TCPLPACK.NS,Volume_TCPLPACK.NS,Date
2021-04-19,375.6862487792969,392.54998779296875,401.0,370.54998779296875,400.0,25742,2021-04-19
2021-04-26,456.6997375488281,477.20001220703125,509.0,386.0,392.75,219512,2021-04-26
2021-05-03,452.2494812011719,472.54998779296875,515.0,455.79998779296875,485.0,56447,2021-05-03
2021-05-10,431.7209777832031,451.1000061035156,495.8999938964844,445.45001220703125,482.0,12323,2021-05-10
2021-05-17,451.9145202636719,472.20001220703125,498.1000061035156,452.1000061035156,471.0,40271,2021-05-17
2021-05-24,445.11956787109375,465.1000061035156,494.8999938964844,459.95001220703125,480.0,20745,2021-05-24
2021-05-31,469.1891174316406,490.25,540.0,472.1499938964844,480.3500061035156,169666,2021-05-31
2021-06-07,457.1304016113281,477.6499938964844,495.0,471.95001220703125,481.0,34612,2021-06-07
2021-06-14,454.30712890625,474.70001220703125,500.0,465.0,480.0,44830,2021-06-14
2021-06-21,467.8013916015625,488.79998779296875,500.0,468.0,468.0,31276,2021-06-21
2021-06-28,516.1320190429688,539.2999877929688,574.0,481.6499938964844,495.0,381117,2021-06-28
2021-07-05,517.4718627929688,540.7000122070312,561.0999755859375,509.0,546.3499755859375,152441,2021-07-05
2021-07-12,505.8437805175781,528.5499877929688,549.0499877929688,524.5499877929688,549.0,56593,2021-07-12
2021-07-19,529.052001953125,552.7999877929688,567.0,502.04998779296875,528.5499877929688,125854,2021-07-19
2021-07-26,541.2542114257812,565.5499877929688,604.0,551.0999755859375,564.0,281760,2021-07-26
2021-08-02,527.281494140625,550.9500122070312,575.0,544.9000244140625,575.0,73534,2021-08-02
2021-08-09,496.89544677734375,519.2000122070312,558.9500122070312,481.0,558.9500122070312,135568,2021-08-09
2021-08-16,553.64794921875,578.5,593.0,520.0499877929688,520.6500244140625,316314,2021-08-16
2021-08-23,519.5492553710938,535.75,589.4000244140625,518.2000122070312,570.0,332774,2021-08-23
2021-08-30,513.97314453125,530.0,542.9000244140625,523.0,535.75,39338,2021-08-30
2021-09-06,501.8996276855469,517.5499877929688,537.9500122070312,513.75,525.0,22463,2021-09-06
2021-09-13,514.9429321289062,531.0,539.2000122070312,489.70001220703125,517.5499877929688,72148,2021-09-13
2021-09-20,514.3125,530.3499755859375,538.9000244140625,516.5499877929688,530.0,60374,2021-09-20
2021-09-27,523.4282836914062,539.75,552.6500244140625,515.0499877929688,530.0499877929688,57023,2021-09-27
2021-10-04,535.8897094726562,552.5999755859375,573.9500122070312,536.5499877929688,542.5,67251,2021-10-04
2021-10-11,530.5560302734375,547.0999755859375,577.0,543.0999755859375,569.8499755859375,47036,2021-10-11
2021-10-18,505.4877624511719,521.25,564.8499755859375,520.0499877929688,560.0,64396,2021-10-18
2021-10-25,492.7353820800781,508.1000061035156,547.0,505.0,520.0,24261,2021-10-25
2021-11-01,528.3740844726562,544.8499755859375,551.0,502.1000061035156,502.1000061035156,34531,2021-11-01
2021-11-08,539.2354125976562,556.0499877929688,612.0,542.2000122070312,553.0,155506,2021-11-08
2021-11-15,484.58941650390625,499.70001220703125,547.0,498.0,536.0499877929688,76377,2021-11-15
2021-11-22,481.3891906738281,496.3999938964844,528.8499755859375,490.0,500.0,83639,2021-11-22
2021-11-29,486.5774230957031,501.75,508.3999938964844,486.0,486.54998779296875,53945,2021-11-29
2021-12-06,490.98980712890625,506.29998779296875,523.0,488.0,501.8500061035156,49761,2021-12-06
2021-12-13,497.97210693359375,513.5,539.75,503.8500061035156,513.2999877929688,36523,2021-12-13
2021-12-20,490.7958679199219,506.1000061035156,527.4000244140625,498.1000061035156,513.5,37049,2021-12-20
2021-12-27,499.184326171875,514.75,525.0,496.70001220703125,498.1000061035156,21846,2021-12-27
2022-01-03,521.246337890625,537.5,577.0,517.3499755859375,529.0,73018,2022-01-03
2022-01-10,524.7860107421875,541.1500244140625,554.0,525.0,554.0,41984,2022-01-10
2022-01-17,515.1369018554688,531.2000122070312,559.9500122070312,527.0,541.1500244140625,29672,2022-01-17
2022-01-24,535.3563232421875,552.0499877929688,575.4000244140625,500.0,547.1500244140625,60110,2022-01-24
2022-01-31,525.416259765625,541.7999877929688,560.0,529.1500244140625,555.0,25653,2022-01-31
2022-02-07,556.1576538085938,573.5,662.0,547.6500244140625,555.0,618137,2022-02-07
2022-02-14,697.1124267578125,718.8499755859375,727.0,522.0,522.0,576543,2022-02-14
2022-02-21,680.1901245117188,701.4000244140625,837.0,642.3499755859375,748.7000122070312,1275348,2022-02-21
2022-02-28,695.8517456054688,717.5499877929688,755.0,666.0,704.4000244140625,231548,2022-02-28
2022-03-07,743.467041015625,766.6500244140625,824.0,679.0499877929688,695.0,346127,2022-03-07
2022-03-14,683.2933349609375,704.5999755859375,773.0,696.0999755859375,773.0,150418,2022-03-14
2022-03-21,657.4492797851562,677.9500122070312,736.7000122070312,662.4000244140625,712.9000244140625,205229,2022-03-21
2022-03-28,754.4738159179688,778.0,795.5499877929688,667.8499755859375,677.9500122070312,238795,2022-03-28
2022-04-04,808.4409790039062,833.6500244140625,878.2999877929688,780.0,798.7000122070312,331430,2022-04-04
2022-04-11,802.2344970703125,827.25,900.0,821.0,840.25,157117,2022-04-11
2022-04-18,810.2835083007812,835.5499877929688,979.7999877929688,827.7999877929688,833.25,494310,2022-04-18
2022-04-25,771.590087890625,795.6500244140625,848.8499755859375,789.75,839.25,105198,2022-04-25
2022-05-02,757.7224731445312,781.3499755859375,836.25,756.3499755859375,793.2000122070312,64606,2022-05-02
2022-05-09,672.0926513671875,693.0499877929688,793.0499877929688,644.5999755859375,781.3499755859375,130689,2022-05-09
2022-05-16,790.7428588867188,815.4000244140625,837.9000244140625,684.9000244140625,693.0499877929688,118494,2022-05-16
2022-05-23,884.47021484375,912.0499877929688,933.7000122070312,702.3499755859375,832.0,417157,2022-05-23
2022-05-30,886.5067138671875,914.1500244140625,954.75,872.5999755859375,911.0,259291,2022-05-30
2022-06-06,855.1349487304688,881.7999877929688,917.7000122070312,864.2999877929688,910.0,67777,2022-06-06
2022-06-13,778.7177734375,803.0,879.0,800.0499877929688,851.0,50087,2022-06-13
2022-06-20,778.0389404296875,802.2999877929688,819.5,800.0,804.0499877929688,47408,2022-06-20
2022-06-27,818.2839965820312,843.7999877929688,889.7999877929688,809.25,812.25,57434,2022-06-27
2022-07-04,938.5343627929688,967.7999877929688,984.0,798.5999755859375,849.9500122070312,146045,2022-07-04
2022-07-11,989.3983154296875,1020.25,1067.25,942.3499755859375,979.9500122070312,375061,2022-07-11
2022-07-18,1012.7695922851562,1044.3499755859375,1057.9000244140625,985.0,1020.25,104200,2022-07-18
2022-07-25,1004.7205810546875,1036.050048828125,1104.0,1002.3499755859375,1049.449951171875,115233,2022-07-25
2022-08-01,996.1380615234375,1027.199951171875,1037.8499755859375,971.8499755859375,1034.9000244140625,84215,2022-08-01
2022-08-08,1101.9471435546875,1125.1500244140625,1190.0,1020.8499755859375,1045.0,216959,2022-08-08
2022-08-15,1216.6812744140625,1242.300048828125,1307.9000244140625,1086.5999755859375,1125.1500244140625,326331,2022-08-15
2022-08-22,1270.7918701171875,1297.550048828125,1399.0,1217.5999755859375,1259.9000244140625,208518,2022-08-22
2022-08-29,1411.528564453125,1441.25,1463.0999755859375,1270.800048828125,1270.800048828125,157500,2022-08-29
2022-09-05,1310.456787109375,1338.050048828125,1541.800048828125,1326.0,1458.0,201258,2022-09-05
2022-09-12,1173.6865234375,1198.4000244140625,1396.0,1170.5999755859375,1365.0,295619,2022-09-12
2022-09-19,1111.447021484375,1134.8499755859375,1231.949951171875,1093.9000244140625,1200.0,206520,2022-09-19
2022-09-26,1152.1890869140625,1176.449951171875,1193.800048828125,1056.0,1120.0,236259,2022-09-26
2022-10-03,1186.320556640625,1211.300048828125,1215.0,1111.1500244140625,1192.0,119925,2022-10-03
2022-10-10,1204.78173828125,1230.1500244140625,1271.949951171875,1175.5,1200.0,138370,2022-10-10
2022-10-17,1267.1680908203125,1293.8499755859375,1355.0,1205.1500244140625,1207.0,127613,2022-10-17
2022-10-24,1222.1658935546875,1247.9000244140625,1349.9000244140625,1235.0,1314.449951171875,86055,2022-10-24
2022-10-31,1125.5010986328125,1149.199951171875,1272.0,1117.4000244140625,1266.6500244140625,103245,2022-10-31
2022-11-07,1402.0775146484375,1431.5999755859375,1449.9000244140625,1160.5999755859375,1160.5999755859375,307293,2022-11-07
2022-11-14,1577.826904296875,1611.050048828125,1695.0,1368.050048828125,1434.0,348700,2022-11-14
2022-11-21,1579.1490478515625,1612.4000244140625,1709.0,1545.199951171875,1670.0,210641,2022-11-21
2022-11-28,1574.00732421875,1607.1500244140625,1669.6500244140625,1552.0,1620.0,123322,2022-11-28
2022-12-05,1600.84228515625,1634.550048828125,1802.0,1590.0999755859375,1607.0999755859375,214545,2022-12-05
2022-12-12,1515.93017578125,1547.8499755859375,1667.199951171875,1532.800048828125,1666.449951171875,87382,2022-12-12
2022-12-19,1309.967041015625,1337.550048828125,1590.75,1322.699951171875,1566.9000244140625,118604,2022-12-19
2022-12-26,1494.971435546875,1526.449951171875,1560.0,1310.0,1310.0,135368,2022-12-26
2023-01-02,1413.9769287109375,1443.75,1595.0,1431.4000244140625,1532.75,73785,2023-01-02
2023-01-09,1400.510498046875,1430.0,1469.9000244140625,1353.0,1469.9000244140625,79092,2023-01-09
2023-01-16,1332.1988525390625,1360.25,1458.5999755859375,1355.0,1450.0,47016,2023-01-16
2023-01-23,1282.59326171875,1309.5999755859375,1400.0,1296.0,1387.800048828125,71528,2023-01-23
2023-01-30,1316.088134765625,1343.800048828125,1360.0,1272.550048828125,1308.949951171875,52676,2023-01-30
2023-02-06,1383.0286865234375,1412.1500244140625,1475.0,1340.199951171875,1343.5,92766,2023-02-06
2023-02-13,1346.595703125,1374.949951171875,1480.0,1366.0,1449.0,50243,2023-02-13
2023-02-20,1314.8148193359375,1342.5,1417.0,1312.0999755859375,1372.0,23977,2023-02-20
2023-02-27,1276.668212890625,1303.550048828125,1349.4000244140625,1260.050048828125,1336.0,45324,2023-02-27
2023-03-06,1289.98779296875,1317.1500244140625,1350.0,1275.0,1303.550048828125,31148,2023-03-06
2023-03-13,1261.9775390625,1288.550048828125,1324.449951171875,1257.0,1307.0,40437,2023-03-13
2023-03-20,1283.6705322265625,1310.699951171875,1351.0,1248.949951171875,1248.949951171875,35385,2023-03-20
2023-03-27,1379.7476806640625,1408.800048828125,1432.449951171875,1265.0,1320.0,44985,2023-03-27
2023-04-03,1401.9305419921875,1431.449951171875,1451.9000244140625,1402.0,1423.75,25480,2023-04-03
2023-04-10,1420.2938232421875,1450.199951171875,1552.25,1432.3499755859375,1435.449951171875,67621,2023-04-10
2023-04-17,1469.507568359375,1500.449951171875,1555.0,1425.0,1450.0,48010,2023-04-17
2023-04-24,1480.4766845703125,1511.6500244140625,1545.0,1468.0,1500.449951171875,35055,2023-04-24
2023-05-01,1459.37109375,1490.0999755859375,1660.0,1481.0999755859375,1511.6500244140625,119411,2023-05-01
2023-05-08,1546.48681640625,1579.050048828125,1610.0,1493.0,1495.0,42049,2023-05-08
2023-05-15,1543.9403076171875,1576.449951171875,1628.8499755859375,1530.0,1610.0,36548,2023-05-15
2023-05-22,1590.754638671875,1624.25,1668.0,1571.0,1571.0,109161,2023-05-22
2023-05-29,1442.329833984375,1472.699951171875,1688.949951171875,1411.4000244140625,1688.949951171875,231916,2023-05-29
2023-06-05,1434.152099609375,1464.3499755859375,1545.0,1461.199951171875,1494.699951171875,78937,2023-06-05
2023-06-12,1425.6314697265625,1455.6500244140625,1511.949951171875,1444.4000244140625,1484.9000244140625,65123,2023-06-12
2023-06-19,1390.080078125,1419.3499755859375,1492.0999755859375,1344.699951171875,1469.949951171875,251378,2023-06-19
2023-06-26,1397.7681884765625,1427.199951171875,1442.949951171875,1403.0,1420.0,44200,2023-06-26
2023-07-03,1371.814697265625,1400.699951171875,1469.5,1395.050048828125,1446.800048828125,59163,2023-07-03
2023-07-10,1599.12841796875,1632.800048828125,1645.0,1407.9000244140625,1418.5,263584,2023-07-10
2023-07-17,1580.8629150390625,1614.1500244140625,1669.449951171875,1535.449951171875,1635.0,167741,2023-07-17
2023-07-24,1628.264892578125,1662.550048828125,1816.699951171875,1605.0,1631.050048828125,390340,2023-07-24
2023-07-31,1739.0340576171875,1754.5999755859375,1779.0,1635.199951171875,1662.550048828125,143158,2023-07-31
2023-08-07,1743.2958984375,1758.9000244140625,1894.199951171875,1581.550048828125,1676.6500244140625,518961,2023-08-07
2023-08-14,1719.80615234375,1735.199951171875,1837.449951171875,1702.4000244140625,1768.0,73176,2023-08-14
2023-08-21,1848.3555908203125,1864.9000244140625,1880.0,1708.0999755859375,1745.0,146702,2023-08-21
2023-08-28,1894.4429931640625,1911.4000244140625,1948.0,1800.050048828125,1889.6500244140625,162367,2023-08-28
2023-09-04,1899.398681640625,1916.4000244140625,1966.5999755859375,1850.199951171875,1911.3499755859375,80141,2023-09-04
2023-09-11,2077.851318359375,2096.449951171875,2199.0,1713.0999755859375,1958.949951171875,271430,2023-09-11
2023-09-18,2074.779052734375,2093.35009765625,2133.0,2038.550048828125,2096.449951171875,48684,2023-09-18
2023-09-25,2144.058837890625,2163.25,2250.0,2087.14990234375,2093.0,72459,2023-09-25
2023-10-02,2153.969970703125,2173.25,2203.449951171875,2098.0,2163.25,28763,2023-10-02
2023-10-09,2159.07421875,2178.39990234375,2205.0,2108.0,2108.0,25541,2023-10-09
2023-10-16,2205.60791015625,2225.35009765625,2365.0,2195.0,2199.949951171875,77444,2023-10-16
2023-10-23,2026.6099853515625,2044.75,2238.64990234375,1926.050048828125,2238.64990234375,71882,2023-10-23
2023-10-30,2130.4306640625,2149.5,2177.0,2017.699951171875,2049.949951171875,36921,2023-10-30
2023-11-06,2136.17919921875,2155.300048828125,2176.0,2075.0,2155.89990234375,49100,2023-11-06
2023-11-13,2218.49267578125,2238.35009765625,2255.0,2168.0,2177.0,29421,2023-11-13
2023-11-20,2271.07177734375,2291.39990234375,2356.10009765625,2190.050048828125,2240.0,55415,2023-11-20
2023-11-27,2260.96240234375,2281.199951171875,2361.949951171875,2256.0,2291.39990234375,46691,2023-11-27
2023-12-04,2189.848876953125,2209.449951171875,2336.050048828125,2190.0,2327.0,36932,2023-12-04
2023-12-11,2141.927978515625,2161.10009765625,2301.699951171875,2141.0,2209.449951171875,34981,2023-12-11
2023-12-18,2113.036376953125,2131.949951171875,2175.949951171875,2036.050048828125,2175.75,39255,2023-12-18
2023-12-25,2242.62646484375,2262.699951171875,2359.449951171875,2044.75,2131.949951171875,158077,2023-12-25
2024-01-01,2160.4619140625,2179.800048828125,2284.949951171875,2150.0,2250.25,34190,2024-01-01
2024-01-08,2129.389892578125,2148.449951171875,2214.449951171875,2124.89990234375,2200.0,28808,2024-01-08
2024-01-15,2138.211181640625,2157.35009765625,2220.0,2095.0,2176.89990234375,32548,2024-01-15
2024-01-22,2118.983154296875,2137.949951171875,2157.35009765625,2092.14990234375,2157.35009765625,13766,2024-01-22
2024-01-29,2112.44189453125,2131.35009765625,2173.0,2110.5,2150.0,34257,2024-01-29
2024-02-05,2240.79296875,2260.85009765625,2430.0,2071.14990234375,2131.35009765625,173375,2024-02-05
2024-02-12,2239.4052734375,2259.449951171875,2318.949951171875,2156.10009765625,2260.85009765625,22813,2024-02-12
2024-02-19,2199.809814453125,2219.5,2335.39990234375,2174.0,2277.5,14687,2024-02-19
2024-02-26,2183.059814453125,2202.60009765625,2257.75,2158.89990234375,2220.050048828125,14118,2024-02-26
2024-03-04,2441.595458984375,2463.449951171875,2490.0,2172.050048828125,2229.949951171875,93034,2024-03-04
2024-03-11,2267.80126953125,2288.10009765625,2498.949951171875,2215.050048828125,2498.949951171875,37284,2024-03-11
2024-03-18,2182.068603515625,2201.60009765625,2300.0,2170.449951171875,2300.0,10702,2024-03-18
2024-03-25,2214.032470703125,2233.85009765625,2299.949951171875,2135.0,2201.60009765625,11168,2024-03-25
2024-04-01,2212.793701171875,2232.60009765625,2408.85009765625,2170.0,2237.35009765625,21517,2024-04-01
2024-04-08,2167.647705078125,2187.050048828125,2249.949951171875,2168.050048828125,2233.0,10487,2024-04-08
2024-04-15,2083.451416015625,2102.10009765625,2211.449951171875,2059.300048828125,2187.050048828125,10638,2024-04-15
2024-04-22,2055.650146484375,2074.050048828125,2198.800048828125,2062.0,2102.949951171875,16497,2024-04-22
2024-04-29,2158.182373046875,2177.5,2195.550048828125,2045.0,2098.75,28786,2024-04-29
2024-05-06,2046.9281005859375,2065.25,2224.39990234375,2050.550048828125,2224.39990234375,17382,2024-05-06
2024-05-13,2108.972900390625,2127.85009765625,2169.800048828125,2032.0,2083.64990234375,21426,2024-05-13
2024-05-20,2087.514892578125,2106.199951171875,2160.0,2072.050048828125,2138.449951171875,11436,2024-05-20
2024-05-27,2132.71044921875,2151.800048828125,2228.39990234375,2056.0,2086.0,38717,2024-05-27
2024-06-03,2076.513427734375,2095.10009765625,2215.0,2015.0,2151.0,47164,2024-06-03
2024-06-10,2191.6328125,2211.25,2237.949951171875,2080.0,2100.0,40179,2024-06-10
2024-06-17,2342.086181640625,2363.050048828125,2385.0,2200.0,2211.25,99948,2024-06-17
2024-06-24,2486.09716796875,2508.35009765625,2650.0,2383.75,2424.0,134938,2024-06-24
2024-07-01,2508.69482421875,2531.14990234375,2741.25,2435.550048828125,2515.800048828125,146488,2024-07-01
2024-07-08,2515.087890625,2537.60009765625,2650.0,2500.0,2545.0,40754,2024-07-08
2024-07-15,2489.1201171875,2511.39990234375,2572.60009765625,2416.800048828125,2543.949951171875,22751,2024-07-15
2024-07-22,2498.238525390625,2520.60009765625,2550.0,2411.0,2501.60009765625,19825,2024-07-22
2024-07-29,3199.050048828125,3199.050048828125,3240.0,2505.0,2575.0,469612,2024-07-29
2024-08-05,3106.699951171875,3106.699951171875,3225.0,3002.35009765625,3070.0,44880,2024-08-05
2024-08-12,3029.300048828125,3029.300048828125,3099.949951171875,2924.89990234375,3080.10009765625,15122,2024-08-12
2024-08-19,3243.800048828125,3243.800048828125,3299.39990234375,3047.949951171875,3048.0,53052,2024-08-19
2024-08-26,3320.300048828125,3320.300048828125,3398.449951171875,3134.75,3288.0,77277,2024-08-26
2024-09-02,3421.949951171875,3421.949951171875,3525.0,3250.0,3360.0,50573,2024-09-02
2024-09-09,3330.300048828125,3330.300048828125,3494.85009765625,3282.699951171875,3470.85009765625,33316,2024-09-09
2024-09-16,3482.85009765625,3482.85009765625,3595.0,3206.550048828125,3360.0,45956,2024-09-16
2024-09-23,3420.60009765625,3420.60009765625,3671.449951171875,3382.35009765625,3535.39990234375,44179,2024-09-23
2024-09-30,3278.39990234375,3278.39990234375,3470.0,3206.699951171875,3398.199951171875,12390,2024-09-30
2024-10-07,3413.64990234375,3413.64990234375,3573.5,3155.699951171875,3300.0,31267,2024-10-07
2024-10-14,3379.199951171875,3379.199951171875,3475.0,3290.449951171875,3434.0,44192,2024-10-14
2024-10-21,3119.89990234375,3119.89990234375,3434.0,3022.35009765625,3371.14990234375,36337,2024-10-21
2024-10-28,3161.35009765625,3161.35009765625,3180.0,3000.300048828125,3119.89990234375,16540,2024-10-28
2024-11-04,3195.64990234375,3195.64990234375,3344.89990234375,3104.550048828125,3161.35009765625,16740,2024-11-04
2024-11-11,3178.85009765625,3178.85009765625,3360.0,3040.050048828125,3195.0,44337,2024-11-11
2024-11-18,3068.0,3068.0,3178.800048828125,3032.050048828125,3178.800048828125,9840,2024-11-18
2024-11-25,3116.25,3116.25,3166.0,3004.39990234375,3111.14990234375,24404,2024-11-25
2024-12-02,3247.550048828125,3247.550048828125,3316.75,3117.800048828125,3127.0,20156,2024-12-02
2024-12-09,3261.949951171875,3261.949951171875,3405.0,3156.800048828125,3255.64990234375,16041,2024-12-09
2024-12-16,3151.550048828125,3151.550048828125,3397.449951171875,3110.699951171875,3308.39990234375,16920,2024-12-16
2024-12-23,3159.14990234375,3159.14990234375,3182.0,3057.85009765625,3159.550048828125,5948,2024-12-23
2024-12-30,3203.14990234375,3203.14990234375,3250.0,3113.0,3158.10009765625,7392,2024-12-30
2025-01-06,3258.25,3258.25,3350.0,3122.35009765625,3174.050048828125,14570,2025-01-06
2025-01-13,3611.64990234375,3611.64990234375,3830.0,3108.949951171875,3260.0,81197,2025-01-13
2025-01-20,3117.300048828125,3117.300048828125,3625.0,3099.949951171875,3580.0,31579,2025-01-20
2025-01-27,3388.199951171875,3388.199951171875,3499.949951171875,3015.050048828125,3133.699951171875,20652,2025-01-27
2025-02-03,3293.949951171875,3293.949951171875,3364.89990234375,3140.0,3364.89990234375,12026,2025-02-03
2025-02-10,3484.75,3484.75,3700.0,3000.0,3293.949951171875,82769,2025-02-10
2025-02-17,4003.85009765625,4003.85009765625,4225.0,3388.550048828125,3410.39990234375,221927,2025-02-17
2025-02-24,3908.699951171875,3908.699951171875,4320.0,3780.35009765625,3997.25,95281,2025-02-24
2025-03-03,4668.5,4668.5,4776.89990234375,3723.800048828125,3852.0,205162,2025-03-03
2025-03-10,4356.4501953125,4356.4501953125,4668.5,4213.35009765625,4668.5,88346,2025-03-10
2025-03-17,4581.64990234375,4581.64990234375,4743.85009765625,4303.85009765625,4418.0498046875,81317,2025-03-17
2025-03-24,4565.35009765625,4565.35009765625,4900.0,4373.35009765625,4585.0,119793,2025-03-24
2025-03-31,4152.0,4152.0,4567.0498046875,4116.0498046875,4565.35009765625,62482,2025-03-31
2025-04-07,3889.35009765625,3889.35009765625,4175.0,3660.0,3665.0,53046,2025-04-07
2025-04-14,3986.699951171875,3986.699951171875,4079.89990234375,3910.10009765625,3910.10009765625,26855,2025-04-14
2025-04-21,3686.60009765625,3686.60009765625,4058.39990234375,3632.300048828125,3976.0,60618,2025-04-21
2025-04-28,3606.89990234375,3606.89990234375,3779.89990234375,3524.60009765625,3705.89990234375,50396,2025-04-28
2025-05-05,3635.300048828125,3635.300048828125,3679.800048828125,3501.0,3602.0,34461,2025-05-05
2025-05-12,3836.300048828125,3836.300048828125,4000.0,3662.5,3662.5,48769,2025-05-12
2025-05-19,4046.199951171875,4046.199951171875,4160.0,3770.199951171875,3856.5,58647,2025-05-19
2025-05-26,4215.89990234375,4215.89990234375,4460.0,3986.0,4006.0,111110,2025-05-26
2025-06-02,3780.199951171875,3780.199951171875,4078.5,3765.5,4078.5,80821,2025-06-02
2025-06-09,3740.39990234375,3740.39990234375,3950.0,3599.89990234375,3774.60009765625,37692,2025-06-09
2025-06-16,3635.10009765625,3635.10009765625,3755.0,3600.0,3707.0,29278,2025-06-16
2025-06-23,3667.0,3667.0,3900.0,3605.0,3605.0,44383,2025-06-23
2025-06-30,3687.89990234375,3687.89990234375,3732.89990234375,3652.0,3686.300048828125,22126,2025-06-30
2025-07-07,3727.0,3727.0,3758.5,3630.0,3707.0,33386,2025-07-07
2025-07-14,3751.199951171875,3751.199951171875,3793.5,3697.5,3754.89990234375,10348,2025-07-14
