Date,Adj Close_ADVANIHOTR.NS,Close_ADVANIHOTR.NS,High_ADVANIHOTR.NS,Low_ADVANIHOTR.NS,Open_ADVANIHOTR.NS,Volume_ADVANIHOTR.NS,Date
2020-07-13,18.045028686523438,20.200000762939453,22.475000381469727,19.850000381469727,21.850000381469727,31316,2020-07-13
2020-07-20,18.268354415893555,20.450000762939453,21.549999237060547,20.0,20.549999237060547,43582,2020-07-20
2020-07-27,18.045028686523438,20.200000762939453,21.0,19.5,20.0,33532,2020-07-27
2020-08-03,18.424684524536133,20.625,21.0,19.600000381469727,20.399999618530273,69948,2020-08-03
2020-08-10,20.322988510131836,22.75,23.799999237060547,20.225000381469727,21.375,130824,2020-08-10
2020-08-17,20.724979400634766,23.200000762939453,23.950000762939453,21.850000381469727,23.524999618530273,118252,2020-08-17
2020-08-24,21.10464096069336,23.625,24.399999618530273,21.049999237060547,23.399999618530273,164892,2020-08-24
2020-08-31,20.345321655273438,22.774999618530273,24.950000762939453,21.299999237060547,23.674999237060547,261088,2020-08-31
2020-09-07,19.3850040435791,21.700000762939453,22.774999618530273,20.100000381469727,22.5,69212,2020-09-07
2020-09-14,19.630666732788086,21.975000381469727,22.375,21.149999618530273,21.899999618530273,44752,2020-09-14
2020-09-21,18.402353286743164,20.600000381469727,21.799999237060547,19.125,21.475000381469727,90060,2020-09-21
2020-09-28,19.474336624145508,21.799999237060547,22.225000381469727,20.0,20.899999618530273,65678,2020-09-28
2020-10-05,18.8936767578125,21.149999618530273,22.725000381469727,20.924999237060547,22.725000381469727,40664,2020-10-05
2020-10-12,18.29068946838379,20.475000381469727,21.549999237060547,20.024999618530273,20.899999618530273,27544,2020-10-12
2020-10-19,18.51401710510254,20.725000381469727,21.274999618530273,18.975000381469727,20.825000762939453,54122,2020-10-19
2020-10-26,18.067359924316406,20.225000381469727,21.350000381469727,19.5,20.75,35248,2020-10-26
2020-11-02,18.0003604888916,20.149999618530273,20.674999237060547,19.049999237060547,19.950000762939453,23584,2020-11-02
2020-11-09,19.89866065979004,22.274999618530273,23.450000762939453,19.649999618530273,20.725000381469727,184888,2020-11-09
2020-11-16,20.345321655273438,22.774999618530273,23.5,22.125,22.125,126952,2020-11-16
2020-11-23,26.754878997802734,29.950000762939453,31.899999618530273,22.774999618530273,22.899999618530273,1058366,2020-11-23
2020-11-30,25.928556442260742,29.024999618530273,29.975000381469727,27.549999237060547,29.950000762939453,750562,2020-11-30
2020-12-07,25.236238479614258,28.25,29.450000762939453,27.399999618530273,28.0,59764,2020-12-07
2020-12-14,23.494264602661133,26.299999237060547,28.325000762939453,25.725000381469727,28.325000762939453,108526,2020-12-14
2020-12-21,22.980607986450195,25.725000381469727,27.25,24.049999237060547,27.125,97168,2020-12-21
2020-12-28,22.891277313232422,25.625,26.475000381469727,24.450000762939453,26.475000381469727,58910,2020-12-28
2021-01-04,22.935943603515625,25.674999237060547,26.25,24.5,26.25,97528,2021-01-04
2021-01-11,21.930959701538086,24.549999237060547,26.049999237060547,24.125,26.049999237060547,41554,2021-01-11
2021-01-18,21.260971069335938,23.799999237060547,25.399999618530273,22.674999237060547,24.5,82798,2021-01-18
2021-01-25,20.635650634765625,23.100000381469727,24.075000762939453,22.25,23.950000762939453,37356,2021-01-25
2021-02-01,21.015308380126953,23.524999618530273,24.125,22.524999618530273,23.899999618530273,52914,2021-02-01
2021-02-08,23.33793830871582,26.125,26.174999237060547,23.450000762939453,23.850000381469727,199294,2021-02-08
2021-02-15,23.494264602661133,26.299999237060547,27.799999237060547,24.850000381469727,26.700000762939453,187498,2021-02-15
