Date,Adj Close_RISHABH.NS,Close_RISHABH.NS,High_RISHABH.NS,Low_RISHABH.NS,Open_RISHABH.NS,Volume_RISHABH.NS,Date
2023-09-11,447.6000061035156,447.6000061035156,470.0,432.3500061035156,460.04998779296875,11735279,2023-09-11
2023-09-18,453.70001220703125,453.70001220703125,463.20001220703125,443.1499938964844,449.8999938964844,1640635,2023-09-18
2023-09-25,503.3500061035156,503.3500061035156,518.0,448.54998779296875,453.70001220703125,3837093,2023-09-25
2023-10-02,532.5999755859375,532.5999755859375,555.0,467.70001220703125,503.3500061035156,2788333,2023-10-02
2023-10-09,518.5499877929688,518.5499877929688,541.7000122070312,508.5,526.4000244140625,1234014,2023-10-09
2023-10-16,509.8999938964844,509.8999938964844,545.0,501.1499938964844,526.3499755859375,611848,2023-10-16
2023-10-23,473.1000061035156,473.1000061035156,512.9500122070312,442.1499938964844,509.8999938964844,910076,2023-10-23
2023-10-30,469.45001220703125,469.45001220703125,489.95001220703125,465.8500061035156,475.95001220703125,483001,2023-10-30
2023-11-06,483.3500061035156,483.3500061035156,497.8999938964844,471.29998779296875,472.8999938964844,309749,2023-11-06
2023-11-13,509.8999938964844,509.8999938964844,545.5,506.8999938964844,543.0,655886,2023-11-13
2023-11-20,516.0499877929688,516.0499877929688,528.0499877929688,494.20001220703125,519.0,760478,2023-11-20
2023-11-27,528.2000122070312,528.2000122070312,538.8499755859375,507.70001220703125,516.0499877929688,913478,2023-11-27
2023-12-04,499.3999938964844,499.3999938964844,554.1500244140625,495.45001220703125,539.0,900596,2023-12-04
2023-12-11,557.8499755859375,557.8499755859375,570.7999877929688,492.29998779296875,500.0,1513820,2023-12-11
2023-12-18,553.7999877929688,553.7999877929688,595.0,538.6500244140625,568.0,1597855,2023-12-18
2023-12-25,582.8499755859375,582.8499755859375,615.0,546.7000122070312,553.7999877929688,1709754,2023-12-25
2024-01-01,571.7999877929688,571.7999877929688,589.0,561.4000244140625,576.0,555534,2024-01-01
2024-01-08,581.7000122070312,581.7000122070312,599.5,560.0499877929688,585.0,684098,2024-01-08
2024-01-15,576.4500122070312,576.4500122070312,589.5999755859375,561.9000244140625,581.7000122070312,450006,2024-01-15
2024-01-22,582.0999755859375,582.0999755859375,614.7999877929688,563.6500244140625,576.4500122070312,835967,2024-01-22
2024-01-29,613.1500244140625,613.1500244140625,635.4000244140625,577.0999755859375,595.0,1082006,2024-01-29
2024-02-05,608.0499877929688,608.0499877929688,625.0,580.0,615.0,428057,2024-02-05
2024-02-12,529.9500122070312,529.9500122070312,619.0,482.54998779296875,610.0,1727279,2024-02-12
2024-02-19,518.9500122070312,518.9500122070312,547.3499755859375,516.0999755859375,536.2000122070312,291497,2024-02-19
2024-02-26,489.8500061035156,489.8500061035156,522.1500244140625,488.1000061035156,519.0,502055,2024-02-26
2024-03-04,467.20001220703125,467.20001220703125,539.9000244140625,458.8500061035156,511.6000061035156,734594,2024-03-04
2024-03-11,449.95001220703125,449.95001220703125,472.70001220703125,402.20001220703125,467.8999938964844,1371859,2024-03-11
2024-03-18,428.8999938964844,428.8999938964844,458.8999938964844,422.04998779296875,445.0,767509,2024-03-18
2024-03-25,442.25,442.25,448.79998779296875,412.3999938964844,428.8999938964844,856090,2024-03-25
2024-04-01,461.29998779296875,461.29998779296875,470.0,442.0,444.0,625132,2024-04-01
2024-04-08,455.25,455.25,477.0,450.6000061035156,462.95001220703125,329209,2024-04-08
2024-04-15,429.75,429.75,449.95001220703125,420.79998779296875,420.79998779296875,277564,2024-04-15
2024-04-22,465.75,465.75,472.1000061035156,423.79998779296875,431.95001220703125,1087683,2024-04-22
2024-04-29,464.5,464.5,493.0,459.8500061035156,466.04998779296875,741102,2024-04-29
