Date,Adj Close_RISHABH.NS,Close_RISHABH.NS,High_RISHABH.NS,Low_RISHABH.NS,Open_RISHABH.NS,Volume_RISHABH.NS,Date
2024-05-06,487.0,487.0,500.0,452.1499938964844,463.0,1111999,2024-05-06
2024-05-13,491.6000061035156,491.6000061035156,513.0,465.0,486.95001220703125,703520,2024-05-13
2024-05-20,463.1000061035156,463.1000061035156,494.0,460.04998779296875,490.3999938964844,344468,2024-05-20
2024-05-27,422.8500061035156,422.8500061035156,488.3999938964844,417.1000061035156,464.8999938964844,839994,2024-05-27
2024-06-03,436.04998779296875,436.04998779296875,439.0,380.0,439.0,449274,2024-06-03
2024-06-10,423.1000061035156,423.1000061035156,447.70001220703125,419.25,440.0,436379,2024-06-10
2024-06-17,436.1499938964844,436.1499938964844,456.20001220703125,423.1000061035156,423.1000061035156,733679,2024-06-17
2024-06-24,449.04998779296875,449.04998779296875,474.0,420.95001220703125,438.0,756164,2024-06-24
2024-07-01,448.1499938964844,448.1499938964844,458.0,442.20001220703125,450.75,438442,2024-07-01
2024-07-08,445.6499938964844,445.6499938964844,453.0,428.25,452.8999938964844,345740,2024-07-08
2024-07-15,427.8999938964844,427.8999938964844,449.45001220703125,423.54998779296875,449.45001220703125,142753,2024-07-15
2024-07-22,426.79998779296875,426.79998779296875,449.0,415.0,427.45001220703125,485801,2024-07-22
2024-07-29,422.1499938964844,422.1499938964844,435.95001220703125,418.3999938964844,430.8999938964844,302657,2024-07-29
2024-08-05,418.8999938964844,418.8999938964844,428.95001220703125,397.1499938964844,417.95001220703125,546158,2024-08-05
2024-08-12,376.6000061035156,376.6000061035156,407.5,367.75,405.0,746486,2024-08-12
2024-08-19,377.79998779296875,377.79998779296875,385.70001220703125,368.0,382.6000061035156,556965,2024-08-19
2024-08-26,371.6000061035156,371.6000061035156,381.95001220703125,367.20001220703125,379.8500061035156,377009,2024-08-26
2024-09-02,374.6499938964844,374.6499938964844,382.3500061035156,365.95001220703125,377.1000061035156,276099,2024-09-02
2024-09-09,370.3500061035156,370.3500061035156,379.0,363.95001220703125,376.5,260388,2024-09-09
2024-09-16,354.45001220703125,354.45001220703125,381.70001220703125,348.8999938964844,371.0,325175,2024-09-16
2024-09-23,380.6000061035156,380.6000061035156,394.70001220703125,351.04998779296875,359.3999938964844,984998,2024-09-23
2024-09-30,378.1499938964844,378.1499938964844,401.0,372.1499938964844,382.0,538372,2024-09-30
2024-10-07,372.75,372.75,384.8999938964844,357.3999938964844,375.0,178821,2024-10-07
2024-10-14,363.1499938964844,363.1499938964844,376.70001220703125,356.6499938964844,372.95001220703125,137631,2024-10-14
2024-10-21,337.54998779296875,337.54998779296875,367.75,324.04998779296875,367.75,217542,2024-10-21
2024-10-28,356.20001220703125,356.20001220703125,359.0,328.6499938964844,340.54998779296875,148707,2024-10-28
2024-11-04,339.3999938964844,339.3999938964844,361.95001220703125,337.6000061035156,357.6000061035156,167724,2024-11-04
2024-11-11,332.54998779296875,332.54998779296875,349.0,318.04998779296875,338.0,126234,2024-11-11
2024-11-18,324.95001220703125,324.95001220703125,337.5,320.0,337.5,93280,2024-11-18
2024-11-25,373.29998779296875,373.29998779296875,385.0,326.0,331.0,463516,2024-11-25
2024-12-02,362.45001220703125,362.45001220703125,396.8999938964844,361.1000061035156,375.70001220703125,409003,2024-12-02
2024-12-09,368.54998779296875,368.54998779296875,382.70001220703125,354.0,362.45001220703125,185042,2024-12-09
2024-12-16,335.04998779296875,335.04998779296875,371.25,332.0,370.0,142764,2024-12-16
2024-12-23,333.75,333.75,346.0,328.29998779296875,336.5,101376,2024-12-23
2024-12-30,341.45001220703125,341.45001220703125,360.1000061035156,333.54998779296875,339.0,126953,2024-12-30
2025-01-06,316.6000061035156,316.6000061035156,343.20001220703125,315.0,343.20001220703125,126481,2025-01-06
2025-01-13,307.6499938964844,307.6499938964844,318.70001220703125,306.0,316.95001220703125,152518,2025-01-13
2025-01-20,298.5,298.5,313.70001220703125,290.0,310.79998779296875,189235,2025-01-20
2025-01-27,288.8999938964844,288.8999938964844,300.79998779296875,275.45001220703125,294.0,164020,2025-01-27
2025-02-03,307.1000061035156,307.1000061035156,309.0,278.3999938964844,288.0,112688,2025-02-03
2025-02-10,249.85000610351562,249.85000610351562,314.0,243.0,309.0,249186,2025-02-10
2025-02-17,228.89999389648438,228.89999389648438,253.0500030517578,217.0,240.5,375267,2025-02-17
2025-02-24,209.9499969482422,209.9499969482422,231.9499969482422,207.10000610351562,229.6999969482422,235917,2025-02-24
2025-03-03,229.1999969482422,229.1999969482422,234.89999389648438,201.5,207.9499969482422,356543,2025-03-03
2025-03-10,206.6999969482422,206.6999969482422,230.0,205.9199981689453,225.75,268364,2025-03-10
2025-03-17,228.4499969482422,228.4499969482422,234.99000549316406,202.50999450683594,207.10000610351562,387148,2025-03-17
2025-03-24,215.35000610351562,215.35000610351562,264.0,211.5,230.9499969482422,1257761,2025-03-24
2025-03-31,228.8300018310547,228.8300018310547,245.57000732421875,213.00999450683594,215.35000610351562,322025,2025-03-31
2025-04-07,222.9600067138672,222.9600067138672,224.99000549316406,207.11000061035156,214.00999450683594,118182,2025-04-07
2025-04-14,240.82000732421875,240.82000732421875,247.0,222.9600067138672,222.9600067138672,90187,2025-04-14
2025-04-21,264.9100036621094,264.9100036621094,294.79998779296875,235.85000610351562,240.82000732421875,752595,2025-04-21
2025-04-28,255.0,255.0,276.6400146484375,252.8000030517578,262.25,119381,2025-04-28
2025-05-05,240.5500030517578,240.5500030517578,264.54998779296875,230.1999969482422,259.8500061035156,153836,2025-05-05
2025-05-12,283.29998779296875,283.29998779296875,289.6499938964844,244.1999969482422,244.1999969482422,313084,2025-05-12
2025-05-19,291.25,291.25,295.0,270.20001220703125,285.0,254892,2025-05-19
2025-05-26,296.6499938964844,296.6499938964844,312.6499938964844,280.0,294.1499938964844,334929,2025-05-26
2025-06-02,296.79998779296875,296.79998779296875,309.6499938964844,286.75,299.0,186039,2025-06-02
2025-06-09,297.3999938964844,297.3999938964844,324.0,290.1000061035156,299.0,297192,2025-06-09
2025-06-16,284.6000061035156,284.6000061035156,305.8500061035156,283.1000061035156,295.5,127524,2025-06-16
2025-06-23,281.70001220703125,281.70001220703125,291.8999938964844,276.3999938964844,281.75,312742,2025-06-23
2025-06-30,284.75,284.75,316.70001220703125,282.6000061035156,285.95001220703125,345801,2025-06-30
2025-07-07,296.04998779296875,296.04998779296875,308.0,277.04998779296875,284.1000061035156,373372,2025-07-07
2025-07-14,297.20001220703125,297.20001220703125,299.75,286.3999938964844,297.54998779296875,77808,2025-07-14
