Date,Adj Close_NGLFINE.NS,Close_NGLFINE.NS,High_NGLFINE.NS,Low_NGLFINE.NS,Open_NGLFINE.NS,Volume_NGLFINE.NS,Date
2022-07-04,1865.8834228515625,1868.949951171875,1937.9000244140625,1830.0,1849.949951171875,3115,2022-07-04
2022-07-11,1793.9517822265625,1796.9000244140625,1939.8499755859375,1780.0,1935.0,5236,2022-07-11
2022-07-18,1745.132080078125,1748.0,1823.8499755859375,1536.949951171875,1799.050048828125,7051,2022-07-18
2022-07-25,1728.7587890625,1731.5999755859375,1814.75,1700.0,1755.0,7444,2022-07-25
2022-08-01,1684.930908203125,1687.699951171875,1848.0,1661.0,1783.949951171875,15835,2022-08-01
2022-08-08,1556.9412841796875,1559.5,1746.449951171875,1498.0,1687.75,31551,2022-08-08
2022-08-15,1580.2530517578125,1582.8499755859375,1695.0,1528.0,1559.5,16912,2022-08-15
2022-08-22,1607.8575439453125,1610.5,1700.0,1377.0999755859375,1648.0,18237,2022-08-22
2022-08-29,1592.03369140625,1594.6500244140625,1626.0,1551.0,1570.0,7185,2022-08-29
2022-09-05,1528.937255859375,1531.449951171875,1623.949951171875,1475.300048828125,1623.949951171875,33350,2022-09-05
2022-09-12,1521.05029296875,1523.550048828125,1595.1500244140625,1485.0,1566.0,29474,2022-09-12
2022-09-19,1512.86376953125,1515.3499755859375,1578.300048828125,1499.949951171875,1523.550048828125,9535,2022-09-19
2022-09-26,1474.9759521484375,1477.4000244140625,1535.4000244140625,1460.550048828125,1515.0,9335,2022-09-26
2022-10-03,1427.5040283203125,1429.8499755859375,1523.949951171875,1400.0,1465.0,12850,2022-10-03
2022-10-10,1439.833740234375,1442.199951171875,1490.0,1408.050048828125,1429.949951171875,11472,2022-10-10
2022-10-17,1394.95751953125,1397.25,1449.949951171875,1390.050048828125,1449.949951171875,10577,2022-10-17
2022-10-24,1438.585693359375,1440.949951171875,1484.0,1400.050048828125,1411.050048828125,5461,2022-10-24
2022-10-31,1573.3143310546875,1575.9000244140625,1689.9000244140625,1460.0,1460.0,38736,2022-10-31
2022-11-07,1612.400146484375,1615.050048828125,1778.699951171875,1500.0,1658.0,44681,2022-11-07
2022-11-14,1800.890380859375,1803.8499755859375,1850.0,1617.0999755859375,1635.0,27074,2022-11-14
2022-11-21,1656.17822265625,1658.9000244140625,1865.9000244140625,1650.0,1800.0,26856,2022-11-21
2022-11-28,1655.229736328125,1657.949951171875,1990.6500244140625,1643.199951171875,1720.0,134252,2022-11-28
2022-12-05,1687.1273193359375,1689.9000244140625,1744.0,1640.5999755859375,1682.0,24821,2022-12-05
2022-12-12,1623.0826416015625,1625.75,1690.0,1620.050048828125,1690.0,16397,2022-12-12
2022-12-19,1503.82861328125,1506.300048828125,1670.0,1490.0,1625.75,21770,2022-12-19
2022-12-26,1533.57958984375,1536.0999755859375,1600.0,1515.0,1515.0,8246,2022-12-26
2023-01-02,1511.765625,1514.25,1559.0,1497.050048828125,1555.1500244140625,12117,2023-01-02
2023-01-09,1527.190185546875,1529.699951171875,1568.0,1475.0,1475.0,8578,2023-01-09
2023-01-16,1557.2906494140625,1559.8499755859375,1585.449951171875,1510.1500244140625,1554.0,10449,2023-01-16
2023-01-23,1487.605224609375,1490.050048828125,1573.0,1477.0,1529.9000244140625,7307,2023-01-23
2023-01-30,1476.4735107421875,1478.9000244140625,1549.9000244140625,1459.199951171875,1490.6500244140625,6767,2023-01-30
2023-02-06,1493.8948974609375,1496.3499755859375,1549.0,1459.0999755859375,1486.6500244140625,6118,2023-02-06
2023-02-13,1539.469970703125,1542.0,1607.9000244140625,1503.050048828125,1512.9000244140625,14314,2023-02-13
2023-02-20,1337.152587890625,1339.3499755859375,1543.800048828125,1325.050048828125,1540.0,21314,2023-02-20
2023-02-27,1366.254638671875,1368.5,1377.199951171875,1260.0,1374.0,12712,2023-02-27
2023-03-06,1309.647705078125,1311.800048828125,1430.0,1296.0999755859375,1413.0,9914,2023-03-06
2023-03-13,1334.406982421875,1336.5999755859375,1409.0,1240.0,1394.0,33067,2023-03-13
2023-03-20,1239.8123779296875,1241.8499755859375,1399.0,1202.199951171875,1335.0,36193,2023-03-20
2023-03-27,1199.728271484375,1201.699951171875,1271.949951171875,1175.050048828125,1271.949951171875,26036,2023-03-27
2023-04-03,1361.01318359375,1363.25,1375.0,1200.699951171875,1200.699951171875,11714,2023-04-03
2023-04-10,1336.353759765625,1338.550048828125,1389.949951171875,1300.0,1370.0,13487,2023-04-10
2023-04-17,1404.342041015625,1406.6500244140625,1428.0,1300.0,1350.949951171875,10061,2023-04-17
2023-04-24,1487.255859375,1489.699951171875,1620.0,1418.4000244140625,1429.699951171875,48436,2023-04-24
2023-05-01,1510.6673583984375,1513.1500244140625,1521.0,1404.050048828125,1489.699951171875,17845,2023-05-01
2023-05-08,1498.2376708984375,1500.699951171875,1523.9000244140625,1400.0,1400.0,5928,2023-05-08
2023-05-15,1517.7056884765625,1520.199951171875,1744.0,1500.0,1520.0,43010,2023-05-15
2023-05-22,1463.3951416015625,1465.800048828125,1549.949951171875,1426.75,1518.0,15229,2023-05-22
2023-05-29,1441.43115234375,1443.800048828125,1516.9000244140625,1429.800048828125,1460.0,19428,2023-05-29
2023-06-05,1793.90185546875,1796.8499755859375,1840.9000244140625,1440.0,1453.0999755859375,103972,2023-06-05
2023-06-12,1632.816650390625,1635.5,1879.3499755859375,1605.6500244140625,1735.0,50404,2023-06-12
2023-06-19,1673.6495361328125,1676.4000244140625,1734.0,1635.0,1636.0,12522,2023-06-19
2023-06-26,1875.367919921875,1878.449951171875,1922.449951171875,1630.0,1701.550048828125,71165,2023-06-26
2023-07-03,1993.224365234375,1996.5,2014.0,1826.050048828125,1912.0,35641,2023-07-03
2023-07-10,2081.1298828125,2084.550048828125,2100.0,1870.0,2013.0,47016,2023-07-10
2023-07-17,1932.0748291015625,1935.25,2117.949951171875,1925.0,2090.050048828125,17398,2023-07-17
2023-07-24,1973.35693359375,1976.5999755859375,2095.0,1901.0,1961.0,18897,2023-07-24
2023-07-31,2006.7021484375,2010.0,2041.0,1915.0999755859375,1951.0,18225,2023-07-31
2023-08-07,2027.1685791015625,2030.5,2251.0,1976.949951171875,2001.0,51522,2023-08-07
2023-08-14,1961.0771484375,1964.300048828125,2033.75,1960.0,1966.4000244140625,8636,2023-08-14
2023-08-21,2171.51806640625,2173.14990234375,2439.949951171875,1965.0,1965.0,130285,2023-08-21
2023-08-28,2302.66943359375,2304.39990234375,2365.0,2050.0,2165.0,75391,2023-08-28
2023-09-04,1996.94921875,1998.449951171875,2369.949951171875,1962.0,2369.949951171875,98095,2023-09-04
2023-09-11,1979.912109375,1981.4000244140625,2048.0,1900.0999755859375,2000.0,36294,2023-09-11
2023-09-18,2005.3428955078125,2006.8499755859375,2025.0,1935.75,2001.0,14095,2023-09-18
2023-09-25,1959.127685546875,1960.5999755859375,2060.0,1950.0,2006.8499755859375,12553,2023-09-25
2023-10-02,1934.8958740234375,1936.3499755859375,1991.949951171875,1900.050048828125,1960.5999755859375,11679,2023-10-02
2023-10-09,1983.559326171875,1985.050048828125,1994.0,1800.0,1936.0,30612,2023-10-09
2023-10-16,1871.3436279296875,1872.75,2045.0,1856.0999755859375,2045.0,19896,2023-10-16
2023-10-23,1767.072021484375,1768.4000244140625,1899.0,1728.0999755859375,1899.0,12221,2023-10-23
2023-10-30,1799.9473876953125,1801.300048828125,1855.1500244140625,1761.5999755859375,1768.4000244140625,8507,2023-10-30
2023-11-06,1876.18994140625,1877.5999755859375,1925.0,1785.0,1827.800048828125,9097,2023-11-06
2023-11-13,1977.863525390625,1979.3499755859375,2033.949951171875,1905.0,2024.8499755859375,26092,2023-11-13
2023-11-20,1973.26708984375,1974.75,2050.0,1894.050048828125,2005.050048828125,39069,2023-11-20
2023-11-27,1962.5750732421875,1964.050048828125,2025.0,1926.050048828125,1974.75,21222,2023-11-27
2023-12-04,2010.6390380859375,2012.1500244140625,2097.25,1956.25,1956.25,46610,2023-12-04
2023-12-11,2048.010986328125,2049.550048828125,2088.0,1981.6500244140625,1995.050048828125,20551,2023-12-11
2023-12-18,1959.4774169921875,1960.949951171875,2066.35009765625,1850.0,2015.0,19960,2023-12-18
2023-12-25,2228.77490234375,2230.449951171875,2249.5,1907.0,1960.949951171875,61458,2023-12-25
2024-01-01,2113.36181640625,2114.949951171875,2244.5,2092.050048828125,2240.0,22036,2024-01-01
2024-01-08,2011.388427734375,2012.9000244140625,2137.949951171875,1997.6500244140625,2085.0,13352,2024-01-08
2024-01-15,1958.7279052734375,1960.199951171875,2092.0,1947.550048828125,2012.9000244140625,21888,2024-01-15
2024-01-22,1913.1622314453125,1914.5999755859375,2006.6500244140625,1862.050048828125,1960.199951171875,7135,2024-01-22
2024-01-29,1912.3128662109375,1913.75,2000.0,1861.050048828125,1979.949951171875,16620,2024-01-29
2024-02-05,1907.56640625,1909.0,1963.9000244140625,1880.0,1959.0,13870,2024-02-05
2024-02-12,1950.783935546875,1952.25,1962.6500244140625,1773.050048828125,1871.0,31474,2024-02-12
