Date,Adj Close_NGLFINE.NS,Close_NGLFINE.NS,High_NGLFINE.NS,Low_NGLFINE.NS,Open_NGLFINE.NS,Volume_NGLFINE.NS,Date
2024-02-19,2146.886474609375,2148.5,2195.699951171875,1970.0,1970.0,67627,2024-02-19
2024-02-26,2049.559814453125,2051.10009765625,2170.0,1960.050048828125,2170.0,25993,2024-02-26
2024-03-04,2121.006103515625,2122.60009765625,2288.5,2005.0,2024.699951171875,42010,2024-03-04
2024-03-11,2032.4224853515625,2033.949951171875,2189.0,1922.0,2000.199951171875,27834,2024-03-11
2024-03-18,2165.772216796875,2167.39990234375,2257.85009765625,1972.5999755859375,2006.0,45179,2024-03-18
2024-03-25,2092.427490234375,2094.0,2199.89990234375,2080.0,2199.89990234375,13815,2024-03-25
2024-04-01,2245.362548828125,2247.050048828125,2300.0,2077.35009765625,2094.0,32792,2024-04-01
2024-04-08,2197.698486328125,2199.35009765625,2370.0,2122.35009765625,2300.0,30460,2024-04-08
2024-04-15,2538.142578125,2540.050048828125,2699.75,2085.10009765625,2110.10009765625,156875,2024-04-15
2024-04-22,2639.816162109375,2641.800048828125,2823.89990234375,2455.5,2506.050048828125,112385,2024-04-22
2024-04-29,2513.7109375,2515.60009765625,2698.0,2482.35009765625,2600.39990234375,35783,2024-04-29
2024-05-06,2398.84716796875,2400.64990234375,2552.0,2238.64990234375,2515.60009765625,47169,2024-05-06
2024-05-13,2337.64306640625,2339.39990234375,2499.0,2262.199951171875,2499.0,19013,2024-05-13
2024-05-20,2253.306640625,2255.0,2508.0,2240.0,2334.5,35096,2024-05-20
2024-05-27,2240.116455078125,2241.800048828125,2319.0,2155.050048828125,2208.0,16078,2024-05-27
2024-06-03,2299.87158203125,2301.60009765625,2336.949951171875,2090.0,2295.0,19062,2024-06-03
2024-06-10,2393.001708984375,2394.800048828125,2462.0,2313.550048828125,2334.0,24417,2024-06-10
2024-06-17,2359.626708984375,2361.39990234375,2462.0,2305.0,2404.550048828125,18291,2024-06-17
2024-06-24,2352.681884765625,2354.449951171875,2525.699951171875,2330.050048828125,2396.800048828125,16694,2024-06-24
2024-07-01,2464.99755859375,2466.85009765625,2499.0,2305.39990234375,2365.0,20122,2024-07-01
2024-07-08,2601.344970703125,2603.300048828125,2710.5,2360.050048828125,2482.0,92389,2024-07-08
2024-07-15,2562.524169921875,2564.449951171875,2777.949951171875,2512.449951171875,2620.0,43802,2024-07-15
2024-07-22,2649.208984375,2651.199951171875,2699.0,2418.050048828125,2550.0,23391,2024-07-22
2024-07-29,2651.107666015625,2653.10009765625,2753.550048828125,2551.0,2664.0,28286,2024-07-29
2024-08-05,2515.75927734375,2517.64990234375,2618.949951171875,2335.0,2405.0,47030,2024-08-05
2024-08-12,2371.117919921875,2372.89990234375,2736.89990234375,2280.449951171875,2500.0,55127,2024-08-12
2024-08-19,2255.449951171875,2255.449951171875,2510.0,2195.050048828125,2465.0,45852,2024-08-19
2024-08-26,2152.5,2152.5,2294.949951171875,2125.550048828125,2255.449951171875,48219,2024-08-26
2024-09-02,2236.85009765625,2236.85009765625,2374.0,2101.0,2152.5,39539,2024-09-02
2024-09-09,2125.5,2125.5,2231.550048828125,2060.35009765625,2203.300048828125,25463,2024-09-09
2024-09-16,2124.10009765625,2124.10009765625,2170.0,2095.0,2125.5,15214,2024-09-16
2024-09-23,2059.89990234375,2059.89990234375,2199.0,2041.550048828125,2100.050048828125,13987,2024-09-23
2024-09-30,1939.5999755859375,1939.5999755859375,2084.800048828125,1906.5999755859375,2040.050048828125,14369,2024-09-30
2024-10-07,2126.449951171875,2126.449951171875,2149.0,1872.550048828125,1968.0,16915,2024-10-07
2024-10-14,2064.449951171875,2064.449951171875,2178.89990234375,2051.10009765625,2159.89990234375,7562,2024-10-14
2024-10-21,1902.449951171875,1902.449951171875,2128.0,1857.550048828125,2128.0,7680,2024-10-21
2024-10-28,1982.3499755859375,1982.3499755859375,2045.0,1800.0,1991.949951171875,15785,2024-10-28
2024-11-04,2043.5,2043.5,2140.0,1925.0999755859375,1975.0,11767,2024-11-04
2024-11-11,1826.300048828125,1826.300048828125,2035.0999755859375,1810.0,2023.0999755859375,17647,2024-11-11
2024-11-18,1791.5,1791.5,1823.9000244140625,1702.3499755859375,1795.0,11929,2024-11-18
2024-11-25,1825.1500244140625,1825.1500244140625,1868.0999755859375,1782.3499755859375,1842.0999755859375,16659,2024-11-25
2024-12-02,1838.6500244140625,1838.6500244140625,1916.199951171875,1812.5999755859375,1825.1500244140625,14456,2024-12-02
2024-12-09,1898.9000244140625,1898.9000244140625,1900.0,1815.050048828125,1889.800048828125,12836,2024-12-09
2024-12-16,2040.050048828125,2040.050048828125,2077.449951171875,1867.0,1975.0,16560,2024-12-16
2024-12-23,1808.6500244140625,1808.6500244140625,2050.800048828125,1791.0,2050.800048828125,14144,2024-12-23
2024-12-30,1802.0,1802.0,1847.449951171875,1742.3499755859375,1814.5,9584,2024-12-30
2025-01-06,1713.5,1713.5,1811.5,1689.949951171875,1785.5999755859375,10522,2025-01-06
2025-01-13,1663.75,1663.75,1727.949951171875,1635.050048828125,1711.949951171875,12613,2025-01-13
2025-01-20,1727.449951171875,1727.449951171875,1761.5999755859375,1660.0,1731.300048828125,8075,2025-01-20
2025-01-27,1608.75,1608.75,1789.949951171875,1581.0999755859375,1717.0,18132,2025-01-27
2025-02-03,1887.0,1887.0,2050.0,1575.0,1618.800048828125,144063,2025-02-03
2025-02-10,1099.449951171875,1099.449951171875,1650.0,1091.0,1600.0,299387,2025-02-10
2025-02-17,1084.4000244140625,1084.4000244140625,1126.050048828125,957.0,1110.0,65846,2025-02-17
2025-02-24,1058.5999755859375,1058.5999755859375,1144.8499755859375,1031.0999755859375,1031.0999755859375,16657,2025-02-24
2025-03-03,1138.199951171875,1138.199951171875,1138.199951171875,980.5,1058.0,27687,2025-03-03
2025-03-10,1135.75,1135.75,1225.0,1135.75,1150.0,26091,2025-03-10
2025-03-17,1135.0,1135.0,1147.5,1113.0,1135.0,22031,2025-03-17
2025-03-24,1133.0,1133.0,1196.449951171875,1133.0,1150.0,11543,2025-03-24
2025-03-31,1102.5,1102.5,1140.0999755859375,1102.5,1133.0,7195,2025-03-31
2025-04-07,1058.4000244140625,1058.4000244140625,1100.0,1046.6500244140625,1080.449951171875,3435,2025-04-07
2025-04-14,1040.0999755859375,1040.0999755859375,1075.0,1040.0999755859375,1050.0999755859375,11096,2025-04-14
2025-04-21,1122.300048828125,1122.300048828125,1203.9000244140625,1021.0,1066.800048828125,20214,2025-04-21
2025-04-28,1098.5999755859375,1098.5999755859375,1149.9000244140625,1056.300048828125,1122.300048828125,2420,2025-04-28
2025-05-05,1089.0,1089.0,1150.0,1051.0,1060.800048828125,4509,2025-05-05
2025-05-12,1251.0999755859375,1251.0999755859375,1275.800048828125,1080.0,1081.0,27348,2025-05-12
2025-05-19,1259.199951171875,1259.199951171875,1374.9000244140625,1251.0999755859375,1251.0999755859375,11158,2025-05-19
2025-05-26,1138.5,1138.5,1234.0999755859375,1138.5,1234.0999755859375,2614,2025-05-26
2025-06-02,1059.800048828125,1059.800048828125,1115.800048828125,1059.800048828125,1115.800048828125,4653,2025-06-02
2025-06-09,1050.0,1050.0,1078.0,1038.800048828125,1057.0,4494,2025-06-09
2025-06-16,1000.0,1000.0,1050.0,980.0,1039.0,10015,2025-06-16
2025-06-23,1049.199951171875,1049.199951171875,1049.199951171875,995.0,995.0,3037,2025-06-23
2025-06-30,1235.0,1235.0,1264.9000244140625,1006.0,1006.0,17972,2025-06-30
2025-07-07,1302.9000244140625,1302.9000244140625,1385.0,1178.0,1235.699951171875,12770,2025-07-07
2025-07-14,1367.5999755859375,1367.5999755859375,1367.5999755859375,1250.0,1250.0,6963,2025-07-14
