Date,Adj Close_HITECHGEAR.NS,Close_HITECHGEAR.NS,High_HITECHGEAR.NS,Low_HITECHGEAR.NS,Open_HITECHGEAR.NS,Volume_HITECHGEAR.NS,Date
2022-02-07,243.0529327392578,247.75,276.0,241.0,270.0,110124,2022-02-07
2022-02-14,228.5825653076172,233.0,250.0,219.60000610351562,245.0,56262,2022-02-14
2022-02-21,209.4522705078125,213.5,238.8000030517578,201.39999389648438,238.8000030517578,46585,2022-02-21
2022-02-28,207.931640625,211.9499969482422,224.0,206.60000610351562,210.0,26200,2022-02-28
2022-03-07,218.33070373535156,222.5500030517578,234.0,193.35000610351562,211.9499969482422,66642,2022-03-07
2022-03-14,217.10438537597656,221.3000030517578,224.85000610351562,207.5500030517578,216.5500030517578,44534,2022-03-14
2022-03-21,202.38877868652344,206.3000030517578,229.8000030517578,203.0,226.0,58174,2022-03-21
2022-03-28,212.93496704101562,217.0500030517578,223.0,195.5,209.0,61915,2022-03-28
2022-04-04,229.41644287109375,233.85000610351562,262.3500061035156,215.25,219.89999389648438,297518,2022-04-04
2022-04-11,226.96385192871094,231.35000610351562,247.89999389648438,230.60000610351562,233.6999969482422,43711,2022-04-11
2022-04-18,221.5190887451172,225.8000030517578,232.5,220.0,231.0,44619,2022-04-18
2022-04-25,205.62620544433594,209.60000610351562,231.9499969482422,206.0,225.5,83770,2022-04-25
2022-05-02,210.38426208496094,214.4499969482422,221.5500030517578,203.60000610351562,209.60000610351562,32007,2022-05-02
2022-05-09,184.28857421875,187.85000610351562,218.0,181.0,218.0,29628,2022-05-09
2022-05-16,198.0231475830078,201.85000610351562,204.39999389648438,184.39999389648438,188.5,26321,2022-05-16
2022-05-23,173.15374755859375,176.5,205.0,168.8000030517578,203.85000610351562,40363,2022-05-23
2022-05-30,185.1715087890625,188.75,195.5500030517578,176.10000610351562,179.6999969482422,27758,2022-05-30
2022-06-06,180.5606231689453,184.0500030517578,192.39999389648438,180.39999389648438,192.39999389648438,15120,2022-06-06
2022-06-13,163.9810028076172,167.14999389648438,184.25,164.85000610351562,184.25,18972,2022-06-13
2022-06-20,175.1648712158203,178.5500030517578,181.75,155.10000610351562,174.89999389648438,34912,2022-06-20
2022-06-27,173.84048461914062,177.1999969482422,195.5,175.5,182.0500030517578,31881,2022-06-27
2022-07-04,190.763427734375,194.4499969482422,202.39999389648438,173.8000030517578,173.8000030517578,40556,2022-07-04
2022-07-11,191.15586853027344,194.85000610351562,205.0,188.85000610351562,193.0,56027,2022-07-11
2022-07-18,193.0198211669922,196.75,203.5,191.10000610351562,191.10000610351562,15926,2022-07-18
2022-07-25,191.45016479492188,195.14999389648438,200.64999389648438,190.0,197.0,24611,2022-07-25
2022-08-01,196.15916442871094,199.9499969482422,209.0,193.0500030517578,199.0,28180,2022-08-01
2022-08-08,189.63523864746094,193.3000030517578,210.60000610351562,191.0,198.5,30298,2022-08-08
2022-08-15,185.5639190673828,189.14999389648438,197.75,186.35000610351562,193.3000030517578,24385,2022-08-15
2022-08-22,188.45799255371094,192.10000610351562,198.5500030517578,185.5500030517578,188.1999969482422,26729,2022-08-22
2022-08-29,208.22598266601562,212.25,224.0,187.14999389648438,187.14999389648438,94476,2022-08-29
2022-09-05,215.681884765625,219.85000610351562,228.0,210.85000610351562,216.4499969482422,82598,2022-09-05
2022-09-12,218.625,222.85000610351562,243.8000030517578,212.6999969482422,223.0,181284,2022-09-12
2022-09-19,208.17691040039062,212.1999969482422,230.0,211.0,227.25,50354,2022-09-19
2022-09-26,200.30520629882812,202.8000030517578,214.9499969482422,191.3000030517578,214.9499969482422,25131,2022-09-26
2022-10-03,207.02154541015625,209.60000610351562,214.6999969482422,202.39999389648438,204.6999969482422,16627,2022-10-03
2022-10-10,198.6754913330078,201.14999389648438,209.60000610351562,195.0,209.0,10001,2022-10-10
2022-10-17,199.761962890625,202.25,206.85000610351562,199.5,200.25,26351,2022-10-17
2022-10-24,214.62681579589844,217.3000030517578,219.0,199.10000610351562,200.4499969482422,33292,2022-10-24
2022-10-31,223.07164001464844,225.85000610351562,229.1999969482422,212.0500030517578,213.0,78682,2022-10-31
2022-11-07,243.8626708984375,246.89999389648438,255.6999969482422,222.75,222.75,192806,2022-11-07
2022-11-14,251.91241455078125,255.0500030517578,259.0,240.89999389648438,252.89999389648438,91382,2022-11-14
2022-11-21,249.6901092529297,252.8000030517578,264.6499938964844,250.5500030517578,258.79998779296875,47504,2022-11-21
2022-11-28,257.9373779296875,261.1499938964844,265.8999938964844,245.1999969482422,250.60000610351562,43054,2022-11-28
2022-12-05,266.82666015625,270.1499938964844,291.25,261.1499938964844,261.1499938964844,93712,2022-12-05
2022-12-12,268.1600341796875,271.5,293.5,262.0,279.79998779296875,37965,2022-12-12
2022-12-19,217.0960693359375,219.8000030517578,276.95001220703125,215.35000610351562,269.0,25809,2022-12-19
2022-12-26,258.5299987792969,261.75,284.0,220.14999389648438,220.25,99968,2022-12-26
2023-01-02,248.4554901123047,251.5500030517578,268.0,251.0,268.0,13736,2023-01-02
2023-01-09,258.67816162109375,261.8999938964844,274.45001220703125,255.0,268.0,14644,2023-01-09
2023-01-16,254.08535766601562,257.25,274.0,252.1999969482422,260.04998779296875,6341,2023-01-16
2023-01-23,228.30642700195312,231.14999389648438,258.45001220703125,228.0,255.0500030517578,9646,2023-01-23
2023-01-30,249.93702697753906,253.0500030517578,274.8500061035156,230.0500030517578,238.10000610351562,75256,2023-01-30
2023-02-06,266.08587646484375,269.3999938964844,276.8999938964844,253.0,253.0,31292,2023-02-06
2023-02-13,255.51754760742188,258.70001220703125,269.8999938964844,253.14999389648438,269.3999938964844,11788,2023-02-13
2023-02-20,248.6530303955078,251.75,262.0,242.10000610351562,262.0,10408,2023-02-20
2023-02-27,252.85073852539062,256.0,263.95001220703125,249.60000610351562,257.95001220703125,17820,2023-02-27
2023-03-06,253.19644165039062,256.3500061035156,263.8999938964844,250.1999969482422,254.35000610351562,21055,2023-03-06
2023-03-13,252.25811767578125,255.39999389648438,260.95001220703125,249.1999969482422,252.8000030517578,19553,2023-03-13
2023-03-20,251.22103881835938,254.35000610351562,270.0,242.10000610351562,253.8000030517578,19598,2023-03-20
2023-03-27,249.49256896972656,252.60000610351562,266.20001220703125,242.25,245.1999969482422,29558,2023-03-27
2023-04-03,264.0611267089844,267.3500061035156,279.79998779296875,251.10000610351562,259.0,20670,2023-04-03
2023-04-10,251.66549682617188,254.8000030517578,274.79998779296875,253.0,274.79998779296875,19080,2023-04-10
2023-04-17,249.0974884033203,252.1999969482422,265.0,248.75,248.75,9953,2023-04-17
2023-04-24,247.3196258544922,250.39999389648438,257.0,241.0500030517578,255.0,39466,2023-04-24
2023-05-01,251.517333984375,254.64999389648438,287.0,244.9499969482422,250.39999389648438,165038,2023-05-01
2023-05-08,256.5545959472656,259.75,262.0,252.10000610351562,259.6499938964844,27382,2023-05-08
2023-05-15,254.1841278076172,257.3500061035156,266.8999938964844,255.0500030517578,263.6499938964844,34568,2023-05-15
2023-05-22,251.22103881835938,254.35000610351562,259.5,251.9499969482422,259.0,28076,2023-05-22
2023-05-29,317.14990234375,321.1000061035156,329.95001220703125,256.0,256.0,483150,2023-05-29
2023-06-05,349.0525207519531,353.3999938964844,400.70001220703125,334.20001220703125,334.20001220703125,1205199,2023-06-05
2023-06-12,371.1275939941406,375.75,397.8999938964844,339.1000061035156,354.8999938964844,318132,2023-06-12
2023-06-19,342.03985595703125,346.29998779296875,394.8999938964844,344.6499938964844,389.95001220703125,107902,2023-06-19
2023-06-26,369.99176025390625,374.6000061035156,379.8999938964844,327.54998779296875,348.1000061035156,149289,2023-06-26
2023-07-03,389.0543212890625,393.8999938964844,416.0,371.0,379.0,564652,2023-07-03
2023-07-10,386.63446044921875,391.45001220703125,414.8500061035156,375.1499938964844,396.0,175608,2023-07-10
2023-07-17,402.882080078125,407.8999938964844,427.8999938964844,387.0,395.0,271054,2023-07-17
2023-07-24,402.882080078125,407.8999938964844,424.75,395.0,409.79998779296875,90369,2023-07-24
2023-07-31,389.44940185546875,394.29998779296875,421.0,380.0,409.0,102808,2023-07-31
2023-08-07,391.47418212890625,396.3500061035156,410.20001220703125,381.1000061035156,395.0,99006,2023-08-07
2023-08-14,395.0299072265625,399.95001220703125,422.0,385.0,386.0,109511,2023-08-14
2023-08-21,381.745361328125,386.5,406.3999938964844,384.8999938964844,395.5,54405,2023-08-21
2023-08-28,393.1038818359375,398.0,399.0,376.3500061035156,386.5,67918,2023-08-28
2023-09-04,389.3999938964844,394.25,420.0,391.20001220703125,400.3500061035156,79018,2023-09-04
2023-09-11,381.5971984863281,386.3500061035156,405.45001220703125,375.0,395.8500061035156,78755,2023-09-11
2023-09-18,367.81878662109375,372.3999938964844,390.1000061035156,370.79998779296875,385.0,32489,2023-09-18
2023-09-25,353.1528625488281,355.20001220703125,377.1499938964844,349.8500061035156,373.04998779296875,64296,2023-09-25
2023-10-02,364.43743896484375,366.54998779296875,372.5,355.20001220703125,355.20001220703125,30735,2023-10-02
2023-10-09,368.9612121582031,371.1000061035156,376.79998779296875,354.5,364.3500061035156,31029,2023-10-09
2023-10-16,393.3697204589844,395.6499938964844,411.8500061035156,373.04998779296875,374.0,116786,2023-10-16
2023-10-23,385.61468505859375,387.8500061035156,403.0,352.3500061035156,402.29998779296875,59169,2023-10-23
2023-10-30,391.43096923828125,393.70001220703125,398.5,370.0,396.95001220703125,40629,2023-10-30
2023-11-06,408.4821472167969,410.8500061035156,424.95001220703125,382.3500061035156,398.0,255724,2023-11-06
2023-11-13,473.25665283203125,476.0,518.7999877929688,395.0,410.54998779296875,2012504,2023-11-13
2023-11-20,481.3099670410156,484.1000061035156,495.5,455.6000061035156,482.0,346284,2023-11-20
2023-11-27,466.8935241699219,469.6000061035156,490.0,465.0,484.1000061035156,73468,2023-11-27
2023-12-04,485.1377868652344,487.95001220703125,504.95001220703125,469.8999938964844,475.0,253759,2023-12-04
2023-12-11,468.08660888671875,470.79998779296875,492.0,461.0,491.79998779296875,82210,2023-12-11
2023-12-18,456.8020324707031,459.45001220703125,490.75,450.0,473.0,93041,2023-12-18
2023-12-25,455.7580871582031,458.3999938964844,472.0,445.95001220703125,459.45001220703125,74706,2023-12-25
2024-01-01,479.71917724609375,482.5,490.95001220703125,459.20001220703125,462.5,129282,2024-01-01
2024-01-08,489.06500244140625,491.8999938964844,499.8999938964844,473.3500061035156,494.0,130617,2024-01-08
2024-01-15,477.7803955078125,480.54998779296875,512.9500122070312,468.0,499.0,151903,2024-01-15
2024-01-22,477.08447265625,479.8500061035156,485.54998779296875,458.0,480.54998779296875,52350,2024-01-22
2024-01-29,479.7688903808594,482.54998779296875,492.79998779296875,471.04998779296875,484.0,66358,2024-01-29
2024-02-05,422.4511413574219,424.8999938964844,482.54998779296875,420.0,482.0,102149,2024-02-05
2024-02-12,441.9382019042969,444.5,458.6000061035156,398.6000061035156,429.8999938964844,214167,2024-02-12
2024-02-19,486.0325927734375,488.8500061035156,508.25,433.1000061035156,461.0,439183,2024-02-19
2024-02-26,543.4000244140625,546.5499877929688,558.7999877929688,472.8500061035156,492.8500061035156,1266815,2024-02-26
2024-03-04,522.1234130859375,525.1500244140625,568.4000244140625,503.54998779296875,568.4000244140625,640982,2024-03-04
2024-03-11,472.01385498046875,474.75,529.7999877929688,440.0,525.1500244140625,288172,2024-03-11
2024-03-18,660.5211181640625,664.3499755859375,686.0,474.0,475.1000061035156,2715863,2024-03-18
2024-03-25,765.015380859375,769.4500122070312,799.4000244140625,632.3499755859375,664.3499755859375,1334043,2024-03-25
2024-04-01,865.5823974609375,870.5999755859375,931.7000122070312,772.9500122070312,777.0,635394,2024-04-01
2024-04-08,871.5478515625,876.5999755859375,909.7999877929688,831.4000244140625,900.9500122070312,215768,2024-04-08
2024-04-15,1156.74462890625,1163.449951171875,1165.0,811.25,875.0,645770,2024-04-15
2024-04-22,1117.9693603515625,1124.449951171875,1280.449951171875,1047.449951171875,1221.0,338383,2024-04-22
2024-04-29,1087.9931640625,1094.300048828125,1159.0,1060.0,1154.949951171875,104608,2024-04-29
2024-05-06,972.6119995117188,978.25,1125.0,940.0,1090.050048828125,101222,2024-05-06
2024-05-13,1151.0277099609375,1157.699951171875,1186.0,960.0,1006.7999877929688,80633,2024-05-13
2024-05-20,1085.4578857421875,1091.75,1190.0,1080.0,1158.1500244140625,43886,2024-05-20
2024-05-27,961.3771362304688,966.9500122070312,1100.0,955.0999755859375,1100.0,65923,2024-05-27
2024-06-03,975.445556640625,981.0999755859375,1015.25,880.75,1015.25,76419,2024-06-03
2024-06-10,1008.5536499023438,1014.4000244140625,1073.0,980.0,1030.1500244140625,50171,2024-06-10
2024-06-17,971.2200317382812,976.8499755859375,1010.0,951.0499877929688,1010.0,78964,2024-06-17
2024-06-24,967.98876953125,973.5999755859375,995.0,936.0,976.0499877929688,72856,2024-06-24
2024-07-01,1000.3014526367188,1006.0999755859375,1064.0,988.0,989.8499755859375,74340,2024-07-01
2024-07-08,965.1055297851562,970.7000122070312,1022.7999877929688,952.0,1010.0,50480,2024-07-08
2024-07-15,928.26904296875,933.6500244140625,987.9000244140625,915.0499877929688,987.9000244140625,31012,2024-07-15
2024-07-22,928.6170043945312,934.0,954.9000244140625,870.0,915.5,28882,2024-07-22
2024-07-29,958.59326171875,964.1500244140625,1025.9000244140625,943.9500122070312,944.9000244140625,66439,2024-07-29
2024-08-05,921.7567749023438,927.0999755859375,962.9500122070312,901.0,950.0499877929688,44565,2024-08-05
2024-08-12,930.9534912109375,936.3499755859375,1012.9500122070312,900.0,900.0,49908,2024-08-12
2024-08-19,1015.960693359375,1021.8499755859375,1044.9000244140625,924.2000122070312,944.7999877929688,69943,2024-08-19
2024-08-26,1018.9931640625,1024.9000244140625,1065.0,990.0999755859375,1036.0,82018,2024-08-26
2024-09-02,878.4080810546875,883.5,1039.5,870.0,1032.0,79085,2024-09-02
2024-09-09,878.0601196289062,883.1500244140625,912.5,850.0,870.0,29212,2024-09-09
2024-09-16,858.6724853515625,863.6500244140625,900.0,855.0,880.0,17764,2024-09-16
2024-09-23,869.0499877929688,869.0499877929688,900.0,850.0,884.9500122070312,23564,2024-09-23
2024-09-30,873.4000244140625,873.4000244140625,919.0,863.5,869.0499877929688,17352,2024-09-30
2024-10-07,866.4500122070312,866.4500122070312,898.25,831.0499877929688,871.0,23323,2024-10-07
2024-10-14,824.2999877929688,824.2999877929688,878.9000244140625,797.0,878.9000244140625,34700,2024-10-14
2024-10-21,732.4500122070312,732.4500122070312,836.9500122070312,719.0,825.0,39149,2024-10-21
2024-10-28,790.7999877929688,790.7999877929688,810.0,710.0499877929688,748.9000244140625,18460,2024-10-28
2024-11-04,890.6500244140625,890.6500244140625,912.7999877929688,755.5499877929688,790.7999877929688,39381,2024-11-04
2024-11-11,775.6500244140625,775.6500244140625,870.0,770.0,855.5999755859375,16298,2024-11-11
2024-11-18,781.5499877929688,781.5499877929688,785.0,727.0,775.0,14455,2024-11-18
2024-11-25,825.3499755859375,825.3499755859375,835.0,756.0,781.5499877929688,12878,2024-11-25
2024-12-02,885.7000122070312,885.7000122070312,905.0,803.0,835.0,13303,2024-12-02
2024-12-09,862.25,862.25,885.0,841.5,885.0,12194,2024-12-09
2024-12-16,828.25,828.25,884.75,816.1500244140625,865.0,14936,2024-12-16
2024-12-23,807.25,807.25,855.0,800.0,828.25,7889,2024-12-23
2024-12-30,848.0,848.0,861.4500122070312,783.0,803.2999877929688,20330,2024-12-30
2025-01-06,790.9500122070312,790.9500122070312,883.0,790.0,848.0,18545,2025-01-06
2025-01-13,789.5,789.5,816.0,743.0,792.0,16488,2025-01-13
2025-01-20,765.2000122070312,765.2000122070312,816.0,745.0499877929688,793.0,11580,2025-01-20
2025-01-27,703.9000244140625,703.9000244140625,765.0,672.0,765.0,19820,2025-01-27
2025-02-03,712.1500244140625,712.1500244140625,725.0,675.0,703.9000244140625,6689,2025-02-03
2025-02-10,665.0,665.0,719.0,665.0,709.5,16986,2025-02-10
2025-02-17,685.9500122070312,685.9500122070312,686.0,611.0,631.75,22720,2025-02-17
2025-02-24,620.5999755859375,620.5999755859375,695.0,612.5,685.9500122070312,10678,2025-02-24
2025-03-03,609.9000244140625,609.9000244140625,651.5999755859375,589.5999755859375,620.5999755859375,28662,2025-03-03
2025-03-10,544.75,544.75,616.0,542.0,616.0,28999,2025-03-10
2025-03-17,565.7999877929688,565.7999877929688,582.7999877929688,519.0499877929688,519.0499877929688,55746,2025-03-17
2025-03-24,607.5499877929688,607.5499877929688,629.2000122070312,545.0499877929688,566.0,108467,2025-03-24
2025-03-31,595.2999877929688,595.2999877929688,627.75,581.75,607.5499877929688,30526,2025-03-31
2025-04-07,615.3499755859375,615.3499755859375,615.3499755859375,550.5,565.5499877929688,19294,2025-04-07
2025-04-14,649.7999877929688,649.7999877929688,662.9500122070312,611.3499755859375,615.3499755859375,10849,2025-04-14
2025-04-21,584.9000244140625,584.9000244140625,649.75,584.5,649.75,14240,2025-04-21
2025-04-28,569.0,569.0,605.9500122070312,560.0,585.0,6359,2025-04-28
2025-05-05,579.4000244140625,579.4000244140625,595.0,560.0,593.9000244140625,6658,2025-05-05
2025-05-12,611.6500244140625,611.6500244140625,615.0,563.0999755859375,588.0,16260,2025-05-12
2025-05-19,590.2000122070312,590.2000122070312,612.0499877929688,574.0,610.5999755859375,17290,2025-05-19
2025-05-26,624.1500244140625,624.1500244140625,652.9000244140625,580.0,596.0,22896,2025-05-26
2025-06-02,710.5,710.5,710.9500122070312,617.5,623.7999877929688,36874,2025-06-02
2025-06-09,787.9000244140625,787.9000244140625,797.0,719.9500122070312,719.9500122070312,30086,2025-06-09
2025-06-16,728.5,728.5,794.5,724.0,789.0,15498,2025-06-16
2025-06-23,742.7999877929688,742.7999877929688,775.0,685.0,722.5,11284,2025-06-23
2025-06-30,731.7000122070312,731.7000122070312,771.0,726.0,755.0,7578,2025-06-30
2025-07-07,695.2999877929688,695.2999877929688,749.9000244140625,691.0,733.0,10635,2025-07-07
2025-07-14,688.0499877929688,688.0499877929688,730.0,671.2999877929688,690.2999877929688,4351,2025-07-14
