Date,Adj Close_DYCL.NS,Close_DYCL.NS,High_DYCL.NS,Low_DYCL.NS,Open_DYCL.NS,Volume_DYCL.NS,Date
2022-07-25,74.08338165283203,74.875,74.875,68.0,71.80000305175781,184108,2022-07-25
2022-08-01,76.4580078125,77.2750015258789,86.82499694824219,77.2750015258789,78.5999984741211,711760,2022-08-01
2022-08-08,71.0903549194336,71.8499984741211,83.5,70.55000305175781,74.5,467346,2022-08-08
2022-08-15,74.13704681396484,74.42500305175781,75.42500305175781,71.30000305175781,71.8499984741211,214990,2022-08-15
2022-08-22,73.01639556884766,73.30000305175781,76.69999694824219,70.7249984741211,75.5,255614,2022-08-22
2022-08-29,81.55821228027344,81.875,85.3499984741211,70.2750015258789,70.2750015258789,323184,2022-08-29
2022-09-05,81.6827392578125,82.0,85.5,79.2750015258789,80.0,290276,2022-09-05
2022-09-12,77.22505187988281,77.5250015258789,83.7249984741211,76.125,82.0,249420,2022-09-12
2022-09-19,74.28645324707031,74.57499694824219,84.0,73.69999694824219,77.5,256192,2022-09-19
2022-09-26,73.06619262695312,73.3499984741211,74.1500015258789,65.7750015258789,72.0250015258789,280622,2022-09-26
2022-10-03,77.84762573242188,78.1500015258789,78.4749984741211,69.69999694824219,73.3499984741211,195040,2022-10-03
2022-10-10,79.93949890136719,80.25,89.69999694824219,78.5,81.19999694824219,393380,2022-10-10
2022-10-17,86.88751220703125,87.2249984741211,95.5,80.0250015258789,83.0,690346,2022-10-17
2022-10-24,89.25332641601562,89.5999984741211,92.5,83.67500305175781,83.67500305175781,263566,2022-10-24
2022-10-31,88.1824951171875,88.5250015258789,93.5,87.4749984741211,92.5,280714,2022-10-31
2022-11-07,89.1537094116211,89.5,92.0,87.6500015258789,90.94999694824219,182616,2022-11-07
2022-11-14,82.40492248535156,82.7249984741211,88.5,81.0250015258789,88.5,411504,2022-11-14
2022-11-21,84.12326049804688,84.44999694824219,87.2249984741211,79.19999694824219,81.07499694824219,273226,2022-11-21
2022-11-28,79.86479949951172,80.17500305175781,86.67500305175781,79.0,84.44999694824219,288116,2022-11-28
2022-12-05,81.35900115966797,81.67500305175781,87.5,78.7249984741211,80.0,463608,2022-12-05
2022-12-12,98.168701171875,98.55000305175781,105.94999694824219,80.1500015258789,80.80000305175781,3187390,2022-12-12
2022-12-19,84.77073669433594,85.0999984741211,102.0999984741211,84.44999694824219,99.0,1034578,2022-12-19
2022-12-26,94.15927124023438,94.5250015258789,97.2750015258789,86.5250015258789,88.3499984741211,634132,2022-12-26
2023-01-02,106.11284637451172,106.5250015258789,112.5,94.8499984741211,95.0999984741211,3704118,2023-01-02
2023-01-09,101.10728454589844,101.5,108.19999694824219,98.5999984741211,107.94999694824219,622792,2023-01-09
2023-01-16,106.28716278076172,106.69999694824219,110.75,100.125,102.0999984741211,1469114,2023-01-16
2023-01-23,100.98277282714844,101.375,109.92500305175781,99.0999984741211,107.94999694824219,669938,2023-01-23
2023-01-30,103.22406768798828,103.625,107.4000015258789,95.82499694824219,100.0,723608,2023-01-30
2023-02-06,88.55603790283203,88.9000015258789,105.17500305175781,83.80000305175781,105.17500305175781,2080880,2023-02-06
2023-02-13,85.7668685913086,86.0999984741211,91.75,80.4749984741211,91.75,1117958,2023-02-13
2023-02-20,83.25163269042969,83.57499694824219,87.19999694824219,82.7750015258789,86.94999694824219,264056,2023-02-20
2023-02-27,84.17305755615234,84.5,86.0,81.5,82.75,379030,2023-02-27
2023-03-06,85.51783752441406,85.8499984741211,89.9000015258789,83.9000015258789,85.67500305175781,322926,2023-03-06
2023-03-13,83.15203094482422,83.4749984741211,87.0999984741211,81.80000305175781,85.8499984741211,372938,2023-03-13
2023-03-20,81.75743865966797,82.07499694824219,86.2249984741211,81.30000305175781,82.42500305175781,175576,2023-03-20
2023-03-27,82.70376586914062,83.0250015258789,84.82499694824219,77.8499984741211,82.80000305175781,448370,2023-03-27
2023-04-03,85.243896484375,85.57499694824219,87.69999694824219,83.67500305175781,83.69999694824219,222608,2023-04-03
2023-04-10,88.10777282714844,88.44999694824219,89.25,85.5,85.5,249138,2023-04-10
2023-04-17,91.94287872314453,92.30000305175781,94.4000015258789,88.2750015258789,89.94999694824219,424004,2023-04-17
2023-04-24,89.97551727294922,90.32499694824219,93.125,89.17500305175781,93.0,296388,2023-04-24
2023-05-01,93.81063079833984,94.17500305175781,97.0,90.07499694824219,90.32499694824219,482756,2023-05-01
2023-05-08,94.55772399902344,94.92500305175781,97.375,90.80000305175781,94.07499694824219,423480,2023-05-08
2023-05-15,94.3833999633789,94.75,99.7750015258789,93.4749984741211,95.5250015258789,625224,2023-05-15
