Date,Adj Close_GRPLTD.NS,Close_GRPLTD.NS,High_GRPLTD.NS,Low_GRPLTD.NS,Open_GRPLTD.NS,Volume_GRPLTD.NS,Date
2021-04-05,211.1121063232422,214.22500610351562,252.0,193.89999389648438,227.5,65548,2021-04-05
2021-04-12,210.9396514892578,214.0500030517578,233.1875,212.5,213.25,48316,2021-04-12
2021-04-19,195.86196899414062,198.75,217.5124969482422,197.5,214.0500030517578,25868,2021-04-19
2021-04-26,200.99871826171875,203.96249389648438,212.5,198.77499389648438,200.46249389648438,38780,2021-04-26
2021-05-03,228.1853485107422,231.5500030517578,245.75,201.14999389648438,208.1374969482422,91808,2021-05-03
2021-05-10,230.00845336914062,233.39999389648438,243.75,225.02499389648438,229.9375,42560,2021-05-10
2021-05-17,261.49420166015625,265.3500061035156,287.5,230.78750610351562,235.0124969482422,164936,2021-05-17
2021-05-24,258.0450744628906,261.8500061035156,283.5,248.41250610351562,277.5,34952,2021-05-24
2021-05-31,265.50994873046875,269.42498779296875,276.25,252.5124969482422,264.5,43052,2021-05-31
2021-06-07,261.3833312988281,265.23748779296875,295.0,254.375,272.48748779296875,36276,2021-06-07
2021-06-14,243.82968139648438,247.4250030517578,272.25,241.5,269.7250061035156,35532,2021-06-14
2021-06-21,240.02330017089844,243.5625,267.5,240.3000030517578,254.97500610351562,46260,2021-06-21
2021-06-28,237.70742797851562,241.21249389648438,251.46249389648438,234.75,248.3125,23316,2021-06-28
2021-07-05,239.97401428222656,243.5124969482422,251.9875030517578,236.78750610351562,244.7624969482422,58556,2021-07-05
2021-07-12,233.58078002929688,237.02499389648438,249.58749389648438,235.0,244.9875030517578,35440,2021-07-12
2021-07-19,231.20335388183594,234.6125030517578,242.0,227.0749969482422,237.75,56376,2021-07-19
2021-07-26,227.95130920410156,231.3125,240.625,230.75,232.5749969482422,45480,2021-07-26
2021-08-02,234.44305419921875,237.89999389648438,242.5,230.0,242.25,87476,2021-08-02
2021-08-09,229.96315002441406,232.72500610351562,256.20001220703125,228.1374969482422,242.0,75932,2021-08-09
2021-08-16,229.4814453125,232.2375030517578,239.3874969482422,226.25,233.77499389648438,22272,2021-08-16
2021-08-23,239.0045623779297,241.875,245.0,225.5749969482422,237.6125030517578,70272,2021-08-23
2021-08-30,240.6720428466797,243.5625,259.01251220703125,235.0,244.375,35072,2021-08-30
2021-09-06,231.7788543701172,234.5625,248.25,230.3874969482422,248.25,22880,2021-09-06
2021-09-13,236.62069702148438,239.46249389648438,243.58749389648438,231.27499389648438,235.0,33992,2021-09-13
2021-09-20,231.9147186279297,234.6999969482422,249.75,233.75,243.5,30944,2021-09-20
2021-09-27,226.5788116455078,229.3000030517578,242.47500610351562,226.5124969482422,235.46249389648438,36284,2021-09-27
2021-10-04,238.96751403808594,241.83749389648438,254.6125030517578,225.375,229.3000030517578,33100,2021-10-04
2021-10-11,237.9299774169922,240.78750610351562,251.25,237.4875030517578,242.0124969482422,12732,2021-10-11
2021-10-18,242.98179626464844,245.89999389648438,253.75,231.5,241.25,17444,2021-10-18
2021-10-25,237.1888885498047,240.03750610351562,250.75,225.75,245.89999389648438,28284,2021-10-25
2021-11-01,242.38893127441406,245.3000030517578,250.0,232.75,250.0,24920,2021-11-01
2021-11-08,234.8791046142578,237.6999969482422,248.7624969482422,234.5749969482422,243.75,16048,2021-11-08
2021-11-15,230.9142303466797,233.6875,244.375,225.22500610351562,237.47500610351562,34920,2021-11-15
2021-11-22,235.5831756591797,238.41250610351562,242.5,226.25,232.5124969482422,29020,2021-11-22
2021-11-29,236.71949768066406,239.5625,285.125,225.28750610351562,237.6125030517578,16760,2021-11-29
2021-12-06,240.91908264160156,243.8125,249.72500610351562,236.5,237.3874969482422,31844,2021-12-06
2021-12-13,249.5775909423828,252.5749969482422,275.0,242.5,243.8125,86228,2021-12-13
2021-12-20,247.98422241210938,250.96249389648438,261.11248779296875,236.25,257.0249938964844,20612,2021-12-20
2021-12-27,250.13340759277344,253.1374969482422,269.9750061035156,244.02499389648438,252.625,25020,2021-12-27
2022-01-03,360.8166198730469,365.1499938964844,393.2124938964844,250.4250030517578,250.4250030517578,899512,2022-01-03
2022-01-10,361.3230285644531,365.6625061035156,379.29998779296875,333.17498779296875,365.25,136252,2022-01-10
2022-01-17,385.7052001953125,390.3374938964844,398.45001220703125,355.0,368.75,236932,2022-01-17
2022-01-24,354.9125061035156,359.17498779296875,390.25,350.67498779296875,390.25,108364,2022-01-24
2022-01-31,299.7376708984375,303.3374938964844,369.6000061035156,297.1625061035156,366.0,119608,2022-01-31
2022-02-07,303.5296325683594,307.17498779296875,325.0,285.0,297.51251220703125,71152,2022-02-07
2022-02-14,371.76019287109375,376.2250061035156,380.82501220703125,282.6499938964844,319.9750061035156,207176,2022-02-14
2022-02-21,350.688232421875,354.8999938964844,399.25,311.625,377.20001220703125,338076,2022-02-21
2022-02-28,345.4511413574219,349.6000061035156,378.25,343.11248779296875,358.8125,67608,2022-02-28
2022-03-07,344.7718200683594,348.9125061035156,372.5,335.7250061035156,348.25,36312,2022-03-07
2022-03-14,347.6250305175781,351.79998779296875,359.98748779296875,343.125,347.5,26488,2022-03-14
2022-03-21,333.6923828125,337.70001220703125,366.2875061035156,325.0249938964844,352.5,68852,2022-03-21
2022-03-28,337.57080078125,341.625,357.25,333.63751220703125,337.86248779296875,78300,2022-03-28
2022-04-04,358.1733703613281,362.4750061035156,383.6000061035156,339.1000061035156,343.2875061035156,118440,2022-04-04
2022-04-11,352.8374328613281,357.07501220703125,367.5,350.0,367.5,17024,2022-04-11
2022-04-18,358.1733703613281,362.4750061035156,392.8374938964844,350.26251220703125,358.01251220703125,32600,2022-04-18
2022-04-25,362.81756591796875,367.17498779296875,387.25,340.0249938964844,362.4750061035156,40032,2022-04-25
2022-05-02,342.4620666503906,346.57501220703125,375.0,333.8125,373.48748779296875,56032,2022-05-02
2022-05-09,354.6902160644531,358.95001220703125,360.5,325.0249938964844,350.6625061035156,60664,2022-05-09
2022-05-16,341.3256530761719,345.42498779296875,372.5,343.0,360.0,72888,2022-05-16
2022-05-23,331.296142578125,335.2749938964844,353.6000061035156,326.0249938964844,347.3125,37972,2022-05-23
2022-05-30,328.12176513671875,332.0625,345.0,320.4375,342.5,37960,2022-05-30
2022-06-06,332.1607666015625,336.1499938964844,337.5,319.6875,332.5,17648,2022-06-06
2022-06-13,320.8713684082031,324.7250061035156,339.5,312.79998779296875,333.79998779296875,20392,2022-06-13
2022-06-20,323.7492980957031,327.63751220703125,334.23748779296875,305.25,321.25,20812,2022-06-20
2022-06-27,321.7359619140625,325.6000061035156,337.25,318.8999938964844,328.25,16088,2022-06-27
2022-07-04,358.33392333984375,362.63751220703125,372.0,325.25,330.0,33772,2022-07-04
2022-07-11,457.32012939453125,462.8125,478.67498779296875,362.5,363.75,421736,2022-07-11
2022-07-18,418.4988708496094,423.5249938964844,483.86248779296875,417.75,476.25,139988,2022-07-18
2022-07-25,420.0675048828125,425.11248779296875,440.0,401.3125,431.0,61264,2022-07-25
2022-08-01,449.8597106933594,455.26251220703125,457.5,415.5,434.98748779296875,62880,2022-08-01
2022-08-08,448.3280944824219,453.7124938964844,476.04998779296875,433.61248779296875,454.0,64520,2022-08-08
2022-08-15,416.0281677246094,419.0,470.25,413.75,453.7124938964844,38732,2022-08-15
2022-08-22,447.08135986328125,450.2749938964844,459.98748779296875,412.5,416.45001220703125,37132,2022-08-22
2022-08-29,458.21429443359375,461.48748779296875,466.23748779296875,427.75,461.1000061035156,54552,2022-08-29
2022-09-05,476.0245666503906,479.42498779296875,520.0250244140625,455.625,461.25,86748,2022-09-05
2022-09-12,458.6611328125,461.9375,513.7374877929688,455.25,480.0,72976,2022-09-12
2022-09-19,447.0565185546875,450.25,505.0,440.75,462.25,48224,2022-09-19
2022-09-26,451.1274719238281,454.3500061035156,497.0,415.7250061035156,450.25,81868,2022-09-26
2022-10-03,472.3880615234375,475.76251220703125,489.125,443.25,462.48748779296875,59280,2022-10-03
2022-10-10,476.8685607910156,480.2749938964844,493.73748779296875,463.25,481.3374938964844,26188,2022-10-10
2022-10-17,458.0157470703125,461.2875061035156,487.6499938964844,453.875,480.0,24700,2022-10-17
2022-10-24,454.76397705078125,458.01251220703125,478.5,443.9125061035156,470.5,10716,2022-10-24
2022-10-31,452.31890869140625,455.54998779296875,477.0,447.5,457.70001220703125,30624,2022-10-31
2022-11-07,461.2550964355469,464.54998779296875,471.25,440.0,465.0,44196,2022-11-07
2022-11-14,487.2320251464844,490.7124938964844,512.4874877929688,460.0,464.88751220703125,29260,2022-11-14
2022-11-21,495.99444580078125,499.5375061035156,512.5,488.13751220703125,502.4750061035156,31956,2022-11-21
2022-11-28,489.5529479980469,493.04998779296875,506.4125061035156,474.95001220703125,505.4624938964844,32928,2022-11-28
2022-12-05,492.6185607910156,496.13751220703125,500.0,477.01251220703125,494.9624938964844,25784,2022-12-05
2022-12-12,469.4341735839844,472.7875061035156,512.3875122070312,469.75,487.51251220703125,31596,2022-12-12
2022-12-19,509.1007995605469,512.7374877929688,547.5,463.0,471.75,53452,2022-12-19
2022-12-26,509.52276611328125,513.1624755859375,530.0,500.0,507.6000061035156,25180,2022-12-26
2023-01-02,568.6504516601562,572.7125244140625,575.7000122070312,504.29998779296875,507.45001220703125,74628,2023-01-02
2023-01-09,601.7018432617188,606.0,630.0,556.2625122070312,582.5,76352,2023-01-09
2023-01-16,629.3419189453125,633.8375244140625,650.5999755859375,590.8875122070312,606.0,56592,2023-01-16
2023-01-23,631.9606323242188,636.4749755859375,674.75,625.0250244140625,633.2625122070312,46352,2023-01-23
2023-01-30,666.513916015625,671.2750244140625,687.4874877929688,622.1375122070312,625.3499755859375,34580,2023-01-30
2023-02-06,784.9056396484375,790.5125122070312,849.75,670.0125122070312,675.25,133400,2023-02-06
2023-02-13,786.24609375,791.8624877929688,833.2249755859375,762.5,787.75,41760,2023-02-13
2023-02-20,703.6486206054688,708.6749877929688,816.25,643.75,787.1124877929688,68164,2023-02-20
2023-02-27,682.6238403320312,687.5,722.5,653.5,722.5,10560,2023-02-27
2023-03-06,697.4677734375,702.4500122070312,712.5,665.5125122070312,686.1749877929688,7212,2023-03-06
2023-03-13,660.2833251953125,665.0,711.0,654.25,687.5,16340,2023-03-13
2023-03-20,693.0989379882812,698.0499877929688,720.0,662.5,675.0,4096,2023-03-20
2023-03-27,662.765625,667.5,705.25,657.5374755859375,698.0499877929688,5344,2023-03-27
2023-04-03,675.263916015625,680.0875244140625,697.5,651.2750244140625,667.5,3712,2023-04-03
2023-04-10,682.8099365234375,687.6875,700.5,662.5,679.5,5424,2023-04-10
2023-04-17,670.2124633789062,675.0,704.75,662.5374755859375,662.5374755859375,7612,2023-04-17
2023-04-24,776.2921752929688,781.8375244140625,785.3250122070312,674.9375,675.0,10984,2023-04-24
2023-05-01,917.1732788085938,923.7249755859375,940.9375,751.625,781.8375244140625,23884,2023-05-01
2023-05-08,868.8560180664062,875.0625,962.5,866.2625122070312,942.25,10928,2023-05-08
2023-05-15,881.4410400390625,887.7374877929688,900.0,838.375,899.7000122070312,4168,2023-05-15
2023-05-22,868.868408203125,875.0750122070312,912.5,847.6375122070312,912.5,7856,2023-05-22
2023-05-29,925.45166015625,932.0625,952.9874877929688,849.9874877929688,875.25,21608,2023-05-29
2023-06-05,919.6928100585938,926.2625122070312,975.0,878.0,970.0,14328,2023-06-05
2023-06-12,918.4392700195312,925.0,962.25,912.5,922.5,4936,2023-06-12
2023-06-19,874.9995727539062,881.25,937.5,862.5,925.0,13416,2023-06-19
2023-06-26,912.5066528320312,919.0250244140625,927.5,875.0,875.0,4472,2023-06-26
2023-07-03,874.714111328125,880.9625244140625,936.25,875.0,902.75,2112,2023-07-03
2023-07-10,925.699951171875,932.3125,937.5,851.75,852.1624755859375,3360,2023-07-10
2023-07-17,885.6236572265625,891.9500122070312,975.0,875.0,908.75,6916,2023-07-17
2023-07-24,886.1573486328125,892.4874877929688,928.75,843.75,891.9500122070312,9416,2023-07-24
2023-07-31,896.9159545898438,899.1500244140625,913.5,862.5,875.25,3676,2023-07-31
2023-08-07,929.4349365234375,931.75,937.5,854.2000122070312,854.2000122070312,13772,2023-08-07
2023-08-14,901.1429443359375,903.3875122070312,947.5,865.0,918.75,14980,2023-08-14
2023-08-21,952.8267211914062,955.2000122070312,955.2000122070312,877.7874755859375,905.0,14276,2023-08-21
2023-08-28,1002.9144287109375,1005.4124755859375,1072.5,975.0,999.75,13748,2023-08-28
2023-09-04,975.0712890625,977.5,1024.25,972.5,1024.25,6936,2023-09-04
2023-09-11,953.8740844726562,956.25,977.5,937.5,975.0,2004,2023-09-11
2023-09-18,972.5775146484375,975.0,980.5,950.0,950.0,3420,2023-09-18
2023-09-25,985.0464477539062,987.5,1000.0,957.5,994.5,1884,2023-09-25
2023-10-02,984.7970581054688,987.25,1003.0,987.25,987.5,2916,2023-10-02
2023-10-09,1012.4780883789062,1015.0,1020.0,945.0,975.0,3528,2023-10-09
2023-10-16,1012.4780883789062,1015.0,1035.5,977.75,1014.9874877929688,1964,2023-10-16
2023-10-23,968.3006591796875,970.7125244140625,1038.75,896.4000244140625,1038.375,6196,2023-10-23
2023-10-30,972.7271728515625,975.1500244140625,1002.5,958.5499877929688,1000.0,5456,2023-10-30
2023-11-06,960.52001953125,962.9124755859375,995.9874877929688,955.0,975.2999877929688,7916,2023-11-06
2023-11-13,1038.126708984375,1040.7125244140625,1042.4375,956.5,956.5,4004,2023-11-13
2023-11-20,1105.2470703125,1108.0,1249.75,1054.550048828125,1055.0,29120,2023-11-20
2023-11-27,1134.7984619140625,1137.625,1174.25,1066.2125244140625,1108.0,3728,2023-11-27
2023-12-04,1277.7049560546875,1280.887451171875,1300.0,1127.5,1137.7249755859375,7588,2023-12-04
2023-12-11,1197.5172119140625,1200.5,1300.0,1155.012451171875,1300.0,7748,2023-12-11
2023-12-18,1199.4622802734375,1202.449951171875,1237.25,1175.0,1237.25,7476,2023-12-18
2023-12-25,1198.265380859375,1201.25,1237.487548828125,1197.5,1202.449951171875,3144,2023-12-25
2024-01-01,1197.25537109375,1200.237548828125,1237.237548828125,1175.0,1221.949951171875,5296,2024-01-01
2024-01-08,1197.105712890625,1200.0875244140625,1231.25,1189.324951171875,1213.2125244140625,6264,2024-01-08
2024-01-15,1342.3564453125,1345.699951171875,1374.949951171875,1174.737548828125,1237.25,12056,2024-01-15
2024-01-22,1248.3531494140625,1251.4625244140625,1345.699951171875,1190.0,1345.699951171875,6244,2024-01-22
2024-01-29,1278.77734375,1281.9625244140625,1312.4749755859375,1232.762451171875,1300.0,8224,2024-01-29
2024-02-05,1271.9818115234375,1275.1500244140625,1312.5,1245.012451171875,1276.9375,3112,2024-02-05
2024-02-12,1272.1812744140625,1275.3499755859375,1310.0,1219.0,1275.4375,7516,2024-02-12
2024-02-19,1573.6802978515625,1577.5999755859375,1611.75,1250.300048828125,1252.875,94128,2024-02-19
2024-02-26,1578.2064208984375,1582.137451171875,1736.25,1500.0,1647.5,52956,2024-02-26
2024-03-04,1443.903564453125,1447.5,1627.5,1430.0,1577.5,9048,2024-03-04
2024-03-11,1453.6043701171875,1457.2249755859375,1525.0,1341.387451171875,1442.625,12268,2024-03-11
2024-03-18,1588.6304931640625,1592.5875244140625,1650.0,1451.262451171875,1457.2249755859375,46196,2024-03-18
2024-03-25,1624.665771484375,1628.7125244140625,1661.25,1575.5250244140625,1592.5875244140625,5440,2024-03-25
2024-04-01,1650.0650634765625,1654.175048828125,1714.387451171875,1600.0,1629.0,12820,2024-04-01
2024-04-08,1670.8382568359375,1675.0,1706.9625244140625,1651.512451171875,1678.987548828125,2904,2024-04-08
2024-04-15,1621.1121826171875,1625.1500244140625,1674.5,1528.75,1528.75,4940,2024-04-15
2024-04-22,1626.087158203125,1630.137451171875,1693.75,1625.0,1687.487548828125,4472,2024-04-22
2024-04-29,1641.261962890625,1645.3499755859375,1695.0,1575.25,1638.012451171875,20908,2024-04-29
2024-05-06,1967.81103515625,1972.7125244140625,2089.27490234375,1623.875,1650.012451171875,373988,2024-05-06
2024-05-13,1912.149658203125,1916.9124755859375,2088.875,1762.5,1971.050048828125,101020,2024-05-13
2024-05-20,2264.73388671875,2270.375,2450.0,1825.637451171875,1825.637451171875,190332,2024-05-20
2024-05-27,2233.287353515625,2238.85009765625,2424.987548828125,2187.5,2282.875,30840,2024-05-27
2024-06-03,2636.83203125,2643.39990234375,2685.0,1966.5250244140625,2370.625,59916,2024-06-03
2024-06-10,2613.128662109375,2619.637451171875,2699.75,2475.0,2699.75,45872,2024-06-10
2024-06-17,2665.548095703125,2672.1875,2765.987548828125,2567.97509765625,2619.637451171875,25392,2024-06-17
2024-06-24,3209.306396484375,3217.300048828125,3318.9375,2525.0,2672.1875,162292,2024-06-24
2024-07-01,3580.244873046875,3589.16259765625,4186.0,3412.512451171875,3412.512451171875,211168,2024-07-01
2024-07-08,3499.770263671875,3508.487548828125,3697.27490234375,3375.25,3642.5,20932,2024-07-08
2024-07-15,3686.729736328125,3695.91259765625,3755.0,3334.75,3581.25,32684,2024-07-15
2024-07-22,3736.468017578125,3745.77490234375,3947.5,3600.0,3791.25,25704,2024-07-22
2024-07-29,3747.52490234375,3747.52490234375,4037.53759765625,3580.77490234375,3800.0,36960,2024-07-29
2024-08-05,3572.25,3572.25,3743.75,3500.0,3560.14990234375,49516,2024-08-05
2024-08-12,4342.0,4342.0,4342.0,3725.0,3749.550048828125,20456,2024-08-12
2024-08-19,4075.550048828125,4075.550048828125,4815.14990234375,4075.550048828125,4550.0,17803,2024-08-19
2024-08-26,3345.0,3345.0,3990.0,3339.800048828125,3871.800048828125,56884,2024-08-26
2024-09-02,3469.14990234375,3469.14990234375,3605.0,3300.0,3320.0,24866,2024-09-02
2024-09-09,3401.39990234375,3401.39990234375,3550.0,3300.0,3529.0,10227,2024-09-09
2024-09-16,3100.14990234375,3100.14990234375,3479.0,3045.25,3399.0,16511,2024-09-16
2024-09-23,3266.10009765625,3266.10009765625,3266.10009765625,2931.0,3100.0,44051,2024-09-23
2024-09-30,3234.300048828125,3234.300048828125,3429.39990234375,3150.0,3325.0,14497,2024-09-30
2024-10-07,3539.25,3539.25,3546.199951171875,2950.0,3155.0,23703,2024-10-07
2024-10-14,3493.050048828125,3493.050048828125,3550.0,3362.300048828125,3550.0,22508,2024-10-14
2024-10-21,2979.5,2979.5,3499.89990234375,2978.5,3499.89990234375,35260,2024-10-21
2024-10-28,3396.5,3396.5,3440.699951171875,2904.10009765625,2979.5,12919,2024-10-28
2024-11-04,3243.449951171875,3243.449951171875,3509.949951171875,3230.25,3474.0,15222,2024-11-04
2024-11-11,3200.10009765625,3200.10009765625,3350.0,3033.0,3229.0,6220,2024-11-11
2024-11-18,3220.10009765625,3220.10009765625,3250.0,3040.0,3040.10009765625,9517,2024-11-18
2024-11-25,3142.0,3142.0,3350.0,3100.0,3220.10009765625,16724,2024-11-25
2024-12-02,3100.300048828125,3100.300048828125,3195.550048828125,3048.0,3195.550048828125,11924,2024-12-02
2024-12-09,3339.800048828125,3339.800048828125,3339.800048828125,3096.60009765625,3118.199951171875,10041,2024-12-09
2024-12-16,3197.75,3197.75,3505.0,3154.300048828125,3400.0,21093,2024-12-16
2024-12-23,3151.75,3151.75,3299.0,3060.0,3299.0,7927,2024-12-23
2024-12-30,3466.39990234375,3466.39990234375,3534.64990234375,3100.0,3170.35009765625,13650,2024-12-30
2025-01-06,3244.39990234375,3244.39990234375,3457.10009765625,3202.60009765625,3372.0,9220,2025-01-06
2025-01-13,3167.699951171875,3167.699951171875,3240.0,2950.050048828125,3240.0,6226,2025-01-13
2025-01-20,3185.449951171875,3185.449951171875,3304.050048828125,3075.0,3140.300048828125,7064,2025-01-20
2025-01-27,2795.199951171875,2795.199951171875,3140.0,2634.199951171875,3112.5,16313,2025-01-27
2025-02-03,2736.550048828125,2736.550048828125,2950.0,2699.85009765625,2850.0,5009,2025-02-03
2025-02-10,2589.800048828125,2589.800048828125,2799.0,2475.0,2799.0,10224,2025-02-10
2025-02-17,2605.85009765625,2605.85009765625,2660.25,2451.0,2451.0,6631,2025-02-17
2025-02-24,2522.449951171875,2522.449951171875,2727.89990234375,2392.85009765625,2727.89990234375,11500,2025-02-24
2025-03-03,2252.60009765625,2252.60009765625,2543.050048828125,2221.0,2522.449951171875,17778,2025-03-03
2025-03-10,2609.25,2609.25,2620.449951171875,2194.75,2259.949951171875,15561,2025-03-10
2025-03-17,2690.39990234375,2690.39990234375,2899.89990234375,2590.050048828125,2600.0,14123,2025-03-17
2025-03-24,2796.699951171875,2796.699951171875,2859.949951171875,2592.050048828125,2690.60009765625,12062,2025-03-24
2025-03-31,2983.25,2983.25,3224.949951171875,2711.85009765625,2796.699951171875,13738,2025-03-31
2025-04-07,2879.449951171875,2879.449951171875,3100.75,2685.0,2685.0,14188,2025-04-07
2025-04-14,2971.800048828125,2971.800048828125,3031.89990234375,2879.449951171875,2879.449951171875,3529,2025-04-14
2025-04-21,2799.800048828125,2799.800048828125,3000.0,2675.0,2971.800048828125,9823,2025-04-21
2025-04-28,2840.10009765625,2840.10009765625,2925.0,2750.199951171875,2770.0,2756,2025-04-28
2025-05-05,2723.800048828125,2723.800048828125,2880.0,2652.0,2871.10009765625,6512,2025-05-05
2025-05-12,2919.10009765625,2919.10009765625,2996.10009765625,2700.0,2996.10009765625,20254,2025-05-12
2025-05-19,2993.300048828125,2993.300048828125,3157.0,2820.0,2972.0,28874,2025-05-19
2025-05-26,2846.0,2846.0,3049.0,2826.0,3000.0,16861,2025-05-26
2025-06-02,2977.800048828125,2977.800048828125,2990.0,2790.199951171875,2846.0,10521,2025-06-02
2025-06-09,2865.10009765625,2865.10009765625,3010.5,2815.0,3010.5,10676,2025-06-09
2025-06-16,2688.300048828125,2688.300048828125,2878.300048828125,2675.0,2865.39990234375,13668,2025-06-16
2025-06-23,2809.699951171875,2809.699951171875,2825.10009765625,2588.60009765625,2649.0,36256,2025-06-23
2025-06-30,2671.199951171875,2671.199951171875,2833.60009765625,2619.10009765625,2822.300048828125,18642,2025-06-30
2025-07-07,2625.0,2625.0,2711.10009765625,2560.10009765625,2671.10009765625,8412,2025-07-07
2025-07-14,2571.89990234375,2571.89990234375,2684.89990234375,2549.800048828125,2625.800048828125,5037,2025-07-14
