Date,Adj Close_SHALBY.NS,Close_SHALBY.NS,High_SHALBY.NS,Low_SHALBY.NS,Open_SHALBY.NS,Volume_SHALBY.NS,Date
2020-07-13,69.9266586303711,72.0,74.5999984741211,70.19999694824219,72.8499984741211,234067,2020-07-13
2020-07-20,69.732421875,71.80000305175781,75.4000015258789,71.05000305175781,71.9000015258789,442844,2020-07-20
2020-07-27,71.04354858398438,73.1500015258789,79.30000305175781,70.3499984741211,71.75,2670477,2020-07-27
2020-08-03,70.84929656982422,72.94999694824219,75.1500015258789,71.80000305175781,74.44999694824219,462633,2020-08-03
2020-08-10,83.57206726074219,86.05000305175781,98.80000305175781,72.9000015258789,73.0,3862309,2020-08-10
2020-08-17,84.8832015991211,87.4000015258789,90.4000015258789,84.1500015258789,85.05000305175781,617205,2020-08-17
2020-08-24,85.17455291748047,87.69999694824219,94.0,83.0999984741211,87.4000015258789,1175482,2020-08-24
2020-08-31,78.3761215209961,80.69999694824219,89.0,78.0,87.0,553854,2020-08-31
2020-09-07,75.68033599853516,77.44999694824219,82.8499984741211,75.5,80.0,421229,2020-09-07
2020-09-14,79.051513671875,80.9000015258789,85.9000015258789,77.5,78.9000015258789,630534,2020-09-14
2020-09-21,78.66065216064453,80.5,84.5,72.0,80.9000015258789,850573,2020-09-21
2020-09-28,84.86555480957031,86.8499984741211,91.44999694824219,79.6500015258789,81.25,2936924,2020-09-28
2020-10-05,93.56219482421875,95.75,99.0,83.3499984741211,86.8499984741211,3346168,2020-10-05
2020-10-12,89.65360260009766,91.75,108.80000305175781,90.0,99.44999694824219,7030063,2020-10-12
2020-10-19,88.62757873535156,90.69999694824219,94.80000305175781,86.1500015258789,92.69999694824219,2363984,2020-10-19
2020-10-26,88.57872772216797,90.6500015258789,97.5,88.3499984741211,90.75,2855242,2020-10-26
2020-11-02,89.55587768554688,91.6500015258789,95.25,89.05000305175781,91.0,1222236,2020-11-02
2020-11-09,90.09330749511719,92.19999694824219,98.4000015258789,90.4000015258789,92.0,1504021,2020-11-09
2020-11-16,95.5165023803711,97.75,99.0,89.94999694824219,91.6500015258789,1908840,2020-11-16
2020-11-23,102.84513092041016,105.25,116.6500015258789,92.69999694824219,97.5999984741211,5742770,2020-11-23
2020-11-30,106.11858367919922,108.5999984741211,118.0,101.3499984741211,105.25,6225318,2020-11-30
2020-12-07,104.11543273925781,106.55000305175781,113.0,104.9000015258789,109.4000015258789,2390014,2020-12-07
2020-12-14,100.10910034179688,102.44999694824219,108.55000305175781,99.5,106.0999984741211,1311505,2020-12-14
2020-12-21,111.10205841064453,113.69999694824219,116.0,93.94999694824219,102.5,5323689,2020-12-21
2020-12-28,106.36287689208984,108.8499984741211,121.69999694824219,107.30000305175781,115.0,3080185,2020-12-28
2021-01-04,119.21240997314453,122.0,134.60000610351562,110.0999984741211,110.0999984741211,13740793,2021-01-04
2021-01-11,114.47323608398438,117.1500015258789,122.94999694824219,114.0,122.44999694824219,2886128,2021-01-11
2021-01-18,106.70487976074219,109.19999694824219,117.1500015258789,108.5,117.1500015258789,993294,2021-01-18
2021-01-25,105.72772979736328,108.19999694824219,111.5,104.5999984741211,109.5999984741211,689736,2021-01-25
2021-02-01,109.39203643798828,111.94999694824219,120.0,106.69999694824219,108.69999694824219,1141671,2021-02-01
2021-02-08,106.31402587890625,108.80000305175781,113.5,108.0999984741211,112.5,497055,2021-02-08
2021-02-15,104.75057220458984,107.19999694824219,114.1500015258789,106.0,108.8499984741211,1041045,2021-02-15
2021-02-22,104.01770782470703,106.44999694824219,110.19999694824219,103.0,107.5,708489,2021-02-22
2021-03-01,105.92315673828125,108.4000015258789,114.5999984741211,106.0,107.05000305175781,1023722,2021-03-01
2021-03-08,104.26200103759766,106.69999694824219,110.3499984741211,106.1500015258789,108.94999694824219,572746,2021-03-08
2021-03-15,97.76395416259766,100.05000305175781,108.19999694824219,96.0999984741211,107.0,755326,2021-03-15
2021-03-22,96.2493667602539,98.5,103.0,97.25,99.0999984741211,1226328,2021-03-22
2021-03-29,103.87114715576172,106.30000305175781,107.1500015258789,98.05000305175781,98.5,965734,2021-03-29
2021-04-05,109.53861999511719,112.0999984741211,114.69999694824219,104.94999694824219,105.0,2435338,2021-04-05
2021-04-12,111.6883544921875,114.30000305175781,117.75,105.6500015258789,111.0,1777637,2021-04-12
2021-04-19,112.51892852783203,115.1500015258789,128.39999389648438,110.0999984741211,113.0,3451426,2021-04-19
2021-04-26,119.50556182861328,122.30000305175781,126.5999984741211,111.30000305175781,113.05000305175781,5841803,2021-04-26
2021-05-03,133.23452758789062,136.35000610351562,142.0,122.30000305175781,122.30000305175781,9445439,2021-05-03
2021-05-10,156.63729858398438,160.3000030517578,173.9499969482422,137.3000030517578,137.3000030517578,11374683,2021-05-10
2021-05-17,157.6144561767578,161.3000030517578,169.3000030517578,150.0,165.0,3247156,2021-05-17
2021-05-24,168.11880493164062,172.0500030517578,180.89999389648438,154.35000610351562,160.0,5169159,2021-05-24
2021-05-31,168.9493865966797,172.89999389648438,181.0,163.0,173.1999969482422,2775804,2021-05-31
2021-06-07,162.50021362304688,166.3000030517578,180.10000610351562,163.64999389648438,176.0,1632727,2021-06-07
2021-06-14,156.44186401367188,160.10000610351562,168.4499969482422,153.10000610351562,168.0,1339859,2021-06-14
2021-06-21,162.89105224609375,166.6999969482422,172.14999389648438,157.0,157.0,1895144,2021-06-21
2021-06-28,178.9651641845703,183.14999389648438,187.4499969482422,164.39999389648438,164.8000030517578,4645518,2021-06-28
2021-07-05,192.4987335205078,197.0,211.4499969482422,184.0,184.9499969482422,9554699,2021-07-05
2021-07-12,186.7823944091797,191.14999389648438,203.6999969482422,189.0,197.85000610351562,1270717,2021-07-12
2021-07-19,195.67446899414062,200.25,207.0,187.14999389648438,187.14999389648438,1984746,2021-07-19
2021-07-26,189.322998046875,193.75,202.6999969482422,191.0500030517578,198.89999389648438,1409956,2021-07-26
2021-08-02,195.2836151123047,199.85000610351562,209.5,194.75,195.5,3725368,2021-08-02
2021-08-09,187.46641540527344,191.85000610351562,214.39999389648438,177.0,200.85000610351562,5943589,2021-08-09
2021-08-16,182.043212890625,186.3000030517578,197.39999389648438,183.35000610351562,191.5,2185188,2021-08-16
2021-08-23,184.5838165283203,188.89999389648438,193.0,179.60000610351562,188.0,1120798,2021-08-23
2021-08-30,193.72018432617188,198.25,211.1999969482422,189.85000610351562,189.85000610351562,2606612,2021-08-30
2021-09-06,186.5869598388672,190.9499969482422,199.60000610351562,189.0500030517578,198.25,982480,2021-09-06
2021-09-13,179.7957763671875,184.0,197.89999389648438,182.5500030517578,191.9499969482422,1353060,2021-09-13
2021-09-20,176.9199676513672,180.10000610351562,188.5,178.5,180.5500030517578,920069,2021-09-20
2021-09-27,171.27151489257812,174.35000610351562,182.5500030517578,172.25,182.5500030517578,664742,2021-09-27
2021-10-04,169.40504455566406,172.4499969482422,177.89999389648438,167.5,176.0,869494,2021-10-04
2021-10-11,165.86862182617188,168.85000610351562,181.25,168.0,173.35000610351562,964089,2021-10-11
2021-10-18,164.73892211914062,167.6999969482422,171.35000610351562,160.0,170.0,1014314,2021-10-18
2021-10-25,144.8955841064453,147.5,173.5,145.0,169.0500030517578,1648800,2021-10-25
2021-11-01,152.3614044189453,155.10000610351562,159.39999389648438,146.8000030517578,149.0,698509,2021-11-01
2021-11-08,144.9938507080078,147.60000610351562,157.8000030517578,146.8000030517578,157.8000030517578,636937,2021-11-08
2021-11-15,146.4673614501953,149.10000610351562,159.89999389648438,144.25,148.35000610351562,2026297,2021-11-15
2021-11-22,144.06060791015625,146.64999389648438,154.3000030517578,138.89999389648438,149.0500030517578,1016853,2021-11-22
2021-11-29,138.4612579345703,140.9499969482422,149.9499969482422,134.10000610351562,148.0,933310,2021-11-29
2021-12-06,138.4612579345703,140.9499969482422,145.0,136.85000610351562,141.0,784527,2021-12-06
2021-12-13,129.71839904785156,132.0500030517578,144.9499969482422,130.85000610351562,144.0,564033,2021-12-13
2021-12-20,131.58485412597656,133.9499969482422,136.35000610351562,125.0,131.10000610351562,655044,2021-12-20
2021-12-27,138.4612579345703,140.9499969482422,146.5,133.0,134.64999389648438,1082319,2021-12-27
2022-01-03,139.09976196289062,141.60000610351562,145.39999389648438,135.14999389648438,141.1999969482422,1019041,2022-01-03
2022-01-10,144.40443420410156,147.0,153.60000610351562,139.0,143.3000030517578,2087290,2022-01-10
2022-01-17,140.67152404785156,143.1999969482422,154.6999969482422,142.1999969482422,147.1999969482422,892382,2022-01-17
2022-01-24,138.26478576660156,140.75,143.89999389648438,134.1999969482422,142.85000610351562,421093,2022-01-24
2022-01-31,143.8641357421875,146.4499969482422,147.60000610351562,135.35000610351562,140.8000030517578,1133917,2022-01-31
2022-02-07,138.0683135986328,140.5500030517578,148.0,138.0,148.0,576030,2022-02-07
2022-02-14,133.20571899414062,135.60000610351562,144.0,131.0,138.5500030517578,523471,2022-02-14
2022-02-21,120.87731170654297,123.05000305175781,137.0500030517578,112.4000015258789,134.9499969482422,689761,2022-02-21
2022-02-28,122.05612182617188,124.25,132.0500030517578,118.80000305175781,121.0,331553,2022-02-28
2022-03-07,127.99930572509766,130.3000030517578,132.39999389648438,118.19999694824219,119.0999984741211,508704,2022-03-07
2022-03-14,121.81053161621094,124.0,132.89999389648438,122.3499984741211,130.39999389648438,661075,2022-03-14
2022-03-21,122.69464111328125,124.9000015258789,129.9499969482422,122.5,124.0,747112,2022-03-21
2022-03-28,118.81439208984375,120.94999694824219,125.3499984741211,112.8499984741211,124.5,1266394,2022-03-28
2022-04-04,130.5042724609375,132.85000610351562,136.85000610351562,121.5,121.5999984741211,1020059,2022-04-04
2022-04-11,132.96014404296875,135.35000610351562,138.0,130.0,133.5500030517578,379190,2022-04-11
2022-04-18,130.9463348388672,133.3000030517578,138.6999969482422,129.0500030517578,134.0,721874,2022-04-18
2022-04-25,123.03845977783203,125.25,134.25,124.05000305175781,131.89999389648438,376242,2022-04-25
2022-05-02,114.44295501708984,116.5,127.94999694824219,114.94999694824219,125.19999694824219,258165,2022-05-02
2022-05-09,105.06158447265625,106.94999694824219,118.69999694824219,103.55000305175781,116.0999984741211,276438,2022-05-09
2022-05-16,107.07539367675781,109.0,115.0,103.80000305175781,107.0,401529,2022-05-16
2022-05-23,103.93189239501953,105.80000305175781,110.30000305175781,100.19999694824219,109.0,242212,2022-05-23
2022-05-30,113.26416015625,115.30000305175781,122.0,106.0,106.3499984741211,1150643,2022-05-30
2022-06-06,108.84361267089844,110.80000305175781,117.9000015258789,108.8499984741211,115.0,200180,2022-06-06
2022-06-13,101.6725082397461,103.5,112.6500015258789,100.0999984741211,111.0,249473,2022-06-13
2022-06-20,97.3501968383789,99.0999984741211,107.94999694824219,94.94999694824219,104.05000305175781,415616,2022-06-20
2022-06-27,100.24810791015625,102.05000305175781,106.5,100.0,100.0,251509,2022-06-27
2022-07-04,104.12835693359375,106.0,106.9000015258789,100.94999694824219,102.5999984741211,164267,2022-07-04
2022-07-11,108.05773162841797,110.0,111.05000305175781,104.19999694824219,106.30000305175781,190737,2022-07-11
2022-07-18,109.43301391601562,111.4000015258789,112.94999694824219,107.19999694824219,110.55000305175781,183758,2022-07-18
2022-07-25,112.82209014892578,114.8499984741211,119.0,110.44999694824219,110.75,415051,2022-07-25
2022-08-01,118.51968383789062,120.6500015258789,121.44999694824219,112.5,114.69999694824219,266821,2022-08-01
2022-08-08,115.37618255615234,117.44999694824219,123.94999694824219,115.80000305175781,121.30000305175781,248926,2022-08-08
2022-08-15,124.61021423339844,126.8499984741211,131.4499969482422,117.44999694824219,117.44999694824219,622656,2022-08-15
2022-08-22,120.7299575805664,122.9000015258789,126.44999694824219,120.0,125.0,361496,2022-08-22
2022-08-29,126.08373260498047,128.35000610351562,129.9499969482422,120.19999694824219,121.9000015258789,250738,2022-08-29
2022-09-05,130.70074462890625,133.0500030517578,142.14999389648438,126.05000305175781,129.0,1165382,2022-09-05
2022-09-12,131.58485412597656,133.9499969482422,142.25,127.5999984741211,134.9499969482422,1173697,2022-09-12
2022-09-19,134.1880645751953,136.60000610351562,147.8000030517578,132.4499969482422,133.9499969482422,1282611,2022-09-19
2022-09-26,129.0115509033203,130.35000610351562,135.39999389648438,125.30000305175781,132.5,407440,2022-09-26
2022-10-03,132.3766326904297,133.75,138.3000030517578,128.5500030517578,131.0500030517578,211229,2022-10-03
2022-10-10,134.75198364257812,136.14999389648438,144.85000610351562,130.5,131.75,824394,2022-10-10
2022-10-17,141.87806701660156,143.35000610351562,152.75,135.0,136.85000610351562,2860323,2022-10-17
2022-10-24,141.48216247558594,142.9499969482422,147.8000030517578,137.60000610351562,147.5,332087,2022-10-24
2022-10-31,140.1955108642578,141.64999389648438,146.60000610351562,136.75,144.39999389648438,579736,2022-10-31
2022-11-07,144.5503387451172,146.0500030517578,148.35000610351562,141.64999389648438,143.0500030517578,644153,2022-11-07
2022-11-14,143.56060791015625,145.0500030517578,149.39999389648438,140.14999389648438,144.8000030517578,575164,2022-11-14
2022-11-21,142.22445678710938,143.6999969482422,147.4499969482422,141.60000610351562,145.5,227007,2022-11-21
2022-11-28,148.014404296875,149.5500030517578,156.0,142.0,142.0,1100958,2022-11-28
2022-12-05,149.59796142578125,151.14999389648438,156.89999389648438,144.6999969482422,150.5500030517578,791905,2022-12-05
2022-12-12,141.33370971679688,142.8000030517578,157.1999969482422,140.39999389648438,152.0,735094,2022-12-12
2022-12-19,129.0115509033203,130.35000610351562,152.39999389648438,128.1999969482422,142.8000030517578,857036,2022-12-19
2022-12-26,149.20208740234375,150.75,152.9499969482422,131.0,131.0500030517578,1102431,2022-12-26
2023-01-02,160.48501586914062,162.14999389648438,166.0,150.35000610351562,152.0,2511323,2023-01-02
2023-01-09,159.79220581054688,161.4499969482422,168.0,155.5,164.89999389648438,1031883,2023-01-09
2023-01-16,152.9630584716797,154.5500030517578,163.60000610351562,151.0500030517578,161.5,1541021,2023-01-16
2023-01-23,141.43267822265625,142.89999389648438,159.1999969482422,141.35000610351562,155.35000610351562,628845,2023-01-23
2023-01-30,138.76039123535156,140.1999969482422,151.89999389648438,134.10000610351562,143.5,884896,2023-01-30
2023-02-06,139.3047637939453,140.75,145.6999969482422,136.4499969482422,140.14999389648438,599308,2023-02-06
2023-02-13,135.8901824951172,137.3000030517578,144.60000610351562,135.14999389648438,140.1999969482422,472367,2023-02-13
2023-02-20,126.78466033935547,128.10000610351562,139.35000610351562,127.3499984741211,139.0,374470,2023-02-20
2023-02-27,128.71463012695312,130.0500030517578,130.9499969482422,123.0,127.80000305175781,387378,2023-02-27
2023-03-06,128.17027282714844,129.5,135.39999389648438,128.1999969482422,130.75,524614,2023-03-06
2023-03-13,123.37007904052734,124.6500015258789,131.64999389648438,123.19999694824219,129.0,319018,2023-03-13
2023-03-20,119.60909271240234,120.8499984741211,125.44999694824219,119.94999694824219,123.94999694824219,247996,2023-03-20
2023-03-27,132.82200622558594,134.1999969482422,137.4499969482422,115.0,121.0,2049332,2023-03-27
2023-04-03,139.5522003173828,141.0,146.9499969482422,134.1999969482422,134.1999969482422,611589,2023-04-03
2023-04-10,147.42054748535156,148.9499969482422,152.10000610351562,141.1999969482422,141.1999969482422,659198,2023-04-10
2023-04-17,145.0452117919922,146.5500030517578,152.0,144.64999389648438,147.5,397161,2023-04-17
2023-04-24,142.8677978515625,144.35000610351562,150.0,141.10000610351562,146.39999389648438,326148,2023-04-24
2023-05-01,139.99757385253906,141.4499969482422,149.0,137.0,144.35000610351562,524483,2023-05-01
2023-05-08,139.8986053466797,141.35000610351562,142.89999389648438,136.3000030517578,142.0,428074,2023-05-08
2023-05-15,136.68197631835938,138.10000610351562,152.5,135.25,142.0,1731874,2023-05-15
2023-05-22,134.99942016601562,136.39999389648438,140.89999389648438,135.0,137.9499969482422,360182,2023-05-22
2023-05-29,142.8677978515625,144.35000610351562,145.0,136.1999969482422,136.85000610351562,476175,2023-05-29
