Date,Adj Close_HINDMOTORS.NS,Close_HINDMOTORS.NS,High_HINDMOTORS.NS,Low_HINDMOTORS.NS,Open_HINDMOTORS.NS,Volume_HINDMOTORS.NS,Date
2020-07-13,5.800000190734863,5.800000190734863,6.0,5.449999809265137,5.949999809265137,487128,2020-07-13
2020-07-20,5.599999904632568,5.599999904632568,6.0,5.550000190734863,6.0,866676,2020-07-20
2020-07-27,5.5,5.5,5.800000190734863,5.25,5.699999809265137,597788,2020-07-27
2020-08-03,6.650000095367432,6.650000095367432,7.25,5.349999904632568,5.349999904632568,1845526,2020-08-03
2020-08-10,6.099999904632568,6.099999904632568,6.949999809265137,6.0,6.650000095367432,887135,2020-08-10
2020-08-17,6.25,6.25,6.699999809265137,5.900000095367432,5.900000095367432,833605,2020-08-17
2020-08-24,6.150000095367432,6.150000095367432,6.400000095367432,6.0,6.150000095367432,765221,2020-08-24
2020-08-31,5.949999809265137,5.949999809265137,6.400000095367432,5.849999904632568,6.150000095367432,965531,2020-08-31
2020-09-07,6.050000190734863,6.050000190734863,6.150000095367432,5.599999904632568,6.050000190734863,547441,2020-09-07
2020-09-14,5.75,5.75,6.150000095367432,5.650000095367432,6.0,643745,2020-09-14
2020-09-21,5.099999904632568,5.099999904632568,5.75,4.900000095367432,5.75,627815,2020-09-21
2020-09-28,5.300000190734863,5.300000190734863,5.800000190734863,5.099999904632568,5.349999904632568,281063,2020-09-28
2020-10-05,5.0,5.0,5.5,4.650000095367432,5.300000190734863,374373,2020-10-05
2020-10-12,5.0,5.0,5.25,4.849999904632568,5.050000190734863,270268,2020-10-12
2020-10-19,5.0,5.0,5.199999809265137,4.900000095367432,5.050000190734863,344125,2020-10-19
2020-10-26,5.0,5.0,5.300000190734863,4.900000095367432,5.0,318491,2020-10-26
2020-11-02,4.949999809265137,4.949999809265137,5.050000190734863,4.800000190734863,5.050000190734863,345529,2020-11-02
2020-11-09,4.949999809265137,4.949999809265137,5.050000190734863,4.900000095367432,4.949999809265137,443986,2020-11-09
2020-11-16,5.050000190734863,5.050000190734863,5.099999904632568,4.900000095367432,4.949999809265137,445957,2020-11-16
2020-11-23,5.5,5.5,6.0,5.0,5.050000190734863,1221634,2020-11-23
2020-11-30,6.300000190734863,6.300000190734863,6.75,5.449999809265137,5.5,1325194,2020-11-30
2020-12-07,6.599999904632568,6.599999904632568,7.150000095367432,5.949999809265137,6.400000095367432,1809142,2020-12-07
2020-12-14,7.199999809265137,7.199999809265137,7.75,6.400000095367432,6.849999904632568,2975235,2020-12-14
2020-12-21,7.800000190734863,7.800000190734863,8.550000190734863,6.949999809265137,7.449999809265137,4448032,2020-12-21
2020-12-28,7.599999904632568,7.599999904632568,8.0,7.400000095367432,7.800000190734863,1195873,2020-12-28
2021-01-04,9.600000381469727,9.600000381469727,10.0,7.400000095367432,7.599999904632568,5389817,2021-01-04
2021-01-11,7.650000095367432,7.650000095367432,9.699999809265137,7.550000190734863,9.699999809265137,549145,2021-01-11
2021-01-18,6.050000190734863,6.050000190734863,7.650000095367432,6.050000190734863,7.400000095367432,318974,2021-01-18
2021-01-25,6.300000190734863,6.300000190734863,6.400000095367432,5.550000190734863,5.800000190734863,372854,2021-01-25
2021-02-01,5.949999809265137,5.949999809265137,6.800000190734863,5.949999809265137,6.25,300443,2021-02-01
2021-02-08,6.699999809265137,6.699999809265137,6.949999809265137,5.949999809265137,6.0,542221,2021-02-08
2021-02-15,7.900000095367432,7.900000095367432,8.149999618530273,6.400000095367432,6.849999904632568,1055528,2021-02-15
2021-02-22,7.599999904632568,7.599999904632568,7.900000095367432,6.650000095367432,7.900000095367432,463644,2021-02-22
2021-03-01,7.300000190734863,7.300000190734863,8.0,7.199999809265137,7.900000095367432,652234,2021-03-01
2021-03-08,7.099999904632568,7.099999904632568,7.599999904632568,7.0,7.599999904632568,383734,2021-03-08
2021-03-15,6.900000095367432,6.900000095367432,7.25,6.400000095367432,7.25,403093,2021-03-15
2021-03-22,6.5,6.5,7.0,6.300000190734863,6.900000095367432,308299,2021-03-22
2021-03-29,6.800000190734863,6.800000190734863,6.949999809265137,6.050000190734863,6.5,272011,2021-03-29
2021-04-05,6.75,6.75,7.099999904632568,6.449999809265137,6.949999809265137,376991,2021-04-05
2021-04-12,6.550000190734863,6.550000190734863,7.0,6.150000095367432,6.75,388224,2021-04-12
2021-04-19,6.849999904632568,6.849999904632568,6.849999904632568,6.199999809265137,6.25,448760,2021-04-19
2021-04-26,6.75,6.75,7.5,6.599999904632568,7.150000095367432,479781,2021-04-26
2021-05-03,6.800000190734863,6.800000190734863,7.0,6.550000190734863,6.75,390807,2021-05-03
2021-05-10,7.400000095367432,7.400000095367432,7.400000095367432,6.599999904632568,6.949999809265137,747459,2021-05-10
2021-05-17,7.800000190734863,7.800000190734863,8.699999809265137,7.550000190734863,7.75,1612982,2021-05-17
2021-05-24,8.199999809265137,8.199999809265137,8.5,7.449999809265137,8.0,1287855,2021-05-24
2021-05-31,7.949999809265137,7.949999809265137,8.350000381469727,7.75,8.350000381469727,1054681,2021-05-31
2021-06-07,9.050000190734863,9.050000190734863,9.5,7.849999904632568,8.25,2321035,2021-06-07
2021-06-14,8.350000381469727,8.350000381469727,9.199999809265137,8.0,9.199999809265137,1251818,2021-06-14
2021-06-21,8.75,8.75,9.399999618530273,7.900000095367432,8.699999809265137,2020192,2021-06-21
2021-06-28,9.0,9.0,9.850000381469727,8.550000190734863,8.649999618530273,2854917,2021-06-28
2021-07-05,8.75,8.75,9.550000190734863,8.600000381469727,9.0,1404829,2021-07-05
2021-07-12,8.300000190734863,8.300000190734863,9.149999618530273,8.25,8.800000190734863,1426954,2021-07-12
2021-07-19,7.949999809265137,7.949999809265137,8.449999809265137,7.650000095367432,8.449999809265137,1014810,2021-07-19
2021-07-26,8.5,8.5,9.199999809265137,7.849999904632568,8.050000190734863,1693287,2021-07-26
2021-08-02,8.449999809265137,8.449999809265137,8.75,7.75,8.699999809265137,1350346,2021-08-02
2021-08-09,8.449999809265137,8.449999809265137,9.350000381469727,7.449999809265137,8.649999618530273,3505376,2021-08-09
2021-08-16,7.849999904632568,7.849999904632568,8.600000381469727,7.400000095367432,8.550000190734863,870736,2021-08-16
2021-08-23,7.699999809265137,7.699999809265137,8.050000190734863,7.300000190734863,8.050000190734863,500326,2021-08-23
2021-08-30,7.800000190734863,7.800000190734863,8.149999618530273,7.599999904632568,8.100000381469727,659727,2021-08-30
2021-09-06,7.699999809265137,7.699999809265137,7.900000095367432,7.599999904632568,7.849999904632568,486369,2021-09-06
2021-09-13,7.699999809265137,7.699999809265137,7.900000095367432,7.5,7.75,888944,2021-09-13
2021-09-20,7.349999904632568,7.349999904632568,7.699999809265137,7.099999904632568,7.699999809265137,1000070,2021-09-20
2021-09-27,7.400000095367432,7.400000095367432,7.5,7.300000190734863,7.5,626873,2021-09-27
2021-10-04,9.25,9.25,9.699999809265137,7.5,7.550000190734863,5929622,2021-10-04
2021-10-11,15.75,15.75,15.75,9.0,9.300000190734863,16908313,2021-10-11
2021-10-18,14.199999809265137,14.199999809265137,18.149999618530273,14.199999809265137,16.450000762939453,9999063,2021-10-18
2021-10-25,11.100000381469727,11.100000381469727,13.5,11.100000381469727,13.5,1543423,2021-10-25
2021-11-01,13.399999618530273,13.399999618530273,13.399999618530273,10.600000381469727,10.600000381469727,1481773,2021-11-01
2021-11-08,11.899999618530273,11.899999618530273,14.050000190734863,11.75,14.050000190734863,2219766,2021-11-08
2021-11-15,12.449999809265137,12.449999809265137,13.199999809265137,11.050000190734863,12.100000381469727,1516755,2021-11-15
2021-11-22,11.800000190734863,11.800000190734863,12.899999618530273,11.300000190734863,12.5,1195851,2021-11-22
2021-11-29,11.899999618530273,11.899999618530273,12.199999809265137,10.699999809265137,11.25,1000666,2021-11-29
2021-12-06,11.699999809265137,11.699999809265137,12.100000381469727,11.149999618530273,11.899999618530273,1350572,2021-12-06
2021-12-13,11.399999618530273,11.399999618530273,12.199999809265137,11.050000190734863,12.0,1162904,2021-12-13
2021-12-20,11.399999618530273,11.399999618530273,11.800000190734863,10.850000381469727,10.850000381469727,1032559,2021-12-20
2021-12-27,11.75,11.75,11.75,10.699999809265137,11.5,1685538,2021-12-27
2022-01-03,13.899999618530273,13.899999618530273,13.899999618530273,11.899999618530273,12.300000190734863,4299132,2022-01-03
2022-01-10,13.199999809265137,13.199999809265137,15.75,13.149999618530273,14.5,3719199,2022-01-10
2022-01-17,13.0,13.0,14.449999809265137,12.949999809265137,13.199999809265137,3546585,2022-01-17
2022-01-24,13.050000190734863,13.050000190734863,13.5,11.75,12.649999618530273,1224681,2022-01-24
2022-01-31,12.649999618530273,12.649999618530273,13.699999809265137,12.050000190734863,13.449999809265137,2534831,2022-01-31
2022-02-07,11.949999809265137,11.949999809265137,12.75,11.899999618530273,12.75,1223674,2022-02-07
2022-02-14,11.350000381469727,11.350000381469727,11.800000190734863,10.850000381469727,11.800000190734863,1653692,2022-02-14
2022-02-21,10.149999618530273,10.149999618530273,11.75,10.050000190734863,11.399999618530273,1229548,2022-02-21
2022-02-28,10.5,10.5,11.0,9.899999618530273,10.050000190734863,660479,2022-02-28
2022-03-07,11.300000190734863,11.300000190734863,11.399999618530273,10.050000190734863,10.649999618530273,1032716,2022-03-07
2022-03-14,11.600000381469727,11.600000381469727,11.649999618530273,10.850000381469727,11.449999809265137,1397655,2022-03-14
2022-03-21,12.100000381469727,12.100000381469727,13.100000381469727,11.699999809265137,11.899999618530273,2623321,2022-03-21
2022-03-28,12.25,12.25,12.600000381469727,11.5,12.100000381469727,1379492,2022-03-28
2022-04-04,13.449999809265137,13.449999809265137,13.449999809265137,11.899999618530273,12.399999618530273,2506026,2022-04-04
2022-04-11,12.550000190734863,12.550000190734863,14.199999809265137,12.149999618530273,13.800000190734863,1871282,2022-04-11
2022-04-18,11.899999618530273,11.899999618530273,12.850000381469727,11.850000381469727,12.75,1839951,2022-04-18
2022-04-25,11.75,11.75,12.5,11.100000381469727,12.100000381469727,2007389,2022-04-25
2022-05-02,10.899999618530273,10.899999618530273,11.949999809265137,10.699999809265137,11.600000381469727,586458,2022-05-02
2022-05-09,10.399999618530273,10.399999618530273,11.449999809265137,9.5,11.0,1549415,2022-05-09
2022-05-16,10.600000381469727,10.600000381469727,11.899999618530273,10.149999618530273,10.699999809265137,891784,2022-05-16
2022-05-23,14.300000190734863,14.300000190734863,14.300000190734863,10.550000190734863,10.850000381469727,15666666,2022-05-23
2022-05-30,18.149999618530273,18.149999618530273,18.149999618530273,15.0,15.0,12348191,2022-05-30
2022-06-06,23.149999618530273,23.149999618530273,23.149999618530273,18.299999237060547,19.049999237060547,23146645,2022-06-06
2022-06-13,21.899999618530273,21.899999618530273,26.75,21.899999618530273,24.299999237060547,34660684,2022-06-13
2022-06-20,18.899999618530273,18.899999618530273,21.5,17.100000381469727,20.850000381469727,8859215,2022-06-20
2022-06-27,18.649999618530273,18.649999618530273,19.799999237060547,17.100000381469727,19.799999237060547,6372981,2022-06-27
2022-07-04,19.950000762939453,19.950000762939453,21.5,18.549999237060547,18.950000762939453,7521955,2022-07-04
2022-07-11,18.299999237060547,18.299999237060547,20.399999618530273,17.899999618530273,20.350000381469727,3335578,2022-07-11
2022-07-18,18.350000381469727,18.350000381469727,19.299999237060547,17.100000381469727,18.399999618530273,3453565,2022-07-18
2022-07-25,16.700000762939453,16.700000762939453,18.350000381469727,16.350000381469727,18.350000381469727,3727513,2022-07-25
2022-08-01,16.299999237060547,16.299999237060547,17.299999237060547,16.0,16.950000762939453,2669451,2022-08-01
2022-08-08,15.350000381469727,15.350000381469727,17.0,14.899999618530273,16.649999618530273,2484915,2022-08-08
2022-08-15,16.950000762939453,16.950000762939453,17.700000762939453,15.350000381469727,15.350000381469727,3572715,2022-08-15
2022-08-22,16.850000381469727,16.850000381469727,17.5,16.100000381469727,17.299999237060547,2916672,2022-08-22
2022-08-29,16.450000762939453,16.450000762939453,17.0,16.0,16.149999618530273,1790940,2022-08-29
2022-09-05,16.75,16.75,17.100000381469727,16.149999618530273,16.450000762939453,2408754,2022-09-05
2022-09-12,16.5,16.5,17.25,16.350000381469727,17.0,3459413,2022-09-12
2022-09-19,15.899999618530273,15.899999618530273,16.799999237060547,15.75,16.700000762939453,1710887,2022-09-19
