Date,Adj Close_CAPLIPOINT.NS,Close_CAPLIPOINT.NS,High_CAPLIPOINT.NS,Low_CAPLIPOINT.NS,Open_CAPLIPOINT.NS,Volume_CAPLIPOINT.NS,Date
2021-04-12,456.7541198730469,465.54998779296875,474.04998779296875,448.0,474.04998779296875,434597,2021-04-12
2021-04-19,497.4700622558594,507.04998779296875,533.0,448.3500061035156,463.8999938964844,4364365,2021-04-19
2021-04-26,483.7835693359375,493.1000061035156,517.4000244140625,491.1000061035156,510.0,1023908,2021-04-26
2021-05-03,566.6381225585938,577.5499877929688,584.4000244140625,485.25,492.0,5612920,2021-05-03
2021-05-10,579.0,590.1500244140625,599.0,559.5499877929688,580.0,2260315,2021-05-10
2021-05-17,578.3623657226562,589.5,647.7999877929688,575.5499877929688,599.0,2864856,2021-05-17
2021-05-24,584.6604614257812,594.5,636.1500244140625,592.0,596.75,1336063,2021-05-24
2021-05-31,588.2992553710938,598.2000122070312,608.9000244140625,585.0,595.9500122070312,693302,2021-05-31
2021-06-07,654.5345458984375,665.5499877929688,682.0,592.0999755859375,603.0,3153629,2021-06-07
2021-06-14,642.388916015625,653.2000122070312,694.5,621.6500244140625,667.0,2826862,2021-06-14
2021-06-21,651.043212890625,662.0,687.5999755859375,636.5499877929688,645.0,1148500,2021-06-21
2021-06-28,669.0894165039062,680.3499755859375,706.5,655.0999755859375,655.2000122070312,1349568,2021-06-28
2021-07-05,648.5354614257812,659.4500122070312,722.4000244140625,656.0,694.0,1794615,2021-07-05
2021-07-12,678.7764282226562,690.2000122070312,704.5,656.0,665.1500244140625,1730617,2021-07-12
2021-07-19,778.8424682617188,791.9500122070312,800.0,681.4000244140625,686.5,3157171,2021-07-19
2021-07-26,870.0574340820312,884.7000122070312,1034.800048828125,810.0,815.4500122070312,14209316,2021-07-26
2021-08-02,879.1542358398438,893.9500122070312,923.0,843.0499877929688,886.0,2509379,2021-08-02
2021-08-09,836.4725341796875,850.5499877929688,934.9000244140625,808.0,899.5499877929688,1908463,2021-08-09
2021-08-16,760.5010986328125,773.2999877929688,850.5499877929688,765.2000122070312,847.0,925839,2021-08-16
2021-08-23,705.7230224609375,717.5999755859375,758.7000122070312,679.2000122070312,729.0,2323105,2021-08-23
2021-08-30,727.8505859375,740.0999755859375,757.0,719.5,720.0,770708,2021-08-30
2021-09-06,917.8529663085938,933.2999877929688,947.0,743.5,744.0999755859375,10740597,2021-09-06
2021-09-13,856.5349731445312,870.9500122070312,1008.4000244140625,860.0,938.7999877929688,5501583,2021-09-13
2021-09-20,873.9419555664062,888.6500244140625,932.0,850.4000244140625,868.7000122070312,2000391,2021-09-20
2021-09-27,864.0712890625,877.0999755859375,918.0,871.5,897.9000244140625,876617,2021-09-27
2021-10-04,853.5302734375,866.4000244140625,930.0,862.8499755859375,880.5,1532954,2021-10-04
2021-10-11,894.315185546875,907.7999877929688,949.0,868.0499877929688,874.0,2224385,2021-10-11
2021-10-18,847.3731079101562,860.1500244140625,934.0499877929688,855.0,914.9500122070312,900601,2021-10-18
2021-10-25,808.8045654296875,821.0,899.9000244140625,796.3499755859375,861.0,777469,2021-10-25
2021-11-01,829.7388916015625,842.25,852.0,817.9500122070312,820.9000244140625,821127,2021-11-01
2021-11-08,849.7866821289062,862.5999755859375,876.3499755859375,840.0,848.6500244140625,640457,2021-11-08
2021-11-15,830.4285278320312,842.9500122070312,889.7000122070312,833.0,869.9500122070312,415953,2021-11-15
2021-11-22,757.6754760742188,769.0999755859375,843.4000244140625,752.0,843.4000244140625,1128747,2021-11-22
2021-11-29,797.9188232421875,809.9500122070312,819.7000122070312,722.25,765.0,1565968,2021-11-29
2021-12-06,781.7623291015625,793.5499877929688,813.0999755859375,773.3499755859375,810.0,336212,2021-12-06
2021-12-13,737.5293579101562,748.6500244140625,813.4000244140625,745.0,801.1500244140625,376013,2021-12-13
2021-12-20,795.4559326171875,807.4500122070312,838.7999877929688,713.7999877929688,730.0,1607993,2021-12-20
2021-12-27,845.4519653320312,858.2000122070312,879.5,790.0,809.9000244140625,1088564,2021-12-27
2022-01-03,842.6443481445312,855.3499755859375,888.0,840.4000244140625,860.5,561625,2022-01-03
2022-01-10,840.9696044921875,853.6500244140625,869.9500122070312,830.0999755859375,861.5499877929688,433267,2022-01-10
2022-01-17,776.4425659179688,788.1500244140625,860.7999877929688,780.0,859.5499877929688,371949,2022-01-17
2022-01-24,791.2689819335938,803.2000122070312,833.75,764.0,789.9500122070312,363694,2022-01-24
2022-01-31,793.5841064453125,805.5499877929688,846.0,789.0,803.3499755859375,492387,2022-01-31
2022-02-07,770.8272705078125,782.4500122070312,817.5999755859375,775.0,810.0,309189,2022-02-07
2022-02-14,756.6903686523438,768.0999755859375,792.2999877929688,736.0,770.0,294739,2022-02-14
2022-02-21,670.1945190429688,680.2999877929688,770.0,650.0,770.0,480923,2022-02-21
2022-02-28,694.2321166992188,704.7000122070312,730.0,652.2999877929688,680.0,479635,2022-02-28
2022-03-07,725.7568359375,736.7000122070312,749.8499755859375,688.0,690.0,409485,2022-03-07
2022-03-14,727.6778564453125,738.6500244140625,754.7000122070312,719.5999755859375,740.0,313827,2022-03-14
2022-03-21,693.2470703125,703.7000122070312,744.4500122070312,700.0,741.0,618276,2022-03-21
2022-03-28,701.1282348632812,711.7000122070312,715.9500122070312,675.0,704.0,710052,2022-03-28
2022-04-04,750.4840087890625,761.7999877929688,803.0,720.0499877929688,722.4000244140625,818670,2022-04-04
2022-04-11,757.724853515625,769.1500244140625,787.0,758.0999755859375,766.2000122070312,170355,2022-04-11
2022-04-18,778.363525390625,790.0999755859375,830.0,750.5,769.0,636636,2022-04-18
2022-04-25,693.9365844726562,704.4000244140625,789.0,701.2999877929688,789.0,440940,2022-04-25
2022-05-02,682.1148681640625,692.4000244140625,734.0,673.4000244140625,703.9500122070312,327642,2022-05-02
2022-05-09,697.0397338867188,707.5499877929688,716.9000244140625,626.0,692.4000244140625,806941,2022-05-09
2022-05-16,765.1133422851562,776.6500244140625,814.0,701.0,707.5999755859375,1292600,2022-05-16
2022-05-23,721.7177124023438,732.5999755859375,786.0499877929688,707.3499755859375,780.9000244140625,345958,2022-05-23
2022-05-30,750.1498413085938,759.5,778.0499877929688,735.0,737.3499755859375,326072,2022-05-30
2022-06-06,753.35986328125,762.75,789.0,750.0,750.0,272964,2022-06-06
2022-06-13,655.6279907226562,663.7999877929688,760.0,658.25,758.0999755859375,274266,2022-06-13
2022-06-20,684.4686279296875,693.0,697.7999877929688,631.0,665.2000122070312,173993,2022-06-20
2022-06-27,700.0245971679688,708.75,726.0,697.0,698.2999877929688,155314,2022-06-27
2022-07-04,721.2106323242188,730.2000122070312,745.75,706.0,710.7999877929688,212096,2022-07-04
2022-07-11,714.2968139648438,723.2000122070312,742.0,714.0,729.9500122070312,112868,2022-07-11
2022-07-18,791.1390380859375,801.0,822.8499755859375,722.0,728.25,814448,2022-07-18
2022-07-25,768.4715576171875,778.0499877929688,824.9000244140625,754.5,801.0,446671,2022-07-25
2022-08-01,810.05322265625,820.1500244140625,856.7999877929688,784.0,784.0,1236186,2022-08-01
2022-08-08,783.6820068359375,793.4500122070312,824.2999877929688,789.0,824.2999877929688,216431,2022-08-08
2022-08-15,769.7554931640625,779.3499755859375,839.9500122070312,767.4500122070312,793.4500122070312,215997,2022-08-15
2022-08-22,754.3475952148438,763.75,790.0,755.0,779.4000244140625,244867,2022-08-22
2022-08-29,763.33544921875,772.8499755859375,789.8499755859375,736.6500244140625,736.6500244140625,244809,2022-08-29
2022-09-05,756.3229370117188,765.75,797.9500122070312,762.25,780.0,304224,2022-09-05
2022-09-12,730.3468017578125,739.4500122070312,777.0,736.0,769.5999755859375,329953,2022-09-12
2022-09-19,708.71630859375,717.5499877929688,742.7999877929688,709.25,738.0,292132,2022-09-19
2022-09-26,737.2940673828125,744.4000244140625,749.5,689.4500122070312,710.0,439349,2022-09-26
2022-10-03,727.6865844726562,734.7000122070312,759.4000244140625,730.1500244140625,735.0,160888,2022-10-03
2022-10-10,702.4795532226562,709.25,736.75,700.0499877929688,731.1500244140625,119364,2022-10-10
2022-10-17,733.7777709960938,740.8499755859375,745.9000244140625,700.0,712.7999877929688,184505,2022-10-17
2022-10-24,727.1913452148438,734.2000122070312,754.5,731.0,745.0999755859375,108587,2022-10-24
2022-10-31,731.54931640625,738.5999755859375,744.4000244140625,716.9500122070312,738.1500244140625,132452,2022-10-31
2022-11-07,724.3685913085938,731.3499755859375,758.2999877929688,726.0499877929688,740.0,208110,2022-11-07
2022-11-14,719.069580078125,726.0,785.75,715.0999755859375,735.6500244140625,566177,2022-11-14
2022-11-21,728.1322021484375,735.1500244140625,743.0,720.3499755859375,726.0,134378,2022-11-21
2022-11-28,753.7850341796875,761.0499877929688,766.3499755859375,735.25,737.9500122070312,219483,2022-11-28
2022-12-05,730.4598999023438,737.5,777.7999877929688,730.5,765.3499755859375,276165,2022-12-05
2022-12-12,719.9114379882812,726.8499755859375,745.9000244140625,706.0499877929688,730.7999877929688,282744,2022-12-12
2022-12-19,699.65673828125,706.4000244140625,743.8499755859375,700.5999755859375,730.5,226071,2022-12-19
2022-12-26,706.4907836914062,713.2999877929688,720.4500122070312,696.6500244140625,709.9500122070312,103558,2022-12-26
2023-01-02,719.4658813476562,726.4000244140625,755.75,712.5,717.0999755859375,241442,2023-01-02
2023-01-09,705.7975463867188,712.5999755859375,733.7999877929688,710.0999755859375,730.2000122070312,104069,2023-01-09
2023-01-16,690.2473754882812,696.9000244140625,719.4000244140625,691.25,716.1500244140625,123513,2023-01-16
2023-01-23,678.9562377929688,685.5,703.0999755859375,671.0,699.2000122070312,124399,2023-01-23
2023-01-30,686.7808837890625,693.4000244140625,711.9000244140625,679.2999877929688,689.0999755859375,123601,2023-01-30
2023-02-06,705.8966674804688,712.7000122070312,717.0,692.0499877929688,692.7999877929688,126821,2023-02-06
2023-02-13,680.3428344726562,686.9000244140625,726.9500122070312,680.5499877929688,723.4000244140625,416810,2023-02-13
2023-02-20,662.1184692382812,668.5,689.0499877929688,665.0,686.2000122070312,214500,2023-02-20
2023-02-27,657.5128784179688,663.8499755859375,679.0,650.9500122070312,663.0999755859375,270120,2023-02-27
2023-03-06,652.8082275390625,659.0999755859375,680.0,656.2000122070312,667.2999877929688,221850,2023-03-06
2023-03-13,604.7711791992188,610.5999755859375,662.3499755859375,605.0,660.0,310856,2023-03-13
2023-03-20,591.8953247070312,597.5999755859375,662.0,591.0999755859375,639.9500122070312,1769367,2023-03-20
2023-03-27,590.2611083984375,595.9500122070312,604.9500122070312,575.0,597.5,599235,2023-03-27
2023-04-03,607.7921752929688,613.6500244140625,628.0,596.0,599.0999755859375,339923,2023-04-03
2023-04-10,622.4508666992188,628.4500122070312,652.9500122070312,610.7999877929688,616.9000244140625,342415,2023-04-10
2023-04-17,663.257568359375,669.6500244140625,689.7999877929688,612.9000244140625,628.0,1266917,2023-04-17
2023-04-24,671.8248901367188,678.2999877929688,682.9500122070312,646.7999877929688,668.0499877929688,281595,2023-04-24
2023-05-01,670.6363525390625,677.0999755859375,695.0,673.0,678.2999877929688,179109,2023-05-01
2023-05-08,699.953857421875,706.7000122070312,710.0,673.1500244140625,677.0999755859375,372319,2023-05-08
2023-05-15,693.4168090820312,700.0999755859375,723.2999877929688,691.0999755859375,706.6500244140625,306090,2023-05-15
2023-05-22,729.3207397460938,736.3499755859375,760.0,699.8499755859375,703.7999877929688,525855,2023-05-22
2023-05-29,754.230712890625,761.5,782.2000122070312,731.5499877929688,756.0,704655,2023-05-29
2023-06-05,792.4127197265625,800.0499877929688,833.0,759.0499877929688,761.5,1011439,2023-06-05
2023-06-12,806.489990234375,812.25,827.0,791.9000244140625,802.25,442968,2023-06-12
2023-06-19,781.4191284179688,787.0,831.5499877929688,781.8499755859375,820.0,351711,2023-06-19
2023-06-26,800.8305053710938,806.5499877929688,819.0,788.7000122070312,793.7999877929688,234047,2023-06-26
2023-07-03,780.6743774414062,786.25,813.5999755859375,783.0499877929688,810.7999877929688,261295,2023-07-03
2023-07-10,814.8801879882812,820.7000122070312,838.9000244140625,787.0,804.4500122070312,683511,2023-07-10
2023-07-17,846.7525024414062,852.7999877929688,888.0,821.4000244140625,828.0,1324276,2023-07-17
2023-07-24,869.1922607421875,875.4000244140625,888.0,840.0,854.0,541215,2023-07-24
2023-07-31,943.8589477539062,950.5999755859375,978.7999877929688,869.7999877929688,876.0,1308484,2023-07-31
2023-08-07,1025.128662109375,1032.449951171875,1077.449951171875,875.7999877929688,958.75,4727226,2023-08-07
2023-08-14,1049.603759765625,1057.0999755859375,1069.9000244140625,1001.0,1034.699951171875,766556,2023-08-14
2023-08-21,1018.3768310546875,1025.6500244140625,1062.0,1007.1500244140625,1062.0,377371,2023-08-21
2023-08-28,1088.5257568359375,1096.300048828125,1110.300048828125,1012.6500244140625,1032.050048828125,862492,2023-08-28
2023-09-04,1057.3485107421875,1064.9000244140625,1127.9000244140625,1055.0,1109.300048828125,814557,2023-09-04
2023-09-11,1037.39111328125,1044.800048828125,1080.0,960.0999755859375,1078.0,848265,2023-09-11
2023-09-18,995.1959228515625,999.7999877929688,1059.0,984.2999877929688,1044.5,281521,2023-09-18
2023-09-25,1026.1029052734375,1030.8499755859375,1049.9000244140625,988.7999877929688,999.7000122070312,327306,2023-09-25
2023-10-02,1074.976806640625,1079.949951171875,1089.800048828125,1027.5999755859375,1030.8499755859375,471923,2023-10-02
2023-10-09,1102.798095703125,1107.9000244140625,1143.949951171875,1044.1500244140625,1065.0,546376,2023-10-09
2023-10-16,1060.54345703125,1065.449951171875,1129.75,1060.0,1097.8499755859375,285372,2023-10-16
2023-10-23,1011.9683837890625,1016.6500244140625,1070.800048828125,954.0,1067.949951171875,328703,2023-10-23
2023-10-30,1048.30029296875,1053.1500244140625,1058.199951171875,1001.0999755859375,1016.6500244140625,241417,2023-10-30
2023-11-06,1193.4786376953125,1199.0,1230.0,1050.199951171875,1054.0,2006049,2023-11-06
2023-11-13,1280.3765869140625,1286.300048828125,1337.800048828125,1252.050048828125,1282.0,804966,2023-11-13
2023-11-20,1223.7882080078125,1229.449951171875,1315.4000244140625,1205.550048828125,1292.0,540756,2023-11-20
2023-11-27,1288.489013671875,1294.449951171875,1310.0,1221.5999755859375,1229.449951171875,387351,2023-11-27
2023-12-04,1204.3284912109375,1209.9000244140625,1328.4000244140625,1185.050048828125,1328.4000244140625,660119,2023-12-04
2023-12-11,1263.85302734375,1269.699951171875,1278.9000244140625,1178.0,1217.5999755859375,445323,2023-12-11
2023-12-18,1399.3262939453125,1405.800048828125,1421.199951171875,1240.0,1278.699951171875,1025482,2023-12-18
2023-12-25,1349.9049072265625,1356.1500244140625,1429.0999755859375,1340.199951171875,1405.800048828125,494443,2023-12-25
2024-01-01,1393.30419921875,1399.75,1425.4000244140625,1341.050048828125,1368.300048828125,885339,2024-01-01
2024-01-08,1435.509033203125,1442.1500244140625,1482.449951171875,1375.0,1409.949951171875,868745,2024-01-08
2024-01-15,1470.3974609375,1477.199951171875,1508.8499755859375,1420.0,1447.0,532103,2024-01-15
2024-01-22,1439.8388671875,1446.5,1550.0,1433.050048828125,1477.199951171875,334589,2024-01-22
2024-01-29,1394.59814453125,1401.050048828125,1467.0,1390.0,1459.0,631680,2024-01-29
2024-02-05,1422.2203369140625,1428.800048828125,1473.050048828125,1389.8499755859375,1401.0,770202,2024-02-05
2024-02-12,1565.109375,1572.3499755859375,1588.800048828125,1411.1500244140625,1429.0,865909,2024-02-12
2024-02-19,1492.345947265625,1499.25,1619.050048828125,1490.0,1584.449951171875,417625,2024-02-19
2024-02-26,1520.0179443359375,1527.050048828125,1533.5999755859375,1418.6500244140625,1499.25,461931,2024-02-26
2024-03-04,1362.9447021484375,1369.25,1540.0,1351.0,1540.0,452976,2024-03-04
2024-03-11,1278.6844482421875,1284.5999755859375,1409.699951171875,1243.25,1360.0,907234,2024-03-11
2024-03-18,1262.8575439453125,1268.699951171875,1298.5999755859375,1251.5,1275.0,359078,2024-03-18
2024-03-25,1309.292724609375,1315.3499755859375,1329.949951171875,1240.0,1268.699951171875,591981,2024-03-25
2024-04-01,1275.0015869140625,1280.9000244140625,1409.9000244140625,1270.1500244140625,1349.800048828125,1093060,2024-04-01
2024-04-08,1287.2447509765625,1293.199951171875,1325.0,1279.5999755859375,1289.6500244140625,286240,2024-04-08
2024-04-15,1305.6595458984375,1311.699951171875,1345.4000244140625,1253.25,1267.449951171875,383083,2024-04-15
2024-04-22,1349.258056640625,1355.5,1372.699951171875,1315.0,1334.300048828125,353164,2024-04-22
2024-04-29,1292.769287109375,1298.75,1367.5,1292.949951171875,1355.5,208180,2024-04-29
2024-05-06,1275.499267578125,1281.4000244140625,1327.449951171875,1255.699951171875,1300.0,383649,2024-05-06
2024-05-13,1308.89453125,1314.949951171875,1390.0,1267.699951171875,1281.4000244140625,507179,2024-05-13
2024-05-20,1297.34814453125,1303.3499755859375,1341.300048828125,1275.0,1341.300048828125,318973,2024-05-20
2024-05-27,1284.3582763671875,1290.300048828125,1328.25,1280.0,1306.4000244140625,302738,2024-05-27
2024-06-03,1361.8980712890625,1365.550048828125,1375.0,1225.0,1325.0,467119,2024-06-03
2024-06-10,1378.204345703125,1381.9000244140625,1543.0999755859375,1370.0,1375.0,1589414,2024-06-10
2024-06-17,1419.842529296875,1423.6500244140625,1434.0,1370.0,1384.8499755859375,340797,2024-06-17
2024-06-24,1468.66162109375,1472.5999755859375,1515.4000244140625,1365.0,1423.6500244140625,1018048,2024-06-24
2024-07-01,1452.305419921875,1456.199951171875,1506.0,1421.5999755859375,1472.25,825670,2024-07-01
2024-07-08,1515.136962890625,1519.199951171875,1560.0,1408.0,1463.0,1549632,2024-07-08
2024-07-15,1493.6446533203125,1497.6500244140625,1594.0,1461.0999755859375,1520.050048828125,860156,2024-07-15
2024-07-22,1523.3150634765625,1527.4000244140625,1558.0999755859375,1422.1500244140625,1497.6500244140625,318691,2024-07-22
2024-07-29,1634.9656982421875,1639.3499755859375,1655.0,1528.050048828125,1542.0,787139,2024-07-29
2024-08-05,1496.5867919921875,1500.5999755859375,1639.300048828125,1452.0,1639.300048828125,1296574,2024-08-05
2024-08-12,1581.259765625,1585.5,1598.0,1514.300048828125,1520.050048828125,417402,2024-08-12
2024-08-19,1744.0731201171875,1748.75,1900.0,1605.0,1605.5,7163772,2024-08-19
2024-08-26,1899.9052734375,1905.0,1984.9000244140625,1767.550048828125,1773.9000244140625,5035455,2024-08-26
2024-09-02,1998.7900390625,2004.1500244140625,2158.800048828125,1870.0,1924.699951171875,5466743,2024-09-02
2024-09-09,1924.289794921875,1929.449951171875,2050.0,1924.0,2019.800048828125,978863,2024-09-09
2024-09-16,1934.4127197265625,1939.5999755859375,2025.0,1905.0,1929.449951171875,592094,2024-09-16
2024-09-23,1907.2855224609375,1912.4000244140625,1978.4000244140625,1888.0,1939.0,538890,2024-09-23
2024-09-30,1966.5181884765625,1969.25,2109.949951171875,1875.0,1912.4000244140625,2505978,2024-09-30
2024-10-07,1903.8052978515625,1906.449951171875,1987.75,1826.300048828125,1979.0999755859375,1056056,2024-10-07
2024-10-14,1924.2269287109375,1926.9000244140625,1948.4000244140625,1833.199951171875,1906.449951171875,513259,2024-10-14
2024-10-21,1788.2158203125,1790.699951171875,1944.75,1780.050048828125,1938.0,552099,2024-10-21
2024-10-28,2021.941162109375,2024.75,2058.949951171875,1784.199951171875,1794.199951171875,653945,2024-10-28
2024-11-04,2009.0091552734375,2011.800048828125,2176.75,1951.050048828125,2005.6500244140625,745679,2024-11-04
2024-11-11,1948.7928466796875,1951.5,2070.949951171875,1914.550048828125,2000.0,364830,2024-11-11
2024-11-18,1961.0257568359375,1963.75,2014.0,1923.050048828125,1958.5,256708,2024-11-18
2024-11-25,2193.30322265625,2196.35009765625,2200.0,1945.0,1981.0,1124980,2024-11-25
2024-12-02,2351.383544921875,2354.64990234375,2490.0,2205.0,2216.0,2167681,2024-12-02
2024-12-09,2443.156005859375,2446.550048828125,2484.64990234375,2340.0,2363.199951171875,642471,2024-12-09
2024-12-16,2308.243408203125,2311.449951171875,2539.85009765625,2292.5,2446.60009765625,767434,2024-12-16
2024-12-23,2596.54296875,2600.14990234375,2641.0,2324.39990234375,2355.0,1333396,2024-12-23
2024-12-30,2534.02978515625,2537.550048828125,2625.949951171875,2452.0,2600.14990234375,1239021,2024-12-30
2025-01-06,2369.758056640625,2373.050048828125,2602.0,2350.0,2579.64990234375,909584,2025-01-06
2025-01-13,2203.189453125,2206.25,2404.949951171875,2182.699951171875,2335.5,646914,2025-01-13
2025-01-20,2142.972900390625,2145.949951171875,2247.949951171875,2116.85009765625,2210.0,545057,2025-01-20
2025-01-27,2079.86083984375,2082.75,2115.0,1785.050048828125,2085.0,1305473,2025-01-27
2025-02-03,2214.174072265625,2217.25,2249.85009765625,1953.0,2010.0,887860,2025-02-03
2025-02-10,1913.2921142578125,1915.949951171875,2236.85009765625,1891.0,2225.0,691439,2025-02-10
2025-02-17,2027.0340576171875,2029.8499755859375,2099.699951171875,1895.0,1895.0,691571,2025-02-17
2025-02-24,1819.9718017578125,1822.5,2035.0,1806.050048828125,2029.800048828125,368803,2025-02-24
2025-03-03,1940.054931640625,1942.75,1968.800048828125,1606.0,1822.5,1138017,2025-03-03
2025-03-10,1839.394775390625,1841.949951171875,1963.449951171875,1828.5,1923.300048828125,285432,2025-03-10
2025-03-17,1995.4779052734375,1998.25,2050.85009765625,1831.050048828125,1841.949951171875,1364401,2025-03-17
2025-03-24,1997.02587890625,1999.800048828125,2085.0,1922.0,2034.0,427166,2025-03-24
2025-03-31,1934.3629150390625,1937.050048828125,2111.199951171875,1917.0,1999.800048828125,368923,2025-03-31
2025-04-07,1866.8067626953125,1869.4000244140625,1918.800048828125,1599.0,1599.0,912044,2025-04-07
2025-04-14,1964.37109375,1967.0999755859375,1984.0,1841.0999755859375,1913.0,441060,2025-04-14
2025-04-21,1804.193603515625,1806.699951171875,1959.5,1799.0,1950.0,604404,2025-04-21
2025-04-28,1882.9842529296875,1885.5999755859375,1926.0,1789.199951171875,1809.9000244140625,525330,2025-04-28
2025-05-05,1858.3184814453125,1860.9000244140625,1923.0,1810.0,1885.5,378024,2025-05-05
2025-05-12,2007.211669921875,2010.0,2044.300048828125,1870.0,1870.0,636773,2025-05-12
2025-05-19,2189.758056640625,2192.800048828125,2296.89990234375,2008.5999755859375,2024.0,1596529,2025-05-19
2025-05-26,2149.614013671875,2152.60009765625,2212.39990234375,2137.39990234375,2191.0,255461,2025-05-26
2025-06-02,2093.300048828125,2093.300048828125,2190.0,2086.0,2143.0,374863,2025-06-02
2025-06-09,2140.300048828125,2140.300048828125,2182.0,2015.0,2082.300048828125,799726,2025-06-09
2025-06-16,2045.5999755859375,2045.5999755859375,2140.0,2004.0,2130.0,474284,2025-06-16
2025-06-23,2084.0,2084.0,2156.800048828125,2010.5999755859375,2039.9000244140625,421760,2025-06-23
2025-06-30,2017.800048828125,2017.800048828125,2171.0,1954.9000244140625,2100.0,785599,2025-06-30
2025-07-07,2023.300048828125,2023.300048828125,2065.0,2000.199951171875,2017.800048828125,302750,2025-07-07
2025-07-14,2072.89990234375,2072.89990234375,2094.89990234375,2001.0,2011.0,137994,2025-07-14
