Date,Adj Close_ROTO.NS,Close_ROTO.NS,High_ROTO.NS,Low_ROTO.NS,Open_ROTO.NS,Volume_ROTO.NS,Date
2022-04-18,35.41499328613281,36.05833435058594,38.666664123535156,35.420833587646484,38.65833282470703,1159572,2022-04-18
2022-04-25,34.584251403808594,35.212501525878906,39.08333206176758,33.75,36.416664123535156,2385780,2022-04-25
2022-05-02,34.91163635253906,35.545833587646484,36.483333587646484,33.108333587646484,35.83333206176758,1395684,2022-05-02
2022-05-09,33.839447021484375,34.454166412353516,36.820831298828125,32.537498474121094,35.83333206176758,1614312,2022-05-09
2022-05-16,39.605533599853516,40.32500076293945,40.51250076293945,34.666664123535156,34.666664123535156,4282512,2022-05-16
2022-05-23,39.72830581665039,40.45000076293945,41.829166412353516,37.07500076293945,41.416664123535156,3292752,2022-05-23
2022-05-30,40.190738677978516,40.920833587646484,42.65833282470703,39.48749923706055,41.508331298828125,4358544,2022-05-30
2022-06-06,39.810150146484375,40.53333282470703,41.14583206176758,37.916664123535156,40.587501525878906,1386084,2022-06-06
2022-06-13,36.90050506591797,37.570831298828125,40.43333435058594,36.52083206176758,40.0,1640376,2022-06-13
2022-06-20,37.53072738647461,38.212501525878906,40.0,33.287498474121094,37.5,2133804,2022-06-20
2022-06-27,38.619285583496094,39.320831298828125,42.125,38.42499923706055,39.99166488647461,5119428,2022-06-27
2022-07-04,37.39567947387695,38.07500076293945,39.58333206176758,36.516666412353516,39.58333206176758,820536,2022-07-04
2022-07-11,37.240169525146484,37.916664123535156,38.912498474121094,37.08333206176758,38.912498474121094,499812,2022-07-11
2022-07-18,39.03260803222656,39.74166488647461,41.05833435058594,37.06666564941406,38.329166412353516,1734432,2022-07-18
2022-07-25,38.09546661376953,38.787498474121094,40.83333206176758,38.24166488647461,39.03333282470703,1666116,2022-07-25
2022-08-01,37.12149429321289,37.795833587646484,39.537498474121094,37.079166412353516,39.537498474121094,1061244,2022-08-01
2022-08-08,37.53072738647461,38.212501525878906,39.11666488647461,37.08333206176758,37.920833587646484,563904,2022-08-08
2022-08-15,35.82422637939453,36.474998474121094,38.212501525878906,36.09166717529297,38.212501525878906,873708,2022-08-15
2022-08-22,35.619606018066406,36.266666412353516,38.349998474121094,36.08333206176758,37.08333206176758,624708,2022-08-22
2022-08-29,37.57164764404297,38.25416564941406,39.0,35.916664123535156,36.19166564941406,803088,2022-08-29
2022-09-05,37.34247589111328,38.02083206176758,39.525001525878906,37.83333206176758,38.75,807120,2022-09-05
2022-09-12,38.0013427734375,38.69166564941406,42.25,38.166664123535156,38.166664123535156,2882340,2022-09-12
2022-09-19,36.96598815917969,37.63750076293945,39.33333206176758,37.229164123535156,38.69166564941406,845040,2022-09-19
2022-09-26,35.46819305419922,36.11249923706055,37.920833587646484,35.62916564941406,37.166664123535156,1003428,2022-09-26
2022-10-03,34.42464828491211,35.04999923706055,36.12083435058594,34.74583435058594,35.84166717529297,1415280,2022-10-03
2022-10-10,33.77397155761719,34.38750076293945,36.666664123535156,33.75,34.75,1313340,2022-10-10
2022-10-17,33.42203140258789,34.02916717529297,34.82500076293945,33.55833435058594,34.0,528996,2022-10-17
2022-10-24,33.745323181152344,34.358333587646484,35.75,33.98749923706055,34.95833206176758,292212,2022-10-24
2022-10-31,33.925384521484375,34.541664123535156,34.99583435058594,33.98749923706055,34.33333206176758,759228,2022-10-31
2022-11-07,34.82979202270508,35.462501525878906,37.900001525878906,34.5625,34.979164123535156,3131988,2022-11-07
2022-11-14,34.54332733154297,35.170833587646484,36.195831298828125,34.83333206176758,34.83333206176758,473928,2022-11-14
2022-11-21,35.4109001159668,36.05416488647461,36.99583435058594,34.916664123535156,34.916664123535156,680220,2022-11-21
2022-11-28,38.422855377197266,39.12083435058594,39.375,36.662498474121094,36.662498474121094,2539740,2022-11-28
2022-12-05,37.780357360839844,38.46666717529297,40.25,37.6875,39.287498474121094,982056,2022-12-05
2022-12-12,37.293373107910156,37.97083282470703,39.162498474121094,37.354164123535156,39.0,552408,2022-12-12
2022-12-19,35.87333297729492,36.525001525878906,38.962501525878906,35.962501525878906,38.258331298828125,821376,2022-12-19
2022-12-26,37.915401458740234,38.604164123535156,39.5,36.0,36.0,919380,2022-12-26
2023-01-02,36.81047439575195,37.479164123535156,39.166664123535156,37.329166412353516,39.166664123535156,565356,2023-01-02
2023-01-09,41.73763656616211,42.49583435058594,43.079166412353516,37.087501525878906,37.662498474121094,3506304,2023-01-09
2023-01-16,44.2053108215332,45.008331298828125,47.875,43.04999923706055,43.666664123535156,7872864,2023-01-16
2023-01-23,43.57099914550781,44.36249923706055,45.83333206176758,41.83333206176758,44.587501525878906,1738356,2023-01-23
