Date,Adj Close_KANANIIND.NS,Close_KANANIIND.NS,High_KANANIIND.NS,Low_KANANIIND.NS,Open_KANANIIND.NS,Volume_KANANIIND.NS,Date
2020-07-13,2.0,2.0,2.200000047683716,2.0,2.049999952316284,26050,2020-07-13
2020-07-20,2.125,2.125,2.2249999046325684,1.899999976158142,1.899999976158142,42826,2020-07-20
2020-07-27,2.075000047683716,2.075000047683716,2.2249999046325684,1.975000023841858,2.2249999046325684,60948,2020-07-27
2020-08-03,2.049999952316284,2.049999952316284,2.125,1.9249999523162842,2.075000047683716,33306,2020-08-03
2020-08-10,1.9249999523162842,1.9249999523162842,2.0999999046325684,1.9249999523162842,2.049999952316284,58178,2020-08-10
2020-08-17,1.975000023841858,1.975000023841858,2.0,1.8250000476837158,1.9249999523162842,41366,2020-08-17
2020-08-24,1.9249999523162842,1.9249999523162842,2.049999952316284,1.875,2.049999952316284,60954,2020-08-24
2020-08-31,1.7999999523162842,1.7999999523162842,1.975000023841858,1.6749999523162842,1.975000023841858,74520,2020-08-31
2020-09-07,1.725000023841858,1.725000023841858,1.8250000476837158,1.625,1.7999999523162842,32864,2020-09-07
2020-09-14,1.6749999523162842,1.6749999523162842,1.875,1.649999976158142,1.725000023841858,52328,2020-09-14
2020-09-21,1.5,1.5,1.6749999523162842,1.399999976158142,1.625,39554,2020-09-21
2020-09-28,1.5750000476837158,1.5750000476837158,1.5750000476837158,1.399999976158142,1.5,15930,2020-09-28
2020-10-05,1.774999976158142,1.774999976158142,1.8250000476837158,1.524999976158142,1.649999976158142,53586,2020-10-05
2020-10-12,2.25,2.25,2.325000047683716,1.625,1.8250000476837158,188676,2020-10-12
2020-10-19,2.0999999046325684,2.0999999046325684,2.299999952316284,1.975000023841858,2.299999952316284,134444,2020-10-19
2020-10-26,1.8250000476837158,1.8250000476837158,2.200000047683716,1.8250000476837158,2.200000047683716,119818,2020-10-26
2020-11-02,1.524999976158142,1.524999976158142,1.899999976158142,1.524999976158142,1.875,144744,2020-11-02
2020-11-09,1.524999976158142,1.524999976158142,1.600000023841858,1.350000023841858,1.5750000476837158,279840,2020-11-09
2020-11-16,1.600000023841858,1.600000023841858,1.6749999523162842,1.475000023841858,1.475000023841858,51538,2020-11-16
2020-11-23,1.5499999523162842,1.5499999523162842,1.649999976158142,1.5,1.524999976158142,66150,2020-11-23
2020-11-30,1.850000023841858,1.850000023841858,1.850000023841858,1.524999976158142,1.5499999523162842,129036,2020-11-30
2020-12-07,1.975000023841858,1.975000023841858,2.075000047683716,1.850000023841858,1.899999976158142,140422,2020-12-07
2020-12-14,1.899999976158142,1.899999976158142,2.075000047683716,1.875,1.899999976158142,119366,2020-12-14
2020-12-21,1.875,1.875,1.9500000476837158,1.8250000476837158,1.9500000476837158,26536,2020-12-21
2020-12-28,1.9500000476837158,1.9500000476837158,2.0,1.7999999523162842,1.8250000476837158,85696,2020-12-28
2021-01-04,2.25,2.25,2.25,1.899999976158142,1.899999976158142,343702,2021-01-04
2021-01-11,2.6500000953674316,2.6500000953674316,2.7750000953674316,2.3499999046325684,2.3499999046325684,501164,2021-01-11
2021-01-18,2.5250000953674316,2.5250000953674316,2.7750000953674316,2.450000047683716,2.5250000953674316,335566,2021-01-18
2021-01-25,2.375,2.375,2.575000047683716,2.375,2.575000047683716,57142,2021-01-25
2021-02-01,2.0250000953674316,2.0250000953674316,2.4000000953674316,1.9249999523162842,2.375,130062,2021-02-01
2021-02-08,2.424999952316284,2.424999952316284,2.7750000953674316,1.975000023841858,2.075000047683716,447342,2021-02-08
2021-02-15,2.0999999046325684,2.0999999046325684,2.4749999046325684,2.0250000953674316,2.4749999046325684,176738,2021-02-15
2021-02-22,2.299999952316284,2.299999952316284,2.5,2.0999999046325684,2.1500000953674316,184862,2021-02-22
2021-03-01,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.200000047683716,2.200000047683716,218810,2021-03-01
2021-03-08,2.3499999046325684,2.3499999046325684,2.5250000953674316,2.25,2.4000000953674316,127732,2021-03-08
2021-03-15,2.200000047683716,2.200000047683716,2.450000047683716,2.1500000953674316,2.450000047683716,116964,2021-03-15
2021-03-22,2.049999952316284,2.049999952316284,2.3499999046325684,2.049999952316284,2.299999952316284,138760,2021-03-22
2021-03-29,2.0250000953674316,2.0250000953674316,2.1500000953674316,1.9500000476837158,2.049999952316284,112058,2021-03-29
2021-04-05,2.325000047683716,2.325000047683716,2.375,1.899999976158142,2.075000047683716,194188,2021-04-05
2021-04-12,2.125,2.125,2.450000047683716,2.049999952316284,2.450000047683716,87548,2021-04-12
2021-04-19,2.049999952316284,2.049999952316284,2.325000047683716,1.9500000476837158,2.325000047683716,125064,2021-04-19
2021-04-26,2.125,2.125,2.2750000953674316,1.9500000476837158,2.0,124976,2021-04-26
2021-05-03,2.0999999046325684,2.0999999046325684,2.2249999046325684,2.0,2.0999999046325684,141444,2021-05-03
2021-05-10,2.075000047683716,2.075000047683716,2.125,2.0,2.075000047683716,160532,2021-05-10
2021-05-17,2.125,2.125,2.125,2.0250000953674316,2.075000047683716,185108,2021-05-17
2021-05-24,2.575000047683716,2.575000047683716,2.575000047683716,2.0999999046325684,2.125,500410,2021-05-24
2021-05-31,2.674999952316284,2.674999952316284,2.7750000953674316,2.4000000953674316,2.7750000953674316,888504,2021-05-31
2021-06-07,3.3499999046325684,3.3499999046325684,3.3499999046325684,2.625,2.799999952316284,428282,2021-06-07
2021-06-14,4.224999904632568,4.224999904632568,4.224999904632568,3.200000047683716,3.5,301350,2021-06-14
2021-06-21,5.099999904632568,5.099999904632568,5.099999904632568,4.425000190734863,4.425000190734863,524820,2021-06-21
