Date,Adj Close_VOLTAS.NS,Close_VOLTAS.NS,High_VOLTAS.NS,Low_VOLTAS.NS,Open_VOLTAS.NS,Volume_VOLTAS.NS,Date
2020-07-13,558.6311645507812,576.5999755859375,581.0,529.5999755859375,549.0,7449929,2020-07-13
2020-07-20,575.1013793945312,593.5999755859375,611.4500122070312,580.0999755859375,581.8499755859375,15491968,2020-07-20
2020-07-27,579.7518310546875,598.4000244140625,603.5,573.7999877929688,597.9500122070312,8969025,2020-07-27
2020-08-03,575.3920288085938,593.9000244140625,617.25,591.5,596.0,9193306,2020-08-03
2020-08-10,600.2011108398438,615.4500122070312,631.9500122070312,585.5999755859375,594.5999755859375,18272986,2020-08-10
2020-08-17,642.9645385742188,659.2999877929688,682.0,619.4000244140625,624.7999877929688,14814339,2020-08-17
2020-08-24,645.451416015625,661.8499755859375,673.5,645.7999877929688,663.0,9246029,2020-08-24
2020-08-31,629.7501831054688,645.75,669.0,625.5999755859375,665.2999877929688,8809763,2020-08-31
2020-09-07,640.1851806640625,656.4500122070312,662.0,632.0,653.0,6283770,2020-09-07
2020-09-14,662.6640014648438,679.5,713.5,662.4000244140625,662.4000244140625,18284025,2020-09-14
2020-09-21,653.3993530273438,670.0,689.2999877929688,639.4000244140625,678.7000122070312,8296443,2020-09-21
2020-09-28,661.3475341796875,678.1500244140625,698.7000122070312,667.25,670.0499877929688,5809520,2020-09-28
2020-10-05,672.3675537109375,689.4500122070312,698.5,663.5999755859375,680.2999877929688,8083161,2020-10-05
2020-10-12,683.1436767578125,700.5,704.0999755859375,656.3499755859375,690.5,13351263,2020-10-12
2020-10-19,688.1173095703125,705.5999755859375,721.5,680.2999877929688,706.0499877929688,14993070,2020-10-19
2020-10-26,688.068603515625,705.5499877929688,717.5999755859375,687.0499877929688,705.5999755859375,8413865,2020-10-26
2020-11-02,734.6842651367188,753.3499755859375,768.0,696.0999755859375,707.5,17430299,2020-11-02
2020-11-09,740.876953125,759.7000122070312,803.9000244140625,744.5,765.0,14571103,2020-11-09
2020-11-16,751.21435546875,770.2999877929688,786.0,755.75,758.5499877929688,8126316,2020-11-16
2020-11-23,786.6148071289062,806.5999755859375,820.7999877929688,748.3499755859375,774.0,12659259,2020-11-23
2020-11-30,800.21923828125,820.5499877929688,826.7999877929688,790.0999755859375,806.5999755859375,7390283,2020-11-30
2020-12-07,784.95703125,804.9000244140625,829.9000244140625,800.5499877929688,821.5,5874127,2020-12-07
2020-12-14,808.264892578125,828.7999877929688,844.9500122070312,804.2000122070312,806.0999755859375,10505503,2020-12-14
2020-12-21,790.857177734375,810.9500122070312,828.4500122070312,768.4000244140625,823.0,5264196,2020-12-21
2020-12-28,810.8491821289062,831.4500122070312,834.0,809.0499877929688,818.7999877929688,4505293,2020-12-28
2021-01-04,879.8462524414062,902.2000122070312,909.4000244140625,830.5499877929688,834.0,9557071,2021-01-04
2021-01-11,865.5592651367188,887.5499877929688,926.9000244140625,881.2000122070312,900.0,8481976,2021-01-11
2021-01-18,910.9071044921875,934.0499877929688,995.5999755859375,876.4500122070312,886.0,15499109,2021-01-18
2021-01-25,885.6000366210938,908.0999755859375,960.0,897.25,943.5,10290486,2021-01-25
2021-02-01,976.3932495117188,1001.2000122070312,1040.8499755859375,903.0999755859375,906.0499877929688,13834860,2021-02-01
2021-02-08,1052.460693359375,1079.199951171875,1132.0,1004.1500244140625,1005.0,20621449,2021-02-08
2021-02-15,976.63720703125,1001.4500122070312,1095.0,992.2000122070312,1090.0,12374376,2021-02-15
