Date,Adj Close_MADHAV.NS,Close_MADHAV.NS,High_MADHAV.NS,Low_MADHAV.NS,Open_MADHAV.NS,Volume_MADHAV.NS,Date
2020-07-13,22.625558853149414,22.950000762939453,23.649999618530273,22.200000762939453,23.25,7041,2020-07-13
2020-07-20,21.442523956298828,21.75,23.0,20.75,22.049999237060547,48794,2020-07-20
2020-07-27,20.60453987121582,20.899999618530273,23.0,20.399999618530273,21.100000381469727,23911,2020-07-27
2020-08-03,22.477680206298828,22.799999237060547,23.25,20.0,21.450000762939453,58782,2020-08-03
2020-08-10,23.167783737182617,23.5,24.450000762939453,21.549999237060547,23.600000381469727,35591,2020-08-10
2020-08-17,25.18880271911621,25.549999237060547,26.350000381469727,22.899999618530273,23.5,29896,2020-08-17
2020-08-24,24.99163246154785,25.350000381469727,26.799999237060547,24.600000381469727,26.149999618530273,22960,2020-08-24
2020-08-31,25.6324405670166,26.0,26.5,23.049999237060547,25.299999237060547,27650,2020-08-31
2020-09-07,28.491445541381836,28.899999618530273,29.0,23.25,25.049999237060547,114404,2020-09-07
2020-09-14,27.259117126464844,27.649999618530273,31.799999237060547,27.0,30.0,188987,2020-09-14
2020-09-21,25.78032112121582,26.149999618530273,28.75,24.149999618530273,28.75,34746,2020-09-21
2020-09-28,25.6324405670166,26.0,26.950000762939453,25.299999237060547,25.899999618530273,30120,2020-09-28
2020-10-05,25.583148956298828,25.950000762939453,26.899999618530273,24.5,26.0,30472,2020-10-05
2020-10-12,24.252235412597656,24.600000381469727,26.350000381469727,23.049999237060547,26.25,12054,2020-10-12
2020-10-19,25.040924072265625,25.399999618530273,25.649999618530273,24.100000381469727,25.649999618530273,11662,2020-10-19
2020-10-26,24.794458389282227,25.149999618530273,26.0,22.700000762939453,26.0,19273,2020-10-26
2020-11-02,24.695871353149414,25.049999237060547,25.649999618530273,23.850000381469727,24.5,6110,2020-11-02
2020-11-09,26.96335792541504,27.350000381469727,27.350000381469727,24.25,26.149999618530273,41295,2020-11-09
2020-11-16,27.899927139282227,28.299999237060547,31.5,26.149999618530273,26.649999618530273,64243,2020-11-16
2020-11-23,27.801342010498047,28.200000762939453,29.899999618530273,27.100000381469727,27.649999618530273,38628,2020-11-23
2020-11-30,30.611051559448242,31.049999237060547,32.849998474121094,27.700000762939453,28.200000762939453,145087,2020-11-30
2020-12-07,31.744794845581055,32.20000076293945,33.5,29.5,31.5,121087,2020-12-07
2020-12-14,39.089473724365234,39.650001525878906,45.79999923706055,32.0,32.75,887025,2020-12-14
2020-12-21,36.52622985839844,37.04999923706055,42.0,32.79999923706055,39.79999923706055,241359,2020-12-21
2020-12-28,43.180809020996094,43.79999923706055,48.45000076293945,36.599998474121094,38.900001525878906,496958,2020-12-28
2021-01-04,52.39862823486328,53.150001525878906,55.45000076293945,41.400001525878906,43.599998474121094,1405161,2021-01-04
2021-01-11,55.35622024536133,56.150001525878906,58.400001525878906,52.70000076293945,55.79999923706055,853705,2021-01-11
2021-01-18,54.173179626464844,54.95000076293945,58.349998474121094,51.849998474121094,56.099998474121094,276772,2021-01-18
2021-01-25,51.314178466796875,52.04999923706055,56.25,49.25,56.099998474121094,113703,2021-01-25
2021-02-01,51.65923309326172,52.400001525878906,54.79999923706055,50.70000076293945,51.70000076293945,86362,2021-02-01
2021-02-08,52.940853118896484,53.70000076293945,55.849998474121094,52.29999923706055,52.650001525878906,75461,2021-02-08
2021-02-15,60.43341064453125,61.29999923706055,65.75,50.099998474121094,55.0,1915338,2021-02-15
2021-02-22,57.03218078613281,57.849998474121094,66.0999984741211,56.5,63.0,866627,2021-02-22
2021-03-01,57.27865219116211,58.099998474121094,62.0,57.0,59.20000076293945,250209,2021-03-01
2021-03-08,53.976009368896484,54.75,63.29999923706055,54.0,61.0,407708,2021-03-08
2021-03-15,50.82124710083008,51.54999923706055,57.150001525878906,50.400001525878906,56.0,217147,2021-03-15
2021-03-22,46.927085876464844,47.599998474121094,54.849998474121094,46.54999923706055,52.349998474121094,88927,2021-03-22
2021-03-29,49.29315948486328,50.0,50.900001525878906,46.400001525878906,47.599998474121094,22372,2021-03-29
2021-04-05,47.91294860839844,48.599998474121094,52.5,46.400001525878906,50.0,81433,2021-04-05
2021-04-12,46.335567474365234,47.0,51.349998474121094,45.75,50.0,58157,2021-04-12
2021-04-19,45.69475555419922,46.349998474121094,47.25,43.150001525878906,46.400001525878906,73518,2021-04-19
2021-04-26,49.194576263427734,49.900001525878906,52.400001525878906,47.04999923706055,48.400001525878906,250654,2021-04-26
2021-05-03,47.66648483276367,48.349998474121094,50.95000076293945,47.75,50.45000076293945,62782,2021-05-03
2021-05-10,49.4410400390625,50.150001525878906,57.0,47.75,48.54999923706055,263108,2021-05-10
2021-05-17,56.6871337890625,57.5,60.95000076293945,49.5,49.599998474121094,607275,2021-05-17
2021-05-24,55.94773483276367,56.75,63.25,53.29999923706055,57.599998474121094,674087,2021-05-24
