Date,Adj Close_KPIGREEN.NS,Close_KPIGREEN.NS,High_KPIGREEN.NS,Low_KPIGREEN.NS,Open_KPIGREEN.NS,Volume_KPIGREEN.NS,Date
2021-07-26,14.784351348876953,14.944443702697754,14.944443702697754,13.444443702697754,14.077776908874512,14770134,2021-07-26
2021-08-02,16.587053298950195,16.766666412353516,18.155555725097656,15.605554580688477,15.688887596130371,8578935,2021-08-02
2021-08-09,14.866791725158691,15.027776718139648,17.2722225189209,13.622221946716309,17.16111183166504,6617223,2021-08-09
2021-08-16,14.157804489135742,14.311111450195312,16.322221755981445,13.822221755981445,15.777776718139648,2516805,2021-08-16
2021-08-23,14.163297653198242,14.316665649414062,14.988887786865234,12.922222137451172,14.350000381469727,2978865,2021-08-23
2021-08-30,13.624685287475586,13.772221565246582,15.711111068725586,13.666666030883789,14.772221565246582,2143881,2021-08-30
2021-09-06,13.212481498718262,13.355554580688477,14.11111068725586,13.311111450195312,14.11111068725586,1516689,2021-09-06
2021-09-13,14.83381462097168,14.994443893432617,15.666666030883789,13.244443893432617,13.333333015441895,4567536,2021-09-13
2021-09-20,14.613974571228027,14.772221565246582,15.644444465637207,13.90555477142334,15.216666221618652,3408390,2021-09-20
2021-09-27,14.141313552856445,14.29444408416748,15.416666030883789,13.916666030883789,15.0,1286442,2021-09-27
2021-10-04,15.053656578063965,15.216666221618652,15.661110877990723,14.177777290344238,14.994443893432617,2497824,2021-10-04
2021-10-11,15.625244140625,15.79444408416748,16.733333587646484,15.177777290344238,15.488887786865234,3746241,2021-10-11
2021-10-18,14.520541191101074,14.677777290344238,16.422222137451172,13.444443702697754,16.216665267944336,1534401,2021-10-18
2021-10-25,17.74671745300293,17.938888549804688,19.72222137451172,14.455554962158203,15.444443702697754,6502743,2021-10-25
2021-11-01,21.33563232421875,21.566665649414062,21.761110305786133,17.66666603088379,17.66666603088379,2466027,2021-11-01
2021-11-08,21.654401779174805,21.888887405395508,24.094444274902344,20.455554962158203,22.41111183166504,5808168,2021-11-08
2021-11-15,23.13888931274414,23.322221755981445,24.44444465637207,21.683332443237305,22.66666603088379,3255939,2021-11-15
2021-11-22,27.123979568481445,27.33888816833496,27.422222137451172,22.22222137451172,23.677776336669922,3125565,2021-11-22
2021-11-29,30.166540145874023,30.405555725097656,30.405555725097656,25.02777671813965,27.77777671813965,3361266,2021-11-29
2021-12-06,35.07211685180664,35.349998474121094,35.349998474121094,28.238887786865234,31.44444465637207,3825630,2021-12-06
2021-12-13,33.16500473022461,33.42777633666992,37.666664123535156,31.77777671813965,36.666664123535156,6096213,2021-12-13
2021-12-20,35.13274383544922,35.411109924316406,35.411109924316406,31.66666603088379,33.77777862548828,3313476,2021-12-20
2021-12-27,35.303611755371094,35.58333206176758,38.71666717529297,34.266666412353516,36.53333282470703,4095792,2021-12-27
2022-01-03,43.874595642089844,44.22222137451172,44.22222137451172,35.17222213745117,36.67777633666992,3449520,2022-01-03
2022-01-10,47.66677474975586,48.0444450378418,48.75,41.911109924316406,46.43333435058594,6786666,2022-01-10
2022-01-17,49.70616912841797,50.099998474121094,52.96666717529297,48.70000076293945,50.44444274902344,6094467,2022-01-17
2022-01-24,54.88734436035156,55.32222366333008,55.32222366333008,45.44444274902344,50.77777862548828,3314106,2022-01-24
2022-01-31,53.39689636230469,53.772220611572266,58.08333206176758,51.33333206176758,58.08333206176758,5446332,2022-01-31
2022-02-07,50.58885192871094,50.94444274902344,55.599998474121094,47.28333282470703,55.599998474121094,4750389,2022-02-07
2022-02-14,47.72563934326172,48.06111145019531,51.0,46.78333282470703,49.0,2490516,2022-02-14
2022-02-21,42.948116302490234,43.25,47.150001525878906,41.19444274902344,46.78333282470703,3151368,2022-02-21
2022-02-28,46.41817092895508,46.74444580078125,47.8055534362793,41.89444351196289,43.33333206176758,2754108,2022-02-28
2022-03-07,50.169578552246094,50.522220611572266,50.99444580078125,43.70000076293945,45.02777862548828,2683107,2022-03-07
2022-03-14,50.500587463378906,50.85555648803711,52.54999923706055,49.5555534362793,51.0,2988720,2022-03-14
2022-03-21,52.999691009521484,53.372222900390625,53.372222900390625,47.733333587646484,51.666664123535156,3170223,2022-03-21
2022-03-28,59.917724609375,60.33888626098633,64.78888702392578,52.22222137451172,54.43333435058594,6400341,2022-03-28
2022-04-04,58.56611251831055,58.97777557373047,61.99444580078125,58.33333206176758,60.54999923706055,2036691,2022-04-04
2022-04-11,58.510948181152344,58.92222213745117,61.72222137451172,57.011112213134766,59.77777862548828,2069874,2022-04-11
2022-04-18,58.290279388427734,58.70000076293945,60.11666488647461,56.511112213134766,59.988887786865234,2831652,2022-04-18
2022-04-25,58.384063720703125,58.7944450378418,63.0,57.655555725097656,58.88888931274414,2529873,2022-04-25
2022-05-02,49.25931167602539,49.60555648803711,59.372222900390625,49.4555549621582,59.0,3076155,2022-05-02
2022-05-09,49.20965576171875,49.5555534362793,49.5555534362793,42.56111145019531,47.45000076293945,4083840,2022-05-09
2022-05-16,50.15254211425781,50.24444580078125,54.633331298828125,49.266666412353516,51.099998474121094,3441024,2022-05-16
2022-05-23,48.012020111083984,48.099998474121094,52.666664123535156,45.22222137451172,51.54999923706055,2175732,2022-05-23
