Date,Adj Close_NGIL.NS,Close_NGIL.NS,High_NGIL.NS,Low_NGIL.NS,Open_NGIL.NS,Volume_NGIL.NS,Date
2021-08-16,64.28182983398438,64.60358428955078,64.60358428955078,64.60358428955078,64.60358428955078,10582,2021-08-16
2021-08-23,62.82087326049805,63.135318756103516,71.0639419555664,58.73052978515625,71.0639419555664,398448,2021-08-23
2021-08-30,69.78473663330078,70.13404083251953,70.57451629638672,57.40909194946289,63.62474060058594,434434,2021-08-30
2021-09-06,90.89214324951172,91.22808837890625,91.22808837890625,70.47663879394531,77.13275909423828,1866111,2021-09-06
2021-09-13,101.3759536743164,101.75064086914062,104.63822937011719,86.67647552490234,94.94768524169922,1637948,2021-09-13
2021-09-20,113.32260131835938,113.741455078125,114.52452850341797,97.93315887451172,105.71495056152344,849221,2021-09-20
2021-09-27,108.49517822265625,108.89618682861328,122.20844268798828,106.79167938232422,109.14089965820312,146097,2021-09-27
2021-10-04,112.1523208618164,112.56684875488281,114.32876586914062,97.88421630859375,107.2321548461914,91724,2021-10-04
2021-10-11,103.4239501953125,103.80621337890625,114.81818389892578,101.31016540527344,114.81818389892578,52274,2021-10-11
2021-10-18,98.98661041259766,99.35247802734375,106.69379425048828,85.64868927001953,106.69379425048828,239180,2021-10-18
2021-10-25,105.22813415527344,105.6170654296875,110.90281677246094,94.94768524169922,100.03766632080078,158126,2021-10-25
2021-11-01,97.8650894165039,98.226806640625,109.58138275146484,96.56278228759766,101.01651000976562,18881,2021-11-01
2021-11-08,95.23194885253906,95.58393859863281,101.40805053710938,92.25587463378906,98.8630599975586,11853,2021-11-08
2021-11-15,106.25213623046875,106.64485168457031,106.64485168457031,93.03894805908203,95.58393859863281,47394,2021-11-15
2021-11-22,109.81175231933594,110.2176284790039,116.77587127685547,106.59590911865234,110.60916137695312,181727,2021-11-22
2021-11-29,132.7786102294922,133.2693634033203,133.2693634033203,104.83399200439453,104.83399200439453,954187,2021-11-29
2021-12-06,169.35000610351562,169.97593688964844,169.97593688964844,139.9254913330078,139.9254913330078,143555,2021-12-06
2021-12-13,215.96636962890625,216.7646026611328,216.7646026611328,178.14927673339844,178.44293212890625,239055,2021-12-13
2021-12-20,267.6539306640625,268.6432189941406,273.0969543457031,205.94839477539062,227.48291015625,414135,2021-12-20
2021-12-27,306.6634521484375,307.7969055175781,315.04034423828125,265.21728515625,280.9277038574219,208972,2021-12-27
2022-01-03,272.8714904785156,273.8800354003906,321.06024169921875,273.8800354003906,321.06024169921875,116403,2022-01-03
2022-01-10,283.16021728515625,284.2068176269531,299.52569580078125,260.2251892089844,260.37200927734375,144641,2022-01-10
2022-01-17,235.3248291015625,236.19461059570312,284.2068176269531,236.19461059570312,284.2068176269531,47359,2022-01-17
2022-01-24,220.3549346923828,221.1693878173828,247.98965454101562,207.8571319580078,247.7449493408203,97617,2022-01-24
2022-01-31,218.3069305419922,219.1138153076172,225.08474731445312,191.8041229248047,210.20635986328125,71293,2022-01-31
2022-02-07,219.8673095703125,220.67996215820312,235.55836486816406,205.55685424804688,230.0279083251953,119957,2022-02-07
2022-02-14,260.4372253417969,261.3998107910156,266.39190673828125,213.38758850097656,225.08474731445312,95566,2022-02-14
2022-02-21,262.72900390625,263.7000732421875,270.4051513671875,239.96315002441406,270.1604309082031,89093,2022-02-21
2022-02-28,243.9556884765625,244.85736083984375,276.8655090332031,240.5015106201172,276.8655090332031,24226,2022-02-28
2022-03-07,224.20712280273438,225.0358123779297,251.07301330566406,214.5132598876953,232.62184143066406,36901,2022-03-07
2022-03-14,217.4779815673828,218.28179931640625,229.53848266601562,203.5991668701172,229.53848266601562,49348,2022-03-14
2022-03-21,214.40597534179688,215.1984405517578,220.23948669433594,200.6626434326172,219.26063537597656,24217,2022-03-21
2022-03-28,209.6273193359375,210.40211486816406,229.83213806152344,198.36236572265625,216.27517700195312,94190,2022-03-28
2022-04-04,188.46466064453125,189.16123962402344,212.40875244140625,183.04348754882812,212.40875244140625,36100,2022-04-04
2022-04-11,227.13282775878906,227.9723358154297,229.4895477294922,170.26959228515625,200.1732177734375,85055,2022-04-11
2022-04-18,208.79837036132812,209.57009887695312,231.30039978027344,196.0131378173828,229.0001220703125,63045,2022-04-18
2022-04-25,183.4421844482422,184.12020874023438,216.22622680664062,179.42176818847656,216.22622680664062,44387,2022-04-25
2022-05-02,177.54200744628906,178.19821166992188,217.30296325683594,169.1439208984375,189.65066528320312,252348,2022-05-02
2022-05-09,137.84983825683594,138.35934448242188,190.67845153808594,133.90560913085938,176.19158935546875,72303,2022-05-09
2022-05-16,128.34127807617188,128.8156280517578,144.8197021484375,120.44652557373047,144.8197021484375,84805,2022-05-16
2022-05-23,130.77935791015625,131.26272583007812,139.68077087402344,120.3975830078125,134.59078979492188,77788,2022-05-23
2022-05-30,134.04641723632812,134.54185485839844,142.66624450683594,129.20716857910156,136.9400177001953,60189,2022-05-30
2022-06-06,121.07575225830078,121.52325439453125,150.9374542236328,114.52452850341797,128.47303771972656,394011,2022-06-06
2022-06-13,115.76069641113281,116.18856048583984,128.9624481201172,99.40142059326172,125.19390869140625,27857,2022-06-13
