Date,Adj Close_TCIEXP.NS,Close_TCIEXP.NS,High_TCIEXP.NS,Low_TCIEXP.NS,Open_TCIEXP.NS,Volume_TCIEXP.NS,Date
2020-07-13,655.8231201171875,673.3499755859375,676.9000244140625,650.4500122070312,660.0,39230,2020-07-13
2020-07-20,669.7020874023438,687.5999755859375,695.9000244140625,661.5499877929688,677.0,107955,2020-07-20
2020-07-27,685.23681640625,703.5499877929688,760.0,672.0,685.0,340468,2020-07-27
2020-08-03,691.567626953125,710.0499877929688,724.0,680.1500244140625,703.5499877929688,53964,2020-08-03
2020-08-10,743.62646484375,763.5,814.0,700.0,715.0999755859375,171527,2020-08-10
2020-08-17,777.2770385742188,798.0499877929688,824.5999755859375,741.0,765.0,99944,2020-08-17
2020-08-24,793.1527099609375,814.3499755859375,877.6500244140625,780.4000244140625,790.1500244140625,515053,2020-08-24
2020-08-31,754.2914428710938,774.4500122070312,820.2999877929688,755.0499877929688,814.3499755859375,85892,2020-08-31
2020-09-07,786.0427856445312,807.0499877929688,831.2000122070312,733.2000122070312,768.0999755859375,187117,2020-09-07
2020-09-14,844.8707275390625,867.4500122070312,911.0,810.0999755859375,820.0,239737,2020-09-14
2020-09-21,748.2041625976562,768.2000122070312,873.5499877929688,749.0,867.4500122070312,108022,2020-09-21
2020-09-28,788.477783203125,809.5499877929688,825.0,760.0999755859375,768.0,108401,2020-09-28
2020-10-05,762.5214233398438,782.9000244140625,818.5999755859375,775.0,806.0,63666,2020-10-05
2020-10-12,766.7582397460938,787.25,800.0,761.0999755859375,783.0,72485,2020-10-12
2020-10-19,787.1143188476562,808.1500244140625,814.9000244140625,767.0,787.2999877929688,101265,2020-10-19
2020-10-26,772.4559326171875,793.0999755859375,816.0,762.6500244140625,808.1500244140625,51033,2020-10-26
2020-11-02,778.9329833984375,799.75,819.7000122070312,761.0999755859375,793.0,66641,2020-11-02
2020-11-09,807.4703369140625,829.0499877929688,837.9000244140625,776.2999877929688,803.75,65161,2020-11-09
2020-11-16,770.2645263671875,790.8499755859375,847.2000122070312,787.25,816.0999755859375,67033,2020-11-16
2020-11-23,785.4583740234375,806.4500122070312,810.0,783.0,783.0,65279,2020-11-23
2020-11-30,847.6952514648438,870.3499755859375,944.7999877929688,801.0999755859375,806.4500122070312,172343,2020-11-30
2020-12-07,866.3467407226562,889.5,949.0,868.0499877929688,889.7999877929688,181979,2020-12-07
2020-12-14,914.2660522460938,938.7000122070312,946.0,870.0,898.0,135729,2020-12-14
2020-12-21,900.971435546875,925.0499877929688,979.7999877929688,825.0,930.0999755859375,197283,2020-12-21
2020-12-28,919.2821655273438,943.8499755859375,965.75,910.0,929.7000122070312,109557,2020-12-28
2021-01-04,964.2306518554688,990.0,1009.9500122070312,921.25,956.0,206465,2021-01-04
2021-01-11,928.2425537109375,953.0499877929688,1024.0,935.2000122070312,994.0,123648,2021-01-11
2021-01-18,889.6732788085938,913.4500122070312,958.0,901.0999755859375,950.0999755859375,60434,2021-01-18
2021-01-25,887.0435791015625,910.75,948.5,874.7000122070312,915.0,66784,2021-01-25
2021-02-01,950.93603515625,976.3499755859375,992.0,876.5,902.0,123501,2021-02-01
2021-02-08,938.566650390625,963.6500244140625,996.0,934.1500244140625,981.25,114341,2021-02-08
2021-02-15,929.362548828125,954.2000122070312,996.0,933.0,966.7999877929688,93644,2021-02-15
2021-02-22,904.592041015625,926.7999877929688,970.0,905.0,951.0,64609,2021-02-22
2021-03-01,887.80419921875,909.5999755859375,960.0,899.9500122070312,945.0,131672,2021-03-01
2021-03-08,865.6968383789062,886.9500122070312,930.0,861.0499877929688,930.0,133149,2021-03-08
2021-03-15,871.2114868164062,892.5999755859375,939.9500122070312,851.5,890.0,175824,2021-03-15
2021-03-22,884.8272705078125,906.5499877929688,936.0,855.0,899.8499755859375,188573,2021-03-22
2021-03-29,911.3754272460938,933.75,967.2000122070312,890.0,906.5499877929688,117616,2021-03-29
2021-04-05,850.7146606445312,871.5999755859375,947.9000244140625,865.0,947.9000244140625,128532,2021-04-05
2021-04-12,820.50634765625,840.6500244140625,874.0999755859375,835.0,867.0,62082,2021-04-12
2021-04-19,861.9391479492188,883.0999755859375,885.0,811.0499877929688,841.0,96779,2021-04-19
2021-04-26,867.9906005859375,889.2999877929688,910.0,867.3499755859375,888.0,74106,2021-04-26
2021-05-03,922.6974487304688,945.3499755859375,998.0,868.0,908.9000244140625,226396,2021-05-03
2021-05-10,923.6246948242188,946.2999877929688,978.7000122070312,909.0,952.4500122070312,84564,2021-05-10
2021-05-17,1268.4102783203125,1299.550048828125,1389.300048828125,940.0999755859375,964.0,4878990,2021-05-17
2021-05-24,1290.956787109375,1322.6500244140625,1475.0,1240.0,1287.9000244140625,1084158,2021-05-24
2021-05-31,1410.0821533203125,1444.699951171875,1559.550048828125,1320.0,1334.699951171875,986812,2021-05-31
2021-06-07,1518.666015625,1555.949951171875,1624.0,1431.0,1463.25,929751,2021-06-07
2021-06-14,1411.1556396484375,1445.800048828125,1556.5,1400.0,1555.949951171875,321182,2021-06-14
2021-06-21,1396.759033203125,1431.050048828125,1488.0,1388.449951171875,1450.0,220468,2021-06-21
2021-06-28,1401.0047607421875,1435.4000244140625,1459.800048828125,1395.050048828125,1445.5999755859375,171018,2021-06-28
2021-07-05,1403.59130859375,1438.050048828125,1559.0,1430.0,1446.0,387423,2021-07-05
2021-07-12,1539.1632080078125,1576.949951171875,1635.0,1438.050048828125,1461.5,493112,2021-07-12
2021-07-19,1610.21875,1649.75,1747.0,1570.8499755859375,1584.9000244140625,1026600,2021-07-19
2021-07-26,1494.7294921875,1529.5,1675.0,1481.0999755859375,1649.75,653877,2021-07-26
2021-08-02,1429.9368896484375,1463.199951171875,1568.550048828125,1429.300048828125,1545.25,253410,2021-08-02
2021-08-09,1368.906494140625,1400.75,1484.9000244140625,1293.699951171875,1484.9000244140625,471241,2021-08-09
2021-08-16,1267.270751953125,1296.75,1409.9000244140625,1280.0,1409.9000244140625,171036,2021-08-16
2021-08-23,1371.49658203125,1403.4000244140625,1449.0,1300.0,1315.0,419344,2021-08-23
2021-08-30,1423.828857421875,1456.949951171875,1524.0,1403.4000244140625,1416.25,391131,2021-08-30
2021-09-06,1468.9298095703125,1503.0999755859375,1520.0,1439.699951171875,1465.0,224028,2021-09-06
2021-09-13,1490.8206787109375,1525.5,1564.5,1470.0999755859375,1495.0,246348,2021-09-13
2021-09-20,1456.4207763671875,1490.300048828125,1589.699951171875,1436.4000244140625,1525.0,228242,2021-09-20
2021-09-27,1486.96044921875,1521.550048828125,1558.0,1457.050048828125,1497.800048828125,137073,2021-09-27
2021-10-04,1534.5531005859375,1570.25,1585.0,1508.050048828125,1520.0,157185,2021-10-04
2021-10-11,1564.1646728515625,1600.550048828125,1649.800048828125,1547.1500244140625,1570.25,201776,2021-10-11
2021-10-18,1565.77685546875,1602.199951171875,1713.0,1470.1500244140625,1629.800048828125,532058,2021-10-18
2021-10-25,1789.6201171875,1831.25,1959.0,1577.25,1640.0,1957839,2021-10-25
2021-11-01,1950.41357421875,1992.550048828125,2148.0,1801.199951171875,1831.25,1050164,2021-11-01
2021-11-08,1929.4169921875,1971.0999755859375,2015.0,1915.0,2009.25,285389,2021-11-08
2021-11-15,1974.1014404296875,2016.75,2090.0,1912.550048828125,1999.800048828125,448584,2021-11-15
2021-11-22,2202.565673828125,2250.14990234375,2315.0,1922.5999755859375,2037.699951171875,906130,2021-11-22
2021-11-29,2229.0927734375,2277.25,2376.85009765625,2010.0,2218.25,1026382,2021-11-29
2021-12-06,2244.1181640625,2292.60009765625,2347.25,2147.10009765625,2277.25,557581,2021-12-06
2021-12-13,2186.072265625,2233.300048828125,2373.0,2175.0,2287.699951171875,338544,2021-12-13
2021-12-20,2193.413330078125,2240.800048828125,2572.0,1811.550048828125,2233.300048828125,1202498,2021-12-20
2021-12-27,2166.397216796875,2213.199951171875,2272.5,2043.75,2239.699951171875,240784,2021-12-27
2022-01-03,2074.923583984375,2119.75,2249.89990234375,2080.10009765625,2245.0,222193,2022-01-03
2022-01-10,2151.27392578125,2197.75,2253.949951171875,2105.699951171875,2119.75,145722,2022-01-10
2022-01-17,2106.540283203125,2152.050048828125,2229.949951171875,2109.60009765625,2151.0,105987,2022-01-17
2022-01-24,1850.8638916015625,1890.8499755859375,2150.0,1835.0,2111.0,176776,2022-01-24
2022-01-31,1835.69189453125,1875.3499755859375,2004.800048828125,1867.0,1980.0,138630,2022-01-31
2022-02-07,1748.2132568359375,1783.25,1870.0,1680.300048828125,1870.0,277222,2022-02-07
2022-02-14,1689.4903564453125,1723.3499755859375,1823.5,1612.3499755859375,1750.0,129616,2022-02-14
2022-02-21,1715.4207763671875,1749.800048828125,1849.9000244140625,1620.0,1695.0,138106,2022-02-21
2022-02-28,1664.9326171875,1698.300048828125,1797.0,1674.050048828125,1731.6500244140625,63589,2022-02-28
2022-03-07,1796.7899169921875,1832.800048828125,1863.3499755859375,1636.0,1678.6500244140625,88037,2022-03-07
2022-03-14,1714.1951904296875,1748.550048828125,1889.4000244140625,1733.0,1850.0,115057,2022-03-14
2022-03-21,1700.127197265625,1734.199951171875,1799.449951171875,1690.0,1770.6500244140625,82921,2022-03-21
2022-03-28,1689.1962890625,1723.050048828125,1760.0,1628.0999755859375,1750.0,78420,2022-03-28
2022-04-04,1854.8267822265625,1892.0,1950.0,1708.1500244140625,1729.4000244140625,597173,2022-04-04
2022-04-11,1763.7520751953125,1799.0999755859375,1917.75,1786.0,1900.0,97355,2022-04-11
2022-04-18,1883.01220703125,1920.75,1960.0,1720.050048828125,1815.0,510613,2022-04-18
2022-04-25,1831.00439453125,1867.699951171875,1939.800048828125,1774.4000244140625,1930.0,114869,2022-04-25
2022-05-02,1699.2939453125,1733.3499755859375,1898.8499755859375,1665.300048828125,1870.0,128056,2022-05-02
2022-05-09,1490.7728271484375,1520.6500244140625,1749.949951171875,1442.050048828125,1749.949951171875,178653,2022-05-09
2022-05-16,1557.3387451171875,1588.550048828125,1620.3499755859375,1515.0999755859375,1577.0,95563,2022-05-16
2022-05-23,1573.5145263671875,1605.050048828125,1748.0,1557.550048828125,1620.0,302632,2022-05-23
2022-05-30,1643.8057861328125,1676.75,1764.949951171875,1570.050048828125,1590.0,518183,2022-05-30
2022-06-06,1649.3450927734375,1682.4000244140625,1740.0,1608.050048828125,1676.75,109711,2022-06-06
2022-06-13,1617.82666015625,1650.25,1678.0,1554.0,1678.0,81720,2022-06-13
2022-06-20,1583.171142578125,1614.9000244140625,1647.5999755859375,1574.949951171875,1603.0,71321,2022-06-20
2022-06-27,1559.887939453125,1591.1500244140625,1647.0,1580.0,1630.0,77261,2022-06-27
2022-07-04,1585.2789306640625,1617.050048828125,1677.050048828125,1584.550048828125,1591.1500244140625,131206,2022-07-04
2022-07-11,1484.008544921875,1513.75,1626.75,1507.0,1619.9000244140625,60174,2022-07-11
2022-07-18,1621.2088623046875,1653.699951171875,1694.0,1490.75,1527.699951171875,261267,2022-07-18
2022-07-25,1735.32177734375,1770.0999755859375,1790.0,1644.3499755859375,1644.4000244140625,227229,2022-07-25
2022-08-01,1632.9373779296875,1663.75,1848.0,1655.199951171875,1798.0,264892,2022-08-01
2022-08-08,1613.062255859375,1643.5,1700.0,1621.199951171875,1668.75,127736,2022-08-08
2022-08-15,1704.241943359375,1736.4000244140625,1775.0,1630.449951171875,1643.5,144739,2022-08-15
2022-08-22,1750.4697265625,1783.5,1899.800048828125,1705.550048828125,1735.0,345726,2022-08-22
2022-08-29,1763.915771484375,1797.199951171875,1834.300048828125,1721.800048828125,1760.0,119230,2022-08-29
2022-09-05,1809.309326171875,1843.449951171875,1884.9000244140625,1753.0999755859375,1806.199951171875,199433,2022-09-05
2022-09-12,1846.7037353515625,1881.550048828125,1990.0,1804.550048828125,1849.25,347374,2022-09-12
2022-09-19,1880.9083251953125,1916.4000244140625,2013.0,1870.0,1898.25,279454,2022-09-19
2022-09-26,1813.1864013671875,1847.4000244140625,1927.25,1802.25,1927.25,142239,2022-09-26
2022-10-03,1852.788818359375,1887.75,1909.8499755859375,1800.0,1846.25,95401,2022-10-03
2022-10-10,1855.3408203125,1890.3499755859375,1934.75,1860.0,1869.0999755859375,87983,2022-10-10
2022-10-17,1851.709228515625,1886.6500244140625,1909.199951171875,1849.5999755859375,1875.0,79449,2022-10-17
2022-10-24,1856.8128662109375,1891.8499755859375,1945.0,1870.0,1907.25,47570,2022-10-24
2022-10-31,1766.8603515625,1800.199951171875,1982.0,1751.0,1873.25,299153,2022-10-31
2022-11-07,1810.887939453125,1841.949951171875,1855.0,1764.050048828125,1809.25,62464,2022-11-07
2022-11-14,1853.359375,1885.1500244140625,1895.0,1840.0,1841.949951171875,77879,2022-11-14
2022-11-21,1845.5433349609375,1877.199951171875,1919.75,1858.0,1885.1500244140625,71055,2022-11-21
2022-11-28,1834.4832763671875,1865.949951171875,1921.0,1851.0,1860.0,128908,2022-11-28
2022-12-05,1834.1390380859375,1865.5999755859375,1903.449951171875,1860.050048828125,1865.949951171875,39635,2022-12-05
2022-12-12,1825.2908935546875,1856.5999755859375,1879.199951171875,1785.6500244140625,1865.5999755859375,105081,2022-12-12
2022-12-19,1728.058837890625,1757.699951171875,1879.199951171875,1725.050048828125,1856.5999755859375,82071,2022-12-19
2022-12-26,1763.4024658203125,1793.6500244140625,1825.0,1725.0,1766.5,64024,2022-12-26
2023-01-02,1785.3756103515625,1816.0,1828.8499755859375,1780.0,1802.0,49025,2023-01-02
2023-01-09,1788.7672119140625,1819.449951171875,1849.949951171875,1781.0,1810.0,45980,2023-01-09
2023-01-16,1839.0548095703125,1870.5999755859375,1886.0,1800.0999755859375,1820.0,35636,2023-01-16
2023-01-23,1742.019287109375,1771.9000244140625,1879.0,1755.0,1879.0,36156,2023-01-23
2023-01-30,1427.4647216796875,1451.949951171875,1774.1500244140625,1380.25,1750.050048828125,516795,2023-01-30
2023-02-06,1494.8095703125,1520.449951171875,1536.75,1395.0,1450.0,255445,2023-02-06
2023-02-13,1497.5699462890625,1520.0999755859375,1549.949951171875,1491.550048828125,1520.449951171875,56959,2023-02-13
2023-02-20,1574.611083984375,1598.300048828125,1602.8499755859375,1517.550048828125,1520.0999755859375,60390,2023-02-20
2023-02-27,1533.972412109375,1557.050048828125,1613.0,1548.449951171875,1598.300048828125,69902,2023-02-27
2023-03-06,1530.4749755859375,1553.5,1604.0,1500.050048828125,1557.050048828125,47451,2023-03-06
2023-03-13,1497.7672119140625,1520.300048828125,1564.550048828125,1502.050048828125,1531.0,69176,2023-03-13
2023-03-20,1462.349853515625,1484.3499755859375,1545.199951171875,1421.0999755859375,1545.199951171875,83176,2023-03-20
2023-03-27,1470.8223876953125,1492.949951171875,1500.0,1415.0,1469.5,51145,2023-03-27
2023-04-03,1462.6947021484375,1484.699951171875,1555.0,1473.199951171875,1500.449951171875,40709,2023-04-03
2023-04-10,1503.9244384765625,1526.550048828125,1561.300048828125,1470.050048828125,1484.699951171875,40582,2023-04-10
2023-04-17,1472.0540771484375,1494.199951171875,1568.9000244140625,1488.9000244140625,1526.550048828125,71715,2023-04-17
2023-04-24,1451.9071044921875,1473.75,1506.199951171875,1374.0,1493.9000244140625,185310,2023-04-24
2023-05-01,1449.8873291015625,1471.699951171875,1500.050048828125,1455.0,1473.75,39951,2023-05-01
2023-05-08,1489.4423828125,1511.8499755859375,1525.0,1462.949951171875,1471.699951171875,83786,2023-05-08
2023-05-15,1448.3604736328125,1470.1500244140625,1512.5,1458.0,1500.800048828125,39761,2023-05-15
2023-05-22,1504.9097900390625,1527.550048828125,1569.6500244140625,1461.800048828125,1473.050048828125,78830,2023-05-22
2023-05-29,1599.6346435546875,1623.699951171875,1650.0,1512.0999755859375,1527.5,221309,2023-05-29
2023-06-05,1624.362548828125,1648.800048828125,1672.300048828125,1600.0,1640.0,160695,2023-06-05
2023-06-12,1601.1617431640625,1625.25,1700.8499755859375,1612.1500244140625,1631.4000244140625,88472,2023-06-12
2023-06-19,1587.122802734375,1611.0,1659.949951171875,1600.0,1633.949951171875,64562,2023-06-19
2023-06-26,1548.4052734375,1571.699951171875,1636.0,1540.050048828125,1600.0,101572,2023-06-26
2023-07-03,1500.821044921875,1523.4000244140625,1596.050048828125,1500.0,1588.0,111670,2023-07-03
2023-07-10,1510.869873046875,1533.5999755859375,1542.199951171875,1505.550048828125,1542.199951171875,69853,2023-07-10
2023-07-17,1476.9798583984375,1499.199951171875,1565.0,1495.3499755859375,1549.5,132221,2023-07-17
2023-07-24,1550.080078125,1573.4000244140625,1655.0,1458.0,1506.699951171875,879941,2023-07-24
2023-07-31,1504.3126220703125,1525.0,1604.949951171875,1505.199951171875,1592.949951171875,363628,2023-07-31
2023-08-07,1403.8934326171875,1423.199951171875,1543.800048828125,1415.0,1543.800048828125,263283,2023-08-07
2023-08-14,1394.67041015625,1413.8499755859375,1448.9000244140625,1403.0999755859375,1430.3499755859375,162615,2023-08-14
2023-08-21,1378.49267578125,1397.449951171875,1431.050048828125,1391.9000244140625,1420.949951171875,243722,2023-08-21
2023-08-28,1389.984619140625,1409.0999755859375,1452.5999755859375,1394.0,1397.449951171875,441486,2023-08-28
2023-09-04,1513.9302978515625,1534.75,1540.550048828125,1409.199951171875,1430.25,612324,2023-09-04
2023-09-11,1465.940185546875,1486.0999755859375,1554.9000244140625,1452.050048828125,1554.0,208476,2023-09-11
2023-09-18,1446.7047119140625,1466.5999755859375,1506.5,1460.0999755859375,1495.050048828125,143883,2023-09-18
2023-09-25,1429.294189453125,1448.949951171875,1498.4000244140625,1420.0,1462.0,139541,2023-09-25
2023-10-02,1378.78857421875,1397.75,1474.949951171875,1395.4000244140625,1448.949951171875,168881,2023-10-02
2023-10-09,1363.94287109375,1382.699951171875,1408.75,1366.0999755859375,1392.0,385293,2023-10-09
2023-10-16,1340.958984375,1359.4000244140625,1418.949951171875,1355.4000244140625,1384.050048828125,208374,2023-10-16
2023-10-23,1312.4017333984375,1330.449951171875,1375.0,1293.550048828125,1375.0,126307,2023-10-23
2023-10-30,1309.8389892578125,1324.8499755859375,1357.4000244140625,1307.0,1339.949951171875,87454,2023-10-30
2023-11-06,1324.61962890625,1339.800048828125,1348.8499755859375,1319.800048828125,1329.300048828125,70486,2023-11-06
2023-11-13,1398.8192138671875,1414.8499755859375,1418.0,1330.0,1335.0,289098,2023-11-13
2023-11-20,1403.021240234375,1419.0999755859375,1440.0,1405.300048828125,1416.0,208917,2023-11-20
2023-11-27,1388.0921630859375,1404.0,1440.0,1375.050048828125,1419.0999755859375,131657,2023-11-27
2023-12-04,1388.19091796875,1404.0999755859375,1447.75,1393.0,1419.0,140720,2023-12-04
2023-12-11,1381.6163330078125,1397.449951171875,1418.4000244140625,1394.0,1404.5,97344,2023-12-11
2023-12-18,1371.43310546875,1387.1500244140625,1431.699951171875,1370.0,1400.0,215879,2023-12-18
2023-12-25,1358.8275146484375,1374.4000244140625,1398.3499755859375,1355.699951171875,1387.1500244140625,119932,2023-12-25
2024-01-01,1390.5638427734375,1406.5,1438.0,1364.699951171875,1384.0,233861,2024-01-01
2024-01-08,1361.744140625,1377.3499755859375,1425.949951171875,1372.0,1413.5,216802,2024-01-08
2024-01-15,1329.3157958984375,1344.550048828125,1388.75,1326.199951171875,1384.25,204192,2024-01-15
2024-01-22,1312.7060546875,1327.75,1365.3499755859375,1320.699951171875,1344.550048828125,80398,2024-01-22
