Date,Adj Close_DOMS.NS,Close_DOMS.NS,High_DOMS.NS,Low_DOMS.NS,Open_DOMS.NS,Volume_DOMS.NS,Date
2023-12-18,1305.8375244140625,1307.0,1434.0,1225.5999755859375,1400.0,17528698,2023-12-18
2023-12-25,1249.6876220703125,1250.800048828125,1333.949951171875,1245.0,1307.0,1868836,2023-12-25
2024-01-01,1320.67431640625,1321.8499755859375,1325.0,1245.550048828125,1250.800048828125,965395,2024-01-01
2024-01-08,1519.947021484375,1521.300048828125,1568.0,1309.0,1325.300048828125,2571628,2024-01-08
2024-01-15,1431.5755615234375,1432.8499755859375,1527.699951171875,1396.0,1521.300048828125,868407,2024-01-15
2024-01-22,1448.8602294921875,1450.1500244140625,1476.699951171875,1392.050048828125,1432.8499755859375,336230,2024-01-22
2024-01-29,1412.8922119140625,1414.1500244140625,1485.5999755859375,1374.0999755859375,1468.4000244140625,687722,2024-01-29
2024-02-05,1555.3154296875,1556.699951171875,1644.5,1408.0,1414.1500244140625,765133,2024-02-05
2024-02-12,1566.80517578125,1568.199951171875,1658.699951171875,1471.550048828125,1572.8499755859375,744836,2024-02-12
2024-02-19,1567.654541015625,1569.050048828125,1643.800048828125,1474.9000244140625,1545.199951171875,688570,2024-02-19
2024-02-26,1500.9638671875,1502.300048828125,1687.199951171875,1495.550048828125,1581.0,611177,2024-02-26
2024-03-04,1448.6602783203125,1449.949951171875,1528.9000244140625,1396.300048828125,1528.9000244140625,429165,2024-03-04
2024-03-11,1398.8048095703125,1400.050048828125,1464.0,1372.3499755859375,1461.6500244140625,349606,2024-03-11
2024-03-18,1499.4151611328125,1500.75,1513.8499755859375,1366.0,1366.0,1072966,2024-03-18
2024-03-25,1564.357421875,1565.75,1608.800048828125,1485.0,1500.75,308855,2024-03-25
2024-04-01,1709.827880859375,1711.3499755859375,1728.0,1560.050048828125,1604.8499755859375,782049,2024-04-01
2024-04-08,1696.539794921875,1698.050048828125,1760.0,1653.9000244140625,1693.0,437305,2024-04-08
2024-04-15,1732.0081787109375,1733.550048828125,1808.9000244140625,1631.3499755859375,1635.550048828125,763116,2024-04-15
2024-04-22,1760.3828125,1761.949951171875,1868.949951171875,1745.5999755859375,1771.9000244140625,440655,2024-04-22
2024-04-29,1815.9833984375,1817.5999755859375,1880.0,1739.0999755859375,1769.6500244140625,376856,2024-04-29
2024-05-06,1814.23486328125,1815.8499755859375,1834.949951171875,1750.25,1829.949951171875,395891,2024-05-06
2024-05-13,1816.0333251953125,1817.6500244140625,1851.0,1780.199951171875,1829.9000244140625,231524,2024-05-13
2024-05-20,1801.9459228515625,1803.550048828125,1829.949951171875,1761.0,1820.5999755859375,218336,2024-05-20
2024-05-27,1923.7374267578125,1925.449951171875,2035.0,1811.0,1815.6500244140625,2750534,2024-05-27
2024-06-03,1899.0093994140625,1900.699951171875,1950.0,1696.25,1950.0,532241,2024-06-03
2024-06-10,1921.5394287109375,1923.25,1975.0,1881.0,1928.0,321796,2024-06-10
2024-06-17,2014.8563232421875,2016.6500244140625,2134.5,1917.050048828125,1923.25,934979,2024-06-17
2024-06-24,2038.3853759765625,2040.199951171875,2064.85009765625,1970.0,2016.0999755859375,368122,2024-06-24
2024-07-01,2249.247802734375,2251.25,2295.10009765625,2053.75,2070.75,577178,2024-07-01
2024-07-08,2322.63232421875,2324.699951171875,2365.0,2228.85009765625,2269.64990234375,649130,2024-07-08
2024-07-15,2219.024658203125,2221.0,2363.89990234375,2205.0,2344.699951171875,300351,2024-07-15
2024-07-22,2442.325927734375,2444.5,2539.449951171875,2121.0,2199.949951171875,596388,2024-07-22
2024-07-29,2306.496826171875,2308.550048828125,2480.949951171875,2206.199951171875,2444.550048828125,402619,2024-07-29
2024-08-05,2389.27294921875,2391.39990234375,2479.0,2200.550048828125,2280.25,522298,2024-08-05
2024-08-12,2287.71337890625,2289.75,2545.0,2226.25,2406.0,738612,2024-08-12
2024-08-19,2609.77685546875,2612.10009765625,2650.0,2250.60009765625,2300.0,1315607,2024-08-19
2024-08-26,2604.93115234375,2607.25,2716.0,2477.60009765625,2615.75,770436,2024-08-26
2024-09-02,2627.560791015625,2629.89990234375,2691.0,2552.0,2620.0,522238,2024-09-02
2024-09-09,2839.17236328125,2841.699951171875,2867.300048828125,2623.699951171875,2629.0,1143736,2024-09-09
2024-09-16,2699.14990234375,2699.14990234375,2975.0,2686.5,2861.0,690708,2024-09-16
2024-09-23,2689.64990234375,2689.64990234375,2762.60009765625,2578.0,2730.0,611509,2024-09-23
2024-09-30,2567.25,2567.25,2713.39990234375,2512.050048828125,2686.050048828125,272705,2024-09-30
2024-10-07,2694.300048828125,2694.300048828125,2764.949951171875,2431.300048828125,2560.0,560388,2024-10-07
2024-10-14,2924.39990234375,2924.39990234375,3038.60009765625,2684.050048828125,2708.699951171875,1199043,2024-10-14
2024-10-21,2535.300048828125,2535.300048828125,2967.39990234375,2492.050048828125,2938.949951171875,571474,2024-10-21
2024-10-28,2847.550048828125,2847.550048828125,2875.0,2481.75,2559.25,692012,2024-10-28
2024-11-04,2771.64990234375,2771.64990234375,2901.0,2751.89990234375,2855.89990234375,288769,2024-11-04
2024-11-11,2687.300048828125,2687.300048828125,2845.0,2580.050048828125,2801.89990234375,328735,2024-11-11
2024-11-18,2896.199951171875,2896.199951171875,2909.89990234375,2652.300048828125,2699.39990234375,477842,2024-11-18
2024-11-25,2995.85009765625,2995.85009765625,3096.39990234375,2837.0,2939.89990234375,754398,2024-11-25
2024-12-02,2913.449951171875,2913.449951171875,3004.60009765625,2832.0,2995.85009765625,587911,2024-12-02
2024-12-09,2978.60009765625,2978.60009765625,3042.699951171875,2860.0,2881.0,527939,2024-12-09
2024-12-16,2781.0,2781.0,3115.0,2735.89990234375,2971.75,4381594,2024-12-16
2024-12-23,2601.300048828125,2601.300048828125,2786.0,2486.60009765625,2767.050048828125,1746689,2024-12-23
2024-12-30,2772.449951171875,2772.449951171875,2830.0,2579.35009765625,2601.0,893958,2024-12-30
2025-01-06,2626.25,2626.25,2815.949951171875,2603.050048828125,2769.949951171875,815207,2025-01-06
2025-01-13,2536.14990234375,2536.14990234375,2645.949951171875,2493.25,2593.0,724456,2025-01-13
2025-01-20,2259.550048828125,2259.550048828125,2572.300048828125,2250.5,2536.14990234375,670998,2025-01-20
2025-01-27,2522.449951171875,2522.449951171875,2555.300048828125,2092.300048828125,2239.0,679087,2025-01-27
2025-02-03,2772.75,2772.75,2834.0,2461.10009765625,2500.0,721451,2025-02-03
2025-02-10,2458.800048828125,2458.800048828125,2894.5,2383.550048828125,2760.0,796090,2025-02-10
2025-02-17,2553.25,2553.25,2620.0,2372.0,2436.550048828125,463526,2025-02-17
2025-02-24,2406.550048828125,2406.550048828125,2635.75,2375.14990234375,2539.0,502900,2025-02-24
2025-03-03,2709.800048828125,2709.800048828125,2770.14990234375,2300.10009765625,2419.0,789640,2025-03-03
2025-03-10,2809.75,2809.75,2878.0,2635.0,2708.75,1333572,2025-03-10
2025-03-17,2972.300048828125,2972.300048828125,3032.300048828125,2760.0,2798.85009765625,1264912,2025-03-17
2025-03-24,2877.25,2877.25,3011.449951171875,2750.199951171875,2972.300048828125,493370,2025-03-24
2025-03-31,2660.050048828125,2660.050048828125,2877.25,2625.800048828125,2877.25,358131,2025-03-31
2025-04-07,2599.550048828125,2599.550048828125,2718.050048828125,2250.0,2250.0,469358,2025-04-07
2025-04-14,2891.0,2891.0,2929.199951171875,2516.5,2600.0,1674450,2025-04-14
2025-04-21,2819.0,2819.0,3064.60009765625,2785.39990234375,2891.0,735338,2025-04-21
2025-04-28,2760.10009765625,2760.10009765625,2890.0,2702.199951171875,2801.0,252271,2025-04-28
2025-05-05,2651.10009765625,2651.10009765625,2830.5,2596.0,2755.0,415024,2025-05-05
2025-05-12,2848.199951171875,2848.199951171875,2895.0,2739.0,2739.89990234375,340594,2025-05-12
2025-05-19,2546.199951171875,2546.199951171875,2872.800048828125,2504.0,2848.199951171875,1089344,2025-05-19
2025-05-26,2447.800048828125,2447.800048828125,2569.0,2346.0,2568.0,985178,2025-05-26
2025-06-02,2419.0,2419.0,2492.199951171875,2400.10009765625,2471.0,350407,2025-06-02
2025-06-09,2334.699951171875,2334.699951171875,2449.89990234375,2315.800048828125,2448.0,426324,2025-06-09
2025-06-16,2453.60009765625,2453.60009765625,2474.89990234375,2287.10009765625,2353.5,544590,2025-06-16
2025-06-23,2491.39990234375,2491.39990234375,2522.0,2407.10009765625,2430.0,439505,2025-06-23
2025-06-30,2457.89990234375,2457.89990234375,2544.699951171875,2427.10009765625,2482.0,307361,2025-06-30
2025-07-07,2357.699951171875,2357.699951171875,2473.199951171875,2336.0,2441.0,265240,2025-07-07
2025-07-14,2421.60009765625,2421.60009765625,2435.0,2320.10009765625,2350.0,304718,2025-07-14
