Date,Adj Close_SUVIDHAA.NS,Close_SUVIDHAA.NS,High_SUVIDHAA.NS,Low_SUVIDHAA.NS,Open_SUVIDHAA.NS,Volume_SUVIDHAA.NS,Date
2022-01-24,12.100000381469727,12.100000381469727,12.649999618530273,11.199999809265137,12.149999618530273,1940773,2022-01-24
2022-01-31,11.550000190734863,11.550000190734863,12.5,11.25,12.399999618530273,4259137,2022-01-31
2022-02-07,11.149999618530273,11.149999618530273,11.800000190734863,11.050000190734863,11.699999809265137,1002936,2022-02-07
2022-02-14,10.649999618530273,10.649999618530273,11.0,10.600000381469727,10.649999618530273,886917,2022-02-14
2022-02-21,10.050000190734863,10.050000190734863,10.649999618530273,9.199999809265137,10.600000381469727,1651320,2022-02-21
2022-02-28,9.850000381469727,9.850000381469727,10.199999809265137,9.600000381469727,10.199999809265137,644269,2022-02-28
2022-03-07,10.350000381469727,10.350000381469727,10.600000381469727,9.449999809265137,10.100000381469727,1437782,2022-03-07
2022-03-14,9.149999618530273,9.149999618530273,10.5,9.100000381469727,10.5,1955739,2022-03-14
2022-03-21,8.449999809265137,8.449999809265137,9.5,8.399999618530273,9.399999618530273,1641257,2022-03-21
2022-03-28,8.399999618530273,8.399999618530273,8.699999809265137,7.5,8.649999618530273,1734940,2022-03-28
2022-04-04,10.100000381469727,10.100000381469727,11.300000190734863,8.800000190734863,8.800000190734863,2045229,2022-04-04
2022-04-11,9.399999618530273,9.399999618530273,11.100000381469727,8.899999618530273,9.5,5346075,2022-04-11
2022-04-18,8.199999809265137,8.199999809265137,9.850000381469727,8.149999618530273,9.350000381469727,4719812,2022-04-18
2022-04-25,7.800000190734863,7.800000190734863,8.800000190734863,7.650000095367432,8.149999618530273,3688561,2022-04-25
2022-05-02,7.650000095367432,7.650000095367432,8.199999809265137,7.199999809265137,7.800000190734863,908826,2022-05-02
2022-05-09,6.800000190734863,6.800000190734863,7.699999809265137,6.050000190734863,7.550000190734863,1987401,2022-05-09
2022-05-16,7.25,7.25,8.100000381469727,6.599999904632568,7.25,945198,2022-05-16
2022-05-23,7.0,7.0,7.449999809265137,6.699999809265137,7.300000190734863,340998,2022-05-23
2022-05-30,7.050000190734863,7.050000190734863,7.449999809265137,6.75,7.099999904632568,509961,2022-05-30
2022-06-06,7.0,7.0,7.25,6.849999904632568,7.099999904632568,369421,2022-06-06
2022-06-13,6.349999904632568,6.349999904632568,7.0,6.099999904632568,7.0,693837,2022-06-13
2022-06-20,5.849999904632568,5.849999904632568,6.650000095367432,5.150000095367432,6.650000095367432,1123077,2022-06-20
2022-06-27,5.949999809265137,5.949999809265137,6.449999809265137,5.800000190734863,6.050000190734863,558373,2022-06-27
2022-07-04,6.400000095367432,6.400000095367432,6.800000190734863,5.849999904632568,6.050000190734863,527709,2022-07-04
2022-07-11,6.199999809265137,6.199999809265137,6.599999904632568,6.050000190734863,6.599999904632568,448829,2022-07-11
2022-07-18,6.849999904632568,6.849999904632568,7.400000095367432,6.099999904632568,6.300000190734863,646001,2022-07-18
2022-07-25,6.599999904632568,6.599999904632568,7.099999904632568,6.5,7.099999904632568,242180,2022-07-25
2022-08-01,8.449999809265137,8.449999809265137,9.600000381469727,6.5,6.550000190734863,6711805,2022-08-01
2022-08-08,6.25,6.25,8.949999809265137,6.199999809265137,8.949999809265137,7248938,2022-08-08
2022-08-15,6.150000095367432,6.150000095367432,6.699999809265137,5.849999904632568,6.25,4333124,2022-08-15
2022-08-22,6.099999904632568,6.099999904632568,6.25,5.849999904632568,6.199999809265137,1344326,2022-08-22
2022-08-29,6.050000190734863,6.050000190734863,6.199999809265137,5.900000095367432,6.0,1210892,2022-08-29
2022-09-05,6.25,6.25,6.300000190734863,6.050000190734863,6.150000095367432,936236,2022-09-05
2022-09-12,6.099999904632568,6.099999904632568,6.5,6.099999904632568,6.25,1330494,2022-09-12
2022-09-19,6.0,6.0,6.300000190734863,5.949999809265137,6.300000190734863,544938,2022-09-19
2022-09-26,5.900000095367432,5.900000095367432,6.099999904632568,5.699999809265137,6.0,583053,2022-09-26
2022-10-03,5.849999904632568,5.849999904632568,6.0,5.800000190734863,6.0,396053,2022-10-03
2022-10-10,5.699999809265137,5.699999809265137,5.949999809265137,5.650000095367432,5.949999809265137,652856,2022-10-10
2022-10-17,5.650000095367432,5.650000095367432,5.699999809265137,5.400000095367432,5.599999904632568,703769,2022-10-17
2022-10-24,5.599999904632568,5.599999904632568,5.849999904632568,5.449999809265137,5.800000190734863,334877,2022-10-24
2022-10-31,5.400000095367432,5.400000095367432,5.75,5.349999904632568,5.599999904632568,823574,2022-10-31
2022-11-07,5.349999904632568,5.349999904632568,5.550000190734863,4.949999809265137,5.449999809265137,814984,2022-11-07
2022-11-14,5.050000190734863,5.050000190734863,5.400000095367432,5.0,5.400000095367432,587786,2022-11-14
2022-11-21,5.0,5.0,5.199999809265137,4.849999904632568,5.050000190734863,642778,2022-11-21
2022-11-28,5.150000095367432,5.150000095367432,5.199999809265137,4.949999809265137,5.0,525429,2022-11-28
2022-12-05,5.449999809265137,5.449999809265137,5.550000190734863,5.199999809265137,5.25,743523,2022-12-05
2022-12-12,5.300000190734863,5.300000190734863,5.550000190734863,5.099999904632568,5.400000095367432,671964,2022-12-12
2022-12-19,4.849999904632568,4.849999904632568,5.449999809265137,4.800000190734863,5.300000190734863,682501,2022-12-19
2022-12-26,5.099999904632568,5.099999904632568,5.25,4.599999904632568,4.849999904632568,422587,2022-12-26
2023-01-02,5.099999904632568,5.099999904632568,5.400000095367432,5.0,5.400000095367432,460769,2023-01-02
2023-01-09,5.050000190734863,5.050000190734863,5.199999809265137,4.800000190734863,5.050000190734863,430746,2023-01-09
2023-01-16,5.0,5.0,5.300000190734863,5.0,5.300000190734863,277554,2023-01-16
2023-01-23,4.75,4.75,5.099999904632568,4.599999904632568,5.099999904632568,392975,2023-01-23
2023-01-30,4.849999904632568,4.849999904632568,5.150000095367432,4.699999809265137,4.75,519280,2023-01-30
2023-02-06,4.550000190734863,4.550000190734863,4.900000095367432,4.300000190734863,4.849999904632568,734633,2023-02-06
2023-02-13,4.400000095367432,4.400000095367432,4.75,4.099999904632568,4.75,746248,2023-02-13
2023-02-20,4.199999809265137,4.199999809265137,4.449999809265137,4.050000190734863,4.449999809265137,405574,2023-02-20
2023-02-27,3.950000047683716,3.950000047683716,4.25,3.75,4.199999809265137,627958,2023-02-27
2023-03-06,3.950000047683716,3.950000047683716,4.050000190734863,3.9000000953674316,4.050000190734863,449878,2023-03-06
2023-03-13,3.799999952316284,3.799999952316284,4.0,3.200000047683716,3.8499999046325684,732412,2023-03-13
2023-03-20,3.549999952316284,3.549999952316284,4.0,3.25,3.799999952316284,442133,2023-03-20
2023-03-27,3.25,3.25,3.75,3.200000047683716,3.6500000953674316,524433,2023-03-27
2023-04-03,3.799999952316284,3.799999952316284,3.9000000953674316,3.25,3.5,491284,2023-04-03
2023-04-10,4.449999809265137,4.449999809265137,5.300000190734863,3.799999952316284,3.9000000953674316,1822853,2023-04-10
2023-04-17,4.050000190734863,4.050000190734863,4.599999904632568,4.0,4.449999809265137,696452,2023-04-17
2023-04-24,4.0,4.0,4.25,3.8499999046325684,4.25,358619,2023-04-24
2023-05-01,4.0,4.0,4.150000095367432,3.799999952316284,4.0,267406,2023-05-01
2023-05-08,3.950000047683716,3.950000047683716,4.099999904632568,3.799999952316284,4.0,321462,2023-05-08
2023-05-15,3.8499999046325684,3.8499999046325684,4.050000190734863,3.8499999046325684,4.0,265997,2023-05-15
2023-05-22,3.799999952316284,3.799999952316284,3.950000047683716,3.75,3.8499999046325684,471480,2023-05-22
2023-05-29,3.799999952316284,3.799999952316284,3.8499999046325684,3.700000047683716,3.8499999046325684,386758,2023-05-29
2023-06-05,4.0,4.0,4.099999904632568,3.700000047683716,3.799999952316284,1243723,2023-06-05
2023-06-12,4.0,4.0,4.25,3.950000047683716,4.25,854880,2023-06-12
2023-06-19,3.950000047683716,3.950000047683716,4.050000190734863,3.9000000953674316,4.050000190734863,350054,2023-06-19
2023-06-26,3.9000000953674316,3.9000000953674316,4.150000095367432,3.9000000953674316,3.950000047683716,315818,2023-06-26
2023-07-03,3.9000000953674316,3.9000000953674316,4.099999904632568,3.9000000953674316,3.950000047683716,595706,2023-07-03
2023-07-10,3.950000047683716,3.950000047683716,4.0,3.8499999046325684,3.9000000953674316,433273,2023-07-10
2023-07-17,3.8499999046325684,3.8499999046325684,4.0,3.75,3.950000047683716,740459,2023-07-17
2023-07-24,3.8499999046325684,3.8499999046325684,3.950000047683716,3.5999999046325684,3.9000000953674316,573332,2023-07-24
2023-07-31,3.799999952316284,3.799999952316284,3.9000000953674316,3.75,3.799999952316284,782392,2023-07-31
2023-08-07,4.5,4.5,4.849999904632568,3.8499999046325684,3.8499999046325684,6598897,2023-08-07
2023-08-14,4.800000190734863,4.800000190734863,5.5,3.8499999046325684,4.650000095367432,6269520,2023-08-14
2023-08-21,4.550000190734863,4.550000190734863,5.099999904632568,4.550000190734863,5.0,2088801,2023-08-21
2023-08-28,4.300000190734863,4.300000190734863,4.650000095367432,4.300000190734863,4.599999904632568,945763,2023-08-28
2023-09-04,4.949999809265137,4.949999809265137,5.050000190734863,4.300000190734863,4.5,1568211,2023-09-04
2023-09-11,4.599999904632568,4.599999904632568,5.199999809265137,4.550000190734863,5.150000095367432,1205238,2023-09-11
2023-09-18,4.449999809265137,4.449999809265137,4.699999809265137,4.349999904632568,4.599999904632568,581545,2023-09-18
2023-09-25,4.400000095367432,4.400000095367432,4.599999904632568,4.25,4.449999809265137,585674,2023-09-25
2023-10-02,4.449999809265137,4.449999809265137,4.550000190734863,4.349999904632568,4.400000095367432,398986,2023-10-02
2023-10-09,4.75,4.75,4.75,4.300000190734863,4.599999904632568,1534109,2023-10-09
2023-10-16,4.849999904632568,4.849999904632568,5.400000095367432,4.75,4.949999809265137,1703487,2023-10-16
2023-10-23,4.300000190734863,4.300000190734863,4.949999809265137,4.300000190734863,4.849999904632568,787496,2023-10-23
2023-10-30,4.400000095367432,4.400000095367432,4.449999809265137,4.199999809265137,4.449999809265137,643779,2023-10-30
2023-11-06,4.900000095367432,4.900000095367432,4.900000095367432,4.349999904632568,4.5,1518829,2023-11-06
2023-11-13,5.800000190734863,5.800000190734863,5.800000190734863,5.099999904632568,5.300000190734863,2876598,2023-11-13
2023-11-20,5.550000190734863,5.550000190734863,6.349999904632568,5.25,6.0,4635577,2023-11-20
2023-11-27,5.599999904632568,5.599999904632568,5.699999809265137,5.199999809265137,5.550000190734863,1554659,2023-11-27
2023-12-04,6.0,6.0,6.300000190734863,5.699999809265137,5.75,3256393,2023-12-04
2023-12-11,7.550000190734863,7.550000190734863,7.550000190734863,6.150000095367432,6.150000095367432,5112846,2023-12-11
2023-12-18,8.699999809265137,8.699999809265137,8.800000190734863,7.650000095367432,7.75,9257544,2023-12-18
2023-12-25,10.5,10.5,10.5,8.699999809265137,8.699999809265137,4222253,2023-12-25
2024-01-01,9.5,9.5,10.300000190734863,9.5,10.300000190734863,935501,2024-01-01
2024-01-08,8.75,8.75,9.350000381469727,8.75,9.350000381469727,489347,2024-01-08
2024-01-15,8.0,8.0,8.75,8.0,8.75,288170,2024-01-15
2024-01-22,7.400000095367432,7.400000095367432,8.0,7.400000095367432,8.0,125692,2024-01-22
2024-01-29,6.75,6.75,7.25,6.75,7.25,909501,2024-01-29
2024-02-05,7.699999809265137,7.699999809265137,8.399999618530273,7.050000190734863,7.050000190734863,3119346,2024-02-05
2024-02-12,7.150000095367432,7.150000095367432,7.599999904632568,6.650000095367432,7.349999904632568,2129098,2024-02-12
2024-02-19,7.150000095367432,7.150000095367432,7.5,6.800000190734863,7.199999809265137,1710091,2024-02-19
2024-02-26,6.550000190734863,6.550000190734863,7.300000190734863,6.5,7.150000095367432,1174975,2024-02-26
2024-03-04,5.949999809265137,5.949999809265137,6.800000190734863,5.900000095367432,6.599999904632568,983318,2024-03-04
2024-03-11,5.75,5.75,6.099999904632568,5.150000095367432,6.099999904632568,1062178,2024-03-11
2024-03-18,6.400000095367432,6.400000095367432,6.400000095367432,5.599999904632568,6.0,867861,2024-03-18
2024-03-25,5.599999904632568,5.599999904632568,6.699999809265137,5.599999904632568,6.400000095367432,889096,2024-03-25
2024-04-01,6.150000095367432,6.150000095367432,6.550000190734863,5.75,5.849999904632568,1062259,2024-04-01
2024-04-08,6.0,6.0,6.449999809265137,5.849999904632568,6.150000095367432,513012,2024-04-08
2024-04-15,5.900000095367432,5.900000095367432,6.150000095367432,5.650000095367432,6.0,538373,2024-04-15
2024-04-22,5.949999809265137,5.949999809265137,6.099999904632568,5.800000190734863,6.0,556843,2024-04-22
2024-04-29,5.75,5.75,6.050000190734863,5.599999904632568,6.050000190734863,1064753,2024-04-29
2024-05-06,5.800000190734863,5.800000190734863,5.949999809265137,5.5,5.900000095367432,594295,2024-05-06
2024-05-13,5.800000190734863,5.800000190734863,5.900000095367432,5.550000190734863,5.599999904632568,888552,2024-05-13
2024-05-20,5.5,5.5,5.800000190734863,5.449999809265137,5.75,1208120,2024-05-20
2024-05-27,5.300000190734863,5.300000190734863,5.699999809265137,5.25,5.550000190734863,1091395,2024-05-27
2024-06-03,5.550000190734863,5.550000190734863,5.849999904632568,5.300000190734863,5.300000190734863,1080711,2024-06-03
2024-06-10,5.550000190734863,5.550000190734863,5.880000114440918,5.210000038146973,5.699999809265137,1504217,2024-06-10
2024-06-17,5.400000095367432,5.400000095367432,5.75,4.989999771118164,5.550000190734863,1782014,2024-06-17
2024-06-24,5.289999961853027,5.289999961853027,5.579999923706055,5.25,5.400000095367432,1666222,2024-06-24
2024-07-01,5.550000190734863,5.550000190734863,5.690000057220459,5.28000020980835,5.369999885559082,1982755,2024-07-01
2024-07-08,5.5,5.5,5.599999904632568,5.260000228881836,5.550000190734863,1503663,2024-07-08
2024-07-15,5.320000171661377,5.320000171661377,5.699999809265137,5.28000020980835,5.489999771118164,1222580,2024-07-15
2024-07-22,6.309999942779541,6.309999942779541,6.309999942779541,5.0,5.320000171661377,2747319,2024-07-22
2024-07-29,6.199999809265137,6.199999809265137,6.75,6.010000228881836,6.449999809265137,5302342,2024-07-29
2024-08-05,5.96999979019165,5.96999979019165,6.289999961853027,5.599999904632568,5.889999866485596,1757781,2024-08-05
2024-08-12,5.610000133514404,5.610000133514404,6.139999866485596,5.550000190734863,5.800000190734863,742070,2024-08-12
2024-08-19,5.940000057220459,5.940000057220459,6.019999980926514,5.5,5.880000114440918,2693446,2024-08-19
2024-08-26,5.880000114440918,5.880000114440918,6.150000095367432,5.610000133514404,6.090000152587891,2104159,2024-08-26
2024-09-02,5.510000228881836,5.510000228881836,5.949999809265137,5.349999904632568,5.949999809265137,2338385,2024-09-02
2024-09-09,5.449999809265137,5.449999809265137,5.630000114440918,5.309999942779541,5.619999885559082,1083761,2024-09-09
2024-09-16,5.360000133514404,5.360000133514404,5.650000095367432,5.309999942779541,5.5,866206,2024-09-16
2024-09-23,5.489999771118164,5.489999771118164,5.639999866485596,5.369999885559082,5.389999866485596,896580,2024-09-23
2024-09-30,5.239999771118164,5.239999771118164,5.639999866485596,5.199999809265137,5.599999904632568,696864,2024-09-30
2024-10-07,5.400000095367432,5.400000095367432,5.5,4.800000190734863,5.25,707612,2024-10-07
2024-10-14,5.110000133514404,5.110000133514404,5.449999809265137,5.039999961853027,5.449999809265137,708949,2024-10-14
2024-10-21,4.909999847412109,4.909999847412109,5.449999809265137,4.650000095367432,5.190000057220459,881966,2024-10-21
2024-10-28,5.380000114440918,5.380000114440918,5.449999809265137,4.670000076293945,4.909999847412109,699799,2024-10-28
2024-11-04,5.139999866485596,5.139999866485596,5.480000019073486,5.0,5.480000019073486,666776,2024-11-04
2024-11-11,4.980000019073486,4.980000019073486,5.349999904632568,4.849999904632568,5.349999904632568,637921,2024-11-11
2024-11-18,5.039999961853027,5.039999961853027,5.190000057220459,4.75,5.139999866485596,695457,2024-11-18
2024-11-25,4.989999771118164,4.989999771118164,5.400000095367432,4.920000076293945,5.139999866485596,799414,2024-11-25
2024-12-02,5.650000095367432,5.650000095367432,5.989999771118164,4.989999771118164,5.099999904632568,2208689,2024-12-02
2024-12-09,6.139999866485596,6.139999866485596,6.869999885559082,5.400000095367432,5.75,8748788,2024-12-09
2024-12-16,5.78000020980835,5.78000020980835,6.980000019073486,5.199999809265137,6.269999980926514,4479635,2024-12-16
2024-12-23,7.269999980926514,7.269999980926514,7.869999885559082,5.699999809265137,6.070000171661377,10673935,2024-12-23
2024-12-30,6.570000171661377,6.570000171661377,7.46999979019165,6.190000057220459,7.460000038146973,3344181,2024-12-30
2025-01-06,6.46999979019165,6.46999979019165,7.800000190734863,5.059999942779541,6.940000057220459,7621403,2025-01-06
2025-01-13,6.239999771118164,6.239999771118164,6.789999961853027,5.599999904632568,6.340000152587891,2532620,2025-01-13
2025-01-20,5.949999809265137,5.949999809265137,6.46999979019165,5.800000190734863,6.400000095367432,1565558,2025-01-20
2025-01-27,5.570000171661377,5.570000171661377,6.599999904632568,5.059999942779541,6.099999904632568,2478697,2025-01-27
2025-02-03,5.820000171661377,5.820000171661377,6.300000190734863,5.400000095367432,5.570000171661377,1603965,2025-02-03
2025-02-10,5.28000020980835,5.28000020980835,5.900000095367432,5.25,5.800000190734863,976596,2025-02-10
2025-02-17,5.28000020980835,5.28000020980835,5.889999866485596,5.0,5.389999866485596,1182256,2025-02-17
2025-02-24,4.809999942779541,4.809999942779541,5.400000095367432,4.519999980926514,5.28000020980835,906963,2025-02-24
2025-03-03,4.920000076293945,4.920000076293945,5.150000095367432,4.25,4.849999904632568,1087039,2025-03-03
2025-03-10,4.519999980926514,4.519999980926514,5.039999961853027,4.489999771118164,4.929999828338623,558129,2025-03-10
2025-03-17,4.739999771118164,4.739999771118164,4.849999904632568,4.5,4.5,1088717,2025-03-17
2025-03-24,3.950000047683716,3.950000047683716,4.829999923706055,3.819999933242798,4.820000171661377,4809306,2025-03-24
2025-03-31,3.7899999618530273,3.7899999618530273,4.090000152587891,3.759999990463257,3.950000047683716,2724329,2025-03-31
2025-04-07,3.7300000190734863,3.7300000190734863,3.7699999809265137,3.4000000953674316,3.609999895095825,1038146,2025-04-07
2025-04-14,3.859999895095825,3.859999895095825,4.070000171661377,3.7100000381469727,3.7300000190734863,570289,2025-04-14
2025-04-21,4.090000152587891,4.090000152587891,4.150000095367432,3.759999990463257,3.940000057220459,657564,2025-04-21
2025-04-28,3.890000104904175,3.890000104904175,4.090000152587891,3.7300000190734863,3.990000009536743,368195,2025-04-28
2025-05-05,3.640000104904175,3.640000104904175,4.0,3.5799999237060547,4.0,397146,2025-05-05
2025-05-12,3.869999885559082,3.869999885559082,3.9700000286102295,3.5799999237060547,3.5799999237060547,524283,2025-05-12
2025-05-19,3.8399999141693115,3.8399999141693115,4.0,3.7200000286102295,3.869999885559082,406259,2025-05-19
2025-05-26,3.819999933242798,3.819999933242798,4.050000190734863,3.630000114440918,3.890000104904175,776833,2025-05-26
2025-06-02,3.7899999618530273,3.7899999618530273,3.930000066757202,3.700000047683716,3.799999952316284,615474,2025-06-02
2025-06-09,3.819999933242798,3.819999933242798,3.9200000762939453,3.690000057220459,3.799999952316284,693011,2025-06-09
2025-06-16,3.690000057220459,3.690000057220459,3.9800000190734863,3.609999895095825,3.8299999237060547,461968,2025-06-16
2025-06-23,3.8499999046325684,3.8499999046325684,3.9800000190734863,3.5899999141693115,3.690000057220459,523712,2025-06-23
2025-06-30,3.9200000762939453,3.9200000762939453,4.099999904632568,3.7100000381469727,3.8499999046325684,732309,2025-06-30
2025-07-07,4.019999980926514,4.019999980926514,4.110000133514404,3.759999990463257,3.9000000953674316,938628,2025-07-07
2025-07-14,5.78000020980835,5.78000020980835,5.78000020980835,4.260000228881836,4.260000228881836,14211209,2025-07-14
