Date,Adj Close_ARVINDFASN.NS,Close_ARVINDFASN.NS,High_ARVINDFASN.NS,Low_ARVINDFASN.NS,Open_ARVINDFASN.NS,Volume_ARVINDFASN.NS,Date
2021-06-07,139.10430908203125,139.89999389648438,147.75,138.3000030517578,146.0,3104837,2021-06-07
2021-06-14,134.97792053222656,135.75,141.89999389648438,132.5500030517578,140.89999389648438,1624510,2021-06-14
2021-06-21,138.2591552734375,139.0500030517578,142.0,132.64999389648438,134.75,2193318,2021-06-21
2021-06-28,136.3699493408203,137.14999389648438,142.0,135.6999969482422,140.5,1742564,2021-06-28
2021-07-05,159.4877166748047,160.39999389648438,162.89999389648438,137.4499969482422,138.8000030517578,9582955,2021-07-05
2021-07-12,175.79446411132812,176.8000030517578,184.5500030517578,158.0,161.3000030517578,15524702,2021-07-12
2021-07-19,196.02870178222656,197.14999389648438,213.8000030517578,164.1999969482422,173.85000610351562,12963710,2021-07-19
2021-07-26,209.00448608398438,210.1999969482422,224.89999389648438,197.10000610351562,198.6999969482422,10283294,2021-07-26
2021-08-02,211.9874267578125,213.1999969482422,229.8000030517578,206.0,211.5,5307030,2021-08-02
2021-08-09,214.77149963378906,216.0,220.89999389648438,187.10000610351562,208.0,5453851,2021-08-09
2021-08-16,238.2869873046875,239.64999389648438,263.25,213.75,216.0,11204191,2021-08-16
2021-08-23,266.7243347167969,268.25,294.95001220703125,251.0,251.0,15685562,2021-08-23
2021-08-30,247.23580932617188,248.64999389648438,272.25,245.0,269.8500061035156,6558516,2021-08-30
2021-09-06,260.708740234375,262.20001220703125,268.79998779296875,242.5,248.89999389648438,4465956,2021-09-06
2021-09-13,250.46731567382812,251.89999389648438,270.0,247.9499969482422,260.1000061035156,2881971,2021-09-13
2021-09-20,253.00282287597656,254.4499969482422,274.5,250.0,253.0,2666339,2021-09-20
2021-09-27,270.4033203125,271.95001220703125,285.95001220703125,255.60000610351562,255.89999389648438,3912829,2021-09-27
2021-10-04,330.5592041015625,332.45001220703125,364.3999938964844,272.29998779296875,274.20001220703125,9912342,2021-10-04
2021-10-11,332.3489685058594,334.25,345.0,323.1499938964844,334.70001220703125,1490235,2021-10-11
2021-10-18,311.17010498046875,312.95001220703125,344.0,291.79998779296875,334.25,1848505,2021-10-18
2021-10-25,297.0508728027344,298.75,320.54998779296875,295.0,310.0,1065448,2021-10-25
2021-11-01,326.3333740234375,328.20001220703125,330.0,300.0,304.8999938964844,1377456,2021-11-01
2021-11-08,334.6358642578125,336.54998779296875,352.0,300.0,329.0,2596247,2021-11-08
2021-11-15,311.2198181152344,313.0,343.0,311.0,340.0,751931,2021-11-15
2021-11-22,293.2724914550781,294.95001220703125,318.5,287.6000061035156,307.3500061035156,981944,2021-11-22
2021-11-29,283.42877197265625,285.04998779296875,298.0,266.0,290.0,982446,2021-11-29
2021-12-06,297.74688720703125,299.45001220703125,305.8999938964844,271.3500061035156,285.04998779296875,620606,2021-12-06
2021-12-13,276.5680236816406,278.1499938964844,310.0,276.29998779296875,299.5,544410,2021-12-13
2021-12-20,271.3478698730469,272.8999938964844,286.70001220703125,240.60000610351562,275.0,565715,2021-12-20
2021-12-27,269.5083923339844,271.04998779296875,280.5,265.0,268.0,497399,2021-12-27
2022-01-03,273.1376647949219,274.70001220703125,282.54998779296875,269.0,273.0,460601,2022-01-03
2022-01-10,312.9598693847656,314.75,318.0,274.8500061035156,277.70001220703125,2012671,2022-01-10
2022-01-17,305.2539367675781,307.0,346.95001220703125,305.0,319.0,2267028,2022-01-17
2022-01-24,305.3533935546875,307.1000061035156,321.6499938964844,284.1499938964844,308.0,831590,2022-01-24
2022-01-31,313.15875244140625,314.95001220703125,328.5,295.0,314.95001220703125,922315,2022-01-31
2022-02-07,295.6588439941406,297.3500061035156,319.70001220703125,291.04998779296875,315.70001220703125,1101738,2022-02-07
2022-02-14,285.7654113769531,287.3999938964844,300.0,275.0,285.0,752413,2022-02-14
2022-02-21,266.32659912109375,267.8500061035156,287.20001220703125,251.14999389648438,285.0,1080380,2022-02-21
2022-02-28,260.9075927734375,262.3999938964844,278.8500061035156,260.0,261.0,390301,2022-02-28
2022-03-07,270.7015686035156,272.25,277.25,245.5,253.0,773794,2022-03-07
2022-03-14,266.9729309082031,268.5,277.0,260.0,277.0,701960,2022-03-14
2022-03-21,279.8492431640625,281.45001220703125,326.29998779296875,266.75,273.5,1450670,2022-03-21
2022-03-28,283.22991943359375,284.8500061035156,290.0,272.29998779296875,283.1000061035156,797163,2022-03-28
2022-04-04,288.40032958984375,290.04998779296875,309.04998779296875,286.04998779296875,289.0,1156259,2022-04-04
2022-04-11,288.6986389160156,290.3500061035156,294.0,276.3500061035156,291.95001220703125,467143,2022-04-11
2022-04-18,288.5495300292969,290.20001220703125,303.6499938964844,275.6000061035156,295.0,829428,2022-04-18
2022-04-25,285.3179626464844,286.95001220703125,303.1000061035156,281.54998779296875,285.6000061035156,753808,2022-04-25
2022-05-02,269.5581359863281,271.1000061035156,285.6000061035156,259.6499938964844,281.1000061035156,562511,2022-05-02
2022-05-09,233.46458435058594,234.8000030517578,276.5,229.0500030517578,276.5,1036990,2022-05-09
2022-05-16,238.4361572265625,239.8000030517578,254.0,229.0,234.0,516042,2022-05-16
2022-05-23,235.85092163085938,237.1999969482422,257.70001220703125,217.89999389648438,241.64999389648438,727153,2022-05-23
2022-05-30,271.84503173828125,273.3999938964844,276.8999938964844,238.3000030517578,240.0,1200511,2022-05-30
2022-06-06,257.9246520996094,259.3999938964844,277.70001220703125,255.0,277.70001220703125,332894,2022-06-06
2022-06-13,242.66197204589844,244.0500030517578,262.6000061035156,238.25,258.0,339871,2022-06-13
2022-06-20,250.61647033691406,252.0500030517578,253.0,232.0,241.5,319889,2022-06-20
2022-06-27,258.9189758300781,260.3999938964844,263.3999938964844,251.4499969482422,259.0,257599,2022-06-27
2022-07-04,280.9429626464844,282.54998779296875,284.0,260.75,261.3999938964844,489170,2022-07-04
2022-07-11,282.2356262207031,283.8500061035156,297.8500061035156,279.20001220703125,285.3999938964844,500483,2022-07-11
2022-07-18,295.55938720703125,297.25,305.0,284.0,285.1499938964844,544364,2022-07-18
2022-07-25,293.4713439941406,295.1499938964844,304.0,286.0,304.0,395611,2022-07-25
2022-08-01,288.1517333984375,289.79998779296875,298.25,286.1000061035156,297.1499938964844,452182,2022-08-01
2022-08-08,271.9444885253906,273.5,315.5,270.1000061035156,294.0,1878734,2022-08-08
2022-08-15,261.6036376953125,263.1000061035156,278.45001220703125,262.0,273.5,786993,2022-08-15
2022-08-22,282.8819274902344,284.5,293.0,264.1000061035156,264.1000061035156,875489,2022-08-22
2022-08-29,280.24700927734375,281.8500061035156,287.54998779296875,271.45001220703125,279.0,734234,2022-08-29
2022-09-05,294.5650939941406,296.25,299.95001220703125,279.8999938964844,280.70001220703125,922488,2022-09-05
2022-09-12,286.8591613769531,288.5,311.70001220703125,285.5,298.6000061035156,1038923,2022-09-12
2022-09-19,312.1644287109375,313.95001220703125,332.8999938964844,281.25,289.0,4700294,2022-09-19
2022-09-26,322.9029846191406,324.75,337.79998779296875,290.0,310.8999938964844,2651917,2022-09-26
2022-10-03,315.94281005859375,317.75,327.8999938964844,309.1499938964844,327.45001220703125,857015,2022-10-03
2022-10-10,305.6019592285156,307.3500061035156,344.04998779296875,298.0,314.54998779296875,2706933,2022-10-10
2022-10-17,331.6529235839844,333.54998779296875,345.0,305.1499938964844,309.79998779296875,1870514,2022-10-17
2022-10-24,365.3104248046875,367.3999938964844,378.95001220703125,332.0,336.20001220703125,3053584,2022-10-24
2022-10-31,365.06182861328125,367.1499938964844,389.0,362.0,374.5,1658534,2022-10-31
2022-11-07,349.8985595703125,351.8999938964844,369.8500061035156,342.20001220703125,367.1499938964844,1166926,2022-11-07
2022-11-14,334.43701171875,336.3500061035156,373.0,333.0,352.70001220703125,2264683,2022-11-14
2022-11-21,328.2225646972656,330.1000061035156,350.3999938964844,321.54998779296875,337.5,1159213,2022-11-21
2022-11-28,323.3504333496094,325.20001220703125,341.29998779296875,323.29998779296875,330.20001220703125,2045194,2022-11-28
2022-12-05,325.6373596191406,327.5,351.6000061035156,323.04998779296875,327.45001220703125,1288984,2022-12-05
2022-12-12,321.66009521484375,323.5,341.95001220703125,318.8500061035156,327.5,865635,2022-12-12
2022-12-19,300.13323974609375,301.8500061035156,364.0,295.1000061035156,325.1499938964844,4318639,2022-12-19
2022-12-26,343.9327087402344,345.8999938964844,356.70001220703125,299.79998779296875,308.0,1810225,2022-12-26
2023-01-02,334.6358642578125,336.54998779296875,352.8500061035156,335.0,348.79998779296875,912973,2023-01-02
2023-01-09,331.9015197753906,333.79998779296875,344.8999938964844,331.29998779296875,339.8500061035156,464822,2023-01-09
2023-01-16,332.0506591796875,333.95001220703125,341.95001220703125,330.8500061035156,335.0,340935,2023-01-16
2023-01-23,302.4698791503906,304.20001220703125,336.95001220703125,301.04998779296875,334.3500061035156,593038,2023-01-23
2023-01-30,304.5578918457031,306.29998779296875,323.0,298.6000061035156,304.0,607679,2023-01-30
2023-02-06,311.418701171875,313.20001220703125,319.70001220703125,296.1499938964844,310.8999938964844,434051,2023-02-06
2023-02-13,291.5821533203125,293.25,318.70001220703125,288.5,313.45001220703125,1037156,2023-02-13
2023-02-20,273.63482666015625,275.20001220703125,295.54998779296875,264.1000061035156,290.3500061035156,872893,2023-02-20
2023-02-27,268.9615173339844,270.5,280.8999938964844,266.1000061035156,271.1000061035156,626145,2023-02-27
2023-03-06,265.8294677734375,267.3500061035156,279.5,265.8500061035156,271.95001220703125,496943,2023-03-06
2023-03-13,276.4685974121094,278.04998779296875,291.8999938964844,261.1000061035156,269.95001220703125,982993,2023-03-13
2023-03-20,288.00262451171875,289.6499938964844,296.0,265.6499938964844,267.1499938964844,723310,2023-03-20
2023-03-27,278.1092224121094,279.70001220703125,291.3999938964844,266.0,291.3999938964844,637747,2023-03-27
2023-04-03,285.1688232421875,286.79998779296875,295.0,279.70001220703125,284.0,420825,2023-04-03
2023-04-10,281.39044189453125,283.0,299.0,278.1499938964844,290.0,453276,2023-04-10
2023-04-17,287.10772705078125,288.75,297.70001220703125,279.0,287.25,539639,2023-04-17
2023-04-24,280.4955749511719,282.1000061035156,294.0,280.6000061035156,292.8999938964844,455235,2023-04-24
2023-05-01,279.650390625,281.25,287.0,280.04998779296875,282.1000061035156,262290,2023-05-01
2023-05-08,275.2257080078125,276.79998779296875,286.0,275.8500061035156,282.6000061035156,275538,2023-05-08
2023-05-15,276.76690673828125,278.3500061035156,288.70001220703125,275.1000061035156,278.20001220703125,441530,2023-05-15
2023-05-22,269.7569885253906,271.29998779296875,282.5,269.45001220703125,279.70001220703125,385257,2023-05-22
2023-05-29,294.8633728027344,296.54998779296875,299.70001220703125,263.95001220703125,272.6000061035156,2885876,2023-05-29
2023-06-05,320.0691833496094,321.8999938964844,329.25,297.6000061035156,297.6499938964844,2252541,2023-06-05
2023-06-12,338.9611511230469,340.8999938964844,345.54998779296875,314.0,321.79998779296875,2576794,2023-06-12
2023-06-19,325.14019775390625,327.0,347.75,325.0,342.0,1152176,2023-06-19
2023-06-26,354.37298583984375,356.3999938964844,362.8999938964844,319.0,327.0,1242254,2023-06-26
2023-07-03,347.7110900878906,349.70001220703125,359.0,341.0,357.95001220703125,1013696,2023-07-03
2023-07-10,339.5080261230469,341.45001220703125,359.3500061035156,338.70001220703125,349.70001220703125,1283730,2023-07-10
2023-07-17,328.4711608886719,330.3500061035156,347.6499938964844,329.04998779296875,342.79998779296875,602415,2023-07-17
2023-07-24,326.1842041015625,328.04998779296875,340.0,323.29998779296875,327.5,544856,2023-07-24
2023-07-31,329.36602783203125,331.25,334.8500061035156,318.04998779296875,328.45001220703125,587216,2023-07-31
2023-08-07,312.91015625,314.70001220703125,347.0,311.1499938964844,334.5,1764793,2023-08-07
2023-08-14,303.0664367675781,304.79998779296875,316.6000061035156,299.5,313.20001220703125,771611,2023-08-14
2023-08-21,303.1161804199219,304.8500061035156,312.45001220703125,297.79998779296875,306.45001220703125,796700,2023-08-21
2023-08-28,321.6103820800781,323.45001220703125,329.3500061035156,302.0,307.8999938964844,1528974,2023-08-28
2023-09-04,336.1775207519531,337.04998779296875,340.1499938964844,322.20001220703125,326.3999938964844,2204123,2023-09-04
2023-09-11,327.998779296875,328.8500061035156,344.8999938964844,315.0,337.04998779296875,875877,2023-09-11
2023-09-18,316.0796813964844,316.8999938964844,337.95001220703125,311.3999938964844,330.0,664515,2023-09-18
2023-09-25,325.35565185546875,326.20001220703125,328.8500061035156,310.04998779296875,316.8999938964844,577334,2023-09-25
2023-10-02,331.0408630371094,331.8999938964844,338.1000061035156,318.04998779296875,326.20001220703125,1344372,2023-10-02
2023-10-09,349.5428771972656,350.45001220703125,363.3999938964844,322.5,330.0,2272951,2023-10-09
2023-10-16,353.2332763671875,354.1499938964844,377.29998779296875,350.70001220703125,352.0,2666432,2023-10-16
2023-10-23,324.45794677734375,325.29998779296875,356.0,298.8500061035156,351.0,1513976,2023-10-23
2023-10-30,342.9599609375,343.8500061035156,362.20001220703125,311.04998779296875,324.1499938964844,2396637,2023-10-30
2023-11-06,379.7145690917969,380.70001220703125,397.0,335.0,349.95001220703125,5539462,2023-11-06
2023-11-13,412.0805358886719,413.1499938964844,415.0,381.1000061035156,393.8500061035156,4575612,2023-11-13
2023-11-20,423.0022277832031,424.1000061035156,438.0,406.04998779296875,413.8999938964844,3931996,2023-11-20
2023-11-27,438.162841796875,439.29998779296875,443.8999938964844,415.6000061035156,424.1000061035156,1747475,2023-11-27
2023-12-04,406.2456970214844,407.29998779296875,444.3999938964844,404.25,442.0,2196395,2023-12-04
2023-12-11,403.7521667480469,404.79998779296875,415.75,392.54998779296875,408.8999938964844,1256485,2023-12-11
2023-12-18,411.0831298828125,412.1499938964844,421.70001220703125,383.54998779296875,404.79998779296875,1436466,2023-12-18
2023-12-25,409.08831787109375,410.1499938964844,426.0,405.3999938964844,412.1499938964844,1426878,2023-12-25
2024-01-01,434.1732177734375,435.29998779296875,441.0,401.04998779296875,410.79998779296875,3046534,2024-01-01
2024-01-08,481.0515441894531,482.29998779296875,494.0,429.0,435.0,3485879,2024-01-08
2024-01-15,478.65777587890625,479.8999938964844,494.70001220703125,459.1499938964844,485.6000061035156,2791904,2024-01-15
2024-01-22,472.7730407714844,474.0,491.1000061035156,461.6499938964844,479.8999938964844,956108,2024-01-22
2024-01-29,514.6144409179688,515.9500122070312,534.0,480.0,484.0,1935898,2024-01-29
2024-02-05,503.5431823730469,504.8500061035156,531.0999755859375,490.95001220703125,518.5,882974,2024-02-05
2024-02-12,460.10589599609375,461.29998779296875,505.25,422.79998779296875,505.25,3440116,2024-02-12
2024-02-19,476.1143798828125,477.3500061035156,482.0,437.95001220703125,462.3999938964844,1716948,2024-02-19
2024-02-26,459.35784912109375,460.54998779296875,497.70001220703125,451.29998779296875,473.04998779296875,1459947,2024-02-26
2024-03-04,459.4576110839844,460.6499938964844,473.75,443.79998779296875,463.79998779296875,698898,2024-03-04
2024-03-11,451.12921142578125,452.29998779296875,464.45001220703125,415.8500061035156,460.6499938964844,1120409,2024-03-11
2024-03-18,440.95562744140625,442.1000061035156,456.8500061035156,436.54998779296875,455.0,871260,2024-03-18
2024-03-25,451.9770202636719,453.1499938964844,455.3999938964844,432.54998779296875,442.1000061035156,634518,2024-03-25
2024-04-01,436.91607666015625,438.04998779296875,465.79998779296875,436.3999938964844,455.45001220703125,1340620,2024-04-01
2024-04-08,452.6253356933594,453.79998779296875,460.04998779296875,424.0,441.3999938964844,1475990,2024-04-08
2024-04-15,448.53594970703125,449.70001220703125,463.29998779296875,415.70001220703125,440.0,836128,2024-04-15
2024-04-22,474.6681213378906,475.8999938964844,489.8999938964844,445.6499938964844,450.0,1168548,2024-04-22
2024-04-29,459.15838623046875,460.3500061035156,484.0,452.3999938964844,483.95001220703125,716929,2024-04-29
2024-05-06,454.22119140625,455.3999938964844,468.5,449.0,463.6000061035156,492412,2024-05-06
2024-05-13,469.9803161621094,471.20001220703125,476.6000061035156,445.3999938964844,458.0,601894,2024-05-13
2024-05-20,465.7911682128906,467.0,499.70001220703125,461.1499938964844,474.54998779296875,1953417,2024-05-20
2024-05-27,438.2127380371094,439.3500061035156,469.45001220703125,422.75,466.04998779296875,2042560,2024-05-27
2024-06-03,467.73614501953125,468.95001220703125,470.95001220703125,384.6000061035156,460.0,1297013,2024-06-03
2024-06-10,477.3112487792969,478.54998779296875,488.75,467.3500061035156,472.0,972553,2024-06-10
2024-06-17,511.2731018066406,512.5999755859375,534.9500122070312,473.0,478.54998779296875,3223143,2024-06-17
2024-06-24,514.1656494140625,515.5,559.7999877929688,501.3500061035156,510.0,10282109,2024-06-24
2024-07-01,531.4208374023438,532.7999877929688,541.2999877929688,508.04998779296875,520.0,4164616,2024-07-01
2024-07-08,508.13128662109375,509.45001220703125,540.0,502.54998779296875,531.9500122070312,2545563,2024-07-08
2024-07-15,472.7231750488281,473.95001220703125,524.7000122070312,469.6000061035156,506.5,1310420,2024-07-15
2024-07-22,486.7866516113281,488.04998779296875,498.70001220703125,454.8999938964844,473.20001220703125,2397864,2024-07-22
2024-07-29,502.59564208984375,503.8999938964844,528.0,485.29998779296875,495.70001220703125,6271930,2024-07-29
2024-08-05,480.3034973144531,481.54998779296875,511.75,472.20001220703125,495.0,3610773,2024-08-05
2024-08-12,475.5,475.5,490.0,457.04998779296875,481.04998779296875,1786430,2024-08-12
2024-08-19,510.6499938964844,510.6499938964844,524.4500122070312,472.1499938964844,484.8500061035156,4390106,2024-08-19
2024-08-26,532.3499755859375,532.3499755859375,548.0,500.1499938964844,510.95001220703125,6434134,2024-08-26
2024-09-02,561.4500122070312,561.4500122070312,589.0,531.5,542.8499755859375,5860357,2024-09-02
2024-09-09,585.2000122070312,585.2000122070312,596.0,550.8499755859375,565.8499755859375,8613167,2024-09-09
2024-09-16,587.5499877929688,587.5499877929688,615.9000244140625,566.5,590.0499877929688,6324599,2024-09-16
2024-09-23,596.7000122070312,596.7000122070312,622.9000244140625,582.5999755859375,594.75,2401555,2024-09-23
2024-09-30,572.0999755859375,572.0999755859375,604.7000122070312,549.9500122070312,591.0,1699887,2024-09-30
2024-10-07,610.7999877929688,610.7999877929688,622.0999755859375,544.4500122070312,572.0999755859375,4718557,2024-10-07
2024-10-14,600.5499877929688,600.5499877929688,639.7000122070312,589.0,622.75,3073336,2024-10-14
2024-10-21,554.25,554.25,613.9500122070312,545.0499877929688,603.5499877929688,1950971,2024-10-21
2024-10-28,579.6500244140625,579.6500244140625,584.0,539.2000122070312,548.0,2434897,2024-10-28
2024-11-04,588.0999755859375,588.0999755859375,599.5,555.0999755859375,582.9500122070312,1807465,2024-11-04
2024-11-11,555.0,555.0,591.2000122070312,545.1500244140625,591.2000122070312,818059,2024-11-11
2024-11-18,572.5999755859375,572.5999755859375,574.7000122070312,547.0499877929688,551.0,965174,2024-11-18
2024-11-25,569.0,569.0,584.8499755859375,556.9000244140625,574.7999877929688,1976507,2024-11-25
2024-12-02,534.8499755859375,534.8499755859375,582.0,533.2999877929688,572.9000244140625,1979764,2024-12-02
2024-12-09,521.4500122070312,521.4500122070312,555.0,514.0999755859375,539.9000244140625,3074050,2024-12-09
2024-12-16,522.2000122070312,522.2000122070312,541.5,505.20001220703125,526.0,3640957,2024-12-16
2024-12-23,516.4500122070312,516.4500122070312,545.75,509.8999938964844,535.0,1910826,2024-12-23
2024-12-30,520.9500122070312,520.9500122070312,536.5999755859375,505.0,518.0,1290238,2024-12-30
2025-01-06,511.1499938964844,511.1499938964844,533.0999755859375,501.20001220703125,518.0,1540537,2025-01-06
2025-01-13,505.0,505.0,515.6500244140625,484.25,508.25,1140629,2025-01-13
2025-01-20,479.1499938964844,479.1499938964844,510.8999938964844,477.0,510.8999938964844,946022,2025-01-20
2025-01-27,494.0,494.0,505.95001220703125,461.8999938964844,475.0,1645721,2025-01-27
2025-02-03,463.29998779296875,463.29998779296875,507.04998779296875,461.1000061035156,494.0,2123438,2025-02-03
2025-02-10,398.45001220703125,398.45001220703125,472.8500061035156,396.1000061035156,462.1000061035156,2232411,2025-02-10
2025-02-17,420.5,420.5,434.79998779296875,381.29998779296875,398.5,2582473,2025-02-17
2025-02-24,380.75,380.75,420.3500061035156,367.5,416.8500061035156,1301495,2025-02-24
2025-03-03,394.20001220703125,394.20001220703125,411.1499938964844,365.04998779296875,384.6000061035156,2441759,2025-03-03
2025-03-10,375.1499938964844,375.1499938964844,401.45001220703125,364.0,394.1000061035156,1904734,2025-03-10
2025-03-17,405.75,405.75,410.0,362.6000061035156,375.20001220703125,1830149,2025-03-17
2025-03-24,373.3999938964844,373.3999938964844,423.79998779296875,372.0,413.0,2146783,2025-03-24
2025-03-31,395.04998779296875,395.04998779296875,402.45001220703125,373.3999938964844,373.3999938964844,1547253,2025-03-31
2025-04-07,382.0,382.0,389.70001220703125,320.20001220703125,320.20001220703125,1109871,2025-04-07
2025-04-14,415.1000061035156,415.1000061035156,420.8999938964844,386.3500061035156,393.0,834826,2025-04-14
2025-04-21,413.04998779296875,413.04998779296875,443.8999938964844,402.04998779296875,416.3999938964844,1400132,2025-04-21
2025-04-28,394.3500061035156,394.3500061035156,429.0,388.25,410.1000061035156,859071,2025-04-28
2025-05-05,406.0,406.0,425.25,389.0,391.25,1341806,2025-05-05
2025-05-12,468.6499938964844,468.6499938964844,482.5,415.1499938964844,415.29998779296875,1985864,2025-05-12
2025-05-19,457.20001220703125,457.20001220703125,476.45001220703125,448.04998779296875,468.70001220703125,2459700,2025-05-19
2025-05-26,460.45001220703125,460.45001220703125,468.70001220703125,443.5,459.95001220703125,1529983,2025-05-26
2025-06-02,452.20001220703125,452.20001220703125,476.6499938964844,451.1000061035156,459.3999938964844,1998789,2025-06-02
2025-06-09,476.75,476.75,490.0,452.70001220703125,453.6000061035156,1736925,2025-06-09
2025-06-16,490.79998779296875,490.79998779296875,500.0,467.79998779296875,476.8500061035156,1564847,2025-06-16
2025-06-23,482.6499938964844,482.6499938964844,502.6000061035156,471.25,486.29998779296875,1870953,2025-06-23
2025-06-30,451.04998779296875,451.04998779296875,495.79998779296875,450.0,482.8500061035156,2506994,2025-06-30
2025-07-07,458.6000061035156,458.6000061035156,471.70001220703125,451.1000061035156,451.95001220703125,1648165,2025-07-07
2025-07-14,456.75,456.75,462.5,451.0,456.6000061035156,374813,2025-07-14
