Date,Adj Close_RATEGAIN.NS,Close_RATEGAIN.NS,High_RATEGAIN.NS,Low_RATEGAIN.NS,Open_RATEGAIN.NS,Volume_RATEGAIN.NS,Date
2023-02-20,345.6499938964844,345.6499938964844,376.75,338.20001220703125,371.8999938964844,2409577,2023-02-20
2023-02-27,347.8500061035156,347.8500061035156,359.8500061035156,337.8999938964844,345.0,1534911,2023-02-27
2023-03-06,342.1000061035156,342.1000061035156,351.25,333.0,346.0,725216,2023-03-06
2023-03-13,339.1000061035156,339.1000061035156,344.70001220703125,329.04998779296875,339.1000061035156,761361,2023-03-13
2023-03-20,326.1000061035156,326.1000061035156,339.79998779296875,313.29998779296875,313.29998779296875,439234,2023-03-20
2023-03-27,343.70001220703125,343.70001220703125,345.70001220703125,314.0,327.5,490109,2023-03-27
2023-04-03,350.75,350.75,356.8999938964844,337.3999938964844,343.79998779296875,438707,2023-04-03
2023-04-10,358.3999938964844,358.3999938964844,367.45001220703125,346.6499938964844,356.0,719350,2023-04-10
2023-04-17,350.1499938964844,350.1499938964844,367.45001220703125,346.5,357.95001220703125,847036,2023-04-17
2023-04-24,355.6499938964844,355.6499938964844,357.95001220703125,345.54998779296875,351.0,385417,2023-04-24
2023-05-01,362.54998779296875,362.54998779296875,376.0,354.1000061035156,355.6499938964844,750889,2023-05-01
2023-05-08,399.04998779296875,399.04998779296875,406.0,363.54998779296875,366.70001220703125,2962440,2023-05-08
2023-05-15,412.6000061035156,412.6000061035156,424.8999938964844,395.79998779296875,399.04998779296875,2767440,2023-05-15
2023-05-22,382.54998779296875,382.54998779296875,415.8500061035156,378.04998779296875,415.0,2327902,2023-05-22
2023-05-29,384.1000061035156,384.1000061035156,394.8999938964844,370.1000061035156,390.0,2947698,2023-05-29
2023-06-05,399.8500061035156,399.8500061035156,409.0,384.8500061035156,385.5,3358334,2023-06-05
2023-06-12,390.95001220703125,390.95001220703125,413.5,385.75,402.95001220703125,1987884,2023-06-12
2023-06-19,405.04998779296875,405.04998779296875,428.0,388.0,390.8999938964844,3077426,2023-06-19
2023-06-26,417.8500061035156,417.8500061035156,425.54998779296875,402.8999938964844,405.54998779296875,1638830,2023-06-26
2023-07-03,441.79998779296875,441.79998779296875,452.79998779296875,415.04998779296875,419.95001220703125,2858866,2023-07-03
2023-07-10,438.45001220703125,438.45001220703125,446.1000061035156,415.0,441.79998779296875,1398023,2023-07-10
2023-07-17,440.6499938964844,440.6499938964844,445.95001220703125,427.1000061035156,439.95001220703125,1123790,2023-07-17
2023-07-24,455.20001220703125,455.20001220703125,464.0,435.79998779296875,443.3999938964844,2138289,2023-07-24
2023-07-31,463.6000061035156,463.6000061035156,474.6000061035156,453.04998779296875,456.95001220703125,1305437,2023-07-31
2023-08-07,543.0999755859375,543.0999755859375,577.7000122070312,445.25,461.0,12034513,2023-08-07
2023-08-14,572.0999755859375,572.0999755859375,605.0,545.0499877929688,547.0,3439003,2023-08-14
2023-08-21,573.5,573.5,593.4500122070312,548.0,572.7999877929688,1975187,2023-08-21
2023-08-28,617.9000244140625,617.9000244140625,623.7000122070312,573.5,577.5,2334956,2023-08-28
2023-09-04,587.1500244140625,587.1500244140625,641.5999755859375,574.1500244140625,622.0,2384315,2023-09-04
2023-09-11,577.4500122070312,577.4500122070312,610.0,540.0999755859375,591.4500122070312,1961132,2023-09-11
2023-09-18,539.5499877929688,539.5499877929688,580.9000244140625,528.0499877929688,580.9000244140625,1166425,2023-09-18
2023-09-25,593.4500122070312,593.4500122070312,597.0,539.5999755859375,544.2999877929688,1311483,2023-09-25
2023-10-02,607.75,607.75,617.0,572.5499877929688,593.4500122070312,1190617,2023-10-02
2023-10-09,592.2000122070312,592.2000122070312,625.0,580.0999755859375,580.0999755859375,936651,2023-10-09
2023-10-16,623.3499755859375,623.3499755859375,650.0,587.0499877929688,590.0,1493004,2023-10-16
2023-10-23,624.1500244140625,624.1500244140625,643.3499755859375,578.4500122070312,628.7999877929688,2235178,2023-10-23
2023-10-30,697.2000122070312,697.2000122070312,719.7000122070312,611.0,632.0,5640732,2023-10-30
2023-11-06,668.75,668.75,713.6500244140625,652.0999755859375,701.0,2111453,2023-11-06
2023-11-13,721.1500244140625,721.1500244140625,733.0,671.0499877929688,681.5999755859375,3195495,2023-11-13
2023-11-20,660.1500244140625,660.1500244140625,728.0,650.0,722.0,4629358,2023-11-20
2023-11-27,655.3499755859375,655.3499755859375,672.9500122070312,650.0999755859375,660.1500244140625,3069522,2023-11-27
2023-12-04,653.1500244140625,653.1500244140625,668.7000122070312,637.1500244140625,662.0,2231525,2023-12-04
2023-12-11,696.9000244140625,696.9000244140625,699.9500122070312,641.7000122070312,658.0,2450946,2023-12-11
2023-12-18,740.2000122070312,740.2000122070312,772.9500122070312,673.75,704.0,4534935,2023-12-18
2023-12-25,727.7999877929688,727.7999877929688,761.0,721.0,740.2000122070312,1730245,2023-12-25
2024-01-01,734.8499755859375,734.8499755859375,758.4500122070312,704.7999877929688,726.0,1528577,2024-01-01
2024-01-08,731.75,731.75,772.2999877929688,719.0999755859375,742.75,1674062,2024-01-08
2024-01-15,748.6500244140625,748.6500244140625,789.0,712.0499877929688,731.75,2300312,2024-01-15
2024-01-22,766.75,766.75,781.0,730.8499755859375,748.6500244140625,1012037,2024-01-22
2024-01-29,844.0499877929688,844.0499877929688,887.4500122070312,759.9500122070312,769.9000244140625,3617228,2024-01-29
2024-02-05,837.1500244140625,837.1500244140625,899.7999877929688,817.2000122070312,850.0,2650215,2024-02-05
2024-02-12,875.25,875.25,921.7000122070312,761.75,840.75,2479931,2024-02-12
2024-02-19,808.75,808.75,878.0,775.0,874.0,2189477,2024-02-19
2024-02-26,803.1500244140625,803.1500244140625,841.8499755859375,799.7999877929688,812.7000122070312,2257653,2024-02-26
2024-03-04,788.0,788.0,823.2000122070312,754.0,821.5,1400410,2024-03-04
2024-03-11,743.6500244140625,743.6500244140625,822.0,705.0,794.9000244140625,1823633,2024-03-11
2024-03-18,765.2000122070312,765.2000122070312,777.5,713.7999877929688,720.0,1641220,2024-03-18
2024-03-25,716.9000244140625,716.9000244140625,803.0,706.5999755859375,765.2000122070312,4240560,2024-03-25
2024-04-01,697.5,697.5,752.4500122070312,690.4000244140625,740.0,2140598,2024-04-01
2024-04-08,675.5499877929688,675.5499877929688,721.0999755859375,672.1500244140625,704.0,2039459,2024-04-08
2024-04-15,659.25,659.25,669.0,635.5499877929688,655.0,2043240,2024-04-15
2024-04-22,713.75,713.75,735.0,664.0999755859375,672.7000122070312,1924618,2024-04-22
2024-04-29,674.0,674.0,720.9500122070312,661.4000244140625,720.8499755859375,855436,2024-04-29
2024-05-06,663.5999755859375,663.5999755859375,695.7999877929688,655.75,680.0,1369346,2024-05-06
2024-05-13,736.3499755859375,736.3499755859375,740.0499877929688,655.0,663.5999755859375,1515655,2024-05-13
2024-05-20,716.4500122070312,716.4500122070312,819.9000244140625,695.2999877929688,724.5499877929688,5909760,2024-05-20
2024-05-27,698.7000122070312,698.7000122070312,738.75,686.3499755859375,727.0,1501714,2024-05-27
2024-06-03,730.9000244140625,730.9000244140625,748.0,647.5,744.0,2443076,2024-06-03
2024-06-10,734.0999755859375,734.0999755859375,753.25,723.9500122070312,735.0,1761647,2024-06-10
2024-06-17,772.6500244140625,772.6500244140625,814.4000244140625,734.0999755859375,734.0999755859375,3713716,2024-06-17
2024-06-24,746.25,746.25,772.5999755859375,732.0,772.5999755859375,1156672,2024-06-24
2024-07-01,797.5499877929688,797.5499877929688,817.9500122070312,742.8499755859375,755.0,2059332,2024-07-01
2024-07-08,824.1500244140625,824.1500244140625,844.0,766.0,797.5499877929688,2819614,2024-07-08
2024-07-15,796.75,796.75,838.9500122070312,783.9500122070312,831.9000244140625,1194364,2024-07-15
2024-07-22,812.0,812.0,832.75,761.4000244140625,796.75,1170257,2024-07-22
2024-07-29,801.75,801.75,859.0,794.5999755859375,816.0,1640651,2024-07-29
2024-08-05,806.75,806.75,818.0,755.0,790.0,1216776,2024-08-05
2024-08-12,739.8499755859375,739.8499755859375,825.3499755859375,714.0999755859375,810.0,2349937,2024-08-12
2024-08-19,741.75,741.75,751.9500122070312,710.0499877929688,731.0,2522774,2024-08-19
2024-08-26,737.6500244140625,737.6500244140625,768.5,727.2000122070312,747.5,1833728,2024-08-26
2024-09-02,741.0,741.0,779.0499877929688,732.5,747.9000244140625,2382501,2024-09-02
2024-09-09,746.7999877929688,746.7999877929688,747.9000244140625,711.5499877929688,740.2000122070312,1886790,2024-09-09
2024-09-16,755.1500244140625,755.1500244140625,779.0,716.9500122070312,755.0,3826961,2024-09-16
2024-09-23,726.7999877929688,726.7999877929688,765.0,720.0,755.5999755859375,784952,2024-09-23
2024-09-30,735.7000122070312,735.7000122070312,747.0,720.2999877929688,725.0,1382361,2024-09-30
2024-10-07,738.2999877929688,738.2999877929688,749.0,711.7000122070312,737.9500122070312,1248327,2024-10-07
2024-10-14,737.5499877929688,737.5499877929688,765.0,721.7999877929688,740.9500122070312,1510011,2024-10-14
2024-10-21,709.4500122070312,709.4500122070312,751.8499755859375,704.5,734.0,1133315,2024-10-21
2024-10-28,767.0499877929688,767.0499877929688,773.0,704.0999755859375,715.0,979082,2024-10-28
2024-11-04,820.2999877929688,820.2999877929688,844.0,745.75,767.0499877929688,1907455,2024-11-04
2024-11-11,714.8499755859375,714.8499755859375,854.0,704.9000244140625,812.0,4645561,2024-11-11
2024-11-18,690.0,690.0,716.5499877929688,670.0999755859375,711.0,2028746,2024-11-18
2024-11-25,701.9000244140625,701.9000244140625,730.4500122070312,682.5,707.0,1401253,2024-11-25
2024-12-02,717.7999877929688,717.7999877929688,740.9500122070312,688.0,701.9000244140625,1684701,2024-12-02
2024-12-09,712.1500244140625,712.1500244140625,739.0,705.25,724.5999755859375,823485,2024-12-09
2024-12-16,697.25,697.25,754.5999755859375,692.25,722.0,1226213,2024-12-16
2024-12-23,724.9500122070312,724.9500122070312,728.2000122070312,673.5499877929688,701.0,631015,2024-12-23
2024-12-30,723.75,723.75,729.9500122070312,713.0,728.0999755859375,346773,2024-12-30
2025-01-06,699.7999877929688,699.7999877929688,744.5,692.0999755859375,729.1500244140625,801249,2025-01-06
2025-01-13,697.5999755859375,697.5999755859375,729.4000244140625,662.2999877929688,697.5499877929688,1024591,2025-01-13
2025-01-20,721.6500244140625,721.6500244140625,762.7000122070312,697.6500244140625,710.0,1320545,2025-01-20
2025-01-27,697.7000122070312,697.7000122070312,725.0,657.9000244140625,706.5499877929688,811366,2025-01-27
2025-02-03,683.5499877929688,683.5499877929688,704.25,665.0,696.0,810948,2025-02-03
2025-02-10,614.9000244140625,614.9000244140625,686.4000244140625,605.0,684.8499755859375,2185385,2025-02-10
2025-02-17,536.4500122070312,536.4500122070312,609.5,475.0,608.9500122070312,5836251,2025-02-17
2025-02-24,490.0,490.0,530.0,483.79998779296875,530.0,1593812,2025-02-24
2025-03-03,506.3500061035156,506.3500061035156,518.9500122070312,469.0,490.0,2241223,2025-03-03
2025-03-10,450.0,450.0,509.0,444.1499938964844,506.0,1295358,2025-03-10
2025-03-17,461.8999938964844,461.8999938964844,481.0,431.75,455.29998779296875,2480208,2025-03-17
2025-03-24,445.0,445.0,470.3500061035156,419.3999938964844,470.25,2573625,2025-03-24
2025-03-31,446.29998779296875,446.29998779296875,461.1000061035156,436.20001220703125,445.0,965260,2025-03-31
2025-04-07,451.6499938964844,451.6499938964844,454.3999938964844,412.8500061035156,420.0,705503,2025-04-07
2025-04-14,449.8999938964844,449.8999938964844,475.25,449.0,451.6499938964844,558890,2025-04-14
2025-04-21,442.29998779296875,442.29998779296875,483.29998779296875,437.54998779296875,450.0,1680428,2025-04-21
2025-04-28,448.75,448.75,451.75,427.0,448.0,630560,2025-04-28
2025-05-05,439.70001220703125,439.70001220703125,453.3500061035156,419.0,451.0,1253402,2025-05-05
2025-05-12,488.79998779296875,488.79998779296875,494.70001220703125,442.5,449.0,931753,2025-05-12
2025-05-19,505.04998779296875,505.04998779296875,524.0,484.54998779296875,490.0,1332159,2025-05-19
2025-05-26,443.79998779296875,443.79998779296875,568.2000122070312,442.0,517.5999755859375,6389160,2025-05-26
2025-06-02,445.0,445.0,458.20001220703125,434.25,444.6499938964844,2810212,2025-06-02
2025-06-09,442.5,442.5,456.3500061035156,437.70001220703125,447.29998779296875,1119019,2025-06-09
2025-06-16,432.95001220703125,432.95001220703125,443.6499938964844,423.70001220703125,442.3500061035156,1444385,2025-06-16
2025-06-23,452.75,452.75,457.5,428.79998779296875,431.70001220703125,1136571,2025-06-23
2025-06-30,462.1499938964844,462.1499938964844,482.0,438.0,457.79998779296875,5337021,2025-06-30
2025-07-07,470.79998779296875,470.79998779296875,485.0,457.0,459.79998779296875,2997068,2025-07-07
2025-07-14,473.3500061035156,473.3500061035156,478.75,466.79998779296875,473.70001220703125,984854,2025-07-14
