Date,Adj Close_RATEGAIN.NS,Close_RATEGAIN.NS,High_RATEGAIN.NS,Low_RATEGAIN.NS,Open_RATEGAIN.NS,Volume_RATEGAIN.NS,Date
2021-12-13,340.04998779296875,340.04998779296875,383.0,333.8500061035156,360.0,18246530,2021-12-13
2021-12-20,371.70001220703125,371.70001220703125,411.0,313.1499938964844,320.0,16888322,2021-12-20
2021-12-27,372.3500061035156,372.3500061035156,401.0,297.3999938964844,365.0,3991335,2021-12-27
2022-01-03,381.3999938964844,381.3999938964844,396.0,372.0,372.6499938964844,2388286,2022-01-03
2022-01-10,475.95001220703125,475.95001220703125,503.29998779296875,381.0,383.0,12230359,2022-01-10
2022-01-17,431.75,431.75,525.0,418.5,472.0,7715369,2022-01-17
2022-01-24,372.70001220703125,372.70001220703125,434.25,355.5,430.0,5924826,2022-01-24
2022-01-31,382.20001220703125,382.20001220703125,404.79998779296875,368.0,375.1000061035156,1708758,2022-01-31
2022-02-07,373.75,373.75,390.0,363.1499938964844,382.3500061035156,1758974,2022-02-07
2022-02-14,355.5,355.5,371.6499938964844,326.95001220703125,363.3999938964844,2249543,2022-02-14
2022-02-21,299.70001220703125,299.70001220703125,354.6000061035156,280.0,354.0,3437544,2022-02-21
2022-02-28,287.0,287.0,305.0,284.3999938964844,294.0,1574055,2022-02-28
2022-03-07,305.3500061035156,305.3500061035156,316.0,275.20001220703125,281.95001220703125,1944771,2022-03-07
2022-03-14,334.1499938964844,334.1499938964844,351.45001220703125,282.04998779296875,308.0,8692970,2022-03-14
2022-03-21,337.1000061035156,337.1000061035156,361.70001220703125,322.3999938964844,335.0,6031823,2022-03-21
2022-03-28,343.95001220703125,343.95001220703125,353.95001220703125,328.5,339.0,1821688,2022-03-28
2022-04-04,392.04998779296875,392.04998779296875,418.0,343.1000061035156,347.20001220703125,5853558,2022-04-04
2022-04-11,387.95001220703125,387.95001220703125,397.70001220703125,363.95001220703125,391.0,1652159,2022-04-11
2022-04-18,371.6000061035156,371.6000061035156,394.0,360.0,386.0,1697983,2022-04-18
2022-04-25,354.45001220703125,354.45001220703125,373.95001220703125,343.5,373.75,1150072,2022-04-25
2022-05-02,338.70001220703125,338.70001220703125,372.0,331.20001220703125,349.3500061035156,1084422,2022-05-02
2022-05-09,307.3999938964844,307.3999938964844,339.5,291.70001220703125,332.70001220703125,1681457,2022-05-09
2022-05-16,310.70001220703125,310.70001220703125,341.0,300.0,317.0,2487824,2022-05-16
2022-05-23,278.04998779296875,278.04998779296875,317.0,263.8999938964844,312.0,2032292,2022-05-23
2022-05-30,296.1000061035156,296.1000061035156,308.5,282.3500061035156,283.0,1048073,2022-05-30
2022-06-06,284.29998779296875,284.29998779296875,301.95001220703125,282.0,296.3999938964844,514903,2022-06-06
2022-06-13,262.95001220703125,262.95001220703125,281.75,261.0,275.95001220703125,513418,2022-06-13
2022-06-20,259.25,259.25,269.0,243.5500030517578,264.0,1654939,2022-06-20
2022-06-27,260.5,260.5,271.3999938964844,235.0,265.25,1475739,2022-06-27
2022-07-04,285.6499938964844,285.6499938964844,304.3999938964844,254.3000030517578,257.0,2574624,2022-07-04
2022-07-11,300.6499938964844,300.6499938964844,318.1000061035156,278.0,285.0,2559896,2022-07-11
2022-07-18,309.6499938964844,309.6499938964844,318.79998779296875,297.6000061035156,302.70001220703125,930764,2022-07-18
2022-07-25,322.20001220703125,322.20001220703125,327.3999938964844,301.6499938964844,312.0,1546503,2022-07-25
2022-08-01,293.3999938964844,293.3999938964844,343.79998779296875,291.5,325.8500061035156,2336476,2022-08-01
2022-08-08,279.54998779296875,279.54998779296875,296.0,274.54998779296875,296.0,1319384,2022-08-08
2022-08-15,300.79998779296875,300.79998779296875,324.0,279.54998779296875,279.54998779296875,2922294,2022-08-15
2022-08-22,302.3500061035156,302.3500061035156,314.79998779296875,291.8500061035156,302.1000061035156,1418871,2022-08-22
2022-08-29,294.75,294.75,304.8999938964844,285.1000061035156,285.1000061035156,1027042,2022-08-29
2022-09-05,289.3500061035156,289.3500061035156,306.8500061035156,286.5,300.0,1234298,2022-09-05
2022-09-12,287.54998779296875,287.54998779296875,297.3500061035156,281.0,291.5,1348793,2022-09-12
2022-09-19,271.1000061035156,271.1000061035156,297.70001220703125,269.8500061035156,288.3999938964844,2744970,2022-09-19
2022-09-26,269.54998779296875,269.54998779296875,279.79998779296875,252.60000610351562,269.0,1472837,2022-09-26
2022-10-03,293.8999938964844,293.8999938964844,308.3999938964844,268.0,270.0,10910193,2022-10-03
2022-10-10,282.1499938964844,282.1499938964844,298.3500061035156,276.8500061035156,289.70001220703125,1920398,2022-10-10
2022-10-17,280.70001220703125,280.70001220703125,295.70001220703125,278.0,281.70001220703125,971539,2022-10-17
2022-10-24,272.3500061035156,272.3500061035156,287.6000061035156,271.5,283.3500061035156,399116,2022-10-24
2022-10-31,284.79998779296875,284.79998779296875,301.45001220703125,264.5,275.0,3457756,2022-10-31
2022-11-07,287.8999938964844,287.8999938964844,303.5,282.5,289.0,2547164,2022-11-07
2022-11-14,285.70001220703125,285.70001220703125,294.5,275.79998779296875,286.0,863095,2022-11-14
2022-11-21,305.95001220703125,305.95001220703125,309.0,273.0,284.6499938964844,2343979,2022-11-21
2022-11-28,308.75,308.75,314.75,288.25,304.0,2278444,2022-11-28
2022-12-05,301.6499938964844,301.6499938964844,315.45001220703125,297.79998779296875,309.8999938964844,1486740,2022-12-05
2022-12-12,295.20001220703125,295.20001220703125,312.95001220703125,289.45001220703125,303.45001220703125,1147754,2022-12-12
2022-12-19,264.1000061035156,264.1000061035156,304.8999938964844,262.95001220703125,298.0,1201559,2022-12-19
2022-12-26,285.3500061035156,285.3500061035156,292.0,263.70001220703125,269.0,621149,2022-12-26
2023-01-02,298.6499938964844,298.6499938964844,306.8999938964844,285.54998779296875,287.3999938964844,1902680,2023-01-02
2023-01-09,349.8999938964844,349.8999938964844,368.0,299.0,302.0,6272140,2023-01-09
2023-01-16,375.3500061035156,375.3500061035156,382.0,344.79998779296875,346.0,3111628,2023-01-16
2023-01-23,353.8500061035156,353.8500061035156,382.75,342.20001220703125,375.3500061035156,1178766,2023-01-23
2023-01-30,344.25,344.25,374.79998779296875,338.6000061035156,350.1000061035156,1143901,2023-01-30
2023-02-06,374.8999938964844,374.8999938964844,384.6000061035156,342.04998779296875,345.1000061035156,2594477,2023-02-06
2023-02-13,372.79998779296875,372.79998779296875,387.3999938964844,366.0,376.5,1703535,2023-02-13
