Date,Adj Close_RITES.NS,Close_RITES.NS,High_RITES.NS,Low_RITES.NS,Open_RITES.NS,Volume_RITES.NS,Date
2020-07-13,108.04576873779297,123.4749984741211,126.0,118.6500015258789,123.125,5250312,2020-07-13
2020-07-20,107.411376953125,122.75,127.0,121.8499984741211,124.9000015258789,7850474,2020-07-20
2020-07-27,103.9768295288086,118.82499694824219,123.4749984741211,118.6500015258789,123.0,3083736,2020-07-27
2020-08-03,107.17073059082031,122.4749984741211,123.375,118.19999694824219,118.82499694824219,4887952,2020-08-03
2020-08-10,108.74580383300781,124.2750015258789,127.625,122.7750015258789,123.0,8002166,2020-08-10
2020-08-17,111.7865982055664,127.75,134.0,124.17500305175781,124.875,12231116,2020-08-17
2020-08-24,113.84127807617188,127.125,129.52499389648438,125.55000305175781,128.1750030517578,4545080,2020-08-24
2020-08-31,110.41596221923828,123.30000305175781,128.47500610351562,120.5999984741211,127.875,3441768,2020-08-31
2020-09-07,108.44583892822266,121.0999984741211,124.2249984741211,119.0,123.5,2786262,2020-09-07
2020-09-14,114.35619354248047,127.69999694824219,129.64999389648438,121.625,121.875,5548578,2020-09-14
2020-09-21,110.326416015625,123.19999694824219,128.0749969482422,118.8499984741211,127.5,6196852,2020-09-21
2020-09-28,114.28903198242188,127.625,128.6750030517578,121.7750015258789,124.125,3381252,2020-09-28
2020-10-05,109.25180053710938,122.0,129.1750030517578,121.5,127.625,2122720,2020-10-05
2020-10-12,107.30406951904297,119.82499694824219,125.0,119.0,125.0,2041878,2020-10-12
2020-10-19,107.61750793457031,120.17500305175781,122.3499984741211,119.4000015258789,120.4000015258789,1575448,2020-10-19
2020-10-26,107.21453094482422,119.7249984741211,122.05000305175781,119.0,120.94999694824219,1259130,2020-10-26
2020-11-02,108.46822357177734,121.125,121.5,119.0,119.5250015258789,850992,2020-11-02
2020-11-09,111.1771469116211,124.1500015258789,125.0,119.7750015258789,121.5,2799584,2020-11-09
2020-11-16,111.42340850830078,124.42500305175781,128.75,122.25,124.0250015258789,4016274,2020-11-16
2020-11-23,109.99058532714844,122.82499694824219,126.82499694824219,121.55000305175781,124.5,2556658,2020-11-23
2020-11-30,121.811279296875,136.02499389648438,136.97500610351562,122.80000305175781,122.82499694824219,7483090,2020-11-30
2020-12-07,118.7217788696289,132.5749969482422,138.25,130.5,137.0,5266026,2020-12-07
2020-12-14,121.22920227050781,135.375,140.85000610351562,128.60000610351562,132.5749969482422,9352504,2020-12-14
2020-12-21,119.19193267822266,133.10000610351562,140.5,126.5,136.47500610351562,4236392,2020-12-21
2020-12-28,121.9903793334961,136.22500610351562,137.3000030517578,132.5500030517578,133.9250030517578,3888652,2020-12-28
2021-01-04,122.55007934570312,136.85000610351562,142.5,136.125,137.5,7062158,2021-01-04
2021-01-11,119.95203399658203,131.5500030517578,137.02499389648438,130.9499969482422,136.85000610351562,5603048,2021-01-11
2021-01-18,117.74082946777344,129.125,133.35000610351562,128.14999389648438,132.0,1865906,2021-01-18
2021-01-25,115.78038024902344,126.9749984741211,130.9499969482422,125.375,129.8249969482422,2306032,2021-01-25
2021-02-01,117.7180404663086,129.10000610351562,133.14999389648438,127.44999694824219,129.52499389648438,3355980,2021-02-01
2021-02-08,109.7166748046875,120.32499694824219,131.5,120.0999984741211,129.60000610351562,8331422,2021-02-08
2021-02-15,111.65431213378906,122.44999694824219,125.17500305175781,119.7249984741211,121.625,4450056,2021-02-15
2021-02-22,111.65431213378906,122.44999694824219,125.3499984741211,119.67500305175781,122.4000015258789,2657908,2021-02-22
2021-03-01,118.51590728759766,129.97500610351562,136.5,121.05000305175781,122.92500305175781,12783516,2021-03-01
2021-03-08,118.58428192138672,130.0500030517578,132.9250030517578,126.42500305175781,130.0,2169776,2021-03-08
2021-03-15,111.22119903564453,121.9749984741211,132.3249969482422,120.05000305175781,132.3249969482422,2919336,2021-03-15
2021-03-22,112.3961410522461,121.2750015258789,125.9749984741211,119.67500305175781,122.57499694824219,2616358,2021-03-22
2021-03-29,113.41558837890625,122.375,123.5,120.0,121.2750015258789,1309892,2021-03-29
2021-04-05,112.53514862060547,121.42500305175781,124.30000305175781,120.25,122.5,2405210,2021-04-05
2021-04-12,110.19500732421875,118.9000015258789,122.0,117.5,120.25,2784258,2021-04-12
2021-04-19,110.7510757446289,119.5,120.25,116.0999984741211,117.44999694824219,1733284,2021-04-19
2021-04-26,110.61205291748047,119.3499984741211,123.42500305175781,117.9000015258789,120.1500015258789,2698670,2021-04-26
2021-05-03,110.44988250732422,119.17500305175781,120.94999694824219,118.625,119.9000015258789,3563340,2021-05-03
2021-05-10,112.83634948730469,121.75,126.5,118.875,120.19999694824219,3788552,2021-05-10
2021-05-17,114.6899185180664,123.75,125.9000015258789,121.7249984741211,122.05000305175781,2626522,2021-05-17
2021-05-24,114.6899185180664,123.75,126.75,122.6500015258789,124.8499984741211,2569246,2021-05-24
2021-05-31,115.57035827636719,124.69999694824219,125.0,121.55000305175781,124.94999694824219,3478212,2021-05-31
2021-06-07,128.59170532226562,138.75,141.0500030517578,125.0250015258789,125.25,15188854,2021-06-07
2021-06-14,122.61396026611328,132.3000030517578,145.0,130.35000610351562,140.5,11141368,2021-06-14
2021-06-21,125.27847290039062,135.1750030517578,138.89999389648438,130.0,130.0,4666880,2021-06-21
2021-06-28,126.57595825195312,136.5749969482422,141.0,133.64999389648438,134.75,4525232,2021-06-28
2021-07-05,131.81231689453125,142.22500610351562,148.0,134.52499389648438,137.39999389648438,14816318,2021-07-05
2021-07-12,131.9281768798828,142.35000610351562,151.5,140.22500610351562,142.9499969482422,10580610,2021-07-12
2021-07-19,129.33316040039062,139.5500030517578,143.1999969482422,134.8249969482422,140.5,2607222,2021-07-19
2021-07-26,128.15150451660156,138.27499389648438,143.10000610351562,137.5,139.5500030517578,3363030,2021-07-26
2021-08-02,124.30535125732422,134.125,143.5,131.64999389648438,138.27499389648438,7068222,2021-08-02
2021-08-09,124.28217315673828,134.10000610351562,137.3000030517578,129.0,135.0,4028182,2021-08-09
2021-08-16,119.76409149169922,129.22500610351562,135.5,128.5,135.5,1322490,2021-08-16
2021-08-23,123.68415832519531,132.4499969482422,134.0,125.05000305175781,129.75,1923778,2021-08-23
2021-08-30,127.90967559814453,136.97500610351562,140.5,132.6999969482422,134.375,2399516,2021-08-30
2021-09-06,128.02642822265625,137.10000610351562,139.0,134.85000610351562,137.5,1097632,2021-09-06
2021-09-13,130.82786560058594,140.10000610351562,142.39999389648438,135.47500610351562,138.1999969482422,2854032,2021-09-13
2021-09-20,128.96023559570312,138.10000610351562,139.9499969482422,135.125,138.75,1819800,2021-09-20
2021-09-27,130.37786865234375,137.625,139.64999389648438,135.0,138.625,1805232,2021-09-27
2021-10-04,133.52777099609375,140.9499969482422,149.5,137.3249969482422,137.5,6806128,2021-10-04
2021-10-11,134.56985473632812,142.0500030517578,145.89999389648438,140.5,141.0500030517578,3588874,2021-10-11
2021-10-18,146.36424255371094,154.5,158.5,140.0,143.6999969482422,8950952,2021-10-18
2021-10-25,134.16722106933594,141.625,158.9499969482422,137.5,158.25,6954822,2021-10-25
2021-11-01,134.1435546875,141.60000610351562,143.10000610351562,139.64999389648438,141.9499969482422,823384,2021-11-01
2021-11-08,139.28286743164062,147.02499389648438,149.0,140.6999969482422,142.47500610351562,3309028,2021-11-08
2021-11-15,135.0198211669922,142.52499389648438,148.5,140.14999389648438,148.5,1335406,2021-11-15
2021-11-22,129.9752655029297,137.1999969482422,145.1750030517578,134.5,143.5,1711516,2021-11-22
2021-11-29,129.17002868652344,136.35000610351562,142.97500610351562,131.0,136.5,1662842,2021-11-29
2021-12-06,127.39374542236328,134.47500610351562,137.4499969482422,127.0,137.4499969482422,1327742,2021-12-06
2021-12-13,126.20955657958984,133.22500610351562,138.5,126.69999694824219,135.89999389648438,1771726,2021-12-13
2021-12-20,122.82280731201172,129.64999389648438,134.0,129.125,134.0,1071820,2021-12-20
2021-12-27,125.16749572753906,132.125,133.0,127.25,129.97500610351562,1599500,2021-12-27
2022-01-03,129.33580017089844,136.52499389648438,137.9499969482422,132.0500030517578,133.85000610351562,1342600,2022-01-03
2022-01-10,130.51995849609375,137.77499389648438,140.22500610351562,135.02499389648438,137.5,1601020,2022-01-10
2022-01-17,128.22267150878906,135.35000610351562,140.25,133.39999389648438,137.39999389648438,1839548,2022-01-17
2022-01-24,126.92008972167969,133.97500610351562,136.9250030517578,128.75,135.0,978394,2022-01-24
2022-01-31,124.7175064086914,131.64999389648438,139.1999969482422,131.35000610351562,135.5,1680406,2022-01-31
2022-02-07,122.94123077392578,129.77499389648438,134.3000030517578,127.80000305175781,132.39999389648438,1151820,2022-02-07
2022-02-14,118.7255630493164,125.32499694824219,130.47500610351562,125.0,129.4499969482422,1012276,2022-02-14
2022-02-21,116.54668426513672,123.0250015258789,127.75,121.5,125.32499694824219,1317830,2022-02-21
2022-02-28,117.7308578491211,124.2750015258789,125.9749984741211,119.42500305175781,123.0,2025846,2022-02-28
2022-03-07,118.25189208984375,124.82499694824219,126.75,120.8499984741211,123.0,1004764,2022-03-07
2022-03-14,124.05436706542969,130.9499969482422,132.0,122.25,125.0,2441090,2022-03-14
2022-03-21,125.52275848388672,132.5,134.375,128.0500030517578,132.5,2768744,2022-03-21
2022-03-28,123.88858032226562,130.77499389648438,132.35000610351562,125.5,130.25,1904364,2022-03-28
2022-04-04,123.53331756591797,130.39999389648438,134.97500610351562,127.55000305175781,131.39999389648438,2155484,2022-04-04
2022-04-11,128.72003173828125,135.875,143.5,132.0,132.25,9376732,2022-04-11
2022-04-18,129.52525329589844,136.72500610351562,139.9499969482422,133.52499389648438,136.89999389648438,2444664,2022-04-18
2022-04-25,127.10953521728516,134.1750030517578,137.875,133.1999969482422,135.0,944688,2022-04-25
2022-05-02,122.79913330078125,129.625,134.64999389648438,128.9250030517578,132.60000610351562,720990,2022-05-02
2022-05-09,116.54668426513672,123.0250015258789,132.5,122.19999694824219,127.80000305175781,1281146,2022-05-09
2022-05-16,118.93872833251953,125.55000305175781,127.5,122.5250015258789,125.75,1115780,2022-05-16
2022-05-23,117.84927368164062,124.4000015258789,129.0,123.0,127.55000305175781,1156860,2022-05-23
2022-05-30,115.76512145996094,122.19999694824219,126.0250015258789,120.80000305175781,124.9000015258789,1837998,2022-05-30
2022-06-06,115.10198211669922,121.5,124.9000015258789,119.4749984741211,122.17500305175781,1080834,2022-06-06
2022-06-13,108.32849884033203,114.3499984741211,121.25,113.92500305175781,120.94999694824219,1882118,2022-06-13
2022-06-20,109.32319641113281,115.4000015258789,116.5250015258789,113.0999984741211,114.75,504574,2022-06-20
2022-06-27,111.19420623779297,117.375,119.44999694824219,113.5250015258789,116.2750015258789,875388,2022-06-27
2022-07-04,113.32572937011719,119.625,120.8499984741211,116.8499984741211,117.9749984741211,624844,2022-07-04
2022-07-11,111.33631134033203,117.5250015258789,120.0,114.5,119.625,9847352,2022-07-11
2022-07-18,120.85708618164062,127.57499694824219,128.5,117.82499694824219,118.5,1852910,2022-07-18
