Date,Adj Close_KRISHIVAL.NS,Close_KRISHIVAL.NS,High_KRISHIVAL.NS,Low_KRISHIVAL.NS,Open_KRISHIVAL.NS,Volume_KRISHIVAL.NS,Date
2022-09-19,283.27081298828125,283.6499938964844,283.6499938964844,270.0,276.45001220703125,60000,2022-09-19
2022-09-26,274.6324157714844,275.0,283.8999938964844,265.5,270.0,12000,2022-09-26
2022-10-03,269.63909912109375,270.0,275.0,264.0,264.0,15000,2022-10-03
2022-10-10,269.63909912109375,270.0,275.0,270.0,270.0,19000,2022-10-10
2022-10-17,259.6524353027344,260.0,275.0,260.0,270.0,10000,2022-10-17
2022-10-24,277.32879638671875,277.70001220703125,286.45001220703125,260.0,260.0,9000,2022-10-24
2022-10-31,289.0631103515625,289.45001220703125,291.54998779296875,284.0,291.54998779296875,5000,2022-10-31
2022-11-07,285.7175598144531,286.1000061035156,303.8999938964844,285.95001220703125,291.0,11000,2022-11-07
2022-11-14,285.6177062988281,286.0,291.0,271.79998779296875,286.1000061035156,13000,2022-11-14
2022-11-21,279.6257019042969,280.0,297.0,269.0,297.0,37000,2022-11-21
2022-11-28,246.66983032226562,247.0,280.0,247.0,280.0,9000,2022-11-28
2022-12-05,265.7942199707031,266.1499938964844,266.1499938964844,234.64999389648438,234.64999389648438,31000,2022-12-05
2022-12-12,265.7942199707031,266.1499938964844,266.1499938964844,266.1499938964844,266.1499938964844,0,2022-12-12
2022-12-19,242.67518615722656,243.0,266.1499938964844,240.35000610351562,266.1499938964844,45000,2022-12-19
2022-12-26,230.54141235351562,230.85000610351562,243.0,230.85000610351562,243.0,7000,2022-12-26
2023-01-02,252.66180419921875,253.0,254.0,242.0,242.0,55000,2023-01-02
2023-01-09,235.23513793945312,235.5500030517578,255.0,235.5500030517578,242.0,9000,2023-01-09
2023-01-16,221.1539764404297,221.4499969482422,245.0,221.4499969482422,235.5500030517578,16000,2023-01-16
2023-01-23,210.6680145263672,210.9499969482422,222.0500030517578,210.9499969482422,211.5,5000,2023-01-23
2023-01-30,223.60069274902344,223.89999389648438,223.89999389648438,193.4499969482422,210.0,19000,2023-01-30
2023-02-06,283.620361328125,284.0,285.6499938964844,235.0500030517578,235.0500030517578,23000,2023-02-06
2023-02-13,278.6270446777344,279.0,284.0,270.0,284.0,12000,2023-02-13
2023-02-20,261.6497802734375,262.0,279.0,262.0,279.0,2000,2023-02-20
2023-02-27,259.6524353027344,260.0,262.0,260.0,262.0,1000,2023-02-27
2023-03-06,259.6524353027344,260.0,262.0,260.0,262.0,2000,2023-03-06
2023-03-13,275.2315979003906,275.6000061035156,275.6000061035156,250.0,260.0,10000,2023-03-13
2023-03-20,285.517822265625,285.8999938964844,309.95001220703125,285.8999938964844,286.0,53000,2023-03-20
2023-03-27,270.48797607421875,270.8500061035156,285.8999938964844,261.0,285.8999938964844,4000,2023-03-27
2023-04-03,283.620361328125,284.0,284.0,270.8500061035156,270.8500061035156,500,2023-04-03
2023-04-10,292.60833740234375,293.0,293.0,260.0,270.0,106500,2023-04-10
2023-04-17,291.50982666015625,291.8999938964844,293.0,278.3500061035156,293.0,5500,2023-04-17
2023-04-24,295.7041931152344,296.1000061035156,299.79998779296875,276.0,291.8999938964844,6000,2023-04-24
2023-05-01,266.89276123046875,267.25,296.1000061035156,267.25,296.1000061035156,9500,2023-05-01
2023-05-08,274.5325012207031,274.8999938964844,274.8999938964844,265.0,267.25,2000,2023-05-08
2023-05-15,270.63775634765625,271.0,271.0,261.5,261.5,1500,2023-05-15
2023-05-22,289.41259765625,289.79998779296875,289.79998779296875,265.04998779296875,271.0,13500,2023-05-22
2023-05-29,289.6123352050781,290.0,298.0,280.0,289.0,8000,2023-05-29
2023-06-05,292.4585266113281,292.8500061035156,300.0,273.6000061035156,290.0,4500,2023-06-05
2023-06-12,274.6324157714844,275.0,284.0,266.0,280.0,65500,2023-06-12
2023-06-19,282.6217041015625,283.0,283.0,275.0,275.0,500,2023-06-19
2023-06-26,297.35198974609375,297.75,297.75,256.6000061035156,271.5,40500,2023-06-26
2023-07-03,289.81207275390625,290.20001220703125,304.0,284.0,284.0,115000,2023-07-03
2023-07-10,289.81207275390625,290.20001220703125,290.20001220703125,290.20001220703125,290.20001220703125,0,2023-07-10
2023-07-17,279.77996826171875,280.0,290.20001220703125,275.54998779296875,290.20001220703125,1500,2023-07-17
2023-07-24,265.79095458984375,266.0,280.0,266.0,280.0,500,2023-07-24
2023-07-31,265.79095458984375,266.0,266.0,266.0,266.0,1000,2023-07-31
2023-08-07,269.787841796875,270.0,270.0,266.0,266.0,1000,2023-08-07
2023-08-14,269.5879821777344,269.79998779296875,269.79998779296875,257.0,257.0,2500,2023-08-14
2023-08-21,257.2976379394531,257.5,269.8500061035156,257.0,257.5,3000,2023-08-21
2023-08-28,283.2772216796875,283.5,283.5,270.3500061035156,270.3500061035156,3000,2023-08-28
2023-09-04,269.787841796875,270.0,283.5,269.3500061035156,283.5,4000,2023-09-04
2023-09-11,265.2913513183594,265.5,283.5,265.5,283.5,4000,2023-09-11
2023-09-18,269.787841796875,270.0,270.0,265.5,265.5,2500,2023-09-18
2023-09-25,254.79962158203125,255.0,279.70001220703125,255.0,279.6000061035156,6500,2023-09-25
2023-10-02,254.79962158203125,255.0,255.0,255.0,255.0,0,2023-10-02
2023-10-09,266.8901062011719,267.1000061035156,267.75,242.0,255.0,5500,2023-10-09
2023-10-16,258.7964782714844,259.0,259.0,259.0,259.0,500,2023-10-16
2023-10-23,273.6347961425781,273.8500061035156,285.5,268.0,271.95001220703125,21000,2023-10-23
2023-10-30,298.7650451660156,299.0,299.0,278.0,286.95001220703125,12500,2023-10-30
2023-11-06,270.5372314453125,270.75,299.0,270.75,299.0,6000,2023-11-06
2023-11-13,299.7642517089844,300.0,309.75,273.45001220703125,295.0,12000,2023-11-13
2023-11-20,270.5372314453125,270.75,300.0,270.75,292.95001220703125,13500,2023-11-20
2023-11-27,283.2772216796875,283.5,283.5,270.0,270.75,16500,2023-11-27
2023-12-04,287.9235534667969,288.1499938964844,297.6499938964844,282.5,283.5,20000,2023-12-04
2023-12-11,270.5372314453125,270.75,302.0,270.75,275.0,53000,2023-12-11
2023-12-18,284.7760314941406,285.0,299.0,270.75,270.75,30500,2023-12-18
2023-12-25,271.7862548828125,272.0,285.0,272.0,285.0,2000,2023-12-25
2024-01-01,284.27642822265625,284.5,284.8999938964844,258.3999938964844,272.0,14000,2024-01-01
2024-01-08,249.90347290039062,250.10000610351562,270.04998779296875,250.10000610351562,270.04998779296875,3500,2024-01-08
2024-01-15,249.4538116455078,249.64999389648438,250.10000610351562,249.5,250.10000610351562,1500,2024-01-15
2024-01-22,248.70440673828125,248.89999389648438,249.64999389648438,237.0500030517578,249.64999389648438,1000,2024-01-22
2024-01-29,275.733154296875,275.95001220703125,279.95001220703125,258.3999938964844,263.0,10000,2024-01-29
2024-02-05,272.78546142578125,273.0,275.95001220703125,273.0,275.95001220703125,1000,2024-02-05
2024-02-12,252.35154724121094,252.5500030517578,259.3500061035156,252.5500030517578,259.3500061035156,2000,2024-02-12
2024-02-19,264.9416198730469,265.1499938964844,265.1499938964844,252.5500030517578,252.5500030517578,1000,2024-02-19
2024-02-26,241.80982971191406,242.0,265.1499938964844,239.3000030517578,265.1499938964844,1500,2024-02-26
2024-03-04,253.90032958984375,254.10000610351562,254.10000610351562,242.0,242.0,1500,2024-03-04
2024-03-11,240.36097717285156,240.5500030517578,251.0,238.4499969482422,249.85000610351562,9000,2024-03-11
2024-03-18,250.80276489257812,251.0,251.0,251.0,251.0,500,2024-03-18
2024-03-25,250.80276489257812,251.0,251.0,251.0,251.0,0,2024-03-25
2024-04-01,250.80276489257812,251.0,251.0,240.0,251.0,5500,2024-04-01
2024-04-08,250.80276489257812,251.0,251.0,245.0,251.0,7000,2024-04-08
2024-04-15,244.80746459960938,245.0,251.0,240.0,251.0,1000,2024-04-15
2024-04-22,239.8114013671875,240.0,248.0,240.0,245.0,11500,2024-04-22
2024-04-29,246.55609130859375,246.75,246.75,230.0,230.0,63000,2024-04-29
2024-05-06,246.805908203125,247.0,260.0,240.0,246.75,6000,2024-05-06
2024-05-13,241.3102264404297,241.5,247.0,229.5,247.0,4000,2024-05-13
2024-05-20,241.3102264404297,241.5,241.5,241.5,241.5,0,2024-05-20
2024-05-27,249.8035430908203,250.0,253.0,240.0,249.5,8500,2024-05-27
2024-06-03,234.81533813476562,235.0,261.0,225.0,261.0,105000,2024-06-03
2024-06-10,229.8192596435547,230.0,230.0,225.0,225.0,3000,2024-06-10
2024-06-17,229.8192596435547,230.0,230.0,229.0,230.0,1500,2024-06-17
2024-06-24,214.8310546875,215.0,230.0,215.0,230.0,36500,2024-06-24
2024-07-01,235.2649688720703,235.4499969482422,237.3000030517578,216.0,216.0,18000,2024-07-01
2024-07-08,227.82083129882812,228.0,228.0,228.0,228.0,2000,2024-07-08
2024-07-15,221.1260986328125,221.3000030517578,231.0,221.3000030517578,231.0,1000,2024-07-15
2024-07-22,214.8310546875,215.0,225.75,213.0,218.0,10500,2024-07-22
2024-07-29,227.67095947265625,227.85000610351562,227.85000610351562,217.0,225.75,3000,2024-07-29
2024-08-05,214.8310546875,215.0,238.9499969482422,215.0,227.0,2500,2024-08-05
2024-08-12,214.93096923828125,215.10000610351562,225.75,215.10000610351562,224.9499969482422,3000,2024-08-12
2024-08-19,224.82318115234375,225.0,226.0,225.0,225.10000610351562,4500,2024-08-19
2024-08-26,224.82318115234375,225.0,225.0,225.0,225.0,1000,2024-08-26
2024-09-02,249.30393981933594,249.5,259.3999938964844,234.10000610351562,234.4499969482422,17500,2024-09-02
2024-09-09,299.5,299.5,317.45001220703125,255.0,255.0,71500,2024-09-09
2024-09-16,323.0,323.0,332.95001220703125,299.95001220703125,310.0,39000,2024-09-16
2024-09-23,290.0,290.0,323.0,279.25,323.0,11500,2024-09-23
2024-09-30,307.5,307.5,313.95001220703125,298.25,303.5,49500,2024-09-30
2024-10-07,290.0,290.0,314.95001220703125,290.0,292.54998779296875,16000,2024-10-07
2024-10-14,288.5,288.5,304.0,284.1000061035156,304.0,5500,2024-10-14
2024-10-21,285.04998779296875,285.04998779296875,295.04998779296875,281.0,281.0,7500,2024-10-21
2024-10-28,296.95001220703125,296.95001220703125,296.95001220703125,260.04998779296875,272.5,10000,2024-10-28
2024-11-04,280.0,280.0,296.95001220703125,280.0,296.95001220703125,10000,2024-11-04
2024-11-11,283.25,283.25,305.0,283.25,305.0,5000,2024-11-11
2024-11-18,286.0,286.0,298.0,270.0,270.1499938964844,16000,2024-11-18
2024-11-25,282.0,282.0,285.0,277.0,277.0,16000,2024-11-25
2024-12-02,282.0,282.0,282.0,282.0,282.0,500,2024-12-02
2024-12-09,266.0,266.0,275.0,262.0,275.0,12000,2024-12-09
2024-12-16,265.0,265.0,266.0,265.0,266.0,8000,2024-12-16
2024-12-23,253.3000030517578,253.3000030517578,265.0,252.4499969482422,265.0,9000,2024-12-23
2024-12-30,249.9499969482422,249.9499969482422,253.3000030517578,243.4499969482422,253.3000030517578,3000,2024-12-30
2025-01-06,250.0,250.0,250.0,239.14999389648438,240.0,3500,2025-01-06
2025-01-13,250.0,250.0,250.39999389648438,238.5,250.0,3500,2025-01-13
2025-01-20,241.64999389648438,241.64999389648438,250.0,230.0,250.0,3000,2025-01-20
2025-01-27,250.0,250.0,253.6999969482422,237.0,250.0,3500,2025-01-27
2025-02-03,250.0,250.0,250.0,250.0,250.0,500,2025-02-03
2025-02-10,251.0500030517578,251.0500030517578,251.0500030517578,238.0,238.0,3500,2025-02-10
2025-02-17,240.0,240.0,263.6000061035156,237.0500030517578,263.6000061035156,17500,2025-02-17
2025-02-24,240.0,240.0,240.0,240.0,240.0,0,2025-02-24
2025-03-03,244.5,244.5,244.5,220.0,238.0,12500,2025-03-03
2025-03-10,237.5,237.5,237.5,232.3000030517578,232.5,2000,2025-03-10
2025-03-17,224.0,224.0,230.0,224.0,230.0,62000,2025-03-17
2025-03-24,230.0500030517578,230.0500030517578,240.0,216.0,218.0,91500,2025-03-24
2025-03-31,225.0,225.0,230.0500030517578,225.0,230.0500030517578,1000,2025-03-31
2025-04-07,233.0,233.0,233.0,214.0,225.0,10000,2025-04-07
2025-04-14,233.0,233.0,233.0,233.0,233.0,3000,2025-04-14
2025-04-21,232.5,232.5,233.0,211.0,231.10000610351562,15000,2025-04-21
2025-04-28,239.0,239.0,243.89999389648438,230.0,243.89999389648438,10500,2025-04-28
2025-05-05,245.0,245.0,254.0,239.0,239.0,14000,2025-05-05
2025-05-12,247.0,247.0,262.5,246.0,250.0,18500,2025-05-12
2025-05-19,251.5,251.5,253.0,236.10000610351562,247.0,12000,2025-05-19
2025-05-26,274.3999938964844,274.3999938964844,298.0,250.0,250.0,49000,2025-05-26
2025-06-02,348.6000061035156,348.6000061035156,349.1499938964844,287.0,287.54998779296875,106000,2025-06-02
2025-06-09,350.0,350.0,363.0,336.0,349.8999938964844,92500,2025-06-09
2025-06-16,414.79998779296875,414.79998779296875,414.79998779296875,342.0,350.3999938964844,358588,2025-06-16
2025-06-23,393.5,393.5,434.95001220703125,385.20001220703125,420.0,142705,2025-06-23
2025-06-30,372.70001220703125,372.70001220703125,407.0,365.0,407.0,59344,2025-06-30
2025-07-07,392.3500061035156,392.3500061035156,400.0,372.0,372.70001220703125,57102,2025-07-07
2025-07-14,399.0,399.0,405.0,389.54998779296875,397.70001220703125,22713,2025-07-14
