Date,Adj Close_WELENT.NS,Close_WELENT.NS,High_WELENT.NS,Low_WELENT.NS,Open_WELENT.NS,Volume_WELENT.NS,Date
2020-12-28,84.5497055053711,88.75,90.3499984741211,84.05000305175781,85.5,561276,2020-12-28
2021-01-04,82.31092834472656,86.4000015258789,89.9000015258789,84.05000305175781,89.69999694824219,642669,2021-01-04
2021-01-11,77.88099670410156,81.75,87.44999694824219,81.30000305175781,86.0,614214,2021-01-11
2021-01-18,75.83275604248047,79.5999984741211,83.0,77.0999984741211,81.19999694824219,401563,2021-01-18
2021-01-25,73.07000732421875,76.69999694824219,81.69999694824219,74.75,81.69999694824219,428942,2021-01-25
2021-02-01,88.4556655883789,92.8499984741211,93.80000305175781,76.0,76.0,1793397,2021-02-01
2021-02-08,88.21749877929688,92.5999984741211,95.94999694824219,88.0,93.80000305175781,1000882,2021-02-08
2021-02-15,82.07276153564453,86.1500015258789,93.25,85.44999694824219,92.0999984741211,572780,2021-02-15
2021-02-22,81.31062316894531,85.3499984741211,92.0,83.8499984741211,88.0,898509,2021-02-22
2021-03-01,113.93966674804688,119.5999984741211,125.0,85.0999984741211,87.5,7405055,2021-03-01
2021-03-08,116.13080596923828,121.9000015258789,135.0,117.55000305175781,130.0,5082824,2021-03-08
2021-03-15,109.93843841552734,115.4000015258789,126.0,103.5,122.4000015258789,1734955,2021-03-15
2021-03-22,111.79615020751953,117.3499984741211,122.44999694824219,114.0,116.0,1540659,2021-03-22
2021-03-29,108.50943756103516,113.9000015258789,124.5,107.05000305175781,117.3499984741211,6158647,2021-03-29
2021-04-05,106.17537689208984,111.44999694824219,115.5,109.0,115.0,897477,2021-04-05
2021-04-12,97.50605773925781,102.3499984741211,111.30000305175781,99.05000305175781,110.05000305175781,736533,2021-04-12
2021-04-19,93.07612609863281,97.69999694824219,102.4000015258789,95.19999694824219,98.0,629193,2021-04-19
2021-04-26,97.36315155029297,102.19999694824219,108.55000305175781,98.25,99.5,676309,2021-04-26
2021-05-03,97.93476867675781,102.80000305175781,104.5,99.80000305175781,100.05000305175781,638742,2021-05-03
2021-05-10,102.03125762939453,107.0999984741211,111.55000305175781,102.8499984741211,104.9000015258789,1140419,2021-05-10
2021-05-17,108.27127075195312,113.6500015258789,117.9000015258789,110.4000015258789,114.94999694824219,1540052,2021-05-17
2021-05-24,102.5075912475586,107.5999984741211,115.80000305175781,106.55000305175781,114.5999984741211,955583,2021-05-24
2021-05-31,115.17813873291016,120.9000015258789,122.94999694824219,106.0,106.0,3930503,2021-05-31
2021-06-07,115.08287811279297,120.80000305175781,131.0,116.5,121.1500015258789,6254482,2021-06-07
2021-06-14,103.26973724365234,108.4000015258789,122.4000015258789,105.5,120.80000305175781,2457170,2021-06-14
2021-06-21,107.12805938720703,112.44999694824219,119.0999984741211,106.0999984741211,107.8499984741211,2457454,2021-06-21
2021-06-28,108.31889343261719,113.69999694824219,115.0,109.9000015258789,113.4000015258789,922600,2021-06-28
2021-07-05,102.36468505859375,107.44999694824219,115.6500015258789,106.5999984741211,114.6500015258789,1354816,2021-07-05
2021-07-12,107.1756820678711,112.5,115.9000015258789,107.6500015258789,108.0,3080969,2021-07-12
2021-07-19,103.79369354248047,108.94999694824219,113.80000305175781,108.30000305175781,111.80000305175781,1018878,2021-07-19
2021-07-26,100.60224914550781,105.5999984741211,110.5,104.05000305175781,108.94999694824219,1113007,2021-07-26
2021-08-02,98.79216766357422,103.69999694824219,107.0,100.9000015258789,106.19999694824219,1383589,2021-08-02
2021-08-09,92.9808578491211,97.5999984741211,104.69999694824219,92.0,103.69999694824219,899452,2021-08-09
2021-08-16,85.45474243164062,89.69999694824219,99.5,85.5999984741211,98.0,514826,2021-08-16
2021-08-23,97.44903564453125,100.6500015258789,103.0,85.05000305175781,90.55000305175781,854702,2021-08-23
2021-08-30,92.07554626464844,95.0999984741211,103.30000305175781,93.94999694824219,102.0,947502,2021-08-30
2021-09-06,93.28578186035156,96.3499984741211,101.0,95.55000305175781,96.0,848177,2021-09-06
2021-09-13,98.56246185302734,101.80000305175781,102.5,95.5,97.44999694824219,1341734,2021-09-13
2021-09-20,100.3536376953125,103.6500015258789,108.80000305175781,97.80000305175781,101.44999694824219,3105409,2021-09-20
2021-09-27,104.95256805419922,108.4000015258789,110.0,100.55000305175781,104.05000305175781,1468509,2021-09-27
2021-10-04,101.90274047851562,105.25,109.25,103.5999984741211,108.5,723992,2021-10-04
2021-10-11,98.22359466552734,101.44999694824219,107.0,100.9000015258789,105.0,842735,2021-10-11
2021-10-18,95.22218322753906,98.3499984741211,102.94999694824219,95.55000305175781,102.94999694824219,1039539,2021-10-18
2021-10-25,94.93172454833984,98.05000305175781,102.69999694824219,92.0,98.3499984741211,1001677,2021-10-25
2021-11-01,95.1253662109375,98.25,99.5,96.0,99.4000015258789,559701,2021-11-01
2021-11-08,93.23738098144531,96.30000305175781,100.0,95.5,97.55000305175781,537309,2021-11-08
2021-11-15,95.56104278564453,98.69999694824219,104.69999694824219,93.30000305175781,96.3499984741211,1150938,2021-11-15
2021-11-22,93.28578186035156,96.3499984741211,102.69999694824219,93.9000015258789,99.0,735569,2021-11-22
2021-11-29,92.89850616455078,95.94999694824219,97.5999984741211,91.94999694824219,95.0,622955,2021-11-29
2021-12-06,96.86811828613281,100.05000305175781,104.9000015258789,94.80000305175781,97.5,2055812,2021-12-06
2021-12-13,91.25257110595703,94.25,103.3499984741211,93.55000305175781,101.44999694824219,876821,2021-12-13
2021-12-20,88.92890167236328,91.8499984741211,95.69999694824219,90.94999694824219,95.69999694824219,557886,2021-12-20
2021-12-27,92.60804748535156,95.6500015258789,96.80000305175781,91.55000305175781,92.0,503454,2021-12-27
2022-01-03,94.15716552734375,97.25,104.5,94.0999984741211,96.6500015258789,1964604,2022-01-03
2022-01-10,98.6592788696289,101.9000015258789,105.5,95.0,97.8499984741211,2536733,2022-01-10
2022-01-17,93.81829071044922,96.9000015258789,103.69999694824219,94.3499984741211,103.69999694824219,1775221,2022-01-17
2022-01-24,91.97871398925781,95.0,97.80000305175781,90.3499984741211,96.9000015258789,856213,2022-01-24
2022-01-31,89.17095184326172,92.0999984741211,102.0,85.0,96.4000015258789,2204146,2022-01-31
2022-02-07,88.0575180053711,90.94999694824219,94.0,89.5,93.0,602848,2022-02-07
2022-02-14,88.0575180053711,90.94999694824219,94.0,81.80000305175781,89.94999694824219,1128101,2022-02-14
2022-02-21,77.26213073730469,79.80000305175781,94.80000305175781,75.5999984741211,89.5,927852,2022-02-21
2022-02-28,78.47237396240234,81.05000305175781,85.0,75.80000305175781,79.5999984741211,578837,2022-02-28
2022-03-07,81.81265258789062,84.5,85.8499984741211,76.4000015258789,77.05000305175781,1606971,2022-03-07
2022-03-14,79.53739166259766,82.1500015258789,85.5,80.19999694824219,83.80000305175781,644128,2022-03-14
2022-03-21,74.84163665771484,77.30000305175781,83.80000305175781,76.9000015258789,82.30000305175781,1505883,2022-03-21
2022-03-28,74.50275421142578,76.94999694824219,79.25,72.5,77.4000015258789,4511781,2022-03-28
2022-04-04,83.21653747558594,85.94999694824219,87.69999694824219,77.0,77.5,2143651,2022-04-04
2022-04-11,86.65363311767578,89.5,91.1500015258789,86.0,86.6500015258789,967896,2022-04-11
2022-04-18,84.86248016357422,87.6500015258789,93.9000015258789,85.0999984741211,89.0,1132951,2022-04-18
2022-04-25,86.12112426757812,88.94999694824219,92.69999694824219,85.19999694824219,86.3499984741211,1112223,2022-04-25
2022-05-02,79.77943420410156,82.4000015258789,88.94999694824219,80.19999694824219,88.75,402303,2022-05-02
2022-05-09,73.5345687866211,75.94999694824219,84.6500015258789,69.0,80.30000305175781,1137340,2022-05-09
2022-05-16,81.95787811279297,84.6500015258789,90.5,72.5,77.0999984741211,2314471,2022-05-16
2022-05-23,88.78366088867188,91.69999694824219,97.69999694824219,84.80000305175781,85.0999984741211,5431352,2022-05-23
2022-05-30,95.17377471923828,98.30000305175781,103.5,93.69999694824219,93.94999694824219,2234356,2022-05-30
2022-06-06,104.12959289550781,107.55000305175781,109.5,91.5,98.30000305175781,13720444,2022-06-06
2022-06-13,88.63844299316406,91.55000305175781,106.9000015258789,89.55000305175781,103.9000015258789,4413209,2022-06-13
2022-06-20,88.97730255126953,91.9000015258789,92.75,82.0999984741211,92.0,2136350,2022-06-20
2022-06-27,94.35079956054688,97.44999694824219,101.3499984741211,91.55000305175781,92.9000015258789,2355511,2022-06-27
2022-07-04,92.51912689208984,94.0999984741211,99.0,93.05000305175781,98.19999694824219,1467923,2022-07-04
2022-07-11,94.92797088623047,96.55000305175781,99.9000015258789,93.80000305175781,93.8499984741211,1330814,2022-07-11
2022-07-18,98.71329498291016,100.4000015258789,102.0,95.75,96.55000305175781,2766689,2022-07-18
2022-07-25,99.35237121582031,101.05000305175781,102.9000015258789,97.30000305175781,100.6500015258789,1471124,2022-07-25
2022-08-01,109.28268432617188,111.1500015258789,113.25,101.0,102.0,4624838,2022-08-01
2022-08-08,106.28392791748047,108.0999984741211,114.30000305175781,107.25,111.05000305175781,2930817,2022-08-08
2022-08-15,110.02009582519531,111.9000015258789,114.0,107.5999984741211,108.0999984741211,1840044,2022-08-15
2022-08-22,111.64237976074219,113.55000305175781,118.05000305175781,110.19999694824219,111.9000015258789,2316430,2022-08-22
2022-08-29,117.24661254882812,119.25,121.3499984741211,110.0,110.05000305175781,2009495,2022-08-29
2022-09-05,125.99708557128906,128.14999389648438,132.39999389648438,118.55000305175781,120.0,5099024,2022-09-05
2022-09-12,122.85084533691406,124.94999694824219,139.5,122.6500015258789,128.5,3262022,2022-09-12
2022-09-19,131.35552978515625,133.60000610351562,144.75,123.19999694824219,126.4000015258789,5392090,2022-09-19
2022-09-26,125.5054931640625,127.6500015258789,134.6999969482422,121.5999984741211,131.8000030517578,2869285,2022-09-26
2022-10-03,126.83280181884766,129.0,131.39999389648438,122.0,128.5,1149421,2022-10-03
2022-10-10,121.27772521972656,123.3499984741211,131.75,123.19999694824219,126.1500015258789,787258,2022-10-10
2022-10-17,125.84961700439453,128.0,129.0,119.75,123.05000305175781,930263,2022-10-17
2022-10-24,125.0138931274414,127.1500015258789,131.39999389648438,126.6500015258789,129.89999389648438,477572,2022-10-24
2022-10-31,129.9298858642578,132.14999389648438,134.3000030517578,128.0,129.39999389648438,803287,2022-10-31
2022-11-07,134.6984100341797,137.0,137.8000030517578,130.0,132.14999389648438,1169902,2022-11-07
2022-11-14,133.76437377929688,136.0500030517578,140.5,133.0,140.0,1330829,2022-11-14
2022-11-21,144.0879669189453,146.5500030517578,150.0,134.3000030517578,134.3000030517578,2972895,2022-11-21
2022-11-28,159.67169189453125,162.39999389648438,164.4499969482422,146.4499969482422,146.5,4111345,2022-11-28
2022-12-05,158.9342803955078,161.64999389648438,172.1999969482422,158.0,163.1999969482422,2710721,2022-12-05
2022-12-12,149.9871826171875,152.5500030517578,165.89999389648438,150.35000610351562,162.4499969482422,1523552,2022-12-12
2022-12-19,144.0879669189453,146.5500030517578,166.0,145.0,152.9499969482422,2649871,2022-12-19
2022-12-26,163.5061798095703,166.3000030517578,171.0,143.6999969482422,144.1999969482422,6616718,2022-12-26
2023-01-02,162.22802734375,165.0,174.8000030517578,164.64999389648438,169.0,4108219,2023-01-02
2023-01-09,146.8409423828125,149.35000610351562,167.9499969482422,145.3000030517578,167.4499969482422,4256162,2023-01-09
2023-01-16,144.48126220703125,146.9499969482422,151.39999389648438,145.0500030517578,150.1999969482422,889044,2023-01-16
2023-01-23,138.0904541015625,140.4499969482422,152.8000030517578,136.0,147.9499969482422,1626896,2023-01-23
2023-01-30,141.8757781982422,144.3000030517578,152.6999969482422,139.64999389648438,142.9499969482422,2222609,2023-01-30
2023-02-06,148.9056396484375,151.4499969482422,152.0,144.0500030517578,145.0,2470847,2023-02-06
2023-02-13,134.74757385253906,137.0500030517578,139.9499969482422,132.14999389648438,138.8000030517578,1609773,2023-02-13
2023-02-20,122.70337677001953,124.80000305175781,138.5,122.44999694824219,137.0500030517578,1038907,2023-02-20
2023-02-27,123.0474853515625,125.1500015258789,128.4499969482422,117.30000305175781,124.55000305175781,1939265,2023-02-27
2023-03-06,131.65048217773438,133.89999389648438,137.5500030517578,124.80000305175781,125.19999694824219,1527938,2023-03-06
2023-03-13,125.75129699707031,127.9000015258789,136.0,122.6500015258789,135.0,840407,2023-03-13
2023-03-20,122.85084533691406,124.94999694824219,129.8000030517578,122.0999984741211,127.9000015258789,800894,2023-03-20
2023-03-27,123.44078063964844,125.55000305175781,128.3000030517578,121.25,124.75,510812,2023-03-27
2023-04-03,131.94544982910156,134.1999969482422,135.5,126.1500015258789,127.0,506477,2023-04-03
2023-04-10,126.48868560791016,128.64999389648438,134.4499969482422,121.5,133.5,2008929,2023-04-10
2023-04-17,142.07241821289062,144.5,145.8000030517578,128.9499969482422,128.9499969482422,2475699,2023-04-17
2023-04-24,139.81106567382812,142.1999969482422,148.39999389648438,139.10000610351562,145.5,956129,2023-04-24
2023-05-01,144.92367553710938,147.39999389648438,150.89999389648438,142.1999969482422,142.1999969482422,784892,2023-05-01
2023-05-08,141.28585815429688,143.6999969482422,148.89999389648438,140.1999969482422,147.89999389648438,700902,2023-05-08
2023-05-15,148.06993103027344,150.60000610351562,157.0,142.0,143.0500030517578,1691844,2023-05-15
2023-05-22,147.7749786376953,150.3000030517578,157.0,145.5500030517578,156.89999389648438,1635898,2023-05-22
2023-05-29,157.26284790039062,159.9499969482422,161.8000030517578,150.0,150.0,4561884,2023-05-29
2023-06-05,163.35870361328125,166.14999389648438,170.39999389648438,159.75,161.0,2854396,2023-06-05
2023-06-12,180.6630096435547,183.75,188.89999389648438,166.5500030517578,166.9499969482422,5036698,2023-06-12
2023-06-19,199.29466247558594,202.6999969482422,217.8000030517578,187.64999389648438,190.0,7180715,2023-06-19
2023-06-26,198.40977478027344,201.8000030517578,208.5,196.0,202.5500030517578,1747963,2023-06-26
2023-07-03,223.19215393066406,225.85000610351562,226.5,195.14999389648438,200.0,4606014,2023-07-03
2023-07-10,229.9615478515625,232.6999969482422,243.25,225.10000610351562,227.9499969482422,4398135,2023-07-10
2023-07-17,226.8980255126953,229.60000610351562,242.89999389648438,224.6999969482422,233.9499969482422,2794115,2023-07-17
2023-07-24,231.59214782714844,234.35000610351562,241.9499969482422,228.4499969482422,230.5,2443963,2023-07-24
2023-07-31,284.3143005371094,287.70001220703125,298.54998779296875,231.35000610351562,235.75,14568592,2023-07-31
2023-08-07,279.9166564941406,283.25,291.75,263.0,288.8999938964844,4494280,2023-08-07
2023-08-14,298.84130859375,302.3999938964844,305.75,273.54998779296875,282.0,3495116,2023-08-14
2023-08-21,278.6319885253906,281.95001220703125,318.70001220703125,277.6499938964844,306.0,3213227,2023-08-21
2023-08-28,283.2766418457031,286.6499938964844,289.8999938964844,267.79998779296875,279.79998779296875,1723995,2023-08-28
2023-09-04,280.36138916015625,283.70001220703125,294.79998779296875,267.54998779296875,290.0,1214198,2023-09-04
2023-09-11,293.9495544433594,297.45001220703125,302.75,260.0,285.70001220703125,1911488,2023-09-11
2023-09-18,273.19671630859375,276.45001220703125,303.20001220703125,273.1000061035156,297.0,937219,2023-09-18
2023-09-25,280.5589904785156,283.8999938964844,290.3999938964844,273.5,276.45001220703125,598283,2023-09-25
2023-10-02,280.9049072265625,284.25,289.45001220703125,275.25,283.8999938964844,471644,2023-10-02
2023-10-09,287.47662353515625,290.8999938964844,298.8999938964844,271.3500061035156,279.1499938964844,1013073,2023-10-09
2023-10-16,271.8625793457031,275.1000061035156,294.3999938964844,273.6000061035156,290.0,871998,2023-10-16
2023-10-23,262.0791015625,265.20001220703125,277.70001220703125,241.25,276.3999938964844,1217777,2023-10-23
2023-10-30,262.474365234375,265.6000061035156,273.95001220703125,258.25,266.0,832270,2023-10-30
2023-11-06,305.0671691894531,308.70001220703125,310.0,265.95001220703125,268.0,2649491,2023-11-06
2023-11-13,316.8271179199219,320.6000061035156,329.70001220703125,310.0,317.95001220703125,2136460,2023-11-13
2023-11-20,317.6177062988281,321.3999938964844,344.8999938964844,315.54998779296875,320.0,1690545,2023-11-20
2023-11-27,329.0812072753906,333.0,343.5,321.3999938964844,321.3999938964844,1542022,2023-11-27
2023-12-04,338.1729431152344,342.20001220703125,347.95001220703125,326.54998779296875,336.1499938964844,1812672,2023-12-04
2023-12-11,329.27886962890625,333.20001220703125,350.0,332.1000061035156,347.8999938964844,1135539,2023-12-11
2023-12-18,325.96826171875,329.8500061035156,339.75,298.8500061035156,333.0,1590756,2023-12-18
2023-12-25,322.4106140136719,326.25,331.79998779296875,325.0,329.8500061035156,641494,2023-12-25
2024-01-01,329.67413330078125,333.6000061035156,343.0,325.1000061035156,326.25,1352289,2024-01-01
2024-01-08,328.0435791015625,331.95001220703125,349.0,320.70001220703125,336.95001220703125,1949043,2024-01-08
2024-01-15,328.1918029785156,332.1000061035156,335.75,320.1000061035156,331.95001220703125,712435,2024-01-15
2024-01-22,328.2906494140625,332.20001220703125,344.45001220703125,316.8999938964844,332.1000061035156,1251821,2024-01-22
2024-01-29,361.4952087402344,365.79998779296875,377.95001220703125,333.8500061035156,333.95001220703125,5402039,2024-01-29
2024-02-05,355.8623046875,360.1000061035156,382.0,344.29998779296875,368.8999938964844,2518972,2024-02-05
2024-02-12,343.60821533203125,347.70001220703125,365.0,331.3500061035156,362.70001220703125,1229857,2024-02-12
2024-02-19,321.0271301269531,324.8500061035156,352.8999938964844,313.54998779296875,347.0,2378346,2024-02-19
2024-02-26,325.4741516113281,329.3500061035156,343.0,304.20001220703125,325.45001220703125,2084002,2024-02-26
2024-03-04,323.6953125,327.54998779296875,347.70001220703125,320.1000061035156,339.0,1754502,2024-03-04
2024-03-11,302.8436584472656,306.45001220703125,327.79998779296875,281.54998779296875,327.79998779296875,1178260,2024-03-11
2024-03-18,303.48602294921875,307.1000061035156,315.95001220703125,296.8500061035156,307.6000061035156,892451,2024-03-18
2024-03-25,300.52130126953125,304.1000061035156,316.0,298.8500061035156,307.1000061035156,737386,2024-03-25
2024-04-01,324.28826904296875,328.1499938964844,330.70001220703125,305.6499938964844,305.6499938964844,1252422,2024-04-01
2024-04-08,320.7800598144531,324.6000061035156,332.25,313.29998779296875,330.04998779296875,775240,2024-04-08
2024-04-15,338.8152770996094,342.8500061035156,352.5,310.3500061035156,315.1000061035156,2034832,2024-04-15
2024-04-22,339.8529052734375,343.8999938964844,357.0,339.5,343.1000061035156,1094985,2024-04-22
2024-04-29,367.4245910644531,371.79998779296875,373.70001220703125,347.0,347.3500061035156,2874354,2024-04-29
2024-05-06,371.3280944824219,375.75,386.70001220703125,350.54998779296875,373.45001220703125,1731119,2024-05-06
2024-05-13,392.97039794921875,397.6499938964844,407.45001220703125,362.3500061035156,375.8999938964844,3408802,2024-05-13
2024-05-20,420.5914611816406,425.6000061035156,440.0,357.0,402.6499938964844,6044478,2024-05-20
2024-05-27,447.6195983886719,452.95001220703125,463.5,421.0,430.0,4343961,2024-05-27
2024-06-03,453.30194091796875,458.70001220703125,497.0,372.79998779296875,495.95001220703125,2590086,2024-06-03
2024-06-10,454.3395690917969,459.75,479.0,452.3999938964844,461.29998779296875,1366449,2024-06-10
2024-06-17,447.0760803222656,452.3999938964844,466.3999938964844,448.1000061035156,459.75,962578,2024-06-17
2024-06-24,443.8643493652344,449.1499938964844,478.29998779296875,431.8500061035156,452.3999938964844,2127079,2024-06-24
2024-07-01,480.42889404296875,486.1499938964844,491.0,446.0,446.1499938964844,1586354,2024-07-01
2024-07-08,495.4027099609375,498.20001220703125,540.7999877929688,473.04998779296875,483.1499938964844,3165903,2024-07-08
2024-07-15,461.9913635253906,464.6000061035156,508.3999938964844,462.20001220703125,498.79998779296875,740221,2024-07-15
2024-07-22,527.4716186523438,530.4500122070312,538.0,454.0,462.0,1554201,2024-07-22
2024-07-29,556.0601806640625,559.2000122070312,577.0,525.0499877929688,531.5499877929688,2058291,2024-07-29
2024-08-05,552.032958984375,555.1500244140625,579.9500122070312,525.0499877929688,549.0,2413611,2024-08-05
2024-08-12,557.402587890625,560.5499877929688,589.0499877929688,540.1500244140625,548.9000244140625,2511505,2024-08-12
2024-08-19,597.8740844726562,601.25,610.0,550.0,565.75,2161763,2024-08-19
2024-08-26,584.4002075195312,587.7000122070312,619.0,577.0,610.7999877929688,3554953,2024-08-26
2024-09-02,542.2382202148438,545.2999877929688,595.2000122070312,542.0999755859375,590.6500244140625,1594765,2024-09-02
2024-09-09,582.6102905273438,585.9000244140625,595.8499755859375,531.7999877929688,542.9000244140625,1653011,2024-09-09
2024-09-16,568.8877563476562,572.0999755859375,598.5999755859375,565.0,590.4500122070312,803857,2024-09-16
2024-09-23,554.1211547851562,557.25,592.5499877929688,552.0999755859375,574.0499877929688,1022310,2024-09-23
2024-09-30,539.10595703125,542.1500244140625,590.0,540.2000122070312,587.0,1888052,2024-09-30
2024-10-07,554.2205810546875,557.3499755859375,569.0,509.29998779296875,540.1500244140625,1366009,2024-10-07
2024-10-14,553.5245361328125,556.6500244140625,566.6500244140625,535.0499877929688,561.0,813355,2024-10-14
2024-10-21,495.3032531738281,498.1000061035156,569.2000122070312,496.8500061035156,560.0,1680128,2024-10-21
2024-10-28,495.750732421875,498.54998779296875,518.0,469.04998779296875,499.95001220703125,2060606,2024-10-28
2024-11-04,482.1773681640625,484.8999938964844,507.70001220703125,472.8500061035156,498.0,825072,2024-11-04
2024-11-11,455.5278625488281,458.1000061035156,490.29998779296875,453.04998779296875,480.0,899276,2024-11-11
2024-11-18,455.7764587402344,458.3500061035156,466.75,442.1000061035156,453.0,614149,2024-11-18
2024-11-25,529.5101318359375,532.5,534.5999755859375,467.0,475.0,1845283,2024-11-25
2024-12-02,565.80517578125,569.0,572.2000122070312,526.0499877929688,533.9000244140625,1683801,2024-12-02
2024-12-09,578.6327514648438,581.9000244140625,585.0,562.4000244140625,575.0,1255917,2024-12-09
2024-12-16,572.7161865234375,575.9500122070312,594.7000122070312,567.7999877929688,581.4500122070312,1192887,2024-12-16
2024-12-23,596.929443359375,600.2999877929688,626.6500244140625,561.5,570.0,2494397,2024-12-23
2024-12-30,635.6607055664062,639.25,653.4500122070312,593.4000244140625,602.6500244140625,2264394,2024-12-30
2025-01-06,600.8572387695312,604.25,655.0,599.9500122070312,645.0,1437163,2025-01-06
2025-01-13,609.2598266601562,612.7000122070312,629.7000122070312,582.0499877929688,590.0,997708,2025-01-13
2025-01-20,587.7313232421875,591.0499877929688,618.2000122070312,541.5,613.0,1183994,2025-01-20
2025-01-27,599.763427734375,603.1500244140625,630.2000122070312,570.0499877929688,590.0,2526485,2025-01-27
2025-02-03,577.3400268554688,580.5999755859375,613.4000244140625,528.2000122070312,596.1500244140625,5219036,2025-02-03
2025-02-10,491.87261962890625,494.6499938964844,573.0,491.1000061035156,535.0,1866757,2025-02-10
2025-02-17,459.1573486328125,461.75,505.6000061035156,442.0,490.0,2567762,2025-02-17
2025-02-24,415.0563659667969,417.3999938964844,460.0,400.04998779296875,460.0,1267142,2025-02-24
2025-03-03,438.02667236328125,440.5,455.20001220703125,403.04998779296875,423.0,901233,2025-03-03
2025-03-10,450.6553649902344,453.20001220703125,472.8999938964844,415.45001220703125,440.5,800344,2025-03-10
2025-03-17,496.6954040527344,499.5,500.0,440.6000061035156,454.29998779296875,731697,2025-03-17
2025-03-24,480.43719482421875,483.1499938964844,529.0999755859375,477.8999938964844,504.6499938964844,1140066,2025-03-24
2025-03-31,487.0498352050781,489.79998779296875,510.0,476.1499938964844,483.1499938964844,370006,2025-03-31
2025-04-07,485.65771484375,488.3999938964844,496.3500061035156,425.0,425.0,436506,2025-04-07
2025-04-14,504.1532897949219,507.0,515.0,490.79998779296875,493.95001220703125,256515,2025-04-14
2025-04-21,498.584716796875,501.3999938964844,517.9500122070312,488.1000061035156,511.70001220703125,602678,2025-04-21
2025-04-28,468.2559814453125,470.8999938964844,507.1499938964844,470.0,499.04998779296875,387127,2025-04-28
2025-05-05,468.9023132324219,471.54998779296875,500.0,460.0,470.79998779296875,605007,2025-05-05
2025-05-12,514.64404296875,517.5499877929688,521.0,488.5,490.0,2165062,2025-05-12
2025-05-19,486.90069580078125,489.6499938964844,535.0,461.0,521.0,2024914,2025-05-19
2025-05-26,501.81646728515625,504.6499938964844,514.0,480.3500061035156,492.0,1221481,2025-05-26
2025-06-02,518.07470703125,521.0,523.0999755859375,493.1499938964844,504.6499938964844,1427736,2025-06-02
2025-06-09,511.90948486328125,514.7999877929688,544.5999755859375,504.8999938964844,523.3499755859375,1600282,2025-06-09
2025-06-16,496.0490417480469,498.8500061035156,535.3499755859375,492.04998779296875,517.0999755859375,885972,2025-06-16
2025-06-23,529.4107055664062,532.4000244140625,553.5,491.6000061035156,497.3500061035156,1921672,2025-06-23
2025-06-30,528.2671508789062,531.25,543.8499755859375,525.5999755859375,532.0,764565,2025-06-30
2025-07-07,512.5499877929688,512.5499877929688,538.4500122070312,507.1499938964844,531.25,627927,2025-07-07
2025-07-14,527.2000122070312,527.2000122070312,532.0499877929688,506.5,507.79998779296875,217403,2025-07-14
