Date,Adj Close_TECHM.NS,Close_TECHM.NS,High_TECHM.NS,Low_TECHM.NS,Open_TECHM.NS,Volume_TECHM.NS,Date
2020-07-13,548.0162963867188,599.7000122070312,638.9500122070312,588.0999755859375,604.0,28224863,2020-07-13
2020-07-20,596.3572387695312,652.5999755859375,655.4000244140625,598.5,603.8499755859375,29875588,2020-07-20
2020-07-27,627.9848022460938,681.6500244140625,702.75,642.7999877929688,657.0,48496970,2020-07-27
2020-08-03,610.2964477539062,662.4500122070312,686.9500122070312,642.5499877929688,685.9500122070312,26259264,2020-08-03
2020-08-10,641.1129760742188,695.9000244140625,711.0,662.7000122070312,668.0,27634903,2020-08-10
2020-08-17,674.9236450195312,732.5999755859375,736.6500244140625,698.6500244140625,704.7999877929688,29734733,2020-08-17
2020-08-24,693.1187133789062,752.3499755859375,758.3499755859375,714.3499755859375,734.9500122070312,17559301,2020-08-24
2020-08-31,689.2954711914062,748.2000122070312,774.7000122070312,722.7000122070312,759.7000122070312,21816796,2020-08-31
2020-09-07,704.9110717773438,765.1500244140625,770.5999755859375,734.0499877929688,749.7000122070312,20298919,2020-09-07
2020-09-14,741.30126953125,804.6500244140625,811.4500122070312,770.0,770.1500244140625,33513307,2020-09-14
2020-09-21,711.544189453125,772.3499755859375,830.0,747.5499877929688,807.0,38849984,2020-09-21
2020-09-28,757.7459716796875,822.5,825.3499755859375,764.0,779.3499755859375,26184364,2020-09-28
2020-10-05,786.9042358398438,854.1500244140625,887.5499877929688,821.8499755859375,822.5499877929688,34102812,2020-10-05
2020-10-12,757.9762573242188,822.75,879.9000244140625,798.7999877929688,861.0,32889390,2020-10-12
2020-10-19,781.4686889648438,848.25,857.4500122070312,817.5999755859375,828.0,28079194,2020-10-19
2020-10-26,749.2703247070312,813.2999877929688,854.7000122070312,781.8499755859375,830.0,34745813,2020-10-26
2020-11-02,784.140380859375,851.1500244140625,854.0,804.2999877929688,821.4000244140625,22444325,2020-11-02
2020-11-09,774.0064086914062,840.1500244140625,877.0,812.4500122070312,859.0,22778293,2020-11-09
2020-11-16,771.6111450195312,837.5499877929688,856.5,820.0,838.8499755859375,18064997,2020-11-16
2020-11-23,807.8170166015625,876.8499755859375,890.0,836.75,838.0,39417272,2020-11-23
2020-11-30,850.4258422851562,923.0999755859375,929.2999877929688,871.6500244140625,876.8499755859375,21346028,2020-11-30
2020-12-07,847.0172729492188,919.4000244140625,950.8499755859375,914.0,915.5,17536822,2020-12-07
2020-12-14,860.283447265625,933.7999877929688,947.0,898.4500122070312,924.0,17799137,2020-12-14
2020-12-21,872.6746215820312,947.25,959.75,890.0,928.1500244140625,17693086,2020-12-21
2020-12-28,900.9576416015625,977.9500122070312,986.4000244140625,943.8499755859375,947.25,16780605,2020-12-28
2021-01-04,968.3486938476562,1051.0999755859375,1060.0,975.0,980.5999755859375,24867825,2021-01-04
