Date,Adj Close_HARIOMPIPE.NS,Close_HARIOMPIPE.NS,High_HARIOMPIPE.NS,Low_HARIOMPIPE.NS,Open_HARIOMPIPE.NS,Volume_HARIOMPIPE.NS,Date
2023-02-06,429.9701843261719,430.29998779296875,443.20001220703125,402.45001220703125,409.45001220703125,2100373,2023-02-06
2023-02-13,419.07855224609375,419.3999938964844,436.8500061035156,406.6499938964844,425.0,1162637,2023-02-13
2023-02-20,405.3890686035156,405.70001220703125,428.3500061035156,399.54998779296875,421.25,530767,2023-02-20
2023-02-27,447.8564758300781,448.20001220703125,451.0,386.5,402.6499938964844,1492427,2023-02-27
2023-03-06,443.85955810546875,444.20001220703125,456.20001220703125,438.20001220703125,452.0,764071,2023-03-06
2023-03-13,459.6973876953125,460.04998779296875,468.25,420.0,444.20001220703125,1571165,2023-03-13
2023-03-20,478.2331848144531,478.6000061035156,499.0,452.79998779296875,460.0,1403656,2023-03-20
2023-03-27,478.28314208984375,478.6499938964844,507.8500061035156,463.6499938964844,483.95001220703125,815958,2023-03-27
2023-04-03,471.5382995605469,471.8999938964844,490.0,463.3500061035156,478.70001220703125,654330,2023-04-03
2023-04-10,506.21173095703125,506.6000061035156,515.0,468.04998779296875,476.70001220703125,1258443,2023-04-10
2023-04-17,541.9342651367188,542.3499755859375,548.0,509.1499938964844,510.0,916932,2023-04-17
2023-04-24,534.1902465820312,534.5999755859375,548.9500122070312,501.0,548.9500122070312,578603,2023-04-24
2023-05-01,544.6322021484375,545.0499877929688,554.9000244140625,515.0,534.5999755859375,406309,2023-05-01
2023-05-08,555.8735961914062,556.2999877929688,566.0,532.0,547.9000244140625,292210,2023-05-08
2023-05-15,582.25341796875,582.7000122070312,597.9000244140625,559.0,559.0,437665,2023-05-15
2023-05-22,619.324951171875,619.7999877929688,632.0499877929688,568.5499877929688,582.5,363772,2023-05-22
2023-05-29,656.2466430664062,656.75,688.2000122070312,604.0,658.0,809516,2023-05-29
2023-06-05,655.2473754882812,655.75,670.8499755859375,635.0,666.0,323336,2023-06-05
2023-06-12,685.1744384765625,685.7000122070312,694.9500122070312,657.5499877929688,658.9000244140625,263363,2023-06-12
2023-06-19,640.0590209960938,640.5499877929688,693.9000244140625,622.4000244140625,689.8499755859375,373699,2023-06-19
2023-06-26,660.8430786132812,661.3499755859375,675.1500244140625,625.9000244140625,630.0,203566,2023-06-26
2023-07-03,627.6685791015625,628.1500244140625,674.4500122070312,625.25,669.9000244140625,264267,2023-07-03
2023-07-10,620.4241333007812,620.9000244140625,650.0,601.0,628.1500244140625,422073,2023-07-10
2023-07-17,617.07666015625,617.5499877929688,631.9500122070312,606.2999877929688,622.0,204986,2023-07-17
2023-07-24,589.4978637695312,589.9500122070312,620.9500122070312,567.0,617.5499877929688,546464,2023-07-24
2023-07-31,574.5592651367188,575.0,604.7000122070312,571.9500122070312,590.0,208238,2023-07-31
2023-08-07,573.1104125976562,573.5499877929688,593.7000122070312,540.0499877929688,571.0,309479,2023-08-07
2023-08-14,555.3739624023438,555.7999877929688,574.9500122070312,553.0,573.5499877929688,157865,2023-08-14
2023-08-21,625.1204833984375,625.5999755859375,644.0,537.5999755859375,555.0,1347910,2023-08-21
2023-08-28,629.9168701171875,630.4000244140625,655.0,621.1500244140625,639.9500122070312,415699,2023-08-28
2023-09-04,598.3410034179688,598.7999877929688,638.0,587.4500122070312,631.9000244140625,342562,2023-09-04
2023-09-11,586.0005493164062,586.4500122070312,619.0999755859375,565.0,599.0,295801,2023-09-11
2023-09-18,576.3079223632812,576.75,591.1500244140625,556.5,586.4500122070312,191498,2023-09-18
2023-09-25,597.1419677734375,597.5999755859375,609.9000244140625,570.0,577.0499877929688,248017,2023-09-25
2023-10-02,609.1327514648438,609.5999755859375,623.9000244140625,581.2000122070312,597.5999755859375,229349,2023-10-02
2023-10-09,621.7730712890625,622.25,633.0499877929688,586.0499877929688,590.0,306055,2023-10-09
2023-10-16,639.059814453125,639.5499877929688,666.2999877929688,610.0499877929688,615.0499877929688,812932,2023-10-16
2023-10-23,622.7223510742188,623.2000122070312,644.7999877929688,592.25,639.6500244140625,466315,2023-10-23
2023-10-30,623.371826171875,623.8499755859375,651.0,609.7999877929688,628.0,380139,2023-10-30
2023-11-06,677.130615234375,677.6500244140625,695.0,619.0,623.9500122070312,1332023,2023-11-06
2023-11-13,688.3720092773438,688.9000244140625,740.0,686.3499755859375,700.0499877929688,1176813,2023-11-13
2023-11-20,679.3289184570312,679.8499755859375,693.5,644.2999877929688,693.5,595491,2023-11-20
2023-11-27,657.8453979492188,658.3499755859375,696.7999877929688,653.0499877929688,679.8499755859375,224111,2023-11-27
2023-12-04,671.3350219726562,671.8499755859375,700.0,658.4000244140625,663.3499755859375,466673,2023-12-04
2023-12-11,657.2958374023438,657.7999877929688,690.4000244140625,651.0999755859375,671.8499755859375,239836,2023-12-11
2023-12-18,633.6640014648438,634.1500244140625,666.0,607.0,657.9000244140625,422772,2023-12-18
2023-12-25,625.070556640625,625.5499877929688,642.4000244140625,622.0499877929688,634.1500244140625,145231,2023-12-25
2024-01-01,628.3180541992188,628.7999877929688,636.0,615.0,626.9000244140625,251438,2024-01-01
2024-01-08,619.5747680664062,620.0499877929688,649.9000244140625,615.0,631.9000244140625,251864,2024-01-08
2024-01-15,612.6800537109375,613.1500244140625,623.5999755859375,602.0999755859375,620.0499877929688,241404,2024-01-15
2024-01-22,599.1904296875,599.6500244140625,623.0,570.0,613.1500244140625,242398,2024-01-22
2024-01-29,597.4417724609375,597.9000244140625,627.0,594.0999755859375,599.5999755859375,249338,2024-01-29
2024-02-05,582.3033447265625,582.75,610.0,570.0,595.0,367611,2024-02-05
2024-02-12,544.1825561523438,544.5999755859375,569.9500122070312,511.5,545.0,544285,2024-02-12
2024-02-19,524.2479248046875,524.6500244140625,550.6500244140625,517.0499877929688,546.0,243507,2024-02-19
2024-02-26,514.50537109375,514.9000244140625,554.0999755859375,505.0,525.0499877929688,465967,2024-02-26
2024-03-04,493.67132568359375,494.04998779296875,527.7999877929688,486.04998779296875,525.9500122070312,201565,2024-03-04
2024-03-11,469.6897277832031,470.04998779296875,503.04998779296875,440.04998779296875,490.6000061035156,518906,2024-03-11
2024-03-18,478.7327880859375,479.1000061035156,500.0,461.20001220703125,464.04998779296875,423179,2024-03-18
2024-03-25,452.8526611328125,453.20001220703125,479.6000061035156,450.0,479.1000061035156,295439,2024-03-25
2024-04-01,516.154052734375,516.5499877929688,525.0,460.0,467.0,537971,2024-04-01
2024-04-08,578.1065673828125,578.5499877929688,595.9500122070312,523.2000122070312,526.0,1021434,2024-04-08
2024-04-15,559.0711669921875,559.5,578.8499755859375,535.0999755859375,574.7000122070312,605184,2024-04-15
2024-04-22,594.3441162109375,594.7999877929688,640.4500122070312,560.0,574.7000122070312,908897,2024-04-22
2024-04-29,567.9143676757812,568.3499755859375,614.0,561.0499877929688,601.0,231918,2024-04-29
2024-05-06,552.676025390625,553.0999755859375,582.5,538.5499877929688,582.0999755859375,305914,2024-05-06
2024-05-13,605.2357788085938,605.7000122070312,640.7000122070312,545.0999755859375,555.9000244140625,998106,2024-05-13
2024-05-20,571.7114868164062,572.1500244140625,623.0499877929688,566.9000244140625,623.0499877929688,403422,2024-05-20
2024-05-27,530.6429443359375,531.0499877929688,584.0,528.5,579.0,305734,2024-05-27
2024-06-03,572.410888671875,572.8499755859375,583.9500122070312,505.0,540.3499755859375,654648,2024-06-03
2024-06-10,573.3601684570312,573.7999877929688,585.0,566.0499877929688,584.0,266887,2024-06-10
2024-06-17,594.99365234375,595.4500122070312,615.0,562.0499877929688,574.0,538192,2024-06-17
2024-06-24,588.1488647460938,588.5999755859375,609.7000122070312,580.5499877929688,593.0499877929688,392737,2024-06-24
2024-07-01,586.4002075195312,586.8499755859375,605.4500122070312,580.0999755859375,597.4500122070312,306621,2024-07-01
2024-07-08,624.5209350585938,625.0,639.1500244140625,567.3499755859375,589.4500122070312,867288,2024-07-08
2024-07-15,663.9407348632812,664.4500122070312,742.7000122070312,607.75,626.6500244140625,2211786,2024-07-15
2024-07-22,705.2090454101562,705.75,732.0,645.4000244140625,656.3499755859375,948118,2024-07-22
2024-07-29,689.7708740234375,690.2999877929688,746.9500122070312,674.0999755859375,702.0499877929688,736164,2024-07-29
2024-08-05,649.3518676757812,649.8499755859375,679.25,633.4500122070312,646.0,779816,2024-08-05
2024-08-12,712.1537475585938,712.7000122070312,770.0,640.0,640.0,1526053,2024-08-12
2024-08-19,819.5214233398438,820.1500244140625,834.4000244140625,693.1500244140625,719.9500122070312,2022147,2024-08-19
2024-08-26,819.07177734375,819.7000122070312,888.75,812.2000122070312,833.0,1451959,2024-08-26
2024-09-02,792.891845703125,793.5,849.8499755859375,786.9500122070312,821.7000122070312,584488,2024-09-02
2024-09-09,771.5582275390625,772.1500244140625,811.0,763.0999755859375,786.0999755859375,313810,2024-09-09
2024-09-16,764.4000244140625,764.4000244140625,805.0,702.0499877929688,785.9000244140625,726850,2024-09-16
2024-09-23,722.7000122070312,722.7000122070312,813.9500122070312,715.2000122070312,783.9500122070312,784333,2024-09-23
2024-09-30,713.5999755859375,713.5999755859375,733.4500122070312,699.6500244140625,715.5999755859375,267888,2024-09-30
2024-10-07,679.5499877929688,679.5499877929688,740.0,675.0,719.8499755859375,521813,2024-10-07
2024-10-14,617.0,617.0,694.0,615.0,686.5499877929688,646599,2024-10-14
2024-10-21,565.6500244140625,565.6500244140625,628.0,555.0999755859375,621.0,751297,2024-10-21
2024-10-28,580.9500122070312,580.9500122070312,591.5499877929688,531.2999877929688,552.0,399488,2024-10-28
2024-11-04,631.8499755859375,631.8499755859375,669.9000244140625,563.3499755859375,586.7000122070312,1081580,2024-11-04
2024-11-11,570.2999877929688,570.2999877929688,621.0,552.5,621.0,456593,2024-11-11
2024-11-18,570.25,570.25,582.3499755859375,548.5499877929688,571.0,209621,2024-11-18
2024-11-25,579.9000244140625,579.9000244140625,594.8499755859375,563.4500122070312,583.9500122070312,315698,2024-11-25
2024-12-02,565.2999877929688,565.2999877929688,590.0,556.25,585.7000122070312,554935,2024-12-02
2024-12-09,563.25,563.25,592.0,556.0,565.0,408633,2024-12-09
2024-12-16,528.4000244140625,528.4000244140625,587.0,525.0,560.0999755859375,410037,2024-12-16
2024-12-23,507.3999938964844,507.3999938964844,539.4500122070312,500.0,531.7999877929688,314565,2024-12-23
2024-12-30,495.54998779296875,495.54998779296875,512.0,490.04998779296875,510.0,438619,2024-12-30
2025-01-06,512.9500122070312,512.9500122070312,541.2999877929688,476.3500061035156,495.54998779296875,1595792,2025-01-06
2025-01-13,505.54998779296875,505.54998779296875,517.0,492.0,510.0,355571,2025-01-13
2025-01-20,492.8999938964844,492.8999938964844,517.5999755859375,482.6499938964844,515.0,251034,2025-01-20
2025-01-27,468.6499938964844,468.6499938964844,491.45001220703125,440.0,491.45001220703125,456260,2025-01-27
2025-02-03,449.54998779296875,449.54998779296875,474.70001220703125,442.04998779296875,473.3500061035156,389384,2025-02-03
2025-02-10,371.3500061035156,371.3500061035156,456.20001220703125,362.54998779296875,452.70001220703125,687774,2025-02-10
2025-02-17,379.6499938964844,379.6499938964844,395.0,346.0,372.1499938964844,611766,2025-02-17
2025-02-24,346.29998779296875,346.29998779296875,385.0,340.3500061035156,369.54998779296875,229317,2025-02-24
2025-03-03,372.0,372.0,379.0,324.0,351.5,563800,2025-03-03
2025-03-10,341.1000061035156,341.1000061035156,385.95001220703125,340.0,377.6000061035156,399205,2025-03-10
2025-03-17,381.75,381.75,400.0,320.3500061035156,345.95001220703125,1376696,2025-03-17
2025-03-24,333.3500061035156,333.3500061035156,402.0,329.1000061035156,385.5,1271425,2025-03-24
2025-03-31,367.8999938964844,367.8999938964844,397.0,328.04998779296875,333.3500061035156,1939095,2025-03-31
2025-04-07,368.3999938964844,368.3999938964844,378.0,330.0,330.0,519535,2025-04-07
2025-04-14,387.45001220703125,387.45001220703125,394.8999938964844,374.8999938964844,383.6499938964844,422205,2025-04-14
2025-04-21,381.6499938964844,381.6499938964844,412.8999938964844,380.0,388.25,981648,2025-04-21
2025-04-28,370.3999938964844,370.3999938964844,403.29998779296875,366.04998779296875,380.0,334939,2025-04-28
2025-05-05,389.79998779296875,389.79998779296875,394.75,361.0,374.25,565681,2025-05-05
2025-05-12,388.3500061035156,388.3500061035156,415.45001220703125,370.1000061035156,391.95001220703125,1468434,2025-05-12
2025-05-19,397.75,397.75,400.0,371.6000061035156,388.29998779296875,1234918,2025-05-19
2025-05-26,389.1499938964844,389.1499938964844,408.5,379.95001220703125,402.0,913416,2025-05-26
2025-06-02,424.29998779296875,424.29998779296875,440.0,379.8999938964844,384.25,2866119,2025-06-02
2025-06-09,399.45001220703125,399.45001220703125,443.79998779296875,395.95001220703125,427.20001220703125,1518916,2025-06-09
2025-06-16,384.29998779296875,384.29998779296875,407.20001220703125,381.95001220703125,399.45001220703125,864793,2025-06-16
2025-06-23,401.95001220703125,401.95001220703125,411.8500061035156,375.0,382.8500061035156,692715,2025-06-23
2025-06-30,409.29998779296875,409.29998779296875,422.6499938964844,391.70001220703125,403.8999938964844,965167,2025-06-30
2025-07-07,454.04998779296875,454.04998779296875,494.0,418.79998779296875,418.79998779296875,13282956,2025-07-07
2025-07-14,447.5,447.5,461.5,445.0,461.0,562987,2025-07-14
