Date,Adj Close_STERTOOLS.NS,Close_STERTOOLS.NS,High_STERTOOLS.NS,Low_STERTOOLS.NS,Open_STERTOOLS.NS,Volume_STERTOOLS.NS,Date
2021-03-15,202.2559356689453,206.10000610351562,222.0,203.8000030517578,222.0,59566,2021-03-15
2021-03-22,192.68777465820312,196.35000610351562,223.8000030517578,193.35000610351562,208.0,68425,2021-03-22
2021-03-29,194.01258850097656,197.6999969482422,206.9499969482422,194.0,196.35000610351562,35408,2021-03-29
2021-04-05,194.7976837158203,198.5,205.0,184.0,199.6999969482422,70820,2021-04-05
2021-04-12,181.10787963867188,184.5500030517578,195.6999969482422,183.5500030517578,193.10000610351562,53252,2021-04-12
2021-04-19,175.21978759765625,178.5500030517578,193.89999389648438,172.8000030517578,180.0,44696,2021-04-19
2021-04-26,182.04014587402344,185.5,199.0,176.35000610351562,179.64999389648438,104882,2021-04-26
2021-05-03,188.41891479492188,192.0,195.0,182.0,182.10000610351562,45437,2021-05-03
2021-05-10,183.36497497558594,186.85000610351562,195.8000030517578,185.35000610351562,194.75,52629,2021-05-10
2021-05-17,186.11273193359375,189.64999389648438,192.85000610351562,186.3000030517578,190.5,105547,2021-05-17
2021-05-24,198.91932678222656,202.6999969482422,209.9499969482422,189.0500030517578,194.3000030517578,535004,2021-05-24
2021-05-31,196.90756225585938,200.64999389648438,207.14999389648438,194.14999389648438,206.6999969482422,121697,2021-05-31
2021-06-07,206.0831756591797,210.0,226.6999969482422,206.14999389648438,208.0,431328,2021-06-07
2021-06-14,188.173583984375,191.75,207.85000610351562,187.75,205.0,420994,2021-06-14
2021-06-21,186.89781188964844,190.4499969482422,197.89999389648438,186.75,188.0,998282,2021-06-21
2021-06-28,179.24330139160156,182.64999389648438,193.0,181.10000610351562,191.14999389648438,571036,2021-06-28
2021-07-05,204.85650634765625,208.75,220.0,183.3000030517578,184.89999389648438,1978247,2021-07-05
2021-07-12,198.47772216796875,202.25,209.0,192.0,205.0,1053385,2021-07-12
2021-07-19,202.3540496826172,206.1999969482422,213.75,193.0,201.89999389648438,620470,2021-07-19
2021-07-26,242.8346710205078,247.4499969482422,251.4499969482422,201.5500030517578,207.0,3725797,2021-07-26
2021-08-02,228.1144561767578,232.4499969482422,254.0500030517578,220.0,254.0500030517578,654118,2021-08-02
2021-08-09,215.01345825195312,219.10000610351562,235.4499969482422,201.60000610351562,233.9499969482422,500102,2021-08-09
2021-08-16,198.3795928955078,202.14999389648438,219.8000030517578,198.8000030517578,217.0,184702,2021-08-16
2021-08-23,200.24415588378906,204.0500030517578,219.0,187.5500030517578,206.1999969482422,720875,2021-08-23
2021-08-30,202.94287109375,206.8000030517578,212.9499969482422,202.10000610351562,204.25,297235,2021-08-30
2021-09-06,196.12249755859375,199.85000610351562,209.85000610351562,197.64999389648438,209.85000610351562,228727,2021-09-06
2021-09-13,194.9939422607422,198.6999969482422,207.85000610351562,196.0,201.35000610351562,397175,2021-09-13
2021-09-20,194.69236755371094,197.39999389648438,202.75,190.10000610351562,199.0,252856,2021-09-20
2021-09-27,191.33901977539062,194.0,200.5500030517578,193.25,199.39999389648438,144323,2021-09-27
2021-10-04,210.96604919433594,213.89999389648438,225.0,192.5,193.60000610351562,539796,2021-10-04
2021-10-11,202.77992248535156,205.60000610351562,213.9499969482422,203.14999389648438,211.0,158975,2021-10-11
2021-10-18,196.2704315185547,199.0,209.0,194.85000610351562,209.0,202720,2021-10-18
2021-10-25,195.18551635742188,197.89999389648438,205.0,192.0,196.10000610351562,124936,2021-10-25
2021-11-01,195.6293487548828,198.35000610351562,208.0,194.14999389648438,202.0,228720,2021-11-01
2021-11-08,192.37461853027344,195.0500030517578,201.0,194.0,198.35000610351562,165041,2021-11-08
2021-11-15,186.40760803222656,189.0,197.85000610351562,188.0,195.0500030517578,185527,2021-11-15
2021-11-22,184.38571166992188,186.9499969482422,192.89999389648438,182.85000610351562,190.0,123980,2021-11-22
2021-11-29,183.44876098632812,186.0,189.89999389648438,176.85000610351562,186.0500030517578,75247,2021-11-29
2021-12-06,186.40760803222656,189.0,191.0,179.89999389648438,184.0500030517578,125132,2021-12-06
2021-12-13,180.5392303466797,183.0500030517578,191.85000610351562,180.0,186.0,102806,2021-12-13
2021-12-20,174.0297393798828,176.4499969482422,184.9499969482422,170.89999389648438,184.9499969482422,92175,2021-12-20
2021-12-27,177.4817352294922,179.9499969482422,181.0,172.0500030517578,179.4499969482422,88257,2021-12-27
2022-01-03,181.4761962890625,184.0,194.39999389648438,177.10000610351562,182.9499969482422,188780,2022-01-03
2022-01-10,190.3034210205078,192.9499969482422,202.14999389648438,184.1999969482422,187.8000030517578,399384,2022-01-10
2022-01-17,184.38571166992188,186.9499969482422,202.0,185.0,196.5,248994,2022-01-17
2022-01-24,176.1009521484375,178.5500030517578,189.9499969482422,172.0500030517578,189.9499969482422,182226,2022-01-24
2022-01-31,181.03236389160156,183.5500030517578,189.0,179.9499969482422,184.89999389648438,75435,2022-01-31
2022-02-07,166.23809814453125,168.5500030517578,189.9499969482422,167.3000030517578,182.0500030517578,175417,2022-02-07
2022-02-14,150.85208129882812,152.9499969482422,167.1999969482422,150.0500030517578,167.0500030517578,229543,2022-02-14
2022-02-21,136.8961639404297,138.8000030517578,152.64999389648438,129.9499969482422,150.14999389648438,181309,2022-02-21
2022-02-28,141.6303253173828,143.60000610351562,154.6999969482422,135.35000610351562,138.8000030517578,172308,2022-02-28
2022-03-07,161.0601043701172,163.3000030517578,164.8000030517578,136.5500030517578,140.0500030517578,222995,2022-03-07
2022-03-14,147.15350341796875,149.1999969482422,162.35000610351562,146.64999389648438,161.0,189046,2022-03-14
2022-03-21,142.86318969726562,144.85000610351562,154.14999389648438,144.0,153.0,323879,2022-03-21
2022-03-28,142.66592407226562,144.64999389648438,147.6999969482422,134.14999389648438,144.8000030517578,323596,2022-03-28
2022-04-04,151.29591369628906,153.39999389648438,159.9499969482422,145.3000030517578,146.89999389648438,139030,2022-04-04
2022-04-11,158.0026397705078,160.1999969482422,165.0,148.75,153.0,252159,2022-04-11
2022-04-18,150.35894775390625,152.4499969482422,164.9499969482422,150.0,160.1999969482422,180206,2022-04-18
2022-04-25,153.4164276123047,155.5500030517578,167.0,147.60000610351562,151.1999969482422,196102,2022-04-25
2022-05-02,136.8468475341797,138.75,157.0,135.64999389648438,157.0,100549,2022-05-02
2022-05-09,123.13750457763672,124.8499984741211,140.0,115.0,140.0,229373,2022-05-09
2022-05-16,146.46311950683594,148.5,150.0,121.19999694824219,122.05000305175781,223958,2022-05-16
2022-05-23,171.4654083251953,173.85000610351562,181.14999389648438,145.35000610351562,150.0,878360,2022-05-23
2022-05-30,203.9141387939453,206.75,215.9499969482422,168.35000610351562,174.0,970361,2022-05-30
2022-06-06,218.80703735351562,221.85000610351562,238.75,211.60000610351562,219.4499969482422,811724,2022-06-06
2022-06-13,217.08103942871094,220.10000610351562,259.3999938964844,209.4499969482422,211.5,846937,2022-06-13
2022-06-20,257.6172790527344,261.20001220703125,261.54998779296875,205.0,224.75,1029817,2022-06-20
2022-06-27,253.3762664794922,256.8999938964844,298.0,252.64999389648438,277.79998779296875,1756590,2022-06-27
2022-07-04,289.2769775390625,293.29998779296875,294.29998779296875,256.0,263.8500061035156,1192336,2022-07-04
2022-07-11,265.3102722167969,269.0,322.75,264.1000061035156,288.3999938964844,1351474,2022-07-11
2022-07-18,253.4255828857422,256.95001220703125,276.70001220703125,252.0,276.0,667437,2022-07-18
2022-07-25,267.9239196777344,271.6499938964844,273.8999938964844,245.0,256.0,448493,2022-07-25
2022-08-01,255.9899139404297,259.54998779296875,281.6000061035156,257.0,277.0,443062,2022-08-01
2022-08-08,234.68617248535156,237.9499969482422,270.8999938964844,237.9499969482422,257.0,373292,2022-08-08
2022-08-15,219.3001708984375,222.35000610351562,240.5500030517578,218.10000610351562,237.9499969482422,637111,2022-08-15
2022-08-22,215.00982666015625,218.0,226.1999969482422,208.0,214.0500030517578,556138,2022-08-22
2022-08-29,209.09213256835938,212.0,221.8000030517578,208.0,212.0500030517578,238627,2022-08-29
2022-09-05,221.22341918945312,224.3000030517578,238.4499969482422,210.14999389648438,214.9499969482422,465097,2022-09-05
2022-09-12,219.74400329589844,222.8000030517578,238.9499969482422,219.5500030517578,225.0,381112,2022-09-12
2022-09-19,217.07650756835938,219.14999389648438,232.39999389648438,216.0,221.0,146329,2022-09-19
2022-09-26,207.9635467529297,209.9499969482422,226.4499969482422,203.0,223.0,165126,2022-09-26
2022-10-03,212.81719970703125,214.85000610351562,219.0,206.0,210.0,138171,2022-10-03
2022-10-10,225.79324340820312,227.9499969482422,230.6999969482422,199.0500030517578,215.0,307492,2022-10-10
2022-10-17,211.67807006835938,213.6999969482422,234.0,212.64999389648438,233.89999389648438,304458,2022-10-17
2022-10-24,236.986328125,239.25,242.0,216.60000610351562,217.75,218055,2022-10-24
2022-10-31,244.1182098388672,246.4499969482422,257.29998779296875,241.25,246.0,409910,2022-10-31
2022-11-07,261.7002868652344,264.20001220703125,274.79998779296875,245.3000030517578,245.3000030517578,398687,2022-11-07
2022-11-14,252.43873596191406,254.85000610351562,269.8999938964844,246.0500030517578,268.8999938964844,200341,2022-11-14
2022-11-21,252.8844757080078,255.3000030517578,261.8999938964844,246.3000030517578,255.0,89288,2022-11-21
2022-11-28,288.5438537597656,291.29998779296875,291.54998779296875,262.0,264.5,700128,2022-11-28
2022-12-05,267.5444641113281,270.1000061035156,307.3999938964844,261.6499938964844,299.95001220703125,608002,2022-12-05
2022-12-12,274.8249206542969,277.45001220703125,292.1499938964844,268.5,272.79998779296875,313625,2022-12-12
2022-12-19,232.330810546875,234.5500030517578,279.0,230.60000610351562,279.0,299054,2022-12-19
2022-12-26,267.3958740234375,269.95001220703125,279.3999938964844,233.35000610351562,235.0,271538,2022-12-26
2023-01-02,253.9740753173828,256.3999938964844,275.6000061035156,252.8000030517578,270.0,98116,2023-01-02
2023-01-09,322.1231384277344,325.20001220703125,349.29998779296875,261.04998779296875,261.04998779296875,4570993,2023-01-09
2023-01-16,346.0941467285156,349.3999938964844,362.70001220703125,310.5,326.8500061035156,3596123,2023-01-16
2023-01-23,318.1114196777344,321.1499938964844,359.29998779296875,310.1499938964844,349.5,1308095,2023-01-23
2023-01-30,363.5771484375,367.04998779296875,394.0,316.1499938964844,321.1499938964844,1969940,2023-01-30
2023-02-06,363.5276184082031,367.0,376.70001220703125,345.6000061035156,363.0,1420568,2023-02-06
2023-02-13,331.8799133300781,335.04998779296875,387.0,321.8999938964844,367.0,1863593,2023-02-13
2023-02-20,335.544921875,338.75,343.6000061035156,315.79998779296875,337.1499938964844,755420,2023-02-20
2023-02-27,354.8109130859375,358.20001220703125,368.0,325.1000061035156,339.0,997219,2023-02-27
2023-03-06,353.82037353515625,357.20001220703125,383.95001220703125,352.1499938964844,361.0,803775,2023-03-06
2023-03-13,372.0462646484375,375.6000061035156,393.3500061035156,339.0,354.0,2533640,2023-03-13
2023-03-20,401.7624206542969,405.6000061035156,412.3999938964844,368.45001220703125,371.04998779296875,1889500,2023-03-20
2023-03-27,398.74127197265625,402.54998779296875,416.0,380.20001220703125,406.3500061035156,1117755,2023-03-27
2023-04-03,427.7145080566406,431.79998779296875,436.0,392.25,405.0,1125494,2023-04-03
2023-04-10,432.4195861816406,436.54998779296875,449.75,424.1499938964844,432.45001220703125,680306,2023-04-10
2023-04-17,406.12078857421875,410.0,444.95001220703125,400.95001220703125,440.45001220703125,683729,2023-04-17
2023-04-24,392.352294921875,396.1000061035156,427.6000061035156,381.0,410.0,1243741,2023-04-24
2023-05-01,393.045654296875,396.79998779296875,411.70001220703125,390.04998779296875,396.1000061035156,375085,2023-05-01
2023-05-08,344.50927734375,347.79998779296875,428.0,340.79998779296875,405.0,3229578,2023-05-08
2023-05-15,347.3323059082031,350.6499938964844,363.8500061035156,340.6499938964844,350.8999938964844,596124,2023-05-15
2023-05-22,352.87933349609375,356.25,362.0,343.29998779296875,348.5,352255,2023-05-22
2023-05-29,333.66290283203125,336.8500061035156,361.95001220703125,334.0,360.8999938964844,372730,2023-05-29
2023-06-05,348.471435546875,351.79998779296875,364.79998779296875,338.70001220703125,338.70001220703125,769624,2023-06-05
2023-06-12,352.0869445800781,355.45001220703125,370.0,345.1000061035156,354.95001220703125,337662,2023-06-12
2023-06-19,369.3717956542969,372.8999938964844,384.0,356.20001220703125,356.20001220703125,875647,2023-06-19
2023-06-26,358.1291809082031,361.54998779296875,381.8500061035156,359.0,376.1000061035156,254206,2023-06-26
2023-07-03,371.2043151855469,374.75,377.3999938964844,349.3999938964844,362.1000061035156,501847,2023-07-03
2023-07-10,358.4263610839844,361.8500061035156,380.0,355.1000061035156,379.8500061035156,323875,2023-07-10
2023-07-17,348.1742858886719,351.5,364.8999938964844,347.54998779296875,362.0,262707,2023-07-17
2023-07-24,345.4007873535156,348.70001220703125,357.54998779296875,342.1000061035156,351.6000061035156,236705,2023-07-24
2023-07-31,350.70013427734375,354.04998779296875,368.0,329.29998779296875,349.95001220703125,783801,2023-07-31
2023-08-07,339.3089599609375,342.54998779296875,358.5,340.54998779296875,354.04998779296875,253547,2023-08-07
2023-08-14,338.8136901855469,342.04998779296875,360.04998779296875,335.79998779296875,342.6000061035156,243532,2023-08-14
2023-08-21,343.4692077636719,346.75,352.5,340.3500061035156,340.3500061035156,174189,2023-08-21
2023-08-28,371.50146484375,375.04998779296875,384.0,343.0,348.0,885208,2023-08-28
2023-09-04,365.3105773925781,368.79998779296875,392.95001220703125,366.0,380.0,519282,2023-09-04
2023-09-11,374.4235534667969,378.0,394.8999938964844,358.0,370.45001220703125,951418,2023-09-11
2023-09-18,356.6957092285156,358.1499938964844,383.20001220703125,355.3999938964844,378.8500061035156,252981,2023-09-18
2023-09-25,375.4194030761719,376.95001220703125,390.0,356.1000061035156,359.3999938964844,349035,2023-09-25
2023-10-02,372.7801513671875,374.29998779296875,380.79998779296875,356.3999938964844,376.95001220703125,124017,2023-10-02
2023-10-09,377.85943603515625,379.3999938964844,405.0,350.1000061035156,373.0,456284,2023-10-09
2023-10-16,366.5057373046875,368.0,388.95001220703125,364.1000061035156,382.04998779296875,259457,2023-10-16
2023-10-23,353.8074951171875,355.25,371.20001220703125,340.3999938964844,368.75,167212,2023-10-23
2023-10-30,338.7190246582031,340.1000061035156,364.0,314.54998779296875,355.25,538346,2023-10-30
2023-11-06,329.506591796875,330.8500061035156,345.3500061035156,322.1000061035156,344.70001220703125,265608,2023-11-06
2023-11-13,336.97613525390625,338.3500061035156,348.5,325.25,334.8999938964844,208026,2023-11-13
2023-11-20,352.0646057128906,353.5,368.0,335.8500061035156,338.95001220703125,470977,2023-11-20
2023-11-27,339.5655822753906,340.95001220703125,356.6499938964844,338.1499938964844,353.5,197955,2023-11-27
2023-12-04,343.99749755859375,345.3999938964844,359.3500061035156,335.0,343.75,327585,2023-12-04
2023-12-11,342.055419921875,343.45001220703125,368.0,340.0,345.8500061035156,536903,2023-12-11
2023-12-18,341.60723876953125,343.0,350.0,332.04998779296875,341.0,166616,2023-12-18
2023-12-25,355.5006103515625,356.95001220703125,365.0,340.29998779296875,343.0,502578,2023-12-25
2024-01-01,406.0943298339844,407.75,411.6000061035156,354.5,359.8999938964844,1961555,2024-01-01
2024-01-08,403.20611572265625,404.8500061035156,424.0,400.54998779296875,415.0,755905,2024-01-08
2024-01-15,389.86053466796875,391.45001220703125,410.0,376.3999938964844,410.0,521915,2024-01-15
2024-01-22,384.08404541015625,385.6499938964844,393.8500061035156,369.95001220703125,391.45001220703125,200755,2024-01-22
2024-01-29,363.01995849609375,364.5,386.95001220703125,363.1499938964844,385.6000061035156,468676,2024-01-29
2024-02-05,356.3471374511719,357.79998779296875,375.70001220703125,352.54998779296875,371.6499938964844,325872,2024-02-05
2024-02-12,362.22320556640625,363.70001220703125,366.8999938964844,334.25,362.6499938964844,299883,2024-02-12
2024-02-19,360.4305114746094,361.8999938964844,366.25,341.25,366.25,322435,2024-02-19
2024-02-26,369.3939514160156,370.8999938964844,377.3999938964844,351.8999938964844,362.1000061035156,420337,2024-02-26
2024-03-04,350.1225280761719,351.54998779296875,371.79998779296875,344.0,369.95001220703125,144619,2024-03-04
2024-03-11,330.45269775390625,331.79998779296875,354.0,313.0,353.0,315217,2024-03-11
2024-03-18,327.41510009765625,328.75,334.0,319.5,331.79998779296875,154312,2024-03-18
2024-03-25,305.30523681640625,306.54998779296875,328.75,304.3500061035156,328.75,248487,2024-03-25
2024-04-01,358.0402526855469,359.5,360.0,309.0,309.0,565868,2024-04-01
2024-04-08,339.91412353515625,341.29998779296875,364.29998779296875,339.54998779296875,364.0,204959,2024-04-08
2024-04-15,360.2810974121094,361.75,385.6000061035156,326.6499938964844,339.0,2179986,2024-04-15
2024-04-22,353.0107727050781,354.45001220703125,368.1000061035156,352.1000061035156,368.1000061035156,269854,2024-04-22
2024-04-29,345.9893798828125,347.3999938964844,357.20001220703125,342.3500061035156,354.45001220703125,141994,2024-04-29
2024-05-06,360.0321350097656,361.5,376.0,342.6000061035156,350.1499938964844,574168,2024-05-06
2024-05-13,359.6337585449219,361.1000061035156,383.0,360.04998779296875,382.0,824031,2024-05-13
2024-05-20,374.1246643066406,375.6499938964844,400.0,350.54998779296875,361.1000061035156,665552,2024-05-20
2024-05-27,349.52496337890625,350.95001220703125,378.45001220703125,348.20001220703125,375.6499938964844,213469,2024-05-27
2024-06-03,366.5057373046875,368.0,382.0,328.04998779296875,356.0,501543,2024-06-03
2024-06-10,375.9671630859375,377.5,382.0,365.1000061035156,371.29998779296875,305531,2024-06-10
2024-06-17,379.1043701171875,380.6499938964844,393.1499938964844,370.0,378.1499938964844,663837,2024-06-17
2024-06-24,366.4559631347656,367.95001220703125,385.8999938964844,365.0,383.8999938964844,262474,2024-06-24
2024-07-01,402.25994873046875,403.8999938964844,415.95001220703125,358.0,367.8500061035156,845391,2024-07-01
2024-07-08,395.23858642578125,396.8500061035156,440.70001220703125,394.1000061035156,406.95001220703125,1666928,2024-07-08
2024-07-15,370.5890808105469,372.1000061035156,408.54998779296875,371.1000061035156,396.5,299388,2024-07-15
2024-07-22,378.60638427734375,380.1499938964844,389.0,355.04998779296875,372.1000061035156,285757,2024-07-22
2024-07-29,380.3492736816406,381.8999938964844,404.04998779296875,377.3500061035156,385.25,348810,2024-07-29
2024-08-05,377.6104431152344,379.1499938964844,382.45001220703125,359.45001220703125,370.0,272864,2024-08-05
2024-08-12,429.0009460449219,430.75,439.8999938964844,371.70001220703125,380.0,1744574,2024-08-12
2024-08-19,523.9637451171875,526.0999755859375,555.0,442.0,444.54998779296875,5702270,2024-08-19
2024-08-26,505.2899169921875,507.3500061035156,585.0,494.0,531.9000244140625,1147755,2024-08-26
2024-09-02,489.85284423828125,491.8500061035156,522.1500244140625,485.0,515.0,612100,2024-09-02
2024-09-09,515.2999877929688,515.2999877929688,550.0,480.20001220703125,486.1499938964844,887258,2024-09-09
2024-09-16,601.0,601.0,639.8499755859375,526.8499755859375,542.5,3979262,2024-09-16
2024-09-23,585.1500244140625,585.1500244140625,634.0,578.6500244140625,618.75,1200840,2024-09-23
2024-09-30,559.8499755859375,559.8499755859375,610.7000122070312,535.0,585.0,933208,2024-09-30
2024-10-07,574.6500244140625,574.6500244140625,609.5,514.0499877929688,562.0,1679046,2024-10-07
2024-10-14,558.0,558.0,576.5999755859375,533.5499877929688,574.5,947391,2024-10-14
2024-10-21,498.1499938964844,498.1499938964844,570.0,485.95001220703125,561.7999877929688,804214,2024-10-21
2024-10-28,525.4500122070312,525.4500122070312,534.4000244140625,492.20001220703125,507.29998779296875,544797,2024-10-28
2024-11-04,538.6500244140625,538.6500244140625,575.0,508.0,525.0,1308917,2024-11-04
2024-11-11,547.7999877929688,547.7999877929688,572.0,498.75,538.6500244140625,940483,2024-11-11
2024-11-18,594.8499755859375,594.8499755859375,633.0,535.0,551.7999877929688,2799190,2024-11-18
2024-11-25,694.7000122070312,694.7000122070312,704.25,593.0999755859375,601.0,3796598,2024-11-25
2024-12-02,667.7000122070312,667.7000122070312,744.2999877929688,661.7999877929688,704.0,1796608,2024-12-02
2024-12-09,657.6500244140625,657.6500244140625,689.0,639.0499877929688,663.4000244140625,1612434,2024-12-09
2024-12-16,624.7999877929688,624.7999877929688,676.0,616.2000122070312,660.0,1034592,2024-12-16
2024-12-23,591.4500122070312,591.4500122070312,642.4000244140625,588.5,629.0,574486,2024-12-23
2024-12-30,554.1500244140625,554.1500244140625,619.5,552.3499755859375,593.9500122070312,1472421,2024-12-30
2025-01-06,512.4500122070312,512.4500122070312,565.9000244140625,501.6499938964844,558.7999877929688,775612,2025-01-06
2025-01-13,527.2000122070312,527.2000122070312,548.0,487.45001220703125,509.95001220703125,597663,2025-01-13
2025-01-20,490.20001220703125,490.20001220703125,539.0,487.0,536.0,424085,2025-01-20
2025-01-27,503.5,503.5,508.0,432.95001220703125,488.0,678647,2025-01-27
2025-02-03,418.8500061035156,418.8500061035156,529.0,415.3500061035156,501.0,1086590,2025-02-03
2025-02-10,389.70001220703125,389.70001220703125,428.95001220703125,383.70001220703125,424.8999938964844,720557,2025-02-10
2025-02-17,384.8999938964844,384.8999938964844,407.95001220703125,372.1499938964844,391.6499938964844,432746,2025-02-17
2025-02-24,333.3999938964844,333.3999938964844,390.0,331.1499938964844,380.04998779296875,408128,2025-02-24
2025-03-03,355.8500061035156,355.8500061035156,363.25,309.8999938964844,342.0,618835,2025-03-03
2025-03-10,313.20001220703125,313.20001220703125,360.6000061035156,311.8999938964844,355.1000061035156,414262,2025-03-10
2025-03-17,356.5,356.5,358.79998779296875,305.25,313.95001220703125,586843,2025-03-17
2025-03-24,305.8999938964844,305.8999938964844,363.0,302.45001220703125,359.95001220703125,958997,2025-03-24
2025-03-31,303.29998779296875,303.29998779296875,329.04998779296875,301.1000061035156,305.8999938964844,470931,2025-03-31
2025-04-07,294.3999938964844,294.3999938964844,298.95001220703125,270.0,273.0,350456,2025-04-07
2025-04-14,321.8999938964844,321.8999938964844,326.6499938964844,295.8999938964844,301.1499938964844,221683,2025-04-14
2025-04-21,323.45001220703125,323.45001220703125,348.3999938964844,317.1499938964844,321.8999938964844,709190,2025-04-21
2025-04-28,308.6499938964844,308.6499938964844,327.79998779296875,306.3500061035156,323.8999938964844,272958,2025-04-28
2025-05-05,299.25,299.25,318.1499938964844,289.5,310.20001220703125,349465,2025-05-05
2025-05-12,336.75,336.75,347.0,293.20001220703125,309.0,3439080,2025-05-12
2025-05-19,321.8999938964844,321.8999938964844,336.70001220703125,313.29998779296875,328.0,652232,2025-05-19
2025-05-26,322.95001220703125,322.95001220703125,326.79998779296875,313.6499938964844,321.95001220703125,450522,2025-05-26
2025-06-02,372.6000061035156,372.6000061035156,376.8999938964844,318.3500061035156,322.0,3017135,2025-06-02
2025-06-09,363.8999938964844,363.8999938964844,393.45001220703125,363.0,380.0,1696352,2025-06-09
2025-06-16,343.5,343.5,376.75,341.25,366.0,1353050,2025-06-16
2025-06-23,355.1000061035156,355.1000061035156,377.0,335.04998779296875,340.0,1015425,2025-06-23
2025-06-30,355.5,355.5,375.20001220703125,352.3500061035156,360.0,728878,2025-06-30
2025-07-07,356.0,356.0,375.0,344.45001220703125,355.5,759305,2025-07-07
2025-07-14,354.6000061035156,354.6000061035156,365.1499938964844,353.04998779296875,358.6000061035156,277319,2025-07-14
