Date,Adj Close_RAMRAT.NS,Close_RAMRAT.NS,High_RAMRAT.NS,Low_RAMRAT.NS,Open_RAMRAT.NS,Volume_RAMRAT.NS,Date
2023-09-04,325.396728515625,327.25,345.45001220703125,306.3500061035156,307.3500061035156,1541226,2023-09-04
2023-09-11,284.9769592285156,286.6000061035156,332.79998779296875,285.54998779296875,330.29998779296875,991118,2023-09-11
2023-09-18,277.8177185058594,279.3999938964844,291.1499938964844,275.29998779296875,286.6000061035156,516774,2023-09-18
2023-09-25,275.7793273925781,277.3500061035156,283.6000061035156,259.1000061035156,281.70001220703125,653790,2023-09-25
2023-10-02,270.1613464355469,271.70001220703125,281.0,263.1499938964844,277.3500061035156,303383,2023-10-02
2023-10-09,256.48919677734375,257.95001220703125,269.75,256.1000061035156,269.75,275358,2023-10-09
2023-10-16,256.8869323730469,258.3500061035156,270.25,245.60000610351562,253.0,356911,2023-10-16
2023-10-23,253.20787048339844,254.64999389648438,263.3999938964844,227.4499969482422,258.0,332223,2023-10-23
2023-10-30,260.6654052734375,262.1499938964844,264.75,248.1999969482422,254.8000030517578,173087,2023-10-30
2023-11-06,270.4596252441406,272.0,285.0,260.1000061035156,264.29998779296875,404969,2023-11-06
2023-11-13,270.2607421875,271.79998779296875,273.79998779296875,265.04998779296875,272.79998779296875,107594,2023-11-13
2023-11-20,284.33062744140625,285.95001220703125,290.0,261.54998779296875,272.8999938964844,426161,2023-11-20
2023-11-27,283.28656005859375,284.8999938964844,310.0,278.70001220703125,285.95001220703125,782251,2023-11-27
2023-12-04,293.3790588378906,295.04998779296875,304.0,280.0,287.1499938964844,363379,2023-12-04
2023-12-11,278.7623291015625,280.3500061035156,298.25,278.1000061035156,295.1000061035156,203363,2023-12-11
2023-12-18,289.749755859375,291.3999938964844,295.0,271.5,280.1000061035156,254983,2023-12-18
2023-12-25,294.47283935546875,296.1499938964844,309.8500061035156,291.3999938964844,291.3999938964844,432403,2023-12-25
2024-01-01,298.3010559082031,300.0,317.1499938964844,293.20001220703125,297.54998779296875,354881,2024-01-01
2024-01-08,311.9234924316406,313.70001220703125,321.0,293.75,300.8999938964844,465245,2024-01-08
2024-01-15,307.6478271484375,309.3999938964844,318.95001220703125,303.8999938964844,313.70001220703125,300922,2024-01-15
2024-01-22,307.5483703613281,309.29998779296875,317.8999938964844,305.8999938964844,309.3999938964844,118990,2024-01-22
2024-01-29,314.2601623535156,316.04998779296875,325.8999938964844,299.0,309.29998779296875,355054,2024-01-29
2024-02-05,299.3450927734375,301.04998779296875,308.0,291.1000061035156,302.54998779296875,369916,2024-02-05
2024-02-12,283.98260498046875,285.6000061035156,301.1000061035156,275.6499938964844,301.04998779296875,139428,2024-02-12
2024-02-19,289.9983215332031,291.6499938964844,295.0,285.25,285.6000061035156,135467,2024-02-19
2024-02-26,284.33062744140625,285.95001220703125,298.20001220703125,283.1499938964844,291.6499938964844,91965,2024-02-26
2024-03-04,279.7069396972656,281.29998779296875,292.0,271.20001220703125,289.75,66391,2024-03-04
2024-03-11,253.95362854003906,255.39999389648438,287.70001220703125,247.39999389648438,284.8500061035156,183047,2024-03-11
2024-03-18,259.9196472167969,261.3999938964844,266.04998779296875,245.6999969482422,252.4499969482422,169111,2024-03-18
2024-03-25,254.99769592285156,256.45001220703125,264.0,250.5500030517578,261.3999938964844,111766,2024-03-25
2024-04-01,279.1103515625,280.70001220703125,285.20001220703125,258.79998779296875,259.3500061035156,129525,2024-04-01
2024-04-08,293.6276550292969,295.29998779296875,309.70001220703125,279.0,280.95001220703125,214862,2024-04-08
2024-04-15,327.23626708984375,329.1000061035156,366.54998779296875,285.0,294.0,2887304,2024-04-15
2024-04-22,329.4735107421875,331.3500061035156,358.8999938964844,328.79998779296875,331.04998779296875,878321,2024-04-22
2024-04-29,381.07958984375,383.25,411.45001220703125,335.04998779296875,339.0,3550264,2024-04-29
2024-05-06,377.4005432128906,379.54998779296875,405.79998779296875,359.25,383.0,516955,2024-05-06
2024-05-13,378.3948669433594,380.54998779296875,403.0,372.20001220703125,387.79998779296875,508680,2024-05-13
2024-05-20,369.2469787597656,371.3500061035156,385.0,370.0,379.8500061035156,142492,2024-05-20
2024-05-27,351.2991943359375,353.29998779296875,379.0,351.79998779296875,365.1000061035156,183382,2024-05-27
2024-06-03,362.18719482421875,364.25,367.8999938964844,315.79998779296875,362.0,291925,2024-06-03
2024-06-10,383.26715087890625,385.45001220703125,394.1499938964844,361.0,361.04998779296875,277316,2024-06-10
2024-06-17,374.1192321777344,376.25,394.0,365.29998779296875,385.45001220703125,202044,2024-06-17
2024-06-24,382.1236267089844,384.29998779296875,413.3999938964844,371.0,373.0,714803,2024-06-24
2024-07-01,437.309326171875,439.79998779296875,452.0,383.1000061035156,388.6499938964844,1489116,2024-07-01
2024-07-08,434.6246337890625,437.1000061035156,465.0,430.0,446.3999938964844,799385,2024-07-08
2024-07-15,406.73345947265625,409.04998779296875,445.8999938964844,406.1000061035156,438.0,383249,2024-07-15
2024-07-22,428.85748291015625,431.29998779296875,448.70001220703125,392.3999938964844,402.0,313179,2024-07-22
2024-07-29,424.2835388183594,426.70001220703125,440.04998779296875,412.75,433.0,253890,2024-07-29
2024-08-05,442.7781982421875,445.29998779296875,462.0,407.1499938964844,407.1499938964844,945027,2024-08-05
2024-08-12,449.5397033691406,452.1000061035156,463.5,418.70001220703125,449.3999938964844,409747,2024-08-12
2024-08-19,509.45001220703125,509.45001220703125,521.6500244140625,455.04998779296875,464.0,1478517,2024-08-19
2024-08-26,595.5,595.5,610.0,500.0,512.9000244140625,1570681,2024-08-26
2024-09-02,643.0,643.0,670.0,590.5,600.0,951691,2024-09-02
2024-09-09,631.5499877929688,631.5499877929688,662.2000122070312,602.0499877929688,644.9500122070312,298962,2024-09-09
2024-09-16,650.25,650.25,717.0,611.4000244140625,632.0,385588,2024-09-16
2024-09-23,649.8499755859375,649.8499755859375,665.0,615.7000122070312,654.2000122070312,176264,2024-09-23
2024-09-30,680.5999755859375,680.5999755859375,690.0,639.0499877929688,648.5,455425,2024-09-30
2024-10-07,731.5499877929688,731.5499877929688,749.0,648.2000122070312,690.0,592375,2024-10-07
2024-10-14,673.5499877929688,673.5499877929688,757.7999877929688,637.7999877929688,734.9500122070312,318602,2024-10-14
2024-10-21,538.8499755859375,538.8499755859375,695.0,527.0,672.2999877929688,341457,2024-10-21
2024-10-28,614.3499755859375,614.3499755859375,625.0,518.7000122070312,539.8499755859375,186605,2024-10-28
2024-11-04,602.6500244140625,602.6500244140625,635.0,578.5499877929688,629.0,109381,2024-11-04
2024-11-11,592.0999755859375,592.0999755859375,607.1500244140625,582.1500244140625,601.7000122070312,139145,2024-11-11
2024-11-18,594.5,594.5,602.0,574.5499877929688,595.0,81451,2024-11-18
2024-11-25,594.0999755859375,594.0999755859375,611.7000122070312,575.0,599.25,71077,2024-11-25
2024-12-02,613.9500122070312,613.9500122070312,638.9500122070312,587.0,593.9500122070312,94375,2024-12-02
2024-12-09,610.5999755859375,610.5999755859375,622.9000244140625,580.1500244140625,614.9500122070312,168459,2024-12-09
2024-12-16,581.8499755859375,581.8499755859375,620.0,565.0,618.5,79251,2024-12-16
2024-12-23,576.7000122070312,576.7000122070312,587.7999877929688,560.0,583.5999755859375,55222,2024-12-23
2024-12-30,573.9500122070312,573.9500122070312,599.0,560.0,576.7000122070312,58300,2024-12-30
2025-01-06,532.7999877929688,532.7999877929688,585.6500244140625,523.5499877929688,585.6500244140625,90161,2025-01-06
2025-01-13,555.5499877929688,555.5499877929688,560.4000244140625,500.95001220703125,529.9000244140625,75343,2025-01-13
2025-01-20,520.2000122070312,520.2000122070312,586.0,515.2999877929688,558.8499755859375,125428,2025-01-20
2025-01-27,531.2000122070312,531.2000122070312,556.7000122070312,501.29998779296875,513.5,116944,2025-01-27
2025-02-03,566.25,566.25,596.0,515.6500244140625,546.5999755859375,196839,2025-02-03
2025-02-10,528.2000122070312,528.2000122070312,573.25,502.5,569.0999755859375,88661,2025-02-10
2025-02-17,550.9000244140625,550.9000244140625,563.7999877929688,482.29998779296875,520.5,253262,2025-02-17
2025-02-24,482.25,482.25,555.0,473.5,550.5,89189,2025-02-24
2025-03-03,520.5,520.5,533.5,456.6000061035156,484.0,160377,2025-03-03
2025-03-10,489.0,489.0,524.9500122070312,484.6000061035156,520.2000122070312,42770,2025-03-10
2025-03-17,530.7999877929688,530.7999877929688,535.5,482.04998779296875,490.0,105761,2025-03-17
2025-03-24,539.2999877929688,539.2999877929688,574.0,522.6500244140625,544.0,159984,2025-03-24
2025-03-31,528.4000244140625,528.4000244140625,579.9000244140625,512.5,539.2999877929688,96398,2025-03-31
2025-04-07,501.8500061035156,501.8500061035156,536.4500122070312,493.04998779296875,510.1499938964844,100820,2025-04-07
2025-04-14,524.7000122070312,524.7000122070312,531.9500122070312,501.8500061035156,501.8500061035156,57955,2025-04-14
2025-04-21,529.3499755859375,529.3499755859375,559.0,516.0499877929688,532.5499877929688,136433,2025-04-21
2025-04-28,518.9500122070312,518.9500122070312,536.2999877929688,510.3500061035156,521.4000244140625,46697,2025-04-28
2025-05-05,520.0,520.0,548.0,506.54998779296875,510.8999938964844,113584,2025-05-05
2025-05-12,572.9000244140625,572.9000244140625,592.75,524.2000122070312,524.2000122070312,222575,2025-05-12
2025-05-19,655.3499755859375,655.3499755859375,682.6500244140625,569.7000122070312,573.0,1174459,2025-05-19
2025-05-26,667.3499755859375,667.3499755859375,690.9000244140625,651.0,662.7000122070312,467470,2025-05-26
2025-06-02,689.5,689.5,704.2999877929688,657.0,667.3499755859375,348450,2025-06-02
2025-06-09,677.5999755859375,677.5999755859375,707.4000244140625,653.0,698.7000122070312,185867,2025-06-09
2025-06-16,670.9000244140625,670.9000244140625,719.2000122070312,635.1500244140625,670.7999877929688,329671,2025-06-16
2025-06-23,683.7999877929688,683.7999877929688,707.0,658.4500122070312,666.0,179212,2025-06-23
2025-06-30,679.0499877929688,679.0499877929688,699.0,665.0,680.0,123085,2025-06-30
2025-07-07,651.9500122070312,651.9500122070312,685.8499755859375,646.5999755859375,685.8499755859375,143685,2025-07-07
2025-07-14,650.5,650.5,664.2000122070312,645.0,645.4500122070312,28452,2025-07-14
