Date,Adj Close_RAMRAT.NS,Close_RAMRAT.NS,High_RAMRAT.NS,Low_RAMRAT.NS,Open_RAMRAT.NS,Volume_RAMRAT.NS,Date
2022-07-25,114.32465362548828,118.0250015258789,124.4000015258789,113.82499694824219,113.82499694824219,158816,2022-07-25
2022-08-01,135.34429931640625,139.72500610351562,157.0,120.5,124.0,2098364,2022-08-01
2022-08-08,134.64202880859375,139.0,151.89999389648438,131.125,141.875,712914,2022-08-08
2022-08-15,134.54515075683594,138.89999389648438,145.5,136.52499389648438,139.0,391556,2022-08-15
2022-08-22,153.19163513183594,158.14999389648438,159.0,135.5500030517578,142.5,1461062,2022-08-22
2022-08-29,176.34434509277344,178.8000030517578,191.75,155.0,159.0,1895328,2022-08-29
2022-09-05,207.6829376220703,210.5749969482422,210.5749969482422,175.5500030517578,182.6999969482422,1636256,2022-09-05
2022-09-12,216.97850036621094,220.0,255.9250030517578,205.25,216.5,3059850,2022-09-12
2022-09-19,227.4329376220703,230.60000610351562,235.5,198.5500030517578,213.8000030517578,1917014,2022-09-19
2022-09-26,208.89111328125,211.8000030517578,232.39999389648438,208.125,232.39999389648438,881442,2022-09-26
2022-10-03,195.57652282714844,198.3000030517578,221.10000610351562,198.3000030517578,210.0,261377,2022-10-03
2022-10-10,202.13519287109375,204.9499969482422,234.8000030517578,182.35000610351562,192.60000610351562,1589107,2022-10-10
2022-10-17,201.54344177246094,204.35000610351562,227.5,192.5500030517578,205.0,730387,2022-10-17
2022-10-24,197.69700622558594,200.4499969482422,210.0,199.0,204.8000030517578,172425,2022-10-24
2022-10-31,194.34368896484375,197.0500030517578,207.10000610351562,194.0,203.9499969482422,216934,2022-10-31
2022-11-07,173.0896759033203,175.5,202.39999389648438,172.3000030517578,199.89999389648438,364116,2022-11-07
2022-11-14,174.125244140625,176.5500030517578,204.39999389648438,174.39999389648438,185.0,626232,2022-11-14
2022-11-21,182.015380859375,184.5500030517578,188.4499969482422,172.9499969482422,176.5,231339,2022-11-21
2022-11-28,177.2319793701172,179.6999969482422,188.0500030517578,175.9499969482422,184.39999389648438,147026,2022-11-28
2022-12-05,179.59902954101562,182.10000610351562,185.0,177.0,185.0,150906,2022-12-05
2022-12-12,173.43487548828125,175.85000610351562,184.0,174.5500030517578,183.5,149965,2022-12-12
2022-12-19,147.59469604492188,149.64999389648438,180.14999389648438,148.0500030517578,175.8000030517578,237005,2022-12-19
2022-12-26,164.4105224609375,166.6999969482422,171.64999389648438,149.0,149.64999389648438,187483,2022-12-26
2023-01-02,166.28443908691406,168.60000610351562,178.0,165.0,169.9499969482422,124388,2023-01-02
2023-01-09,160.21890258789062,162.4499969482422,171.0,160.1999969482422,169.0500030517578,75486,2023-01-09
2023-01-16,159.13401794433594,161.35000610351562,169.8000030517578,158.8000030517578,162.4499969482422,160677,2023-01-16
2023-01-23,154.25198364257812,156.39999389648438,164.8000030517578,155.10000610351562,161.89999389648438,76557,2023-01-23
2023-01-30,156.52040100097656,158.6999969482422,163.89999389648438,154.85000610351562,156.39999389648438,114044,2023-01-30
2023-02-06,158.39431762695312,160.60000610351562,173.39999389648438,154.0,163.89999389648438,215967,2023-02-06
2023-02-13,155.43551635742188,157.60000610351562,163.0,155.0,160.60000610351562,95471,2023-02-13
2023-02-20,152.9205322265625,155.0500030517578,160.0,153.0500030517578,157.60000610351562,69844,2023-02-20
2023-02-27,150.2082977294922,152.3000030517578,155.5500030517578,149.9499969482422,155.0500030517578,118010,2023-02-27
2023-03-06,175.11151123046875,177.5500030517578,180.0,151.0500030517578,151.0500030517578,432255,2023-03-06
2023-03-13,160.26820373535156,162.5,177.5500030517578,157.5500030517578,177.5,129826,2023-03-13
2023-03-20,162.0435028076172,164.3000030517578,173.8000030517578,160.3000030517578,162.0,128358,2023-03-20
2023-03-27,155.92864990234375,158.10000610351562,165.0,157.60000610351562,164.0,135853,2023-03-27
2023-04-03,192.7656707763672,195.4499969482422,207.39999389648438,159.3000030517578,159.3000030517578,665663,2023-04-03
2023-04-10,194.3930206298828,197.10000610351562,204.8000030517578,188.1999969482422,198.9499969482422,394020,2023-04-10
2023-04-17,184.62896728515625,187.1999969482422,200.8000030517578,186.0,198.85000610351562,169436,2023-04-17
2023-04-24,191.5328369140625,194.1999969482422,196.9499969482422,186.5,189.60000610351562,146290,2023-04-24
2023-05-01,189.954833984375,192.60000610351562,200.0,190.0,194.1999969482422,118744,2023-05-01
2023-05-08,192.8643035888672,195.5500030517578,209.6999969482422,192.0,200.0,369076,2023-05-08
2023-05-15,198.3873748779297,201.14999389648438,204.0,193.25,194.60000610351562,224885,2023-05-15
2023-05-22,196.3655548095703,199.10000610351562,208.89999389648438,195.64999389648438,197.60000610351562,188554,2023-05-22
2023-05-29,213.7238311767578,216.6999969482422,230.0,193.9499969482422,195.3000030517578,839838,2023-05-29
2023-06-05,257.7606201171875,261.3500061035156,272.70001220703125,219.89999389648438,224.0,2225402,2023-06-05
2023-06-12,275.2668151855469,279.1000061035156,295.0,263.1000061035156,264.45001220703125,1381244,2023-06-12
2023-06-19,302.0932312011719,306.29998779296875,317.70001220703125,272.95001220703125,281.8999938964844,823608,2023-06-19
2023-06-26,273.73809814453125,277.54998779296875,310.20001220703125,272.5,309.5,478542,2023-06-26
2023-07-03,284.2418518066406,288.20001220703125,309.0,279.1000061035156,279.1000061035156,452253,2023-07-03
2023-07-10,281.82550048828125,285.75,305.0,282.1000061035156,290.04998779296875,340892,2023-07-10
2023-07-17,313.879150390625,318.25,323.3999938964844,285.0,285.8999938964844,1074056,2023-07-17
2023-07-24,308.2574157714844,312.54998779296875,332.95001220703125,310.6000061035156,319.0,724951,2023-07-24
2023-07-31,303.9178466796875,308.1499938964844,320.5,291.3500061035156,313.0,406769,2023-07-31
2023-08-07,297.5564270019531,301.70001220703125,323.8500061035156,292.79998779296875,319.54998779296875,497323,2023-08-07
2023-08-14,276.7955017089844,280.6499938964844,302.04998779296875,279.04998779296875,302.0,259620,2023-08-14
2023-08-21,274.3791809082031,278.20001220703125,289.0,273.75,280.6499938964844,296563,2023-08-21
2023-08-28,303.6219787597656,307.8500061035156,327.45001220703125,274.8500061035156,280.0,2054145,2023-08-28
