Date,Adj Close_GRAPHITE.NS,Close_GRAPHITE.NS,High_GRAPHITE.NS,Low_GRAPHITE.NS,Open_GRAPHITE.NS,Volume_GRAPHITE.NS,Date
2021-08-23,604.3062744140625,644.9500122070312,648.0,585.5,624.0,2256733,2021-08-23
2021-08-30,600.370849609375,640.75,655.0,633.0,649.4000244140625,1152123,2021-08-30
2021-09-06,590.813720703125,630.5499877929688,661.0,626.4000244140625,638.2000122070312,1030449,2021-09-06
2021-09-13,583.13037109375,622.3499755859375,645.5499877929688,619.5,630.0,1358081,2021-09-13
2021-09-20,563.1726684570312,601.0499877929688,645.0,592.25,620.5,2032277,2021-09-20
2021-09-27,561.3455200195312,599.0999755859375,629.7999877929688,585.2999877929688,600.5,2633331,2021-09-27
2021-10-04,564.6719360351562,602.6500244140625,628.0,593.0,600.0,6194334,2021-10-04
2021-10-11,564.0628662109375,602.0,612.0,597.1500244140625,607.0,1826588,2021-10-11
2021-10-18,515.9956665039062,550.7000122070312,634.3499755859375,545.0,606.9500122070312,5246328,2021-10-18
2021-10-25,502.5968933105469,536.4000244140625,585.0,512.0,555.0999755859375,3202315,2021-10-25
2021-11-01,491.2593994140625,524.2999877929688,559.5999755859375,511.0,539.7999877929688,2105723,2021-11-01
2021-11-08,494.4919738769531,527.75,568.0,508.5,527.1500244140625,5190845,2021-11-08
2021-11-15,449.65740966796875,479.8999938964844,532.0,476.04998779296875,532.0,1924828,2021-11-15
2021-11-22,404.6822814941406,431.8999938964844,485.04998779296875,428.54998779296875,482.8500061035156,3297436,2021-11-22
2021-11-29,391.3771667480469,417.70001220703125,434.0,403.20001220703125,430.0,3051717,2021-11-29
2021-12-06,408.6644592285156,436.1499938964844,447.3500061035156,409.1000061035156,419.29998779296875,4008380,2021-12-06
2021-12-13,394.8908386230469,421.45001220703125,439.8999938964844,403.6000061035156,437.8999938964844,3020713,2021-12-13
2021-12-20,381.7731018066406,407.45001220703125,424.0,404.1000061035156,415.0,3188054,2021-12-20
2021-12-27,476.8767395019531,508.95001220703125,544.0,396.0,407.0,27350655,2021-12-27
2022-01-03,476.0334167480469,508.04998779296875,543.0,495.29998779296875,515.0,8189745,2022-01-03
2022-01-10,518.338134765625,553.2000122070312,569.0,503.0,511.25,12221499,2022-01-10
2022-01-17,482.9671325683594,515.4500122070312,573.0,510.5,554.0,6750259,2022-01-17
2022-01-24,456.8721618652344,487.6000061035156,516.0999755859375,462.1000061035156,515.0,3578723,2022-01-24
2022-01-31,505.1266784667969,539.0999755859375,554.0,484.0,494.20001220703125,6900959,2022-01-31
2022-02-07,482.9671325683594,515.4500122070312,543.0,507.0,539.0999755859375,4717461,2022-02-07
2022-02-14,458.5587463378906,489.3999938964844,518.8499755859375,475.3999938964844,505.0,5332430,2022-02-14
2022-02-21,421.0326232910156,449.3500061035156,492.54998779296875,419.0,489.04998779296875,3844679,2022-02-21
2022-02-28,442.6769104003906,472.45001220703125,496.6000061035156,435.0,435.0,4514529,2022-02-28
2022-03-07,472.42608642578125,504.20001220703125,514.0,455.0,455.75,7516023,2022-03-07
2022-03-14,460.94805908203125,491.95001220703125,511.45001220703125,486.5,504.5,2427156,2022-03-14
2022-03-21,490.3692321777344,523.3499755859375,542.5,490.5,497.8999938964844,10691916,2022-03-21
2022-03-28,483.90411376953125,516.4500122070312,526.6500244140625,500.0,524.2000122070312,5497300,2022-03-28
2022-04-04,533.423583984375,569.2999877929688,579.75,515.9000244140625,519.0,12237230,2022-04-04
2022-04-11,519.6968383789062,554.6500244140625,587.0,552.5999755859375,572.0,3874140,2022-04-11
2022-04-18,516.6046752929688,551.3499755859375,581.0,527.0499877929688,549.0,6461692,2022-04-18
2022-04-25,495.6632080078125,529.0,547.5,517.0,545.0,2783622,2022-04-25
2022-05-02,449.6105651855469,479.8500061035156,524.9000244140625,475.70001220703125,523.7000122070312,2217945,2022-05-02
2022-05-09,420.51727294921875,448.79998779296875,473.95001220703125,425.0,473.0,2411526,2022-05-09
2022-05-16,441.92730712890625,471.6499938964844,483.04998779296875,440.45001220703125,448.8999938964844,1866487,2022-05-16
2022-05-23,411.9438781738281,439.6499938964844,479.0,420.3500061035156,471.6499938964844,2241411,2022-05-23
2022-05-30,424.31207275390625,452.8500061035156,467.0,440.0,441.1000061035156,2452561,2022-05-30
2022-06-06,401.2622985839844,428.25,456.25,426.5,453.0,1310452,2022-06-06
2022-06-13,355.0222473144531,378.8999938964844,422.04998779296875,375.25,419.0,1436319,2022-06-13
2022-06-20,358.2079772949219,382.29998779296875,389.79998779296875,350.0,383.0,2153525,2022-06-20
2022-06-27,364.3452453613281,388.8500061035156,398.8999938964844,383.20001220703125,385.95001220703125,1436965,2022-06-27
2022-07-04,388.4256591796875,414.54998779296875,418.6499938964844,383.79998779296875,387.0,2004436,2022-07-04
2022-07-11,366.07867431640625,390.70001220703125,424.3999938964844,388.20001220703125,409.0,1954887,2022-07-11
2022-07-18,388.23828125,414.3500061035156,421.6000061035156,387.0,393.8999938964844,3340037,2022-07-18
2022-07-25,399.3415222167969,426.20001220703125,429.0,398.1000061035156,404.75,3547091,2022-07-25
2022-08-01,401.3923645019531,418.04998779296875,460.0,410.8999938964844,427.95001220703125,7450579,2022-08-01
2022-08-08,380.7010803222656,396.5,418.8999938964844,390.0,416.8999938964844,2684097,2022-08-08
2022-08-15,389.9665222167969,406.1499938964844,414.45001220703125,396.5,396.5,2737442,2022-08-15
2022-08-22,389.7745361328125,405.95001220703125,416.70001220703125,397.45001220703125,405.0,1947498,2022-08-22
2022-08-29,390.1105651855469,406.29998779296875,418.04998779296875,396.6499938964844,397.0,1556907,2022-08-29
2022-09-05,386.3179626464844,402.3500061035156,416.70001220703125,401.04998779296875,406.3999938964844,2007011,2022-09-05
2022-09-12,370.5714416503906,385.95001220703125,409.04998779296875,384.0,405.1000061035156,2850063,2022-09-12
2022-09-19,353.3846740722656,368.04998779296875,394.0,366.5,386.0,1913770,2022-09-19
2022-09-26,341.9108581542969,356.1000061035156,366.75,348.25,365.8999938964844,1944859,2022-09-26
2022-10-03,358.76153564453125,373.6499938964844,388.79998779296875,354.25,355.8999938964844,3226033,2022-10-03
2022-10-10,345.5594177246094,359.8999938964844,372.1000061035156,353.54998779296875,370.0,1701702,2022-10-10
2022-10-17,342.822998046875,357.04998779296875,369.95001220703125,353.20001220703125,358.8500061035156,1678840,2022-10-17
2022-10-24,340.8066711425781,354.95001220703125,362.29998779296875,353.5,360.8999938964844,544124,2022-10-24
2022-10-31,345.8954772949219,360.25,364.5,351.25,356.79998779296875,1399500,2022-10-31
2022-11-07,349.5920715332031,364.1000061035156,370.75,353.6000061035156,362.1000061035156,1721337,2022-11-07
2022-11-14,374.7001037597656,390.25,393.8999938964844,360.95001220703125,365.95001220703125,7166339,2022-11-14
2022-11-21,365.29058837890625,380.45001220703125,390.25,369.8999938964844,388.79998779296875,3018406,2022-11-21
2022-11-28,375.708251953125,391.29998779296875,402.5,375.1000061035156,379.0,5345105,2022-11-28
2022-12-05,375.42022705078125,391.0,408.0,385.0,392.8999938964844,3152548,2022-12-05
2022-12-12,377.00445556640625,392.6499938964844,413.3999938964844,387.20001220703125,391.79998779296875,3234147,2022-12-12
2022-12-19,337.63812255859375,351.6499938964844,397.25,350.04998779296875,392.95001220703125,1690205,2022-12-19
2022-12-26,358.4735107421875,373.3500061035156,384.6000061035156,351.29998779296875,352.04998779296875,2470068,2022-12-26
2023-01-02,362.5061340332031,377.54998779296875,392.75,372.6000061035156,374.95001220703125,2473327,2023-01-02
2023-01-09,361.9780578613281,377.0,383.25,370.20001220703125,379.8999938964844,1301887,2023-01-09
2023-01-16,352.8565979003906,367.5,391.8999938964844,361.75,378.8999938964844,2725039,2023-01-16
2023-01-23,334.8056945800781,348.70001220703125,370.5,345.04998779296875,368.04998779296875,940084,2023-01-23
2023-01-30,324.820068359375,338.29998779296875,356.8999938964844,336.0,348.20001220703125,1533772,2023-01-30
2023-02-06,317.4748840332031,330.6499938964844,344.70001220703125,326.29998779296875,338.0,1828958,2023-02-06
2023-02-13,305.6650390625,318.3500061035156,332.1000061035156,310.29998779296875,331.70001220703125,1312397,2023-02-13
2023-02-20,286.9900207519531,298.8999938964844,319.70001220703125,298.0,319.70001220703125,1338043,2023-02-20
2023-02-27,282.38128662109375,294.1000061035156,299.95001220703125,287.04998779296875,298.20001220703125,1662131,2023-02-27
2023-03-06,283.77349853515625,295.54998779296875,306.8999938964844,293.29998779296875,295.70001220703125,1893378,2023-03-06
2023-03-13,268.6990966796875,279.8500061035156,297.0,274.0,296.20001220703125,1579847,2023-03-13
2023-03-20,259.3855895996094,270.1499938964844,283.0,269.0,279.0,1264113,2023-03-20
2023-03-27,252.08840942382812,262.54998779296875,270.0,251.6999969482422,270.0,2155252,2023-03-27
2023-04-03,256.60113525390625,267.25,283.6499938964844,264.29998779296875,264.29998779296875,3920433,2023-04-03
2023-04-10,267.306884765625,278.3999938964844,290.45001220703125,263.25,268.3999938964844,14647436,2023-04-10
2023-04-17,277.1004638671875,288.6000061035156,293.79998779296875,267.20001220703125,275.0,15684113,2023-04-17
2023-04-24,284.9256896972656,296.75,298.25,284.25,288.0,6608057,2023-04-24
2023-05-01,311.13787841796875,324.04998779296875,334.0,296.45001220703125,296.75,11359399,2023-05-01
2023-05-08,319.2991943359375,332.54998779296875,337.3999938964844,320.6499938964844,325.20001220703125,5359664,2023-05-08
2023-05-15,327.8446044921875,341.45001220703125,359.8999938964844,333.20001220703125,334.04998779296875,6527911,2023-05-15
2023-05-22,314.2583923339844,327.29998779296875,344.3999938964844,321.8999938964844,342.5,3002260,2023-05-22
2023-05-29,360.4898376464844,375.45001220703125,381.0,310.0,330.1000061035156,17957135,2023-05-29
2023-06-05,362.36212158203125,377.3999938964844,389.0,370.25,379.0,12835088,2023-06-05
2023-06-12,390.6866760253906,406.8999938964844,419.0,372.5,379.25,16193074,2023-06-12
2023-06-19,377.58056640625,393.25,431.70001220703125,391.6000061035156,408.95001220703125,10420174,2023-06-19
2023-06-26,384.3016357421875,400.25,411.04998779296875,390.3999938964844,395.20001220703125,4554517,2023-06-26
2023-07-03,389.24639892578125,405.3999938964844,413.6499938964844,392.8999938964844,401.0,4057886,2023-07-03
2023-07-10,399.23199462890625,415.79998779296875,423.8500061035156,400.54998779296875,406.0,5425893,2023-07-10
2023-07-17,392.8470153808594,409.1499938964844,422.79998779296875,407.0,418.3999938964844,3993104,2023-07-17
2023-07-24,413.82757568359375,422.20001220703125,427.20001220703125,404.95001220703125,409.1000061035156,6966721,2023-07-24
2023-07-31,434.6561584472656,443.45001220703125,447.0,415.1000061035156,425.0,8624759,2023-07-31
2023-08-07,422.3550109863281,430.8999938964844,471.6000061035156,412.25,449.0,11013167,2023-08-07
2023-08-14,423.09014892578125,431.6499938964844,444.6000061035156,420.1000061035156,428.0,2820870,2023-08-14
2023-08-21,448.9176330566406,458.0,473.0,439.29998779296875,440.45001220703125,7293063,2023-08-21
2023-08-28,467.0997619628906,476.54998779296875,487.29998779296875,457.29998779296875,460.3999938964844,5339784,2023-08-28
2023-09-04,508.0218200683594,518.2999877929688,547.0,468.20001220703125,478.8999938964844,18643554,2023-09-04
2023-09-11,496.7498779296875,506.79998779296875,523.9500122070312,477.0,523.5,7406842,2023-09-11
2023-09-18,484.2037353515625,494.0,523.6500244140625,485.8999938964844,505.8999938964844,5134282,2023-09-18
2023-09-25,482.2923889160156,492.04998779296875,501.8999938964844,478.1000061035156,495.0,2443526,2023-09-25
2023-10-02,494.0544128417969,504.04998779296875,516.9000244140625,489.5,492.04998779296875,6639993,2023-10-02
2023-10-09,487.5362854003906,497.3999938964844,516.5499877929688,483.0,495.04998779296875,6013345,2023-10-09
2023-10-16,480.4790954589844,490.20001220703125,507.0,482.1499938964844,500.1000061035156,3381276,2023-10-16
2023-10-23,451.02496337890625,460.1499938964844,500.0,434.20001220703125,493.25,3928679,2023-10-23
2023-10-30,450.0938415527344,459.20001220703125,474.8999938964844,457.0,460.3500061035156,2349992,2023-10-30
2023-11-06,455.1416931152344,464.3500061035156,473.0,445.0,460.29998779296875,2613693,2023-11-06
2023-11-13,473.17681884765625,482.75,491.79998779296875,463.45001220703125,467.0,4278128,2023-11-13
2023-11-20,465.4334716796875,474.8500061035156,486.0,467.0,483.1499938964844,1786601,2023-11-20
2023-11-27,498.2201232910156,508.29998779296875,517.9500122070312,469.1000061035156,474.8500061035156,10292324,2023-11-27
2023-12-04,496.4068298339844,506.45001220703125,534.0,501.04998779296875,514.4000244140625,8465913,2023-12-04
2023-12-11,532.281005859375,543.0499877929688,546.5999755859375,507.45001220703125,507.8500061035156,9670315,2023-12-11
2023-12-18,516.206298828125,526.6500244140625,568.5,499.1499938964844,546.0,8789914,2023-12-18
2023-12-25,539.2892456054688,550.2000122070312,572.0,526.5,526.6500244140625,7963711,2023-12-25
2024-01-01,533.80029296875,544.5999755859375,559.2000122070312,535.0,550.2000122070312,4265396,2024-01-01
2024-01-08,544.3370971679688,555.3499755859375,575.9500122070312,530.4000244140625,546.0,8572890,2024-01-08
2024-01-15,532.7221069335938,543.5,572.4000244140625,527.5499877929688,557.0,6061618,2024-01-15
2024-01-22,519.73486328125,530.25,551.5999755859375,512.25,543.5,1648499,2024-01-22
2024-01-29,541.49462890625,552.4500122070312,573.5999755859375,525.0,534.0,4204291,2024-01-29
2024-02-05,572.4679565429688,584.0499877929688,626.4000244140625,548.7999877929688,552.4500122070312,19510275,2024-02-05
2024-02-12,564.6755981445312,576.0999755859375,601.8499755859375,525.9000244140625,588.0,7586895,2024-02-12
2024-02-19,588.4447021484375,600.3499755859375,624.9000244140625,537.75,577.0,19382852,2024-02-19
2024-02-26,590.3560791015625,602.2999877929688,623.0,576.5,603.0,6573315,2024-02-26
2024-03-04,626.0342407226562,638.7000122070312,646.2999877929688,592.5,611.0,13569656,2024-03-04
2024-03-11,603.4903564453125,615.7000122070312,652.3499755859375,587.0999755859375,640.0,13030377,2024-03-11
2024-03-18,604.4215087890625,616.6500244140625,644.4000244140625,581.0999755859375,617.4500122070312,13409838,2024-03-18
2024-03-25,591.581298828125,603.5499877929688,622.0,601.0,616.6500244140625,2558622,2024-03-25
2024-04-01,645.7846069335938,658.8499755859375,673.7999877929688,606.2000122070312,607.5999755859375,12752394,2024-04-01
2024-04-08,642.2560424804688,655.25,694.75,651.1500244140625,661.0,11457260,2024-04-08
2024-04-15,660.1441650390625,673.5,695.0,625.0,648.5999755859375,13042254,2024-04-15
2024-04-22,671.318115234375,684.9000244140625,709.4000244140625,673.5999755859375,679.8499755859375,9259232,2024-04-22
2024-04-29,643.4812622070312,656.5,695.0,654.0499877929688,689.2999877929688,3605747,2024-04-29
2024-05-06,550.7572631835938,561.9000244140625,663.0999755859375,551.9000244140625,658.8499755859375,9112663,2024-05-06
2024-05-13,606.3818969726562,618.6500244140625,624.5,546.5499877929688,565.5,6387612,2024-05-13
2024-05-20,577.1727905273438,588.8499755859375,624.5999755859375,586.3499755859375,602.9000244140625,4976224,2024-05-20
2024-05-27,554.1878662109375,565.4000244140625,595.5999755859375,561.5499877929688,590.0,4307713,2024-05-27
2024-06-03,555.8051147460938,567.0499877929688,585.5499877929688,513.4500122070312,585.0,3632947,2024-06-03
2024-06-10,560.7059326171875,572.0499877929688,584.7999877929688,566.0,570.5,2229942,2024-06-10
2024-06-17,576.2416381835938,587.9000244140625,608.0,568.5999755859375,572.0499877929688,6616743,2024-06-17
2024-06-24,550.2671508789062,561.4000244140625,592.6500244140625,560.2000122070312,586.0999755859375,2272624,2024-06-24
2024-07-01,560.3139038085938,571.6500244140625,587.1500244140625,560.0,560.0,3181564,2024-07-01
2024-07-08,550.4141845703125,561.5499877929688,576.5,551.0,573.0,4173615,2024-07-08
2024-07-15,520.7640380859375,531.2999877929688,569.7000122070312,527.0,563.0,2977387,2024-07-15
2024-07-22,520.6500244140625,520.6500244140625,535.9000244140625,496.95001220703125,528.0,4054901,2024-07-22
2024-07-29,512.5999755859375,512.5999755859375,552.0,509.20001220703125,525.0,10520187,2024-07-29
2024-08-05,519.75,519.75,533.0,485.1499938964844,502.3500061035156,9105751,2024-08-05
2024-08-12,528.8499755859375,528.8499755859375,556.2999877929688,498.04998779296875,535.0,5328927,2024-08-12
2024-08-19,531.75,531.75,548.0,528.5,531.7000122070312,3211636,2024-08-19
2024-08-26,517.0999755859375,517.0999755859375,540.7999877929688,515.2000122070312,535.0,2205829,2024-08-26
2024-09-02,504.25,504.25,520.9000244140625,502.75,519.2999877929688,2205103,2024-09-02
2024-09-09,526.0,526.0,531.5999755859375,494.95001220703125,504.25,3169338,2024-09-09
2024-09-16,586.5999755859375,586.5999755859375,598.4500122070312,528.0,529.0,28458556,2024-09-16
2024-09-23,588.75,588.75,623.3499755859375,578.5499877929688,589.0,16735303,2024-09-23
2024-09-30,576.4000244140625,576.4000244140625,608.5999755859375,562.0499877929688,587.5,4316785,2024-09-30
2024-10-07,579.0499877929688,579.0499877929688,596.7999877929688,529.5999755859375,577.0499877929688,5625383,2024-10-07
2024-10-14,573.0999755859375,573.0999755859375,602.4000244140625,562.3499755859375,580.0,5183556,2024-10-14
2024-10-21,494.20001220703125,494.20001220703125,578.7000122070312,491.20001220703125,574.9500122070312,2878267,2024-10-21
2024-10-28,530.8499755859375,530.8499755859375,535.3499755859375,490.0,494.45001220703125,1693792,2024-10-28
2024-11-04,519.7000122070312,519.7000122070312,545.5499877929688,509.8500061035156,530.7999877929688,1645311,2024-11-04
2024-11-11,484.6499938964844,484.6499938964844,535.0,482.0,519.0,2567456,2024-11-11
2024-11-18,470.8500061035156,470.8500061035156,493.6000061035156,460.04998779296875,486.0,1585637,2024-11-18
2024-11-25,521.5,521.5,524.7000122070312,477.04998779296875,478.70001220703125,3249344,2024-11-25
2024-12-02,558.1500244140625,558.1500244140625,614.4000244140625,514.9500122070312,517.5499877929688,35898312,2024-12-02
2024-12-09,565.25,565.25,577.0,552.0499877929688,559.0,6932739,2024-12-09
2024-12-16,563.5499877929688,563.5499877929688,575.2999877929688,546.0,568.75,6317265,2024-12-16
2024-12-23,560.4500122070312,560.4500122070312,573.5999755859375,549.0,563.5499877929688,2583338,2024-12-23
2024-12-30,570.2999877929688,570.2999877929688,585.9000244140625,551.2000122070312,564.5999755859375,5537049,2024-12-30
2025-01-06,525.25,525.25,571.0,522.9500122070312,571.0,3491554,2025-01-06
2025-01-13,511.75,511.75,525.0,492.79998779296875,518.5,2566445,2025-01-13
2025-01-20,501.1000061035156,501.1000061035156,517.4000244140625,482.1000061035156,514.9000244140625,1939382,2025-01-20
2025-01-27,480.45001220703125,480.45001220703125,496.04998779296875,458.0,495.0,1992351,2025-01-27
2025-02-03,496.45001220703125,496.45001220703125,520.5999755859375,466.54998779296875,469.95001220703125,2859265,2025-02-03
2025-02-10,409.29998779296875,409.29998779296875,496.45001220703125,402.5,496.3999938964844,4490483,2025-02-10
2025-02-17,420.3999938964844,420.3999938964844,429.3999938964844,385.1499938964844,407.0,3544629,2025-02-17
2025-02-24,391.45001220703125,391.45001220703125,422.79998779296875,382.5,419.5,1694233,2025-02-24
2025-03-03,412.8500061035156,412.8500061035156,422.5,365.75,387.0,3713877,2025-03-03
2025-03-10,441.45001220703125,441.45001220703125,444.3500061035156,396.25,412.8500061035156,4775067,2025-03-10
2025-03-17,464.1499938964844,464.1499938964844,469.04998779296875,435.1000061035156,443.0,1588543,2025-03-17
2025-03-24,477.95001220703125,477.95001220703125,525.0,458.0,466.0,37396722,2025-03-24
2025-03-31,479.79998779296875,479.79998779296875,506.95001220703125,472.5,477.95001220703125,2613388,2025-03-31
2025-04-07,451.79998779296875,451.79998779296875,469.6499938964844,411.0,422.0,2164369,2025-04-07
2025-04-14,482.1000061035156,482.1000061035156,487.5,451.79998779296875,451.79998779296875,1931988,2025-04-14
2025-04-21,461.8999938964844,461.8999938964844,494.3999938964844,458.20001220703125,482.1000061035156,1841831,2025-04-21
2025-04-28,447.8500061035156,447.8500061035156,476.8999938964844,446.1000061035156,462.29998779296875,1287042,2025-04-28
2025-05-05,436.8500061035156,436.8500061035156,476.0,432.0,449.79998779296875,2087939,2025-05-05
2025-05-12,486.3999938964844,486.3999938964844,497.5,447.95001220703125,447.95001220703125,3987302,2025-05-12
2025-05-19,539.4000244140625,539.4000244140625,576.0,487.1499938964844,487.1499938964844,28872262,2025-05-19
2025-05-26,546.1500244140625,546.1500244140625,568.5,529.0,542.7999877929688,7461815,2025-05-26
2025-06-02,542.0,542.0,592.7000122070312,539.7999877929688,545.75,9655972,2025-06-02
2025-06-09,523.3499755859375,523.3499755859375,567.5,521.0499877929688,545.0,3974370,2025-06-09
2025-06-16,545.0,545.0,558.9000244140625,512.5999755859375,523.4500122070312,4108359,2025-06-16
2025-06-23,569.75,569.75,582.0,536.9500122070312,545.0,6775985,2025-06-23
2025-06-30,564.2999877929688,564.2999877929688,584.0499877929688,558.4000244140625,571.9000244140625,3931825,2025-06-30
2025-07-07,562.4000244140625,562.4000244140625,575.5999755859375,548.7999877929688,565.0499877929688,2255548,2025-07-07
2025-07-14,584.6500244140625,584.6500244140625,597.9000244140625,562.0999755859375,565.1500244140625,5977575,2025-07-14
