Date,Adj Close_ORIENTCEM.NS,Close_ORIENTCEM.NS,High_ORIENTCEM.NS,Low_ORIENTCEM.NS,Open_ORIENTCEM.NS,Volume_ORIENTCEM.NS,Date
2020-07-13,65.33302307128906,69.69999694824219,70.19999694824219,63.0,63.20000076293945,1478825,2020-07-13
2020-07-20,63.03651428222656,67.25,72.94999694824219,67.0,71.8499984741211,2009632,2020-07-20
2020-07-27,60.985450744628906,64.3499984741211,68.0,63.599998474121094,67.30000305175781,1741927,2020-07-27
2020-08-03,67.14559173583984,70.8499984741211,71.5,63.20000076293945,64.1500015258789,2491353,2020-08-03
2020-08-10,64.01813507080078,67.55000305175781,72.5999984741211,66.80000305175781,71.5,1021937,2020-08-10
2020-08-17,67.7142333984375,71.44999694824219,73.9000015258789,66.5999984741211,69.0,2077067,2020-08-17
2020-08-24,65.53448486328125,69.1500015258789,72.80000305175781,68.9000015258789,72.0,1268556,2020-08-24
2020-08-31,61.3171501159668,64.69999694824219,70.0,63.29999923706055,69.30000305175781,1194862,2020-08-31
2020-09-07,57.810604095458984,61.0,65.3499984741211,58.400001525878906,64.05000305175781,935255,2020-09-07
2020-09-14,59.184791564941406,62.45000076293945,65.80000305175781,61.099998474121094,61.900001525878906,1528360,2020-09-14
2020-09-21,60.36943817138672,63.70000076293945,64.4000015258789,56.20000076293945,61.349998474121094,1173571,2020-09-21
2020-09-28,57.6684455871582,60.849998474121094,64.4000015258789,60.150001525878906,63.5,737172,2020-09-28
2020-10-05,55.58347702026367,58.650001525878906,62.45000076293945,58.099998474121094,61.5,1583743,2020-10-05
2020-10-12,54.49360275268555,57.5,60.5,56.849998474121094,58.650001525878906,1672828,2020-10-12
2020-10-19,62.45440673828125,65.9000015258789,67.5,57.599998474121094,58.20000076293945,5594467,2020-10-19
2020-10-26,61.222381591796875,64.5999984741211,69.3499984741211,63.20000076293945,66.3499984741211,6189460,2020-10-26
2020-11-02,61.45930099487305,64.8499984741211,66.4000015258789,60.599998474121094,65.1500015258789,2532781,2020-11-02
2020-11-09,64.87108612060547,68.44999694824219,68.9000015258789,64.4000015258789,65.19999694824219,3237484,2020-11-09
2020-11-16,66.29264831542969,69.94999694824219,72.4000015258789,67.69999694824219,67.69999694824219,4129277,2020-11-16
2020-11-23,67.90377807617188,71.6500015258789,71.9000015258789,68.5,70.5999984741211,1883269,2020-11-23
2020-11-30,74.39561462402344,78.5,80.9000015258789,71.6500015258789,71.6500015258789,4687940,2020-11-30
2020-12-07,74.39561462402344,78.5,82.25,76.1500015258789,79.3499984741211,3703612,2020-12-07
2020-12-14,81.88256072998047,86.4000015258789,89.25,76.5,79.0,8911808,2020-12-14
2020-12-21,79.2763442993164,83.6500015258789,88.3499984741211,77.0,87.25,3757202,2020-12-21
2020-12-28,82.97245025634766,87.55000305175781,88.69999694824219,82.19999694824219,83.0,3642478,2020-12-28
2021-01-04,84.34662628173828,89.0,91.19999694824219,83.80000305175781,88.30000305175781,4372771,2021-01-04
2021-01-11,77.760009765625,82.05000305175781,89.30000305175781,81.19999694824219,89.30000305175781,2725032,2021-01-11
2021-01-18,77.42829895019531,81.69999694824219,85.0,79.0,83.9000015258789,1424283,2021-01-18
2021-01-25,80.1292953491211,84.55000305175781,87.0,78.55000305175781,83.9000015258789,3269139,2021-01-25
2021-02-01,87.66362762451172,92.5,95.8499984741211,83.0,86.94999694824219,6368023,2021-02-01
2021-02-08,83.68321990966797,88.30000305175781,94.19999694824219,87.5,93.0,2004274,2021-02-08
2021-02-15,87.52069854736328,91.8499984741211,99.5,88.30000305175781,88.30000305175781,5758998,2021-02-15
2021-02-22,87.47305297851562,91.80000305175781,95.80000305175781,89.0,91.5,2380877,2021-02-22
2021-03-01,99.33622741699219,104.25,114.0,92.5,93.0,9354901,2021-03-01
2021-03-08,97.38285064697266,102.19999694824219,107.9000015258789,97.30000305175781,105.5,2181361,2021-03-08
2021-03-15,93.19023895263672,97.80000305175781,107.6500015258789,93.0,103.0999984741211,3332064,2021-03-15
2021-03-22,91.42744445800781,95.94999694824219,104.44999694824219,95.0,97.80000305175781,2743002,2021-03-22
2021-03-29,96.8111343383789,101.5999984741211,102.8499984741211,95.5,95.94999694824219,1398625,2021-03-29
2021-04-05,102.3853988647461,107.44999694824219,112.0,96.5,102.44999694824219,6426120,2021-04-05
2021-04-12,101.9089584350586,106.94999694824219,107.6500015258789,96.19999694824219,104.05000305175781,4655710,2021-04-12
2021-04-19,100.19380187988281,105.1500015258789,109.0,102.0999984741211,107.0,5270739,2021-04-19
2021-04-26,100.28909301757812,105.25,109.0,104.69999694824219,106.1500015258789,3787636,2021-04-26
2021-05-03,112.53341674804688,118.0999984741211,120.0,104.1500015258789,105.0,10272078,2021-05-03
2021-05-10,112.96220397949219,118.55000305175781,121.94999694824219,113.5999984741211,119.6500015258789,5573651,2021-05-10
2021-05-17,132.68649291992188,139.25,141.9499969482422,119.0,122.19999694824219,20629890,2021-05-17
2021-05-24,136.2121124267578,142.9499969482422,149.0,136.10000610351562,139.89999389648438,6351690,2021-05-24
2021-05-31,135.06866455078125,141.75,145.60000610351562,132.10000610351562,142.89999389648438,5084916,2021-05-31
2021-06-07,129.3038330078125,135.6999969482422,143.0500030517578,131.10000610351562,141.10000610351562,2392277,2021-06-07
2021-06-14,128.97035217285156,135.35000610351562,140.89999389648438,122.5999984741211,135.8000030517578,2818562,2021-06-14
2021-06-21,130.733154296875,137.1999969482422,138.0,130.60000610351562,130.60000610351562,2474311,2021-06-21
2021-06-28,131.5430908203125,138.0500030517578,139.8000030517578,135.0500030517578,139.0,2562803,2021-06-28
2021-07-05,136.73619079589844,143.5,151.4499969482422,139.0500030517578,140.0,8365972,2021-07-05
2021-07-12,138.6419219970703,145.5,152.4499969482422,144.0,144.60000610351562,4953786,2021-07-12
2021-07-19,144.59735107421875,151.75,156.60000610351562,144.5,145.0,7242738,2021-07-19
2021-07-26,152.22027587890625,159.75,162.0,149.5,154.89999389648438,7789602,2021-07-26
2021-08-02,162.8274688720703,169.1999969482422,173.5,159.8000030517578,161.8000030517578,9398614,2021-08-02
2021-08-09,155.0806427001953,161.14999389648438,172.25,150.0,170.3000030517578,4438528,2021-08-09
2021-08-16,145.89035034179688,151.60000610351562,164.10000610351562,150.4499969482422,162.5,1520570,2021-08-16
2021-08-23,147.14137268066406,152.89999389648438,157.0,145.0,152.0,2710217,2021-08-23
2021-08-30,156.13922119140625,162.25,163.8000030517578,150.3000030517578,155.0,4671033,2021-08-30
2021-09-06,157.1978302001953,163.35000610351562,170.39999389648438,160.1999969482422,166.0,5648061,2021-09-06
2021-09-13,151.61624145507812,157.5500030517578,167.4499969482422,156.5,164.4499969482422,3993922,2021-09-13
2021-09-20,150.60577392578125,156.5,163.6999969482422,151.4499969482422,156.0,3217345,2021-09-20
2021-09-27,151.23129272460938,157.14999389648438,164.4499969482422,156.1999969482422,159.0,4747803,2021-09-27
2021-10-04,149.98028564453125,155.85000610351562,161.60000610351562,153.10000610351562,159.0,3162540,2021-10-04
2021-10-11,156.13922119140625,162.25,163.3000030517578,156.60000610351562,156.60000610351562,3010203,2021-10-11
2021-10-18,147.14137268066406,152.89999389648438,166.0,149.5,165.89999389648438,3334363,2021-10-18
2021-10-25,156.6685333251953,162.8000030517578,163.85000610351562,145.0,152.89999389648438,4755509,2021-10-25
2021-11-01,175.6746826171875,182.5500030517578,185.0,163.25,164.0,7774624,2021-11-01
2021-11-08,169.46759033203125,176.10000610351562,185.5500030517578,173.1999969482422,184.89999389648438,3582872,2021-11-08
2021-11-15,155.03256225585938,161.10000610351562,176.89999389648438,159.1999969482422,176.1999969482422,1933074,2021-11-15
2021-11-22,151.85684204101562,157.8000030517578,164.64999389648438,154.39999389648438,161.10000610351562,1906802,2021-11-22
2021-11-29,151.4718780517578,157.39999389648438,159.85000610351562,149.14999389648438,155.1999969482422,1960342,2021-11-29
2021-12-06,159.60365295410156,165.85000610351562,166.9499969482422,154.1999969482422,158.39999389648438,1546280,2021-12-06
2021-12-13,153.9258575439453,159.9499969482422,170.35000610351562,158.5,168.0,2892049,2021-12-13
2021-12-20,149.54722595214844,155.39999389648438,162.89999389648438,152.0500030517578,158.89999389648438,1286061,2021-12-20
2021-12-27,153.49278259277344,159.5,164.5,153.14999389648438,156.35000610351562,983010,2021-12-27
2022-01-03,164.51156616210938,170.9499969482422,176.39999389648438,159.6999969482422,159.8000030517578,3036699,2022-01-03
2022-01-10,169.56382751464844,176.1999969482422,182.0,171.89999389648438,172.39999389648438,3645714,2022-01-10
2022-01-17,163.54920959472656,169.9499969482422,182.25,165.0,176.1999969482422,3008926,2022-01-17
2022-01-24,158.3044891357422,164.5,175.5,156.6999969482422,170.0,2483304,2022-01-24
2022-01-31,165.42576599121094,171.89999389648438,177.25,164.3000030517578,165.0,3278906,2022-01-31
2022-02-07,161.5283203125,167.85000610351562,184.14999389648438,167.39999389648438,173.39999389648438,3325270,2022-02-07
2022-02-14,156.04605102539062,161.4499969482422,171.1999969482422,157.0,164.89999389648438,1665843,2022-02-14
2022-02-21,138.93849182128906,143.75,160.5,138.5,158.25,1970041,2022-02-21
2022-02-28,128.7416229248047,133.1999969482422,146.25,132.39999389648438,144.0,2380234,2022-02-28
2022-03-07,133.96087646484375,138.60000610351562,140.9499969482422,121.8499984741211,129.5500030517578,2919166,2022-03-07
2022-03-14,142.4180145263672,147.35000610351562,149.9499969482422,137.0,138.60000610351562,1884732,2022-03-14
2022-03-21,144.39938354492188,149.39999389648438,155.39999389648438,143.8000030517578,148.10000610351562,3040845,2022-03-21
2022-03-28,143.8195037841797,148.8000030517578,150.9499969482422,139.0500030517578,149.39999389648438,2749355,2022-03-28
2022-04-04,147.5406036376953,152.64999389648438,157.35000610351562,149.0,149.0,2012458,2022-04-04
2022-04-11,146.67074584960938,151.75,157.5,150.75,152.64999389648438,978442,2022-04-11
2022-04-18,145.65586853027344,150.6999969482422,155.60000610351562,147.0,152.0,1704680,2022-04-18
2022-04-25,133.23599243164062,137.85000610351562,149.9499969482422,136.8000030517578,149.89999389648438,1652475,2022-04-25
2022-05-02,125.84203338623047,130.1999969482422,138.89999389648438,124.0999984741211,137.0,1325479,2022-05-02
2022-05-09,115.11357116699219,119.0999984741211,130.1999969482422,112.94999694824219,130.0,3921297,2022-05-09
2022-05-16,119.70457458496094,123.8499984741211,124.9000015258789,114.4000015258789,122.0,2862715,2022-05-16
2022-05-23,114.8236083984375,118.80000305175781,124.80000305175781,108.8499984741211,124.0,2786242,2022-05-23
2022-05-30,120.71942901611328,124.9000015258789,131.3000030517578,119.0999984741211,119.69999694824219,3109438,2022-05-30
2022-06-06,117.77152252197266,121.8499984741211,126.0,118.5999984741211,125.4000015258789,1425647,2022-06-06
2022-06-13,100.32567596435547,103.80000305175781,120.94999694824219,103.0,120.94999694824219,2207116,2022-06-13
2022-06-20,105.30329132080078,108.94999694824219,109.69999694824219,95.5999984741211,103.0,3328772,2022-06-20
2022-06-27,110.23260498046875,114.05000305175781,119.5999984741211,108.05000305175781,110.25,1885900,2022-06-27
2022-07-04,112.06900024414062,115.94999694824219,117.5,112.0,114.0,1773077,2022-07-04
2022-07-11,107.9129409790039,111.6500015258789,118.44999694824219,110.94999694824219,115.0,1668677,2022-07-11
2022-07-18,116.90164184570312,120.94999694824219,122.55000305175781,111.4000015258789,112.9000015258789,2384339,2022-07-18
2022-07-25,114.02743530273438,116.1500015258789,121.69999694824219,115.44999694824219,121.4000015258789,2149059,2022-07-25
2022-08-01,116.43267059326172,118.5999984741211,120.44999694824219,115.25,116.19999694824219,1989709,2022-08-01
2022-08-08,112.01490020751953,114.0999984741211,119.8499984741211,113.75,118.6500015258789,1025864,2022-08-08
2022-08-15,119.18150329589844,121.4000015258789,126.1500015258789,113.8499984741211,114.0999984741211,4077753,2022-08-15
2022-08-22,118.15068817138672,120.3499984741211,122.30000305175781,116.6500015258789,122.30000305175781,2817086,2022-08-22
2022-08-29,116.43267059326172,118.5999984741211,122.0,117.0,117.0,2709212,2022-08-29
2022-09-05,126.78987121582031,129.14999389648438,134.0,117.75,119.55000305175781,5130129,2022-09-05
2022-09-12,126.74079132080078,129.10000610351562,142.10000610351562,127.55000305175781,130.0500030517578,4987709,2022-09-12
2022-09-19,129.68597412109375,132.10000610351562,141.6999969482422,128.5,130.0,4031003,2022-09-19
2022-09-26,127.28072357177734,129.64999389648438,132.4499969482422,123.80000305175781,130.14999389648438,2324044,2022-09-26
2022-10-03,125.41545104980469,127.75,134.64999389648438,127.30000305175781,129.64999389648438,1531675,2022-10-03
2022-10-10,121.68489837646484,123.94999694824219,132.1999969482422,123.0,126.0,1713982,2022-10-10
2022-10-17,122.6666259765625,124.94999694824219,125.44999694824219,117.94999694824219,125.25,1323488,2022-10-17
2022-10-24,120.65409088134766,122.9000015258789,129.0,122.19999694824219,126.75,840643,2022-10-24
2022-10-31,129.04783630371094,131.4499969482422,134.89999389648438,122.0999984741211,123.5,4618869,2022-10-31
2022-11-07,123.6483383178711,125.94999694824219,138.60000610351562,120.5,132.35000610351562,3967481,2022-11-07
2022-11-14,123.6483383178711,125.94999694824219,134.0,123.8499984741211,126.3499984741211,3007158,2022-11-14
2022-11-21,121.14495086669922,123.4000015258789,127.05000305175781,122.5999984741211,126.1500015258789,2315122,2022-11-21
2022-11-28,129.19509887695312,131.60000610351562,132.89999389648438,124.0,124.05000305175781,5269697,2022-11-28
2022-12-05,126.83895111083984,129.1999969482422,133.6999969482422,127.19999694824219,132.4499969482422,3060537,2022-12-05
2022-12-12,127.18256378173828,129.5500030517578,136.9499969482422,127.75,129.14999389648438,3810055,2022-12-12
2022-12-19,117.95435333251953,120.1500015258789,132.0,118.0999984741211,132.0,2519608,2022-12-19
2022-12-26,120.80134582519531,123.05000305175781,125.9000015258789,118.25,121.0,1720022,2022-12-26
2023-01-02,134.93820190429688,137.4499969482422,148.6999969482422,121.8499984741211,123.9000015258789,26338679,2023-01-02
2023-01-09,131.50216674804688,133.9499969482422,140.1999969482422,129.5500030517578,137.9499969482422,3501683,2023-01-09
2023-01-16,129.39144897460938,131.8000030517578,138.35000610351562,130.64999389648438,134.85000610351562,1889091,2023-01-16
2023-01-23,119.7705307006836,122.0,133.60000610351562,121.0,132.10000610351562,1651192,2023-01-23
2023-01-30,117.95435333251953,120.1500015258789,128.0,119.19999694824219,122.80000305175781,3278375,2023-01-30
2023-02-06,120.85042572021484,123.0999984741211,125.5,119.3499984741211,122.5,1906674,2023-02-06
2023-02-13,118.63690185546875,120.3499984741211,124.9000015258789,117.75,124.5,1239855,2023-02-13
2023-02-20,113.46162414550781,115.0999984741211,120.8499984741211,114.30000305175781,120.30000305175781,1986698,2023-02-20
2023-02-27,111.88441467285156,113.5,115.3499984741211,109.19999694824219,114.94999694824219,1939440,2023-02-27
2023-03-06,111.93370056152344,113.55000305175781,115.0,110.5,114.0,1531634,2023-03-06
2023-03-13,109.56786346435547,111.1500015258789,114.69999694824219,105.8499984741211,114.5,1419856,2023-03-13
2023-03-20,110.80006408691406,112.4000015258789,118.69999694824219,108.19999694824219,110.0999984741211,4079146,2023-03-20
2023-03-27,108.38494110107422,109.94999694824219,113.05000305175781,104.5999984741211,112.3499984741211,2526071,2023-03-27
