Date,Adj Close_ORIENTCEM.NS,Close_ORIENTCEM.NS,High_ORIENTCEM.NS,Low_ORIENTCEM.NS,Open_ORIENTCEM.NS,Volume_ORIENTCEM.NS,Date
2023-04-03,119.7705307006836,121.5,123.5999984741211,111.3499984741211,112.0,2397245,2023-04-03
2023-04-10,118.34117126464844,120.05000305175781,121.9000015258789,116.5999984741211,121.80000305175781,1094762,2023-04-10
2023-04-17,121.64348602294922,123.4000015258789,126.69999694824219,118.69999694824219,119.0,2075746,2023-04-17
2023-04-24,125.68512725830078,127.5,131.4499969482422,123.6500015258789,124.0,2744071,2023-04-24
2023-05-01,122.67853546142578,124.44999694824219,129.3000030517578,124.0,127.5,1511288,2023-05-01
2023-05-08,126.72018432617188,128.5500030517578,129.75,123.8499984741211,125.8499984741211,2272410,2023-05-08
2023-05-15,121.59420013427734,123.3499984741211,129.14999389648438,120.44999694824219,128.5500030517578,2665800,2023-05-15
2023-05-22,123.51644134521484,125.30000305175781,128.0,121.80000305175781,124.0,4346456,2023-05-22
2023-05-29,134.85275268554688,136.8000030517578,138.3000030517578,125.0,126.0,6668468,2023-05-29
2023-06-05,135.641357421875,137.60000610351562,145.0,133.5500030517578,137.3000030517578,5108429,2023-06-05
2023-06-12,138.74652099609375,140.75,142.5,136.0,138.25,2725268,2023-06-12
2023-06-19,130.56466674804688,132.4499969482422,141.89999389648438,130.35000610351562,140.0,3381864,2023-06-19
2023-06-26,131.4518585205078,133.35000610351562,136.35000610351562,125.0999984741211,133.6999969482422,2320561,2023-06-26
2023-07-03,134.16270446777344,136.10000610351562,138.25,129.0,134.25,4872397,2023-07-03
2023-07-10,141.5559539794922,143.60000610351562,144.5,134.4499969482422,136.6999969482422,4759125,2023-07-10
2023-07-17,140.66876220703125,142.6999969482422,149.89999389648438,141.39999389648438,144.0,3455608,2023-07-17
2023-07-24,143.03460693359375,145.10000610351562,148.4499969482422,142.64999389648438,143.8000030517578,1988901,2023-07-24
2023-07-31,156.00132751464844,157.14999389648438,162.0,138.60000610351562,147.89999389648438,6850352,2023-07-31
2023-08-07,189.15721130371094,190.5500030517578,199.5500030517578,162.0,162.0,28147648,2023-08-07
2023-08-14,187.51925659179688,188.89999389648438,195.14999389648438,172.14999389648438,191.39999389648438,6410078,2023-08-14
2023-08-21,180.32225036621094,181.64999389648438,194.6999969482422,179.5,188.89999389648438,5367537,2023-08-21
2023-08-28,198.3892364501953,199.85000610351562,201.9499969482422,180.5,181.64999389648438,9734798,2023-08-28
2023-09-04,186.87400817871094,188.25,206.0,186.1999969482422,200.25,5885273,2023-09-04
2023-09-11,179.57772827148438,180.89999389648438,192.5,172.0,189.35000610351562,5470856,2023-09-11
2023-09-18,165.3822784423828,166.60000610351562,183.1999969482422,164.3000030517578,181.89999389648438,3671979,2023-09-18
2023-09-25,176.94711303710938,178.25,180.4499969482422,160.9499969482422,166.3000030517578,5756377,2023-09-25
2023-10-02,173.07562255859375,174.35000610351562,180.6999969482422,171.0,178.25,3012493,2023-10-02
2023-10-09,187.0725555419922,188.4499969482422,190.10000610351562,170.25,174.35000610351562,7836727,2023-10-09
2023-10-16,200.4242401123047,201.89999389648438,216.5,185.3000030517578,187.0500030517578,25005317,2023-10-16
2023-10-23,196.25494384765625,197.6999969482422,208.1999969482422,188.39999389648438,204.89999389648438,7103011,2023-10-23
2023-10-30,203.3030548095703,204.8000030517578,206.25,192.1999969482422,198.75,4467209,2023-10-30
2023-11-06,211.7409210205078,213.3000030517578,217.8000030517578,202.1999969482422,204.1999969482422,9644784,2023-11-06
2023-11-13,220.92330932617188,222.5500030517578,227.3000030517578,213.10000610351562,216.9499969482422,5024756,2023-11-13
2023-11-20,226.92909240722656,228.60000610351562,238.39999389648438,222.39999389648438,222.85000610351562,6033558,2023-11-20
2023-11-27,245.0457000732422,246.85000610351562,262.8999938964844,228.60000610351562,228.60000610351562,14615872,2023-11-27
2023-12-04,239.4866180419922,241.25,258.5,237.3000030517578,258.3999938964844,5541742,2023-12-04
2023-12-11,251.25001525878906,253.10000610351562,259.8999938964844,237.5,241.3000030517578,8665450,2023-12-11
2023-12-18,240.03260803222656,241.8000030517578,255.5500030517578,230.6999969482422,253.10000610351562,4156534,2023-12-18
2023-12-25,249.26463317871094,251.10000610351562,257.0,240.6999969482422,241.8000030517578,5110569,2023-12-25
2024-01-01,277.3081359863281,279.3500061035156,283.0,251.0,252.75,12564840,2024-01-01
2024-01-08,281.4278259277344,283.5,286.54998779296875,267.29998779296875,278.0,4648796,2024-01-08
2024-01-15,267.1330871582031,269.1000061035156,287.70001220703125,259.1000061035156,286.5,3015798,2024-01-15
2024-01-22,272.6424865722656,274.6499938964844,285.0,247.0500030517578,269.1000061035156,3392884,2024-01-22
2024-01-29,277.8541259765625,279.8999938964844,293.75,274.75,274.75,3864318,2024-01-29
2024-02-05,261.7725524902344,263.70001220703125,288.0,261.1000061035156,279.8999938964844,3738795,2024-02-05
2024-02-12,267.281982421875,269.25,273.6499938964844,248.39999389648438,264.0,2528046,2024-02-12
2024-02-19,241.06671142578125,242.14999389648438,279.95001220703125,240.0500030517578,271.1000061035156,4417470,2024-02-19
2024-02-26,232.604736328125,233.64999389648438,245.10000610351562,222.10000610351562,240.0500030517578,4359902,2024-02-26
2024-03-04,224.83963012695312,225.85000610351562,237.85000610351562,216.9499969482422,237.0,3589417,2024-03-04
2024-03-11,205.2775421142578,206.1999969482422,227.6999969482422,197.5,224.14999389648438,4228736,2024-03-11
2024-03-18,203.23670959472656,204.14999389648438,208.0,190.0,203.10000610351562,2718151,2024-03-18
2024-03-25,194.924072265625,195.8000030517578,205.75,194.1999969482422,204.14999389648438,3908699,2024-03-25
2024-04-01,216.1287841796875,217.10000610351562,223.89999389648438,198.6999969482422,199.0,5521030,2024-04-01
2024-04-08,208.4632110595703,209.39999389648438,224.8000030517578,208.0,219.89999389648438,2017891,2024-04-08
2024-04-15,197.51242065429688,198.39999389648438,207.1999969482422,191.1999969482422,206.89999389648438,2185260,2024-04-15
2024-04-22,228.07510375976562,229.10000610351562,256.6499938964844,197.85000610351562,201.3000030517578,19065060,2024-04-22
2024-04-29,218.6673583984375,219.64999389648438,231.5500030517578,215.25,229.10000610351562,4994322,2024-04-29
2024-05-06,216.72608947753906,217.6999969482422,233.60000610351562,210.35000610351562,220.8000030517578,4422866,2024-05-06
2024-05-13,213.739501953125,214.6999969482422,218.75,207.5500030517578,217.6999969482422,1937581,2024-05-13
2024-05-20,211.9475555419922,212.89999389648438,220.85000610351562,206.3000030517578,213.5500030517578,2059343,2024-05-20
2024-05-27,205.5264129638672,206.4499969482422,219.0,205.25,214.89999389648438,1532345,2024-05-27
2024-06-03,222.69924926757812,223.6999969482422,225.5,182.0,212.0,4184992,2024-06-03
2024-06-10,238.2792510986328,239.35000610351562,243.8000030517578,222.64999389648438,226.0,5888732,2024-06-10
2024-06-17,231.08157348632812,232.1199951171875,241.1999969482422,227.9499969482422,239.35000610351562,3294433,2024-06-17
2024-06-24,274.0186462402344,275.25,285.3699951171875,226.64999389648438,229.0500030517578,26139754,2024-06-24
2024-07-01,295.47222900390625,296.79998779296875,330.0,267.3999938964844,277.3999938964844,35937134,2024-07-01
2024-07-08,307.8167724609375,309.20001220703125,318.0,289.04998779296875,300.0,8772043,2024-07-08
2024-07-15,324.0935974121094,325.54998779296875,332.8999938964844,298.1000061035156,310.0,21000017,2024-07-15
2024-07-22,333.79998779296875,335.29998779296875,339.0,304.95001220703125,322.75,19581584,2024-07-22
2024-07-29,353.9593811035156,355.54998779296875,369.6000061035156,327.54998779296875,340.6000061035156,19151387,2024-07-29
2024-08-05,331.8500061035156,331.8500061035156,362.95001220703125,329.04998779296875,344.95001220703125,22118666,2024-08-05
2024-08-12,339.3999938964844,339.3999938964844,348.70001220703125,317.5,335.0,11169762,2024-08-12
2024-08-19,331.3500061035156,331.3500061035156,344.75,325.1000061035156,344.25,5621091,2024-08-19
2024-08-26,305.29998779296875,305.29998779296875,332.1499938964844,277.5,331.95001220703125,12524500,2024-08-26
2024-09-02,308.20001220703125,308.20001220703125,321.79998779296875,290.6499938964844,305.29998779296875,20126941,2024-09-02
2024-09-09,287.5,287.5,307.79998779296875,283.5,307.0,8943426,2024-09-09
2024-09-16,289.5,289.5,300.0,278.0,289.5,5527629,2024-09-16
2024-09-23,278.3500061035156,278.3500061035156,292.95001220703125,271.0,290.0,5219840,2024-09-23
2024-09-30,302.3500061035156,302.3500061035156,315.8999938964844,275.0,278.3500061035156,9675849,2024-09-30
2024-10-07,295.75,295.75,308.29998779296875,282.04998779296875,302.45001220703125,4472592,2024-10-07
2024-10-14,331.75,331.75,348.04998779296875,286.0,296.45001220703125,22621102,2024-10-14
2024-10-21,338.20001220703125,338.20001220703125,379.0,326.3500061035156,331.3999938964844,43405471,2024-10-21
2024-10-28,345.20001220703125,345.20001220703125,349.8999938964844,332.70001220703125,338.0,5407898,2024-10-28
2024-11-04,336.5,336.5,347.1000061035156,336.0,342.3500061035156,4734945,2024-11-04
2024-11-11,334.29998779296875,334.29998779296875,341.8500061035156,332.20001220703125,335.0,2679550,2024-11-11
2024-11-18,330.25,330.25,339.0,320.6499938964844,333.54998779296875,3212948,2024-11-18
2024-11-25,342.3500061035156,342.3500061035156,344.79998779296875,325.6000061035156,332.8999938964844,3752240,2024-11-25
2024-12-02,341.1000061035156,341.1000061035156,349.0,337.25,340.0,2539065,2024-12-02
2024-12-09,341.3999938964844,341.3999938964844,349.45001220703125,338.1000061035156,340.8999938964844,1721283,2024-12-09
2024-12-16,336.04998779296875,336.04998779296875,344.6499938964844,333.79998779296875,342.8999938964844,1599870,2024-12-16
2024-12-23,343.6000061035156,343.6000061035156,354.75,333.6499938964844,343.0,6638318,2024-12-23
2024-12-30,344.1499938964844,344.1499938964844,349.79998779296875,337.1000061035156,342.1000061035156,1982173,2024-12-30
2025-01-06,335.1000061035156,335.1000061035156,347.6499938964844,334.5,344.3999938964844,2986868,2025-01-06
2025-01-13,339.20001220703125,339.20001220703125,341.3999938964844,334.0,335.04998779296875,1627932,2025-01-13
2025-01-20,331.8999938964844,331.8999938964844,341.04998779296875,330.75,339.8999938964844,1446641,2025-01-20
2025-01-27,339.54998779296875,339.54998779296875,345.0,325.54998779296875,330.1499938964844,2460600,2025-01-27
2025-02-03,338.3999938964844,338.3999938964844,342.79998779296875,335.3500061035156,339.1000061035156,2496538,2025-02-03
2025-02-10,331.8999938964844,331.8999938964844,339.8500061035156,331.25,337.79998779296875,1505403,2025-02-10
2025-02-17,322.3500061035156,322.3500061035156,332.3500061035156,321.8999938964844,331.8999938964844,2734869,2025-02-17
2025-02-24,329.54998779296875,329.54998779296875,331.8500061035156,317.6000061035156,322.95001220703125,3852266,2025-02-24
2025-03-03,336.45001220703125,336.45001220703125,342.3999938964844,323.70001220703125,330.3999938964844,6717676,2025-03-03
2025-03-10,347.3500061035156,347.3500061035156,348.95001220703125,336.20001220703125,336.20001220703125,4266016,2025-03-10
2025-03-17,336.95001220703125,336.95001220703125,351.75,334.3999938964844,347.5,11870576,2025-03-17
2025-03-24,339.95001220703125,339.95001220703125,345.75,336.04998779296875,341.79998779296875,3190744,2025-03-24
2025-03-31,350.0,350.0,354.0,336.54998779296875,339.95001220703125,2786441,2025-03-31
2025-04-07,357.79998779296875,357.79998779296875,360.0,342.20001220703125,343.1499938964844,5032205,2025-04-07
2025-04-14,356.29998779296875,356.29998779296875,360.6499938964844,352.1000061035156,357.79998779296875,3138897,2025-04-14
2025-04-21,352.1499938964844,352.1499938964844,362.3999938964844,349.1499938964844,355.70001220703125,4447973,2025-04-21
2025-04-28,349.5,349.5,354.54998779296875,347.04998779296875,352.04998779296875,2274659,2025-04-28
2025-05-05,354.3999938964844,354.3999938964844,356.70001220703125,346.3500061035156,349.6000061035156,3383794,2025-05-05
2025-05-12,356.6000061035156,356.6000061035156,358.0,350.5,356.8999938964844,4427274,2025-05-12
2025-05-19,349.8500061035156,349.8500061035156,358.8999938964844,348.1000061035156,356.6000061035156,6472206,2025-05-19
2025-05-26,350.29998779296875,350.29998779296875,353.79998779296875,348.1000061035156,351.0,3802358,2025-05-26
2025-06-02,353.8500061035156,353.8500061035156,355.0,344.6000061035156,350.5,10592474,2025-06-02
2025-06-09,292.1000061035156,292.1000061035156,336.75,291.04998779296875,310.0,5182375,2025-06-09
2025-06-16,231.0,231.0,306.70001220703125,229.3000030517578,293.0,18651839,2025-06-16
2025-06-23,242.39999389648438,242.39999389648438,244.75,221.60000610351562,231.5,10536025,2025-06-23
