Date,Adj Close_DODLA.NS,Close_DODLA.NS,High_DODLA.NS,Low_DODLA.NS,Open_DODLA.NS,Volume_DODLA.NS,Date
2021-06-28,573.872802734375,576.1500244140625,652.0,550.0,550.0,30937772,2021-06-28
2021-07-05,584.1320190429688,586.4500122070312,595.5,568.0499877929688,580.0,1625706,2021-07-05
2021-07-12,598.8237915039062,601.2000122070312,634.6500244140625,594.0499877929688,594.9500122070312,3006988,2021-07-12
2021-07-19,598.2261352539062,600.5999755859375,618.9500122070312,586.5,593.0,958394,2021-07-19
2021-07-26,615.3580932617188,617.7999877929688,646.3499755859375,585.0,600.5999755859375,1786802,2021-07-26
2021-08-02,603.1565551757812,605.5499877929688,626.5499877929688,595.0,626.0,428228,2021-08-02
2021-08-09,595.9351806640625,598.2999877929688,618.0,575.0,610.0,427681,2021-08-09
2021-08-16,573.5739135742188,575.8499755859375,603.5,570.0999755859375,596.5999755859375,436272,2021-08-16
2021-08-23,548.0751342773438,550.25,582.0,540.0,582.0,307989,2021-08-23
2021-08-30,532.1881713867188,534.2999877929688,572.0,500.0,559.0,319458,2021-08-30
2021-09-06,541.7003784179688,543.8499755859375,547.9500122070312,531.25,536.0,286496,2021-09-06
2021-09-13,633.8846435546875,636.4000244140625,638.8499755859375,528.5,536.2999877929688,1405042,2021-09-13
2021-09-20,596.9312133789062,599.2999877929688,668.0,594.0,631.7999877929688,1593656,2021-09-20
2021-09-27,591.4031982421875,593.75,632.7999877929688,577.0,600.0,487538,2021-09-27
2021-10-04,593.5945434570312,595.9500122070312,605.7999877929688,585.7000122070312,595.0,241706,2021-10-04
2021-10-11,586.2237548828125,588.5499877929688,599.3499755859375,584.0,597.0,185181,2021-10-11
2021-10-18,594.042724609375,596.4000244140625,666.0,581.9500122070312,591.9500122070312,941874,2021-10-18
2021-10-25,587.0704345703125,589.4000244140625,619.0,550.5,560.0499877929688,419209,2021-10-25
2021-11-01,583.434814453125,585.75,596.4500122070312,579.0,587.0,71193,2021-11-01
2021-11-08,600.5170288085938,602.9000244140625,674.7999877929688,573.3499755859375,589.9500122070312,1256619,2021-11-08
2021-11-15,586.7715454101562,589.0999755859375,617.0,580.9500122070312,602.9000244140625,171263,2021-11-15
2021-11-22,565.4063720703125,567.6500244140625,592.25,550.0,590.0,215833,2021-11-22
2021-11-29,566.9004516601562,569.1500244140625,596.5,542.25,567.6500244140625,168017,2021-11-29
2021-12-06,572.179443359375,574.4500122070312,581.0,562.0,570.0,101520,2021-12-06
2021-12-13,553.8024291992188,556.0,579.0,554.2000122070312,579.0,71767,2021-12-13
2021-12-20,543.1944580078125,545.3499755859375,575.0,526.0999755859375,557.0,129604,2021-12-20
2021-12-27,548.1248779296875,550.2999877929688,555.0,540.0,550.0,59241,2021-12-27
2022-01-03,550.814208984375,553.0,571.4000244140625,549.3499755859375,553.5,77997,2022-01-03
2022-01-10,554.5494384765625,556.75,566.0,550.0,557.7000122070312,81466,2022-01-10
2022-01-17,540.1565551757812,542.2999877929688,579.0,535.6500244140625,559.7999877929688,154152,2022-01-17
2022-01-24,516.2513427734375,518.2999877929688,546.2000122070312,506.54998779296875,542.2999877929688,75762,2022-01-24
2022-01-31,519.687744140625,521.75,535.9500122070312,515.1500244140625,519.2000122070312,45090,2022-01-31
2022-02-07,504.7470397949219,506.75,525.0,504.70001220703125,522.0,48387,2022-02-07
2022-02-14,473.3715515136719,475.25,500.0,473.8999938964844,499.0,53816,2022-02-14
2022-02-21,421.9256896972656,423.6000061035156,472.95001220703125,407.6000061035156,472.95001220703125,85331,2022-02-21
2022-02-28,422.8719177246094,424.54998779296875,450.8999938964844,413.0,422.20001220703125,46375,2022-02-28
2022-03-07,440.6513977050781,442.3999938964844,444.6000061035156,410.0,425.04998779296875,724087,2022-03-07
2022-03-14,455.24346923828125,457.04998779296875,464.8999938964844,435.0,444.0,67053,2022-03-14
2022-03-21,485.1747131347656,487.1000061035156,548.4500122070312,482.3500061035156,500.0,793759,2022-03-21
2022-03-28,470.0347900390625,471.8999938964844,494.95001220703125,441.04998779296875,489.95001220703125,205036,2022-03-28
2022-04-04,496.3304443359375,498.29998779296875,515.0,466.0,466.0,132776,2022-04-04
2022-04-11,493.0932922363281,495.04998779296875,517.0,487.25,507.0,125283,2022-04-11
2022-04-18,492.29644775390625,494.25,525.0,485.45001220703125,495.04998779296875,217472,2022-04-18
2022-04-25,492.5952453613281,494.54998779296875,507.8500061035156,487.20001220703125,494.25,88671,2022-04-25
2022-05-02,480.1446838378906,482.04998779296875,498.0,474.0,490.1499938964844,81028,2022-05-02
2022-05-09,479.44744873046875,481.3500061035156,496.0,461.5,480.0,74924,2022-05-09
2022-05-16,478.9494323730469,480.8500061035156,529.9500122070312,471.20001220703125,487.95001220703125,185026,2022-05-16
2022-05-23,484.8758850097656,486.79998779296875,489.29998779296875,473.95001220703125,486.45001220703125,47202,2022-05-23
2022-05-30,484.52728271484375,486.45001220703125,504.0,484.8500061035156,489.95001220703125,29192,2022-05-30
2022-06-06,492.1470642089844,494.1000061035156,497.0,480.0,486.45001220703125,23253,2022-06-06
2022-06-13,478.9494323730469,480.8500061035156,500.0,475.04998779296875,500.0,31661,2022-06-13
2022-06-20,480.2940979003906,482.20001220703125,488.0,473.04998779296875,488.0,20397,2022-06-20
2022-06-27,478.5509948730469,480.45001220703125,496.1499938964844,480.0,481.0,27214,2022-06-27
2022-07-04,483.33203125,485.25,495.8500061035156,480.04998779296875,490.3999938964844,23254,2022-07-04
2022-07-11,481.63873291015625,483.54998779296875,493.0,480.20001220703125,493.0,19469,2022-07-11
2022-07-18,483.0830383300781,485.0,498.3500061035156,480.54998779296875,483.04998779296875,74574,2022-07-18
2022-07-25,487.8142395019531,489.75,496.25,482.25,482.54998779296875,28199,2022-07-25
2022-08-01,503.25299072265625,505.25,533.5499877929688,489.95001220703125,490.0,224796,2022-08-01
2022-08-08,501.2110900878906,503.20001220703125,521.4500122070312,495.5,505.0,43393,2022-08-08
2022-08-15,505.74310302734375,507.75,540.0,501.25,503.20001220703125,113469,2022-08-15
2022-08-22,510.6735534667969,512.7000122070312,530.0,500.0,510.0,63500,2022-08-22
2022-08-29,550.864013671875,553.0499877929688,580.0,501.0,501.0,304019,2022-08-29
2022-09-05,551.461669921875,553.6500244140625,575.0499877929688,550.0499877929688,575.0,236513,2022-09-05
2022-09-12,521.6798706054688,523.75,562.0,518.0,562.0,142021,2022-09-12
2022-09-19,512.6656494140625,514.7000122070312,545.0,508.0,534.0,243729,2022-09-19
2022-09-26,511.37078857421875,513.4000244140625,522.0,494.54998779296875,519.0,80261,2022-09-26
2022-10-03,521.6300659179688,523.7000122070312,544.2000122070312,497.0,513.4000244140625,291229,2022-10-03
2022-10-10,484.62689208984375,486.54998779296875,518.9000244140625,482.3500061035156,512.0,52211,2022-10-10
2022-10-17,507.7850036621094,509.79998779296875,530.1500244140625,486.0,493.0,466569,2022-10-17
2022-10-24,500.66326904296875,502.6499938964844,521.0,497.8999938964844,511.0,60790,2022-10-24
2022-10-31,493.69091796875,495.6499938964844,514.0,491.0,502.6499938964844,253639,2022-10-31
2022-11-07,492.84429931640625,494.79998779296875,508.0,475.25,494.04998779296875,80924,2022-11-07
2022-11-14,478.5509948730469,480.45001220703125,494.95001220703125,479.0,494.79998779296875,83894,2022-11-14
2022-11-21,480.9913024902344,482.8999938964844,509.8999938964844,480.0,485.0,82298,2022-11-21
2022-11-28,488.760498046875,490.70001220703125,492.0,476.1000061035156,483.0,65541,2022-11-28
2022-12-05,492.64508056640625,494.6000061035156,519.0,488.04998779296875,495.8500061035156,131830,2022-12-05
2022-12-12,502.3067321777344,504.29998779296875,527.2999877929688,485.3999938964844,494.6000061035156,98613,2022-12-12
2022-12-19,490.5533752441406,492.5,514.0,487.0,509.25,85863,2022-12-19
2022-12-26,503.7012023925781,505.70001220703125,519.9000244140625,480.0,480.0,123769,2022-12-26
2023-01-02,485.9217529296875,487.8500061035156,515.75,462.8999938964844,515.75,67250,2023-01-02
2023-01-09,504.0498046875,506.04998779296875,508.45001220703125,488.8999938964844,490.1499938964844,100419,2023-01-09
2023-01-16,500.2150573730469,502.20001220703125,521.4500122070312,500.0,510.0,62846,2023-01-16
2023-01-23,501.8086853027344,503.79998779296875,510.0,497.25,500.29998779296875,49043,2023-01-23
2023-01-30,498.820556640625,500.79998779296875,515.0,493.54998779296875,499.0,59719,2023-01-30
2023-02-06,496.6790771484375,498.6499938964844,509.0,484.8500061035156,501.0,60650,2023-02-06
2023-02-13,492.1470642089844,494.1000061035156,505.0,491.0,505.0,33049,2023-02-13
2023-02-20,487.41583251953125,489.3500061035156,496.54998779296875,482.0,491.0,31753,2023-02-20
2023-02-27,485.8221435546875,487.75,494.3999938964844,476.1499938964844,485.0,59479,2023-02-27
2023-03-06,477.654541015625,479.54998779296875,500.0,478.0,494.0,156251,2023-03-06
2023-03-13,455.0940856933594,456.8999938964844,482.75,452.0,481.8999938964844,56792,2023-03-13
2023-03-20,445.43243408203125,447.20001220703125,474.20001220703125,431.20001220703125,474.1499938964844,53602,2023-03-20
2023-03-27,461.9170227050781,463.75,467.75,435.0,452.29998779296875,69257,2023-03-27
2023-04-03,478.501220703125,480.3999938964844,491.1000061035156,471.0,471.0,55181,2023-04-03
2023-04-10,470.6324462890625,472.5,490.3999938964844,465.3999938964844,485.0,52295,2023-04-10
2023-04-17,482.8837890625,484.79998779296875,498.0,470.0,474.6000061035156,65938,2023-04-17
2023-04-24,494.1889343261719,496.1499938964844,500.0,477.0,489.54998779296875,55425,2023-04-24
2023-05-01,492.6948547363281,494.6499938964844,518.5499877929688,488.0,496.1499938964844,61278,2023-05-01
2023-05-08,486.86798095703125,488.79998779296875,499.54998779296875,484.04998779296875,499.54998779296875,47395,2023-05-08
2023-05-15,500.11541748046875,502.1000061035156,504.0,481.29998779296875,496.95001220703125,75362,2023-05-15
2023-05-22,505.74310302734375,507.75,513.8499755859375,474.54998779296875,488.0,140685,2023-05-22
2023-05-29,542.2980346679688,544.4500122070312,564.0,493.0,493.0,548529,2023-05-29
2023-06-05,529.1502685546875,531.25,548.9500122070312,525.25,548.4500122070312,167830,2023-06-05
2023-06-12,552.9059448242188,555.0999755859375,571.0,517.2000122070312,533.3499755859375,817394,2023-06-12
2023-06-19,574.5699462890625,576.8499755859375,586.0,550.0,563.25,456370,2023-06-19
2023-06-26,581.6917114257812,584.0,598.9000244140625,571.0999755859375,576.9000244140625,380342,2023-06-26
2023-07-03,588.6142578125,590.9500122070312,602.9500122070312,582.3499755859375,590.0,511141,2023-07-03
2023-07-10,617.2506103515625,619.7000122070312,639.0,588.5499877929688,590.9500122070312,301445,2023-07-10
2023-07-17,764.9146728515625,767.9500122070312,792.3499755859375,614.9000244140625,624.9500122070312,2813539,2023-07-17
2023-07-24,775.4727172851562,778.5499877929688,898.9000244140625,705.0499877929688,777.0,4284060,2023-07-24
2023-07-31,752.3146362304688,755.2999877929688,785.7999877929688,692.5,784.7999877929688,546817,2023-07-31
2023-08-07,740.312255859375,743.25,768.9500122070312,711.5,768.9500122070312,755421,2023-08-07
2023-08-14,758.3407592773438,761.3499755859375,807.4500122070312,722.5999755859375,751.0,905342,2023-08-14
2023-08-21,732.7921142578125,735.7000122070312,767.9000244140625,705.6500244140625,767.9000244140625,839936,2023-08-21
2023-08-28,736.1786499023438,739.0999755859375,794.0,733.0499877929688,737.9500122070312,850750,2023-08-28
2023-09-04,739.5155029296875,742.4500122070312,772.5,725.0,744.5999755859375,445550,2023-09-04
2023-09-11,696.9344482421875,699.7000122070312,770.0,654.75,742.5,877362,2023-09-11
2023-09-18,680.9976196289062,683.7000122070312,707.4000244140625,651.4500122070312,695.0,485829,2023-09-18
2023-09-25,687.4221801757812,690.1500244140625,700.0,665.0499877929688,683.5,257298,2023-09-25
2023-10-02,692.6016235351562,695.3499755859375,728.1500244140625,675.0,690.1500244140625,638469,2023-10-02
2023-10-09,675.4696044921875,678.1500244140625,691.2999877929688,667.2999877929688,690.0,455571,2023-10-09
2023-10-16,669.3936767578125,672.0499877929688,709.9500122070312,666.5,673.5999755859375,367290,2023-10-16
2023-10-23,700.5699462890625,703.3499755859375,729.9000244140625,651.25,691.0,1418605,2023-10-23
2023-10-30,682.34228515625,685.0499877929688,709.2999877929688,672.2999877929688,708.6500244140625,221636,2023-10-30
2023-11-06,742.9019775390625,745.8499755859375,749.9500122070312,686.5999755859375,690.0,1022136,2023-11-06
2023-11-13,825.7731323242188,829.0499877929688,840.0,742.0,754.2000122070312,1759442,2023-11-13
2023-11-20,780.3035888671875,783.4000244140625,860.0,774.2999877929688,830.0,741308,2023-11-20
2023-11-27,803.2625122070312,806.4500122070312,844.0999755859375,783.4000244140625,783.4000244140625,1000410,2023-11-27
2023-12-04,816.9083862304688,820.1500244140625,854.0,795.6500244140625,819.9000244140625,767524,2023-12-04
2023-12-11,838.3731689453125,841.7000122070312,876.5999755859375,820.5999755859375,824.9000244140625,818754,2023-12-11
2023-12-18,872.48779296875,875.9500122070312,915.9500122070312,812.0,841.7000122070312,1065444,2023-12-18
2023-12-25,874.7288818359375,878.2000122070312,924.0,831.25,875.9500122070312,857628,2023-12-25
2024-01-01,894.4008178710938,897.9500122070312,930.8499755859375,855.5,881.2999877929688,402828,2024-01-01
2024-01-08,878.3643798828125,881.8499755859375,921.4500122070312,875.0,898.0,286674,2024-01-08
2024-01-15,851.57080078125,854.9500122070312,881.8499755859375,812.4000244140625,881.8499755859375,263227,2024-01-15
2024-01-22,876.0735473632812,879.5499877929688,884.9500122070312,835.2999877929688,854.9500122070312,191963,2024-01-22
2024-01-29,988.8261108398438,992.75,1084.0999755859375,906.4000244140625,925.0,2276857,2024-01-29
2024-02-05,985.7384033203125,989.6500244140625,1047.8499755859375,976.25,995.2000122070312,409779,2024-02-05
