Date,Adj Close_NOCIL.NS,Close_NOCIL.NS,High_NOCIL.NS,Low_NOCIL.NS,Open_NOCIL.NS,Volume_NOCIL.NS,Date
2020-07-13,101.3979263305664,105.8499984741211,110.9000015258789,101.30000305175781,105.30000305175781,13001179,2020-07-13
2020-07-20,104.22384643554688,108.80000305175781,113.8499984741211,102.0999984741211,106.0,15181505,2020-07-20
2020-07-27,100.6794662475586,105.0999984741211,109.5999984741211,103.75,108.44999694824219,5991924,2020-07-27
2020-08-03,109.97148132324219,114.80000305175781,117.4000015258789,104.9000015258789,105.0,11211903,2020-08-03
2020-08-10,108.29508972167969,113.05000305175781,119.30000305175781,110.0,114.5,11180287,2020-08-10
2020-08-17,115.28804779052734,120.3499984741211,126.80000305175781,111.69999694824219,114.0,15337052,2020-08-17
2020-08-24,129.13027954101562,134.8000030517578,140.0,118.80000305175781,121.44999694824219,28074491,2020-08-24
2020-08-31,122.4247055053711,127.80000305175781,135.85000610351562,120.05000305175781,134.75,8584648,2020-08-31
2020-09-07,120.93989562988281,126.25,132.8000030517578,121.5999984741211,128.8000030517578,5479717,2020-09-07
2020-09-14,126.5438461303711,132.10000610351562,136.6999969482422,127.5,127.5,6472866,2020-09-14
2020-09-21,123.43054962158203,128.85000610351562,138.0,120.0,134.5,7508049,2020-09-21
2020-09-28,135.97952270507812,141.9499969482422,148.6999969482422,129.0,129.0,10360668,2020-09-28
2020-10-05,141.58351135253906,147.8000030517578,156.39999389648438,141.25,142.0500030517578,11126671,2020-10-05
2020-10-12,136.3148193359375,142.3000030517578,149.25,136.0,149.0,5301060,2020-10-12
2020-10-19,139.3802490234375,145.5,147.0,138.64999389648438,142.8000030517578,5247584,2020-10-19
2020-10-26,131.42935180664062,137.1999969482422,146.64999389648438,136.10000610351562,146.25,4787384,2020-10-26
2020-11-02,131.6688232421875,137.4499969482422,141.39999389648438,132.0,137.1999969482422,3686901,2020-11-02
2020-11-09,140.62554931640625,146.8000030517578,149.89999389648438,131.60000610351562,138.60000610351562,10377470,2020-11-09
2020-11-16,134.83001708984375,140.75,147.89999389648438,137.5500030517578,147.89999389648438,3592182,2020-11-16
2020-11-23,134.97369384765625,140.89999389648438,143.4499969482422,135.0500030517578,141.0,5280085,2020-11-23
2020-11-30,135.88375854492188,141.85000610351562,146.64999389648438,138.3000030517578,140.89999389648438,4868316,2020-11-30
2020-12-07,134.78211975097656,140.6999969482422,145.39999389648438,140.1999969482422,142.3000030517578,4354505,2020-12-07
2020-12-14,140.9608154296875,147.14999389648438,155.89999389648438,139.0,141.25,13797280,2020-12-14
2020-12-21,137.70384216308594,143.75,153.85000610351562,135.0,146.60000610351562,5779042,2020-12-21
2020-12-28,143.88253784179688,150.1999969482422,151.89999389648438,142.25,144.89999389648438,4713473,2020-12-28
2021-01-04,148.528564453125,155.0500030517578,164.0,149.0,152.1999969482422,13974009,2021-01-04
2021-01-11,139.3802490234375,145.5,155.3000030517578,145.14999389648438,154.25,5221991,2021-01-11
2021-01-18,142.92462158203125,149.1999969482422,154.8000030517578,140.0,145.5,8038520,2021-01-18
2021-01-25,137.84751892089844,143.89999389648438,152.0,140.85000610351562,150.14999389648438,3317431,2021-01-25
2021-02-01,143.35568237304688,149.64999389648438,154.60000610351562,140.1999969482422,143.75,8125337,2021-02-01
2021-02-08,153.84512329101562,160.60000610351562,164.89999389648438,147.60000610351562,150.5,9944524,2021-02-08
2021-02-15,171.04014587402344,178.5500030517578,183.6999969482422,160.5,161.4499969482422,16292563,2021-02-15
2021-02-22,158.97010803222656,165.9499969482422,179.89999389648438,157.0,178.5500030517578,3831665,2021-02-22
2021-03-01,176.88356018066406,184.64999389648438,199.3000030517578,165.64999389648438,167.89999389648438,15263331,2021-03-01
2021-03-08,174.82400512695312,182.5,189.5500030517578,173.25,186.10000610351562,4655561,2021-03-08
2021-03-15,165.48410034179688,172.75,184.60000610351562,157.5,183.9499969482422,5432003,2021-03-15
2021-03-22,169.9864044189453,177.4499969482422,180.0,160.89999389648438,173.6999969482422,3736121,2021-03-22
2021-03-29,172.8123321533203,180.39999389648438,183.0,172.5,177.4499969482422,2190998,2021-03-29
2021-04-05,173.00392150878906,180.60000610351562,187.89999389648438,170.9499969482422,179.4499969482422,4806186,2021-04-05
2021-04-12,165.57989501953125,172.85000610351562,177.3000030517578,161.89999389648438,177.0,2292560,2021-04-12
2021-04-19,166.1546630859375,173.4499969482422,180.4499969482422,165.35000610351562,173.0,2671117,2021-04-19
2021-04-26,176.69200134277344,184.4499969482422,188.8000030517578,173.5,175.5,4071470,2021-04-26
2021-05-03,179.4700164794922,187.35000610351562,206.60000610351562,181.0500030517578,182.0,8384900,2021-05-03
2021-05-10,191.01318359375,199.39999389648438,211.4499969482422,187.3000030517578,189.89999389648438,6302579,2021-05-10
2021-05-17,205.14279174804688,214.14999389648438,219.39999389648438,198.0,202.39999389648438,7405362,2021-05-17
2021-05-24,193.5038299560547,202.0,218.39999389648438,201.0,216.0,3718437,2021-05-24
2021-05-31,198.14984130859375,206.85000610351562,211.39999389648438,199.0,203.0,3630548,2021-05-31
2021-06-07,200.0657196044922,208.85000610351562,213.6999969482422,201.0,208.35000610351562,4630784,2021-06-07
2021-06-14,202.17318725585938,211.0500030517578,219.9499969482422,201.8000030517578,208.85000610351562,10023777,2021-06-14
2021-06-21,208.54347229003906,217.6999969482422,225.25,206.5,208.0,10789287,2021-06-21
2021-06-28,220.75721740722656,230.4499969482422,234.8000030517578,210.0500030517578,219.0,13041548,2021-06-28
2021-07-05,231.96510314941406,242.14999389648438,254.9499969482422,232.5500030517578,233.89999389648438,16126878,2021-07-05
2021-07-12,255.24307250976562,266.45001220703125,271.3999938964844,244.35000610351562,244.39999389648438,15489318,2021-07-12
2021-07-19,239.0538787841797,249.5500030517578,263.8999938964844,247.14999389648438,260.79998779296875,5210103,2021-07-19
2021-07-26,250.40545654296875,261.3999938964844,278.0,248.0500030517578,250.0,14987024,2021-07-26
2021-08-02,276.7153625488281,286.54998779296875,293.70001220703125,258.75,263.8500061035156,23049384,2021-08-02
2021-08-09,255.22898864746094,264.29998779296875,291.6000061035156,254.3000030517578,287.95001220703125,8696058,2021-08-09
2021-08-16,233.69435119628906,242.0,265.1000061035156,240.10000610351562,264.8999938964844,4262711,2021-08-16
2021-08-23,268.02423095703125,277.54998779296875,279.3999938964844,230.0500030517578,245.0,13022531,2021-08-23
2021-08-30,273.52862548828125,283.25,295.0,274.0,279.3999938964844,11159204,2021-08-30
2021-09-06,273.81829833984375,283.54998779296875,289.5,270.95001220703125,284.0,6090364,2021-09-06
2021-09-13,286.6135559082031,296.79998779296875,313.5,283.20001220703125,283.8999938964844,18424752,2021-09-13
2021-09-20,278.6466979980469,288.54998779296875,304.3500061035156,285.0,296.79998779296875,6239798,2021-09-20
2021-09-27,276.7153625488281,286.54998779296875,296.0,285.0,291.0,3682713,2021-09-27
2021-10-04,295.0149841308594,305.5,319.95001220703125,286.8999938964844,287.0,11193578,2021-10-04
2021-10-11,296.8497619628906,307.3999938964844,321.29998779296875,305.5,307.95001220703125,4722256,2021-10-11
2021-10-18,263.437255859375,272.79998779296875,312.8999938964844,266.70001220703125,308.5,6564183,2021-10-18
2021-10-25,257.7397766113281,266.8999938964844,284.3999938964844,262.20001220703125,275.0,4445664,2021-10-25
2021-11-01,259.0434265136719,268.25,274.70001220703125,251.14999389648438,269.3500061035156,3320467,2021-11-01
2021-11-08,250.8351593017578,259.75,271.6499938964844,255.0,270.95001220703125,3433551,2021-11-08
2021-11-15,239.4401397705078,247.9499969482422,263.6499938964844,243.0,261.04998779296875,2856478,2021-11-15
2021-11-22,228.57626342773438,236.6999969482422,250.0,234.4499969482422,247.60000610351562,4025959,2021-11-22
2021-11-29,232.00442504882812,240.25,246.0,216.5500030517578,231.5,6788736,2021-11-29
2021-12-06,232.3424072265625,240.60000610351562,243.6999969482422,229.85000610351562,241.85000610351562,2611683,2021-12-06
2021-12-13,219.2574462890625,227.0500030517578,251.0,225.10000610351562,245.0,3132369,2021-12-13
2021-12-20,213.1736602783203,220.75,226.0,214.5500030517578,222.35000610351562,2366226,2021-12-20
2021-12-27,224.56869506835938,232.5500030517578,237.5,216.75,221.89999389648438,3449055,2021-12-27
2022-01-03,246.44131469726562,255.1999969482422,258.70001220703125,229.75,234.60000610351562,9105981,2022-01-03
2022-01-10,249.8694610595703,258.75,262.5,250.6999969482422,257.25,3739556,2022-01-10
2022-01-17,231.8595733642578,240.10000610351562,260.04998779296875,237.0,259.8500061035156,2432644,2022-01-17
2022-01-24,226.21034240722656,234.25,242.14999389648438,218.1999969482422,240.0,2991652,2022-01-24
2022-01-31,221.14051818847656,229.0,242.6999969482422,226.25,236.1999969482422,2901666,2022-01-31
2022-02-07,213.0771026611328,220.64999389648438,232.39999389648438,218.9499969482422,229.0,2124355,2022-02-07
2022-02-14,202.9857635498047,210.1999969482422,222.0,200.39999389648438,220.35000610351562,2735354,2022-02-14
2022-02-21,198.20565795898438,205.25,211.0,190.6999969482422,210.0,3929582,2022-02-21
2022-02-28,202.16493225097656,209.35000610351562,218.0,199.10000610351562,203.35000610351562,3029594,2022-02-28
2022-03-07,197.81936645507812,204.85000610351562,214.10000610351562,194.39999389648438,204.10000610351562,5601215,2022-03-07
2022-03-14,209.26266479492188,216.6999969482422,219.9499969482422,206.0,207.0,4188398,2022-03-14
2022-03-21,208.77984619140625,216.1999969482422,223.5,214.85000610351562,218.1999969482422,3026742,2022-03-21
2022-03-28,241.3715057373047,249.9499969482422,252.89999389648438,211.39999389648438,215.60000610351562,9814273,2022-03-28
2022-04-04,233.8874969482422,242.1999969482422,252.0,238.0,249.0,4193942,2022-04-04
2022-04-11,226.54833984375,234.60000610351562,245.1999969482422,233.1999969482422,242.1999969482422,1402562,2022-04-11
2022-04-18,218.0503387451172,225.8000030517578,234.64999389648438,223.60000610351562,233.25,1880991,2022-04-18
2022-04-25,219.0160369873047,226.8000030517578,236.89999389648438,217.39999389648438,223.0,4122441,2022-04-25
2022-05-02,222.8787384033203,230.8000030517578,240.75,221.39999389648438,225.4499969482422,3306136,2022-05-02
2022-05-09,220.5611114501953,228.39999389648438,256.1000061035156,224.10000610351562,229.3000030517578,9012977,2022-05-09
2022-05-16,245.28250122070312,254.0,264.95001220703125,225.35000610351562,229.0500030517578,8643495,2022-05-16
2022-05-23,232.48724365234375,240.75,266.29998779296875,228.25,259.70001220703125,5780166,2022-05-23
2022-05-30,249.53147888183594,258.3999938964844,261.5,242.1999969482422,242.1999969482422,5073695,2022-05-30
2022-06-06,256.0015563964844,265.1000061035156,274.8500061035156,251.64999389648438,258.3999938964844,7414286,2022-06-06
2022-06-13,228.86595153808594,237.0,261.5,234.1999969482422,261.0,3473556,2022-06-13
2022-06-20,248.17953491210938,257.0,259.6000061035156,229.39999389648438,237.0,3184664,2022-06-20
2022-06-27,239.24700927734375,247.75,264.75,244.35000610351562,261.70001220703125,1913480,2022-06-27
2022-07-04,248.66238403320312,257.5,263.3999938964844,247.39999389648438,247.6999969482422,2205388,2022-07-04
2022-07-11,270.6798400878906,280.29998779296875,284.95001220703125,256.54998779296875,257.0,8830098,2022-07-11
2022-07-18,278.0190124511719,287.8999938964844,292.6499938964844,276.54998779296875,282.5,5917628,2022-07-18
2022-07-25,270.0558166503906,276.6499938964844,294.5,272.0,288.45001220703125,5628294,2022-07-25
2022-08-01,256.0478515625,262.29998779296875,278.3999938964844,260.95001220703125,277.0,3360850,2022-08-01
2022-08-08,260.48944091796875,266.8500061035156,273.45001220703125,261.54998779296875,263.29998779296875,2112959,2022-08-08
2022-08-15,259.4156494140625,265.75,279.0,262.54998779296875,266.8500061035156,2409805,2022-08-15
2022-08-22,258.09783935546875,264.3999938964844,268.3500061035156,252.0,265.75,2335936,2022-08-22
2022-08-29,272.9355163574219,279.6000061035156,284.45001220703125,257.45001220703125,258.0,4510462,2022-08-29
2022-09-05,281.5745849609375,288.45001220703125,292.6000061035156,279.45001220703125,279.54998779296875,6090311,2022-09-05
2022-09-12,259.26922607421875,265.6000061035156,294.8999938964844,264.3500061035156,290.45001220703125,6115086,2022-09-12
2022-09-19,252.3872528076172,258.54998779296875,272.95001220703125,257.25,267.0,2998670,2022-09-19
2022-09-26,246.92074584960938,252.9499969482422,256.3999938964844,239.0,255.25,2428480,2022-09-26
2022-10-03,262.9298400878906,269.3500061035156,272.0,252.35000610351562,252.9499969482422,2699578,2022-10-03
2022-10-10,248.4337921142578,254.5,268.54998779296875,251.9499969482422,265.95001220703125,2348044,2022-10-10
2022-10-17,251.5087127685547,257.6499938964844,266.0,250.9499969482422,253.64999389648438,2029601,2022-10-17
2022-10-24,239.94117736816406,245.8000030517578,260.3999938964844,243.0,259.70001220703125,1407472,2022-10-24
2022-10-31,238.67214965820312,244.5,248.85000610351562,241.25,247.0500030517578,1431912,2022-10-31
2022-11-07,226.47010803222656,232.0,246.35000610351562,218.14999389648438,244.5,4143110,2022-11-07
2022-11-14,222.56544494628906,228.0,234.0,224.1999969482422,232.4499969482422,2000976,2022-11-14
2022-11-21,227.59268188476562,233.14999389648438,236.3000030517578,226.14999389648438,227.10000610351562,1528590,2022-11-21
2022-11-28,228.031982421875,233.60000610351562,242.10000610351562,232.3000030517578,233.14999389648438,1622803,2022-11-28
2022-12-05,232.13185119628906,237.8000030517578,239.89999389648438,232.1999969482422,234.5,2589183,2022-12-05
2022-12-12,228.81288146972656,234.39999389648438,246.5,234.0,238.5500030517578,2500131,2022-12-12
2022-12-19,220.27145385742188,225.64999389648438,247.89999389648438,223.10000610351562,235.60000610351562,3609232,2022-12-19
2022-12-26,227.44625854492188,233.0,239.0,224.0500030517578,225.0,1294599,2022-12-26
2023-01-02,225.6891632080078,231.1999969482422,246.89999389648438,230.5,234.3000030517578,1822402,2023-01-02
2023-01-09,223.4927978515625,228.9499969482422,234.25,226.0,232.39999389648438,1001650,2023-01-09
2023-01-16,216.9036865234375,222.1999969482422,230.60000610351562,221.8000030517578,229.5500030517578,992452,2023-01-16
2023-01-23,206.21469116210938,211.25,224.39999389648438,209.9499969482422,222.9499969482422,777966,2023-01-23
2023-01-30,204.75045776367188,209.75,214.4499969482422,201.5500030517578,209.1999969482422,1917468,2023-01-30
2023-02-06,206.50755310058594,211.5500030517578,213.0,205.5500030517578,209.75,785241,2023-02-06
2023-02-13,217.78224182128906,223.10000610351562,232.89999389648438,204.85000610351562,207.14999389648438,2284248,2023-02-13
2023-02-20,224.1273193359375,229.60000610351562,234.5500030517578,222.5500030517578,234.5500030517578,1737022,2023-02-20
2023-02-27,216.4156036376953,221.6999969482422,230.0500030517578,218.89999389648438,228.85000610351562,989937,2023-02-27
2023-03-06,217.3429718017578,222.64999389648438,230.0,221.14999389648438,222.25,793447,2023-03-06
2023-03-13,204.21356201171875,209.1999969482422,222.0,204.10000610351562,221.5,1172615,2023-03-13
2023-03-20,199.0398712158203,203.89999389648438,214.5,203.1999969482422,207.0,1432502,2023-03-20
2023-03-27,201.72433471679688,206.64999389648438,211.25,199.10000610351562,204.10000610351562,1768244,2023-03-27
2023-04-03,207.53253173828125,212.60000610351562,216.4499969482422,206.5,206.5,784971,2023-04-03
2023-04-10,215.04898071289062,220.3000030517578,221.8000030517578,208.9499969482422,211.0,1129033,2023-04-10
2023-04-17,207.87417602539062,212.9499969482422,219.89999389648438,211.6999969482422,218.35000610351562,1654837,2023-04-17
2023-04-24,207.8253631591797,212.89999389648438,215.89999389648438,211.8000030517578,213.10000610351562,857898,2023-04-24
2023-05-01,226.76295471191406,232.3000030517578,234.1999969482422,212.89999389648438,212.89999389648438,3731269,2023-05-01
