Date,Adj Close_TDPOWERSYS.NS,Close_TDPOWERSYS.NS,High_TDPOWERSYS.NS,Low_TDPOWERSYS.NS,Open_TDPOWERSYS.NS,Volume_TDPOWERSYS.NS,Date
2020-07-13,20.657657623291016,21.290000915527344,22.31999969482422,20.920000076293945,21.200000762939453,369725,2020-07-13
2020-07-20,20.182212829589844,20.799999237060547,22.1299991607666,20.459999084472656,21.600000381469727,708155,2020-07-20
2020-07-27,19.338050842285156,19.93000030517578,21.15999984741211,19.639999389648438,20.799999237060547,523615,2020-07-27
2020-08-03,21.550329208374023,22.209999084472656,22.8799991607666,19.510000228881836,20.399999618530273,1087745,2020-08-03
2020-08-10,22.63706398010254,23.329999923706055,24.100000381469727,22.200000762939453,22.600000381469727,924065,2020-08-10
2020-08-17,24.849346160888672,25.610000610351562,26.68000030517578,23.0,23.510000228881836,1163075,2020-08-17
2020-08-24,24.17013931274414,24.90999984741211,27.399999618530273,24.700000762939453,25.950000762939453,1129930,2020-08-24
2020-08-31,22.210134506225586,22.889999389648438,25.65999984741211,22.6200008392334,25.020000457763672,519990,2020-08-31
2020-09-07,23.277462005615234,23.989999771118164,26.81999969482422,22.200000762939453,22.6299991607666,483840,2020-09-07
2020-09-14,22.06458854675293,22.739999771118164,24.790000915527344,22.360000610351562,24.420000076293945,585535,2020-09-14
2020-09-21,21.937484741210938,22.459999084472656,24.0,21.260000228881836,22.739999771118164,215625,2020-09-21
2020-09-28,21.72260093688965,22.239999771118164,23.15999984741211,21.989999771118164,22.489999771118164,161735,2020-09-28
2020-10-05,22.005857467651367,22.530000686645508,24.0,22.010000228881836,22.010000228881836,500525,2020-10-05
2020-10-12,21.048654556274414,21.549999237060547,23.200000762939453,21.399999618530273,22.760000228881836,1085935,2020-10-12
2020-10-19,21.468652725219727,21.979999542236328,23.100000381469727,21.600000381469727,21.690000534057617,303310,2020-10-19
2020-10-26,20.247730255126953,20.729999542236328,22.799999237060547,20.469999313354492,21.809999465942383,479540,2020-10-26
2020-11-02,21.3612117767334,21.8700008392334,22.200000762939453,20.309999465942383,20.989999771118164,274755,2020-11-02
2020-11-09,22.45515251159668,22.989999771118164,25.899999618530273,20.579999923706055,22.100000381469727,2913035,2020-11-09
2020-11-16,27.602550506591797,28.260000228881836,28.540000915527344,22.6200008392334,22.780000686645508,11848795,2020-11-16
2020-11-23,24.59420394897461,25.18000030517578,28.489999771118164,24.25,28.489999771118164,4261175,2020-11-23
2020-11-30,25.561174392700195,26.170000076293945,26.450000762939453,24.799999237060547,25.18000030517578,1255330,2020-11-30
2020-12-07,25.31698989868164,25.920000076293945,27.18000030517578,25.309999465942383,26.479999542236328,1983065,2020-12-07
2020-12-14,24.428159713745117,25.010000228881836,26.579999923706055,24.84000015258789,26.100000381469727,3322340,2020-12-14
2020-12-21,26.059309005737305,26.68000030517578,26.940000534057617,23.770000457763672,25.200000762939453,3239250,2020-12-21
2020-12-28,29.849040985107422,30.559999465942383,31.5,27.399999618530273,27.40999984741211,8297790,2020-12-28
2021-01-04,28.647659301757812,29.329999923706055,31.0,27.399999618530273,30.700000762939453,2160380,2021-01-04
2021-01-11,27.416973114013672,28.06999969482422,29.579999923706055,27.809999465942383,29.34000015258789,1123995,2021-01-11
2021-01-18,27.05558204650879,27.700000762939453,29.200000762939453,27.450000762939453,28.06999969482422,802980,2021-01-18
2021-01-25,25.385360717773438,25.989999771118164,28.799999237060547,25.700000762939453,28.489999771118164,650270,2021-01-25
2021-02-01,30.542526245117188,31.270000457763672,31.979999542236328,25.940000534057617,26.1299991607666,5457235,2021-02-01
2021-02-08,30.806243896484375,31.540000915527344,32.18000030517578,30.209999084472656,31.600000381469727,2775950,2021-02-08
2021-02-15,31.919723510742188,32.68000030517578,34.380001068115234,31.399999618530273,31.799999237060547,2694995,2021-02-15
2021-02-22,30.073694229125977,30.790000915527344,33.290000915527344,30.510000228881836,32.9900016784668,836300,2021-02-22
2021-03-01,30.77694320678711,31.510000228881836,33.08000183105469,30.75,31.399999618530273,1751235,2021-03-01
2021-03-08,30.562061309814453,31.290000915527344,32.38999938964844,31.0,32.220001220703125,448030,2021-03-08
2021-03-15,28.315568923950195,28.989999771118164,31.65999984741211,25.65999984741211,31.239999771118164,1327170,2021-03-15
2021-03-22,29.536483764648438,30.239999771118164,31.0,28.149999618530273,29.100000381469727,1058420,2021-03-22
2021-03-29,30.366716384887695,31.09000015258789,31.600000381469727,29.440000534057617,30.239999771118164,381425,2021-03-29
2021-04-05,31.128568649291992,31.8700008392334,32.75,30.270000457763672,31.59000015258789,919000,2021-04-05
2021-04-12,29.360673904418945,30.059999465942383,31.989999771118164,29.600000381469727,31.989999771118164,620165,2021-04-12
2021-04-19,30.640199661254883,31.3700008392334,31.940000534057617,24.200000762939453,30.059999465942383,710955,2021-04-19
2021-04-26,31.245773315429688,31.989999771118164,33.86000061035156,30.90999984741211,31.010000228881836,1107175,2021-04-26
2021-05-03,37.46757888793945,38.36000061035156,39.540000915527344,31.1200008392334,31.790000915527344,2738355,2021-05-03
2021-05-10,42.13637924194336,43.13999938964844,46.79999923706055,37.619998931884766,39.38999938964844,8547680,2021-05-10
2021-05-17,36.58852005004883,37.459999084472656,46.79999923706055,37.0099983215332,44.08000183105469,4399785,2021-05-17
2021-05-24,37.848514556884766,38.75,42.20000076293945,37.0,37.79999923706055,2973845,2021-05-24
2021-05-31,38.698265075683594,39.619998931884766,40.0,37.439998626708984,39.599998474121094,666800,2021-05-31
2021-06-07,39.8508186340332,40.79999923706055,43.0,39.380001068115234,40.9900016784668,3543450,2021-06-07
2021-06-14,39.2159423828125,40.150001525878906,41.939998626708984,38.88999938964844,40.810001373291016,1303305,2021-06-14
2021-06-21,37.99502182006836,38.900001525878906,41.0,38.47999954223633,39.2599983215332,882490,2021-06-21
2021-06-28,36.598289489746094,37.470001220703125,39.4900016784668,36.220001220703125,38.900001525878906,1771890,2021-06-28
2021-07-05,39.587093353271484,40.529998779296875,43.0,36.20000076293945,37.5,4457855,2021-07-05
2021-07-12,41.325687408447266,42.310001373291016,43.79999923706055,39.02000045776367,40.939998626708984,5932040,2021-07-12
2021-07-19,39.18663787841797,40.119998931884766,42.27000045776367,38.93000030517578,42.20000076293945,1192980,2021-07-19
2021-07-26,37.692230224609375,38.59000015258789,40.91999816894531,37.88999938964844,40.91999816894531,1784725,2021-07-26
2021-08-02,37.848514556884766,38.75,40.0,37.93000030517578,39.0099983215332,1039895,2021-08-02
2021-08-09,43.85544204711914,44.900001525878906,44.900001525878906,35.209999084472656,38.880001068115234,5203245,2021-08-09
2021-08-16,46.414485931396484,47.52000045776367,52.849998474121094,45.0,47.400001525878906,14032680,2021-08-16
2021-08-23,53.6130256652832,54.88999938964844,61.599998474121094,45.16999816894531,48.20000076293945,12623420,2021-08-23
2021-08-30,62.92131042480469,64.41999816894531,72.95999908447266,55.0,56.70000076293945,11643935,2021-08-30
2021-09-06,65.33384704589844,66.88999938964844,69.88999938964844,62.630001068115234,65.5999984741211,3669135,2021-09-06
2021-09-13,61.739463806152344,63.209999084472656,67.30000305175781,62.220001220703125,66.9000015258789,1805245,2021-09-13
2021-09-20,61.77254104614258,62.75,66.0,60.65999984741211,63.599998474121094,983545,2021-09-20
2021-09-27,64.95222473144531,65.9800033569336,68.05999755859375,60.529998779296875,62.97999954223633,1683250,2021-09-27
2021-10-04,65.95634460449219,67.0,70.0,64.2699966430664,66.55999755859375,1515130,2021-10-04
2021-10-11,67.06874084472656,68.12999725341797,70.0,66.23999786376953,67.0,790090,2021-10-11
2021-10-18,62.78649139404297,63.779998779296875,76.38999938964844,59.849998474121094,69.68000030517578,2335620,2021-10-18
2021-10-25,66.10400390625,67.1500015258789,69.58999633789062,59.650001525878906,63.0,846780,2021-10-25
2021-11-01,65.31647491455078,66.3499984741211,68.58000183105469,65.41000366210938,67.0,406990,2021-11-01
2021-11-08,70.39608764648438,71.51000213623047,76.19999694824219,64.19999694824219,67.68000030517578,2124700,2021-11-08
2021-11-15,79.39372253417969,80.6500015258789,82.80000305175781,68.31999969482422,71.5,3101490,2021-11-15
2021-11-22,79.70873260498047,80.97000122070312,86.9800033569336,72.19999694824219,81.58000183105469,3038715,2021-11-22
2021-11-29,75.83009338378906,77.02999877929688,87.0,73.76000213623047,82.80000305175781,2020955,2021-11-29
2021-12-06,81.40193939208984,82.69000244140625,85.4000015258789,77.36000061035156,79.94999694824219,986270,2021-12-06
2021-12-13,82.07134246826172,83.37000274658203,86.6500015258789,80.9000015258789,82.5999984741211,1635400,2021-12-13
2021-12-20,78.74398803710938,79.98999786376953,82.19999694824219,75.80999755859375,81.0199966430664,861105,2021-12-20
2021-12-27,88.302734375,89.69999694824219,91.33999633789062,79.20999908447266,79.20999908447266,2430800,2021-12-27
2022-01-03,86.8359375,88.20999908447266,91.36000061035156,84.08000183105469,89.73999786376953,1155380,2022-01-03
2022-01-10,86.05825805664062,87.41999816894531,93.44999694824219,83.0,88.5999984741211,1274805,2022-01-10
2022-01-17,89.60216522216797,91.0199966430664,98.48999786376953,86.25,87.4000015258789,1569455,2022-01-17
2022-01-24,82.99669647216797,84.30999755859375,92.5999984741211,78.73999786376953,91.04000091552734,1674670,2022-01-24
2022-01-31,82.07134246826172,83.37000274658203,88.54000091552734,81.38999938964844,83.0,756875,2022-01-31
2022-02-07,77.8481674194336,79.08000183105469,87.80000305175781,77.41000366210938,84.0,448600,2022-02-07
