Date,Adj Close_KINGFA.NS,Close_KINGFA.NS,High_KINGFA.NS,Low_KINGFA.NS,Open_KINGFA.NS,Volume_KINGFA.NS,Date
2020-07-13,393.9174499511719,395.04998779296875,414.6000061035156,377.0,414.5,10873,2020-07-13
2020-07-20,442.47784423828125,443.75,472.5,387.6499938964844,400.0,119566,2020-07-20
2020-07-27,451.1529235839844,452.45001220703125,493.79998779296875,441.20001220703125,450.1000061035156,134851,2020-07-27
2020-08-03,546.9774169921875,548.5499877929688,579.0,451.20001220703125,460.0,189104,2020-08-03
2020-08-10,493.7304992675781,495.1499938964844,600.0,488.1000061035156,557.4000244140625,53934,2020-08-10
2020-08-17,492.93280029296875,494.3500061035156,519.9500122070312,474.54998779296875,512.5999755859375,38461,2020-08-17
2020-08-24,489.19354248046875,490.6000061035156,509.8500061035156,476.0,500.5,50990,2020-08-24
2020-08-31,468.5528869628906,469.8999938964844,503.0,451.8999938964844,495.79998779296875,41643,2020-08-31
2020-09-07,463.018798828125,464.3500061035156,499.0,433.6000061035156,470.45001220703125,28395,2020-09-07
2020-09-14,471.0955810546875,472.45001220703125,488.6499938964844,453.1000061035156,468.0,25073,2020-09-14
2020-09-21,498.21759033203125,499.6499938964844,510.0,431.20001220703125,482.95001220703125,45722,2020-09-21
2020-09-28,494.7774963378906,496.20001220703125,517.7000122070312,481.20001220703125,508.95001220703125,26528,2020-09-28
2020-10-05,497.7688903808594,499.20001220703125,513.8499755859375,485.1000061035156,485.1000061035156,23630,2020-10-05
2020-10-12,499.3642883300781,500.79998779296875,504.95001220703125,468.04998779296875,504.95001220703125,19670,2020-10-12
2020-10-19,595.8867797851562,597.5999755859375,605.0,492.5,501.54998779296875,92904,2020-10-19
2020-10-26,577.53955078125,579.2000122070312,617.25,566.0,600.0,38926,2020-10-26
2020-11-02,615.4306030273438,617.2000122070312,632.0499877929688,563.0,563.0,38947,2020-11-02
2020-11-09,547.2266845703125,548.7999877929688,623.5999755859375,525.0,621.1500244140625,35939,2020-11-09
2020-11-16,564.5768432617188,566.2000122070312,575.3499755859375,542.3499755859375,542.3499755859375,15429,2020-11-16
2020-11-23,535.9591064453125,537.5,592.1500244140625,528.0999755859375,561.3499755859375,29935,2020-11-23
2020-11-30,531.2725830078125,532.7999877929688,552.5,526.0,537.5,19498,2020-11-30
2020-12-07,535.111572265625,536.6500244140625,544.7999877929688,525.0499877929688,539.9000244140625,24961,2020-12-07
2020-12-14,578.4369506835938,580.0999755859375,625.0,532.2999877929688,532.2999877929688,73464,2020-12-14
2020-12-21,562.8318481445312,564.4500122070312,587.7999877929688,535.5999755859375,580.0999755859375,13253,2020-12-21
2020-12-28,587.5607299804688,589.25,594.9500122070312,543.0,563.0,31299,2020-12-28
2021-01-04,606.9550170898438,608.7000122070312,677.0,584.0999755859375,589.25,87325,2021-01-04
2021-01-11,657.6591796875,659.5499877929688,669.0,602.0,616.0,52907,2021-01-11
2021-01-18,650.130859375,652.0,750.0,631.25,660.0,184979,2021-01-18
2021-01-25,696.5972290039062,698.5999755859375,713.6500244140625,620.0999755859375,659.25,72320,2021-01-25
2021-02-01,627.7451782226562,629.5499877929688,724.6500244140625,603.2000122070312,698.0,102186,2021-02-01
2021-02-08,597.0833740234375,598.7999877929688,681.9500122070312,584.4000244140625,631.0,94047,2021-02-08
2021-02-15,571.706298828125,573.3499755859375,609.0499877929688,567.1500244140625,609.0,48484,2021-02-15
2021-02-22,556.9985961914062,558.5999755859375,581.9000244140625,550.0,581.8499755859375,38039,2021-02-22
2021-03-01,698.7410888671875,700.75,732.5,560.7000122070312,560.7000122070312,172966,2021-03-01
2021-03-08,661.2489013671875,663.1500244140625,728.0,658.7999877929688,710.0,66145,2021-03-08
2021-03-15,624.6541137695312,626.4500122070312,685.0,585.9500122070312,663.1500244140625,55570,2021-03-15
2021-03-22,587.3612670898438,589.0499877929688,699.0,583.0499877929688,634.6500244140625,54972,2021-03-22
2021-03-29,604.4122924804688,606.1500244140625,615.9000244140625,579.0499877929688,589.0499877929688,16265,2021-03-29
2021-04-05,616.9761352539062,618.75,626.0,586.0,606.1500244140625,26118,2021-04-05
2021-04-12,596.036376953125,597.75,618.9500122070312,569.9000244140625,605.0,31145,2021-04-12
2021-04-19,575.8444213867188,577.5,600.0,555.25,598.0,24336,2021-04-19
2021-04-26,589.6546630859375,591.3499755859375,617.9500122070312,572.3499755859375,572.3499755859375,28510,2021-04-26
2021-05-03,644.8958740234375,646.75,660.0,570.2999877929688,599.9500122070312,53183,2021-05-03
2021-05-10,876.6795043945312,879.2000122070312,992.5,655.0,666.75,477238,2021-05-10
2021-05-17,996.1859130859375,999.0499877929688,1079.800048828125,872.4500122070312,877.9500122070312,177043,2021-05-17
2021-05-24,904.748779296875,907.3499755859375,1023.7000122070312,890.0,1004.4500122070312,49685,2021-05-24
2021-05-31,1049.3331298828125,1052.3499755859375,1065.9000244140625,873.9500122070312,897.0,102714,2021-05-31
2021-06-07,1096.6470947265625,1099.800048828125,1157.550048828125,1020.0999755859375,1089.0,113756,2021-06-07
2021-06-14,1009.0988159179688,1012.0,1140.0,963.5,1100.050048828125,126236,2021-06-14
2021-06-21,1036.56982421875,1039.550048828125,1055.949951171875,984.0,998.0,66567,2021-06-21
2021-06-28,965.4742431640625,968.25,1055.0,932.6500244140625,1034.949951171875,38297,2021-06-28
2021-07-05,1255.6400146484375,1259.25,1259.25,940.0,965.0499877929688,170579,2021-07-05
2021-07-12,1212.015380859375,1215.5,1321.9000244140625,1186.300048828125,1279.949951171875,76828,2021-07-12
2021-07-19,1172.3294677734375,1175.699951171875,1245.0,1160.0,1215.5,21165,2021-07-19
2021-07-26,1076.554931640625,1079.6500244140625,1213.949951171875,1068.75,1210.0,29201,2021-07-26
2021-08-02,1180.2567138671875,1183.6500244140625,1183.6500244140625,1042.6500244140625,1078.0,45950,2021-08-02
2021-08-09,1210.3701171875,1213.8499755859375,1302.0,1136.75,1199.0,120945,2021-08-09
2021-08-16,1089.41796875,1092.550048828125,1227.25,1090.0,1227.25,29763,2021-08-16
2021-08-23,1088.3209228515625,1091.449951171875,1119.699951171875,1046.5999755859375,1102.5,25845,2021-08-23
2021-08-30,1117.08837890625,1120.300048828125,1147.9000244140625,1033.699951171875,1082.75,25162,2021-08-30
2021-09-06,1084.9307861328125,1088.050048828125,1145.0,1081.550048828125,1145.0,12203,2021-09-06
2021-09-13,1043.7491455078125,1046.75,1100.0,1022.0,1097.050048828125,29104,2021-09-13
2021-09-20,1014.782470703125,1017.7000122070312,1089.699951171875,982.6500244140625,1044.449951171875,32583,2021-09-20
2021-09-27,995.0392456054688,997.9000244140625,1035.0,957.0,1026.0,19714,2021-09-27
2021-10-04,985.1676025390625,988.0,1019.9500122070312,973.0,1010.0,21263,2021-10-04
2021-10-11,1081.59033203125,1084.699951171875,1084.699951171875,965.5,983.2999877929688,37424,2021-10-11
2021-10-18,989.9537963867188,992.7999877929688,1094.0,970.0,1088.0,36637,2021-10-18
2021-10-25,952.511474609375,955.25,1004.0,932.5999755859375,992.7999877929688,19783,2021-10-25
2021-11-01,956.3504028320312,959.0999755859375,1039.75,925.0,951.2000122070312,7674,2021-11-01
2021-11-08,955.552734375,958.2999877929688,975.0,929.0,953.0,19539,2021-11-08
2021-11-15,941.04443359375,943.75,1010.0,920.0,955.0,28845,2021-11-15
2021-11-22,929.1287231445312,931.7999877929688,972.9500122070312,918.0,940.0,11649,2021-11-22
2021-11-29,952.511474609375,955.25,970.0,907.1500244140625,969.8499755859375,11014,2021-11-29
2021-12-06,997.3825073242188,1000.25,1032.0,912.25,958.5499877929688,36678,2021-12-06
2021-12-13,995.787109375,998.6500244140625,1107.5,970.0999755859375,1029.9000244140625,52580,2021-12-13
2021-12-20,1118.284912109375,1121.5,1169.949951171875,944.0,985.0,79443,2021-12-20
2021-12-27,1509.3604736328125,1513.699951171875,1625.0,1144.449951171875,1144.449951171875,579766,2021-12-27
2022-01-03,1464.8883056640625,1469.0999755859375,1609.949951171875,1441.0999755859375,1526.5999755859375,120231,2022-01-03
2022-01-10,1470.9708251953125,1475.199951171875,1510.0,1349.699951171875,1483.949951171875,114021,2022-01-10
2022-01-17,1420.7652587890625,1424.8499755859375,1541.550048828125,1378.5,1494.0,67353,2022-01-17
2022-01-24,1401.2713623046875,1405.300048828125,1456.699951171875,1242.3499755859375,1456.699951171875,83654,2022-01-24
2022-01-31,1432.6810302734375,1436.800048828125,1480.0,1330.0,1405.300048828125,63770,2022-01-31
2022-02-07,1349.8192138671875,1353.699951171875,1467.050048828125,1316.6500244140625,1411.0,48950,2022-02-07
2022-02-14,1199.9500732421875,1203.4000244140625,1349.0,1194.949951171875,1305.0999755859375,41201,2022-02-14
2022-02-21,1137.4298095703125,1140.699951171875,1249.0999755859375,1052.9000244140625,1221.449951171875,41864,2022-02-21
2022-02-28,1080.2940673828125,1083.4000244140625,1188.800048828125,1066.0,1123.0,24754,2022-02-28
2022-03-07,1131.19775390625,1134.449951171875,1189.9000244140625,1030.550048828125,1083.550048828125,30236,2022-03-07
2022-03-14,1118.03564453125,1121.25,1175.0,1075.0,1157.9000244140625,24537,2022-03-14
2022-03-21,1247.7127685546875,1251.300048828125,1268.0,1052.6500244140625,1148.0,82300,2022-03-21
2022-03-28,1394.141845703125,1398.1500244140625,1417.449951171875,1170.4000244140625,1270.0,137537,2022-03-28
2022-04-04,1305.7957763671875,1309.550048828125,1422.0,1300.0,1415.050048828125,54632,2022-04-04
2022-04-11,1216.1036376953125,1219.5999755859375,1360.0,1212.0,1329.199951171875,35104,2022-04-11
2022-04-18,1145.057861328125,1148.3499755859375,1241.949951171875,1135.0,1219.5999755859375,48451,2022-04-18
2022-04-25,1163.455078125,1166.800048828125,1189.0,1117.6500244140625,1150.0,24844,2022-04-25
2022-05-02,1032.7308349609375,1035.699951171875,1170.0,1026.3499755859375,1152.6500244140625,28198,2022-05-02
2022-05-09,933.266845703125,935.9500122070312,1062.4000244140625,871.8499755859375,1054.8499755859375,52437,2022-05-09
2022-05-16,937.30517578125,940.0,989.5,908.7000122070312,935.9500122070312,24319,2022-05-16
2022-05-23,902.6548461914062,905.25,1009.9500122070312,876.0499877929688,975.0,33725,2022-05-23
2022-05-30,931.9705810546875,934.6500244140625,989.75,914.0,923.3499755859375,17751,2022-05-30
2022-06-06,898.3173217773438,900.9000244140625,955.0,885.0,935.0999755859375,14185,2022-06-06
2022-06-13,800.299072265625,802.5999755859375,897.5,798.0,885.0,27103,2022-06-13
2022-06-20,848.8594970703125,851.2999877929688,866.0,754.4500122070312,819.0,16254,2022-06-20
2022-06-27,901.208984375,903.7999877929688,916.0,866.0999755859375,868.25,14435,2022-06-27
2022-07-04,917.4124145507812,920.0499877929688,944.9500122070312,884.0,909.0499877929688,15004,2022-07-04
2022-07-11,981.4283447265625,984.25,1023.9500122070312,868.0,928.0,47807,2022-07-11
2022-07-18,931.1727905273438,933.8499755859375,1017.9500122070312,925.0,1017.9500122070312,25217,2022-07-18
2022-07-25,964.8759765625,967.6500244140625,985.0,900.0,929.9500122070312,18118,2022-07-25
2022-08-01,965.4243774414062,968.2000122070312,1019.9000244140625,938.6500244140625,952.4000244140625,16573,2022-08-01
2022-08-08,998.7785034179688,1001.6500244140625,1118.199951171875,952.0499877929688,987.5499877929688,58697,2022-08-08
2022-08-15,1004.8111572265625,1007.7000122070312,1083.5,980.0,1001.6500244140625,26605,2022-08-15
2022-08-22,1227.3214111328125,1230.8499755859375,1235.0,965.0,990.5,131423,2022-08-22
2022-08-29,1287.2490234375,1290.949951171875,1470.0,1180.0,1220.0,141662,2022-08-29
2022-09-05,1291.636474609375,1295.3499755859375,1360.0,1233.5,1300.0,36734,2022-09-05
2022-09-12,1170.335205078125,1173.699951171875,1324.25,1166.25,1286.0,16645,2022-09-12
