Date,Adj Close_SAURASHCEM.NS,Close_SAURASHCEM.NS,High_SAURASHCEM.NS,Low_SAURASHCEM.NS,Open_SAURASHCEM.NS,Volume_SAURASHCEM.NS,Date
2024-02-26,112.92790985107422,113.8499984741211,124.5,109.0,124.5,400577,2024-02-26
2024-03-04,112.82872009277344,113.75,123.19999694824219,108.9000015258789,115.0,545465,2024-03-04
2024-03-11,99.1900863647461,100.0,115.0,97.0,113.3499984741211,891383,2024-03-11
2024-03-18,103.30647277832031,104.1500015258789,105.94999694824219,97.30000305175781,101.44999694824219,589523,2024-03-18
2024-03-25,104.943115234375,105.80000305175781,108.9000015258789,101.0,104.1500015258789,310390,2024-03-25
2024-04-01,112.38236999511719,113.30000305175781,119.25,105.0999984741211,107.05000305175781,990169,2024-04-01
2024-04-08,106.13339233398438,107.0,116.44999694824219,105.0999984741211,114.94999694824219,366765,2024-04-08
2024-04-15,123.29328155517578,124.30000305175781,126.0,102.0999984741211,102.0999984741211,2311010,2024-04-15
2024-04-22,119.82162475585938,120.80000305175781,130.60000610351562,118.80000305175781,129.39999389648438,966544,2024-04-22
2024-04-29,117.98660278320312,118.94999694824219,130.0,116.25,124.69999694824219,1023424,2024-04-29
2024-05-06,114.31657409667969,115.25,125.94999694824219,111.0999984741211,119.0999984741211,1594476,2024-05-06
2024-05-13,115.80442810058594,116.75,118.8499984741211,112.5,115.25,465950,2024-05-13
2024-05-20,122.9957046508789,124.0,126.5,115.05000305175781,119.0,775111,2024-05-20
2024-05-27,112.67993927001953,113.5999984741211,128.8000030517578,110.0999984741211,125.44999694824219,1243345,2024-05-27
2024-06-03,111.98561096191406,112.9000015258789,118.75,95.69999694824219,115.94999694824219,1027709,2024-06-03
2024-06-10,136.69384765625,137.80999755859375,148.86000061035156,113.44000244140625,114.5999984741211,7270021,2024-06-10
2024-06-17,130.16714477539062,131.22999572753906,141.8000030517578,127.5,137.80999755859375,1759300,2024-06-17
2024-06-24,133.41065979003906,134.5,141.3699951171875,126.30999755859375,131.25,4856351,2024-06-24
2024-07-01,134.30337524414062,135.39999389648438,144.8000030517578,132.52999877929688,134.89999389648438,1744807,2024-07-01
2024-07-08,131.86329650878906,132.94000244140625,138.99000549316406,128.6999969482422,135.38999938964844,966578,2024-07-08
2024-07-15,124.25541687011719,125.2699966430664,138.0,124.22000122070312,132.9499969482422,918613,2024-07-15
2024-07-22,140.0167236328125,141.16000366210938,144.0,120.5999984741211,125.2699966430664,2081940,2024-07-22
2024-07-29,130.3258514404297,131.38999938964844,146.0,127.83000183105469,145.0,1383966,2024-07-29
2024-08-05,129.02645874023438,130.0800018310547,134.13999938964844,125.79000091552734,130.88999938964844,919011,2024-08-05
2024-08-12,120.82344055175781,121.80999755859375,128.8300018310547,120.25,124.0199966430664,899049,2024-08-12
2024-08-19,127.70999908447266,127.70999908447266,130.0,122.30999755859375,124.0,580939,2024-08-19
2024-08-26,122.56999969482422,122.56999969482422,127.79000091552734,121.52999877929688,126.30000305175781,469048,2024-08-26
2024-09-02,123.73999786376953,123.73999786376953,128.83999633789062,118.19999694824219,122.5999984741211,882062,2024-09-02
2024-09-09,128.75,128.75,131.89999389648438,120.58999633789062,124.0,910988,2024-09-09
2024-09-16,123.37999725341797,123.37999725341797,132.8000030517578,120.0,128.3300018310547,1034676,2024-09-16
2024-09-23,124.23999786376953,124.23999786376953,130.0,123.23999786376953,125.9000015258789,770717,2024-09-23
2024-09-30,115.47000122070312,115.47000122070312,124.8499984741211,115.05000305175781,123.9000015258789,457325,2024-09-30
2024-10-07,111.26000213623047,111.26000213623047,117.98999786376953,104.22000122070312,117.19999694824219,479164,2024-10-07
2024-10-14,113.91000366210938,113.91000366210938,117.25,109.25,111.80000305175781,410639,2024-10-14
2024-10-21,117.3499984741211,117.3499984741211,135.0,107.80000305175781,114.25,8647668,2024-10-21
2024-10-28,121.98999786376953,121.98999786376953,125.19000244140625,114.5199966430664,117.9000015258789,522126,2024-10-28
2024-11-04,117.30999755859375,117.30999755859375,123.30000305175781,116.62999725341797,121.83999633789062,309179,2024-11-04
2024-11-11,106.16999816894531,106.16999816894531,118.36000061035156,104.01000213623047,117.30999755859375,387460,2024-11-11
2024-11-18,103.08000183105469,103.08000183105469,108.48999786376953,97.30999755859375,108.25,383395,2024-11-18
2024-11-25,112.5,112.5,116.0,104.6500015258789,104.6500015258789,584841,2024-11-25
2024-12-02,109.76000213623047,109.76000213623047,115.48999786376953,109.25,112.51000213623047,446587,2024-12-02
2024-12-09,107.95999908447266,107.95999908447266,116.5,106.80000305175781,110.0199966430664,515412,2024-12-09
2024-12-16,105.95999908447266,105.95999908447266,117.0,105.0999984741211,110.0,505878,2024-12-16
2024-12-23,120.76000213623047,120.76000213623047,129.1999969482422,102.30999755859375,106.4000015258789,2981189,2024-12-23
2024-12-30,118.33999633789062,118.33999633789062,123.4000015258789,113.43000030517578,122.5,626431,2024-12-30
2025-01-06,107.08999633789062,107.08999633789062,120.37000274658203,104.98999786376953,118.5999984741211,444725,2025-01-06
2025-01-13,105.20999908447266,105.20999908447266,111.94999694824219,101.0,107.08999633789062,432571,2025-01-13
2025-01-20,103.06999969482422,103.06999969482422,108.9000015258789,102.41000366210938,105.75,334394,2025-01-20
2025-01-27,101.08000183105469,101.08000183105469,103.83999633789062,95.80000305175781,102.5999984741211,377195,2025-01-27
2025-02-03,97.7300033569336,97.7300033569336,101.3499984741211,96.41000366210938,101.08000183105469,273788,2025-02-03
2025-02-10,81.87000274658203,81.87000274658203,102.75,81.0,101.0,379811,2025-02-10
2025-02-17,87.83999633789062,87.83999633789062,88.23999786376953,78.62000274658203,83.98999786376953,315089,2025-02-17
2025-02-24,76.72000122070312,76.72000122070312,90.80000305175781,75.5999984741211,89.0,177720,2025-02-24
2025-03-03,81.97000122070312,81.97000122070312,83.8499984741211,73.7300033569336,77.48999786376953,545987,2025-03-03
2025-03-10,76.5199966430664,76.5199966430664,83.80000305175781,75.0,83.80000305175781,333754,2025-03-10
2025-03-17,80.16999816894531,80.16999816894531,81.0,75.30000305175781,76.5999984741211,785109,2025-03-17
2025-03-24,75.08999633789062,75.08999633789062,83.5,74.8499984741211,81.5,1957866,2025-03-24
2025-03-31,88.05000305175781,88.05000305175781,90.69999694824219,75.08999633789062,75.08999633789062,1380130,2025-03-31
2025-04-07,81.05999755859375,81.05999755859375,86.94999694824219,78.95999908447266,81.0,788749,2025-04-07
2025-04-14,84.75,84.75,86.5,81.05999755859375,81.05999755859375,351157,2025-04-14
2025-04-21,91.12000274658203,91.12000274658203,102.4000015258789,84.54000091552734,86.5,1915399,2025-04-21
2025-04-28,89.08000183105469,89.08000183105469,100.4000015258789,89.01000213623047,92.12000274658203,1004322,2025-04-28
2025-05-05,84.19000244140625,84.19000244140625,92.01000213623047,83.0,89.0,324448,2025-05-05
