Date,Adj Close_TARIL.NS,Close_TARIL.NS,High_TARIL.NS,Low_TARIL.NS,Open_TARIL.NS,Volume_TARIL.NS,Date
2020-07-13,5.247823238372803,5.25,5.25,4.675000190734863,5.050000190734863,1391940,2020-07-13
2020-07-20,5.672647476196289,5.675000190734863,5.824999809265137,5.025000095367432,5.300000190734863,3210112,2020-07-20
2020-07-27,5.097885608673096,5.099999904632568,6.099999904632568,5.0,5.675000190734863,1222708,2020-07-27
2020-08-03,5.1978440284729,5.199999809265137,5.449999809265137,5.050000190734863,5.099999904632568,1121452,2020-08-03
2020-08-10,5.072895526885986,5.074999809265137,5.449999809265137,5.0,5.199999809265137,1055818,2020-08-10
2020-08-17,5.422750949859619,5.425000190734863,5.550000190734863,4.949999809265137,5.199999809265137,1448452,2020-08-17
2020-08-24,5.147864818572998,5.150000095367432,5.800000190734863,5.050000190734863,5.599999904632568,1476260,2020-08-24
2020-08-31,4.997926712036133,5.0,5.300000190734863,4.925000190734863,5.150000095367432,836126,2020-08-31
2020-09-07,4.897968292236328,4.900000095367432,5.074999809265137,4.724999904632568,5.025000095367432,506920,2020-09-07
2020-09-14,4.673061847686768,4.675000190734863,4.974999904632568,4.5,4.900000095367432,547038,2020-09-14
2020-09-21,4.623082637786865,4.625,4.724999904632568,4.25,4.650000095367432,682416,2020-09-21
2020-09-28,4.598092555999756,4.599999904632568,4.900000095367432,4.474999904632568,4.599999904632568,341624,2020-09-28
2020-10-05,4.798009872436523,4.800000190734863,4.974999904632568,4.550000190734863,4.550000190734863,658366,2020-10-05
2020-10-12,4.573102951049805,4.574999809265137,4.925000190734863,4.5,4.925000190734863,253636,2020-10-12
2020-10-19,4.673061847686768,4.675000190734863,4.800000190734863,4.425000190734863,4.724999904632568,532382,2020-10-19
2020-10-26,4.47314453125,4.474999904632568,4.800000190734863,4.349999904632568,4.675000190734863,250358,2020-10-26
2020-11-02,4.673061847686768,4.675000190734863,4.775000095367432,4.275000095367432,4.550000190734863,685210,2020-11-02
2020-11-09,4.6980509757995605,4.699999809265137,4.824999809265137,4.474999904632568,4.75,587716,2020-11-09
2020-11-16,4.9479475021362305,4.949999809265137,5.449999809265137,4.574999809265137,4.699999809265137,1825968,2020-11-16
2020-11-23,5.497719764709473,5.5,5.625,4.849999904632568,4.900000095367432,2497898,2020-11-23
2020-11-30,9.171195983886719,9.175000190734863,9.524999618530273,6.300000190734863,6.425000190734863,21294090,2020-11-30
2020-12-07,10.370697975158691,10.375,10.375,8.074999809265137,9.350000381469727,13060952,2020-12-07
2020-12-14,10.670574188232422,10.675000190734863,11.850000381469727,10.550000190734863,11.399999618530273,12510740,2020-12-14
2020-12-21,10.62059497833252,10.625,11.0,9.175000190734863,10.149999618530273,1731146,2020-12-21
2020-12-28,9.970864295959473,9.975000381469727,11.100000381469727,9.850000381469727,11.100000381469727,1566300,2020-12-28
2021-01-04,9.845916748046875,9.850000381469727,10.449999809265137,9.550000190734863,10.425000190734863,1724088,2021-01-04
2021-01-11,9.546040534973145,9.550000190734863,10.050000190734863,9.399999618530273,9.774999618530273,1207154,2021-01-11
2021-01-18,8.921299934387207,8.925000190734863,9.75,8.550000190734863,9.375,878806,2021-01-18
2021-01-25,8.29655933380127,8.300000190734863,8.975000381469727,8.050000190734863,8.975000381469727,498918,2021-01-25
2021-02-01,9.371112823486328,9.375,9.375,8.100000381469727,8.100000381469727,1314486,2021-02-01
2021-02-08,8.896309852600098,8.899999618530273,9.949999809265137,8.175000190734863,9.949999809265137,1624468,2021-02-08
2021-02-15,8.47148609161377,8.475000381469727,8.925000190734863,8.350000381469727,8.899999618530273,1637670,2021-02-15
2021-02-22,8.721383094787598,8.725000381469727,8.875,8.0,8.399999618530273,1228084,2021-02-22
2021-03-01,8.74637222290039,8.75,9.475000381469727,8.5,8.850000381469727,1968872,2021-03-01
2021-03-08,8.44649600982666,8.449999809265137,9.024999618530273,8.399999618530273,8.550000190734863,1047156,2021-03-08
2021-03-15,8.571444511413574,8.574999809265137,10.300000190734863,8.25,8.75,6907106,2021-03-15
2021-03-22,8.29655933380127,8.300000190734863,9.350000381469727,8.100000381469727,8.925000190734863,1858028,2021-03-22
2021-03-29,8.64641284942627,8.649999618530273,8.725000381469727,7.75,8.300000190734863,1131280,2021-03-29
2021-04-05,9.221175193786621,9.225000381469727,9.324999809265137,8.25,8.699999809265137,1548634,2021-04-05
2021-04-12,8.796351432800293,8.800000190734863,9.225000381469727,8.399999618530273,9.225000381469727,863622,2021-04-12
2021-04-19,8.771361351013184,8.774999618530273,8.975000381469727,8.149999618530273,8.300000190734863,847184,2021-04-19
2021-04-26,9.64599895477295,9.649999618530273,10.574999809265137,8.324999809265137,8.774999618530273,6672262,2021-04-26
2021-05-03,10.195771217346191,10.199999809265137,11.0,9.25,9.850000381469727,5453250,2021-05-03
2021-05-10,11.520221710205078,11.524999618530273,13.0,10.0,10.5,14977150,2021-05-10
