Date,Adj Close_SUZLON.NS,Close_SUZLON.NS,High_SUZLON.NS,Low_SUZLON.NS,Open_SUZLON.NS,Volume_SUZLON.NS,Date
2020-07-13,4.131961822509766,4.131961822509766,4.499248027801514,3.8564980030059814,4.131961822509766,81268052,2020-07-13
2020-07-20,4.086051940917969,4.086051940917969,4.545158863067627,3.994230031967163,4.315605163574219,88382746,2020-07-20
2020-07-27,3.948319911956787,3.948319911956787,4.269693851470947,3.948319911956787,4.0401411056518555,61206335,2020-07-27
2020-08-03,4.0401411056518555,4.0401411056518555,4.269693851470947,3.948319911956787,3.948319911956787,55970527,2020-08-03
2020-08-10,3.7187659740448,3.7187659740448,4.22378396987915,3.4433019161224365,4.0401411056518555,121958709,2020-08-10
2020-08-17,3.6269450187683105,3.6269450187683105,3.902409076690674,3.535123109817505,3.810586929321289,101962826,2020-08-17
2020-08-24,3.535123109817505,3.535123109817505,3.6728549003601074,3.489212989807129,3.6269450187683105,90217427,2020-08-24
2020-08-31,3.0760159492492676,3.0760159492492676,3.581033945083618,3.0301060676574707,3.535123109817505,117865008,2020-08-31
2020-09-07,3.0301060676574707,3.0301060676574707,3.2596590518951416,2.9841949939727783,3.12192702293396,70178207,2020-09-07
2020-09-14,2.8464629650115967,2.8464629650115967,3.1678380966186523,2.8464629650115967,3.0301060676574707,76031916,2020-09-14
2020-09-21,2.8005518913269043,2.8005518913269043,2.9841949939727783,2.6169090270996094,2.8464629650115967,67484537,2020-09-21
2020-09-28,2.6628201007843018,2.6628201007843018,2.8464629650115967,2.6169090270996094,2.8005518913269043,44661335,2020-09-28
2020-10-05,2.708730936050415,2.708730936050415,2.892374038696289,2.6169090270996094,2.708730936050415,45292044,2020-10-05
2020-10-12,2.5709989070892334,2.5709989070892334,2.754641056060791,2.4791769981384277,2.754641056060791,44594320,2020-10-12
2020-10-19,3.213747978210449,3.213747978210449,3.213747978210449,2.5709989070892334,2.6169090270996094,31167304,2020-10-19
2020-10-26,3.351480007171631,3.351480007171631,3.764677047729492,3.213747978210449,3.351480007171631,92881463,2020-10-26
2020-11-02,2.708730936050415,2.708730936050415,3.213747978210449,2.6628201007843018,3.213747978210449,99504633,2020-11-02
2020-11-09,3.305569887161255,3.305569887161255,3.305569887161255,2.6628201007843018,2.708730936050415,35598507,2020-11-09
2020-11-16,3.1678380966186523,3.1678380966186523,3.489212989807129,3.12192702293396,3.1678380966186523,54418536,2020-11-16
2020-11-23,3.1678380966186523,3.1678380966186523,3.2596590518951416,3.0301060676574707,3.1678380966186523,37672491,2020-11-23
2020-11-30,3.213747978210449,3.213747978210449,3.3973910808563232,3.12192702293396,3.1678380966186523,92651716,2020-11-30
2020-12-07,3.535123109817505,3.535123109817505,3.535123109817505,3.1678380966186523,3.2596590518951416,114182607,2020-12-07
2020-12-14,4.407426834106445,4.407426834106445,4.407426834106445,3.6728549003601074,3.6728549003601074,103860612,2020-12-14
2020-12-21,4.912444114685059,4.912444114685059,4.912444114685059,4.22378396987915,4.407426834106445,117775462,2020-12-21
2020-12-28,6.152032852172852,6.152032852172852,6.152032852172852,5.05017614364624,5.141997814178467,29361592,2020-12-28
2021-01-04,7.024335861206055,7.024335861206055,7.758907794952393,6.106122016906738,6.427496910095215,176740801,2021-01-04
2021-01-11,6.106122016906738,6.106122016906738,6.702960968017578,5.64701509475708,6.702960968017578,52128231,2021-01-11
2021-01-18,5.830657958984375,5.830657958984375,6.5193190574646,5.738836765289307,6.289764881134033,137218206,2021-01-18
2021-01-25,5.784748077392578,5.784748077392578,5.830657958984375,5.279729843139648,5.738836765289307,48656500,2021-01-25
2021-02-01,6.01430082321167,6.01430082321167,6.473408222198486,5.876568794250488,6.060212135314941,214171592,2021-02-01
2021-02-08,5.601105213165283,5.601105213165283,6.289764881134033,5.509283065795898,6.106122016906738,104710884,2021-02-08
2021-02-15,4.774712085723877,4.774712085723877,5.64701509475708,4.682890892028809,5.555193901062012,167889855,2021-02-15
2021-02-22,5.32564115524292,5.32564115524292,5.41746187210083,4.499248027801514,4.774712085723877,224204982,2021-02-22
2021-03-01,5.0960869789123535,5.0960869789123535,5.555193901062012,5.05017614364624,5.463373184204102,131347762,2021-03-01
2021-03-08,5.0960869789123535,5.0960869789123535,5.32564115524292,5.004265785217285,5.141997814178467,90558394,2021-03-08
2021-03-15,4.912444114685059,4.912444114685059,5.279729843139648,4.682890892028809,5.141997814178467,134031191,2021-03-15
