Date,Adj Close_STARPAPER.NS,Close_STARPAPER.NS,High_STARPAPER.NS,Low_STARPAPER.NS,Open_STARPAPER.NS,Volume_STARPAPER.NS,Date
2022-01-10,128.77439880371094,135.25,136.5,130.6999969482422,131.10000610351562,263130,2022-01-10
2022-01-17,131.48794555664062,138.10000610351562,144.0,136.0500030517578,139.89999389648438,476384,2022-01-17
2022-01-24,123.53772735595703,129.75,138.9499969482422,128.75,137.1999969482422,178246,2022-01-24
2022-01-31,130.86904907226562,137.4499969482422,140.60000610351562,129.64999389648438,131.75,341195,2022-01-31
2022-02-07,126.39408111572266,132.75,139.8000030517578,132.0,138.89999389648438,234641,2022-02-07
2022-02-14,125.39436340332031,131.6999969482422,139.4499969482422,124.05000305175781,130.0,406183,2022-02-14
2022-02-21,115.9207534790039,121.75,131.35000610351562,115.0,131.0500030517578,191540,2022-02-21
2022-02-28,117.11090850830078,123.0,134.0,117.4000015258789,122.69999694824219,133041,2022-02-28
2022-03-07,125.63239288330078,131.9499969482422,136.10000610351562,119.0,122.0,626758,2022-03-07
2022-03-14,150.48275756835938,158.0500030517578,170.0,132.1999969482422,133.5,4973148,2022-03-14
2022-03-21,146.7218780517578,154.10000610351562,167.5,149.0,159.60000610351562,1916909,2022-03-21
2022-03-28,163.9552764892578,172.1999969482422,174.5,147.10000610351562,154.10000610351562,2698047,2022-03-28
2022-04-04,161.95582580566406,170.10000610351562,181.5,168.14999389648438,174.60000610351562,2393326,2022-04-04
2022-04-11,162.05101013183594,170.1999969482422,178.0,165.64999389648438,170.3000030517578,913047,2022-04-11
2022-04-18,173.00042724609375,181.6999969482422,195.14999389648438,167.3000030517578,169.3000030517578,4172635,2022-04-18
2022-04-25,165.09780883789062,173.39999389648438,186.8000030517578,172.0,180.9499969482422,1165421,2022-04-25
2022-05-02,155.4813995361328,163.3000030517578,175.5500030517578,159.5,170.14999389648438,527389,2022-05-02
2022-05-09,142.3897247314453,149.5500030517578,162.25,145.10000610351562,161.0,631785,2022-05-09
2022-05-16,157.05238342285156,164.9499969482422,167.9499969482422,148.64999389648438,150.6999969482422,645208,2022-05-16
2022-05-23,151.67291259765625,159.3000030517578,169.9499969482422,151.25,164.9499969482422,633069,2022-05-23
2022-05-30,156.05267333984375,163.89999389648438,172.5500030517578,160.89999389648438,160.89999389648438,547072,2022-05-30
2022-06-06,152.0537567138672,159.6999969482422,166.89999389648438,154.8000030517578,165.1999969482422,334281,2022-06-06
2022-06-13,134.01107788085938,140.75,157.4499969482422,139.0500030517578,157.4499969482422,200872,2022-06-13
2022-06-20,134.05868530273438,140.8000030517578,144.0,129.39999389648438,141.39999389648438,232735,2022-06-20
2022-06-27,151.29205322265625,158.89999389648438,160.9499969482422,142.89999389648438,142.89999389648438,853935,2022-06-27
2022-07-04,148.29287719726562,155.75,165.5500030517578,153.75,160.39999389648438,328775,2022-07-04
2022-07-11,148.81655883789062,156.3000030517578,163.89999389648438,153.35000610351562,154.1999969482422,413824,2022-07-11
2022-07-18,155.4337921142578,163.25,168.0,157.1999969482422,157.9499969482422,868086,2022-07-18
2022-07-25,161.52735900878906,169.64999389648438,172.9499969482422,160.0,164.8000030517578,660995,2022-07-25
2022-08-01,168.85870361328125,177.35000610351562,186.0,170.89999389648438,170.89999389648438,1406280,2022-08-01
2022-08-08,182.61685180664062,191.8000030517578,199.89999389648438,177.4499969482422,178.0,2202551,2022-08-08
2022-08-15,172.19113159179688,180.85000610351562,191.8000030517578,180.0,191.8000030517578,768170,2022-08-15
2022-08-22,190.23382568359375,199.8000030517578,205.9499969482422,177.64999389648438,180.0,2243463,2022-08-22
2022-08-29,198.2316436767578,208.1999969482422,214.60000610351562,190.85000610351562,192.3000030517578,1138232,2022-08-29
2022-09-05,203.2302703857422,213.4499969482422,220.89999389648438,208.25,211.0,796563,2022-09-05
2022-09-12,194.32794189453125,204.10000610351562,219.60000610351562,202.0,213.10000610351562,899705,2022-09-12
2022-09-19,187.7343292236328,193.9499969482422,205.6999969482422,192.35000610351562,204.10000610351562,510323,2022-09-19
2022-09-26,184.20130920410156,190.3000030517578,194.89999389648438,182.0,194.89999389648438,366379,2022-09-26
2022-10-03,188.60549926757812,194.85000610351562,197.6999969482422,187.9499969482422,188.64999389648438,216277,2022-10-03
2022-10-10,191.8965301513672,198.25,204.0500030517578,190.0500030517578,193.8000030517578,355830,2022-10-10
2022-10-17,197.26866149902344,203.8000030517578,206.8000030517578,194.4499969482422,198.10000610351562,322726,2022-10-17
2022-10-24,203.80235290527344,210.5500030517578,214.9499969482422,203.5,204.89999389648438,545205,2022-10-24
2022-10-31,197.07508850097656,203.60000610351562,217.8000030517578,202.85000610351562,214.0,442427,2022-10-31
2022-11-07,197.84942626953125,204.39999389648438,214.1999969482422,198.0,201.5500030517578,773968,2022-11-07
2022-11-14,189.81544494628906,196.10000610351562,209.0,195.35000610351562,205.0,445766,2022-11-14
2022-11-21,192.28370666503906,198.64999389648438,201.75,191.10000610351562,199.0,343721,2022-11-21
2022-11-28,187.0083770751953,193.1999969482422,201.0,192.1999969482422,201.0,225052,2022-11-28
2022-12-05,186.2340087890625,192.39999389648438,198.0,191.5,194.4499969482422,212244,2022-12-05
2022-12-12,179.36155700683594,185.3000030517578,195.0,183.9499969482422,191.0500030517578,198194,2022-12-12
2022-12-19,162.61598205566406,168.0,204.3000030517578,163.9499969482422,185.89999389648438,786002,2022-12-19
2022-12-26,180.86187744140625,186.85000610351562,193.1999969482422,168.0,170.0,235845,2022-12-26
2023-01-02,180.0391082763672,186.0,191.4499969482422,183.1999969482422,189.64999389648438,149845,2023-01-02
2023-01-09,177.32884216308594,183.1999969482422,189.35000610351562,181.0,186.25,97187,2023-01-09
2023-01-16,174.95736694335938,180.75,184.3000030517578,176.1999969482422,183.1999969482422,97626,2023-01-16
2023-01-23,164.84226989746094,170.3000030517578,182.35000610351562,169.1999969482422,182.35000610351562,78115,2023-01-23
2023-01-30,167.02015686035156,172.5500030517578,182.0,168.0,168.0,128049,2023-01-30
2023-02-06,170.35958862304688,176.0,179.0,170.8000030517578,174.75,118679,2023-02-06
2023-02-13,165.2294464111328,170.6999969482422,182.5,168.0,176.39999389648438,215234,2023-02-13
2023-02-20,158.69577026367188,163.9499969482422,171.39999389648438,162.5,170.5,109352,2023-02-20
2023-02-27,161.01885986328125,166.35000610351562,167.89999389648438,162.64999389648438,163.1999969482422,92722,2023-02-27
2023-03-06,158.8893585205078,164.14999389648438,171.6999969482422,163.39999389648438,168.0,70096,2023-03-06
2023-03-13,151.43612670898438,156.4499969482422,165.6999969482422,152.6999969482422,164.14999389648438,153815,2023-03-13
2023-03-20,147.17713928222656,152.0500030517578,160.89999389648438,151.10000610351562,156.10000610351562,107750,2023-03-20
2023-03-27,141.65982055664062,146.35000610351562,153.3000030517578,142.10000610351562,153.10000610351562,153959,2023-03-27
2023-04-03,149.6938018798828,154.64999389648438,156.0,145.14999389648438,146.9499969482422,95440,2023-04-03
2023-04-10,158.59898376464844,163.85000610351562,166.5,153.85000610351562,156.0,111669,2023-04-10
2023-04-17,156.75985717773438,161.9499969482422,164.8000030517578,159.89999389648438,163.75,73115,2023-04-17
2023-04-24,163.34193420410156,168.75,170.0500030517578,159.89999389648438,162.60000610351562,110571,2023-04-24
2023-05-01,165.3262481689453,170.8000030517578,174.0,168.75,168.75,78231,2023-05-01
2023-05-08,167.8913116455078,173.4499969482422,179.8000030517578,170.10000610351562,172.0,151824,2023-05-08
2023-05-15,168.52049255371094,174.10000610351562,177.39999389648438,171.6999969482422,173.6999969482422,101826,2023-05-15
2023-05-22,165.9553985595703,171.4499969482422,179.0,170.10000610351562,174.35000610351562,146176,2023-05-22
2023-05-29,170.5531768798828,176.1999969482422,182.1999969482422,172.25,172.25,362114,2023-05-29
2023-06-05,170.1175994873047,175.75,180.0,175.10000610351562,178.8000030517578,101418,2023-06-05
2023-06-12,170.5531768798828,176.1999969482422,182.0,175.0,175.0,181314,2023-06-12
2023-06-19,163.19674682617188,168.60000610351562,179.0,168.0,179.0,139160,2023-06-19
2023-06-26,165.76182556152344,171.25,174.60000610351562,168.5,171.85000610351562,136628,2023-06-26
2023-07-03,170.84356689453125,176.5,179.0,168.35000610351562,171.35000610351562,246253,2023-07-03
2023-07-10,165.85862731933594,171.35000610351562,177.5,169.0,176.5500030517578,155518,2023-07-10
2023-07-17,169.6336212158203,175.25,176.39999389648438,170.10000610351562,170.60000610351562,199075,2023-07-17
2023-07-24,166.48777770996094,172.0,176.9499969482422,171.14999389648438,176.3000030517578,140176,2023-07-24
2023-07-31,166.7297821044922,172.25,174.0,169.60000610351562,173.89999389648438,206267,2023-07-31
2023-08-07,170.45639038085938,176.10000610351562,177.89999389648438,171.5,172.25,204604,2023-08-07
2023-08-14,182.9913787841797,189.0500030517578,196.89999389648438,178.60000610351562,181.0,1384844,2023-08-14
2023-08-21,208.30332946777344,215.1999969482422,218.0,185.5,191.89999389648438,1866455,2023-08-21
2023-08-28,202.06002807617188,208.75,216.89999389648438,203.0,215.1999969482422,556966,2023-08-28
2023-09-04,219.19277954101562,226.4499969482422,236.6999969482422,206.0,208.9499969482422,2850699,2023-09-04
2023-09-11,222.38702392578125,229.75,234.39999389648438,215.0,228.64999389648438,870142,2023-09-11
2023-09-18,217.2332763671875,220.9499969482422,233.10000610351562,215.5,229.0,474760,2023-09-18
2023-09-25,220.33029174804688,224.10000610351562,230.0,218.5,221.9499969482422,411978,2023-09-25
2023-10-02,220.18280029296875,223.9499969482422,233.75,219.10000610351562,224.10000610351562,419406,2023-10-02
2023-10-09,230.16207885742188,234.10000610351562,245.1999969482422,217.75,221.75,1347241,2023-10-09
2023-10-16,220.87103271484375,224.64999389648438,240.0,222.89999389648438,234.8000030517578,520830,2023-10-16
2023-10-23,209.46617126464844,213.0500030517578,225.6999969482422,200.35000610351562,225.5,480551,2023-10-23
2023-10-30,210.59681701660156,214.1999969482422,216.1999969482422,203.0,213.0500030517578,232791,2023-10-30
2023-11-06,209.85943603515625,213.4499969482422,232.0,209.85000610351562,216.10000610351562,436648,2023-11-06
2023-11-13,211.2358856201172,214.85000610351562,220.0,213.0500030517578,219.1999969482422,161435,2023-11-13
2023-11-20,217.33160400390625,221.0500030517578,223.9499969482422,214.0,214.0,207124,2023-11-20
2023-11-27,218.26560974121094,222.0,226.6999969482422,214.5500030517578,221.0500030517578,218539,2023-11-27
2023-12-04,222.8865509033203,226.6999969482422,238.9499969482422,219.0,223.89999389648438,677102,2023-12-04
2023-12-11,228.04823303222656,231.9499969482422,235.0,226.0500030517578,226.6999969482422,307077,2023-12-11
2023-12-18,223.3289794921875,227.14999389648438,239.39999389648438,220.0,231.0,450901,2023-12-18
2023-12-25,227.21253967285156,231.10000610351562,245.0,227.14999389648438,227.14999389648438,660568,2023-12-25
2024-01-01,228.49066162109375,232.39999389648438,236.8000030517578,228.10000610351562,231.10000610351562,267024,2024-01-01
2024-01-08,228.83477783203125,232.75,235.6999969482422,228.64999389648438,230.8000030517578,293757,2024-01-08
2024-01-15,244.71310424804688,248.89999389648438,259.0,231.5500030517578,233.3000030517578,1524815,2024-01-15
2024-01-22,250.1697540283203,254.4499969482422,259.6499938964844,234.0500030517578,248.89999389648438,331836,2024-01-22
2024-01-29,271.6521911621094,276.29998779296875,288.0,250.5,256.20001220703125,1485228,2024-01-29
2024-02-05,252.82432556152344,257.1499938964844,285.0,252.9499969482422,285.0,530971,2024-02-05
2024-02-12,248.89161682128906,253.14999389648438,257.1499938964844,237.5500030517578,254.0,315639,2024-02-12
2024-02-19,247.41685485839844,251.64999389648438,258.1000061035156,241.60000610351562,254.64999389648438,259482,2024-02-19
2024-02-26,237.9783477783203,242.0500030517578,252.4499969482422,233.5500030517578,251.8000030517578,168745,2024-02-26
2024-03-04,232.9149627685547,236.89999389648438,244.9499969482422,233.5,241.10000610351562,80777,2024-03-04
2024-03-11,222.10000610351562,225.89999389648438,247.85000610351562,215.0,238.89999389648438,158660,2024-03-11
2024-03-18,224.16468811035156,228.0,230.5,217.35000610351562,221.39999389648438,91146,2024-03-18
2024-03-25,220.7235565185547,224.5,231.3000030517578,219.60000610351562,226.85000610351562,78155,2024-03-25
2024-04-01,246.63031005859375,250.85000610351562,251.5,226.0,226.0,148579,2024-04-01
2024-04-08,237.78170776367188,241.85000610351562,253.9499969482422,239.85000610351562,252.4499969482422,163994,2024-04-08
2024-04-15,229.3755340576172,233.3000030517578,243.89999389648438,230.85000610351562,243.89999389648438,57349,2024-04-15
2024-04-22,241.17367553710938,245.3000030517578,246.4499969482422,234.0,240.0,101189,2024-04-22
2024-04-29,238.912353515625,243.0,252.89999389648438,241.0500030517578,246.0,110055,2024-04-29
2024-05-06,227.21253967285156,231.10000610351562,246.8000030517578,230.14999389648438,244.75,71159,2024-05-06
2024-05-13,229.81796264648438,233.75,237.0,226.1999969482422,231.10000610351562,65911,2024-05-13
2024-05-20,232.12843322753906,236.10000610351562,239.6999969482422,229.14999389648438,233.25,56255,2024-05-20
2024-05-27,219.78953552246094,223.5500030517578,238.0,220.1999969482422,235.10000610351562,111717,2024-05-27
2024-06-03,219.101318359375,222.85000610351562,232.1999969482422,200.0,231.0,160593,2024-06-03
2024-06-10,248.96044921875,253.22000122070312,256.0,222.0,228.6999969482422,517061,2024-06-10
2024-06-17,257.40594482421875,261.80999755859375,267.0,250.50999450683594,253.22000122070312,465910,2024-06-17
2024-06-24,251.6641845703125,255.97000122070312,274.70001220703125,253.60000610351562,262.6000061035156,460676,2024-06-24
2024-07-01,260.19818115234375,264.6499938964844,275.3999938964844,247.10000610351562,256.0,1120811,2024-07-01
2024-07-08,259.3624572753906,263.79998779296875,283.20001220703125,257.1000061035156,264.6499938964844,527569,2024-07-08
2024-07-15,247.61349487304688,251.85000610351562,265.79998779296875,250.0500030517578,264.0,149757,2024-07-15
2024-07-22,240.48545837402344,244.60000610351562,256.45001220703125,243.0,248.0500030517578,166352,2024-07-22
2024-07-29,238.08648681640625,242.16000366210938,252.85000610351562,238.10000610351562,247.5500030517578,121081,2024-07-29
2024-08-05,229.86712646484375,233.8000030517578,242.7899932861328,231.0,236.0,96841,2024-08-05
2024-08-12,228.8544464111328,232.77000427246094,240.6999969482422,228.8000030517578,229.64999389648438,62287,2024-08-12
2024-08-19,238.11598205566406,242.19000244140625,246.99000549316406,233.75999450683594,243.89999389648438,102165,2024-08-19
2024-08-26,234.51754760742188,238.52999877929688,247.7899932861328,236.2100067138672,243.27999877929688,133652,2024-08-26
2024-09-02,230.88961791992188,234.83999633789062,244.1300048828125,233.0,238.5,82794,2024-09-02
2024-09-09,235.80551147460938,239.83999633789062,240.99000549316406,230.5399932861328,235.89999389648438,106356,2024-09-09
2024-09-16,221.785400390625,225.5800018310547,241.0,219.25,240.9499969482422,141717,2024-09-16
2024-09-23,224.57000732421875,224.57000732421875,230.05999755859375,223.6999969482422,229.5,49041,2024-09-23
2024-09-30,222.1999969482422,222.1999969482422,229.64999389648438,219.00999450683594,224.0,71675,2024-09-30
2024-10-07,219.72999572753906,219.72999572753906,226.0,210.0,224.89999389648438,85088,2024-10-07
2024-10-14,215.60000610351562,215.60000610351562,221.97999572753906,211.35000610351562,218.14999389648438,55076,2024-10-14
2024-10-21,196.74000549316406,196.74000549316406,216.17999267578125,195.80999755859375,215.60000610351562,132270,2024-10-21
2024-10-28,205.6300048828125,205.6300048828125,208.88999938964844,196.80999755859375,198.0,43415,2024-10-28
2024-11-04,200.89999389648438,200.89999389648438,209.4499969482422,198.89999389648438,207.0,48695,2024-11-04
2024-11-11,193.55999755859375,193.55999755859375,205.39999389648438,190.00999450683594,203.5,50855,2024-11-11
2024-11-18,205.14999389648438,205.14999389648438,206.89999389648438,195.10000610351562,198.0,58611,2024-11-18
2024-11-25,205.6300048828125,205.6300048828125,212.66000366210938,204.7100067138672,206.4499969482422,55294,2024-11-25
2024-12-02,231.64999389648438,231.64999389648438,246.75,205.60000610351562,205.60000610351562,1041722,2024-12-02
2024-12-09,223.75999450683594,223.75999450683594,235.69000244140625,220.10000610351562,232.4499969482422,157958,2024-12-09
2024-12-16,222.67999267578125,222.67999267578125,238.0,221.0,225.35000610351562,272401,2024-12-16
2024-12-23,219.60000610351562,219.60000610351562,228.85000610351562,216.0,228.85000610351562,45601,2024-12-23
2024-12-30,221.3300018310547,221.3300018310547,223.1699981689453,208.2100067138672,219.60000610351562,54194,2024-12-30
2025-01-06,204.02999877929688,204.02999877929688,222.6999969482422,201.02000427246094,222.6999969482422,72693,2025-01-06
2025-01-13,204.4499969482422,204.4499969482422,208.35000610351562,197.39999389648438,203.58999633789062,59566,2025-01-13
2025-01-20,188.41000366210938,188.41000366210938,208.35000610351562,184.0,204.11000061035156,131472,2025-01-20
2025-01-27,189.5800018310547,189.5800018310547,196.7899932861328,181.1999969482422,188.41000366210938,344081,2025-01-27
2025-02-03,189.1199951171875,189.1199951171875,193.0,183.99000549316406,186.10000610351562,53822,2025-02-03
2025-02-10,171.3800048828125,171.3800048828125,190.1300048828125,165.99000549316406,190.10000610351562,213237,2025-02-10
2025-02-17,166.24000549316406,166.24000549316406,171.3800048828125,155.8699951171875,171.3800048828125,126495,2025-02-17
2025-02-24,162.1699981689453,162.1699981689453,169.99000549316406,161.0,165.0,99846,2025-02-24
2025-03-03,166.77000427246094,166.77000427246094,168.6699981689453,154.39999389648438,165.99000549316406,87660,2025-03-03
2025-03-10,153.64999389648438,153.64999389648438,168.0,152.49000549316406,165.02000427246094,65826,2025-03-10
2025-03-17,164.08999633789062,164.08999633789062,166.0,155.0,158.0,116184,2025-03-17
2025-03-24,154.22000122070312,154.22000122070312,169.33999633789062,153.0,168.89999389648438,110167,2025-03-24
2025-03-31,162.16000366210938,162.16000366210938,170.0,154.22000122070312,154.22000122070312,48356,2025-03-31
2025-04-07,161.89999389648438,161.89999389648438,162.49000549316406,153.10000610351562,156.25,34612,2025-04-07
2025-04-14,171.8800048828125,171.8800048828125,174.89999389648438,162.02000427246094,162.05999755859375,53064,2025-04-14
2025-04-21,168.30999755859375,168.30999755859375,176.0,167.0,173.0,95507,2025-04-21
2025-04-28,164.22000122070312,164.22000122070312,170.77000427246094,161.5,168.00999450683594,44570,2025-04-28
2025-05-05,160.42999267578125,160.42999267578125,167.08999633789062,159.3000030517578,163.47999572753906,27086,2025-05-05
2025-05-12,174.00999450683594,174.00999450683594,174.75999450683594,164.08999633789062,165.25,65253,2025-05-12
2025-05-19,174.9199981689453,174.9199981689453,179.8000030517578,172.0,177.0,63606,2025-05-19
2025-05-26,174.47999572753906,174.47999572753906,187.58999633789062,173.7100067138672,176.2899932861328,157238,2025-05-26
2025-06-02,175.49000549316406,175.49000549316406,179.0,171.36000061035156,177.0,80233,2025-06-02
2025-06-09,172.83999633789062,172.83999633789062,182.1999969482422,170.0,175.49000549316406,162700,2025-06-09
2025-06-16,171.6300048828125,171.6300048828125,175.11000061035156,170.0,173.99000549316406,28432,2025-06-16
2025-06-23,177.97000122070312,177.97000122070312,180.77999877929688,168.89999389648438,174.0,54640,2025-06-23
2025-06-30,184.57000732421875,184.57000732421875,188.10000610351562,175.0,177.97000122070312,157008,2025-06-30
2025-07-07,178.3699951171875,178.3699951171875,188.5800018310547,177.49000549316406,184.57000732421875,76074,2025-07-07
2025-07-14,176.0500030517578,176.0500030517578,180.25,172.80999755859375,178.41000366210938,28822,2025-07-14
