Date,Adj Close_RAMCOSYS.NS,Close_RAMCOSYS.NS,High_RAMCOSYS.NS,Low_RAMCOSYS.NS,Open_RAMCOSYS.NS,Volume_RAMCOSYS.NS,Date
2020-07-13,108.0999984741211,108.0999984741211,113.69999694824219,106.1500015258789,106.5,526731,2020-07-13
2020-07-20,125.1500015258789,125.1500015258789,125.1500015258789,108.19999694824219,109.4000015258789,1343484,2020-07-20
2020-07-27,140.64999389648438,140.64999389648438,142.89999389648438,122.25,128.39999389648438,1735355,2020-07-27
2020-08-03,149.6999969482422,149.6999969482422,149.6999969482422,129.3000030517578,140.64999389648438,1220403,2020-08-03
2020-08-10,190.9499969482422,190.9499969482422,190.9499969482422,157.14999389648438,157.14999389648438,1483831,2020-08-10
2020-08-17,222.39999389648438,222.39999389648438,222.39999389648438,181.4499969482422,197.89999389648438,1164078,2020-08-17
2020-08-24,254.64999389648438,254.64999389648438,270.6000061035156,215.0,233.5,5605723,2020-08-24
2020-08-31,273.6000061035156,273.6000061035156,275.0,231.25,255.5,1550700,2020-08-31
2020-09-07,298.1000061035156,298.1000061035156,301.6000061035156,276.3500061035156,280.0,2989229,2020-09-07
2020-09-14,378.25,378.25,378.25,304.79998779296875,304.79998779296875,1822844,2020-09-14
2020-09-21,366.75,366.75,397.1499938964844,337.3500061035156,392.95001220703125,3910990,2020-09-21
2020-09-28,445.70001220703125,445.70001220703125,445.70001220703125,378.0,378.79998779296875,1706655,2020-09-28
2020-10-05,465.75,465.75,541.5999755859375,460.04998779296875,462.3999938964844,2114876,2020-10-05
2020-10-12,512.7999877929688,512.7999877929688,534.9000244140625,466.0,475.0,2724126,2020-10-12
2020-10-19,475.95001220703125,475.95001220703125,532.7000122070312,441.0,528.4000244140625,1971078,2020-10-19
2020-10-26,471.79998779296875,471.79998779296875,492.0,460.54998779296875,480.0,1026573,2020-10-26
2020-11-02,448.8999938964844,448.8999938964844,480.8500061035156,410.79998779296875,462.6000061035156,1512181,2020-11-02
2020-11-09,460.5,460.5,472.04998779296875,436.54998779296875,455.0,1276591,2020-11-09
2020-11-16,432.79998779296875,432.79998779296875,465.0,426.04998779296875,462.8999938964844,565350,2020-11-16
2020-11-23,445.70001220703125,445.70001220703125,456.20001220703125,431.0,438.0,762921,2020-11-23
2020-11-30,482.79998779296875,482.79998779296875,482.79998779296875,442.0,445.70001220703125,1402123,2020-11-30
2020-12-07,565.8499755859375,565.8499755859375,568.0,473.8500061035156,495.0,2730853,2020-12-07
2020-12-14,582.9000244140625,582.9000244140625,616.25,570.0,570.7000122070312,1946854,2020-12-14
2020-12-21,608.7000122070312,608.7000122070312,619.9000244140625,524.6500244140625,587.7999877929688,1736525,2020-12-21
2020-12-28,601.0,601.0,617.0,591.0499877929688,614.7000122070312,446661,2020-12-28
2021-01-04,720.5499877929688,720.5499877929688,756.9000244140625,601.0499877929688,604.9000244140625,2530565,2021-01-04
2021-01-11,704.6500244140625,704.6500244140625,785.0,691.0499877929688,725.0,1160960,2021-01-11
2021-01-18,670.5499877929688,670.5499877929688,712.0,642.2000122070312,712.0,480270,2021-01-18
2021-01-25,651.0999755859375,651.0999755859375,676.0,623.4000244140625,676.0,462788,2021-01-25
2021-02-01,639.3499755859375,639.3499755859375,684.9000244140625,630.0499877929688,646.0,597262,2021-02-01
2021-02-08,626.7000122070312,626.7000122070312,653.9500122070312,620.9500122070312,645.0,536040,2021-02-08
2021-02-15,569.0,569.0,629.0,562.25,620.0,679485,2021-02-15
2021-02-22,584.9500122070312,584.9500122070312,646.75,556.4500122070312,574.0,1119524,2021-02-22
2021-03-01,585.2999877929688,585.2999877929688,615.9500122070312,570.0,585.0999755859375,398645,2021-03-01
2021-03-08,593.5,593.5,614.0,563.0999755859375,585.2999877929688,360128,2021-03-08
2021-03-15,578.7000122070312,578.7000122070312,621.7000122070312,555.0,599.7000122070312,760313,2021-03-15
2021-03-22,528.9500122070312,528.9500122070312,587.6500244140625,511.70001220703125,584.5499877929688,673416,2021-03-22
2021-03-29,570.5,570.5,594.0,525.0999755859375,528.9500122070312,490454,2021-03-29
2021-04-05,586.2999877929688,586.2999877929688,607.2999877929688,553.2999877929688,563.5,1041518,2021-04-05
2021-04-12,503.79998779296875,503.79998779296875,582.0,500.1000061035156,580.0,893076,2021-04-12
2021-04-19,505.3500061035156,505.3500061035156,524.1500244140625,459.29998779296875,499.0,859487,2021-04-19
2021-04-26,485.5,485.5,523.0499877929688,474.0,512.7000122070312,570548,2021-04-26
2021-05-03,510.04998779296875,510.04998779296875,531.7000122070312,474.25,482.0,962747,2021-05-03
2021-05-10,516.4500122070312,516.4500122070312,525.0999755859375,505.70001220703125,512.0,398855,2021-05-10
2021-05-17,565.75,565.75,577.0,509.79998779296875,510.25,788486,2021-05-17
2021-05-24,564.0,564.0,608.0,525.0,572.0,1704310,2021-05-24
2021-05-31,556.5999755859375,556.5999755859375,569.9000244140625,530.1500244140625,562.1500244140625,578972,2021-05-31
2021-06-07,559.4500122070312,559.4500122070312,564.2999877929688,540.0,560.9000244140625,432134,2021-06-07
2021-06-14,526.5,526.5,567.5999755859375,519.2999877929688,563.7999877929688,405047,2021-06-14
2021-06-21,623.9000244140625,623.9000244140625,665.6500244140625,517.0,518.0,4171633,2021-06-21
2021-06-28,626.8499755859375,626.8499755859375,636.75,591.0,623.0999755859375,1345149,2021-06-28
2021-07-05,618.2000122070312,618.2000122070312,656.0,615.5,631.5999755859375,735114,2021-07-05
2021-07-12,667.25,667.25,687.25,615.0,618.0,1912143,2021-07-12
2021-07-19,627.2999877929688,627.2999877929688,682.5,621.0499877929688,666.9000244140625,718615,2021-07-19
2021-07-26,531.8499755859375,531.8499755859375,657.75,516.5499877929688,633.0,1576900,2021-07-26
2021-08-02,517.0,517.0,541.1500244140625,515.0,532.25,734221,2021-08-02
2021-08-09,473.6499938964844,473.6499938964844,519.5499877929688,468.04998779296875,517.0,948564,2021-08-09
2021-08-16,461.04998779296875,461.04998779296875,501.8999938964844,449.20001220703125,474.0,895142,2021-08-16
2021-08-23,451.45001220703125,451.45001220703125,485.0,430.95001220703125,461.0,872688,2021-08-23
2021-08-30,461.1000061035156,461.1000061035156,484.3500061035156,451.0,458.0,734010,2021-08-30
2021-09-06,461.1499938964844,461.1499938964844,485.0,454.6499938964844,464.79998779296875,414117,2021-09-06
2021-09-13,504.8500061035156,504.8500061035156,526.7000122070312,458.04998779296875,463.0,1702755,2021-09-13
2021-09-20,492.95001220703125,492.95001220703125,519.0,475.1000061035156,492.79998779296875,540311,2021-09-20
2021-09-27,482.70001220703125,482.70001220703125,499.0,475.04998779296875,490.54998779296875,299566,2021-09-27
2021-10-04,479.0,479.0,498.0,473.0,486.25,383813,2021-10-04
2021-10-11,472.04998779296875,472.04998779296875,493.95001220703125,465.0,481.0,822172,2021-10-11
2021-10-18,454.75,454.75,484.0,452.25,475.45001220703125,499267,2021-10-18
2021-10-25,414.1000061035156,414.1000061035156,469.0,407.45001220703125,469.0,708958,2021-10-25
2021-11-01,403.95001220703125,403.95001220703125,421.3500061035156,369.3999938964844,418.70001220703125,575609,2021-11-01
2021-11-08,399.54998779296875,399.54998779296875,415.45001220703125,380.0,406.0,546406,2021-11-08
2021-11-15,400.6499938964844,400.6499938964844,422.3999938964844,389.20001220703125,402.0,486289,2021-11-15
2021-11-22,391.95001220703125,391.95001220703125,405.45001220703125,374.8999938964844,401.0,296576,2021-11-22
2021-11-29,470.3999938964844,470.3999938964844,470.3999938964844,367.0,382.0,1505774,2021-11-29
2021-12-06,474.8999938964844,474.8999938964844,507.70001220703125,443.1000061035156,485.0,2150691,2021-12-06
2021-12-13,433.54998779296875,433.54998779296875,490.0,428.3500061035156,478.0,406398,2021-12-13
2021-12-20,463.3999938964844,463.3999938964844,483.70001220703125,415.0,415.04998779296875,1205650,2021-12-20
