Date,Adj Close_SINDHUTRAD.NS,Close_SINDHUTRAD.NS,High_SINDHUTRAD.NS,Low_SINDHUTRAD.NS,Open_SINDHUTRAD.NS,Volume_SINDHUTRAD.NS,Date
2024-04-01,29.450000762939453,29.450000762939453,30.299999237060547,27.799999237060547,28.799999237060547,7156678,2024-04-01
2024-04-08,26.0,26.0,29.75,25.75,29.600000381469727,4688440,2024-04-08
2024-04-15,26.049999237060547,26.049999237060547,27.299999237060547,23.700000762939453,25.75,8199394,2024-04-15
2024-04-22,24.299999237060547,24.299999237060547,26.950000762939453,24.049999237060547,26.549999237060547,5092516,2024-04-22
2024-04-29,23.299999237060547,23.299999237060547,24.700000762939453,22.75,24.600000381469727,4726347,2024-04-29
2024-05-06,22.200000762939453,22.200000762939453,23.700000762939453,22.0,23.700000762939453,4622996,2024-05-06
2024-05-13,22.950000762939453,22.950000762939453,23.649999618530273,21.299999237060547,22.25,2439286,2024-05-13
2024-05-20,22.600000381469727,22.600000381469727,23.649999618530273,22.100000381469727,22.950000762939453,2610236,2024-05-20
2024-05-27,23.350000381469727,23.350000381469727,24.950000762939453,22.700000762939453,22.899999618530273,6388705,2024-05-27
2024-06-03,22.899999618530273,22.899999618530273,23.399999618530273,20.549999237060547,23.350000381469727,3739790,2024-06-03
2024-06-10,22.989999771118164,22.989999771118164,24.700000762939453,22.850000381469727,22.969999313354492,3363901,2024-06-10
2024-06-17,22.079999923706055,22.079999923706055,23.549999237060547,21.81999969482422,22.989999771118164,1788925,2024-06-17
2024-06-24,21.40999984741211,21.40999984741211,22.5,21.290000915527344,22.079999923706055,1766351,2024-06-24
2024-07-01,20.709999084472656,20.709999084472656,21.670000076293945,19.3799991607666,21.40999984741211,8341083,2024-07-01
2024-07-08,19.75,19.75,21.780000686645508,19.510000228881836,20.84000015258789,4626338,2024-07-08
2024-07-15,18.350000381469727,18.350000381469727,19.93000030517578,17.84000015258789,19.75,3967135,2024-07-15
2024-07-22,19.31999969482422,19.31999969482422,19.350000381469727,17.010000228881836,18.350000381469727,5237668,2024-07-22
2024-07-29,18.489999771118164,18.489999771118164,20.0,18.0,20.0,4240889,2024-07-29
2024-08-05,17.540000915527344,17.540000915527344,18.25,17.200000762939453,18.0,3206955,2024-08-05
2024-08-12,21.18000030517578,21.18000030517578,23.149999618530273,17.06999969482422,17.649999618530273,13407108,2024-08-12
2024-08-19,20.059999465942383,20.059999465942383,21.280000686645508,19.799999237060547,21.280000686645508,3467523,2024-08-19
2024-08-26,22.989999771118164,22.989999771118164,22.989999771118164,19.549999237060547,20.149999618530273,5438065,2024-08-26
2024-09-02,26.329999923706055,26.329999923706055,26.5,22.5,23.979999542236328,19664976,2024-09-02
2024-09-09,24.84000015258789,24.84000015258789,26.860000610351562,23.75,26.860000610351562,10415248,2024-09-09
2024-09-16,23.0,23.0,25.450000762939453,22.809999465942383,24.84000015258789,5420475,2024-09-16
2024-09-23,24.170000076293945,24.170000076293945,24.170000076293945,21.600000381469727,23.0,9353306,2024-09-23
2024-09-30,21.270000457763672,21.270000457763672,25.8799991607666,21.270000457763672,24.010000228881836,7108534,2024-09-30
2024-10-07,26.06999969482422,26.06999969482422,29.139999389648438,19.399999618530273,20.989999771118164,40860226,2024-10-07
2024-10-14,23.93000030517578,23.93000030517578,27.190000534057617,22.5,25.989999771118164,7813046,2024-10-14
2024-10-21,21.790000915527344,21.790000915527344,24.84000015258789,21.459999084472656,23.700000762939453,4968241,2024-10-21
2024-10-28,22.860000610351562,22.860000610351562,25.149999618530273,20.979999542236328,21.790000915527344,3560126,2024-10-28
2024-11-04,22.68000030517578,22.68000030517578,23.489999771118164,22.0,23.489999771118164,2340145,2024-11-04
2024-11-11,22.239999771118164,22.239999771118164,23.040000915527344,21.649999618530273,22.649999618530273,1456245,2024-11-11
2024-11-18,22.959999084472656,22.959999084472656,23.770000457763672,21.809999465942383,22.889999389648438,2792633,2024-11-18
2024-11-25,22.899999618530273,22.899999618530273,24.5,22.600000381469727,23.25,2037994,2024-11-25
2024-12-02,24.010000228881836,24.010000228881836,25.600000381469727,22.75,22.979999542236328,7029969,2024-12-02
2024-12-09,24.09000015258789,24.09000015258789,26.209999084472656,22.5,24.100000381469727,14171088,2024-12-09
2024-12-16,22.079999923706055,22.079999923706055,24.899999618530273,20.760000228881836,24.299999237060547,3072423,2024-12-16
2024-12-23,21.940000534057617,21.940000534057617,23.100000381469727,21.670000076293945,22.079999923706055,1695112,2024-12-23
2024-12-30,21.459999084472656,21.459999084472656,22.5,21.200000762939453,22.25,3078748,2024-12-30
2025-01-06,22.690000534057617,22.690000534057617,24.450000762939453,20.100000381469727,21.700000762939453,19104951,2025-01-06
2025-01-13,21.049999237060547,21.049999237060547,23.190000534057617,20.389999389648438,23.190000534057617,13931587,2025-01-13
2025-01-20,19.239999771118164,19.239999771118164,21.5,19.100000381469727,21.40999984741211,6320248,2025-01-20
2025-01-27,20.469999313354492,20.469999313354492,21.299999237060547,16.799999237060547,19.09000015258789,16607163,2025-01-27
2025-02-03,20.059999465942383,20.059999465942383,21.18000030517578,18.469999313354492,20.049999237060547,5600535,2025-02-03
2025-02-10,16.979999542236328,16.979999542236328,20.010000228881836,16.489999771118164,20.010000228881836,10540349,2025-02-10
2025-02-17,15.569999694824219,15.569999694824219,17.139999389648438,15.0,16.809999465942383,4466688,2025-02-17
2025-02-24,14.890000343322754,14.890000343322754,15.800000190734863,14.600000381469727,15.649999618530273,2108840,2025-02-24
2025-03-03,15.140000343322754,15.140000343322754,15.399999618530273,13.039999961853027,14.890000343322754,4113960,2025-03-03
2025-03-10,13.600000381469727,13.600000381469727,15.619999885559082,13.0,15.609999656677246,3163906,2025-03-10
2025-03-17,18.34000015258789,18.34000015258789,20.15999984741211,13.199999809265137,13.670000076293945,21960443,2025-03-17
2025-03-24,15.989999771118164,15.989999771118164,19.799999237060547,14.569999694824219,18.520000457763672,6179676,2025-03-24
2025-03-31,17.920000076293945,17.920000076293945,18.299999237060547,15.989999771118164,15.989999771118164,4368352,2025-03-31
2025-04-07,18.450000762939453,18.450000762939453,18.850000381469727,16.149999618530273,17.100000381469727,9462859,2025-04-07
2025-04-14,17.989999771118164,17.989999771118164,18.93000030517578,17.90999984741211,18.450000762939453,7319708,2025-04-14
2025-04-21,19.049999237060547,19.049999237060547,20.290000915527344,17.5,18.100000381469727,8243245,2025-04-21
2025-04-28,19.729999542236328,19.729999542236328,20.200000762939453,18.530000686645508,18.760000228881836,6376532,2025-04-28
2025-05-05,19.1200008392334,19.1200008392334,20.170000076293945,18.209999084472656,19.969999313354492,13362791,2025-05-05
2025-05-12,20.540000915527344,20.540000915527344,21.3700008392334,19.510000228881836,19.510000228881836,16775940,2025-05-12
2025-05-19,22.010000228881836,22.010000228881836,22.3700008392334,20.100000381469727,20.540000915527344,7114729,2025-05-19
2025-05-26,21.920000076293945,21.920000076293945,22.65999984741211,21.420000076293945,22.100000381469727,11517767,2025-05-26
2025-06-02,23.030000686645508,23.030000686645508,23.299999237060547,19.920000076293945,21.739999771118164,22531123,2025-06-02
2025-06-09,27.31999969482422,27.31999969482422,28.479999542236328,23.040000915527344,23.040000915527344,16618744,2025-06-09
2025-06-16,25.5,25.5,27.799999237060547,25.100000381469727,26.770000457763672,6476026,2025-06-16
2025-06-23,26.030000686645508,26.030000686645508,27.780000686645508,23.700000762939453,25.3799991607666,15073656,2025-06-23
2025-06-30,35.7400016784668,35.7400016784668,35.939998626708984,25.530000686645508,26.389999389648438,89584517,2025-06-30
2025-07-07,31.25,31.25,39.290000915527344,30.270000457763672,36.88999938964844,45089037,2025-07-07
2025-07-14,33.189998626708984,33.189998626708984,33.56999969482422,30.809999465942383,31.059999465942383,4940334,2025-07-14
