Date,Adj Close_SMARTLINK.NS,Close_SMARTLINK.NS,High_SMARTLINK.NS,Low_SMARTLINK.NS,Open_SMARTLINK.NS,Volume_SMARTLINK.NS,Date
2020-07-13,68.69999694824219,68.69999694824219,70.9000015258789,66.19999694824219,70.9000015258789,24672,2020-07-13
2020-07-20,68.80000305175781,68.80000305175781,72.5,68.05000305175781,68.0999984741211,38960,2020-07-20
2020-07-27,67.05000305175781,67.05000305175781,69.80000305175781,65.0,69.0999984741211,31617,2020-07-27
2020-08-03,66.55000305175781,66.55000305175781,67.44999694824219,63.099998474121094,67.05000305175781,31314,2020-08-03
2020-08-10,68.3499984741211,68.3499984741211,76.55000305175781,63.599998474121094,66.69999694824219,280380,2020-08-10
2020-08-17,71.6500015258789,71.6500015258789,76.69999694824219,67.1500015258789,67.4000015258789,204330,2020-08-17
2020-08-24,76.25,76.25,83.44999694824219,70.9000015258789,73.19999694824219,369324,2020-08-24
2020-08-31,69.4000015258789,69.4000015258789,77.6500015258789,69.0,77.6500015258789,43227,2020-08-31
2020-09-07,69.0999984741211,69.0999984741211,72.30000305175781,68.25,71.3499984741211,33075,2020-09-07
2020-09-14,70.1500015258789,70.1500015258789,80.0,69.4000015258789,69.9000015258789,74136,2020-09-14
2020-09-21,70.19999694824219,70.19999694824219,77.0,69.25,71.0,74816,2020-09-21
2020-09-28,70.5999984741211,70.5999984741211,74.9000015258789,69.94999694824219,70.5,14774,2020-09-28
2020-10-05,73.75,73.75,78.5,70.69999694824219,72.0,140563,2020-10-05
2020-10-12,71.0999984741211,71.0999984741211,74.5,70.0,73.0,26488,2020-10-12
2020-10-19,71.4000015258789,71.4000015258789,74.80000305175781,69.05000305175781,69.05000305175781,14761,2020-10-19
2020-10-26,70.6500015258789,70.6500015258789,73.19999694824219,67.80000305175781,71.55000305175781,26602,2020-10-26
2020-11-02,70.05000305175781,70.05000305175781,77.0,69.0999984741211,69.0999984741211,56844,2020-11-02
2020-11-09,71.9000015258789,71.9000015258789,76.05000305175781,68.5,70.19999694824219,66521,2020-11-09
2020-11-16,73.30000305175781,73.30000305175781,75.69999694824219,70.6500015258789,71.8499984741211,64473,2020-11-16
2020-11-23,72.55000305175781,72.55000305175781,74.5,71.9000015258789,73.3499984741211,51616,2020-11-23
2020-11-30,99.94999694824219,99.94999694824219,107.80000305175781,72.0,72.55000305175781,1156701,2020-11-30
2020-12-07,94.0,94.0,94.9000015258789,84.5999984741211,90.0,919983,2020-12-07
2020-12-14,90.44999694824219,90.44999694824219,102.0,88.3499984741211,102.0,574246,2020-12-14
2020-12-21,88.0999984741211,88.0999984741211,90.94999694824219,84.0999984741211,90.44999694824219,65491,2020-12-21
2020-12-28,88.25,88.25,89.5,86.5999984741211,86.5999984741211,35545,2020-12-28
2021-01-04,88.4000015258789,88.4000015258789,89.8499984741211,85.0,88.25,41923,2021-01-04
2021-01-11,87.6500015258789,87.6500015258789,89.25,87.6500015258789,88.4000015258789,38139,2021-01-11
