Date,Adj Close_HCC.NS,Close_HCC.NS,High_HCC.NS,Low_HCC.NS,Open_HCC.NS,Volume_HCC.NS,Date
2020-07-13,5.900000095367432,5.900000095367432,6.150000095367432,5.599999904632568,5.900000095367432,13438099,2020-07-13
2020-07-20,5.900000095367432,5.900000095367432,6.349999904632568,5.800000190734863,6.050000190734863,19063020,2020-07-20
2020-07-27,5.550000190734863,5.550000190734863,5.949999809265137,5.449999809265137,5.900000095367432,12512331,2020-07-27
2020-08-03,6.099999904632568,6.099999904632568,6.099999904632568,5.5,5.699999809265137,17356176,2020-08-03
2020-08-10,5.949999809265137,5.949999809265137,6.449999809265137,5.849999904632568,6.400000095367432,22129330,2020-08-10
2020-08-17,6.199999809265137,6.199999809265137,6.5,5.849999904632568,6.099999904632568,40462796,2020-08-17
2020-08-24,6.25,6.25,7.099999904632568,6.0,6.300000190734863,52149310,2020-08-24
2020-08-31,6.099999904632568,6.099999904632568,6.449999809265137,5.599999904632568,6.300000190734863,25650650,2020-08-31
2020-09-07,5.900000095367432,5.900000095367432,6.400000095367432,5.75,6.099999904632568,15709493,2020-09-07
2020-09-14,5.550000190734863,5.550000190734863,5.949999809265137,5.550000190734863,5.900000095367432,13000571,2020-09-14
2020-09-21,5.400000095367432,5.400000095367432,5.650000095367432,4.900000095367432,5.550000190734863,14452462,2020-09-21
2020-09-28,5.300000190734863,5.300000190734863,5.550000190734863,5.150000095367432,5.550000190734863,4946896,2020-09-28
2020-10-05,5.099999904632568,5.099999904632568,5.349999904632568,5.0,5.300000190734863,8163775,2020-10-05
2020-10-12,4.800000190734863,4.800000190734863,5.150000095367432,4.599999904632568,5.150000095367432,7523099,2020-10-12
2020-10-19,5.300000190734863,5.300000190734863,5.5,4.75,4.849999904632568,13125120,2020-10-19
2020-10-26,4.949999809265137,4.949999809265137,5.400000095367432,4.800000190734863,5.349999904632568,6151813,2020-10-26
2020-11-02,4.800000190734863,4.800000190734863,5.0,4.75,4.949999809265137,6905854,2020-11-02
2020-11-09,5.099999904632568,5.099999904632568,5.400000095367432,4.849999904632568,4.900000095367432,12136609,2020-11-09
2020-11-16,5.550000190734863,5.550000190734863,6.199999809265137,5.099999904632568,5.099999904632568,50352496,2020-11-16
2020-11-23,5.75,5.75,6.300000190734863,5.550000190734863,5.650000095367432,36982210,2020-11-23
2020-11-30,6.800000190734863,6.800000190734863,7.25,5.75,5.75,74145935,2020-11-30
2020-12-07,8.199999809265137,8.199999809265137,8.350000381469727,6.800000190734863,6.849999904632568,80421115,2020-12-07
2020-12-14,8.649999618530273,8.649999618530273,10.949999809265137,7.949999809265137,8.300000190734863,135037824,2020-12-14
2020-12-21,9.050000190734863,9.050000190734863,9.5,7.949999809265137,8.550000190734863,43389383,2020-12-21
2020-12-28,9.100000381469727,9.100000381469727,9.399999618530273,8.75,9.100000381469727,22280508,2020-12-28
2021-01-04,9.050000190734863,9.050000190734863,9.649999618530273,9.0,9.300000190734863,39380467,2021-01-04
2021-01-11,8.600000381469727,8.600000381469727,9.149999618530273,8.550000190734863,9.149999618530273,22925346,2021-01-11
2021-01-18,8.100000381469727,8.100000381469727,8.850000381469727,8.050000190734863,8.600000381469727,18491615,2021-01-18
2021-01-25,8.100000381469727,8.100000381469727,8.25,7.699999809265137,8.100000381469727,9741527,2021-01-25
2021-02-01,8.25,8.25,8.649999618530273,8.050000190734863,8.199999809265137,13250876,2021-02-01
2021-02-08,8.550000190734863,8.550000190734863,8.850000381469727,8.149999618530273,8.300000190734863,17526911,2021-02-08
2021-02-15,8.25,8.25,8.600000381469727,8.050000190734863,8.5,13356545,2021-02-15
2021-02-22,8.300000190734863,8.300000190734863,8.550000190734863,8.0,8.25,11869541,2021-02-22
2021-03-01,9.0,9.0,9.899999618530273,8.100000381469727,8.300000190734863,37501866,2021-03-01
2021-03-08,9.0,9.0,9.800000190734863,8.75,8.899999618530273,24537861,2021-03-08
