Date,Adj Close_SCHAEFFLER.NS,Close_SCHAEFFLER.NS,High_SCHAEFFLER.NS,Low_SCHAEFFLER.NS,Open_SCHAEFFLER.NS,Volume_SCHAEFFLER.NS,Date
2021-01-18,867.8145751953125,902.719970703125,929.5999755859375,878.0900268554688,905.02001953125,794170,2021-01-18
2021-01-25,826.4965209960938,859.739990234375,914.7999877929688,851.5900268554688,914.7999877929688,258645,2021-01-25
2021-02-01,889.4830932617188,925.260009765625,932.0,851.7899780273438,862.1400146484375,580005,2021-02-01
2021-02-08,950.33544921875,988.5599975585938,1014.0,939.3200073242188,940.0,849905,2021-02-08
2021-02-15,1000.988037109375,1041.25,1050.199951171875,990.8099975585938,999.4000244140625,1438410,2021-02-15
2021-02-22,998.4501953125,1038.6099853515625,1054.5799560546875,1011.72998046875,1049.1800537109375,593065,2021-02-22
2021-03-01,1000.4881591796875,1040.72998046875,1053.800048828125,1026.3699951171875,1040.0,540265,2021-03-01
2021-03-08,1029.73193359375,1071.1500244140625,1082.0,1032.0,1051.9599609375,356240,2021-03-08
2021-03-15,1011.5145874023438,1052.199951171875,1089.800048828125,1012.4000244140625,1082.0,322850,2021-03-15
2021-03-22,1029.6453857421875,1071.06005859375,1075.0,1016.4000244140625,1059.800048828125,394000,2021-03-22
2021-03-29,1055.8994140625,1098.3699951171875,1110.010009765625,1046.199951171875,1071.06005859375,212465,2021-03-29
2021-04-05,1022.964111328125,1064.1099853515625,1098.199951171875,1047.8800048828125,1098.199951171875,107545,2021-04-05
2021-04-12,993.4800415039062,1033.43994140625,1069.0,1012.4099731445312,1059.43994140625,439335,2021-04-12
2021-04-19,961.0350341796875,999.6900024414062,1032.719970703125,979.5499877929688,1025.0,292990,2021-04-19
2021-04-26,1013.6627807617188,1046.6800537109375,1089.800048828125,995.0,1004.0499877929688,640055,2021-04-26
2021-05-03,965.7725830078125,997.22998046875,1054.18994140625,993.8300170898438,1038.0,270355,2021-05-03
2021-05-10,953.289306640625,984.3400268554688,1005.4000244140625,966.0800170898438,1005.3900146484375,222425,2021-05-10
2021-05-17,980.4349365234375,1012.3699951171875,1037.5999755859375,965.2000122070312,994.0,346675,2021-05-17
2021-05-24,1024.0928955078125,1057.449951171875,1063.75,1010.739990234375,1027.800048828125,424785,2021-05-24
2021-05-31,1007.9391479492188,1040.77001953125,1071.280029296875,1028.81005859375,1063.4000244140625,276605,2021-05-31
2021-06-07,1017.081298828125,1050.2099609375,1062.010009765625,1030.3399658203125,1038.5999755859375,420440,2021-06-07
2021-06-14,1025.9620361328125,1059.3800048828125,1066.3900146484375,1034.47998046875,1057.0,262165,2021-06-14
2021-06-21,1085.5511474609375,1120.9100341796875,1125.22998046875,1041.2099609375,1059.3800048828125,339255,2021-06-21
2021-06-28,1081.8321533203125,1117.0699462890625,1149.5899658203125,1090.0,1140.050048828125,294565,2021-06-28
2021-07-05,1038.0677490234375,1071.8800048828125,1132.0,1068.0999755859375,1113.43994140625,156530,2021-07-05
2021-07-12,1046.4061279296875,1080.489990234375,1110.0,1063.06005859375,1065.050048828125,129195,2021-07-12
2021-07-19,1272.4822998046875,1313.9300537109375,1377.4000244140625,1064.0699462890625,1072.050048828125,3083715,2021-07-19
2021-07-26,1329.359619140625,1372.6600341796875,1433.199951171875,1304.8900146484375,1349.0,1407110,2021-07-26
2021-08-02,1317.7091064453125,1360.6300048828125,1410.0,1342.199951171875,1396.0,231880,2021-08-02
2021-08-09,1320.1690673828125,1363.1700439453125,1391.199951171875,1285.2099609375,1387.0,291085,2021-08-09
2021-08-16,1320.1788330078125,1363.1800537109375,1379.72998046875,1317.760009765625,1350.2099609375,144410,2021-08-16
2021-08-23,1393.548828125,1438.93994140625,1479.22998046875,1371.800048828125,1371.800048828125,556490,2021-08-23
2021-08-30,1434.4468994140625,1481.1700439453125,1518.1500244140625,1412.0,1470.0,468720,2021-08-30
2021-09-06,1429.3431396484375,1475.9000244140625,1515.0699462890625,1460.199951171875,1489.800048828125,210265,2021-09-06
2021-09-13,1413.91552734375,1459.969970703125,1488.7900390625,1432.6700439453125,1475.9000244140625,254960,2021-09-13
2021-09-20,1405.8289794921875,1451.6199951171875,1517.6099853515625,1426.8800048828125,1450.0,223110,2021-09-20
2021-09-27,1420.133056640625,1466.3900146484375,1548.0,1443.1600341796875,1464.199951171875,304090,2021-09-27
2021-10-04,1384.339111328125,1429.4300537109375,1481.3800048828125,1415.0,1472.0,307800,2021-10-04
2021-10-11,1509.850830078125,1559.030029296875,1639.800048828125,1420.199951171875,1439.0,1098905,2021-10-11
2021-10-18,1444.450927734375,1491.5,1654.81005859375,1485.0,1579.800048828125,504915,2021-10-18
2021-10-25,1433.652587890625,1480.3499755859375,1537.0,1428.81005859375,1499.0,976870,2021-10-25
2021-11-01,1514.4122314453125,1563.739990234375,1571.97998046875,1470.0999755859375,1480.3499755859375,484885,2021-11-01
2021-11-08,1523.6416015625,1573.27001953125,1640.0,1555.4100341796875,1595.800048828125,594825,2021-11-08
2021-11-15,1502.33544921875,1551.27001953125,1595.18994140625,1540.010009765625,1588.8499755859375,242195,2021-11-15
2021-11-22,1456.885986328125,1504.3399658203125,1565.5400390625,1488.25,1565.3199462890625,299375,2021-11-22
2021-11-29,1526.982666015625,1576.719970703125,1604.9300537109375,1418.75,1480.06005859375,656810,2021-11-29
2021-12-06,1539.776123046875,1589.9300537109375,1618.0899658203125,1553.199951171875,1584.8399658203125,233475,2021-12-06
2021-12-13,1544.715087890625,1595.030029296875,1707.199951171875,1584.6099853515625,1589.9300537109375,601845,2021-12-13
2021-12-20,1654.69287109375,1708.5899658203125,1719.5999755859375,1530.199951171875,1567.199951171875,856580,2021-12-20
2021-12-27,1701.4595947265625,1756.8800048828125,1765.5899658203125,1656.5899658203125,1712.719970703125,616655,2021-12-27
2022-01-03,1819.2333984375,1878.489990234375,1906.1400146484375,1756.8699951171875,1756.8800048828125,674130,2022-01-03
2022-01-10,1810.5850830078125,1869.56005859375,1930.199951171875,1840.010009765625,1890.0,569555,2022-01-10
2022-01-17,1744.27490234375,1801.0899658203125,1940.0,1760.0,1889.989990234375,359830,2022-01-17
2022-01-24,1698.360595703125,1753.6800537109375,1818.0,1686.449951171875,1783.0,376675,2022-01-24
2022-01-31,1747.9261474609375,1804.8599853515625,1898.0400390625,1776.989990234375,1783.5999755859375,478480,2022-01-31
2022-02-07,1653.0562744140625,1706.9000244140625,1825.0,1648.5999755859375,1800.010009765625,504890,2022-02-07
2022-02-14,1786.1702880859375,1844.3499755859375,1900.0,1598.0,1651.050048828125,1544914,2022-02-14
2022-02-21,1745.301513671875,1802.1500244140625,1900.0,1675.0,1872.949951171875,592748,2022-02-21
2022-02-28,1717.6038818359375,1773.550048828125,1898.0,1745.699951171875,1785.0,543199,2022-02-28
2022-03-07,1751.98388671875,1809.050048828125,1887.8499755859375,1650.050048828125,1711.0,442986,2022-03-07
2022-03-14,1707.8223876953125,1763.449951171875,2000.0,1742.0,2000.0,665221,2022-03-14
2022-03-21,1793.3370361328125,1851.75,1919.0,1771.050048828125,1818.0,869126,2022-03-21
2022-03-28,1863.985595703125,1924.699951171875,1976.5,1846.449951171875,1865.0,645342,2022-03-28
2022-04-04,1948.2896728515625,2011.75,2022.0,1922.6500244140625,1943.6500244140625,753834,2022-04-04
2022-04-11,1957.92578125,2021.699951171875,2042.0,1977.25,2028.5999755859375,226943,2022-04-11
2022-04-18,1899.9637451171875,1961.8499755859375,2070.14990234375,1945.4000244140625,2021.699951171875,332819,2022-04-18
2022-04-25,2252.390869140625,2307.60009765625,2441.60009765625,1931.0999755859375,1955.0,1319062,2022-04-25
2022-05-02,2233.455078125,2288.199951171875,2375.0,2160.0,2307.60009765625,290874,2022-05-02
2022-05-09,1936.87451171875,1984.3499755859375,2288.25,1958.050048828125,2279.949951171875,423536,2022-05-09
2022-05-16,2066.9853515625,2117.64990234375,2195.0,1965.0,2005.0,335185,2022-05-16
2022-05-23,2094.1201171875,2145.449951171875,2200.0,2062.0,2145.199951171875,332348,2022-05-23
2022-05-30,2274.0107421875,2329.75,2488.0,2176.75,2240.0,985131,2022-05-30
2022-06-06,2171.034912109375,2224.25,2365.0,2215.0,2305.0,256293,2022-06-06
2022-06-13,2157.32080078125,2210.199951171875,2320.300048828125,2160.0,2195.0,315696,2022-06-13
2022-06-20,2131.454833984375,2183.699951171875,2240.35009765625,2128.449951171875,2210.0,279231,2022-06-20
2022-06-27,2205.00244140625,2259.050048828125,2335.0,2193.60009765625,2220.0,293447,2022-06-27
2022-07-04,2314.615478515625,2371.35009765625,2449.949951171875,2245.35009765625,2275.0,602332,2022-07-04
2022-07-11,2389.67578125,2448.25,2481.550048828125,2276.10009765625,2379.0,645885,2022-07-11
2022-07-18,2423.789306640625,2483.199951171875,2580.64990234375,2377.0,2475.0,645204,2022-07-18
2022-07-25,2713.976806640625,2780.5,2860.0,2460.0,2500.0,1347047,2022-07-25
2022-08-01,2758.583251953125,2826.199951171875,2921.0,2767.0,2789.0,894911,2022-08-01
2022-08-08,2926.46826171875,2998.199951171875,3089.199951171875,2808.050048828125,2845.64990234375,587847,2022-08-08
2022-08-15,2879.42138671875,2950.0,3027.199951171875,2875.0,2998.199951171875,431837,2022-08-15
2022-08-22,2939.498779296875,3011.550048828125,3058.0,2904.949951171875,2950.0,525702,2022-08-22
2022-08-29,3066.534912109375,3141.699951171875,3228.5,2849.949951171875,2880.0,606159,2022-08-29
2022-09-05,3535.197265625,3621.85009765625,3744.699951171875,3128.050048828125,3163.800048828125,1442148,2022-09-05
2022-09-12,3439.7373046875,3524.050048828125,3969.85009765625,3401.0,3670.0,2198307,2022-09-12
2022-09-19,3162.970947265625,3240.5,3478.0,3205.0,3438.0,1515384,2022-09-19
2022-09-26,3135.49462890625,3212.35009765625,3295.0,2981.35009765625,3200.050048828125,856420,2022-09-26
2022-10-03,3215.044677734375,3293.85009765625,3419.949951171875,3124.0,3177.39990234375,591882,2022-10-03
2022-10-10,3125.53857421875,3202.14990234375,3370.35009765625,3163.25,3239.85009765625,604059,2022-10-10
2022-10-17,2974.73486328125,3047.64990234375,3318.800048828125,2906.0,3202.14990234375,1184579,2022-10-17
2022-10-24,2670.931640625,2736.39990234375,3100.0,2706.0,3060.0,658007,2022-10-24
2022-10-31,2850.285400390625,2920.14990234375,2942.449951171875,2682.85009765625,2750.10009765625,750587,2022-10-31
2022-11-07,2878.884521484375,2949.449951171875,3048.300048828125,2889.89990234375,2931.199951171875,453129,2022-11-07
2022-11-14,2889.52392578125,2960.35009765625,3016.449951171875,2852.300048828125,2964.199951171875,388138,2022-11-14
2022-11-21,2871.71044921875,2942.10009765625,3126.5,2916.75,2936.35009765625,672520,2022-11-21
2022-11-28,2736.280029296875,2803.35009765625,2954.10009765625,2601.14990234375,2935.0,2404490,2022-11-28
2022-12-05,2674.20166015625,2739.75,2833.35009765625,2613.25,2820.60009765625,1148418,2022-12-05
2022-12-12,2662.439697265625,2727.699951171875,2791.89990234375,2690.199951171875,2734.0,436182,2022-12-12
2022-12-19,2645.9931640625,2710.85009765625,2795.0,2660.0,2729.949951171875,603372,2022-12-19
2022-12-26,2680.9365234375,2746.64990234375,2797.0,2683.75,2685.050048828125,331825,2022-12-26
2023-01-02,2624.12890625,2688.449951171875,2789.35009765625,2651.5,2670.050048828125,555410,2023-01-02
2023-01-09,2636.036865234375,2700.64990234375,2746.949951171875,2622.60009765625,2702.0,453206,2023-01-09
2023-01-16,2604.851318359375,2668.699951171875,2749.89990234375,2651.0,2685.14990234375,146598,2023-01-16
2023-01-23,2544.481201171875,2606.85009765625,2706.89990234375,2564.800048828125,2682.050048828125,178076,2023-01-23
2023-01-30,2522.32421875,2584.14990234375,2763.89990234375,2555.550048828125,2555.550048828125,307569,2023-01-30
2023-02-06,2673.908447265625,2739.449951171875,2755.0,2588.0,2597.10009765625,250855,2023-02-06
2023-02-13,2872.5888671875,2943.0,2989.0,2675.0,2753.14990234375,1049304,2023-02-13
2023-02-20,2863.0234375,2933.199951171875,3039.800048828125,2893.10009765625,2968.0,697314,2023-02-20
2023-02-27,2920.22119140625,2991.800048828125,3137.85009765625,2917.050048828125,2947.89990234375,683050,2023-02-27
2023-03-06,2849.94384765625,2919.800048828125,3035.5,2900.0,3020.449951171875,256637,2023-03-06
2023-03-13,2713.976806640625,2780.5,2924.35009765625,2750.75,2924.35009765625,542321,2023-03-13
2023-03-20,2720.46728515625,2787.14990234375,2812.449951171875,2738.449951171875,2794.449951171875,335486,2023-03-20
2023-03-27,2798.94384765625,2867.550048828125,2923.0,2772.89990234375,2790.0,319577,2023-03-27
2023-04-03,2966.731201171875,3039.449951171875,3060.0,2848.050048828125,2881.89990234375,250531,2023-04-03
2023-04-10,2937.546875,3009.550048828125,3121.0,2971.5,3068.0,569943,2023-04-10
2023-04-17,2691.137451171875,2735.75,3063.14990234375,2712.10009765625,3018.89990234375,1101408,2023-04-17
2023-04-24,2729.403076171875,2774.64990234375,2821.449951171875,2685.0,2756.35009765625,1043429,2023-04-24
2023-05-01,2770.9150390625,2816.85009765625,2885.14990234375,2727.699951171875,2774.64990234375,521619,2023-05-01
2023-05-08,2793.49072265625,2839.800048828125,2873.64990234375,2795.0,2818.0,437865,2023-05-08
2023-05-15,2790.2939453125,2836.550048828125,2848.0,2777.0,2839.800048828125,463223,2023-05-15
2023-05-22,2772.19384765625,2818.14990234375,2849.949951171875,2784.0,2849.949951171875,270804,2023-05-22
2023-05-29,2952.45556640625,3001.39990234375,3017.85009765625,2811.800048828125,2849.0,476829,2023-05-29
2023-06-05,3143.341064453125,3195.449951171875,3258.699951171875,2986.14990234375,3044.949951171875,643235,2023-06-05
2023-06-12,3132.619140625,3184.550048828125,3214.0,3015.0,3203.800048828125,715400,2023-06-12
2023-06-19,3152.587890625,3204.85009765625,3294.050048828125,3151.300048828125,3220.0,499029,2023-06-19
2023-06-26,3047.037841796875,3097.550048828125,3229.300048828125,3040.050048828125,3180.0,432265,2023-06-26
2023-07-03,2979.113525390625,3028.5,3117.25,3015.0,3111.0,295165,2023-07-03
2023-07-10,3049.742919921875,3100.300048828125,3150.199951171875,2976.0,3028.5,314093,2023-07-10
2023-07-17,3042.020751953125,3092.449951171875,3209.550048828125,3046.5,3115.800048828125,259914,2023-07-17
2023-07-24,3025.052001953125,3075.199951171875,3230.0,3050.0,3118.949951171875,704019,2023-07-24
2023-07-31,3007.542236328125,3057.39990234375,3146.800048828125,3029.199951171875,3089.0,444376,2023-07-31
2023-08-07,2997.607177734375,3047.300048828125,3091.050048828125,2996.0,3058.0,175934,2023-08-07
2023-08-14,2940.20849609375,2988.949951171875,3047.300048828125,2912.550048828125,3045.0,249647,2023-08-14
2023-08-21,2971.244140625,3020.5,3063.60009765625,2935.0,2999.699951171875,297592,2023-08-21
2023-08-28,3106.1083984375,3157.60009765625,3166.949951171875,3006.0,3014.39990234375,408155,2023-08-28
2023-09-04,3517.439697265625,3575.75,3625.0,3165.800048828125,3185.0,1097198,2023-09-04
2023-09-11,3260.351318359375,3314.39990234375,3726.050048828125,3260.0,3662.60009765625,960180,2023-09-11
2023-09-18,3069.072509765625,3119.949951171875,3314.0,3110.0,3314.0,266679,2023-09-18
2023-09-25,3260.84326171875,3314.89990234375,3330.5,3055.0,3134.64990234375,493588,2023-09-25
2023-10-02,3168.425537109375,3220.949951171875,3335.0,3172.050048828125,3314.89990234375,282807,2023-10-02
2023-10-09,3059.7763671875,3110.5,3232.0,3100.0,3174.0,269688,2023-10-09
2023-10-16,3032.62646484375,3082.89990234375,3131.25,3060.60009765625,3125.0,230007,2023-10-16
2023-10-23,2943.70068359375,2992.5,3099.0,2936.0,3082.89990234375,237541,2023-10-23
2023-10-30,2692.95751953125,2737.60009765625,3000.0,2612.199951171875,2992.0,936286,2023-10-30
2023-11-06,2703.630615234375,2748.449951171875,2820.0,2720.0,2782.0,801501,2023-11-06
2023-11-13,2667.08642578125,2711.300048828125,2792.949951171875,2705.0,2774.0,527379,2023-11-13
2023-11-20,2749.3720703125,2794.949951171875,2888.14990234375,2702.300048828125,2710.0,673591,2023-11-20
2023-11-27,2820.837646484375,2867.60009765625,2874.949951171875,2727.0,2794.949951171875,456699,2023-11-27
2023-12-04,2987.770263671875,3037.300048828125,3064.35009765625,2881.550048828125,2903.85009765625,365934,2023-12-04
2023-12-11,3002.574951171875,3052.35009765625,3085.0,2960.0,3036.300048828125,318545,2023-12-11
2023-12-18,3124.89697265625,3176.699951171875,3192.800048828125,3011.199951171875,3052.35009765625,557610,2023-12-18
2023-12-25,3150.76806640625,3203.0,3235.449951171875,3117.949951171875,3176.699951171875,205572,2023-12-25
2024-01-01,3173.34375,3225.949951171875,3249.949951171875,3050.050048828125,3209.10009765625,289554,2024-01-01
2024-01-08,3301.4697265625,3356.199951171875,3365.0,3150.0,3290.0,382030,2024-01-08
2024-01-15,3197.886962890625,3250.89990234375,3434.0,3174.050048828125,3375.0,233648,2024-01-15
2024-01-22,3059.383056640625,3110.10009765625,3299.60009765625,3041.89990234375,3250.89990234375,157119,2024-01-22
2024-01-29,3080.138916015625,3131.199951171875,3171.85009765625,3062.800048828125,3110.199951171875,235463,2024-01-29
2024-02-05,2967.65380859375,3016.85009765625,3179.89990234375,2980.0,3131.199951171875,290807,2024-02-05
2024-02-12,3014.182373046875,3064.14990234375,3097.25,2932.0,3021.050048828125,219336,2024-02-12
2024-02-19,2874.98974609375,2922.64990234375,3063.85009765625,2830.0,2979.0,658372,2024-02-19
2024-02-26,2874.05517578125,2921.699951171875,2959.0,2852.050048828125,2930.60009765625,286355,2024-02-26
2024-03-04,2807.2626953125,2853.800048828125,2921.550048828125,2826.10009765625,2904.64990234375,204992,2024-03-04
2024-03-11,2854.529052734375,2901.85009765625,2935.0,2743.5,2877.0,401495,2024-03-11
2024-03-18,2896.4833984375,2944.5,2988.050048828125,2855.0,2888.0,265870,2024-03-18
2024-03-25,2765.5048828125,2811.35009765625,2959.25,2751.0,2944.5,176518,2024-03-25
2024-04-01,3264.77783203125,3318.89990234375,3372.550048828125,2823.35009765625,2853.5,497574,2024-04-01
2024-04-08,3215.052490234375,3268.35009765625,3382.800048828125,3176.5,3366.949951171875,266544,2024-04-08
2024-04-15,3222.282470703125,3275.699951171875,3317.60009765625,3162.550048828125,3268.35009765625,239216,2024-04-15
2024-04-22,3308.9931640625,3337.0,3443.0,3175.0,3294.0,581068,2024-04-22
2024-04-29,3744.407958984375,3776.10009765625,3879.0,3340.0,3353.0,1268272,2024-04-29
2024-05-06,3760.124755859375,3791.949951171875,4019.89990234375,3760.199951171875,3819.85009765625,704493,2024-05-06
2024-05-13,4345.6689453125,4382.4501953125,4591.0,3769.89990234375,3824.35009765625,1826763,2024-05-13
2024-05-20,4578.1513671875,4616.89990234375,4696.2998046875,4275.0,4311.64990234375,876078,2024-05-20
2024-05-27,4205.90185546875,4241.5,4745.0,4183.75,4679.10009765625,757444,2024-05-27
2024-06-03,4119.037109375,4153.89990234375,4690.0,3786.199951171875,4300.0,1025298,2024-06-03
2024-06-10,4785.099609375,4825.60009765625,4930.2001953125,4135.0,4153.89990234375,996580,2024-06-10
2024-06-17,4678.0556640625,4717.64990234375,4951.0,4623.14990234375,4825.60009765625,914014,2024-06-17
2024-06-24,4700.7138671875,4740.5,4838.7001953125,4624.39990234375,4750.0,786630,2024-06-24
2024-07-01,4552.56787109375,4591.10009765625,4747.0,4532.0,4744.0,637189,2024-07-01
2024-07-08,3961.570068359375,3995.10009765625,4647.60009765625,3970.050048828125,4571.5,1464099,2024-07-08
2024-07-15,3838.313232421875,3870.800048828125,4170.0,3858.0,3945.5,1761003,2024-07-15
2024-07-22,4145.26513671875,4180.35009765625,4223.60009765625,3795.10009765625,3869.5,1742093,2024-07-22
2024-07-29,4010.4560546875,4044.39990234375,4286.39990234375,4030.0,4200.0,481543,2024-07-29
2024-08-05,3927.45849609375,3960.699951171875,3990.25,3784.89990234375,3910.199951171875,697303,2024-08-05
2024-08-12,3998.16015625,4032.0,4041.89990234375,3865.0,3950.0,377806,2024-08-12
2024-08-19,4065.88671875,4100.2998046875,4177.4501953125,3928.0,4057.949951171875,474126,2024-08-19
2024-08-26,3908.568359375,3941.64990234375,4126.85009765625,3862.050048828125,4107.89990234375,493576,2024-08-26
2024-09-02,3832.462646484375,3864.89990234375,4049.0,3784.050048828125,3970.0,369668,2024-09-02
2024-09-09,3935.639404296875,3968.949951171875,3975.0,3790.0,3865.949951171875,274051,2024-09-09
2024-09-16,3788.68310546875,3820.75,4040.0,3752.800048828125,4030.0,429906,2024-09-16
2024-09-23,3827.8515625,3860.25,3993.300048828125,3799.050048828125,3845.60009765625,249893,2024-09-23
2024-09-30,3837.519775390625,3870.0,3963.300048828125,3812.800048828125,3892.85009765625,368225,2024-09-30
2024-10-07,3865.632080078125,3898.35009765625,3925.0,3715.449951171875,3870.0,409120,2024-10-07
2024-10-14,3970.44482421875,4004.050048828125,4083.050048828125,3898.35009765625,3900.0,414573,2024-10-14
2024-10-21,3574.0498046875,3604.300048828125,4052.25,3531.75,3994.0,540748,2024-10-21
2024-10-28,3460.907470703125,3490.199951171875,3625.0,3405.89990234375,3588.10009765625,391704,2024-10-28
2024-11-04,3454.114990234375,3483.35009765625,3570.0,3385.0,3499.0,412257,2024-11-04
2024-11-11,3395.262939453125,3424.0,3604.699951171875,3378.050048828125,3483.89990234375,284363,2024-11-11
2024-11-18,3371.365234375,3399.89990234375,3478.0,3325.0,3425.0,307931,2024-11-18
2024-11-25,3554.118408203125,3584.199951171875,3615.85009765625,3364.300048828125,3427.0,535423,2024-11-25
2024-12-02,3576.97509765625,3607.25,3690.0,3540.0,3576.550048828125,170015,2024-12-02
2024-12-09,3550.152099609375,3580.199951171875,3780.0,3524.0,3621.0,394092,2024-12-09
2024-12-16,3278.104736328125,3305.85009765625,3644.0,3276.050048828125,3603.5,351816,2024-12-16
2024-12-23,3414.69873046875,3443.60009765625,3504.0,3256.699951171875,3324.89990234375,258590,2024-12-23
2024-12-30,3435.9189453125,3465.0,3515.89990234375,3340.5,3443.60009765625,126065,2024-12-30
2025-01-06,3295.25927734375,3323.14990234375,3549.0,3315.0,3477.0,201188,2025-01-06
2025-01-13,3200.015625,3227.10009765625,3337.35009765625,3165.0,3310.10009765625,338464,2025-01-13
2025-01-20,3185.1416015625,3212.10009765625,3379.0,3169.5,3237.800048828125,290915,2025-01-20
2025-01-27,3401.06396484375,3429.85009765625,3448.0,3005.85009765625,3170.0,356909,2025-01-27
2025-02-03,3251.579345703125,3279.10009765625,3424.25,3254.199951171875,3405.75,231459,2025-02-03
2025-02-10,2907.29296875,2931.89990234375,3325.0,2890.0,3323.5,123779,2025-02-10
2025-02-17,3171.705322265625,3198.550048828125,3209.550048828125,2832.050048828125,2897.0,248055,2025-02-17
2025-02-24,3035.5576171875,3061.25,3200.0,3014.75,3192.050048828125,248225,2025-02-24
2025-03-03,3247.414306640625,3274.89990234375,3345.0,2940.0,3065.0,742991,2025-03-03
2025-03-10,3319.45458984375,3347.550048828125,3360.0,3167.199951171875,3273.050048828125,226804,2025-03-10
2025-03-17,3618.523193359375,3649.14990234375,3736.949951171875,3325.39990234375,3360.0,414106,2025-03-17
2025-03-24,3348.0625,3376.39990234375,3655.75,3352.050048828125,3575.0,306955,2025-03-24
2025-03-31,3107.0029296875,3133.300048828125,3403.949951171875,3111.0,3376.39990234375,284326,2025-03-31
2025-04-07,3017.113525390625,3042.64990234375,3128.800048828125,2823.0,2851.050048828125,276864,2025-04-07
2025-04-14,3235.118408203125,3262.5,3287.60009765625,3042.64990234375,3042.64990234375,169423,2025-04-14
2025-04-21,3167.3916015625,3194.199951171875,3346.699951171875,3165.0,3288.0,283182,2025-04-21
2025-04-28,3542.60009765625,3542.60009765625,3566.0,3158.39990234375,3166.5,1591163,2025-04-28
2025-05-05,3701.5,3701.5,3750.0,3508.0,3579.89990234375,447996,2025-05-05
2025-05-12,4085.300048828125,4085.300048828125,4142.7001953125,3680.0,3745.5,704555,2025-05-12
2025-05-19,4030.0,4030.0,4268.0,3946.199951171875,4085.300048828125,602798,2025-05-19
2025-05-26,4188.7001953125,4188.7001953125,4240.0,3960.0,4065.0,325301,2025-05-26
2025-06-02,4269.0,4269.0,4364.7998046875,4075.10009765625,4188.7001953125,555482,2025-06-02
2025-06-09,4137.2998046875,4137.2998046875,4302.0,4075.0,4296.7998046875,156464,2025-06-09
2025-06-16,3926.39990234375,3926.39990234375,4130.0,3825.800048828125,4102.0,306267,2025-06-16
2025-06-23,3897.300048828125,3897.300048828125,4018.10009765625,3850.199951171875,3877.0,192400,2025-06-23
2025-06-30,3932.0,3932.0,4100.0,3899.60009765625,3930.0,346666,2025-06-30
2025-07-07,4155.39990234375,4155.39990234375,4334.0,3914.0,3920.0,772588,2025-07-07
