Date,Adj Close_ALANKIT.NS,Close_ALANKIT.NS,High_ALANKIT.NS,Low_ALANKIT.NS,Open_ALANKIT.NS,Volume_ALANKIT.NS,Date
2020-07-13,14.85659408569336,15.449999809265137,16.049999237060547,15.199999809265137,15.25,186918,2020-07-13
2020-07-20,15.67394733428955,16.299999237060547,18.25,15.350000381469727,15.600000381469727,828577,2020-07-20
2020-07-27,17.02017593383789,17.700000762939453,17.899999618530273,15.300000190734863,16.25,2097018,2020-07-27
2020-08-03,17.597131729125977,18.299999237060547,18.799999237060547,16.450000762939453,17.899999618530273,1170313,2020-08-03
2020-08-10,17.356733322143555,18.049999237060547,19.399999618530273,17.799999237060547,18.299999237060547,1382929,2020-08-10
2020-08-17,17.981767654418945,18.700000762939453,19.549999237060547,17.200000762939453,18.100000381469727,3599592,2020-08-17
2020-08-24,17.652925491333008,18.149999618530273,19.399999618530273,17.450000762939453,19.0,1880444,2020-08-24
2020-08-31,18.479646682739258,19.0,20.149999618530273,16.549999237060547,18.899999618530273,5080988,2020-08-31
2020-09-07,17.312509536743164,17.799999237060547,19.75,17.700000762939453,18.649999618530273,1254195,2020-09-07
2020-09-14,16.972097396850586,17.450000762939453,18.450000762939453,17.149999618530273,18.100000381469727,1609922,2020-09-14
2020-09-21,15.464547157287598,15.899999618530273,17.799999237060547,15.199999809265137,17.5,2204603,2020-09-21
2020-09-28,17.215251922607422,17.700000762939453,18.299999237060547,16.0,16.299999237060547,1410075,2020-09-28
2020-10-05,18.04197120666504,18.549999237060547,19.200000762939453,17.600000381469727,18.0,2411697,2020-10-05
2020-10-12,16.145376205444336,16.600000381469727,19.0,13.350000381469727,18.600000381469727,3634083,2020-10-12
2020-10-19,15.36728572845459,15.800000190734863,16.950000762939453,15.25,16.950000762939453,906998,2020-10-19
2020-10-26,15.075501441955566,15.5,17.0,14.550000190734863,15.399999618530273,873759,2020-10-26
2020-11-02,15.756331443786621,16.200000762939453,16.899999618530273,15.0,15.800000190734863,293759,2020-11-02
2020-11-09,15.172762870788574,15.600000381469727,16.5,15.350000381469727,16.5,372907,2020-11-09
2020-11-16,15.172762870788574,15.600000381469727,15.850000381469727,15.199999809265137,15.5,654072,2020-11-16
2020-11-23,15.415916442871094,15.850000381469727,16.149999618530273,15.100000381469727,15.699999809265137,712664,2020-11-23
2020-11-30,16.437158584594727,16.899999618530273,18.350000381469727,15.399999618530273,15.850000381469727,2268159,2020-11-30
2020-12-07,16.826204299926758,17.299999237060547,17.850000381469727,16.600000381469727,17.200000762939453,1129996,2020-12-07
2020-12-14,16.437158584594727,16.899999618530273,17.399999618530273,16.75,17.399999618530273,419377,2020-12-14
2020-12-21,15.853591918945312,16.299999237060547,17.149999618530273,15.5,16.649999618530273,297111,2020-12-21
2020-12-28,19.257736206054688,19.799999237060547,20.600000381469727,16.149999618530273,16.799999237060547,3040640,2020-12-28
2021-01-04,18.625537872314453,19.149999618530273,20.399999618530273,18.600000381469727,20.0,1087530,2021-01-04
2021-01-11,17.94470977783203,18.450000762939453,19.5,18.299999237060547,19.399999618530273,776718,2021-01-11
2021-01-18,16.826204299926758,17.299999237060547,18.700000762939453,17.149999618530273,18.700000762939453,2248462,2021-01-18
2021-01-25,16.194005966186523,16.649999618530273,17.450000762939453,16.450000762939453,17.049999237060547,214998,2021-01-25
2021-02-01,16.534421920776367,17.0,17.399999618530273,16.700000762939453,17.399999618530273,303309,2021-02-01
2021-02-08,16.437158584594727,16.899999618530273,17.350000381469727,16.450000762939453,17.350000381469727,429066,2021-02-08
2021-02-15,16.145376205444336,16.600000381469727,19.299999237060547,16.0,17.799999237060547,647822,2021-02-15
2021-02-22,15.7076997756958,16.149999618530273,17.149999618530273,15.5,17.149999618530273,427027,2021-02-22
2021-03-01,16.242639541625977,16.700000762939453,17.549999237060547,15.850000381469727,16.200000762939453,935413,2021-03-01
2021-03-08,15.7076997756958,16.149999618530273,17.399999618530273,16.049999237060547,16.700000762939453,389873,2021-03-08
2021-03-15,15.31865406036377,15.75,16.5,15.300000190734863,16.049999237060547,399894,2021-03-15
2021-03-22,14.151519775390625,14.550000190734863,15.75,14.399999618530273,15.600000381469727,481196,2021-03-22
2021-03-29,15.7076997756958,16.149999618530273,16.899999618530273,14.550000190734863,14.550000190734863,838466,2021-03-29
2021-04-05,15.561808586120605,16.0,16.450000762939453,15.300000190734863,16.299999237060547,353933,2021-04-05
2021-04-12,15.270024299621582,15.699999809265137,17.700000762939453,15.100000381469727,16.299999237060547,1028649,2021-04-12
2021-04-19,13.762473106384277,14.149999618530273,15.75,12.649999618530273,15.5,1763453,2021-04-19
2021-04-26,13.713844299316406,14.100000381469727,14.449999809265137,13.300000190734863,14.399999618530273,572187,2021-04-26
2021-05-03,14.394673347473145,14.800000190734863,14.850000381469727,13.850000381469727,14.300000190734863,412463,2021-05-03
2021-05-10,15.804961204528809,16.25,16.850000381469727,14.800000190734863,15.149999618530273,926978,2021-05-10
2021-05-17,15.950852394104004,16.399999618530273,16.899999618530273,15.699999809265137,16.649999618530273,713002,2021-05-17
2021-05-24,17.94470977783203,18.450000762939453,19.600000381469727,16.450000762939453,16.75,3699123,2021-05-24
2021-05-31,18.8200626373291,19.350000381469727,20.049999237060547,17.600000381469727,18.700000762939453,2203347,2021-05-31
2021-06-07,20.47350311279297,21.049999237060547,22.049999237060547,19.299999237060547,20.600000381469727,5079254,2021-06-07
2021-06-14,22.807775497436523,23.450000762939453,24.899999618530273,20.549999237060547,21.149999618530273,6896122,2021-06-14
2021-06-21,22.370100021362305,23.0,24.399999618530273,22.450000762939453,23.0,3076659,2021-06-21
2021-06-28,24.023542404174805,24.700000762939453,27.200000762939453,21.200000762939453,23.399999618530273,8486028,2021-06-28
2021-07-05,22.12694549560547,22.75,26.149999618530273,22.350000381469727,25.049999237060547,5321083,2021-07-05
2021-07-12,21.154333114624023,21.75,24.399999618530273,18.600000381469727,24.299999237060547,13402948,2021-07-12
2021-07-19,20.133089065551758,20.700000762939453,22.5,19.850000381469727,20.25,14130922,2021-07-19
2021-07-26,18.43101692199707,18.950000762939453,21.100000381469727,18.399999618530273,20.5,19112952,2021-07-26
2021-08-02,14.54056453704834,14.949999809265137,19.5,14.699999809265137,19.5,27784531,2021-08-02
2021-08-09,15.124133110046387,15.550000190734863,15.899999618530273,12.850000381469727,15.0,5150373,2021-08-09
2021-08-16,14.637825965881348,15.050000190734863,16.75,14.5,15.75,3168177,2021-08-16
2021-08-23,14.589195251464844,15.0,15.449999809265137,14.149999618530273,15.350000381469727,1325880,2021-08-23
2021-08-30,15.124133110046387,15.550000190734863,16.200000762939453,14.899999618530273,15.0,2241406,2021-08-30
2021-09-06,14.880979537963867,15.300000190734863,15.699999809265137,15.149999618530273,15.649999618530273,756415,2021-09-06
