Date,Adj Close_GANDHITUBE.NS,Close_GANDHITUBE.NS,High_GANDHITUBE.NS,Low_GANDHITUBE.NS,Open_GANDHITUBE.NS,Volume_GANDHITUBE.NS,Date
2021-01-04,244.49266052246094,264.95001220703125,275.0,257.95001220703125,267.8999938964844,65248,2021-01-04
2021-01-11,240.01712036132812,260.1000061035156,274.0,256.95001220703125,269.8500061035156,38929,2021-01-11
2021-01-18,236.37210083007812,256.1499938964844,268.0,254.0,260.1499938964844,55997,2021-01-18
2021-01-25,224.09902954101562,242.85000610351562,256.5,236.0,253.14999389648438,8804,2021-01-25
2021-02-01,269.0387878417969,291.54998779296875,296.3999938964844,237.75,248.0,79688,2021-02-01
2021-02-08,266.8240966796875,289.1499938964844,316.0,284.0,293.1000061035156,130354,2021-02-08
2021-02-15,252.05947875976562,273.1499938964844,295.0,266.8500061035156,288.0,47598,2021-02-15
2021-02-22,244.49266052246094,264.95001220703125,279.0,260.29998779296875,277.04998779296875,27926,2021-02-22
2021-03-01,263.1329345703125,285.1499938964844,297.8500061035156,264.0,265.0,52959,2021-03-01
2021-03-08,250.35231018066406,271.29998779296875,294.70001220703125,270.0,290.45001220703125,55777,2021-03-08
2021-03-15,241.63201904296875,261.8500061035156,278.1000061035156,254.5500030517578,274.3500061035156,21220,2021-03-15
2021-03-22,253.07455444335938,274.25,280.0,259.95001220703125,272.5,42204,2021-03-22
2021-03-29,253.35140991210938,274.54998779296875,285.04998779296875,261.0,274.25,18599,2021-03-29
2021-04-05,254.87400817871094,276.20001220703125,279.8999938964844,261.1000061035156,268.29998779296875,23744,2021-04-05
2021-04-12,245.0463104248047,265.54998779296875,276.25,264.0,276.0,12305,2021-04-12
2021-04-19,249.52182006835938,270.3999938964844,275.0,256.95001220703125,265.6000061035156,13147,2021-04-19
2021-04-26,280.3429260253906,303.79998779296875,341.70001220703125,266.54998779296875,266.54998779296875,435535,2021-04-26
2021-05-03,277.2977294921875,300.5,310.45001220703125,285.5,308.8500061035156,82045,2021-05-03
2021-05-10,274.5293884277344,297.5,309.0,294.1000061035156,303.5,28556,2021-05-10
2021-05-17,279.789306640625,303.20001220703125,312.0,295.20001220703125,299.95001220703125,27898,2021-05-17
2021-05-24,287.30999755859375,311.3500061035156,324.04998779296875,295.6000061035156,302.5,40680,2021-05-24
2021-05-31,312.7327880859375,338.8999938964844,342.0,306.29998779296875,315.0,160365,2021-05-31
2021-06-07,301.10565185546875,326.29998779296875,338.8999938964844,315.3500061035156,338.8999938964844,68496,2021-06-07
2021-06-14,372.0219421386719,403.1499938964844,412.0,318.0,326.3500061035156,1072025,2021-06-14
2021-06-21,390.8006286621094,423.5,441.70001220703125,392.6499938964844,397.8999938964844,673550,2021-06-21
2021-06-28,405.56524658203125,439.5,463.95001220703125,417.95001220703125,429.0,260164,2021-06-28
2021-07-05,406.2112121582031,440.20001220703125,448.75,430.1499938964844,444.0,123022,2021-07-05
2021-07-12,418.4842529296875,453.5,467.8999938964844,436.79998779296875,440.20001220703125,225630,2021-07-12
2021-07-19,436.5247497558594,473.04998779296875,488.79998779296875,445.5,445.5,260308,2021-07-19
2021-07-26,448.7055969238281,486.25,492.45001220703125,461.1000061035156,470.0,132566,2021-07-26
2021-08-02,475.2330017089844,505.20001220703125,558.8499755859375,481.1000061035156,489.0,514246,2021-08-02
2021-08-09,451.1044616699219,479.54998779296875,513.7999877929688,432.6499938964844,510.0,221563,2021-08-09
2021-08-16,437.6056823730469,465.20001220703125,493.29998779296875,451.1000061035156,481.0,82917,2021-08-16
2021-08-23,461.82830810546875,490.95001220703125,499.0,451.1000061035156,466.1000061035156,143281,2021-08-23
2021-08-30,433.6078186035156,460.95001220703125,484.20001220703125,450.0,481.0,65374,2021-08-30
2021-09-06,425.3297424316406,452.1499938964844,464.0,450.0,464.0,20427,2021-09-06
2021-09-13,425.0946044921875,451.8999938964844,479.8999938964844,447.0,456.95001220703125,63949,2021-09-13
2021-09-20,425.9882507324219,452.8500061035156,464.6000061035156,421.29998779296875,450.0,41377,2021-09-20
2021-09-27,427.16412353515625,454.1000061035156,462.0,448.6000061035156,451.04998779296875,22860,2021-09-27
2021-10-04,418.2276306152344,444.6000061035156,464.5,443.0,459.3999938964844,22418,2021-10-04
2021-10-11,412.91278076171875,438.95001220703125,455.8999938964844,425.04998779296875,444.6000061035156,67527,2021-10-11
2021-10-18,402.28302001953125,427.6499938964844,450.0,424.5,445.0,66645,2021-10-18
2021-10-25,400.025390625,425.25,447.79998779296875,415.0,447.79998779296875,24304,2021-10-25
2021-11-01,406.3279724121094,431.95001220703125,447.95001220703125,425.54998779296875,432.0,15109,2021-11-01
2021-11-08,405.8105773925781,431.3999938964844,445.0,424.54998779296875,433.1499938964844,20032,2021-11-08
2021-11-15,382.0113525390625,406.1000061035156,441.0,403.5,440.0,21898,2021-11-15
2021-11-22,364.93792724609375,387.95001220703125,412.0,375.1499938964844,395.04998779296875,26940,2021-11-22
2021-11-29,356.9891357421875,379.5,387.1000061035156,359.0,385.0,30237,2021-11-29
2021-12-06,359.6230773925781,382.29998779296875,394.0,369.20001220703125,372.0,13966,2021-12-06
2021-12-13,346.3124084472656,368.1499938964844,386.04998779296875,367.1499938964844,374.0,14696,2021-12-13
2021-12-20,336.5763244628906,357.79998779296875,379.0,342.29998779296875,379.0,16078,2021-12-20
2021-12-27,347.8174743652344,369.75,374.20001220703125,355.29998779296875,357.79998779296875,13458,2021-12-27
2022-01-03,364.5146179199219,387.5,389.70001220703125,365.45001220703125,368.75,23588,2022-01-03
2022-01-10,379.37738037109375,403.29998779296875,419.0,383.0,395.25,40642,2022-01-10
2022-01-17,368.6065979003906,391.8500061035156,419.79998779296875,386.20001220703125,409.0,19715,2022-01-17
2022-01-24,355.3899841308594,377.79998779296875,396.45001220703125,363.0,396.29998779296875,21571,2022-01-24
2022-01-31,359.2467956542969,381.8999938964844,390.54998779296875,377.0,389.0,13157,2022-01-31
2022-02-07,347.0649719238281,368.95001220703125,389.0,366.95001220703125,388.95001220703125,17451,2022-02-07
2022-02-14,335.3064270019531,356.45001220703125,367.6499938964844,351.04998779296875,360.0,14582,2022-02-14
2022-02-21,289.7303161621094,308.0,358.75,306.04998779296875,351.6499938964844,29249,2022-02-21
2022-02-28,316.44573974609375,336.3999938964844,339.0,302.29998779296875,303.04998779296875,16036,2022-02-28
2022-03-07,325.8996276855469,346.45001220703125,350.95001220703125,329.95001220703125,330.0,18185,2022-03-07
2022-03-14,320.67877197265625,340.8999938964844,367.95001220703125,340.0,341.95001220703125,14406,2022-03-14
2022-03-21,325.14703369140625,345.6499938964844,354.3999938964844,341.04998779296875,349.95001220703125,29685,2022-03-21
2022-03-28,331.3555603027344,352.25,354.0,323.95001220703125,345.25,23900,2022-03-28
2022-04-04,364.8908996582031,387.8999938964844,450.0,356.0,357.70001220703125,178163,2022-04-04
2022-04-11,399.5550537109375,424.75,440.70001220703125,375.1000061035156,381.0,98989,2022-04-11
2022-04-18,383.84564208984375,408.04998779296875,439.75,395.0,414.0,52023,2022-04-18
2022-04-25,363.291748046875,386.20001220703125,414.29998779296875,380.1000061035156,412.04998779296875,21048,2022-04-25
2022-05-02,346.4534912109375,368.29998779296875,392.79998779296875,366.20001220703125,392.79998779296875,9344,2022-05-02
2022-05-09,321.0080261230469,341.25,410.0,333.04998779296875,371.95001220703125,32787,2022-05-09
2022-05-16,332.24920654296875,353.20001220703125,358.0,334.45001220703125,341.0,7673,2022-05-16
2022-05-23,350.9217529296875,373.04998779296875,385.0,348.54998779296875,355.25,12698,2022-05-23
2022-05-30,334.6009216308594,355.70001220703125,376.70001220703125,349.0,373.04998779296875,15314,2022-05-30
2022-06-06,329.61529541015625,350.3999938964844,362.0,345.25,355.1499938964844,5463,2022-06-06
2022-06-13,313.38848876953125,333.1499938964844,353.5,329.0,346.54998779296875,9664,2022-06-13
2022-06-20,326.134765625,346.70001220703125,359.0,311.6000061035156,338.54998779296875,8145,2022-06-20
2022-06-27,337.7051696777344,359.0,412.79998779296875,351.20001220703125,353.54998779296875,61014,2022-06-27
2022-07-04,346.9383850097656,359.0,366.20001220703125,345.5,359.0,14146,2022-07-04
2022-07-11,349.2094421386719,361.3500061035156,365.95001220703125,346.1000061035156,359.04998779296875,9190,2022-07-11
2022-07-18,359.6465759277344,372.1499938964844,379.8500061035156,358.25,363.79998779296875,8342,2022-07-18
2022-07-25,351.57708740234375,363.79998779296875,384.70001220703125,358.1000061035156,372.29998779296875,19190,2022-07-25
2022-08-01,374.4808349609375,387.5,403.5,355.0,357.0,35498,2022-08-01
2022-08-08,367.4261169433594,380.20001220703125,405.0,363.95001220703125,391.29998779296875,23553,2022-08-08
2022-08-15,393.8572082519531,407.54998779296875,447.0,380.04998779296875,380.20001220703125,192798,2022-08-15
2022-08-22,394.72698974609375,408.45001220703125,415.0,392.0,410.95001220703125,34889,2022-08-22
2022-08-29,406.7103576660156,420.8500061035156,430.0,391.0,400.0,35992,2022-08-29
2022-09-05,430.19390869140625,445.1499938964844,456.0,400.3500061035156,425.0,63058,2022-09-05
2022-09-12,450.82659912109375,466.5,478.0,435.0,448.6000061035156,97858,2022-09-12
2022-09-19,449.2803649902344,464.8999938964844,484.8500061035156,442.54998779296875,465.0,48828,2022-09-19
2022-09-26,419.75677490234375,434.3500061035156,462.0,413.70001220703125,459.0,27455,2022-09-26
2022-10-03,443.09539794921875,458.5,466.95001220703125,429.0,438.6000061035156,16281,2022-10-03
2022-10-10,419.5635070800781,434.1499938964844,456.0,430.25,451.1000061035156,9919,2022-10-10
2022-10-17,412.6537170410156,427.0,442.1499938964844,422.3999938964844,430.0,11862,2022-10-17
2022-10-24,414.8764343261719,429.29998779296875,445.0,425.0,431.25,5977,2022-10-24
2022-10-31,465.6125183105469,481.79998779296875,523.25,412.3500061035156,420.45001220703125,136277,2022-10-31
2022-11-07,543.6978149414062,562.5999755859375,568.2000122070312,482.0,482.0,210677,2022-11-07
2022-11-14,509.5355529785156,527.25,582.25,505.54998779296875,567.0,125032,2022-11-14
2022-11-21,537.7544555664062,556.4500122070312,598.0,507.0,526.9500122070312,262707,2022-11-21
2022-11-28,598.0096435546875,618.7999877929688,637.5499877929688,564.7999877929688,564.7999877929688,465459,2022-11-28
2022-12-05,568.1478881835938,587.9000244140625,628.0999755859375,577.5999755859375,628.0,115038,2022-12-05
2022-12-12,565.2969360351562,584.9500122070312,623.0999755859375,579.0499877929688,593.0,145343,2022-12-12
2022-12-19,508.0376281738281,525.7000122070312,612.9500122070312,521.0,590.5499877929688,93894,2022-12-19
2022-12-26,494.5563049316406,511.75,548.0,462.3500061035156,529.7999877929688,78249,2022-12-26
2023-01-02,509.48724365234375,527.2000122070312,544.0,505.0,509.1499938964844,47026,2023-01-02
2023-01-09,493.8797912597656,511.04998779296875,537.1500244140625,505.04998779296875,527.2000122070312,30093,2023-01-09
2023-01-16,555.0046997070312,574.2999877929688,579.8499755859375,506.6000061035156,515.9000244140625,84260,2023-01-16
2023-01-23,572.1100463867188,592.0,603.9000244140625,569.5499877929688,575.0,80256,2023-01-23
2023-01-30,457.0115661621094,472.8999938964844,615.0,458.54998779296875,598.0,217309,2023-01-30
2023-02-06,491.5604553222656,508.6499938964844,526.1500244140625,456.1499938964844,490.0,80047,2023-02-06
2023-02-13,472.9089050292969,489.3500061035156,522.75,488.04998779296875,515.0,27245,2023-02-13
2023-02-20,503.30224609375,520.7999877929688,529.0,486.04998779296875,489.54998779296875,59102,2023-02-20
2023-02-27,496.0058898925781,513.25,525.0,500.8500061035156,525.0,11776,2023-02-27
2023-03-06,486.6801452636719,503.6000061035156,529.0,501.04998779296875,529.0,9137,2023-03-06
2023-03-13,491.2221984863281,508.29998779296875,518.9500122070312,475.0,503.6000061035156,13492,2023-03-13
2023-03-20,473.4403991699219,489.8999938964844,509.54998779296875,481.0,507.8500061035156,18593,2023-03-20
2023-03-27,472.9089050292969,489.3500061035156,490.70001220703125,466.0,485.20001220703125,13174,2023-03-27
2023-04-03,481.75146484375,498.5,504.0,484.1000061035156,490.0,6917,2023-04-03
2023-04-10,503.15728759765625,520.6500244140625,523.0,490.0,515.0,13916,2023-04-10
2023-04-17,489.531005859375,506.54998779296875,539.0,496.0,523.0,32042,2023-04-17
2023-04-24,501.9493103027344,519.4000244140625,528.9500122070312,502.04998779296875,502.25,16177,2023-04-24
2023-05-01,501.07952880859375,518.5,531.0,512.0,519.4000244140625,10383,2023-05-01
2023-05-08,495.8126220703125,513.0499877929688,527.7999877929688,508.0,523.5999755859375,14148,2023-05-08
2023-05-15,499.58160400390625,516.9500122070312,544.0,510.0,523.0,27291,2023-05-15
2023-05-22,555.4396362304688,574.75,582.9500122070312,508.6000061035156,512.0,123828,2023-05-22
2023-05-29,526.8341674804688,545.1500244140625,585.0,535.7000122070312,585.0,40961,2023-05-29
2023-06-05,567.7612915039062,587.5,628.9500122070312,545.0,553.3499755859375,123113,2023-06-05
2023-06-12,574.8159790039062,594.7999877929688,635.0,580.0499877929688,592.9000244140625,131028,2023-06-12
2023-06-19,554.5215454101562,573.7999877929688,603.5,558.9000244140625,594.7999877929688,36735,2023-06-19
2023-06-26,556.599365234375,575.9500122070312,588.9000244140625,570.1500244140625,577.7999877929688,15623,2023-06-26
2023-07-03,555.87451171875,575.2000122070312,586.5,561.0999755859375,575.9500122070312,38017,2023-07-03
2023-07-10,583.46533203125,603.75,613.5,570.25,572.0,59819,2023-07-10
2023-07-17,586.7993774414062,607.2000122070312,619.25,601.3499755859375,609.75,34118,2023-07-17
2023-07-24,628.7412109375,650.5999755859375,685.0,606.0,613.25,243453,2023-07-24
2023-07-31,625.1944580078125,634.8499755859375,683.25,605.0,657.0,146186,2023-07-31
2023-08-07,661.7794799804688,672.0,752.1500244140625,612.0,641.7000122070312,663933,2023-08-07
2023-08-14,635.3378295898438,645.1500244140625,684.4000244140625,642.0,682.0999755859375,82457,2023-08-14
2023-08-21,659.8098754882812,670.0,725.0,652.0,655.0499877929688,206948,2023-08-21
2023-08-28,711.5114135742188,722.5,738.75,669.9000244140625,669.9000244140625,276201,2023-08-28
2023-09-04,734.309326171875,745.6500244140625,768.8499755859375,725.0,733.3499755859375,117096,2023-09-04
2023-09-11,675.3695678710938,685.7999877929688,755.0,670.0499877929688,751.0499877929688,91263,2023-09-11
2023-09-18,670.8395385742188,681.2000122070312,705.9000244140625,671.0,696.0999755859375,27464,2023-09-18
2023-09-25,675.02490234375,685.4500122070312,691.6500244140625,661.2999877929688,684.2999877929688,50545,2023-09-25
2023-10-02,684.3804321289062,694.9500122070312,705.0,672.0999755859375,685.4500122070312,31778,2023-10-02
2023-10-09,726.9234008789062,738.1500244140625,754.9000244140625,675.4500122070312,693.0,85470,2023-10-09
2023-10-16,717.7647705078125,728.8499755859375,775.0999755859375,723.0,739.0499877929688,93532,2023-10-16
2023-10-23,687.679443359375,698.2999877929688,737.3499755859375,662.0499877929688,732.0,43057,2023-10-23
2023-10-30,710.4773559570312,721.4500122070312,766.0,689.0999755859375,698.2999877929688,128088,2023-10-30
2023-11-06,680.3920288085938,690.9000244140625,727.0,680.0,727.0,48958,2023-11-06
2023-11-13,671.578125,681.9500122070312,702.0999755859375,680.0499877929688,688.0,16600,2023-11-13
2023-11-20,665.1277465820312,675.4000244140625,695.9500122070312,670.0,681.0499877929688,27866,2023-11-20
2023-11-27,660.2037963867188,670.4000244140625,727.0,666.9000244140625,675.4000244140625,85483,2023-11-27
2023-12-04,669.0176391601562,679.3499755859375,722.0,669.0499877929688,680.0,114320,2023-12-04
2023-12-11,677.1421508789062,687.5999755859375,715.25,671.3499755859375,689.4500122070312,40711,2023-12-11
2023-12-18,728.20361328125,739.4500122070312,752.0,688.0,696.7000122070312,180517,2023-12-18
2023-12-25,717.86328125,728.9500122070312,795.0,718.0,739.4500122070312,175479,2023-12-25
2024-01-01,712.4962158203125,723.5,739.0,713.5499877929688,735.4500122070312,25095,2024-01-01
2024-01-08,751.5924072265625,763.2000122070312,780.0,717.7999877929688,723.5,128873,2024-01-08
2024-01-15,713.037841796875,724.0499877929688,778.9500122070312,694.1500244140625,770.0,66745,2024-01-15
2024-01-22,790.8363037109375,803.0499877929688,865.0,719.2000122070312,724.0499877929688,778610,2024-01-22
2024-01-29,787.93115234375,800.0999755859375,845.0,783.0999755859375,811.2999877929688,131687,2024-01-29
2024-02-05,789.999267578125,802.2000122070312,844.0,765.0,790.0,108724,2024-02-05
2024-02-12,816.0469970703125,828.6500244140625,935.0,764.0999755859375,790.0,587626,2024-02-12
2024-02-19,812.9940795898438,825.5499877929688,871.3499755859375,811.0499877929688,830.0,99826,2024-02-19
2024-02-26,789.654541015625,801.8499755859375,860.0,792.0,830.0,61779,2024-02-26
2024-03-04,741.5967407226562,753.0499877929688,821.3499755859375,747.5499877929688,804.3499755859375,43008,2024-03-04
2024-03-11,716.9769897460938,728.0499877929688,762.0,658.4000244140625,762.0,73361,2024-03-11
2024-03-18,731.2564697265625,742.5499877929688,800.0,701.0,727.6500244140625,77301,2024-03-18
2024-03-25,721.5562744140625,732.7000122070312,785.0,723.0,742.5499877929688,40196,2024-03-25
2024-04-01,749.9674682617188,761.5499877929688,775.0,727.0499877929688,737.75,31948,2024-04-01
2024-04-08,736.9682006835938,748.3499755859375,770.0,742.5999755859375,770.0,11178,2024-04-08
2024-04-15,721.6055297851562,732.75,748.4500122070312,720.0,744.7000122070312,13096,2024-04-15
2024-04-22,848.5942993164062,861.7000122070312,878.0,736.5499877929688,736.5999755859375,222077,2024-04-22
2024-04-29,820.0353393554688,832.7000122070312,868.2000122070312,821.1500244140625,861.0,51184,2024-04-29
2024-05-06,807.183837890625,819.6500244140625,895.0,800.0,832.7000122070312,51834,2024-05-06
2024-05-13,833.7239379882812,846.5999755859375,880.0,803.0,822.7000122070312,66147,2024-05-13
2024-05-20,800.2410278320312,812.5999755859375,859.0,805.0,856.0499877929688,30244,2024-05-20
2024-05-27,731.3056640625,742.5999755859375,858.9500122070312,736.0,813.0,74966,2024-05-27
2024-06-03,759.322998046875,771.0499877929688,817.2999877929688,683.0,785.0,71376,2024-06-03
2024-06-10,793.741455078125,806.0,815.0,770.5,782.5999755859375,25175,2024-06-10
2024-06-17,786.9956665039062,799.1500244140625,818.4000244140625,779.0499877929688,806.0,22893,2024-06-17
2024-06-24,781.7761840820312,793.8499755859375,805.0,774.5999755859375,788.0,18689,2024-06-24
2024-07-01,818.4104614257812,831.0499877929688,843.0,790.0,790.0,69447,2024-07-01
2024-07-08,799.7486572265625,812.0999755859375,849.0,804.0999755859375,838.9000244140625,25052,2024-07-08
2024-07-15,797.9760131835938,810.2999877929688,824.9000244140625,781.0,804.7000122070312,20085,2024-07-15
2024-07-22,803.8355712890625,816.25,823.3499755859375,782.0499877929688,810.2999877929688,28731,2024-07-22
2024-07-29,841.75,854.75,865.9000244140625,808.7999877929688,820.5,61442,2024-07-29
2024-08-05,792.3134765625,804.5499877929688,835.25,789.9500122070312,835.25,31844,2024-08-05
2024-08-12,781.75,781.75,806.0499877929688,770.0,804.3499755859375,22877,2024-08-12
2024-08-19,786.1500244140625,786.1500244140625,806.9500122070312,770.0,785.9000244140625,23803,2024-08-19
2024-08-26,781.0,781.0,802.0,775.5,796.0,12180,2024-08-26
2024-09-02,776.2000122070312,776.2000122070312,785.7999877929688,766.0499877929688,785.0999755859375,15386,2024-09-02
2024-09-09,766.8499755859375,766.8499755859375,786.2999877929688,750.0,785.9500122070312,15481,2024-09-09
2024-09-16,763.75,763.75,794.0,736.9500122070312,770.7000122070312,21773,2024-09-16
2024-09-23,808.9000244140625,808.9000244140625,855.0,751.1500244140625,751.1500244140625,120046,2024-09-23
2024-09-30,815.5,815.5,866.8499755859375,805.0,808.9000244140625,64090,2024-09-30
2024-10-07,766.5999755859375,766.5999755859375,820.8499755859375,738.0999755859375,815.5,58625,2024-10-07
2024-10-14,756.5999755859375,756.5999755859375,791.75,749.0,770.5999755859375,16124,2024-10-14
2024-10-21,720.2999877929688,720.2999877929688,768.75,714.0,760.1500244140625,16710,2024-10-21
2024-10-28,820.5999755859375,820.5999755859375,828.0,700.0,721.0499877929688,71676,2024-10-28
2024-11-04,786.8499755859375,786.8499755859375,820.5999755859375,782.0999755859375,820.0,12850,2024-11-04
2024-11-11,766.0999755859375,766.0999755859375,806.0,755.0,788.2999877929688,11118,2024-11-11
2024-11-18,755.25,755.25,782.0,746.0999755859375,765.0,9103,2024-11-18
2024-11-25,793.5499877929688,793.5499877929688,810.4500122070312,755.2999877929688,755.2999877929688,13414,2024-11-25
2024-12-02,856.5,856.5,929.0,775.0,799.0,390012,2024-12-02
2024-12-09,860.5999755859375,860.5999755859375,902.9500122070312,845.0,868.3499755859375,59114,2024-12-09
2024-12-16,836.6500244140625,836.6500244140625,928.7000122070312,825.0999755859375,865.0999755859375,100779,2024-12-16
2024-12-23,814.1500244140625,814.1500244140625,844.5999755859375,775.0,840.0,27232,2024-12-23
2024-12-30,809.5,809.5,825.25,769.75,815.0,18340,2024-12-30
2025-01-06,756.7000122070312,756.7000122070312,806.7999877929688,755.5,806.7999877929688,20055,2025-01-06
2025-01-13,716.75,716.75,766.2999877929688,702.0,766.2999877929688,28953,2025-01-13
2025-01-20,720.0999755859375,720.0999755859375,750.0,705.0,726.2999877929688,12120,2025-01-20
2025-01-27,761.8499755859375,761.8499755859375,809.7000122070312,689.25,714.0,21087,2025-01-27
2025-02-03,733.0499877929688,733.0499877929688,757.4000244140625,721.0,751.0,9281,2025-02-03
2025-02-10,639.4500122070312,639.4500122070312,742.3499755859375,624.4000244140625,742.3499755859375,38326,2025-02-10
2025-02-17,626.1500244140625,626.1500244140625,644.9000244140625,598.0999755859375,620.2999877929688,27650,2025-02-17
2025-02-24,592.75,592.75,629.9000244140625,585.5,610.2000122070312,11055,2025-02-24
2025-03-03,628.7000122070312,628.7000122070312,645.4000244140625,585.5,594.9000244140625,26862,2025-03-03
2025-03-10,728.2000122070312,728.2000122070312,745.0,618.0,630.0,234249,2025-03-10
2025-03-17,688.1500244140625,688.1500244140625,720.9500122070312,671.4000244140625,702.0,48643,2025-03-17
2025-03-24,647.4000244140625,647.4000244140625,719.9500122070312,640.0,696.9500122070312,40068,2025-03-24
2025-03-31,656.4500122070312,656.4500122070312,684.5499877929688,641.0499877929688,647.4000244140625,10531,2025-03-31
2025-04-07,672.8499755859375,672.8499755859375,683.9500122070312,620.0,650.0,17656,2025-04-07
2025-04-14,682.2999877929688,682.2999877929688,699.0,671.9500122070312,677.2000122070312,8602,2025-04-14
2025-04-21,670.4000244140625,670.4000244140625,689.0,662.0,689.0,11408,2025-04-21
2025-04-28,652.0999755859375,652.0999755859375,675.0,635.0999755859375,661.0,8969,2025-04-28
2025-05-05,627.4500122070312,627.4500122070312,682.0,618.5999755859375,652.8499755859375,16491,2025-05-05
2025-05-12,685.0499877929688,685.0499877929688,691.3499755859375,643.0999755859375,659.0,15540,2025-05-12
2025-05-19,689.5499877929688,689.5499877929688,700.0,673.2999877929688,693.7000122070312,9436,2025-05-19
2025-05-26,694.5999755859375,694.5999755859375,725.7999877929688,687.0499877929688,698.4000244140625,25124,2025-05-26
2025-06-02,719.75,719.75,725.5,680.0,694.0,20078,2025-06-02
2025-06-09,701.8499755859375,701.8499755859375,734.7999877929688,684.7000122070312,715.0499877929688,21048,2025-06-09
2025-06-16,698.9000244140625,698.9000244140625,724.9500122070312,692.0999755859375,709.7999877929688,8983,2025-06-16
2025-06-23,709.3499755859375,709.3499755859375,723.0,694.4000244140625,704.0,12317,2025-06-23
2025-06-30,733.0,733.0,741.2000122070312,701.0,717.5,18939,2025-06-30
2025-07-07,732.0999755859375,732.0999755859375,742.7000122070312,717.0499877929688,741.9500122070312,11378,2025-07-07
2025-07-14,734.0499877929688,734.0499877929688,744.0,723.0,732.0999755859375,5932,2025-07-14
