Date,Adj Close_INDBANK.NS,Close_INDBANK.NS,High_INDBANK.NS,Low_INDBANK.NS,Open_INDBANK.NS,Volume_INDBANK.NS,Date
2020-07-13,7.099999904632568,7.099999904632568,7.25,6.699999809265137,7.050000190734863,234678,2020-07-13
2020-07-20,6.75,6.75,7.25,6.550000190734863,6.949999809265137,216446,2020-07-20
2020-07-27,6.599999904632568,6.599999904632568,6.949999809265137,6.400000095367432,6.75,86486,2020-07-27
2020-08-03,7.550000190734863,7.550000190734863,8.25,6.5,6.5,918656,2020-08-03
2020-08-10,8.0,8.0,9.199999809265137,7.199999809265137,7.599999904632568,2295536,2020-08-10
2020-08-17,15.25,15.25,15.25,8.300000190734863,8.649999618530273,4381703,2020-08-17
2020-08-24,12.550000190734863,12.550000190734863,16.0,12.199999809265137,16.0,3789159,2020-08-24
2020-08-31,12.600000381469727,12.600000381469727,13.050000190734863,11.100000381469727,13.050000190734863,809453,2020-08-31
2020-09-07,11.850000381469727,11.850000381469727,13.100000381469727,11.550000190734863,13.0,457733,2020-09-07
2020-09-14,11.350000381469727,11.350000381469727,12.100000381469727,11.300000190734863,11.550000190734863,282601,2020-09-14
2020-09-21,9.899999618530273,9.899999618530273,11.350000381469727,9.300000190734863,11.100000381469727,429624,2020-09-21
2020-09-28,10.0,10.0,10.649999618530273,9.699999809265137,10.350000381469727,194797,2020-09-28
2020-10-05,9.199999809265137,9.199999809265137,10.0,9.149999618530273,10.0,356470,2020-10-05
2020-10-12,9.100000381469727,9.100000381469727,9.199999809265137,8.050000190734863,9.199999809265137,674566,2020-10-12
2020-10-19,8.899999618530273,8.899999618530273,9.399999618530273,8.699999809265137,9.100000381469727,167896,2020-10-19
2020-10-26,8.5,8.5,9.300000190734863,8.399999618530273,9.149999618530273,223443,2020-10-26
2020-11-02,8.5,8.5,8.75,8.25,8.25,157079,2020-11-02
2020-11-09,8.649999618530273,8.649999618530273,8.850000381469727,8.100000381469727,8.699999809265137,225799,2020-11-09
2020-11-16,8.399999618530273,8.399999618530273,8.699999809265137,8.149999618530273,8.300000190734863,212184,2020-11-16
2020-11-23,9.149999618530273,9.149999618530273,9.149999618530273,8.100000381469727,8.550000190734863,424507,2020-11-23
2020-11-30,10.100000381469727,10.100000381469727,10.300000190734863,9.149999618530273,9.149999618530273,572156,2020-11-30
2020-12-07,12.050000190734863,12.050000190734863,13.600000381469727,10.100000381469727,10.899999618530273,1451100,2020-12-07
2020-12-14,11.350000381469727,11.350000381469727,12.600000381469727,11.100000381469727,12.399999618530273,538253,2020-12-14
2020-12-21,11.350000381469727,11.350000381469727,12.199999809265137,9.5,11.600000381469727,471300,2020-12-21
2020-12-28,11.149999618530273,11.149999618530273,11.600000381469727,10.300000190734863,11.350000381469727,281808,2020-12-28
2021-01-04,12.050000190734863,12.050000190734863,12.600000381469727,11.149999618530273,11.399999618530273,1756412,2021-01-04
2021-01-11,11.899999618530273,11.899999618530273,12.699999809265137,11.550000190734863,12.199999809265137,796654,2021-01-11
2021-01-18,11.050000190734863,11.050000190734863,12.100000381469727,10.899999618530273,11.649999618530273,366456,2021-01-18
2021-01-25,10.600000381469727,10.600000381469727,11.850000381469727,10.100000381469727,11.699999809265137,205647,2021-01-25
2021-02-01,11.649999618530273,11.649999618530273,12.850000381469727,10.399999618530273,10.649999618530273,1219101,2021-02-01
2021-02-08,11.600000381469727,11.600000381469727,11.949999809265137,11.25,11.649999618530273,278854,2021-02-08
2021-02-15,15.449999809265137,15.449999809265137,18.600000381469727,11.649999618530273,11.800000190734863,9456044,2021-02-15
2021-02-22,14.949999809265137,14.949999809265137,16.75,13.949999809265137,15.449999809265137,2056602,2021-02-22
2021-03-01,13.600000381469727,13.600000381469727,16.0,13.100000381469727,15.949999809265137,890338,2021-03-01
2021-03-08,13.850000381469727,13.850000381469727,15.0,13.600000381469727,13.649999618530273,776267,2021-03-08
2021-03-15,12.600000381469727,12.600000381469727,14.25,11.800000190734863,13.850000381469727,494966,2021-03-15
2021-03-22,12.850000381469727,12.850000381469727,14.0,12.100000381469727,12.100000381469727,344052,2021-03-22
2021-03-29,12.850000381469727,12.850000381469727,13.600000381469727,12.149999618530273,12.850000381469727,195523,2021-03-29
2021-04-05,15.899999618530273,15.899999618530273,16.5,12.5,12.850000381469727,1731669,2021-04-05
2021-04-12,13.899999618530273,13.899999618530273,15.399999618530273,13.100000381469727,15.399999618530273,1446506,2021-04-12
2021-04-19,13.350000381469727,13.350000381469727,14.100000381469727,12.850000381469727,14.0,601741,2021-04-19
2021-04-26,13.199999809265137,13.199999809265137,14.050000190734863,13.050000190734863,13.699999809265137,370998,2021-04-26
2021-05-03,13.399999618530273,13.399999618530273,14.050000190734863,13.0,13.199999809265137,544442,2021-05-03
2021-05-10,14.600000381469727,14.600000381469727,16.700000762939453,13.300000190734863,13.600000381469727,2189647,2021-05-10
2021-05-17,15.800000190734863,15.800000190734863,16.600000381469727,14.5,14.899999618530273,1329832,2021-05-17
2021-05-24,15.399999618530273,15.399999618530273,16.5,15.25,16.350000381469727,1099148,2021-05-24
2021-05-31,15.75,15.75,16.25,14.899999618530273,15.600000381469727,917865,2021-05-31
2021-06-07,19.450000762939453,19.450000762939453,20.25,15.649999618530273,15.699999809265137,4430620,2021-06-07
2021-06-14,19.149999618530273,19.149999618530273,22.899999618530273,17.899999618530273,21.75,4947955,2021-06-14
2021-06-21,20.25,20.25,23.700000762939453,18.950000762939453,19.549999237060547,3558860,2021-06-21
2021-06-28,22.75,22.75,24.75,20.299999237060547,20.700000762939453,8817824,2021-06-28
2021-07-05,22.899999618530273,22.899999618530273,23.549999237060547,21.549999237060547,23.0,989724,2021-07-05
2021-07-12,34.0,34.0,37.400001525878906,22.75,24.0,10032140,2021-07-12
2021-07-19,32.45000076293945,32.45000076293945,35.900001525878906,31.100000381469727,34.29999923706055,1427380,2021-07-19
2021-07-26,31.850000381469727,31.850000381469727,34.20000076293945,29.549999237060547,32.04999923706055,1307921,2021-07-26
2021-08-02,29.799999237060547,29.799999237060547,32.70000076293945,29.399999618530273,31.850000381469727,824765,2021-08-02
2021-08-09,26.299999237060547,26.299999237060547,30.399999618530273,22.700000762939453,30.399999618530273,1519664,2021-08-09
2021-08-16,22.399999618530273,22.399999618530273,27.399999618530273,22.0,26.299999237060547,496792,2021-08-16
2021-08-23,23.0,23.0,23.799999237060547,20.600000381469727,22.950000762939453,457493,2021-08-23
2021-08-30,23.100000381469727,23.100000381469727,23.799999237060547,22.549999237060547,23.700000762939453,262796,2021-08-30
